actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
504,PT02M06.00S,2026-01-07T02:51:48.3Z,3,REGULAR,rebound,defensive,[],1641740,,,1610612750,82,70,2026-01-07T02:52:23Z,4980000,False,,,0,,J. Clark REBOUND (Off:0 Def:4),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,502.0,4.0,4.0,0.0,,,,,,,,,,,,
505,PT02M04.00S,2026-01-07T02:51:50.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629675,92.59198423127464,45.83333333333333,1610612750,84,70,2026-01-07T02:52:02Z,4990000,False,-21.0,17.0,1,right,N. Reid running Layup (14 PTS) (D. DiVincenzo 2 AST),"[1629675, 1628978]",1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.69,Made,14.0,,,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,,
507,PT01M57.00S,2026-01-07T02:51:59.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641740,,,1610612748,84,70,2026-01-07T02:52:05Z,5010000,False,,,0,,J. Clark shooting personal FOUL (1 PF) (Jović 2 FT),"[1641740, 1631107]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,1.0,0.0,Jović,1631107.0,,,,,
509,PT01M57.00S,2026-01-07T02:52:28.8Z,3,REGULAR,freethrow,1 of 2,[],1631107,,,1610612748,84,71,2026-01-07T02:52:48Z,5030000,False,,,0,,N. Jović Free Throw 1 of 2 (7 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
510,PT01M57.00S,2026-01-07T02:52:28.8Z,3,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,84,71,2026-01-07T02:52:48Z,5040000,False,,,0,,MISS N. Jović Free Throw 2 of 2,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
511,PT01M56.00S,2026-01-07T02:52:29.8Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,84,71,2026-01-07T02:52:48Z,5050000,False,,,0,,J. Randle REBOUND (Off:1 Def:9),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,510.0,10.0,9.0,1.0,,,,,,,,,,,,
512,PT01M46.00S,2026-01-07T02:52:57.3Z,3,REGULAR,3pt,Jump Shot,[],1629675,67.62483574244416,61.76470588235294,1610612750,84,71,2026-01-07T02:53:01Z,5060000,False,59.0,252.0,1,right,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,,,,,,,
513,PT01M43.00S,2026-01-07T02:53:00.3Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,84,71,2026-01-07T02:53:01Z,5070000,False,,,0,,T. Herro REBOUND (Off:0 Def:8),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,512.0,8.0,8.0,0.0,,,,,,,,,,,,
514,PT01M31.00S,2026-01-07T02:53:14.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629675,,,1610612748,84,71,2026-01-07T02:53:27Z,5080000,False,,,0,,N. Reid personal FOUL (2 PF) (Jović 2 FT),"[1629675, 1631107]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,1628480.0,,,,,,,,2.0,0.0,Jović,1631107.0,,,,,
516,PT01M31.00S,2026-01-07T02:53:43.0Z,3,REGULAR,freethrow,1 of 2,[],1631107,,,1610612748,84,72,2026-01-07T02:53:43Z,5100000,False,,,0,,N. Jović Free Throw 1 of 2 (8 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
517,PT01M31.00S,2026-01-07T02:53:58.0Z,3,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,84,73,2026-01-07T02:53:58Z,5110000,False,,,0,,N. Jović Free Throw 2 of 2 (9 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
518,PT01M07.00S,2026-01-07T02:54:23.4Z,3,REGULAR,3pt,Jump Shot,[],203944,67.49342969776609,81.86274509803921,1610612750,87,73,2026-01-07T02:54:28Z,5120000,False,159.0,253.0,1,right,J. Randle 29' 3PT  (13 PTS) (N. Reid 1 AST),"[203944, 1629675]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,29.91,Made,13.0,,,,,,N. Reid,1629675.0,1.0,,,,,,,,,
520,PT00M56.40S,2026-01-07T02:54:34.2Z,3,REGULAR,2pt,Jump Shot,[],1629639,8.360709592641262,30.88235294117647,1610612748,87,75,2026-01-07T02:54:38Z,5140000,False,96.0,26.0,1,left,T. Herro 9' driving floating Jump Shot (14 PTS) (N. Jović 2 AST),"[1629639, 1631107]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,9.91,Made,14.0,,,,,,N. Jović,1631107.0,2.0,,,,,,,,,
523,PT00M47.50S,2026-01-07T02:54:45.8Z,3,REGULAR,3pt,Jump Shot,[],1628978,71.56701708278581,81.86274509803921,1610612750,90,75,2026-01-07T02:55:09Z,5160000,False,159.0,215.0,1,right,D. DiVincenzo 26' 3PT step back (9 PTS),[1628978],1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.74,Made,9.0,,,,,,,,,,,,,,,,,
524,PT00M35.00S,2026-01-07T02:55:00.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,13.222733245729303,35.049019607843135,1610612748,90,77,2026-01-07T03:03:18Z,5170000,False,75.0,72.0,1,left,T. Herro 10' driving floating Jump Shot (16 PTS) (D. Mitchell 9 AST),"[1629639, 1630558]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,10.37,Made,16.0,,,,,,D. Mitchell,1630558.0,9.0,,,,,,,,,
526,PT00M27.00S,2026-01-07T02:55:11.2Z,3,REGULAR,3pt,Jump Shot,[],1628978,67.7562417871222,17.892156862745097,1610612750,93,77,2026-01-07T02:55:45Z,5190000,False,-161.0,251.0,1,right,D. DiVincenzo 29' 3PT pullup (12 PTS),[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,29.76,Made,12.0,,,,,,,,,,,,,,,,,
527,PT00M04.30S,2026-01-07T02:55:36.3Z,3,REGULAR,3pt,Jump Shot,[],1641796,21.76412614980289,12.254901960784313,1610612748,93,77,2026-01-07T02:55:40Z,5200000,False,189.0,152.0,1,left,MISS P. Larsson 24' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,24.24,Missed,,,,,,,,,,,,,,,,,,
528,PT00M01.70S,2026-01-07T02:55:38.9Z,3,REGULAR,rebound,defensive,[],203944,,,1610612750,93,77,2026-01-07T02:55:40Z,5210000,False,,,0,,J. Randle REBOUND (Off:1 Def:10),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,527.0,11.0,10.0,1.0,,,,,,,,,,,,
529,PT00M00.40S,2026-01-07T02:55:40.9Z,3,REGULAR,heave,,[],0,,,1610612750,93,77,2026-01-07T02:55:56Z,5220000,False,,,0,,MIN Heave,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,47.29,,,,,,,,,,,,,,,,,,,
530,PT00M00.10S,2026-01-07T02:55:41.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612750,93,77,2026-01-07T02:55:56Z,5230000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,529.0,,,,,,,,,,,,,,,
531,PT00M00.00S,2026-01-07T02:55:49.3Z,3,REGULAR,period,end,[],0,,,1610612750,93,77,2026-01-07T02:55:49Z,5240000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,out,['startperiod'],201144,,,1610612750,93,77,2026-01-07T02:59:09Z,5250000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,out,['startperiod'],1641740,,,1610612750,93,77,2026-01-07T02:59:09Z,5260000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612750,93,77,2026-01-07T02:59:09Z,5270000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,out,['startperiod'],1641796,,,1610612750,93,77,2026-01-07T02:59:09Z,5280000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,out,['startperiod'],1628389,,,1610612750,93,77,2026-01-07T02:59:09Z,5290000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,93,77,2026-01-07T02:59:09Z,5300000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,93,77,2026-01-07T02:59:09Z,5310000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,in,['startperiod'],1630538,,,1610612750,93,77,2026-01-07T02:59:09Z,5320000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,in,['startperiod'],1626181,,,1610612750,93,77,2026-01-07T02:59:09Z,5330000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2026-01-07T02:58:06.1Z,4,REGULAR,substitution,in,['startperiod'],1642276,,,1610612750,93,77,2026-01-07T02:59:09Z,5340000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2026-01-07T02:59:26.8Z,4,REGULAR,period,start,[],0,,,1610612750,93,77,2026-01-07T02:59:26Z,5350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT11M38.00S,2026-01-07T02:59:48.1Z,4,REGULAR,3pt,Jump Shot,[],1630538,64.73390275952694,50.245098039215684,1610612750,93,77,2026-01-07T03:00:00Z,5360000,False,1.0,279.0,1,right,MISS B. Hyland 27' 3PT,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,27.9,Missed,,,,,,,,,,,,,,,,,,
544,PT11M35.00S,2026-01-07T02:59:51.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,93,77,2026-01-07T03:00:00Z,5370000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,543.0,,,,,,,,,,,,,,,
545,PT11M35.00S,2026-01-07T02:59:58.1Z,4,REGULAR,foul,personal,[],203497,,,1610612748,93,77,2026-01-07T03:00:23Z,5380000,False,,,0,,R. Gobert loose ball personal FOUL (1 PF),"[203497, 1642276]",1610612750.0,MIN,loose ball,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,,,,,,,,1.0,0.0,Ware,1642276.0,,,,,
547,PT11M25.00S,2026-01-07T03:00:20.1Z,4,REGULAR,foul,offensive,[],1631107,,,1610612748,93,77,2026-01-07T03:00:24Z,5400000,False,,,0,,N. Jović offensive FOUL (3 PF),"[1631107, 1628978]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Center,,,,1162.0,,,,,,,,3.0,0.0,DiVincenzo,1628978.0,,,,,
549,PT11M25.00S,2026-01-07T03:00:20.1Z,4,REGULAR,turnover,offensive foul,[],1631107,,,1610612748,93,77,2026-01-07T03:00:20Z,5420000,False,,,0,,N. Jović offensive foul TURNOVER (3 TO),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Center,,,,1162.0,,,,,,,,,,,,3.0,,,,
550,PT11M16.00S,2026-01-07T03:00:40.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629675,83.52496714848883,54.41176470588235,1610612750,93,77,2026-01-07T03:06:09Z,5430000,False,22.0,102.0,1,right,MISS N. Reid 10' floating Shot,[1629675],1610612750.0,MIN,floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,10.48,Missed,,,,,,,,,,,,,,,,,,
551,PT11M14.00S,2026-01-07T03:00:42.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,93,77,2026-01-07T04:50:01Z,5440000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,550.0,,,,,,,,,,,,,,,
555,PT11M00.00S,2026-01-07T03:01:06.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1642276,10.988830486202366,48.28431372549019,1610612748,93,77,2026-01-07T03:07:12Z,5480000,False,9.0,51.0,1,left,MISS K. Ware turnaround Hook,[1642276],1610612748.0,MIA,turnaround,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
556,PT10M57.00S,2026-01-07T03:01:09.2Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,93,77,2026-01-07T03:01:09Z,5490000,False,,,0,,R. Gobert REBOUND (Off:0 Def:11),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,555.0,11.0,11.0,0.0,,,,,,,,,,,,
557,PT10M49.00S,2026-01-07T03:01:17.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,92.19776609724047,50.73529411764706,1610612750,95,77,2026-01-07T03:01:35Z,5500000,False,4.0,21.0,1,right,J. McDaniels cutting DUNK (16 PTS) (N. Reid 2 AST),"[1630183, 1629675]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.11,Made,16.0,,,,,,N. Reid,1629675.0,2.0,,,,,,,,,
560,PT10M28.00S,2026-01-07T03:01:38.0Z,4,REGULAR,2pt,Jump Shot,[],1630558,23.99802890932983,52.94117647058824,1610612748,95,77,2026-01-07T03:07:53Z,5520000,False,-15.0,173.0,1,left,MISS D. Mitchell 17' step back Shot,[1630558],1610612748.0,MIA,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,17.37,Missed,,,,,,,,,,,,,,,,,,
563,PT10M25.00S,2026-01-07T03:01:41.0Z,4,REGULAR,rebound,defensive,[],1629675,,,1610612750,95,77,2026-01-07T03:02:06Z,5530000,False,,,0,,N. Reid REBOUND (Off:0 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Center,,,,,560.0,5.0,5.0,0.0,,,,,,,,,,,,
564,PT10M10.00S,2026-01-07T03:01:56.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,87.59855453350855,49.26470588235294,1610612750,95,77,2026-01-07T03:08:35Z,5540000,False,-4.0,64.0,1,right,MISS N. Reid 6' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,,,,,,,,,,,,,,,,,
565,PT10M08.00S,2026-01-07T03:01:58.8Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,95,77,2026-01-07T03:02:15Z,5550000,False,,,0,,R. Gobert REBOUND (Off:1 Def:11),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,564.0,12.0,11.0,1.0,,,,,,,,,,,,
566,PT10M06.00S,2026-01-07T03:02:00.3Z,4,REGULAR,turnover,lost ball,[],203497,,,1610612750,95,77,2026-01-07T03:02:05Z,5560000,False,,,0,,R. Gobert lost ball TURNOVER (2 TO),"[203497, 1631107]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,,,Jović,1631107.0
567,PT10M06.00S,2026-01-07T03:02:00.3Z,4,REGULAR,steal,,[],1631107,,,1610612748,95,77,2026-01-07T03:02:01Z,5570000,False,,,0,,N. Jović STEAL (2 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
568,PT09M59.00S,2026-01-07T03:02:07.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631107,27.020367936925098,17.401960784313726,1610612748,95,77,2026-01-07T03:09:33Z,5580000,False,163.0,201.0,1,left,MISS N. Jović 25' running 3PT,[1631107],1610612748.0,MIA,running,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,,,,,,,,,,,,,,,,,
569,PT09M59.00S,2026-01-07T03:02:07.8Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612750,95,77,2026-01-07T03:02:11Z,5590000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:4),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,568.0,5.0,4.0,1.0,,,,,,,,,,,,
571,PT09M36.00S,2026-01-07T03:02:47.4Z,4,REGULAR,3pt,Jump Shot,[],1630183,66.3107752956636,30.392156862745097,1610612750,95,77,2026-01-07T03:02:51Z,5610000,False,-98.0,264.0,1,right,MISS J. McDaniels 28' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,28.18,Missed,,,,,,,,,,,,,,,,,,
572,PT09M32.00S,2026-01-07T03:02:51.4Z,4,REGULAR,rebound,offensive,[],1629675,,,1610612750,95,77,2026-01-07T03:02:55Z,5620000,False,,,0,,N. Reid REBOUND (Off:1 Def:5),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,571.0,6.0,5.0,1.0,,,,,,,,,,,,
573,PT09M23.00S,2026-01-07T03:03:00.8Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1630538,91.14651773981603,17.15686274509804,1610612750,95,77,2026-01-07T03:03:05Z,5630000,False,-164.0,31.0,1,right,MISS B. Hyland 16' step back Shot,[1630538],1610612750.0,MIN,step back,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Left,16.7,Missed,,,,,,,,,,,,,,,,,,
574,PT09M18.00S,2026-01-07T03:03:05.8Z,4,REGULAR,rebound,defensive,[],1626181,,,1610612748,95,77,2026-01-07T03:03:05Z,5640000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,16-24 Left,,,,,573.0,3.0,3.0,0.0,,,,,,,,,,,,
575,PT09M13.00S,2026-01-07T03:03:10.4Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626181,7.046649145860711,47.794117647058826,1610612748,95,77,2026-01-07T03:03:40Z,5650000,False,11.0,14.0,1,left,MISS N. Powell running reverse Layup,[1626181],1610612748.0,MIA,running reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
576,PT09M10.00S,2026-01-07T03:03:13.4Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612750,95,77,2026-01-07T03:03:17Z,5660000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,,575.0,1.0,1.0,0.0,,,,,,,,,,,,
577,PT09M08.00S,2026-01-07T03:03:15.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,67.09921156373193,47.30392156862745,1610612750,95,77,2026-01-07T03:11:27Z,5670000,False,-13.0,257.0,1,right,MISS D. DiVincenzo 25' step back 3PT,[1628978],1610612750.0,MIN,step back,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
578,PT09M05.00S,2026-01-07T03:03:18.5Z,4,REGULAR,rebound,defensive,[],1631107,,,1610612748,95,77,2026-01-07T03:03:20Z,5680000,False,,,0,,N. Jović REBOUND (Off:0 Def:4),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Center,,,,,577.0,4.0,4.0,0.0,,,,,,,,,,,,
579,PT08M58.00S,2026-01-07T03:03:25.9Z,4,REGULAR,2pt,Jump Shot,[],1626181,14.931011826544022,13.23529411764706,1610612748,95,77,2026-01-07T03:11:57Z,5690000,False,184.0,88.0,1,left,MISS N. Powell 20' pullup bank Shot,[1626181],1610612748.0,MIA,pullup bank,,,Powell,N. Powell,,,,,Mid-Range,16-24 Right,20.37,Missed,,,,,,,,,,,,,,,,,,
580,PT08M58.00S,2026-01-07T03:03:25.9Z,4,REGULAR,rebound,offensive,[],1642276,,,1610612748,95,77,2026-01-07T03:03:30Z,5700000,False,,,0,,K. Ware REBOUND (Off:3 Def:8),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Right,,,,,579.0,11.0,8.0,3.0,,,,,,,,,,,,
581,PT08M53.00S,2026-01-07T03:03:30.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642276,5.863994743758213,95.58823529411765,1610612748,95,77,2026-01-07T03:12:36Z,5710000,False,-228.0,3.0,1,left,MISS K. Ware step back 3PT,[1642276],1610612748.0,MIA,step back,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
582,PT08M50.00S,2026-01-07T03:03:33.5Z,4,REGULAR,rebound,defensive,[],1630183,,,1610612750,95,77,2026-01-07T03:03:35Z,5720000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,581.0,3.0,2.0,1.0,,,,,,,,,,,,
583,PT08M42.00S,2026-01-07T03:03:40.5Z,4,REGULAR,3pt,Jump Shot,[],1630538,68.15045992115637,53.18627450980392,1610612750,98,77,2026-01-07T03:13:09Z,5730000,False,16.0,247.0,1,right,B. Hyland 24' 3PT pullup (6 PTS) (J. McDaniels 2 AST),"[1630538, 1630183]",1610612750.0,MIN,pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,24.74,Made,6.0,,,,,,J. McDaniels,1630183.0,2.0,,,,,,,,,
585,PT08M42.00S,2026-01-07T03:03:46.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,98,77,2026-01-07T03:03:46Z,5750000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT08M42.00S,2026-01-07T03:04:17.7Z,4,REGULAR,substitution,out,[],1628978,,,1610612748,98,77,2026-01-07T03:07:03Z,5760000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT08M42.00S,2026-01-07T03:04:17.7Z,4,REGULAR,substitution,in,[],1630162,,,1610612748,98,77,2026-01-07T03:07:03Z,5770000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT08M28.00S,2026-01-07T03:07:27.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,12.565703022339028,59.31372549019608,1610612748,98,79,2026-01-07T03:07:32Z,5780000,False,-47.0,66.0,1,left,N. Powell 8' driving floating Jump Shot (19 PTS) (T. Herro 3 AST),"[1626181, 1629639]",1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Left,8.05,Made,19.0,,,,,,T. Herro,1629639.0,3.0,,,,,,,,,
590,PT08M12.00S,2026-01-07T03:07:43.2Z,4,REGULAR,3pt,Jump Shot,[],1630538,72.35545335085413,15.931372549019606,1610612750,98,79,2026-01-07T03:07:50Z,5800000,False,-170.0,207.0,1,right,MISS B. Hyland 26' 3PT,[1630538],1610612750.0,MIN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
591,PT08M09.00S,2026-01-07T03:07:46.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,98,79,2026-01-07T03:07:50Z,5810000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,590.0,,,,,,,,,,,,,,,
592,PT08M09.00S,2026-01-07T03:07:49.5Z,4,REGULAR,foul,personal,[],1629675,,,1610612748,98,79,2026-01-07T03:08:33Z,5820000,False,,,0,,N. Reid loose ball personal FOUL (3 PF),"[1629675, 1631107]",1610612750.0,MIN,loose ball,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,1628480.0,,,,,,,,3.0,0.0,Jović,1631107.0,,,,,
