actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
17,PT11M01.00S,2026-01-27T02:44:45.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,31.488173455978973,55.392156862745104,1610612744,1,3,2026-01-27T02:44:50Z,170000,False,-27.0,243.0,1,left,MISS Q. Post 24' 3PT,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,24.5,,,,,,,,
18,PT10M58.00S,2026-01-27T02:44:48.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,1,3,2026-01-27T02:44:50Z,180000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,
19,PT10M54.00S,2026-01-27T02:44:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.01511169513797,41.66666666666667,1610612750,1,3,2026-01-27T02:46:22Z,190000,False,-42.0,32.0,1,right,MISS J. Randle driving Layup,[203944],1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.26,,,,,,,,
25,PT10M53.00S,2026-01-27T02:44:55.8Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,1,3,2026-01-27T02:46:22Z,195000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,
20,PT10M53.00S,2026-01-27T02:45:04.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,94.03745072273325,49.26470588235294,1610612750,3,3,2026-01-27T02:46:31Z,200000,False,-4.0,4.0,1,right,R. Gobert putback DUNK (3 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,,0.51,,,,,,,,
21,PT10M39.00S,2026-01-27T02:45:08.3Z,1,REGULAR,turnover,bad pass,[],1630311,,,1610612744,3,3,2026-01-27T02:45:41Z,210000,False,,,0,,P. Spencer bad pass TURNOVER (1 TO),"[1630311, 203497]",1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Gobert,203497.0
22,PT10M39.00S,2026-01-27T02:45:08.3Z,1,REGULAR,steal,,[],203497,,,1610612750,3,3,2026-01-27T02:45:10Z,220000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT10M39.00S,2026-01-27T02:45:11.8Z,1,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612750,3,3,2026-01-27T02:45:39Z,230000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Gobert 2 FT),"[1641764, 203497]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,202007.0,1.0,0.0,Gobert,203497.0,,,,,,,,,,,,,,,
26,PT10M39.00S,2026-01-27T02:45:40.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203497,,,1610612750,4,3,2026-01-27T02:45:40Z,250000,False,,,0,,R. Gobert Free Throw 1 of 2 (4 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
27,PT10M39.00S,2026-01-27T02:45:59.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203497,,,1610612750,5,3,2026-01-27T02:45:59Z,260000,False,,,0,,R. Gobert Free Throw 2 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
28,PT10M27.00S,2026-01-27T02:46:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630311,6.258212877792378,56.61764705882353,1610612744,5,3,2026-01-27T02:46:16Z,270000,False,-33.0,6.0,1,left,MISS P. Spencer driving Layup - blocked,"[1630311, 201144]",1610612744.0,GSW,driving,,,Spencer,P. Spencer,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.37,,,,Conley,201144.0,,,
29,PT10M27.00S,2026-01-27T02:46:12.6Z,1,REGULAR,block,,[],201144,,,1610612744,5,3,2026-01-27T02:46:14Z,280000,False,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M25.00S,2026-01-27T02:46:14.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,3,2026-01-27T02:46:16Z,290000,False,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,
31,PT10M22.00S,2026-01-27T02:46:18.6Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612750,5,3,2026-01-27T02:46:24Z,300000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1630311]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Spencer,1630311.0
32,PT10M22.00S,2026-01-27T02:46:18.6Z,1,REGULAR,steal,,[],1630311,,,1610612744,5,3,2026-01-27T02:46:20Z,310000,False,,,0,,P. Spencer STEAL (1 STL),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
33,PT10M12.00S,2026-01-27T02:46:29.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630611,7.30946123521682,94.11764705882352,1610612744,5,3,2026-01-27T02:46:33Z,320000,False,-221.0,16.0,1,left,MISS G. Santos 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.12,,,,,,,,
34,PT10M12.00S,2026-01-27T02:46:29.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,5,3,2026-01-27T02:46:33Z,330000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,
35,PT10M02.00S,2026-01-27T02:46:38.4Z,1,REGULAR,3pt,Jump Shot,[],201144,73.53810775295663,81.86274509803921,1610612750,5,3,2026-01-27T02:46:42Z,340000,False,159.0,196.0,1,right,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.27,,,,,,,,
36,PT09M59.00S,2026-01-27T02:46:41.4Z,1,REGULAR,rebound,defensive,[],1630611,,,1610612744,5,3,2026-01-27T02:46:42Z,350000,False,,,0,,G. Santos REBOUND (Off:0 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Above the Break 3,24+ Right Center,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,,
37,PT09M55.00S,2026-01-27T02:46:48.5Z,1,REGULAR,turnover,out-of-bounds,[],1630611,,,1610612744,5,3,2026-01-27T02:46:52Z,360000,False,,,0,,G. Santos lost ball out-of-bounds TURNOVER (1 TO),[1630611],1610612744.0,GSW,lost ball,,,Santos,G. Santos,,,,,Left Corner 3,24+ Left,202007.0,,,,,,,,,,,,,,,,,1.0,,
38,PT09M36.00S,2026-01-27T02:47:14.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,73.27529566360053,81.12745098039215,1610612750,8,3,2026-01-27T02:47:17Z,370000,False,156.0,199.0,1,right,J. Randle 25' 3PT  (3 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,25.24,D. DiVincenzo,1628978.0,1.0,,,,,
40,PT09M12.00S,2026-01-27T02:47:39.8Z,1,REGULAR,3pt,Jump Shot,[],1630311,32.276609724047304,70.34313725490196,1610612744,8,3,2026-01-27T02:48:04Z,390000,False,-102.0,251.0,1,left,MISS P. Spencer 27' pullup 3PT - blocked,"[1630311, 203497]",1610612744.0,GSW,pullup,,,Spencer,P. Spencer,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,27.07,,,,Gobert,203497.0,,,
41,PT09M12.00S,2026-01-27T02:47:39.8Z,1,REGULAR,block,,[],203497,,,1610612744,8,3,2026-01-27T02:47:42Z,400000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
42,PT09M11.00S,2026-01-27T02:47:40.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,8,3,2026-01-27T02:48:04Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,40.0,,,,,,,,,,,,
43,PT09M11.00S,2026-01-27T02:47:48.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,8,3,2026-01-27T02:47:54Z,420000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,202007.0,,,,,,,,,,,,,,,,,,,
44,PT08M56.00S,2026-01-27T02:48:07.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201144,92.46057818659659,5.392156862745098,1610612750,8,3,2026-01-27T02:48:10Z,430000,False,-223.0,18.0,1,right,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,22.38,,,,,,,,
45,PT08M53.00S,2026-01-27T02:48:10.3Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,3,2026-01-27T02:48:10Z,440000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Left Corner 3,24+ Left,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,
46,PT08M43.00S,2026-01-27T02:48:20.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,17.95335085413929,48.28431372549019,1610612744,8,5,2026-01-27T02:48:24Z,450000,False,9.0,116.0,1,left,B. Podziemski 11' driving floating Jump Shot (2 PTS),[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,,,,11.66,,,,,,,,
47,PT08M29.00S,2026-01-27T02:48:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,72.09264126149803,75.49019607843137,1610612750,8,5,2026-01-27T02:48:37Z,460000,False,127.0,210.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.55,,,,,,,,
48,PT08M27.00S,2026-01-27T02:48:35.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,8,5,2026-01-27T02:48:37Z,470000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,47.0,,,,,,,,,,,,
50,PT08M05.00S,2026-01-27T02:49:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630611,5.732588699080158,53.92156862745098,1610612744,8,7,2026-01-27T02:49:18Z,490000,False,-20.0,1.0,1,left,G. Santos reverse Layup (2 PTS),[1630611],1610612744.0,GSW,reverse,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.96,,,,,,,,
51,PT07M52.00S,2026-01-27T02:49:26.5Z,1,REGULAR,3pt,Jump Shot,[],203944,67.36202365308804,43.38235294117647,1610612750,8,7,2026-01-27T02:49:30Z,500000,False,-33.0,254.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,25.64,,,,,,,,
52,PT07M50.00S,2026-01-27T02:49:28.5Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,7,2026-01-27T02:49:30Z,510000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:3),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Center,,,,,,,,51.0,3.0,3.0,0.0,,,,,,,,,
53,PT07M45.00S,2026-01-27T02:49:34.4Z,1,REGULAR,3pt,Jump Shot,[],1630611,14.14257555847569,4.166666666666666,1610612744,8,7,2026-01-27T02:49:41Z,520000,False,229.0,80.0,1,left,MISS G. Santos 24' 3PT,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,24.29,,,,,,,,
54,PT07M40.00S,2026-01-27T02:49:39.4Z,1,REGULAR,rebound,offensive,[],1630541,,,1610612744,8,7,2026-01-27T02:49:41Z,530000,False,,,0,,M. Moody REBOUND (Off:1 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,,,,,,,,53.0,2.0,1.0,1.0,,,,,,,,,
55,PT07M39.00S,2026-01-27T02:49:40.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630541,6.521024967148489,50.0,1610612744,8,9,2026-01-27T02:49:44Z,540000,False,0.0,9.0,1,left,M. Moody putback Layup (2 PTS),[1630541],1610612744.0,GSW,putback,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,0.88,,,,,,,,
56,PT07M30.00S,2026-01-27T02:49:49.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203944,92.19776609724047,47.794117647058826,1610612750,8,9,2026-01-27T02:49:52Z,550000,False,-11.0,21.0,1,right,MISS J. Randle DUNK,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.35,,,,,,,,
57,PT07M28.00S,2026-01-27T02:49:51.6Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,9,2026-01-27T02:49:52Z,560000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:4),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,,,56.0,4.0,4.0,0.0,,,,,,,,,
58,PT07M11.00S,2026-01-27T02:50:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,6.783837056504599,54.41176470588235,1610612744,8,11,2026-01-27T02:50:11Z,570000,False,-22.0,11.0,1,left,B. Podziemski driving finger roll Layup (4 PTS),[1641764],1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,2.48,,,,,,,,
59,PT06M57.00S,2026-01-27T02:50:22.0Z,1,REGULAR,3pt,Jump Shot,[],203944,73.80091984231275,82.1078431372549,1610612750,8,11,2026-01-27T02:50:27Z,580000,False,161.0,194.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,25.16,,,,,,,,
60,PT06M53.00S,2026-01-27T02:50:26.0Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,11,2026-01-27T02:50:27Z,590000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:5),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,,59.0,5.0,5.0,0.0,,,,,,,,,
61,PT06M43.00S,2026-01-27T02:50:35.8Z,1,REGULAR,3pt,Jump Shot,[],1642366,30.17411300919842,35.049019607843135,1610612744,8,14,2026-01-27T02:50:39Z,600000,False,75.0,231.0,1,left,Q. Post 24' 3PT  (3 PTS) (P. Spencer 1 AST),"[1642366, 1630311]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,,,,,24.29,P. Spencer,1630311.0,1.0,,,,,
63,PT06M42.00S,2026-01-27T02:50:43.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,8,14,2026-01-27T02:50:43Z,620000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2026-01-27T02:52:57.7Z,1,REGULAR,substitution,out,[],203944,,,1610612750,8,14,2026-01-27T02:53:43Z,630000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M42.00S,2026-01-27T02:52:57.7Z,1,REGULAR,substitution,out,[],1630311,,,1610612750,8,14,2026-01-27T02:53:43Z,640000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M42.00S,2026-01-27T02:52:57.7Z,1,REGULAR,substitution,out,[],1630611,,,1610612750,8,14,2026-01-27T02:53:43Z,650000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M42.00S,2026-01-27T02:52:57.7Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,8,14,2026-01-27T02:53:43Z,660000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M42.00S,2026-01-27T02:52:57.7Z,1,REGULAR,substitution,in,[],1642954,,,1610612750,8,14,2026-01-27T02:53:43Z,670000,False,,,0,,SUB in: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M42.00S,2026-01-27T02:52:57.7Z,1,REGULAR,substitution,in,[],1627741,,,1610612750,8,14,2026-01-27T02:53:43Z,680000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M34.00S,2026-01-27T02:54:17.3Z,1,REGULAR,3pt,Jump Shot,[],1628978,71.69842312746385,22.794117647058822,1610612750,8,14,2026-01-27T02:54:23Z,690000,False,-136.0,214.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.31,,,,,,,,
71,PT06M31.00S,2026-01-27T02:54:20.3Z,1,REGULAR,rebound,defensive,[],1641764,,,1610612744,8,14,2026-01-27T02:54:23Z,700000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:6),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Left Center,,,,,,,,70.0,6.0,6.0,0.0,,,,,,,,,
72,PT06M18.00S,2026-01-27T02:54:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,9.806176084099869,40.931372549019606,1610612744,8,14,2026-01-27T02:54:36Z,710000,False,45.0,40.0,1,left,MISS B. Podziemski 6' driving finger roll Layup,[1641764],1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,6.02,,,,,,,,
73,PT06M16.00S,2026-01-27T02:54:34.5Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,14,2026-01-27T02:54:36Z,720000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,72.0,3.0,2.0,1.0,,,,,,,,,
74,PT06M12.00S,2026-01-27T02:54:38.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629675,70.64717477003943,27.205882352941174,1610612750,8,14,2026-01-27T02:55:23Z,730000,False,-114.0,223.0,1,right,MISS N. Reid 25' running pullup 3PT,[1629675],1610612750.0,MIN,running pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,25.08,,,,,,,,
75,PT06M11.00S,2026-01-27T02:54:39.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,8,14,2026-01-27T02:54:42Z,740000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,74.0,,,,,,,,,,,,
77,PT05M48.00S,2026-01-27T02:55:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,6.915243101182654,43.627450980392155,1610612744,8,16,2026-01-27T02:55:14Z,760000,False,32.0,13.0,1,left,M. Moody driving finger roll Layup (4 PTS) (B. Hield 1 AST),"[1630541, 1627741]",1610612744.0,GSW,driving finger roll,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,3.43,B. Hield,1627741.0,1.0,,,,,
78,PT05M31.00S,2026-01-27T02:55:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.59198423127464,46.07843137254902,1610612750,10,16,2026-01-27T02:55:32Z,770000,False,-20.0,17.0,1,right,R. Gobert cutting finger roll Layup (7 PTS) (D. DiVincenzo 2 AST),"[203497, 1628978]",1610612750.0,MIN,cutting finger roll,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,,2.6,D. DiVincenzo,1628978.0,2.0,,,,,
80,PT05M13.00S,2026-01-27T02:55:45.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,19.004599211563733,49.754901960784316,1610612744,10,16,2026-01-27T02:56:42Z,790000,False,1.0,126.0,1,left,MISS B. Podziemski 12' fadeaway Shot,[1641764],1610612744.0,GSW,fadeaway,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,,12.61,,,,,,,,
