actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
16,PT11M01.00S,2025-11-16T01:12:53.3Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,2,2,2025-11-16T01:12:53Z,160000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M51.00S,2025-11-16T01:13:05.0Z,1,REGULAR,3pt,Jump Shot,[],203999,69.72733245729303,25.0,1610612743,2,5,2025-11-16T01:13:09Z,180000,False,-125.0,232.0,1,right,N. Jokić 26' 3PT  (3 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,26.36,Made,3.0,,,,,,,,,,,,J. Murray,1627750.0,1.0,,,
20,PT10M35.00S,2025-11-16T01:13:20.3Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,2,5,2025-11-16T01:13:26Z,200000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1631212]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Watson,1631212.0
21,PT10M35.00S,2025-11-16T01:13:20.3Z,1,REGULAR,steal,,[],1631212,,,1610612743,2,5,2025-11-16T01:13:22Z,210000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
22,PT10M32.00S,2025-11-16T01:13:24.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,94.03745072273325,49.26470588235294,1610612743,2,7,2025-11-16T01:13:34Z,220000,False,-4.0,4.0,1,right,P. Watson running Layup (2 PTS) (N. Jokić 1 AST),"[1631212, 203999]",1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,,,,,,,,N. Jokić,203999.0,1.0,,,
24,PT10M18.00S,2025-11-16T01:13:37.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,26.363337713534822,79.90196078431373,1610612750,5,7,2025-11-16T01:13:43Z,240000,False,-150.0,195.0,1,left,D. DiVincenzo 24' 3PT  (3 PTS) (A. Edwards 1 AST),"[1628978, 1630162]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,24.6,Made,3.0,,,,,,,,,,,,A. Edwards,1630162.0,1.0,,,
26,PT10M05.00S,2025-11-16T01:13:50.2Z,1,REGULAR,3pt,Jump Shot,[],203501,94.1688567674113,4.411764705882353,1610612743,5,10,2025-11-16T01:13:54Z,260000,False,-228.0,2.0,1,right,T. Hardaway Jr. 3PT  (3 PTS) (N. Jokić 2 AST),"[203501, 203999]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,22.79,Made,3.0,,,,,,,,,,,,N. Jokić,203999.0,2.0,,,
28,PT09M46.00S,2025-11-16T01:14:10.0Z,1,REGULAR,turnover,lost ball,[],203497,,,1610612750,5,10,2025-11-16T01:14:13Z,280000,False,,,0,,R. Gobert lost ball TURNOVER (1 TO),"[203497, 203999]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Jokić,203999.0
29,PT09M46.00S,2025-11-16T01:14:10.0Z,1,REGULAR,steal,,[],203999,,,1610612743,5,10,2025-11-16T01:14:12Z,290000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
30,PT09M41.00S,2025-11-16T01:14:15.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203932,69.46452036793693,72.79411764705883,1610612743,5,13,2025-11-16T01:14:44Z,300000,False,114.0,235.0,1,right,A. Gordon 26' 3PT running (3 PTS) (N. Jokić 3 AST),"[203932, 203999]",1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,26.07,Made,3.0,,,,,,,,,,,,N. Jokić,203999.0,3.0,,,
32,PT09M25.00S,2025-11-16T01:14:33.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,31.61957950065703,30.637254901960787,1610612750,5,13,2025-11-16T01:15:15Z,320000,False,97.0,245.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
33,PT09M23.00S,2025-11-16T01:14:35.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,5,13,2025-11-16T01:15:15Z,330000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,
34,PT09M08.00S,2025-11-16T01:14:50.0Z,1,REGULAR,foul,personal,[],1628978,,,1610612743,5,13,2025-11-16T01:15:00Z,340000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 203932]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,,,,,,201245.0,1.0,0.0,Gordon,203932.0,,,,,,
36,PT09M03.00S,2025-11-16T01:15:11.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,88.91261498028909,48.77450980392157,1610612743,5,13,2025-11-16T01:15:16Z,360000,False,-6.0,52.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 1630183]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,McDaniels,1630183.0,,,,,,,,,,,
37,PT09M03.00S,2025-11-16T01:15:11.9Z,1,REGULAR,block,,[],1630183,,,1610612743,5,13,2025-11-16T01:15:14Z,370000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M02.00S,2025-11-16T01:15:12.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,5,13,2025-11-16T01:15:16Z,380000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT09M02.00S,2025-11-16T01:15:20.6Z,1,REGULAR,foul,personal,[],203999,,,1610612750,5,13,2025-11-16T01:15:37Z,390000,False,,,0,,N. Jokić personal FOUL (1 PF),"[203999, 1630162]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,200832.0,1.0,0.0,Edwards,1630162.0,,,,,,
41,PT08M48.00S,2025-11-16T01:15:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,18.347568988173457,49.26470588235294,1610612750,5,13,2025-11-16T01:15:51Z,410000,False,4.0,120.0,1,left,MISS J. Randle 12' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,12.01,Missed,,,,,,,,,,,,,,,,,,
42,PT08M45.00S,2025-11-16T01:15:49.9Z,1,REGULAR,rebound,defensive,[],203501,,,1610612743,5,13,2025-11-16T01:15:51Z,420000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,41.0,2.0,2.0,0.0,,,,,,,,,,,,,
43,PT08M38.00S,2025-11-16T01:15:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,88.25558475689881,37.00980392156863,1610612743,5,13,2025-11-16T01:16:01Z,430000,False,-65.0,58.0,1,right,MISS J. Murray 8' driving floating bank Shot,[1627750],1610612743.0,DEN,driving floating bank,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,8.7,Missed,,,,,,,,,,,,,,,,,,
44,PT08M37.00S,2025-11-16T01:15:58.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,13,2025-11-16T01:16:44Z,440000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,
45,PT08M21.00S,2025-11-16T01:16:14.4Z,1,REGULAR,3pt,Jump Shot,[],203944,7.966491458607096,95.09803921568627,1610612750,5,13,2025-11-16T01:16:18Z,450000,False,-225.0,22.0,1,left,MISS J. Randle 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,22.66,Missed,,,,,,,,,,,,,,,,,,
46,PT08M18.00S,2025-11-16T01:16:17.4Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,5,13,2025-11-16T01:16:18Z,460000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Left Corner 3,24+ Left,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,,,
47,PT08M12.00S,2025-11-16T01:16:23.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203501,91.40932982917214,47.794117647058826,1610612743,5,15,2025-11-16T01:17:03Z,470000,False,-11.0,28.0,1,right,T. Hardaway Jr. running Layup (5 PTS) (N. Jokić 4 AST),"[203501, 203999]",1610612743.0,DEN,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,3.04,Made,5.0,,,,,,,,,,,,N. Jokić,203999.0,4.0,,,
48,PT07M54.00S,2025-11-16T01:16:45.2Z,1,REGULAR,foul,offensive,[],203497,,,1610612750,5,15,2025-11-16T01:16:58Z,480000,False,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 1631212]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,,,1628480.0,1.0,0.0,Watson,1631212.0,,,,,,
50,PT07M54.00S,2025-11-16T01:16:45.2Z,1,REGULAR,turnover,offensive foul,[],203497,,,1610612750,5,15,2025-11-16T01:16:45Z,500000,False,,,0,,R. Gobert offensive foul TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,,,1628480.0,,,,,,,,2.0,,
52,PT07M46.00S,2025-11-16T01:17:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612743,5,15,2025-11-16T01:17:10Z,510000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1628978, 203501]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,
54,PT07M46.00S,2025-11-16T01:17:29.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203501,,,1610612743,5,16,2025-11-16T01:17:29Z,530000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (6 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
55,PT07M46.00S,2025-11-16T01:17:43.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203501,,,1610612743,5,17,2025-11-16T01:17:43Z,540000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (7 PTS),[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
56,PT07M32.00S,2025-11-16T01:18:00.2Z,1,REGULAR,turnover,bad pass,[],203497,,,1610612750,5,17,2025-11-16T01:18:04Z,550000,False,,,0,,R. Gobert bad pass TURNOVER (3 TO),"[203497, 203932]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,3.0,Gordon,203932.0
57,PT07M32.00S,2025-11-16T01:18:00.2Z,1,REGULAR,steal,,[],203932,,,1610612743,5,17,2025-11-16T01:18:02Z,560000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
58,PT07M27.00S,2025-11-16T01:18:04.4Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,5,17,2025-11-16T01:18:07Z,570000,False,,,0,,N. Jokić bad pass TURNOVER (1 TO),"[203999, 1630183]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,McDaniels,1630183.0
59,PT07M27.00S,2025-11-16T01:18:04.4Z,1,REGULAR,steal,,[],1630183,,,1610612750,5,17,2025-11-16T01:18:06Z,580000,False,,,0,,J. McDaniels STEAL (1 STL),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
60,PT07M23.00S,2025-11-16T01:18:08.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630162,32.802233902759525,57.35294117647059,1610612750,5,17,2025-11-16T01:18:16Z,590000,False,-37.0,256.0,1,left,MISS A. Edwards 25' running pullup 3PT,[1630162],1610612750.0,MIN,running pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
61,PT07M21.00S,2025-11-16T01:18:10.8Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,5,17,2025-11-16T01:18:10Z,600000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,60.0,1.0,0.0,1.0,,,,,,,,,,,,,
62,PT07M20.00S,2025-11-16T01:18:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203944,7.30946123521682,48.77450980392157,1610612750,7,17,2025-11-16T01:20:07Z,610000,False,6.0,16.0,1,left,J. Randle putback Layup (2 PTS),[203944],1610612750.0,MIN,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.73,Made,2.0,,,,,,,,,,,,,,,,,
63,PT07M07.00S,2025-11-16T01:18:24.3Z,1,REGULAR,3pt,Jump Shot,[],203501,85.75886990801577,95.83333333333334,1610612743,7,17,2025-11-16T01:18:31Z,620000,False,229.0,81.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,24.32,Missed,,,,,,,,,,,,,,,,,,
64,PT07M05.00S,2025-11-16T01:18:26.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,7,17,2025-11-16T01:18:31Z,630000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Right Corner 3,24+ Right,,,,63.0,2.0,2.0,0.0,,,,,,,,,,,,,
65,PT06M54.00S,2025-11-16T01:18:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,14.4053876478318,54.166666666666664,1610612750,7,17,2025-11-16T01:18:40Z,640000,False,-21.0,83.0,1,left,MISS J. McDaniels 8' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,8.55,Missed,,,,,,,,,,,,,,,,,,
66,PT06M53.00S,2025-11-16T01:18:38.7Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,7,17,2025-11-16T01:18:38Z,650000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,
67,PT06M51.00S,2025-11-16T01:18:42.8Z,1,REGULAR,turnover,out-of-bounds,[],1627750,,,1610612743,7,17,2025-11-16T01:18:53Z,660000,False,,,0,,J. Murray bad pass out-of-bounds TURNOVER (1 TO),[1627750],1610612743.0,DEN,bad pass,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,200832.0,,,,,,,,1.0,,
68,PT06M51.00S,2025-11-16T01:18:49.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,7,17,2025-11-16T01:18:49Z,670000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M51.00S,2025-11-16T01:21:28.2Z,1,REGULAR,substitution,out,[],203944,,,1610612750,7,17,2025-11-16T01:21:33Z,680000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M51.00S,2025-11-16T01:21:28.2Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,7,17,2025-11-16T01:21:33Z,690000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M34.00S,2025-11-16T01:22:01.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630183,14.011169513797633,60.049019607843135,1610612750,7,17,2025-11-16T01:22:28Z,700000,False,-50.0,79.0,1,left,MISS J. McDaniels 9' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,9.38,Missed,,,,,,,,,,,,,,,,,,
72,PT06M32.00S,2025-11-16T01:22:03.1Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,7,17,2025-11-16T01:22:28Z,710000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,71.0,3.0,2.0,1.0,,,,,,,,,,,,,
73,PT06M32.00S,2025-11-16T01:22:05.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203497,5.590000152587891,50.0,1610612750,9,17,2025-11-16T01:22:33Z,720000,False,0.0,0.0,1,left,R. Gobert tip Layup (2 PTS),[203497],1610612750.0,MIN,tip,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
74,PT06M02.00S,2025-11-16T01:22:33.6Z,1,REGULAR,3pt,Jump Shot,[],203932,92.9862023653088,95.83333333333334,1610612743,9,20,2025-11-16T01:23:33Z,730000,False,229.0,13.0,1,right,A. Gordon 3PT  (6 PTS) (T. Hardaway Jr. 1 AST),"[203932, 203501]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,22.96,Made,6.0,,,,,,,,,,,,T. Hardaway Jr.,203501.0,1.0,,,
76,PT05M46.00S,2025-11-16T01:22:46.8Z,1,REGULAR,2pt,Jump Shot,[],1630162,9.280551905387648,28.186274509803923,1610612750,9,20,2025-11-16T01:24:14Z,750000,False,109.0,35.0,1,left,MISS A. Edwards 11' fadeaway Shot,[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,11.45,Missed,,,,,,,,,,,,,,,,,,
77,PT05M44.00S,2025-11-16T01:22:48.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,20,2025-11-16T01:22:52Z,760000,False,,,0,,N. Jokić REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,76.0,2.0,2.0,0.0,,,,,,,,,,,,,
78,PT05M38.00S,2025-11-16T01:22:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,92.32917214191852,49.01960784313725,1610612743,9,20,2025-11-16T01:22:59Z,770000,False,-5.0,20.0,1,right,MISS P. Watson driving Layup - blocked,"[1631212, 1630183]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,McDaniels,1630183.0,,,,,,,,,,,
79,PT05M38.00S,2025-11-16T01:22:54.8Z,1,REGULAR,block,,[],1630183,,,1610612743,9,20,2025-11-16T01:22:58Z,780000,False,,,0,,J. McDaniels BLOCK (2 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M37.00S,2025-11-16T01:22:55.8Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,9,20,2025-11-16T01:25:08Z,790000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,
81,PT05M28.00S,2025-11-16T01:23:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.863994743758213,49.01960784313725,1610612750,11,20,2025-11-16T01:23:06Z,800000,False,5.0,3.0,1,left,N. Reid driving finger roll Layup (2 PTS) (J. McDaniels 1 AST),"[1629675, 1630183]",1610612750.0,MIN,driving finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.55,Made,2.0,,,,,,,,,,,,J. McDaniels,1630183.0,1.0,,,
83,PT05M12.00S,2025-11-16T01:23:20.6Z,1,REGULAR,3pt,Jump Shot,[],203932,66.96780551905388,39.46078431372549,1610612743,11,20,2025-11-16T01:23:25Z,820000,False,-53.0,258.0,1,right,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
