actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
17,PT11M22.00S,2026-02-23T00:12:25.2Z,1,REGULAR,freethrow,1 of 2,[],203083,,,1610612755,0,0,2026-02-23T00:12:25Z,170000,False,,,0,,MISS A. Drummond Free Throw 1 of 2,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
18,PT11M22.00S,2026-02-23T00:12:25.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,0,0,2026-02-23T00:12:25Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,
19,PT11M22.00S,2026-02-23T00:12:45.2Z,1,REGULAR,freethrow,2 of 2,[],203083,,,1610612755,0,1,2026-02-23T00:12:45Z,190000,False,,,0,,A. Drummond Free Throw 2 of 2 (1 PTS),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,
20,PT10M59.00S,2026-02-23T00:13:11.6Z,1,REGULAR,3pt,Jump Shot,[],203944,30.436925098554536,35.78431372549019,1610612750,0,1,2026-02-23T00:13:24Z,200000,False,71.0,234.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,,24.42,,,,,
21,PT10M58.00S,2026-02-23T00:13:12.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,0,1,2026-02-23T00:13:24Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,20.0,,,,,,,,,,
22,PT10M58.00S,2026-02-23T00:13:17.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612750,0,1,2026-02-23T00:13:32Z,220000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,1628168.0,,,,,,,,,,,,,,,,
23,PT10M42.00S,2026-02-23T00:13:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642845,91.27792378449409,54.41176470588235,1610612755,0,1,2026-02-23T00:13:50Z,230000,False,22.0,29.0,1,right,MISS V. Edgecombe driving Layup,[1642845],1610612755.0,PHI,driving,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,,3.69,,,,,
24,PT10M39.00S,2026-02-23T00:13:47.5Z,1,REGULAR,rebound,offensive,[],1630178,,,1610612755,0,1,2026-02-23T00:13:47Z,240000,False,,,0,,T. Maxey REBOUND (Off:1 Def:0),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,23.0,1.0,0.0,1.0,,,,,,,
25,PT10M32.00S,2026-02-23T00:13:54.7Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,0,1,2026-02-23T00:13:58Z,250000,False,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1630162]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Center,2.0,Edwards,1630162.0,,,,,,,,,,,,,,,,,
26,PT10M32.00S,2026-02-23T00:13:54.7Z,1,REGULAR,steal,,[],1630162,,,1610612750,0,1,2026-02-23T00:13:56Z,260000,False,,,0,,A. Edwards STEAL (2 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
27,PT10M28.00S,2026-02-23T00:13:57.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,6.389618922470433,50.98039215686274,1610612750,2,1,2026-02-23T00:14:02Z,270000,False,-5.0,8.0,1,left,A. Edwards running DUNK (2 PTS),[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.0,0.9,,,,,
28,PT10M09.00S,2026-02-23T00:14:16.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,85.23324572930355,60.29411764705882,1610612755,2,1,2026-02-23T00:14:29Z,280000,False,51.0,86.0,1,right,MISS K. Oubre Jr. 10' turnaround Shot - blocked,"[1626162, 203944]",1610612755.0,PHI,turnaround,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Missed,,,,,,10.05,Randle,203944.0,,,
29,PT10M09.00S,2026-02-23T00:14:16.8Z,1,REGULAR,block,,[],203944,,,1610612755,2,1,2026-02-23T00:14:19Z,290000,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
30,PT10M08.00S,2026-02-23T00:14:17.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,2,1,2026-02-23T00:14:29Z,300000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,28.0,,,,,,,,,,
32,PT10M08.00S,2026-02-23T00:14:26.4Z,1,REGULAR,foul,personal,[],203083,,,1610612750,2,1,2026-02-23T00:14:34Z,320000,False,,,0,,A. Drummond loose ball personal FOUL (1 PF),"[203083, 1630162]",1610612755.0,PHI,loose ball,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Left Center,,,,1628168.0,1.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
34,PT09M57.00S,2026-02-23T00:14:51.8Z,1,REGULAR,foul,technical,['1freethrow'],203083,,,1610612750,2,1,2026-02-23T00:15:01Z,340000,False,,,0,,A. Drummond defensive-3-second technical FOUL (1 Tech),[203083],1610612755.0,PHI,defensive-3-second,,,Drummond,A. Drummond,,,,,,,,,,200834.0,1.0,1.0,,,,,,,,,,,,,,
35,PT09M57.00S,2026-02-23T00:15:08.1Z,1,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,3,1,2026-02-23T00:15:08Z,350000,False,,,0,,J. McDaniels technical Free Throw 1 of 1 (1 PTS),[1630183],1610612750.0,MIN,technical,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,
36,PT09M51.00S,2026-02-23T00:15:26.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642866,7.440867279894875,49.26470588235294,1610612750,5,1,2026-02-23T00:15:41Z,360000,False,4.0,17.0,1,left,J. Beringer DUNK (2 PTS) (D. DiVincenzo 1 AST),"[1642866, 1628978]",1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.0,1.78,,,D. DiVincenzo,1628978.0,1.0
38,PT09M31.00S,2026-02-23T00:15:44.9Z,1,REGULAR,2pt,Jump Shot,[],1630178,93.77463863337714,82.84313725490196,1610612755,5,1,2026-02-23T00:15:51Z,380000,False,164.0,6.0,1,right,MISS T. Maxey 16' step back Shot,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Right,,,,,,,,,Missed,,,,,,16.43,,,,,
39,PT09M28.00S,2026-02-23T00:15:47.9Z,1,REGULAR,rebound,defensive,[],1642866,,,1610612750,5,1,2026-02-23T00:18:16Z,390000,False,,,0,,J. Beringer REBOUND (Off:0 Def:1),[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,Mid-Range,16-24 Right,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,
40,PT09M15.00S,2026-02-23T00:16:00.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,4.28712220762155,95.58823529411765,1610612750,8,1,2026-02-23T00:16:05Z,400000,False,-228.0,-12.0,1,left,A. Edwards 3PT  (5 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,,,,,5.0,22.82,,,J. Randle,203944.0,1.0
42,PT09M02.00S,2026-02-23T00:16:13.8Z,1,REGULAR,3pt,Jump Shot,[],1626162,82.60512483574244,5.147058823529411,1610612755,8,4,2026-02-23T00:16:18Z,420000,False,-224.0,111.0,1,right,K. Oubre Jr. 25' 3PT  (3 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,3.0,25.03,,,T. Maxey,1630178.0,1.0
44,PT08M51.00S,2026-02-23T00:16:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,9.067017082785808,50.674019607843135,1610612750,10,4,2026-02-23T00:18:36Z,440000,False,-3.0,33.0,1,left,A. Edwards driving floating Jump Shot (7 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,7.0,3.29,,,,,
45,PT08M34.00S,2026-02-23T00:16:42.0Z,1,REGULAR,2pt,Jump Shot,[],1642845,93.24901445466492,74.50980392156863,1610612755,10,6,2026-02-23T00:33:00Z,450000,False,123.0,11.0,1,right,V. Edgecombe 12' pullup Jump Shot (2 PTS) (D. Barlow 1 AST),"[1642845, 1631230]",1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Right,,,,,,,,,Made,,,,,2.0,12.3,,,D. Barlow,1631230.0,1.0
46,PT08M22.00S,2026-02-23T00:16:54.7Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612750,10,6,2026-02-23T00:16:58Z,460000,False,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 203083]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,1.0,Drummond,203083.0,,,,,,,,,,,,,,,,,
47,PT08M22.00S,2026-02-23T00:16:54.7Z,1,REGULAR,steal,,[],203083,,,1610612755,10,6,2026-02-23T00:16:56Z,470000,False,,,0,,A. Drummond STEAL (1 STL),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M18.00S,2026-02-23T00:17:00.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631230,92.19776609724047,47.794117647058826,1610612755,10,8,2026-02-23T00:17:15Z,480000,False,-11.0,21.0,1,right,D. Barlow running Layup (2 PTS),[1631230],1610612755.0,PHI,running,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.0,2.35,,,,,
50,PT08M18.00S,2026-02-23T00:17:04.8Z,1,REGULAR,foul,personal,['1freethrow'],203944,,,1610612755,10,8,2026-02-23T00:17:13Z,500000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Barlow 1 FT),"[203944, 1631230]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,202058.0,1.0,0.0,Barlow,1631230.0,,,,,,,,,,,,
52,PT08M18.00S,2026-02-23T00:17:26.1Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631230,,,1610612755,10,9,2026-02-23T00:17:26Z,520000,False,,,0,,D. Barlow Free Throw 1 of 1 (3 PTS),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,
53,PT08M06.00S,2026-02-23T00:17:41.1Z,1,REGULAR,2pt,Jump Shot,[],1630183,13.797634691195796,68.40533088235294,1610612750,12,9,2026-02-23T00:17:53Z,530000,False,-92.0,77.0,1,left,J. McDaniels 12' driving floating Jump Shot (3 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,Made,,,,,3.0,12.01,,,A. Edwards,1630162.0,1.0
55,PT07M53.00S,2026-02-23T00:17:55.6Z,1,REGULAR,foul,personal,['2freethrow'],1642866,,,1610612755,12,9,2026-02-23T00:18:02Z,550000,False,,,0,,J. Beringer shooting personal FOUL (2 PF) (Edgecombe 2 FT),"[1642866, 1642845]",1610612750.0,MIN,shooting,,,Beringer,J. Beringer,,,,,In The Paint (Non-RA),0-8 Center,,,,1628168.0,2.0,0.0,Edgecombe,1642845.0,,,,,,,,,,,,
57,PT07M53.00S,2026-02-23T00:18:24.8Z,1,REGULAR,freethrow,1 of 2,[],1642845,,,1610612755,12,10,2026-02-23T00:18:24Z,570000,False,,,0,,V. Edgecombe Free Throw 1 of 2 (3 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,
58,PT07M53.00S,2026-02-23T00:18:25.5Z,1,REGULAR,substitution,out,[],1642866,,,1610612755,12,10,2026-02-23T00:18:35Z,580000,False,,,0,,SUB out: J. Beringer,[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M53.00S,2026-02-23T00:18:25.5Z,1,REGULAR,substitution,in,[],1630545,,,1610612755,12,10,2026-02-23T00:18:35Z,590000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M53.00S,2026-02-23T00:18:49.0Z,1,REGULAR,freethrow,2 of 2,[],1642845,,,1610612755,12,11,2026-02-23T00:18:49Z,600000,False,,,0,,V. Edgecombe Free Throw 2 of 2 (4 PTS),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,
61,PT07M40.00S,2026-02-23T00:19:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.276691852825227,54.92493872549019,1610612750,12,11,2026-02-23T00:19:10Z,610000,False,-25.0,242.0,1,left,MISS A. Edwards 24' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,,,,,24.27,,,,,
62,PT07M37.00S,2026-02-23T00:19:07.2Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,12,11,2026-02-23T00:19:10Z,620000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,,
63,PT07M18.00S,2026-02-23T00:19:25.7Z,1,REGULAR,2pt,Jump Shot,[],1642845,86.81011826544021,72.54901960784314,1610612755,12,11,2026-02-23T00:19:30Z,630000,False,113.0,71.0,1,right,MISS V. Edgecombe 13' pullup Shot,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,,,,,13.35,,,,,
64,PT07M16.00S,2026-02-23T00:19:27.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,11,2026-02-23T00:19:30Z,640000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,
65,PT07M09.00S,2026-02-23T00:19:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630545,7.966491458607096,4.411764705882353,1610612750,12,11,2026-02-23T00:19:40Z,650000,False,228.0,22.0,1,left,MISS T. Shannon Jr. 3PT,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,,22.9,,,,,
66,PT07M05.00S,2026-02-23T00:19:38.5Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,12,11,2026-02-23T00:19:40Z,660000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Right Corner 3,24+ Right,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,
67,PT07M03.00S,2026-02-23T00:19:43.3Z,1,REGULAR,foul,personal,['2freethrow'],203944,,,1610612755,12,11,2026-02-23T00:19:51Z,670000,False,,,0,,J. Randle shooting personal FOUL (2 PF) (Oubre Jr. 2 FT),"[203944, 1626162]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,200834.0,2.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,
69,PT07M03.00S,2026-02-23T00:20:11.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626162,,,1610612755,12,12,2026-02-23T00:20:36Z,690000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (4 PTS),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,
71,PT07M03.00S,2026-02-23T00:20:11.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626162,,,1610612755,12,12,2026-02-23T00:20:36Z,700000,False,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
72,PT07M01.00S,2026-02-23T00:20:13.6Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612755,12,12,2026-02-23T00:20:36Z,710000,False,,,0,,D. Barlow REBOUND (Off:1 Def:0),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,71.0,1.0,0.0,1.0,,,,,,,
73,PT06M59.00S,2026-02-23T00:20:35.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,77.7431011826544,10.049019607843137,1610612755,12,15,2026-02-23T00:20:41Z,720000,False,-200.0,157.0,1,right,T. Maxey 25' 3PT  (3 PTS) (D. Barlow 2 AST),"[1630178, 1631230]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,3.0,25.39,,,D. Barlow,1631230.0,2.0
75,PT06M35.00S,2026-02-23T00:20:59.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,8.360709592641262,65.68627450980392,1610612750,12,15,2026-02-23T00:21:04Z,740000,False,-78.0,26.0,1,left,MISS J. McDaniels 8' turnaround fadeaway Shot,[1630183],1610612750.0,MIN,turnaround fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,Missed,,,,,,8.26,,,,,
76,PT06M32.00S,2026-02-23T00:21:02.4Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,12,15,2026-02-23T00:21:51Z,750000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,75.0,2.0,2.0,0.0,,,,,,,
77,PT06M27.00S,2026-02-23T00:21:07.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631230,92.59198423127464,3.6764705882352944,1610612755,12,15,2026-02-23T00:21:14Z,760000,False,-232.0,17.0,1,right,MISS D. Barlow running 3PT,[1631230],1610612755.0,PHI,running,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,,23.22,,,,,
78,PT06M26.00S,2026-02-23T00:21:08.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612755,12,15,2026-02-23T00:21:14Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,77.0,,,,,,,,,,
79,PT06M26.00S,2026-02-23T00:21:11.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630183,,,1610612755,12,15,2026-02-23T00:21:26Z,780000,False,,,0,,J. McDaniels loose ball personal FOUL (1 PF) (Drummond 2 FT),"[1630183, 203083]",1610612750.0,MIN,loose ball,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,202058.0,1.0,0.0,Drummond,203083.0,,,,,,,,,,,,
81,PT06M26.00S,2026-02-23T00:21:32.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,12,15,2026-02-23T00:21:32Z,800000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M26.00S,2026-02-23T00:23:47.3Z,1,REGULAR,substitution,out,[],203944,,,1610612755,12,15,2026-02-23T00:24:12Z,810000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M26.00S,2026-02-23T00:23:47.3Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,12,15,2026-02-23T00:24:12Z,820000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M26.00S,2026-02-23T00:23:47.3Z,1,REGULAR,substitution,out,[],1631230,,,1610612755,12,15,2026-02-23T00:24:12Z,830000,False,,,0,,SUB out: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M26.00S,2026-02-23T00:23:47.3Z,1,REGULAR,substitution,in,[],1630245,,,1610612755,12,15,2026-02-23T00:24:12Z,840000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M26.00S,2026-02-23T00:23:47.3Z,1,REGULAR,substitution,in,[],1629656,,,1610612755,12,15,2026-02-23T00:24:12Z,850000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M26.00S,2026-02-23T00:23:47.3Z,1,REGULAR,substitution,in,[],1631133,,,1610612755,12,15,2026-02-23T00:24:12Z,860000,False,,,0,,SUB in: J. Walker,[1631133],1610612755.0,PHI,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
