actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
20,PT10M02.00S,2026-02-10T01:14:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,25.04927726675427,83.08823529411765,1610612750,10,6,2026-02-10T01:14:19Z,200000,False,-165.0,183.0,1,left,A. Edwards 24' 3PT pullup (5 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.67,Made,5.0,,,,,J. Randle,203944.0,1.0,,,,,,,,,,
22,PT09M51.00S,2026-02-10T01:14:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,86.94152431011827,49.26470588235294,1610612737,10,8,2026-02-10T01:14:31Z,220000,False,-4.0,70.0,1,right,C. McCollum 7' driving floating Jump Shot (5 PTS) (N. Alexander-Walker 2 AST),"[203468, 1629638]",1610612737.0,ATL,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.03,Made,5.0,,,,,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,
24,PT09M35.00S,2026-02-10T01:14:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,31.35676741130092,19.852941176470587,1610612750,10,8,2026-02-10T01:14:47Z,240000,False,151.0,242.0,1,left,MISS A. Edwards 28' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,28.53,Missed,,,,,,,,,,,,,,,,,,
25,PT09M35.00S,2026-02-10T01:14:42.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,10,8,2026-02-10T01:14:47Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,24.0,,,,,,,,,
27,PT09M25.00S,2026-02-10T01:14:59.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203468,93.64323258869908,51.225490196078425,1610612737,10,10,2026-02-10T01:15:04Z,270000,False,6.0,7.0,1,right,C. McCollum driving DUNK (7 PTS),[203468],1610612737.0,ATL,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,0.95,Made,7.0,,,,,,,,,,,,,,,,,
28,PT09M09.00S,2026-02-10T01:15:18.4Z,1,REGULAR,foul,personal,[],1642258,,,1610612750,10,10,2026-02-10T01:15:27Z,280000,False,,,0,,Z. Risacher personal FOUL (1 PF),"[1642258, 1630183]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,1629178.0,,,,,,,,1.0,0.0,McDaniels,1630183.0,,,,,
30,PT09M01.00S,2026-02-10T01:15:44.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,7.178055190538765,50.98039215686274,1610612750,12,10,2026-02-10T01:16:13Z,300000,False,-5.0,15.0,1,left,J. McDaniels cutting DUNK (4 PTS) (R. Gobert 1 AST),"[1630183, 203497]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.58,Made,4.0,,,,,R. Gobert,203497.0,1.0,,,,,,,,,,
32,PT08M53.00S,2026-02-10T01:15:53.1Z,1,REGULAR,3pt,Jump Shot,[],1642258,74.06373193166885,81.12745098039215,1610612737,12,10,2026-02-10T01:15:57Z,320000,False,156.0,191.0,1,right,MISS Z. Risacher 24' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
33,PT08M53.00S,2026-02-10T01:15:53.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,10,2026-02-10T01:15:57Z,330000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,32.0,,,,,1.0,1.0,0.0,,
34,PT08M44.00S,2026-02-10T01:16:04.0Z,1,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612750,12,10,2026-02-10T01:16:11Z,340000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Edwards 2 FT),"[1629638, 1630162]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Right,,,,1146.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,
36,PT08M44.00S,2026-02-10T01:16:29.9Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,13,10,2026-02-10T01:16:51Z,360000,False,,,0,,A. Edwards Free Throw 1 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2026-02-10T01:16:29.9Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,13,10,2026-02-10T01:16:51Z,370000,False,,,0,,MISS A. Edwards Free Throw 2 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
38,PT08M41.00S,2026-02-10T01:16:32.9Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,13,10,2026-02-10T01:16:51Z,380000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,37.0,,,,,1.0,1.0,0.0,,
39,PT08M31.00S,2026-02-10T01:17:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,91.80354796320631,49.50980392156863,1610612737,13,10,2026-02-10T01:17:27Z,390000,False,-2.0,25.0,1,right,MISS O. Okongwu cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,,
40,PT08M29.00S,2026-02-10T01:17:02.8Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,13,10,2026-02-10T01:17:05Z,400000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,39.0,,,,,1.0,1.0,0.0,,
41,PT08M17.00S,2026-02-10T01:17:14.8Z,1,REGULAR,3pt,Jump Shot,[],1628978,29.25427069645204,72.30392156862744,1610612750,13,10,2026-02-10T01:17:19Z,410000,False,-112.0,222.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
42,PT08M13.00S,2026-02-10T01:17:18.8Z,1,REGULAR,rebound,defensive,[],1642854,,,1610612737,13,10,2026-02-10T01:21:17Z,420000,False,,,0,,A. Newell REBOUND (Off:0 Def:1),[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,41.0,,,,,1.0,1.0,0.0,,
43,PT08M07.00S,2026-02-10T01:17:25.0Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612737,13,10,2026-02-10T01:17:30Z,430000,False,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1628978]",1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,8-16 Right,,,,,1.0,DiVincenzo,1628978.0,,,,,,,,,,,,,
44,PT08M07.00S,2026-02-10T01:17:25.0Z,1,REGULAR,steal,,[],1628978,,,1610612750,13,10,2026-02-10T01:17:26Z,440000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
45,PT08M02.00S,2026-02-10T01:17:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,6.1268068331143235,50.245098039215684,1610612750,15,10,2026-02-10T01:17:36Z,450000,False,-1.0,5.0,1,left,J. Randle running Layup (2 PTS) (D. DiVincenzo 2 AST),"[203944, 1628978]",1610612750.0,MIN,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.52,Made,2.0,,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,
47,PT07M55.00S,2026-02-10T01:17:37.7Z,1,REGULAR,3pt,Jump Shot,[],1642854,94.69448094612353,3.9215686274509802,1610612737,15,10,2026-02-10T01:17:47Z,470000,False,-230.0,-3.0,1,right,MISS A. Newell 3PT,[1642854],1610612737.0,ATL,,,,Newell,A. Newell,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
48,PT07M52.00S,2026-02-10T01:17:40.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,15,10,2026-02-10T01:17:47Z,480000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,47.0,,,,,,,,,
49,PT07M52.00S,2026-02-10T01:17:44.2Z,1,REGULAR,foul,personal,[],1630168,,,1610612750,15,10,2026-02-10T01:17:49Z,490000,False,,,0,,O. Okongwu loose ball personal FOUL (1 PF),"[1630168, 1630183]",1610612737.0,ATL,loose ball,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,1146.0,,,,,,,,1.0,0.0,McDaniels,1630183.0,,,,,
51,PT07M35.00S,2026-02-10T01:18:12.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.915243101182654,50.49019607843137,1610612750,15,10,2026-02-10T01:18:16Z,510000,False,-2.0,13.0,1,left,MISS A. Edwards driving Layup,[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,,
52,PT07M33.00S,2026-02-10T01:18:14.9Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,15,10,2026-02-10T01:18:16Z,520000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,51.0,,,,,1.0,1.0,0.0,,
53,PT07M29.00S,2026-02-10T01:18:19.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,74.19513797634691,85.04901960784314,1610612737,15,13,2026-02-10T01:21:19Z,530000,False,175.0,190.0,1,right,C. McCollum 25' 3PT running (10 PTS) (N. Alexander-Walker 3 AST),"[203468, 1629638]",1610612737.0,ATL,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.85,Made,10.0,,,,,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,
55,PT07M14.00S,2026-02-10T01:18:33.9Z,1,REGULAR,3pt,Jump Shot,[],1630183,28.991458607095925,74.26470588235294,1610612750,18,13,2026-02-10T01:18:38Z,550000,False,-121.0,220.0,1,left,J. McDaniels 25' 3PT step back (7 PTS) (J. Randle 2 AST),"[1630183, 203944]",1610612750.0,MIN,step back,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.12,Made,7.0,,,,,J. Randle,203944.0,2.0,,,,,,,,,,
57,PT07M06.00S,2026-02-10T01:18:49.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,18,13,2026-02-10T01:18:49Z,570000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M59.00S,2026-02-10T01:22:08.8Z,1,REGULAR,3pt,Jump Shot,[],1629638,94.1688567674113,95.58823529411765,1610612737,18,13,2026-02-10T01:22:13Z,580000,False,228.0,2.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2026-02-10T01:22:11.8Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612750,18,13,2026-02-10T01:22:13Z,590000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,,,,,,59.0,,,,,1.0,1.0,0.0,,
61,PT06M37.00S,2026-02-10T01:22:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.995400788436268,50.49019607843137,1610612750,18,13,2026-02-10T01:22:35Z,600000,False,-2.0,4.0,1,left,MISS A. Edwards driving reverse Layup,[1630162],1610612750.0,MIN,driving reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.46,Missed,,,,,,,,,,,,,,,,,,
62,PT06M34.00S,2026-02-10T01:22:34.2Z,1,REGULAR,rebound,defensive,[],1642258,,,1610612737,18,13,2026-02-10T01:22:35Z,610000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,61.0,,,,,2.0,2.0,0.0,,
63,PT06M29.00S,2026-02-10T01:22:38.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203468,93.38042049934296,49.754901960784316,1610612737,18,15,2026-02-10T01:22:53Z,620000,False,-1.0,10.0,1,right,C. McCollum running Layup (12 PTS),[203468],1610612737.0,ATL,running,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,0.98,Made,12.0,,,,,,,,,,,,,,,,,
64,PT06M18.00S,2026-02-10T01:22:49.7Z,1,REGULAR,3pt,Jump Shot,[],1628978,20.844283837056505,9.558823529411764,1610612750,18,15,2026-02-10T01:22:57Z,630000,False,202.0,143.0,1,left,MISS D. DiVincenzo 24' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,24.79,Missed,,,,,,,,,,,,,,,,,,
65,PT06M18.00S,2026-02-10T01:22:49.7Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,18,15,2026-02-10T01:22:57Z,640000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,64.0,,,,,1.0,1.0,0.0,,
66,PT06M12.00S,2026-02-10T01:22:56.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,70.12155059132719,26.715686274509803,1610612737,18,18,2026-02-10T01:23:03Z,650000,False,-116.0,228.0,1,right,N. Alexander-Walker 25' 3PT running pullup (3 PTS) (O. Okongwu 1 AST),"[1629638, 1630168]",1610612737.0,ATL,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,25.64,Made,3.0,,,,,O. Okongwu,1630168.0,1.0,,,,,,,,,,
67,PT05M54.00S,2026-02-10T01:23:13.9Z,1,REGULAR,2pt,Jump Shot,[],203944,6.783837056504599,76.9607843137255,1610612750,20,18,2026-02-10T01:23:21Z,660000,False,-135.0,11.0,1,left,J. Randle 13' turnaround fadeaway Jump Shot (4 PTS) (D. DiVincenzo 3 AST),"[203944, 1628978]",1610612750.0,MIN,turnaround fadeaway,,,Randle,J. Randle,,,,,Mid-Range,8-16 Left,13.53,Made,4.0,,,,,D. DiVincenzo,1628978.0,3.0,,,,,,,,,,
68,PT05M29.00S,2026-02-10T01:23:38.9Z,1,REGULAR,3pt,Jump Shot,[],203468,78.40013140604468,89.4607843137255,1610612737,20,18,2026-02-10T01:23:43Z,670000,False,197.0,151.0,1,right,MISS C. McCollum 24' pullup 3PT - blocked,"[203468, 1630183]",1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,McDaniels,1630183.0
69,PT05M29.00S,2026-02-10T01:23:38.9Z,1,REGULAR,block,,[],1630183,,,1610612737,20,18,2026-02-10T01:23:41Z,680000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
70,PT05M26.00S,2026-02-10T01:23:41.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,20,18,2026-02-10T01:23:43Z,690000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,68.0,,,,,2.0,2.0,0.0,,
72,PT05M20.00S,2026-02-10T01:23:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.886333771353483,44.85294117647059,1610612750,22,18,2026-02-10T01:24:30Z,700000,False,26.0,31.0,1,left,A. Edwards driving Layup (8 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,4.03,Made,8.0,,,,,,,,,,,,,,,,,
73,PT05M20.00S,2026-02-10T01:23:53.9Z,1,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612750,22,18,2026-02-10T01:24:06Z,710000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Edwards 1 FT),"[1629638, 1630162]",1610612737.0,ATL,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,1629178.0,,,,,,,,2.0,0.0,Edwards,1630162.0,,,,,
75,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,22,18,2026-02-10T01:24:38Z,730000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,out,[],203944,,,1610612750,22,18,2026-02-10T01:24:38Z,740000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,22,18,2026-02-10T01:24:38Z,750000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,out,[],1642258,,,1610612750,22,18,2026-02-10T01:24:38Z,760000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,22,18,2026-02-10T01:24:38Z,770000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,in,[],1630245,,,1610612750,22,18,2026-02-10T01:24:38Z,780000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612750.0,MIN,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,in,[],1629216,,,1610612750,22,18,2026-02-10T01:24:38Z,790000,False,,,0,,SUB in: G. Vincent,[1629216],1610612737.0,ATL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M20.00S,2026-02-10T01:24:08.3Z,1,REGULAR,substitution,in,[],1630557,,,1610612750,22,18,2026-02-10T01:24:38Z,800000,False,,,0,,SUB in: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M20.00S,2026-02-10T01:24:26.5Z,1,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,23,18,2026-02-10T01:24:26Z,810000,False,,,0,,A. Edwards Free Throw 1 of 1 (9 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
84,PT05M13.00S,2026-02-10T01:24:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630557,95.3515111695138,3.9215686274509802,1610612737,23,18,2026-02-10T01:24:38Z,820000,False,-230.0,-9.0,1,right,MISS C. Kispert 3PT,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
85,PT05M09.00S,2026-02-10T01:24:38.5Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,23,18,2026-02-10T01:24:38Z,830000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,,,,,,,,,84.0,,,,,1.0,1.0,0.0,,
86,PT05M04.00S,2026-02-10T01:24:44.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630557,,,1610612750,23,18,2026-02-10T01:24:54Z,840000,False,,,0,,C. Kispert loose ball personal FOUL (1 PF) (Gobert 2 FT),"[1630557, 203497]",1610612737.0,ATL,loose ball,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,1629178.0,,,,,,,,1.0,0.0,Gobert,203497.0,,,,,
