actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
501,PT01M42.00S,2025-11-20T02:45:55.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629675,89.83245729303549,52.450980392156865,1610612750,87,72,2025-11-20T02:46:08Z,4950000,False,12.0,43.0,1,right,N. Reid driving floating Jump Shot (25 PTS) (M. Conley 2 AST),"[1629675, 201144]",1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,,,,,,,,,25.0,M. Conley,201144.0,2.0,,,,,
503,PT01M25.00S,2025-11-20T02:46:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641715,5.863994743758213,50.73529411764706,1610612764,87,74,2025-11-20T02:46:15Z,4970000,False,-4.0,3.0,1,left,C. Whitmore driving reverse Layup (13 PTS),[1641715],1610612764.0,WAS,driving reverse,,,Whitmore,C. Whitmore,,,,,,Restricted Area,0-8 Center,0.45,Made,,,,,,,,,13.0,,,,,,,,
504,PT01M11.00S,2025-11-20T02:46:29.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642848,,,1610612750,87,74,2025-11-20T02:46:45Z,4980000,False,,,0,,T. Johnson personal FOUL (2 PF) (Conley 2 FT),"[1642848, 201144]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,2004.0,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,0.0,Conley,201144.0,,,,,,,,,
506,PT01M11.00S,2025-11-20T02:46:59.7Z,3,REGULAR,freethrow,1 of 2,[],201144,,,1610612750,88,74,2025-11-20T02:47:21Z,5000000,False,,,0,,M. Conley Free Throw 1 of 2 (6 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,
507,PT01M11.00S,2025-11-20T02:46:59.7Z,3,REGULAR,freethrow,2 of 2,[],201144,,,1610612750,88,74,2025-11-20T02:47:21Z,5010000,False,,,0,,MISS M. Conley Free Throw 2 of 2,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
508,PT01M08.00S,2025-11-20T02:47:02.7Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,88,74,2025-11-20T02:47:21Z,5020000,False,,,0,,K. George REBOUND (Off:2 Def:5),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,507.0,7.0,5.0,2.0,,,,,,,,,,,,,
509,PT00M56.70S,2025-11-20T02:47:29.5Z,3,REGULAR,3pt,Jump Shot,[],1642848,29.38567674113009,75.0,1610612764,88,77,2025-11-20T02:47:33Z,5030000,False,-125.0,224.0,1,left,T. Johnson 25' 3PT  (6 PTS) (K. George 6 AST),"[1642848, 1642273]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,Above the Break 3,24+ Left Center,25.63,Made,,,,,,,,,6.0,K. George,1642273.0,6.0,,,,,
511,PT00M46.90S,2025-11-20T02:47:44.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.46057818659659,49.01960784313725,1610612750,90,77,2025-11-20T02:47:47Z,5050000,False,-5.0,18.0,1,right,J. Randle driving Layup (21 PTS) (M. Conley 3 AST),"[203944, 201144]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,,,21.0,M. Conley,201144.0,3.0,,,,,
513,PT00M46.90S,2025-11-20T02:47:50.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641774,,,1610612750,90,77,2025-11-20T02:47:55Z,5070000,False,,,0,,T. Vukcevic shooting personal FOUL (5 PF) (Randle 1 FT),"[1641774, 203944]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,1628954.0,Restricted Area,0-8 Center,,,,,,,5.0,0.0,Randle,203944.0,,,,,,,,,
515,PT00M46.90S,2025-11-20T02:48:15.2Z,3,REGULAR,substitution,out,[],1641774,,,1610612750,90,77,2025-11-20T02:48:24Z,5090000,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M46.90S,2025-11-20T02:48:15.2Z,3,REGULAR,substitution,in,[],1628963,,,1610612750,90,77,2025-11-20T02:48:24Z,5100000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M46.90S,2025-11-20T02:48:42.2Z,3,REGULAR,freethrow,1 of 1,[],203944,,,1610612750,91,77,2025-11-20T02:48:42Z,5110000,False,,,0,,J. Randle Free Throw 1 of 1 (22 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,Made,,,,,,,,,22.0,,,,,,,,
518,PT00M31.60S,2025-11-20T02:49:01.3Z,3,REGULAR,3pt,Jump Shot,[],1642273,27.677398160315374,77.69607843137256,1610612764,91,80,2025-11-20T02:49:06Z,5120000,False,-138.0,208.0,1,left,K. George 24' 3PT  (15 PTS) (C. Whitmore 2 AST),"[1642273, 1641715]",1610612764.0,WAS,,,,George,K. George,,,,,,Above the Break 3,24+ Left Center,24.96,Made,,,,,,,,,15.0,C. Whitmore,1641715.0,2.0,,,,,
520,PT00M15.20S,2025-11-20T02:49:21.7Z,3,REGULAR,3pt,Jump Shot,[],1629675,95.0886990801577,95.83333333333334,1610612750,94,80,2025-11-20T02:49:25Z,5140000,False,229.0,-6.0,1,right,N. Reid 3PT  (28 PTS) (J. Randle 4 AST),"[1629675, 203944]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Right Corner 3,24+ Right,22.93,Made,,,,,,,,,28.0,J. Randle,203944.0,4.0,,,,,
522,PT00M00.20S,2025-11-20T02:49:39.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,16.245072273324574,56.372549019607845,1610612764,94,82,2025-11-20T02:50:48Z,5160000,False,-32.0,100.0,1,left,K. George 10' fadeaway Jump Shot (17 PTS),[1642273],1610612764.0,WAS,fadeaway,,,George,K. George,,,,,,In The Paint (Non-RA),8-16 Center,10.52,Made,,,,,,,,,17.0,,,,,,,,
524,PT00M00.00S,2025-11-20T02:50:25.1Z,3,REGULAR,period,end,[],0,,,1610612750,94,82,2025-11-20T02:50:25Z,5180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,94,82,2025-11-20T02:52:13Z,5190000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,out,['startperiod'],201144,,,1610612750,94,82,2025-11-20T02:52:13Z,5200000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612750,94,82,2025-11-20T02:52:13Z,5210000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,out,['startperiod'],1642267,,,1610612750,94,82,2025-11-20T02:52:13Z,5220000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,out,['startperiod'],1642273,,,1610612750,94,82,2025-11-20T02:52:13Z,5230000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,94,82,2025-11-20T02:52:13Z,5240000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,94,82,2025-11-20T02:52:13Z,5250000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,in,['startperiod'],1642265,,,1610612750,94,82,2025-11-20T02:52:13Z,5260000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612750,94,82,2025-11-20T02:52:13Z,5270000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2025-11-20T02:51:49.4Z,4,REGULAR,substitution,in,['startperiod'],203114,,,1610612750,94,82,2025-11-20T02:52:13Z,5280000,False,,,0,,SUB in: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2025-11-20T02:52:28.0Z,4,REGULAR,period,start,[],0,,,1610612764,94,82,2025-11-20T02:52:28Z,5290000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT11M38.00S,2025-11-20T02:52:49.2Z,4,REGULAR,2pt,Jump Shot,[],203114,8.623521681997373,78.92156862745098,1610612764,94,84,2025-11-20T02:52:53Z,5300000,False,-145.0,29.0,1,left,K. Middleton 14' turnaround fadeaway Jump Shot (6 PTS),[203114],1610612764.0,WAS,turnaround fadeaway,,,Middleton,K. Middleton,,,,,,Mid-Range,8-16 Left,14.74,Made,,,,,,,,,6.0,,,,,,,,
537,PT11M23.00S,2025-11-20T02:53:03.3Z,4,REGULAR,3pt,Jump Shot,[],1629675,68.01905387647832,28.921568627450984,1610612750,94,84,2025-11-20T02:53:08Z,5310000,False,-105.0,248.0,1,right,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,
538,PT11M22.00S,2025-11-20T02:53:04.3Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612764,94,84,2025-11-20T02:53:08Z,5320000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:3),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,Above the Break 3,24+ Left Center,,,537.0,6.0,3.0,3.0,,,,,,,,,,,,,
539,PT11M13.00S,2025-11-20T02:53:14.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,17.296320630749015,38.23529411764706,1610612764,94,86,2025-11-20T02:53:17Z,5330000,False,59.0,110.0,1,left,T. Johnson 12' pullup Jump Shot (8 PTS),[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,,In The Paint (Non-RA),8-16 Center,12.48,Made,,,,,,,,,8.0,,,,,,,,
540,PT10M55.00S,2025-11-20T02:53:32.4Z,4,REGULAR,turnover,bad pass,[],203497,,,1610612750,94,86,2025-11-20T02:53:36Z,5340000,False,,,0,,R. Gobert bad pass TURNOVER (3 TO),"[203497, 1642848]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,3.0,Johnson,1642848.0,,
541,PT10M55.00S,2025-11-20T02:53:32.4Z,4,REGULAR,steal,,[],1642848,,,1610612764,94,86,2025-11-20T02:53:34Z,5350000,False,,,0,,T. Johnson STEAL (2 STL),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
542,PT10M51.00S,2025-11-20T02:53:36.7Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642848,16.63929040735874,47.794117647058826,1610612764,94,88,2025-11-20T02:54:24Z,5360000,False,11.0,104.0,1,left,T. Johnson 10' driving floating Jump Shot (10 PTS),[1642848],1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,,In The Paint (Non-RA),8-16 Center,10.45,Made,,,,,,,,,10.0,,,,,,,,
543,PT10M37.00S,2025-11-20T02:53:50.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,92.06636005256242,52.69607843137255,1610612750,94,88,2025-11-20T02:53:57Z,5370000,False,13.0,22.0,1,right,MISS D. DiVincenzo driving Layup,[1628978],1610612750.0,MIN,driving,,,DiVincenzo,D. DiVincenzo,,,,,,Restricted Area,0-8 Center,2.59,Missed,,,,,,,,,,,,,,,,,
544,PT10M36.00S,2025-11-20T02:53:54.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612750,94,88,2025-11-20T02:53:54Z,5380000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,Restricted Area,0-8 Center,,,543.0,,,,,,,,,,,,,,,,
545,PT10M36.00S,2025-11-20T02:53:59.0Z,4,REGULAR,foul,personal,[],203114,,,1610612750,94,88,2025-11-20T02:54:06Z,5390000,False,,,0,,K. Middleton loose ball personal FOUL (2 PF),"[203114, 203497]",1610612764.0,WAS,loose ball,,,Middleton,K. Middleton,,,,,1628954.0,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,0.0,Gobert,203497.0,,,,,,,,,
547,PT10M33.00S,2025-11-20T02:54:22.7Z,4,REGULAR,foul,offensive,[],203497,,,1610612750,94,88,2025-11-20T02:54:29Z,5410000,False,,,0,,R. Gobert offensive FOUL (4 PF),"[203497, 1642848]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,202026.0,Mid-Range,16-24 Center,,,,,,,4.0,0.0,Johnson,1642848.0,,,,,,,,,
549,PT10M33.00S,2025-11-20T02:54:22.7Z,4,REGULAR,turnover,offensive foul,[],203497,,,1610612750,94,88,2025-11-20T02:54:22Z,5430000,False,,,0,,R. Gobert offensive foul TURNOVER (4 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,202026.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,4.0,,,,
550,PT10M11.00S,2025-11-20T02:55:13.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203468,20.18725361366623,22.058823529411764,1610612764,94,88,2025-11-20T02:55:17Z,5440000,False,140.0,137.0,1,left,MISS C. McCollum 19' turnaround fadeaway Shot,[203468],1610612764.0,WAS,turnaround fadeaway,,,McCollum,C. McCollum,,,,,,Mid-Range,16-24 Right Center,19.59,Missed,,,,,,,,,,,,,,,,,
551,PT10M08.00S,2025-11-20T02:55:16.6Z,4,REGULAR,rebound,defensive,[],1642265,,,1610612750,94,88,2025-11-20T02:55:17Z,5450000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:4),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,Mid-Range,16-24 Right Center,,,550.0,4.0,4.0,0.0,,,,,,,,,,,,,
552,PT09M55.00S,2025-11-20T02:55:29.3Z,4,REGULAR,3pt,Jump Shot,[],1642265,70.25295663600527,72.05882352941177,1610612750,94,88,2025-11-20T02:55:33Z,5460000,False,110.0,227.0,1,right,MISS R. Dillingham 25' pullup 3PT,[1642265],1610612750.0,MIN,pullup,,,Dillingham,R. Dillingham,,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,
553,PT09M52.00S,2025-11-20T02:55:32.3Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612764,94,88,2025-11-20T02:55:33Z,5470000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:4),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,Above the Break 3,24+ Right Center,,,552.0,7.0,4.0,3.0,,,,,,,,,,,,,
554,PT09M37.00S,2025-11-20T02:55:47.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.30946123521682,52.20588235294118,1610612764,94,88,2025-11-20T02:56:30Z,5480000,False,-11.0,16.0,1,left,MISS M. Bagley III driving finger roll Layup,[1628963],1610612764.0,WAS,driving finger roll,,,Bagley III,M. Bagley III,,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,
555,PT09M35.00S,2025-11-20T02:55:49.5Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,94,88,2025-11-20T02:55:52Z,5490000,False,,,0,,R. Gobert REBOUND (Off:5 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Restricted Area,0-8 Center,,,554.0,10.0,5.0,5.0,,,,,,,,,,,,,
556,PT09M30.00S,2025-11-20T02:55:54.4Z,4,REGULAR,3pt,Jump Shot,[],1642265,77.61169513797634,9.558823529411764,1610612750,94,88,2025-11-20T02:55:59Z,5500000,False,-202.0,158.0,1,right,MISS R. Dillingham 25' 3PT,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,
557,PT09M27.00S,2025-11-20T02:55:58.0Z,4,REGULAR,rebound,offensive,[],203497,,,1610612750,94,88,2025-11-20T02:55:58Z,5510000,False,,,0,,R. Gobert REBOUND (Off:6 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Left Center,,,556.0,11.0,5.0,6.0,,,,,,,,,,,,,
558,PT09M23.00S,2025-11-20T02:56:01.7Z,4,REGULAR,foul,personal,[],1642848,,,1610612750,94,88,2025-11-20T02:56:46Z,5520000,False,,,0,,T. Johnson personal FOUL (3 PF),"[1642848, 203497]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,202026.0,Above the Break 3,24+ Right Center,,,,,,,3.0,0.0,Gobert,203497.0,,,,,,,,,
560,PT09M23.00S,2025-11-20T02:56:23.4Z,4,REGULAR,substitution,out,[],1642265,,,1610612750,94,88,2025-11-20T02:56:25Z,5540000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT09M23.00S,2025-11-20T02:56:23.4Z,4,REGULAR,substitution,in,[],201144,,,1610612750,94,88,2025-11-20T02:56:25Z,5550000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT09M13.00S,2025-11-20T02:56:46.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629675,71.56701708278581,77.20588235294117,1610612750,94,88,2025-11-20T02:56:50Z,5560000,False,136.0,215.0,1,right,MISS N. Reid 25' step back 3PT,[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,
563,PT09M11.00S,2025-11-20T02:56:48.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612764,94,88,2025-11-20T02:56:50Z,5570000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,Above the Break 3,24+ Right Center,,,562.0,,,,,,,,,,,,,,,,
565,PT08M57.00S,2025-11-20T02:57:17.1Z,4,REGULAR,3pt,Jump Shot,[],1641715,28.991458607095925,72.30392156862744,1610612764,94,88,2025-11-20T02:57:21Z,5590000,False,-112.0,220.0,1,left,MISS C. Whitmore 24' step back 3PT,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,,Above the Break 3,24+ Left Center,24.66,Missed,,,,,,,,,,,,,,,,,
566,PT08M53.00S,2025-11-20T02:57:21.1Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,94,88,2025-11-20T02:57:21Z,5600000,False,,,0,,R. Gobert REBOUND (Off:6 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,Above the Break 3,24+ Left Center,,,565.0,12.0,6.0,6.0,,,,,,,,,,,,,
567,PT08M37.00S,2025-11-20T02:57:37.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,87.46714848883047,46.568627450980394,1610612750,94,88,2025-11-20T02:57:41Z,5610000,False,-17.0,65.0,1,right,MISS N. Reid 6' Layup,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,,,,
568,PT08M35.00S,2025-11-20T02:57:39.0Z,4,REGULAR,rebound,defensive,[],203114,,,1610612764,94,88,2025-11-20T02:57:41Z,5620000,False,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,In The Paint (Non-RA),0-8 Center,,,567.0,3.0,3.0,0.0,,,,,,,,,,,,,
569,PT08M31.00S,2025-11-20T02:57:42.1Z,4,REGULAR,turnover,bad pass,[],203114,,,1610612764,94,88,2025-11-20T02:57:47Z,5630000,False,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 1628978]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,
570,PT08M31.00S,2025-11-20T02:57:42.1Z,4,REGULAR,steal,,[],1628978,,,1610612750,94,88,2025-11-20T02:57:44Z,5640000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,
571,PT08M27.00S,2025-11-20T02:57:45.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629675,93.38042049934296,51.470588235294116,1610612750,94,88,2025-11-20T02:57:51Z,5650000,False,7.0,10.0,1,right,MISS N. Reid DUNK - blocked,"[1629675, 1641715]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,Whitmore,1641715.0
572,PT08M27.00S,2025-11-20T02:57:45.9Z,4,REGULAR,block,,[],1641715,,,1610612750,94,88,2025-11-20T02:57:47Z,5660000,False,,,0,,C. Whitmore BLOCK (1 BLK),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
573,PT08M25.00S,2025-11-20T02:57:47.9Z,4,REGULAR,rebound,offensive,[],1641740,,,1610612750,94,88,2025-11-20T02:57:51Z,5670000,False,,,0,,J. Clark REBOUND (Off:3 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,Restricted Area,0-8 Center,,,571.0,5.0,2.0,3.0,,,,,,,,,,,,,
574,PT08M24.00S,2025-11-20T02:57:48.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641740,92.32917214191852,50.0,1610612750,96,88,2025-11-20T02:57:53Z,5680000,False,0.0,20.0,1,right,J. Clark putback Layup (7 PTS),[1641740],1610612750.0,MIN,putback,,,Clark,J. Clark,,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,,,,,7.0,,,,,,,,
575,PT08M08.00S,2025-11-20T02:58:05.3Z,4,REGULAR,2pt,Jump Shot,[],203114,21.369908015768726,41.42156862745098,1610612764,96,90,2025-11-20T02:58:09Z,5690000,False,43.0,148.0,1,left,K. Middleton 15' pullup Jump Shot (8 PTS),[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,,Mid-Range,8-16 Center,15.45,Made,,,,,,,,,8.0,,,,,,,,
576,PT07M48.00S,2025-11-20T02:58:27.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201144,89.96386333771353,53.92156862745098,1610612750,96,90,2025-11-20T02:59:32Z,5700000,False,20.0,42.0,1,right,MISS M. Conley driving Hook,[201144],1610612750.0,MIN,driving,,,Conley,M. Conley,,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,
577,PT07M46.00S,2025-11-20T02:58:29.6Z,4,REGULAR,rebound,defensive,[],203114,,,1610612764,96,90,2025-11-20T02:58:35Z,5710000,False,,,0,,K. Middleton REBOUND (Off:0 Def:4),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,In The Paint (Non-RA),0-8 Center,,,576.0,4.0,4.0,0.0,,,,,,,,,,,,,
578,PT07M39.00S,2025-11-20T02:58:36.8Z,4,REGULAR,turnover,out-of-bounds,[],1642848,,,1610612764,96,90,2025-11-20T02:58:41Z,5720000,False,,,0,,T. Johnson lost ball out-of-bounds TURNOVER (3 TO),[1642848],1610612764.0,WAS,lost ball,,,Johnson,T. Johnson,,,,,202026.0,Mid-Range,8-16 Right,,,,,,,,,,,,,,,3.0,,,,
579,PT07M39.00S,2025-11-20T02:58:41.2Z,4,REGULAR,substitution,out,[],203497,,,1610612750,96,90,2025-11-20T02:58:59Z,5730000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M39.00S,2025-11-20T02:58:41.2Z,4,REGULAR,substitution,out,[],203468,,,1610612750,96,90,2025-11-20T02:58:59Z,5740000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M39.00S,2025-11-20T02:58:41.2Z,4,REGULAR,substitution,out,[],1642848,,,1610612750,96,90,2025-11-20T02:58:59Z,5750000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M39.00S,2025-11-20T02:58:41.2Z,4,REGULAR,substitution,out,[],203114,,,1610612750,96,90,2025-11-20T02:58:59Z,5760000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT07M39.00S,2025-11-20T02:58:41.2Z,4,REGULAR,substitution,in,[],203944,,,1610612750,96,90,2025-11-20T02:58:59Z,5770000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
