actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
41,PT08M17.00S,2025-01-29T00:45:15.9Z,1,REGULAR,foul,personal,['1freethrow'],1641708,,,1610612737,10,7,2025-01-29T00:45:31Z,400000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Young 1 FT),"[1641708, 1629027]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,1628951.0,,,,,,,1.0,0.0,Young,1629027.0,,
43,PT08M17.00S,2025-01-29T00:45:34.4Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1629027,,,1610612737,11,7,2025-01-29T00:45:34Z,420000,False,,,0,,T. Young Free Throw 1 of 1 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
44,PT08M03.00S,2025-01-29T00:45:50.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,77.08607095926413,33.82352941176471,1610612745,11,7,2025-01-29T00:45:56Z,430000,False,-81.0,163.0,1,right,MISS J. Green 18' fadeaway Shot,[1630224],1610612745.0,HOU,fadeaway,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,18.19,Missed,,,,,,,,,,,,,,,,,,
45,PT08M00.00S,2025-01-29T00:45:53.9Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,11,7,2025-01-29T00:45:56Z,440000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Mid-Range,16-24 Left Center,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,,
46,PT07M52.00S,2025-01-29T00:46:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630168,7.966491458607096,3.431372549019608,1610612737,14,7,2025-01-29T00:46:07Z,450000,False,233.0,22.0,1,left,O. Okongwu 3PT  (5 PTS) (V. Krejčí 1 AST),"[1630168, 1630249]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,23.39,Made,,,,,5.0,,V. Krejčí,1630249.0,1.0,,,,,,,,,
48,PT07M39.00S,2025-01-29T00:46:14.5Z,1,REGULAR,3pt,Jump Shot,[],1627832,95.74572930354796,96.81372549019608,1610612745,14,7,2025-01-29T00:46:19Z,470000,False,234.0,-13.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
49,PT07M36.00S,2025-01-29T00:46:17.5Z,1,REGULAR,rebound,defensive,[],1631243,,,1610612737,14,7,2025-01-29T00:46:19Z,480000,False,,,0,,M. Gueye REBOUND (Off:0 Def:1),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Right Corner 3,24+ Right,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M29.00S,2025-01-29T00:46:25.2Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,14,7,2025-01-29T00:46:29Z,490000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1630578]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,Sengun,1630578.0,,,,,,
51,PT07M29.00S,2025-01-29T00:46:25.2Z,1,REGULAR,steal,,[],1630578,,,1610612745,14,7,2025-01-29T00:46:27Z,500000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M21.00S,2025-01-29T00:46:34.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,93.11760840998686,48.529411764705884,1610612745,14,7,2025-01-29T00:46:46Z,510000,False,-7.0,12.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 1631243]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,Gueye,1631243.0
53,PT07M21.00S,2025-01-29T00:46:34.6Z,1,REGULAR,block,,[],1631243,,,1610612745,14,7,2025-01-29T00:46:37Z,520000,False,,,0,,M. Gueye BLOCK (1 BLK),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M20.00S,2025-01-29T00:46:35.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,14,7,2025-01-29T00:46:46Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Restricted Area,0-8 Center,,,52.0,,,,,,,,,,,,,,,,,
56,PT07M03.00S,2025-01-29T00:47:07.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,71.96123521681997,17.401960784313726,1610612745,14,7,2025-01-29T00:47:12Z,550000,False,-163.0,211.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.67,Missed,,,,,,,,,,,,,,,,,,
57,PT07M00.00S,2025-01-29T00:47:10.3Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,14,7,2025-01-29T00:47:12Z,560000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,56.0,2.0,1.0,1.0,,,,,,,,,,,,,,
58,PT06M54.00S,2025-01-29T00:47:15.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,8.09789750328515,43.627450980392155,1610612737,16,7,2025-01-29T00:47:21Z,570000,False,32.0,24.0,1,left,T. Young driving floating bank Jump Shot (6 PTS),[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,6.0,,,,,,,,,,,,,
59,PT06M54.00S,2025-01-29T00:47:20.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,16,7,2025-01-29T00:47:21Z,580000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M54.00S,2025-01-29T00:48:48.4Z,1,REGULAR,substitution,out,[],1631243,,,1610612745,16,7,2025-01-29T00:50:05Z,590000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M54.00S,2025-01-29T00:48:48.4Z,1,REGULAR,substitution,in,[],1629631,,,1610612745,16,7,2025-01-29T00:50:05Z,600000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M38.00S,2025-01-29T00:50:28.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,82.9993429697766,46.32352941176471,1610612745,16,9,2025-01-29T00:50:35Z,610000,False,-18.0,107.0,1,right,A. Sengun 10' turnaround Hook (6 PTS),[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,10.89,Made,,,,,6.0,,,,,,,,,,,,,
63,PT06M28.00S,2025-01-29T00:50:40.3Z,1,REGULAR,foul,personal,[],1630578,,,1610612737,16,9,2025-01-29T00:50:45Z,620000,False,,,0,,A. Sengun personal FOUL (1 PF),"[1630578, 1629631]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,1627962.0,,,,,,,1.0,0.0,Hunter,1629631.0,,
65,PT06M19.00S,2025-01-29T00:51:06.4Z,1,REGULAR,3pt,Jump Shot,[],1629631,22.026938239159,11.27450980392157,1610612737,16,9,2025-01-29T00:51:11Z,640000,False,194.0,155.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
66,PT06M16.00S,2025-01-29T00:51:09.4Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,16,9,2025-01-29T00:51:11Z,650000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M11.00S,2025-01-29T00:51:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612745,16,9,2025-01-29T00:51:42Z,660000,False,,,0,,V. Krejčí shooting personal FOUL (1 PF) (Thompson 2 FT),"[1630249, 1641708]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,1627962.0,,,,,,,1.0,0.0,Thompson,1641708.0,,
69,PT06M11.00S,2025-01-29T00:51:43.0Z,1,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,16,10,2025-01-29T00:51:43Z,680000,False,,,0,,A. Thompson Free Throw 1 of 2 (1 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
70,PT06M11.00S,2025-01-29T00:51:43.8Z,1,REGULAR,substitution,out,[],1629027,,,1610612745,16,10,2025-01-29T00:51:52Z,690000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M11.00S,2025-01-29T00:51:43.8Z,1,REGULAR,substitution,out,[],1630224,,,1610612745,16,10,2025-01-29T00:51:52Z,710000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M11.00S,2025-01-29T00:51:43.8Z,1,REGULAR,substitution,in,[],1626204,,,1610612745,16,10,2025-01-29T00:51:52Z,720000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M11.00S,2025-01-29T00:51:43.8Z,1,REGULAR,substitution,in,[],1630811,,,1610612745,16,10,2025-01-29T00:51:52Z,730000,False,,,0,,SUB in: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2025-01-29T00:51:43.8Z,1,REGULAR,substitution,in,[],1641715,,,1610612745,16,10,2025-01-29T00:51:52Z,740000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT06M11.00S,2025-01-29T00:51:43.8Z,1,REGULAR,substitution,out,[],1630168,,,1610612745,16,10,2025-01-29T00:55:15Z,745000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M11.00S,2025-01-29T00:52:07.2Z,1,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,16,11,2025-01-29T00:52:07Z,750000,False,,,0,,A. Thompson Free Throw 2 of 2 (2 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
77,PT05M53.00S,2025-01-29T00:52:28.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,26.363337713534822,19.607843137254903,1610612737,16,11,2025-01-29T00:52:48Z,760000,False,152.0,195.0,1,left,MISS D. Hunter 24' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
78,PT05M51.00S,2025-01-29T00:52:30.3Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,16,11,2025-01-29T00:52:48Z,770000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,77.0,1.0,1.0,0.0,,,,,,,,,,,,,,
79,PT05M39.00S,2025-01-29T00:52:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,87.07293035479631,51.225490196078425,1610612745,16,13,2025-01-29T00:52:45Z,780000,False,6.0,69.0,1,right,C. Whitmore 6' driving floating Jump Shot (2 PTS),[1641715],1610612745.0,HOU,driving floating,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,6.93,Made,,,,,2.0,,,,,,,,,,,,,
80,PT05M21.00S,2025-01-29T00:52:58.8Z,1,REGULAR,3pt,Jump Shot,[],1630700,16.245072273324574,94.36274509803921,1610612737,16,13,2025-01-29T00:53:03Z,790000,False,-222.0,100.0,1,left,MISS D. Daniels 24' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2025-01-29T00:53:01.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,16,13,2025-01-29T00:53:03Z,800000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M10.00S,2025-01-29T00:53:10.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,90.48948751642575,3.1862745098039214,1610612745,16,13,2025-01-29T00:53:16Z,810000,False,-234.0,37.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,23.7,Missed,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2025-01-29T00:53:14.2Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612737,16,13,2025-01-29T00:53:16Z,820000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Left Corner 3,24+ Left,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
