actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
334,PT12M00.00S,2025-01-23T01:49:46.4Z,3,REGULAR,substitution,in,['startperiod'],1631105,,,1610612765,51,69,2025-01-23T01:52:56Z,3290000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2025-01-23T01:49:46.4Z,3,REGULAR,substitution,in,['startperiod'],1641709,,,1610612765,51,69,2025-01-23T01:52:56Z,3300000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-01-23T01:52:52.3Z,3,REGULAR,period,start,[],0,,,1610612737,51,69,2025-01-23T01:52:57Z,3310000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M36.00S,2025-01-23T01:53:37.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,51,69,2025-01-23T01:54:03Z,3330000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Left Center,203593.0,,,,,,,,,,,,,,,,,,,
339,PT11M19.00S,2025-01-23T01:54:04.2Z,3,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,51,69,2025-01-23T03:49:32Z,3340000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Mid-Range,8-16 Left,203593.0,,,,,,,,,,,,1.0,,,,,,,
340,PT11M15.00S,2025-01-23T01:54:13.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,26.231931668856767,16.176470588235293,1610612737,54,69,2025-01-23T01:54:23Z,3350000,False,169.0,194.0,1,left,V. Krejčí 25' 3PT  (9 PTS) (T. Young 6 AST),"[1630249, 1629027]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,25.74,Made,9.0,,T. Young,1629027.0,6.0,,,,,,,,
342,PT11M01.00S,2025-01-23T01:54:27.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,86.28449408672799,48.529411764705884,1610612765,54,71,2025-01-23T01:54:35Z,3370000,False,-7.0,76.0,1,right,C. Cunningham 7' driving Hook (17 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.68,Made,17.0,,,,,,,,,,,,
343,PT10M50.00S,2025-01-23T01:54:37.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,6.1268068331143235,47.549019607843135,1610612737,56,71,2025-01-23T01:54:50Z,3380000,False,12.0,5.0,1,left,O. Okongwu Layup (5 PTS) (T. Young 7 AST),"[1630168, 1629027]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,1.33,Made,5.0,,T. Young,1629027.0,7.0,,,,,,,,
345,PT10M32.00S,2025-01-23T01:54:56.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,84.31340341655716,41.66666666666667,1610612765,56,71,2025-01-23T01:55:09Z,3400000,False,-42.0,95.0,1,right,MISS A. Thompson 10' turnaround fadeaway Shot,[1641709],1610612765.0,DET,turnaround fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.37,Missed,,,,,,,,,,,,,
346,PT10M31.00S,2025-01-23T01:54:57.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,56,71,2025-01-23T01:55:09Z,3410000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,345.0,,,,,,,,,,,
348,PT10M16.00S,2025-01-23T01:55:18.7Z,3,REGULAR,3pt,Jump Shot,[],1629027,31.61957950065703,57.59803921568627,1610612737,56,71,2025-01-23T01:55:23Z,3430000,False,-38.0,245.0,1,left,MISS T. Young 24' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,24.76,Missed,,,,,,,,,,,,,
349,PT10M12.00S,2025-01-23T01:55:22.7Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,56,71,2025-01-23T01:55:23Z,3440000,False,,,0,,J. Duren REBOUND (Off:1 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,348.0,,,,,,,5.0,4.0,1.0,,
350,PT10M07.00S,2025-01-23T01:55:27.8Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612765,56,71,2025-01-23T01:55:50Z,3450000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Duren 2 FT),"[1630168, 1631105]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,203593.0,1.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
352,PT10M07.00S,2025-01-23T01:55:58.0Z,3,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,56,72,2025-01-23T01:55:58Z,3470000,False,,,0,,J. Duren Free Throw 1 of 2 (7 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
353,PT10M07.00S,2025-01-23T01:56:20.6Z,3,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,56,73,2025-01-23T01:56:20Z,3480000,False,,,0,,J. Duren Free Throw 2 of 2 (8 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
354,PT09M57.00S,2025-01-23T01:56:32.2Z,3,REGULAR,2pt,Jump Shot,[],1629027,21.107095926412615,25.0,1610612737,58,73,2025-01-23T01:56:37Z,3490000,False,125.0,146.0,1,left,T. Young 19' pullup Jump Shot (8 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,19.21,Made,8.0,,,,,,,,,,,,
355,PT09M45.00S,2025-01-23T01:56:43.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,92.19776609724047,55.63725490196079,1610612765,58,75,2025-01-23T01:56:48Z,3500000,False,28.0,21.0,1,right,C. Cunningham driving floating Jump Shot (19 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,3.5,Made,19.0,,,,,,,,,,,,
356,PT09M33.00S,2025-01-23T01:56:56.7Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,58,75,2025-01-23T01:57:03Z,3510000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1641709]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,3.0,Thompson,1641709.0,,,,,
357,PT09M33.00S,2025-01-23T01:56:56.7Z,3,REGULAR,steal,,[],1641709,,,1610612765,58,75,2025-01-23T01:56:59Z,3520000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
358,PT09M28.00S,2025-01-23T01:57:01.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631105,93.51182654402102,50.98039215686274,1610612765,58,77,2025-01-23T01:57:25Z,3530000,False,5.0,8.0,1,right,J. Duren running DUNK (10 PTS),[1631105],1610612765.0,DET,running,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,0.98,Made,10.0,,,,,,,,,,,,
359,PT09M08.00S,2025-01-23T01:57:20.8Z,3,REGULAR,3pt,Jump Shot,[],1630552,30.56833114323259,28.921568627450984,1610612737,58,77,2025-01-23T01:57:29Z,3540000,False,105.0,235.0,1,left,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,25.74,Missed,,,,,,,,,,,,,
360,PT09M08.00S,2025-01-23T01:57:20.8Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,58,77,2025-01-23T01:57:29Z,3550000,False,,,0,,J. Duren REBOUND (Off:1 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,359.0,,,,,,,6.0,5.0,1.0,,
361,PT08M55.00S,2025-01-23T01:57:33.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641709,94.1688567674113,48.529411764705884,1610612765,58,79,2025-01-23T01:57:39Z,3560000,False,-7.0,2.0,1,right,A. Thompson cutting DUNK (10 PTS) (C. Cunningham 6 AST),"[1641709, 1630595]",1610612765.0,DET,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,0.77,Made,10.0,,C. Cunningham,1630595.0,6.0,,,,,,,,
363,PT08M42.00S,2025-01-23T01:57:47.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630700,5.995400788436268,48.77450980392157,1610612737,58,79,2025-01-23T01:57:56Z,3580000,False,6.0,4.0,1,left,MISS D. Daniels cutting DUNK - blocked,"[1630700, 1641709]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,0.72,Missed,,,,,,,,,,,,Thompson,1641709.0
364,PT08M42.00S,2025-01-23T01:57:47.1Z,3,REGULAR,block,,[],1641709,,,1610612737,58,79,2025-01-23T01:57:49Z,3590000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
365,PT08M35.00S,2025-01-23T01:57:54.1Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,58,79,2025-01-23T01:57:56Z,3600000,False,,,0,,D. Daniels REBOUND (Off:3 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,363.0,,,,,,,4.0,1.0,3.0,,
366,PT08M35.00S,2025-01-23T01:57:54.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,5.590000152587891,50.0,1610612737,60,79,2025-01-23T01:57:54Z,3610000,False,0.0,0.0,1,left,D. Daniels putback Layup (12 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Left,,,,,,0.0,Made,12.0,,,,,,,,,,,,
367,PT08M29.00S,2025-01-23T01:58:01.8Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612765,60,79,2025-01-23T01:58:08Z,3620000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Cunningham 2 FT),"[1630168, 1630595]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1162.0,2.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,
369,PT08M29.00S,2025-01-23T01:58:36.7Z,3,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,60,80,2025-01-23T01:58:36Z,3640000,False,,,0,,C. Cunningham Free Throw 1 of 2 (20 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,20.0,,,,,,,,,,,,
370,PT08M29.00S,2025-01-23T01:58:52.7Z,3,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,60,81,2025-01-23T01:58:52Z,3650000,False,,,0,,C. Cunningham Free Throw 2 of 2 (21 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,21.0,,,,,,,,,,,,
371,PT08M05.00S,2025-01-23T01:59:17.5Z,3,REGULAR,3pt,Jump Shot,[],1630700,31.882391590013142,50.245098039215684,1610612737,60,81,2025-01-23T01:59:22Z,3660000,False,-1.0,247.0,1,left,MISS D. Daniels 24' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,24.72,Missed,,,,,,,,,,,,,
372,PT08M02.00S,2025-01-23T01:59:20.5Z,3,REGULAR,rebound,defensive,[],1631105,,,1610612765,60,81,2025-01-23T01:59:22Z,3670000,False,,,0,,J. Duren REBOUND (Off:1 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Center,,,,,,,,,371.0,,,,,,,7.0,6.0,1.0,,
373,PT07M52.00S,2025-01-23T01:59:30.9Z,3,REGULAR,3pt,Jump Shot,[],1630595,88.91261498028909,3.431372549019608,1610612765,60,81,2025-01-23T01:59:37Z,3680000,False,-233.0,52.0,1,right,MISS C. Cunningham pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,,,,23.85,Missed,,,,,,,,,,,,,
374,PT07M45.00S,2025-01-23T01:59:37.9Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,60,81,2025-01-23T01:59:37Z,3690000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,373.0,,,,,,,4.0,3.0,1.0,,
375,PT07M38.00S,2025-01-23T01:59:44.1Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,60,81,2025-01-23T01:59:49Z,3700000,False,,,0,,J. Johnson bad pass TURNOVER (1 TO),"[1630552, 203501]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,
376,PT07M38.00S,2025-01-23T01:59:44.1Z,3,REGULAR,steal,,[],203501,,,1610612765,60,81,2025-01-23T01:59:46Z,3710000,False,,,0,,T. Hardaway Jr. STEAL (3 STL),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
377,PT07M34.00S,2025-01-23T01:59:47.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203501,70.12155059132719,24.754901960784316,1610612765,60,81,2025-01-23T01:59:54Z,3720000,False,-126.0,228.0,1,right,MISS T. Hardaway Jr. 26' running pullup 3PT,[203501],1610612765.0,DET,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,26.09,Missed,,,,,,,,,,,,,
378,PT07M30.00S,2025-01-23T01:59:51.7Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,60,81,2025-01-23T01:59:54Z,3730000,False,,,0,,D. Daniels REBOUND (Off:3 Def:2),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,377.0,,,,,,,5.0,2.0,3.0,,
379,PT07M23.00S,2025-01-23T01:59:58.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,8.09789750328515,46.32352941176471,1610612737,62,81,2025-01-23T02:00:05Z,3740000,False,18.0,24.0,1,left,O. Okongwu driving Hook (7 PTS) (J. Johnson 3 AST),"[1630168, 1630552]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,2.99,Made,7.0,,J. Johnson,1630552.0,3.0,,,,,,,,
381,PT07M05.00S,2025-01-23T02:00:16.8Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,62,81,2025-01-23T02:00:23Z,3760000,False,,,0,,C. Cunningham bad pass TURNOVER (5 TO),"[1630595, 1630168]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,5.0,Okongwu,1630168.0,,,,,
382,PT07M05.00S,2025-01-23T02:00:16.8Z,3,REGULAR,steal,,[],1630168,,,1610612737,62,81,2025-01-23T02:00:18Z,3770000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
383,PT07M02.00S,2025-01-23T02:00:20.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630168,5.732588699080158,50.245098039215684,1610612737,62,81,2025-01-23T02:00:27Z,3780000,False,-1.0,1.0,1,left,MISS O. Okongwu running Layup - blocked,"[1630168, 1630595]",1610612737.0,ATL,running,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,0.18,Missed,,,,,,,,,,,,Cunningham,1630595.0
384,PT07M02.00S,2025-01-23T02:00:20.6Z,3,REGULAR,block,,[],1630595,,,1610612737,62,81,2025-01-23T02:00:23Z,3790000,False,,,0,,C. Cunningham BLOCK (2 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
385,PT06M58.00S,2025-01-23T02:00:24.6Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,62,81,2025-01-23T02:00:27Z,3800000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,383.0,,,,,,,7.0,4.0,3.0,,
386,PT06M57.00S,2025-01-23T02:00:24.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630552,6.258212877792378,49.26470588235294,1610612737,64,81,2025-01-23T02:02:56Z,3810000,False,4.0,6.0,1,left,J. Johnson DUNK (9 PTS) (O. Okongwu 3 AST),"[1630552, 1630168]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,0.73,Made,9.0,,O. Okongwu,1630168.0,3.0,,,,,,,,
388,PT06M57.00S,2025-01-23T02:00:31.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,64,81,2025-01-23T02:00:31Z,3830000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M33.00S,2025-01-23T02:03:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,86.02168199737189,48.03921568627451,1610612765,64,83,2025-01-23T02:04:01Z,3840000,False,-10.0,79.0,1,right,C. Cunningham 7' driving floating Jump Shot (23 PTS),[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.95,Made,23.0,,,,,,,,,,,,
390,PT06M25.00S,2025-01-23T02:04:06.4Z,3,REGULAR,foul,personal,[],1641709,,,1610612737,64,83,2025-01-23T02:04:13Z,3850000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641709, 1629027]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,203593.0,2.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
392,PT06M20.00S,2025-01-23T02:04:29.0Z,3,REGULAR,turnover,bad pass,[],1630168,,,1610612737,64,83,2025-01-23T02:04:37Z,3870000,False,,,0,,O. Okongwu bad pass TURNOVER (2 TO),"[1630168, 1630595]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,Cunningham,1630595.0,,,,,
393,PT06M20.00S,2025-01-23T02:04:29.0Z,3,REGULAR,steal,,[],1630595,,,1610612765,64,83,2025-01-23T02:04:32Z,3880000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
394,PT06M15.00S,2025-01-23T02:04:33.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,93.11760840998686,50.245098039215684,1610612765,64,85,2025-01-23T02:05:22Z,3890000,False,1.0,12.0,1,right,A. Thompson running Layup (12 PTS) (C. Cunningham 7 AST),"[1641709, 1630595]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,1.23,Made,12.0,,C. Cunningham,1630595.0,7.0,,,,,,,,
396,PT05M58.00S,2025-01-23T02:04:50.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,10.85742444152431,45.83333333333333,1610612737,66,85,2025-01-23T02:04:55Z,3910000,False,21.0,50.0,1,left,O. Okongwu Hook (9 PTS) (D. Daniels 2 AST),"[1630168, 1630700]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.38,Made,9.0,,D. Daniels,1630700.0,2.0,,,,,,,,
398,PT05M43.00S,2025-01-23T02:05:05.9Z,3,REGULAR,3pt,Jump Shot,[],1641709,95.0886990801577,3.6764705882352944,1610612765,66,85,2025-01-23T02:05:10Z,3930000,False,-232.0,-6.0,1,right,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,,,,23.17,Missed,,,,,,,,,,,,,
399,PT05M40.00S,2025-01-23T02:05:08.9Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,66,85,2025-01-23T02:05:10Z,3940000,False,,,0,,D. Daniels REBOUND (Off:3 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,398.0,,,,,,,6.0,3.0,3.0,,
400,PT05M29.00S,2025-01-23T02:05:20.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,10.33180026281209,55.14705882352941,1610612737,68,85,2025-01-23T02:05:28Z,3950000,False,-26.0,45.0,1,left,D. Daniels finger roll Layup (14 PTS),[1630700],1610612737.0,ATL,finger roll,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.15,Made,14.0,,,,,,,,,,,,
401,PT05M22.00S,2025-01-23T02:05:27.0Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,68,85,2025-01-23T02:05:31Z,3960000,False,,,0,,C. Cunningham bad pass TURNOVER (6 TO),"[1630595, 1630552]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,6.0,Johnson,1630552.0,,,,,
402,PT05M22.00S,2025-01-23T02:05:27.0Z,3,REGULAR,steal,,[],1630552,,,1610612737,68,85,2025-01-23T02:05:29Z,3970000,False,,,0,,J. Johnson STEAL (3 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
403,PT05M17.00S,2025-01-23T02:05:31.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,5.863994743758213,50.245098039215684,1610612737,70,85,2025-01-23T02:05:40Z,3980000,False,-1.0,3.0,1,left,J. Johnson running alley-oop DUNK (11 PTS) (V. Krejčí 1 AST),"[1630552, 1630249]",1610612737.0,ATL,running alley-oop,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,0.29,Made,11.0,,V. Krejčí,1630249.0,1.0,,,,,,,,
406,PT04M49.00S,2025-01-23T02:06:09.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612765,70,85,2025-01-23T02:06:32Z,4010000,False,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,1162.0,,,,,,,,,,,,,,,,,,,
407,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,out,[],1630552,,,1610612737,70,85,2025-01-23T02:06:19Z,4020000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,70,85,2025-01-23T02:06:19Z,4030000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,out,[],1630168,,,1610612737,70,85,2025-01-23T02:06:19Z,4040000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,out,[],1641709,,,1610612737,70,85,2025-01-23T02:06:19Z,4050000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,in,[],203991,,,1610612737,70,85,2025-01-23T02:06:19Z,4060000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,in,[],1629631,,,1610612737,70,85,2025-01-23T02:06:19Z,4070000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,in,[],203992,,,1610612737,70,85,2025-01-23T02:06:19Z,4080000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M49.00S,2025-01-23T02:06:11.3Z,3,REGULAR,substitution,in,[],1627736,,,1610612737,70,85,2025-01-23T02:06:19Z,4090000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M36.00S,2025-01-23T02:06:46.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,31.61957950065703,54.90196078431373,1610612737,70,85,2025-01-23T02:06:59Z,4100000,False,-25.0,245.0,1,left,MISS D. Daniels 24' pullup 3PT,[1630700],1610612737.0,ATL,pullup,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,24.59,Missed,,,,,,,,,,,,,
416,PT04M35.00S,2025-01-23T02:06:47.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,70,85,2025-01-23T02:06:59Z,4110000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,415.0,,,,,,,,,,,
