actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
42,PT08M28.00S,2025-04-06T22:16:08.0Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,8,4,2025-04-06T22:19:37Z,420000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,
43,PT08M26.00S,2025-04-06T22:16:10.2Z,1,REGULAR,turnover,bad pass,[],1642268,,,1610612762,8,4,2025-04-06T22:16:15Z,430000,False,,,0,,I. Collier bad pass TURNOVER (1 TO),"[1642268, 1630700]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,,
44,PT08M26.00S,2025-04-06T22:16:10.2Z,1,REGULAR,steal,,[],1630700,,,1610612737,8,4,2025-04-06T22:18:38Z,440000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
45,PT08M18.00S,2025-04-06T22:16:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630168,7.178055190538765,45.09803921568628,1610612737,10,4,2025-04-06T22:16:22Z,450000,False,25.0,15.0,1,left,O. Okongwu driving Layup (5 PTS) (D. Daniels 1 AST),"[1630168, 1630700]",1610612737.0,ATL,driving,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.87,Made,5.0,,,,,,,,D. Daniels,1630700.0,1.0,,,,,,,
47,PT08M18.00S,2025-04-06T22:16:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,10,4,2025-04-06T22:16:22Z,470000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M02.00S,2025-04-06T22:19:36.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,83.65637319316689,50.49019607843137,1610612762,10,6,2025-04-06T22:19:43Z,480000,False,2.0,101.0,1,right,C. Sexton 10' pullup Jump Shot (4 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,10.11,Made,4.0,,,,,,,,,,,,,,,,,
52,PT07M54.00S,2025-04-06T22:19:43.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,29.77989487516426,71.07843137254902,1610612737,13,6,2025-04-06T22:22:21Z,490000,False,-105.0,227.0,1,left,T. Young 25' 3PT pullup (3 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,25.06,Made,3.0,,,,,,,,,,,,,,,,,
53,PT07M32.00S,2025-04-06T22:20:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,93.64323258869908,49.754901960784316,1610612762,13,8,2025-04-06T22:20:22Z,500000,False,-1.0,7.0,1,right,K. Filipowski driving finger roll Layup (2 PTS) (C. Sexton 1 AST),"[1642271, 1629012]",1610612762.0,UTA,driving finger roll,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,,,,,,,,C. Sexton,1629012.0,1.0,,,,,,,
55,PT07M19.00S,2025-04-06T22:20:19.4Z,1,REGULAR,3pt,Jump Shot,[],1642258,9.149145860709593,2.941176470588235,1610612737,13,8,2025-04-06T22:20:46Z,520000,False,235.0,34.0,1,left,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
56,PT07M18.00S,2025-04-06T22:20:20.4Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,13,8,2025-04-06T22:20:46Z,530000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,,
57,PT07M13.00S,2025-04-06T22:20:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630700,5.338370565045992,52.94117647058824,1610612737,13,8,2025-04-06T22:20:29Z,540000,False,-15.0,-2.0,1,left,MISS D. Daniels driving Layup,[1630700],1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
58,PT07M13.00S,2025-04-06T22:20:27.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,13,8,2025-04-06T22:20:27Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,57.0,,,,,,,,,,,,,,,,
59,PT07M13.00S,2025-04-06T22:20:30.7Z,1,REGULAR,substitution,out,[],1629012,,,1610612737,13,8,2025-04-06T22:20:37Z,560000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M13.00S,2025-04-06T22:20:30.7Z,1,REGULAR,substitution,in,[],1641718,,,1610612737,13,8,2025-04-06T22:20:37Z,570000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M10.00S,2025-04-06T22:20:50.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630168,24.52365308804205,84.80392156862744,1610612737,16,8,2025-04-06T22:20:54Z,580000,False,-174.0,178.0,1,left,O. Okongwu 24' 3PT  (8 PTS) (D. Daniels 2 AST),"[1630168, 1630700]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,24.89,Made,8.0,,,,,,,,D. Daniels,1630700.0,2.0,,,,,,,
63,PT06M48.00S,2025-04-06T22:21:12.1Z,1,REGULAR,3pt,Jump Shot,[],1641718,95.48291721419186,97.05882352941177,1610612762,16,11,2025-04-06T22:21:18Z,600000,False,235.0,-10.0,1,right,K. George 3PT  (3 PTS) (J. Juzang 2 AST),"[1641718, 1630548]",1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,23.55,Made,3.0,,,,,,,,J. Juzang,1630548.0,2.0,,,,,,,
65,PT06M35.00S,2025-04-06T22:21:24.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642258,11.777266754270697,48.77450980392157,1610612737,18,11,2025-04-06T22:25:46Z,620000,False,6.0,58.0,1,left,Z. Risacher turnaround Hook (4 PTS) (T. Young 2 AST),"[1642258, 1629027]",1610612737.0,ATL,turnaround,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,4.0,,,,,,,,T. Young,1629027.0,2.0,,,,,,,
68,PT06M16.00S,2025-04-06T22:21:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630548,72.35545335085413,18.872549019607842,1610612762,18,11,2025-04-06T22:21:49Z,640000,False,-156.0,207.0,1,right,MISS J. Juzang 25' 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
69,PT06M14.00S,2025-04-06T22:21:45.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,18,11,2025-04-06T22:21:49Z,650000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,68.0,4.0,2.0,2.0,,,,,,,,,,,,,
70,PT06M06.00S,2025-04-06T22:21:54.3Z,1,REGULAR,3pt,Jump Shot,[],1630168,31.882391590013142,47.549019607843135,1610612737,18,11,2025-04-06T22:21:59Z,660000,False,12.0,247.0,1,left,MISS O. Okongwu 24' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,24.75,Missed,,,,,,,,,,,,,,,,,,
71,PT06M03.00S,2025-04-06T22:21:57.1Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,18,11,2025-04-06T22:21:57Z,670000,False,,,0,,O. Okongwu REBOUND (Off:3 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,70.0,5.0,2.0,3.0,,,,,,,,,,,,,
72,PT05M58.00S,2025-04-06T22:22:01.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630700,31.61957950065703,63.725490196078425,1610612737,18,11,2025-04-06T22:22:07Z,680000,False,-69.0,245.0,1,left,MISS D. Daniels 25' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
73,PT05M55.00S,2025-04-06T22:22:04.9Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,18,11,2025-04-06T22:22:07Z,690000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,
74,PT05M51.00S,2025-04-06T22:22:10.5Z,1,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,18,11,2025-04-06T22:22:17Z,700000,False,,,0,,K. George bad pass out-of-bounds TURNOVER (1 TO),[1641718],1610612762.0,UTA,bad pass,,,George,K. George,,,,,Mid-Range,16-24 Right,,,,,,,,1.0,,,,,,1629178.0,,,,,,
75,PT05M51.00S,2025-04-06T22:22:14.0Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,18,11,2025-04-06T22:22:23Z,710000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M51.00S,2025-04-06T22:22:14.0Z,1,REGULAR,substitution,out,[],1627777,,,1610612737,18,11,2025-04-06T22:22:23Z,720000,False,,,0,,SUB out: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M51.00S,2025-04-06T22:22:14.0Z,1,REGULAR,substitution,in,[],1627747,,,1610612737,18,11,2025-04-06T22:22:23Z,730000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M51.00S,2025-04-06T22:22:14.0Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,18,11,2025-04-06T22:22:23Z,740000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M37.00S,2025-04-06T22:22:40.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642258,18.084756898817346,93.38235294117648,1610612737,21,11,2025-04-06T22:22:46Z,750000,False,-217.0,117.0,1,left,Z. Risacher 24' 3PT  (7 PTS) (O. Okongwu 1 AST),"[1642258, 1630168]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,24.67,Made,7.0,,,,,,,,O. Okongwu,1630168.0,1.0,,,,,,,
81,PT05M28.00S,2025-04-06T22:22:50.0Z,1,REGULAR,3pt,Jump Shot,[],1641729,87.33574244415243,2.941176470588235,1610612762,21,14,2025-04-06T22:27:31Z,770000,False,-235.0,67.0,1,right,B. Sensabaugh 24' 3PT pullup (3 PTS) (I. Collier 1 AST),"[1641729, 1642268]",1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,24.45,Made,3.0,,,,,,,,I. Collier,1642268.0,1.0,,,,,,,
83,PT05M17.00S,2025-04-06T22:23:04.0Z,1,REGULAR,foul,personal,[],1641729,,,1610612737,21,14,2025-04-06T22:23:35Z,790000,False,,,0,,B. Sensabaugh personal FOUL (2 PF),"[1641729, 1630700]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629178.0,2.0,0.0,Daniels,1630700.0,,
85,PT05M08.00S,2025-04-06T22:23:33.5Z,1,REGULAR,turnover,bad pass,[],1627747,,,1610612737,21,14,2025-04-06T22:23:39Z,810000,False,,,0,,C. LeVert bad pass TURNOVER (1 TO),"[1627747, 1642271]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Filipowski,1642271.0,,,,,,,,,,
86,PT05M08.00S,2025-04-06T22:23:33.5Z,1,REGULAR,steal,,[],1642271,,,1610612762,21,14,2025-04-06T22:23:35Z,820000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M06.00S,2025-04-06T22:23:38.6Z,1,REGULAR,violation,kicked ball,[],1630249,,,1610612762,21,14,2025-04-06T22:23:45Z,830000,False,,,0,,V. Krejčí kicked ball VIOLATION,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,1629178.0,,,,,,
