actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
82,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,out,[],1630168,,,1610612754,19,13,2025-03-09T00:54:53Z,810000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,out,[],1631243,,,1610612754,19,13,2025-03-09T00:54:53Z,820000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,19,13,2025-03-09T00:54:53Z,830000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,out,[],204456,,,1610612754,19,13,2025-03-09T00:54:53Z,840000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,in,[],1627777,,,1610612754,19,13,2025-03-09T00:54:53Z,850000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,in,[],203991,,,1610612754,19,13,2025-03-09T00:54:53Z,860000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,19,13,2025-03-09T00:54:53Z,870000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M58.00S,2025-03-09T00:53:06.3Z,1,REGULAR,substitution,in,[],1629614,,,1610612754,19,13,2025-03-09T00:54:53Z,880000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M37.00S,2025-03-09T00:55:30.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,65.78515111695138,41.17647058823529,1610612754,19,13,2025-03-09T00:55:37Z,890000,False,-44.0,269.0,1,right,MISS M. Turner 27' step back 3PT,[1626167],1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,27.27,Missed,,,,,,,,,,,,,,,,
91,PT05M33.00S,2025-03-09T00:55:33.2Z,1,REGULAR,rebound,defensive,[],1627777,,,1610612737,19,13,2025-03-09T00:55:33Z,900000,False,,,0,,G. Niang REBOUND (Off:0 Def:1),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,
92,PT05M29.00S,2025-03-09T00:55:39.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,9.543363994743759,58.57843137254902,1610612737,19,13,2025-03-09T00:55:52Z,910000,False,-43.0,37.0,1,left,MISS Z. Risacher driving Layup - blocked,"[1642258, 1626167]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,5.68,Missed,,,,,,,,,,,Turner,1626167.0,,,,
93,PT05M29.00S,2025-03-09T00:55:39.7Z,1,REGULAR,block,,[],1626167,,,1610612737,19,13,2025-03-09T00:55:42Z,920000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
94,PT05M28.00S,2025-03-09T00:55:40.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,19,13,2025-03-09T00:55:52Z,930000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,92.0,,,,,,,,,,,
96,PT05M20.00S,2025-03-09T00:56:01.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,6.521024967148489,47.30392156862745,1610612737,21,13,2025-03-09T00:56:07Z,950000,False,13.0,9.0,1,left,Z. Risacher driving Layup (2 PTS),[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,1.61,Made,2.0,,,,,,,,,,,,,,,
101,PT05M02.00S,2025-03-09T00:56:27.4Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612754,21,13,2025-03-09T00:58:39Z,1000000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Toppin 2 FT),"[203991, 1630167]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,,,,,,,,1.0,0.0,Toppin,1630167.0
103,PT05M02.00S,2025-03-09T00:56:51.1Z,1,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,21,14,2025-03-09T00:58:42Z,1020000,False,,,0,,O. Toppin Free Throw 1 of 2 (1 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
104,PT05M02.00S,2025-03-09T00:56:52.9Z,1,REGULAR,substitution,out,[],1642258,,,1610612754,21,14,2025-03-09T00:56:58Z,1030000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M02.00S,2025-03-09T00:56:52.9Z,1,REGULAR,substitution,in,[],1629611,,,1610612754,21,14,2025-03-09T00:56:58Z,1040000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M02.00S,2025-03-09T00:56:52.9Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,21,14,2025-03-09T00:57:19Z,1050000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M02.00S,2025-03-09T00:56:52.9Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,21,14,2025-03-09T00:57:19Z,1060000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M02.00S,2025-03-09T00:56:51.1Z,1,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,21,15,2025-03-09T00:58:42Z,1070000,False,,,0,,O. Toppin Free Throw 2 of 2 (2 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
109,PT04M47.00S,2025-03-09T00:57:39.7Z,1,REGULAR,3pt,Jump Shot,[],1627747,31.488173455978973,59.55882352941176,1610612737,24,15,2025-03-09T00:57:45Z,1080000,False,-48.0,243.0,1,left,C. LeVert 24' 3PT  (5 PTS) (D. Daniels 1 AST),"[1627747, 1630700]",1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,24.81,Made,5.0,D. Daniels,1630700.0,1.0,,,,,,,,,,,,
111,PT04M31.00S,2025-03-09T00:57:55.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,67.49342969776609,66.66666666666666,1610612754,24,15,2025-03-09T00:58:02Z,1100000,False,83.0,253.0,1,right,MISS A. Nembhard 26' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,26.65,Missed,,,,,,,,,,,,,,,,
112,PT04M25.00S,2025-03-09T00:58:01.2Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612737,24,15,2025-03-09T00:58:02Z,1110000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,
113,PT04M02.00S,2025-03-09T00:58:24.0Z,1,REGULAR,2pt,Jump Shot,[],1629611,21.369908015768726,26.96078431372549,1610612737,26,15,2025-03-09T00:58:30Z,1120000,False,115.0,148.0,1,left,T. Mann 18' turnaround Jump Shot (2 PTS),[1629611],1610612737.0,ATL,turnaround,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,18.79,Made,2.0,,,,,,,,,,,,,,,
114,PT03M55.00S,2025-03-09T00:58:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,92.19776609724047,48.28431372549019,1610612754,26,17,2025-03-09T00:58:37Z,1130000,False,-9.0,21.0,1,right,O. Toppin cutting Layup (4 PTS) (A. Nembhard 3 AST),"[1630167, 1629614]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,2.25,Made,4.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,,
116,PT03M41.00S,2025-03-09T00:58:45.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203991,11.12023653088042,50.98039215686274,1610612737,28,17,2025-03-09T00:58:50Z,1150000,False,-5.0,52.0,1,left,C. Capela turnaround Hook (2 PTS) (D. Daniels 2 AST),"[203991, 1630700]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,5.22,Made,2.0,D. Daniels,1630700.0,2.0,,,,,,,,,,,,
118,PT03M27.00S,2025-03-09T00:58:59.6Z,1,REGULAR,3pt,Jump Shot,[],1626167,67.49342969776609,59.55882352941176,1610612754,28,17,2025-03-09T00:59:05Z,1170000,False,48.0,253.0,1,right,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,25.76,Missed,,,,,,,,,,,,,,,,
119,PT03M24.00S,2025-03-09T00:59:02.6Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612737,28,17,2025-03-09T00:59:05Z,1180000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,
120,PT03M18.00S,2025-03-09T00:59:08.6Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",203991,6.915243101182654,41.17647058823529,1610612737,30,17,2025-03-09T01:08:53Z,1190000,False,44.0,13.0,1,left,C. Capela turnaround Hook (4 PTS) (T. Mann 1 AST),"[203991, 1629611]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,4.58,Made,4.0,T. Mann,1629611.0,1.0,,,,,,,,,,,,
122,PT03M11.00S,2025-03-09T00:59:16.1Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,30,17,2025-03-09T00:59:22Z,1210000,False,,,0,,A. Nembhard bad pass TURNOVER (1 TO),"[1629614, 203991]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,Capela,203991.0,,,,,,
123,PT03M11.00S,2025-03-09T00:59:16.1Z,1,REGULAR,steal,,[],203991,,,1610612737,30,17,2025-03-09T01:31:48Z,1220000,False,,,0,,C. Capela STEAL (1 STL),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
124,PT03M04.00S,2025-03-09T00:59:27.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627747,28.991458607095925,21.07843137254902,1610612737,33,17,2025-03-09T01:10:55Z,1230000,False,145.0,220.0,1,left,C. LeVert 26' 3PT running pullup (8 PTS) (C. Capela 1 AST),"[1627747, 203991]",1610612737.0,ATL,running pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,26.33,Made,8.0,C. Capela,203991.0,1.0,,,,,,,,,,,,
126,PT03M04.00S,2025-03-09T00:59:32.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,33,17,2025-03-09T00:59:32Z,1250000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M04.00S,2025-03-09T01:00:33.9Z,1,REGULAR,substitution,out,[],1630700,,,1610612754,33,17,2025-03-09T01:00:50Z,1260000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M04.00S,2025-03-09T01:00:33.9Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,33,17,2025-03-09T01:00:50Z,1270000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M04.00S,2025-03-09T01:00:33.9Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,33,17,2025-03-09T01:00:50Z,1280000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M04.00S,2025-03-09T01:00:33.9Z,1,REGULAR,substitution,in,[],1629027,,,1610612754,33,17,2025-03-09T01:00:50Z,1290000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M04.00S,2025-03-09T01:00:33.9Z,1,REGULAR,substitution,in,[],1628418,,,1610612754,33,17,2025-03-09T01:00:50Z,1300000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M04.00S,2025-03-09T01:00:33.9Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,33,17,2025-03-09T01:00:50Z,1310000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M53.00S,2025-03-09T01:01:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.9862023653088,46.568627450980394,1610612754,33,17,2025-03-09T01:01:14Z,1320000,False,-17.0,13.0,1,right,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,2.18,Missed,,,,,,,,,,,,,,,,
134,PT02M50.00S,2025-03-09T01:01:11.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,33,17,2025-03-09T01:01:14Z,1330000,False,,,0,,C. Capela REBOUND (Off:0 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,
135,PT02M42.00S,2025-03-09T01:01:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,5.469776609724048,48.529411764705884,1610612737,35,17,2025-03-09T01:11:53Z,1340000,False,7.0,-1.0,1,left,C. Capela Layup (6 PTS) (T. Mann 2 AST),"[203991, 1629611]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,0.75,Made,6.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,
137,PT02M15.00S,2025-03-09T01:01:45.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628418,80.89684625492772,55.88235294117647,1610612754,35,17,2025-03-09T01:12:26Z,1360000,False,29.0,127.0,1,right,MISS T. Bryant 13' turnaround Shot,[1628418],1610612754.0,IND,turnaround,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,13.05,Missed,,,,,,,,,,,,,,,,
138,PT02M12.00S,2025-03-09T01:01:48.5Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,35,17,2025-03-09T01:12:26Z,1370000,False,,,0,,C. Capela REBOUND (Off:0 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,
139,PT01M52.00S,2025-03-09T01:02:11.9Z,1,REGULAR,3pt,Jump Shot,[],1629611,10.463206307490145,96.07843137254902,1610612737,35,17,2025-03-09T01:02:29Z,1380000,False,-230.0,46.0,1,left,MISS T. Mann step back 3PT - blocked,"[1629611, 1630167]",1610612737.0,ATL,step back,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,23.49,Missed,,,,,,,,,,,Toppin,1630167.0,,,,
140,PT01M52.00S,2025-03-09T01:02:11.9Z,1,REGULAR,block,,[],1630167,,,1610612737,35,17,2025-03-09T01:02:15Z,1390000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
141,PT01M51.00S,2025-03-09T01:02:12.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,35,17,2025-03-09T01:02:29Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,139.0,,,,,,,,,,,
142,PT01M51.00S,2025-03-09T01:02:17.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,35,17,2025-03-09T01:02:26Z,1410000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,,,,,,
143,PT01M51.00S,2025-03-09T01:02:30.6Z,1,REGULAR,substitution,out,[],1641716,,,1610612754,35,17,2025-03-09T01:02:38Z,1420000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M51.00S,2025-03-09T01:02:30.6Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,35,17,2025-03-09T01:02:38Z,1430000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M40.00S,2025-03-09T01:02:44.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631097,96.13994743758212,90.93137254901961,1610612754,35,17,2025-03-09T01:25:25Z,1440000,False,205.0,-16.0,1,right,MISS B. Mathurin 20' Jump Shot,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,,,20.53,Missed,,,,,,,,,,,,,,,,
146,PT01M37.00S,2025-03-09T01:02:47.9Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,35,17,2025-03-09T01:02:49Z,1450000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,
147,PT01M31.00S,2025-03-09T01:02:53.9Z,1,REGULAR,3pt,Jump Shot,[],1629611,13.354139290407357,3.1862745098039214,1610612737,35,17,2025-03-09T01:03:00Z,1460000,False,234.0,73.0,1,left,MISS T. Mann 24' 3PT,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,,,24.52,Missed,,,,,,,,,,,,,,,,
148,PT01M26.00S,2025-03-09T01:02:58.9Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,35,17,2025-03-09T01:03:00Z,1470000,False,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,,,,,,,147.0,3.0,2.0,1.0,,,,,,,,
149,PT01M26.00S,2025-03-09T01:02:58.9Z,1,REGULAR,turnover,bad pass,[],203991,,,1610612737,35,17,2025-03-09T01:03:05Z,1480000,False,,,0,,C. Capela bad pass TURNOVER (1 TO),"[203991, 1627783]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Right Center,,1.0,,,,,,,,,,,Siakam,1627783.0,,,,,,
150,PT01M26.00S,2025-03-09T01:02:58.9Z,1,REGULAR,steal,,[],1627783,,,1610612754,35,17,2025-03-09T01:03:01Z,1490000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
151,PT01M21.00S,2025-03-09T01:03:03.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630167,93.11760840998686,52.20588235294118,1610612754,35,17,2025-03-09T01:17:32Z,1500000,False,11.0,12.0,1,right,MISS O. Toppin running Layup - blocked,"[1630167, 1627747]",1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,1.64,Missed,,,,,,,,,,,LeVert,1627747.0,,,,
152,PT01M21.00S,2025-03-09T01:03:03.3Z,1,REGULAR,block,,[],1627747,,,1610612754,35,17,2025-03-09T01:03:06Z,1510000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT01M18.00S,2025-03-09T01:03:06.3Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,35,17,2025-03-09T01:03:12Z,1520000,False,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,151.0,1.0,0.0,1.0,,,,,,,,
154,PT01M15.00S,2025-03-09T01:03:09.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641767,80.1084099868594,8.333333333333332,1610612754,35,17,2025-03-09T01:03:15Z,1530000,False,-208.0,134.0,1,right,MISS B. Sheppard 24' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,24.79,Missed,,,,,,,,,,,,,,,,
155,PT01M15.00S,2025-03-09T01:03:09.1Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,35,17,2025-03-09T01:03:15Z,1540000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,
156,PT01M08.00S,2025-03-09T01:03:16.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627747,6.1268068331143235,49.50980392156863,1610612737,37,17,2025-03-09T01:03:31Z,1550000,False,2.0,5.0,1,left,C. LeVert running DUNK (10 PTS) (T. Young 2 AST),"[1627747, 1629027]",1610612737.0,ATL,running,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,0.57,Made,10.0,T. Young,1629027.0,2.0,,,,,,,,,,,,
158,PT00M55.20S,2025-03-09T01:03:32.2Z,1,REGULAR,foul,personal,['2freethrow'],203991,,,1610612754,37,17,2025-03-09T01:03:44Z,1570000,False,,,0,,C. Capela shooting personal FOUL (2 PF) (Mathurin 2 FT),"[203991, 1631097]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),8-16 Center,202901.0,,,,,,,,,,,,,,,,2.0,0.0,Mathurin,1631097.0
160,PT00M55.20S,2025-03-09T01:03:59.5Z,1,REGULAR,freethrow,1 of 2,[],1631097,,,1610612754,37,17,2025-03-09T01:04:26Z,1590000,False,,,0,,MISS B. Mathurin Free Throw 1 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
161,PT00M55.20S,2025-03-09T01:03:59.5Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,37,17,2025-03-09T01:04:26Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,
162,PT00M55.20S,2025-03-09T01:03:59.5Z,1,REGULAR,freethrow,2 of 2,[],1631097,,,1610612754,37,17,2025-03-09T01:04:26Z,1610000,False,,,0,,MISS B. Mathurin Free Throw 2 of 2,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
163,PT00M52.60S,2025-03-09T01:04:02.1Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,37,17,2025-03-09T01:04:26Z,1620000,False,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,162.0,4.0,3.0,1.0,,,,,,,,
164,PT00M33.70S,2025-03-09T01:04:40.6Z,1,REGULAR,3pt,Jump Shot,[],1627777,27.414586070959263,78.43137254901961,1610612737,37,17,2025-03-09T01:04:45Z,1630000,False,-142.0,205.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,24.97,Missed,,,,,,,,,,,,,,,,
165,PT00M30.50S,2025-03-09T01:04:43.8Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,37,17,2025-03-09T01:04:45Z,1640000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,
166,PT00M24.40S,2025-03-09T01:04:49.9Z,1,REGULAR,2pt,Jump Shot,[],1627783,86.28449408672799,31.372549019607842,1610612754,37,19,2025-03-09T01:04:59Z,1650000,False,-93.0,76.0,1,right,P. Siakam 12' pullup bank Jump Shot (2 PTS),[1627783],1610612754.0,IND,pullup bank,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,12.04,Made,2.0,,,,,,,,,,,,,,,
167,PT00M14.00S,2025-03-09T01:05:04.5Z,1,REGULAR,foul,personal,[],1641767,,,1610612737,37,19,2025-03-09T01:05:18Z,1660000,False,,,0,,B. Sheppard take personal FOUL (1 PF),"[1641767, 1629027]",1610612754.0,IND,take,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,101283.0,,,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0
