actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
250,PT05M31.00S,2025-03-05T01:18:58.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203507,5.469776609724048,50.73529411764706,1610612749,52,50,2025-03-05T01:19:01Z,2470000,False,-4.0,-1.0,1,left,G. Antetokounmpo DUNK (10 PTS) (K. Kuzma 2 AST),"[203507, 1628398]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,0.39,Made,,,,,10.0,,,K. Kuzma,1628398.0,2.0,,,,,,
252,PT05M06.00S,2025-03-05T01:19:23.6Z,2,REGULAR,3pt,Jump Shot,[],1629611,66.44218134034165,43.627450980392155,1610612737,55,50,2025-03-05T01:19:29Z,2490000,False,-32.0,263.0,1,right,T. Mann 26' 3PT step back (9 PTS) (D. Daniels 3 AST),"[1629611, 1630700]",1610612737.0,ATL,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,26.48,Made,,,,,9.0,,,D. Daniels,1630700.0,3.0,,,,,,
253,PT04M44.00S,2025-03-05T01:19:44.7Z,2,REGULAR,3pt,Jump Shot,[],1631260,5.995400788436268,96.56862745098039,1610612749,55,50,2025-03-05T01:19:49Z,2500000,False,-233.0,4.0,1,left,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Left Corner 3,24+ Left,,,23.28,Missed,,,,,,,,,,,,,,,,
254,PT04M41.00S,2025-03-05T01:19:47.7Z,2,REGULAR,rebound,defensive,[],1631243,,,1610612737,55,50,2025-03-05T01:19:49Z,2510000,False,,,0,,M. Gueye REBOUND (Off:1 Def:2),[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,,,,,253.0,3.0,2.0,1.0,,,,,,,,,,,,
255,PT04M34.00S,2025-03-05T01:19:58.0Z,2,REGULAR,foul,personal,['2freethrow'],203081,,,1610612737,55,50,2025-03-05T01:20:20Z,2520000,False,,,0,,D. Lillard shooting personal FOUL (2 PF) (Daniels 2 FT),"[203081, 1630700]",1610612749.0,MIL,shooting,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1628480.0,,,,,,,,,,,,,,2.0,0.0,Daniels,1630700.0,,
257,PT04M34.00S,2025-03-05T01:20:26.2Z,2,REGULAR,freethrow,1 of 2,[],1630700,,,1610612737,55,50,2025-03-05T01:20:46Z,2540000,False,,,0,,MISS D. Daniels Free Throw 1 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
258,PT04M34.00S,2025-03-05T01:20:26.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,55,50,2025-03-05T01:20:46Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,257.0,,,,,,,,,,,,,,,
259,PT04M34.00S,2025-03-05T01:20:28.4Z,2,REGULAR,substitution,out,[],1629611,,,1610612737,55,50,2025-03-05T01:20:39Z,2560000,False,,,0,,SUB out: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M34.00S,2025-03-05T01:20:28.4Z,2,REGULAR,substitution,out,[],1628398,,,1610612737,55,50,2025-03-05T01:20:39Z,2570000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M34.00S,2025-03-05T01:20:28.4Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,55,50,2025-03-05T01:20:39Z,2580000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M34.00S,2025-03-05T01:20:28.4Z,2,REGULAR,substitution,in,[],1629018,,,1610612737,55,50,2025-03-05T01:20:39Z,2590000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M34.00S,2025-03-05T01:20:26.2Z,2,REGULAR,freethrow,2 of 2,[],1630700,,,1610612737,55,50,2025-03-05T01:20:46Z,2600000,False,,,0,,MISS D. Daniels Free Throw 2 of 2,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
264,PT04M32.00S,2025-03-05T01:20:28.2Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,55,50,2025-03-05T01:20:46Z,2610000,False,,,0,,A. Green REBOUND (Off:0 Def:2),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,
265,PT04M23.00S,2025-03-05T01:20:56.1Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612749,55,50,2025-03-05T01:21:17Z,2620000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630168, 203507]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1628480.0,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
267,PT04M23.00S,2025-03-05T01:21:35.3Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,55,51,2025-03-05T01:21:35Z,2640000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,
268,PT04M23.00S,2025-03-05T01:22:00.1Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,55,52,2025-03-05T01:22:00Z,2650000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (12 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,
269,PT04M12.00S,2025-03-05T01:22:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.38042049934296,48.529411764705884,1610612737,57,52,2025-03-05T01:22:16Z,2660000,False,-7.0,10.0,1,right,O. Okongwu cutting Layup (2 PTS) (D. Daniels 4 AST),"[1630168, 1630700]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,1.22,Made,,,,,2.0,,,D. Daniels,1630700.0,4.0,,,,,,
271,PT04M01.00S,2025-03-05T01:22:22.6Z,2,REGULAR,2pt,Jump Shot,[],203507,8.09789750328515,73.77450980392157,1610612749,57,54,2025-03-05T01:22:27Z,2680000,False,-119.0,24.0,1,left,G. Antetokounmpo 12' pullup Jump Shot (14 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,12.12,Made,,,,,14.0,,,,,,,,,,,
272,PT03M51.00S,2025-03-05T01:22:33.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.51182654402102,50.73529411764706,1610612737,57,54,2025-03-05T01:22:39Z,2690000,False,4.0,8.0,1,right,MISS D. Daniels cutting Layup,[1630700],1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,0.93,Missed,,,,,,,,,,,,,,,,
273,PT03M50.00S,2025-03-05T01:22:34.1Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,57,54,2025-03-05T01:31:25Z,2700000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,272.0,2.0,1.0,1.0,,,,,,,,,,,,
274,PT03M49.00S,2025-03-05T01:22:37.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,94.40999984741211,50.0,1610612737,57,54,2025-03-05T01:31:30Z,2710000,False,0.0,0.0,1,right,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
275,PT03M47.00S,2025-03-05T01:22:39.1Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,57,54,2025-03-05T01:31:56Z,2720000,False,,,0,,B. Lopez REBOUND (Off:3 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,274.0,4.0,1.0,3.0,,,,,,,,,,,,
276,PT03M41.00S,2025-03-05T01:22:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,4.944152431011826,50.245098039215684,1610612749,57,56,2025-03-05T01:22:48Z,2730000,False,-1.0,-6.0,1,left,G. Trent Jr. cutting Layup (9 PTS) (G. Antetokounmpo 5 AST),"[1629018, 203507]",1610612749.0,MIL,cutting,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,0.61,Made,,,,,9.0,,,G. Antetokounmpo,203507.0,5.0,,,,,,
278,PT03M40.00S,2025-03-05T01:22:48.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,57,56,2025-03-05T01:22:48Z,2750000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M26.00S,2025-03-05T01:25:57.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,93.38042049934296,50.0,1610612737,59,56,2025-03-05T01:26:03Z,2760000,False,0.0,10.0,1,right,O. Okongwu alley-oop DUNK (4 PTS) (T. Young 4 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,0.97,Made,,,,,4.0,,,T. Young,1629027.0,4.0,,,,,,
281,PT03M12.00S,2025-03-05T01:26:11.2Z,2,REGULAR,3pt,Jump Shot,[],1631260,7.835085413929041,3.431372549019608,1610612749,59,59,2025-03-05T01:26:16Z,2780000,False,233.0,21.0,1,left,A. Green 3PT  (6 PTS) (G. Trent Jr. 2 AST),"[1631260, 1629018]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,23.38,Made,,,,,6.0,,,G. Trent Jr.,1629018.0,2.0,,,,,,
283,PT02M59.00S,2025-03-05T01:26:24.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,85.10183968462549,47.30392156862745,1610612737,61,59,2025-03-05T01:26:28Z,2800000,False,-13.0,88.0,1,right,O. Okongwu 8' driving floating Jump Shot (6 PTS) (T. Young 5 AST),"[1630168, 1629027]",1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,8.85,Made,,,,,6.0,,,T. Young,1629027.0,5.0,,,,,,
285,PT02M40.00S,2025-03-05T01:26:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201572,5.863994743758213,48.03921568627451,1610612749,61,59,2025-03-05T01:26:49Z,2820000,False,10.0,3.0,1,left,MISS B. Lopez driving Layup,[201572],1610612749.0,MIL,driving,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,1.01,Missed,,,,,,,,,,,,,,,,
286,PT02M39.00S,2025-03-05T01:26:46.3Z,2,REGULAR,rebound,offensive,[],201572,,,1610612749,61,59,2025-03-05T01:26:46Z,2830000,False,,,0,,B. Lopez REBOUND (Off:4 Def:1),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,285.0,5.0,1.0,4.0,,,,,,,,,,,,
287,PT02M39.00S,2025-03-05T01:26:47.1Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612749,61,59,2025-03-05T01:27:22Z,2840000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Lopez 2 FT),"[1630168, 201572]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2003.0,,,,,,,,,,,,,,2.0,0.0,Lopez,201572.0,,
289,PT02M39.00S,2025-03-05T01:27:23.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201572,,,1610612749,61,60,2025-03-05T01:27:23Z,2860000,False,,,0,,B. Lopez Free Throw 1 of 2 (5 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
290,PT02M39.00S,2025-03-05T01:27:25.4Z,2,REGULAR,substitution,out,[],1642258,,,1610612749,61,60,2025-03-05T01:27:32Z,2870000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT02M39.00S,2025-03-05T01:27:25.4Z,2,REGULAR,substitution,out,[],1631243,,,1610612749,61,60,2025-03-05T01:27:32Z,2880000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M39.00S,2025-03-05T01:27:25.4Z,2,REGULAR,substitution,in,[],1627747,,,1610612749,61,60,2025-03-05T01:27:32Z,2890000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M39.00S,2025-03-05T01:27:25.4Z,2,REGULAR,substitution,in,[],1627777,,,1610612749,61,60,2025-03-05T01:27:32Z,2900000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M39.00S,2025-03-05T01:27:45.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201572,,,1610612749,61,61,2025-03-05T01:27:45Z,2910000,False,,,0,,B. Lopez Free Throw 2 of 2 (6 PTS),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,
295,PT02M33.00S,2025-03-05T01:27:53.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,68.15045992115637,32.1078431372549,1610612737,64,61,2025-03-05T01:34:26Z,2920000,False,-89.0,247.0,1,right,T. Young 26' 3PT pullup (14 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,26.26,Made,,,,,14.0,,,,,,,,,,,
296,PT02M18.00S,2025-03-05T01:28:08.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201572,14.536793692509855,53.92156862745098,1610612749,64,61,2025-03-05T01:28:17Z,2930000,False,-20.0,84.0,1,left,MISS B. Lopez 8' turnaround Hook,[201572],1610612749.0,MIL,turnaround,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Center,,,8.64,Missed,,,,,,,,,,,,,,,,
297,PT02M14.00S,2025-03-05T01:28:12.1Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,64,61,2025-03-05T01:28:17Z,2940000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,296.0,3.0,2.0,1.0,,,,,,,,,,,,
298,PT01M57.00S,2025-03-05T01:28:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,89.43823915900131,42.8921568627451,1610612737,64,61,2025-03-05T01:35:34Z,2950000,False,-36.0,47.0,1,right,MISS D. Daniels driving finger roll Layup,[1630700],1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,5.87,Missed,,,,,,,,,,,,,,,,
299,PT01M53.00S,2025-03-05T01:28:33.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,64,61,2025-03-05T01:28:35Z,2960000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,,,,,298.0,6.0,5.0,1.0,,,,,,,,,,,,
300,PT01M46.00S,2025-03-05T01:28:39.8Z,2,REGULAR,3pt,Jump Shot,[],1629018,31.488173455978973,31.372549019607842,1610612749,64,61,2025-03-05T01:28:45Z,2970000,False,93.0,243.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,26.07,Missed,,,,,,,,,,,,,,,,
301,PT01M43.00S,2025-03-05T01:28:42.8Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612737,64,61,2025-03-05T01:28:45Z,2980000,False,,,0,,G. Niang REBOUND (Off:1 Def:2),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,,300.0,3.0,2.0,1.0,,,,,,,,,,,,
302,PT01M23.00S,2025-03-05T01:29:02.9Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,64,61,2025-03-05T01:29:08Z,2990000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 203081]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,Lillard,203081.0
303,PT01M23.00S,2025-03-05T01:29:02.9Z,2,REGULAR,steal,,[],203081,,,1610612749,64,61,2025-03-05T01:29:05Z,3000000,False,,,0,,D. Lillard STEAL (2 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
304,PT01M21.00S,2025-03-05T01:29:06.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203507,5.601182654402102,49.01960784313725,1610612749,64,63,2025-03-05T01:29:20Z,3010000,False,5.0,0.0,1,left,G. Antetokounmpo running Layup (16 PTS) (D. Lillard 3 AST),"[203507, 203081]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,0.49,Made,,,,,16.0,,,D. Lillard,203081.0,3.0,,,,,,
306,PT01M21.00S,2025-03-05T01:29:10.8Z,2,REGULAR,foul,personal,['1freethrow'],1627747,,,1610612749,64,63,2025-03-05T01:29:23Z,3030000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1627747, 203507]",1610612737.0,ATL,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,1628480.0,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
308,PT01M21.00S,2025-03-05T01:29:52.3Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203507,,,1610612749,64,64,2025-03-05T01:29:52Z,3050000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (17 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,
309,PT01M09.00S,2025-03-05T01:30:05.1Z,2,REGULAR,3pt,Jump Shot,[],1629027,67.09921156373193,45.83333333333333,1610612737,64,64,2025-03-05T01:30:11Z,3060000,False,-21.0,257.0,1,right,MISS T. Young 25' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,25.76,Missed,,,,,,,,,,,,,,,,
310,PT01M06.00S,2025-03-05T01:30:08.1Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,64,64,2025-03-05T01:30:11Z,3070000,False,,,0,,B. Lopez REBOUND (Off:4 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Center,,,,,309.0,6.0,2.0,4.0,,,,,,,,,,,,
311,PT00M58.50S,2025-03-05T01:30:16.4Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,64,64,2025-03-05T01:30:21Z,3080000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1630700]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,,,,,Daniels,1630700.0
312,PT00M58.50S,2025-03-05T01:30:16.4Z,2,REGULAR,steal,,[],1630700,,,1610612737,64,64,2025-03-05T01:30:18Z,3090000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
313,PT00M55.50S,2025-03-05T01:30:20.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,93.11760840998686,50.0,1610612737,66,64,2025-03-05T01:30:25Z,3100000,False,0.0,12.0,1,right,T. Young running Layup (16 PTS) (D. Daniels 5 AST),"[1629027, 1630700]",1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,1.22,Made,,,,,16.0,,,D. Daniels,1630700.0,5.0,,,,,,
315,PT00M50.80S,2025-03-05T01:30:26.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630700,,,1610612749,66,64,2025-03-05T01:31:01Z,3120000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630700, 203507]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,2003.0,,,,,,,,,,,,,,1.0,0.0,Antetokounmpo,203507.0,,
317,PT00M50.80S,2025-03-05T01:31:09.1Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,66,64,2025-03-05T01:31:09Z,3140000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
318,PT00M50.80S,2025-03-05T01:31:09.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,66,64,2025-03-05T01:31:09Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,317.0,,,,,,,,,,,,,,,
319,PT00M50.80S,2025-03-05T01:31:10.5Z,2,REGULAR,substitution,out,[],1630168,,,1610612749,66,64,2025-03-05T01:31:19Z,3160000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M50.80S,2025-03-05T01:31:10.5Z,2,REGULAR,substitution,in,[],203991,,,1610612749,66,64,2025-03-05T01:31:19Z,3170000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M50.80S,2025-03-05T01:31:10.5Z,2,REGULAR,substitution,out,[],1629018,,,1610612749,66,64,2025-03-05T01:33:21Z,3175000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M50.80S,2025-03-05T01:31:10.5Z,2,REGULAR,substitution,out,[],1631260,,,1610612749,66,64,2025-03-05T01:33:21Z,3177500,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M50.80S,2025-03-05T01:31:10.5Z,2,REGULAR,substitution,in,[],1627752,,,1610612749,66,64,2025-03-05T01:33:21Z,3178750,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M50.80S,2025-03-05T01:31:10.5Z,2,REGULAR,substitution,in,[],1628398,,,1610612749,66,64,2025-03-05T01:33:21Z,3179375,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M50.80S,2025-03-05T01:31:09.1Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,66,64,2025-03-05T01:31:41Z,3180000,False,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
322,PT00M49.50S,2025-03-05T01:31:10.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,66,64,2025-03-05T01:31:41Z,3190000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,,
324,PT00M38.60S,2025-03-05T01:31:55.3Z,2,REGULAR,2pt,Jump Shot,[],1629027,85.75886990801577,30.14705882352941,1610612737,66,64,2025-03-05T01:32:02Z,3210000,False,-99.0,81.0,1,right,MISS T. Young 12' driving floating bank Shot,[1629027],1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,12.84,Missed,,,,,,,,,,,,,,,,
325,PT00M34.40S,2025-03-05T01:31:59.5Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612749,66,64,2025-03-05T01:38:52Z,3220000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Mid-Range,8-16 Left,,,,,324.0,1.0,1.0,0.0,,,,,,,,,,,,
326,PT00M30.70S,2025-03-05T01:32:03.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203081,5.601182654402102,47.549019607843135,1610612749,66,66,2025-03-05T01:39:04Z,3230000,False,12.0,0.0,1,left,D. Lillard running Layup (14 PTS),[203081],1610612749.0,MIL,running,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,1.23,Made,,,,,14.0,,,,,,,,,,,
327,PT00M22.50S,2025-03-05T01:32:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203991,93.24901445466492,48.529411764705884,1610612737,66,66,2025-03-05T01:32:22Z,3240000,False,-7.0,11.0,1,right,MISS C. Capela cutting Layup,[203991],1610612737.0,ATL,cutting,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,1.33,Missed,,,,,,,,,,,,,,,,
328,PT00M20.20S,2025-03-05T01:32:15.4Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,66,66,2025-03-05T01:39:31Z,3250000,False,,,0,,B. Lopez REBOUND (Off:4 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,327.0,7.0,3.0,4.0,,,,,,,,,,,,
