actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
339,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612737,64,56,2025-01-15T01:49:26Z,3370000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-01-15T01:48:45.8Z,3,REGULAR,substitution,in,['startperiod'],1626145,,,1610612737,64,56,2025-01-15T01:49:26Z,3380000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-01-15T01:49:29.2Z,3,REGULAR,period,start,[],0,,,1610612756,64,56,2025-01-15T01:49:29Z,3390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT11M48.00S,2025-01-15T01:49:45.5Z,3,REGULAR,foul,personal,[],1642258,,,1610612756,64,56,2025-01-15T01:49:52Z,3400000,False,,,0,,Z. Risacher personal FOUL (2 PF),"[1642258, 201142]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Durant,201142.0
344,PT11M41.00S,2025-01-15T01:50:06.9Z,3,REGULAR,3pt,Jump Shot,[],1626164,29.6484888304862,70.34313725490196,1610612756,64,59,2025-01-15T01:50:13Z,3420000,False,-102.0,226.0,1,left,D. Booker 24' 3PT  (18 PTS) (K. Durant 3 AST),"[1626164, 201142]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,24.8,Made,18.0,,,,,K. Durant,201142.0,3.0,,,,,,,,,,
346,PT11M21.00S,2025-01-15T01:50:26.2Z,3,REGULAR,3pt,Jump Shot,[],1630249,87.99277266754271,96.56862745098039,1610612737,67,59,2025-01-15T01:50:33Z,3440000,False,233.0,60.0,1,right,V. Krejčí 24' 3PT  (9 PTS) (D. Daniels 2 AST),"[1630249, 1630700]",1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,24.05,Made,9.0,,,,,D. Daniels,1630700.0,2.0,,,,,,,,,,
348,PT11M07.00S,2025-01-15T01:50:40.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642346,5.338370565045992,49.50980392156863,1610612756,67,61,2025-01-15T01:50:45Z,3460000,False,2.0,-2.0,1,left,R. Dunn cutting DUNK (11 PTS) (M. Plumlee 3 AST),"[1642346, 203486]",1610612756.0,PHX,cutting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,0.34,Made,11.0,,,,,M. Plumlee,203486.0,3.0,,,,,,,,,,
350,PT10M45.00S,2025-01-15T01:51:02.3Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,67,61,2025-01-15T01:51:08Z,3480000,False,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 201142]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,3.0,Durant,201142.0,,,,
351,PT10M45.00S,2025-01-15T01:51:02.3Z,3,REGULAR,steal,,[],201142,,,1610612756,67,61,2025-01-15T01:51:04Z,3490000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
352,PT10M36.00S,2025-01-15T01:51:11.9Z,3,REGULAR,foul,personal,['3freethrow'],1629027,,,1610612756,67,61,2025-01-15T01:51:35Z,3500000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Dunn 3 FT),"[1629027, 1642346]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Dunn,1642346.0
354,PT10M36.00S,2025-01-15T01:51:39.7Z,3,REGULAR,freethrow,1 of 3,['fromturnover'],1642346,,,1610612756,67,61,2025-01-15T01:51:39Z,3520000,False,,,0,,MISS R. Dunn Free Throw 1 of 3,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
355,PT10M36.00S,2025-01-15T01:51:39.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,67,61,2025-01-15T01:51:39Z,3530000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,
356,PT10M36.00S,2025-01-15T01:51:52.6Z,3,REGULAR,freethrow,2 of 3,['fromturnover'],1642346,,,1610612756,67,61,2025-01-15T01:51:52Z,3540000,False,,,0,,MISS R. Dunn Free Throw 2 of 3,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
357,PT10M36.00S,2025-01-15T01:51:52.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,67,61,2025-01-15T01:51:52Z,3550000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,
358,PT10M36.00S,2025-01-15T01:52:06.2Z,3,REGULAR,freethrow,3 of 3,['fromturnover'],1642346,,,1610612756,67,62,2025-01-15T01:52:06Z,3560000,False,,,0,,R. Dunn Free Throw 3 of 3 (12 PTS),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
359,PT10M25.00S,2025-01-15T01:52:22.7Z,3,REGULAR,foul,personal,[],1642346,,,1610612737,67,62,2025-01-15T01:52:29Z,3570000,False,,,0,,R. Dunn personal FOUL (2 PF),"[1642346, 1629027]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627526.0,,,,2.0,0.0,Young,1629027.0
361,PT10M15.00S,2025-01-15T01:52:46.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,85.3646517739816,59.31372549019608,1610612737,69,62,2025-01-15T01:52:55Z,3590000,False,47.0,85.0,1,right,D. Daniels 9' driving floating bank Jump Shot (6 PTS) (T. Young 5 AST),"[1630700, 1629027]",1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,9.7,Made,6.0,,,,,T. Young,1629027.0,5.0,,,,,,,,,,
363,PT09M56.00S,2025-01-15T01:53:04.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,15.325229960578188,52.94117647058824,1610612756,69,64,2025-01-15T01:54:40Z,3610000,False,-15.0,92.0,1,left,T. Jones 9' step back Jump Shot (4 PTS),[1626145],1610612756.0,PHX,step back,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,9.28,Made,4.0,,,,,,,,,,,,,,,,,
364,PT09M39.00S,2025-01-15T01:53:22.1Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,69,64,2025-01-15T01:53:30Z,3620000,False,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1626164]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,4.0,Booker,1626164.0,,,,
365,PT09M39.00S,2025-01-15T01:53:22.1Z,3,REGULAR,steal,,[],1626164,,,1610612756,69,64,2025-01-15T01:56:55Z,3630000,False,,,0,,D. Booker STEAL (2 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
366,PT09M32.00S,2025-01-15T01:53:28.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642346,6.652431011826544,46.81372549019608,1610612756,69,66,2025-01-15T01:53:34Z,3640000,False,16.0,10.0,1,left,R. Dunn running Layup (14 PTS) (T. Jones 4 AST),"[1642346, 1626145]",1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,1.88,Made,14.0,,,,,T. Jones,1626145.0,4.0,,,,,,,,,,
368,PT09M19.00S,2025-01-15T01:53:41.0Z,3,REGULAR,3pt,Jump Shot,[],1630700,73.53810775295663,82.1078431372549,1610612737,69,66,2025-01-15T01:53:48Z,3660000,False,161.0,196.0,1,right,MISS D. Daniels 25' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,,,,,,,,,,,,,,,,,
369,PT09M18.00S,2025-01-15T01:53:42.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612737,69,66,2025-01-15T01:53:48Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,368.0,,,,,,,,,,,,,,,,
371,PT09M15.00S,2025-01-15T01:54:01.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642258,96.27135348226018,95.58823529411765,1610612737,69,66,2025-01-15T01:54:09Z,3690000,False,228.0,-17.0,1,right,MISS Z. Risacher 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,22.86,Missed,,,,,,,,,,,,,,,,,,
372,PT09M12.00S,2025-01-15T01:54:04.1Z,3,REGULAR,rebound,defensive,[],203486,,,1610612756,69,66,2025-01-15T01:54:04Z,3700000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,371.0,3.0,3.0,0.0,,,,,,,,,,,,,
373,PT09M08.00S,2025-01-15T01:54:08.2Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1642346,19.793035479632064,15.931372549019606,1610612756,69,66,2025-01-15T01:56:33Z,3710000,False,170.0,134.0,1,left,MISS R. Dunn 21' running Shot,[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Mid-Range,16-24 Right Center,21.65,Missed,,,,,,,,,,,,,,,,,,
374,PT09M04.00S,2025-01-15T01:54:12.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,69,66,2025-01-15T01:54:17Z,3720000,False,,,0,,C. Capela REBOUND (Off:0 Def:7),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Mid-Range,16-24 Right Center,,,,373.0,7.0,7.0,0.0,,,,,,,,,,,,,
375,PT08M59.00S,2025-01-15T01:54:21.6Z,3,REGULAR,turnover,lost ball,[],1630700,,,1610612737,69,66,2025-01-15T02:07:07Z,3730000,False,,,0,,D. Daniels lost ball TURNOVER (1 TO),"[1630700, 1626164]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,1.0,Booker,1626164.0,,,,
436,PT08M59.00S,2025-01-15T01:54:21.6Z,3,REGULAR,steal,,[],1626164,,,1610612756,69,66,2025-01-15T02:07:07Z,3735000,False,,,0,,D. Booker STEAL (3 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
376,PT08M47.00S,2025-01-15T01:54:47.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201142,4.28712220762155,51.470588235294116,1610612756,69,68,2025-01-15T01:54:54Z,3740000,False,-7.0,-12.0,1,left,K. Durant driving DUNK (15 PTS) (D. Booker 2 AST),"[201142, 1626164]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.43,Made,15.0,,,,,D. Booker,1626164.0,2.0,,,,,,,,,,
378,PT08M47.00S,2025-01-15T01:54:51.3Z,3,REGULAR,foul,personal,['1freethrow'],1642258,,,1610612756,69,68,2025-01-15T01:55:09Z,3760000,False,,,0,,Z. Risacher shooting personal FOUL (3 PF) (Durant 1 FT),"[1642258, 201142]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627526.0,,,,3.0,0.0,Durant,201142.0
380,PT08M47.00S,2025-01-15T01:55:12.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],201142,,,1610612756,69,69,2025-01-15T01:55:12Z,3780000,False,,,0,,K. Durant Free Throw 1 of 1 (16 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
381,PT08M31.00S,2025-01-15T01:55:37.0Z,3,REGULAR,turnover,offensive goaltending,[],1642258,,,1610612737,69,69,2025-01-15T01:55:49Z,3790000,False,,,0,,Z. Risacher offensive goaltending TURNOVER (2 TO),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627526.0,2.0,,,,,,
382,PT08M16.00S,2025-01-15T01:56:02.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,15.982260183968464,43.872549019607845,1610612756,69,71,2025-01-15T01:56:08Z,3800000,False,31.0,98.0,1,left,K. Durant 10' turnaround fadeaway Jump Shot (18 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,18.0,,,,,,,,,,,,,,,,,
383,PT08M16.00S,2025-01-15T01:56:08.6Z,3,REGULAR,foul,personal,['1freethrow'],1642258,,,1610612756,69,71,2025-01-15T01:56:34Z,3810000,False,,,0,,Z. Risacher shooting personal FOUL (4 PF) (Durant 1 FT),"[1642258, 201142]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201638.0,,,,4.0,0.0,Durant,201142.0
386,PT08M16.00S,2025-01-15T01:56:22.5Z,3,REGULAR,substitution,in,[],1631223,,,1610612756,69,71,2025-01-15T01:56:26Z,3840000,False,,,0,,SUB in: D. Roddy,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT08M16.00S,2025-01-15T01:56:22.5Z,3,REGULAR,substitution,out,[],1642258,,,1610612756,69,71,2025-01-15T01:56:44Z,3850000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M16.00S,2025-01-15T01:56:45.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],201142,,,1610612756,69,72,2025-01-15T01:56:45Z,3860000,False,,,0,,K. Durant Free Throw 1 of 1 (19 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
389,PT07M53.00S,2025-01-15T01:57:10.0Z,3,REGULAR,foul,personal,['2freethrow'],203486,,,1610612737,69,72,2025-01-15T01:57:34Z,3870000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Capela 2 FT),"[203486, 203991]",1610612756.0,PHX,shooting,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201638.0,,,,1.0,1.0,Capela,203991.0
391,PT07M53.00S,2025-01-15T01:57:37.7Z,3,REGULAR,freethrow,1 of 2,[],203991,,,1610612737,69,72,2025-01-15T01:57:37Z,3890000,False,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
392,PT07M53.00S,2025-01-15T01:57:37.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,69,72,2025-01-15T01:57:37Z,3900000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,391.0,,,,,,,,,,,,,,,,
393,PT07M53.00S,2025-01-15T01:57:57.5Z,3,REGULAR,freethrow,2 of 2,[],203991,,,1610612737,70,72,2025-01-15T01:57:57Z,3910000,False,,,0,,C. Capela Free Throw 2 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
394,PT07M33.00S,2025-01-15T01:58:18.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,16.90210249671485,58.57843137254902,1610612756,70,74,2025-01-15T02:03:51Z,3920000,False,-43.0,106.0,1,left,K. Durant 11' fadeaway Jump Shot (21 PTS),[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,11.47,Made,21.0,,,,,,,,,,,,,,,,,
396,PT07M21.00S,2025-01-15T01:58:44.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,70,74,2025-01-15T01:58:44Z,3940000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M21.00S,2025-01-15T02:00:41.1Z,3,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,70,74,2025-01-15T02:00:51Z,3960000,False,,,0,,T. Young lost ball out-of-bounds TURNOVER (5 TO),[1629027],1610612737.0,ATL,lost ball,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1626300.0,5.0,,,,,,
399,PT07M07.00S,2025-01-15T02:01:59.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201142,12.828515111695138,73.52941176470588,1610612756,70,76,2025-01-15T02:02:05Z,3970000,False,-118.0,68.0,1,left,K. Durant 13' fadeaway Jump Shot (23 PTS),[201142],1610612756.0,PHX,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,13.59,Made,23.0,,,,,,,,,,,,,,,,,
400,PT06M52.00S,2025-01-15T02:02:13.2Z,3,REGULAR,3pt,Jump Shot,[],1629027,70.90998685939553,21.323529411764707,1610612737,70,76,2025-01-15T02:02:18Z,3980000,False,-143.0,221.0,1,right,MISS T. Young 26' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
401,PT06M50.00S,2025-01-15T02:02:16.3Z,3,REGULAR,rebound,offensive,[],1630700,,,1610612737,70,76,2025-01-15T02:02:16Z,3990000,False,,,0,,D. Daniels REBOUND (Off:1 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,400.0,1.0,0.0,1.0,,,,,,,,,,,,,
402,PT06M38.00S,2025-01-15T02:02:31.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629027,90.88370565045992,29.65686274509804,1610612737,72,76,2025-01-15T02:02:36Z,4000000,False,-102.0,33.0,1,right,T. Young 10' driving floating Jump Shot (22 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Left,10.7,Made,22.0,,,,,,,,,,,,,,,,,
403,PT06M38.00S,2025-01-15T02:02:34.6Z,3,REGULAR,foul,personal,['1freethrow'],1642346,,,1610612737,72,76,2025-01-15T02:03:16Z,4010000,False,,,0,,R. Dunn shooting personal FOUL (3 PF) (Young 1 FT),"[1642346, 1629027]",1610612756.0,PHX,shooting,,,Dunn,R. Dunn,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1626300.0,,,,3.0,0.0,Young,1629027.0
405,PT06M38.00S,2025-01-15T02:02:58.7Z,3,REGULAR,substitution,out,[],203991,,,1610612737,72,76,2025-01-15T02:03:09Z,4030000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M38.00S,2025-01-15T02:02:58.7Z,3,REGULAR,substitution,out,[],1642346,,,1610612737,72,76,2025-01-15T02:03:09Z,4040000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M38.00S,2025-01-15T02:02:58.7Z,3,REGULAR,substitution,in,[],1630168,,,1610612737,72,76,2025-01-15T02:03:09Z,4050000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M38.00S,2025-01-15T02:02:58.7Z,3,REGULAR,substitution,in,[],203078,,,1610612737,72,76,2025-01-15T02:03:09Z,4060000,False,,,0,,SUB in: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M38.00S,2025-01-15T02:03:21.4Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1629027,,,1610612737,72,76,2025-01-15T02:03:24Z,4070000,False,,,0,,MISS T. Young Free Throw 1 of 1,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
410,PT06M36.00S,2025-01-15T02:03:23.4Z,3,REGULAR,rebound,defensive,[],203486,,,1610612756,72,76,2025-01-15T02:03:24Z,4080000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:4),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,409.0,4.0,4.0,0.0,,,,,,,,,,,,,
411,PT06M12.00S,2025-01-15T02:03:45.9Z,3,REGULAR,turnover,lost ball,[],203486,,,1610612756,72,76,2025-01-15T02:03:50Z,4090000,False,,,0,,M. Plumlee lost ball TURNOVER (1 TO),"[203486, 1630168]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,Okongwu,1630168.0,,,,
412,PT06M12.00S,2025-01-15T02:03:45.9Z,3,REGULAR,steal,,[],1630168,,,1610612737,72,76,2025-01-15T02:03:47Z,4100000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
413,PT06M08.00S,2025-01-15T02:03:49.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629027,69.33311432325887,67.40196078431373,1610612737,72,76,2025-01-15T02:07:37Z,4110000,False,87.0,236.0,1,right,MISS T. Young 25' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,25.13,Missed,,,,,,,,,,,,,,,,,,
414,PT06M06.00S,2025-01-15T02:03:51.7Z,3,REGULAR,rebound,offensive,[],1631223,,,1610612737,72,76,2025-01-15T02:07:37Z,4120000,False,,,0,,D. Roddy REBOUND (Off:1 Def:2),[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,413.0,3.0,2.0,1.0,,,,,,,,,,,,,
415,PT06M03.00S,2025-01-15T02:03:54.9Z,3,REGULAR,turnover,bad pass,[],1631223,,,1610612737,72,76,2025-01-15T02:04:00Z,4130000,False,,,0,,D. Roddy bad pass TURNOVER (1 TO),"[1631223, 201142]",1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,Durant,201142.0,,,,
416,PT06M03.00S,2025-01-15T02:03:54.9Z,3,REGULAR,steal,,[],201142,,,1610612756,72,76,2025-01-15T02:15:48Z,4140000,False,,,0,,K. Durant STEAL (2 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
417,PT05M58.00S,2025-01-15T02:04:00.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626164,26.62614980289093,18.872549019607842,1610612756,72,79,2025-01-15T02:04:05Z,4150000,False,156.0,198.0,1,left,D. Booker 25' 3PT step back (21 PTS) (T. Jones 5 AST),"[1626164, 1626145]",1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.17,Made,21.0,,,,,T. Jones,1626145.0,5.0,,,,,,,,,,
419,PT05M53.00S,2025-01-15T02:04:08.0Z,3,REGULAR,foul,personal,['1freethrow'],1626145,,,1610612737,72,79,2025-01-15T02:04:46Z,4170000,False,,,0,,T. Jones transition take personal FOUL (1 PF) (Young 1 FT),"[1626145, 1629027]",1610612756.0,PHX,transition take,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Young,1629027.0
421,PT05M53.00S,2025-01-15T02:04:47.3Z,3,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,73,79,2025-01-15T02:04:47Z,4190000,False,,,0,,T. Young transition take Free Throw 1 of 1 (23 PTS),[1629027],1610612737.0,ATL,transition take,,,Young,T. Young,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
422,PT05M53.00S,2025-01-15T02:04:48.4Z,3,REGULAR,substitution,out,[],1630249,,,1610612756,73,79,2025-01-15T02:05:26Z,4200000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M53.00S,2025-01-15T02:04:48.4Z,3,REGULAR,substitution,out,[],203078,,,1610612756,73,79,2025-01-15T02:05:26Z,4210000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M53.00S,2025-01-15T02:04:48.4Z,3,REGULAR,substitution,in,[],203992,,,1610612756,73,79,2025-01-15T02:05:26Z,4220000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M53.00S,2025-01-15T02:04:48.4Z,3,REGULAR,substitution,in,[],1628960,,,1610612756,73,79,2025-01-15T02:05:26Z,4230000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M45.00S,2025-01-15T02:05:23.1Z,3,REGULAR,3pt,Jump Shot,[],1631223,96.00854139290408,96.32352941176471,1610612737,73,79,2025-01-15T02:05:28Z,4240000,False,232.0,-15.0,1,right,MISS D. Roddy 3PT,[1631223],1610612737.0,ATL,,,,Roddy,D. Roddy,,,,,Right Corner 3,24+ Right,23.21,Missed,,,,,,,,,,,,,,,,,,
427,PT05M42.00S,2025-01-15T02:05:26.1Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,73,79,2025-01-15T02:05:28Z,4250000,False,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,426.0,5.0,4.0,1.0,,,,,,,,,,,,,
