actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
175,PT00M00.00S,2025-01-24T01:09:50.6Z,1,REGULAR,period,end,[],0,,,1610612737,25,35,2025-01-24T01:09:50Z,1750000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-01-24T01:12:41.2Z,2,REGULAR,period,start,[],0,,,1610612737,25,35,2025-01-24T01:12:45Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M45.00S,2025-01-24T01:12:55.3Z,2,REGULAR,turnover,bad pass,[],203992,,,1610612737,25,35,2025-01-24T01:13:00Z,1770000,False,,,0,,B. Bogdanović bad pass TURNOVER (3 TO),"[203992, 203482]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,,,3.0,Olynyk,203482.0,,,,,,,,,,
178,PT11M45.00S,2025-01-24T01:12:55.3Z,2,REGULAR,steal,,[],203482,,,1610612761,25,35,2025-01-24T01:12:57Z,1780000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT11M33.00S,2025-01-24T01:13:07.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628971,87.86136662286465,50.245098039215684,1610612761,25,37,2025-01-24T01:13:20Z,1790000,False,1.0,62.0,1,right,B. Brown 6' floating Jump Shot (9 PTS) (K. Olynyk 2 AST),"[1628971, 203482]",1610612761.0,TOR,floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,9.0,,,,6.16,K. Olynyk,203482.0,2.0,,,,,,
333,PT11M25.00S,2025-01-24T01:13:14.8Z,2,REGULAR,turnover,lost ball,[],1629631,,,1610612737,25,37,2025-01-24T01:34:53Z,1820000,False,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 1628449]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Boucher,1628449.0,,,,,,,,,,
334,PT11M25.00S,2025-01-24T01:13:14.8Z,2,REGULAR,steal,,[],1628449,,,1610612761,25,37,2025-01-24T01:34:53Z,1830000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
184,PT11M18.00S,2025-01-24T01:13:22.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630567,92.9862023653088,48.77450980392157,1610612761,25,39,2025-01-24T01:34:53Z,1840000,False,-6.0,13.0,1,right,S. Barnes running alley-oop DUNK (6 PTS) (B. Brown 3 AST),"[1630567, 1628971]",1610612761.0,TOR,running alley-oop,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,1.47,B. Brown,1628971.0,3.0,,,,,,
186,PT11M07.00S,2025-01-24T01:13:32.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,5.338370565045992,57.84313725490197,1610612737,27,39,2025-01-24T01:13:38Z,1860000,False,-39.0,-2.0,1,left,J. Johnson driving Layup (3 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,,,,3.93,,,,,,,,,
187,PT10M50.00S,2025-01-24T01:13:52.5Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612761,27,39,2025-01-24T01:14:16Z,1870000,False,,,0,,J. Johnson shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630552, 1630567]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,2003.0,2.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,
189,PT10M50.00S,2025-01-24T01:14:18.6Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,27,39,2025-01-24T01:14:18Z,1890000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
190,PT10M50.00S,2025-01-24T01:14:18.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,27,39,2025-01-24T01:14:18Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,,,,,
191,PT10M50.00S,2025-01-24T01:14:19.5Z,2,REGULAR,substitution,out,[],1630552,,,1610612761,27,39,2025-01-24T01:14:28Z,1910000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M50.00S,2025-01-24T01:14:19.5Z,2,REGULAR,substitution,out,[],1628971,,,1610612761,27,39,2025-01-24T01:14:28Z,1920000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M50.00S,2025-01-24T01:14:19.5Z,2,REGULAR,substitution,in,[],1629726,,,1610612761,27,39,2025-01-24T01:14:28Z,1930000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M50.00S,2025-01-24T01:14:19.5Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,27,39,2025-01-24T01:14:28Z,1940000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M50.00S,2025-01-24T01:14:37.0Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,27,40,2025-01-24T01:14:37Z,1950000,False,,,0,,S. Barnes Free Throw 2 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
196,PT10M40.00S,2025-01-24T01:14:48.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,18.2161629434954,39.21568627450981,1610612737,27,40,2025-01-24T01:14:56Z,1960000,False,54.0,119.0,1,left,MISS T. Young 13' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,13.04,,,,,,,,,
197,PT10M36.00S,2025-01-24T01:14:51.0Z,2,REGULAR,rebound,defensive,[],1641711,,,1610612761,27,40,2025-01-24T01:14:51Z,1970000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,196.0,1.0,1.0,0.0,,
198,PT10M25.00S,2025-01-24T01:15:01.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,87.46714848883047,48.77450980392157,1610612761,27,42,2025-01-24T01:15:11Z,1980000,False,-6.0,65.0,1,right,K. Olynyk 6' driving floating Jump Shot (4 PTS),[203482],1610612761.0,TOR,driving floating,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,,,,6.56,,,,,,,,,
199,PT10M14.00S,2025-01-24T01:15:15.6Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612737,27,42,2025-01-24T01:16:04Z,1990000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Young 2 FT),"[1630558, 1629027]",1610612761.0,TOR,shooting,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,202058.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
201,PT10M14.00S,2025-01-24T01:15:40.0Z,2,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,27,42,2025-01-24T01:16:11Z,2010000,False,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
202,PT10M14.00S,2025-01-24T01:15:40.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612737,27,42,2025-01-24T01:16:11Z,2020000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,
203,PT10M14.00S,2025-01-24T01:15:40.9Z,2,REGULAR,substitution,out,[],1629631,,,1610612737,27,42,2025-01-24T01:15:45Z,2030000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M14.00S,2025-01-24T01:15:40.9Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,27,42,2025-01-24T01:15:45Z,2040000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M14.00S,2025-01-24T01:15:40.0Z,2,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,27,42,2025-01-24T01:16:11Z,2050000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
207,PT10M13.00S,2025-01-24T01:15:41.0Z,2,REGULAR,rebound,defensive,[],203482,,,1610612761,27,42,2025-01-24T01:16:32Z,2070000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,205.0,2.0,2.0,0.0,,
208,PT10M02.00S,2025-01-24T01:16:14.2Z,2,REGULAR,3pt,Jump Shot,[],1641711,69.85873850197109,72.79411764705883,1610612761,27,42,2025-01-24T01:16:20Z,2080000,False,114.0,231.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.74,,,,,,,,,
209,PT09M56.00S,2025-01-24T01:16:20.2Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,27,42,2025-01-24T01:16:20Z,2090000,False,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,208.0,1.0,0.0,1.0,,
210,PT09M56.00S,2025-01-24T01:16:19.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,94.40999984741211,50.0,1610612761,27,44,2025-01-24T01:16:19Z,2100000,False,0.0,0.0,1,right,C. Boucher tip DUNK (2 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,,,,0.0,,,,,,,,,
211,PT09M41.00S,2025-01-24T01:16:34.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631230,5.732588699080158,49.50980392156863,1610612737,29,44,2025-01-24T01:16:40Z,2110000,False,2.0,1.0,1,left,D. Barlow cutting Layup (6 PTS) (T. Young 4 AST),"[1631230, 1629027]",1610612737.0,ATL,cutting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,0.29,T. Young,1629027.0,4.0,,,,,,
213,PT09M27.00S,2025-01-24T01:16:49.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.38042049934296,48.03921568627451,1610612761,29,46,2025-01-24T01:16:54Z,2130000,False,-10.0,10.0,1,right,C. Boucher Layup (4 PTS) (K. Olynyk 3 AST),"[1628449, 203482]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,1.38,K. Olynyk,203482.0,3.0,,,,,,
215,PT09M11.00S,2025-01-24T01:17:04.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,10.988830486202366,49.754901960784316,1610612737,31,46,2025-01-24T01:17:10Z,2150000,False,1.0,51.0,1,left,D. Daniels floating Jump Shot (5 PTS) (T. Young 5 AST),"[1630700, 1629027]",1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,5.0,,,,5.08,T. Young,1629027.0,5.0,,,,,,
217,PT08M49.00S,2025-01-24T01:17:26.2Z,2,REGULAR,2pt,Jump Shot,[],203482,91.67214191852825,69.6078431372549,1610612761,31,48,2025-01-24T01:17:32Z,2170000,False,98.0,26.0,1,right,K. Olynyk 10' turnaround fadeaway Jump Shot (6 PTS),[203482],1610612761.0,TOR,turnaround fadeaway,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Right,,,,,,Made,6.0,,,,10.13,,,,,,,,,
218,PT08M37.00S,2025-01-24T01:17:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,15.850854139290407,55.14705882352941,1610612737,31,48,2025-01-24T01:17:46Z,2180000,False,-26.0,96.0,1,left,MISS T. Young 9' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,9.99,,,,,,,,,
219,PT08M35.00S,2025-01-24T01:17:40.3Z,2,REGULAR,rebound,defensive,[],203482,,,1610612761,31,48,2025-01-24T01:17:46Z,2190000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,218.0,3.0,3.0,0.0,,
220,PT08M23.00S,2025-01-24T01:17:52.9Z,2,REGULAR,turnover,bad pass,[],1630558,,,1610612761,31,48,2025-01-24T01:18:02Z,2200000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1630700]",1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Daniels,1630700.0,,,,,,,,,,
221,PT08M23.00S,2025-01-24T01:17:52.9Z,2,REGULAR,steal,,[],1630700,,,1610612737,31,48,2025-01-24T01:17:55Z,2210000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
222,PT08M18.00S,2025-01-24T01:17:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,7.178055190538765,50.49019607843137,1610612737,33,48,2025-01-24T01:18:18Z,2220000,False,-2.0,15.0,1,left,B. Bogdanović running Layup (7 PTS) (D. Daniels 1 AST),"[203992, 1630700]",1610612737.0,ATL,running,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,1.52,D. Daniels,1630700.0,1.0,,,,,,
224,PT08M18.00S,2025-01-24T01:18:08.0Z,2,REGULAR,foul,personal,['1freethrow'],1641711,,,1610612737,33,48,2025-01-24T01:18:42Z,2240000,False,,,0,,G. Dick shooting personal FOUL (1 PF) (Bogdanović 1 FT),"[1641711, 203992]",1610612761.0,TOR,shooting,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Bogdanović,203992.0,,,,,,,,,,,,,,,
226,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,33,48,2025-01-24T01:18:37Z,2260000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,out,[],1631230,,,1610612737,33,48,2025-01-24T01:18:37Z,2270000,False,,,0,,SUB out: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,out,[],1630567,,,1610612737,33,48,2025-01-24T01:18:37Z,2280000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,out,[],203482,,,1610612737,33,48,2025-01-24T01:18:37Z,2290000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,out,[],1630558,,,1610612737,33,48,2025-01-24T01:18:37Z,2300000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,in,[],1630168,,,1610612737,33,48,2025-01-24T01:18:37Z,2310000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,in,[],1630249,,,1610612737,33,48,2025-01-24T01:18:37Z,2320000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,in,[],1642347,,,1610612737,33,48,2025-01-24T01:18:37Z,2330000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,in,[],1629628,,,1610612737,33,48,2025-01-24T01:18:37Z,2340000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M18.00S,2025-01-24T01:18:24.5Z,2,REGULAR,substitution,in,[],1627751,,,1610612737,33,48,2025-01-24T01:18:37Z,2350000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M18.00S,2025-01-24T01:18:43.6Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203992,,,1610612737,34,48,2025-01-24T01:18:43Z,2360000,False,,,0,,B. Bogdanović Free Throw 1 of 1 (8 PTS),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
237,PT08M03.00S,2025-01-24T01:18:57.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.59198423127464,44.6078431372549,1610612761,34,48,2025-01-24T01:19:04Z,2370000,False,-27.0,17.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,3.2,,,,,,,,,
238,PT07M59.00S,2025-01-24T01:19:01.8Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,34,48,2025-01-24T01:19:04Z,2380000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,237.0,3.0,2.0,1.0,,
239,PT07M59.00S,2025-01-24T01:19:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,34,50,2025-01-24T01:19:01Z,2390000,False,0.0,0.0,1,right,J. Poeltl tip Layup (8 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,,Made,8.0,,,,0.0,,,,,,,,,
240,PT07M52.00S,2025-01-24T01:19:11.0Z,2,REGULAR,foul,personal,[],1641711,,,1610612737,34,50,2025-01-24T01:19:18Z,2400000,False,,,0,,G. Dick personal FOUL (2 PF),"[1641711, 203992]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Mid-Range,16-24 Right,1627519.0,2.0,0.0,Bogdanović,203992.0,,,,,,,,,,,,,,,
242,PT07M37.00S,2025-01-24T01:19:41.2Z,2,REGULAR,3pt,Jump Shot,[],1629726,12.565703022339028,3.6764705882352944,1610612737,34,50,2025-01-24T01:19:47Z,2420000,False,232.0,66.0,1,left,MISS G. Mathews 24' pullup 3PT,[1629726],1610612737.0,ATL,pullup,,,Mathews,G. Mathews,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,24.07,,,,,,,,,
243,PT07M34.00S,2025-01-24T01:19:44.2Z,2,REGULAR,rebound,defensive,[],1629628,,,1610612761,34,50,2025-01-24T01:19:47Z,2430000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,242.0,2.0,2.0,0.0,,
244,PT07M28.00S,2025-01-24T01:19:50.0Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612761,34,50,2025-01-24T01:19:56Z,2440000,False,,,0,,R. Barrett lost ball TURNOVER (3 TO),"[1629628, 1630700]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,3.0,Daniels,1630700.0,,,,,,,,,,
245,PT07M28.00S,2025-01-24T01:19:50.0Z,2,REGULAR,steal,,[],1630700,,,1610612737,34,50,2025-01-24T01:19:52Z,2450000,False,,,0,,D. Daniels STEAL (2 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
246,PT07M23.00S,2025-01-24T01:19:55.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630700,5.995400788436268,97.54901960784314,1610612737,34,50,2025-01-24T01:20:04Z,2460000,False,-238.0,4.0,1,left,MISS D. Daniels running 3PT,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,23.77,,,,,,,,,
247,PT07M15.00S,2025-01-24T01:20:03.2Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,34,50,2025-01-24T01:20:04Z,2470000,False,,,0,,D. Daniels REBOUND (Off:2 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,246.0,3.0,1.0,2.0,,
248,PT07M14.00S,2025-01-24T01:20:04.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203992,6.521024967148489,95.58823529411765,1610612737,37,50,2025-01-24T01:20:22Z,2480000,False,-228.0,9.0,1,left,B. Bogdanović 3PT  (11 PTS) (D. Daniels 2 AST),"[203992, 1630700]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Left Corner 3,24+ Left,,,,,,Made,11.0,,,,22.81,D. Daniels,1630700.0,2.0,,,,,,
250,PT07M14.00S,2025-01-24T01:20:10.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,37,50,2025-01-24T01:20:10Z,2500000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M01.00S,2025-01-24T01:23:16.1Z,2,REGULAR,turnover,lost ball,[],1629628,,,1610612761,37,50,2025-01-24T01:23:39Z,2510000,False,,,0,,R. Barrett lost ball TURNOVER (4 TO),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,,,,4.0,,,,,,,,,,,,
252,PT07M00.00S,2025-01-24T01:23:24.8Z,2,REGULAR,foul,personal,[],1629628,,,1610612737,37,50,2025-01-24T01:23:32Z,2520000,False,,,0,,R. Barrett loose ball personal FOUL (1 PF),"[1629628, 1630700]",1610612761.0,TOR,loose ball,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,2003.0,1.0,0.0,Daniels,1630700.0,,,,,,,,,,,,,,,
254,PT06M52.00S,2025-01-24T01:23:45.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630168,7.440867279894875,40.19607843137255,1610612737,39,50,2025-01-24T01:23:55Z,2540000,False,49.0,17.0,1,left,O. Okongwu turnaround Hook (8 PTS) (D. Daniels 3 AST),"[1630168, 1630700]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,,,,5.2,D. Daniels,1630700.0,3.0,,,,,,
256,PT06M34.00S,2025-01-24T01:24:03.9Z,2,REGULAR,2pt,Jump Shot,[],1628449,92.59198423127464,89.70588235294117,1610612761,39,52,2025-01-24T01:24:27Z,2560000,False,199.0,17.0,1,right,C. Boucher 19' Jump Shot (6 PTS) (J. Shead 1 AST),"[1628449, 1642347]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Right,,,,,,Made,6.0,,,,19.92,J. Shead,1642347.0,1.0,,,,,,
258,PT06M18.00S,2025-01-24T01:24:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,16.507884362680684,49.50980392156863,1610612737,41,52,2025-01-24T01:24:53Z,2580000,False,2.0,103.0,1,left,D. Daniels 10' floating Jump Shot (7 PTS) (O. Okongwu 2 AST),"[1630700, 1630168]",1610612737.0,ATL,floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,,,,10.27,O. Okongwu,1630168.0,2.0,,,,,,
260,PT05M57.00S,2025-01-24T01:24:40.1Z,2,REGULAR,3pt,Jump Shot,[],1628449,76.82325886990802,12.990196078431374,1610612761,41,55,2025-01-24T01:24:45Z,2600000,False,-185.0,165.0,1,right,C. Boucher 24' 3PT  (9 PTS) (R. Barrett 1 AST),"[1628449, 1629628]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,Made,9.0,,,,24.82,R. Barrett,1629628.0,1.0,,,,,,
262,PT05M36.00S,2025-01-24T01:25:00.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,5.732588699080158,52.450980392156865,1610612737,41,55,2025-01-24T01:25:07Z,2620000,False,-12.0,1.0,1,left,MISS B. Bogdanović driving Layup,[203992],1610612737.0,ATL,driving,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.24,,,,,,,,,
