actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
29,PT09M27.00S,2025-01-24T00:45:53.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,95.3515111695138,3.6764705882352944,1610612761,8,12,2025-01-24T00:45:59Z,290000,False,-232.0,-9.0,1,right,R. Barrett 3PT  (3 PTS) (D. Mitchell 2 AST),"[1629628, 1630558]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,,,,23.18,D. Mitchell,1630558.0,2.0,,,,,,
31,PT09M12.00S,2025-01-24T00:46:08.3Z,1,REGULAR,turnover,bad pass,[],1630552,,,1610612737,8,12,2025-01-24T00:46:14Z,310000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 1641711]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,2.0,Dick,1641711.0,,,,,,,,,,
32,PT09M12.00S,2025-01-24T00:46:08.3Z,1,REGULAR,steal,,[],1641711,,,1610612761,8,12,2025-01-24T00:46:10Z,320000,False,,,0,,G. Dick STEAL (1 STL),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
33,PT09M09.00S,2025-01-24T00:46:11.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,93.11760840998686,50.73529411764706,1610612761,8,14,2025-01-24T00:46:24Z,330000,False,4.0,12.0,1,right,G. Dick running reverse Layup (7 PTS),[1641711],1610612761.0,TOR,running reverse,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,,,,1.27,,,,,,,,,
34,PT08M48.00S,2025-01-24T00:46:32.3Z,1,REGULAR,3pt,Jump Shot,[],1630249,27.677398160315374,21.323529411764707,1610612737,8,14,2025-01-24T00:46:38Z,340000,False,143.0,208.0,1,left,MISS V. Krejčí 25' 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.24,,,,,,,,,
35,PT08M45.00S,2025-01-24T00:46:35.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,8,14,2025-01-24T00:46:38Z,350000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,
36,PT08M39.00S,2025-01-24T00:46:42.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,93.38042049934296,50.73529411764706,1610612761,8,16,2025-01-24T00:46:50Z,360000,False,4.0,10.0,1,right,J. Poeltl alley-oop DUNK (4 PTS) (S. Barnes 2 AST),"[1627751, 1630567]",1610612761.0,TOR,alley-oop,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,1.04,S. Barnes,1630567.0,2.0,,,,,,
38,PT08M39.00S,2025-01-24T00:46:46.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,8,16,2025-01-24T00:46:46Z,380000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M25.00S,2025-01-24T00:49:54.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.258212877792378,48.77450980392157,1610612737,10,16,2025-01-24T00:50:00Z,390000,False,6.0,6.0,1,left,O. Okongwu alley-oop DUNK (4 PTS) (T. Young 2 AST),"[1630168, 1629027]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,0.88,T. Young,1629027.0,2.0,,,,,,
41,PT08M09.00S,2025-01-24T00:50:10.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641711,93.38042049934296,51.225490196078425,1610612761,10,18,2025-01-24T00:50:15Z,410000,False,6.0,10.0,1,right,G. Dick alley-oop DUNK (9 PTS) (J. Poeltl 2 AST),"[1641711, 1627751]",1610612761.0,TOR,alley-oop,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,,,,1.15,J. Poeltl,1627751.0,2.0,,,,,,
43,PT07M53.00S,2025-01-24T00:50:26.3Z,1,REGULAR,2pt,Jump Shot,[],1630552,5.075558475689881,14.460784313725492,1610612737,10,18,2025-01-24T00:50:32Z,430000,False,178.0,-5.0,1,left,MISS J. Johnson 17' Jump Shot,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,,,,Missed,,,,,17.78,,,,,,,,,
44,PT07M50.00S,2025-01-24T00:50:29.3Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,10,18,2025-01-24T00:50:32Z,440000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,
45,PT07M45.00S,2025-01-24T00:50:34.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627751,92.72339027595268,49.754901960784316,1610612761,10,18,2025-01-24T00:51:17Z,450000,False,-1.0,16.0,1,right,MISS J. Poeltl running Layup,[1627751],1610612761.0,TOR,running,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.59,,,,,,,,,
46,PT07M42.00S,2025-01-24T00:50:37.8Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,10,18,2025-01-24T00:50:44Z,460000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:2),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,
47,PT07M33.00S,2025-01-24T00:50:47.4Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612737,10,18,2025-01-24T00:51:08Z,470000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Okongwu 2 FT),"[1627751, 1630168]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Okongwu,1630168.0,,,,,,,,,,,,,,,
49,PT07M33.00S,2025-01-24T00:51:14.6Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,11,18,2025-01-24T00:51:14Z,490000,False,,,0,,O. Okongwu Free Throw 1 of 2 (5 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
50,PT07M33.00S,2025-01-24T00:51:28.1Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,12,18,2025-01-24T00:51:28Z,500000,False,,,0,,O. Okongwu Free Throw 2 of 2 (6 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
51,PT07M10.00S,2025-01-24T00:51:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,92.72339027595268,47.30392156862745,1610612761,12,20,2025-01-24T00:51:58Z,510000,False,-13.0,16.0,1,right,G. Dick driving Layup (11 PTS) (D. Mitchell 3 AST),"[1641711, 1630558]",1610612761.0,TOR,driving,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,Made,11.0,,,,2.09,D. Mitchell,1630558.0,3.0,,,,,,
53,PT07M00.00S,2025-01-24T00:52:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630249,6.1268068331143235,47.549019607843135,1610612737,12,20,2025-01-24T00:52:07Z,530000,False,12.0,5.0,1,left,MISS V. Krejčí driving Layup - blocked,"[1630249, 1627751]",1610612737.0,ATL,driving,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.33,,,,,,,,Poeltl,1627751.0
54,PT07M00.00S,2025-01-24T00:52:01.9Z,1,REGULAR,block,,[],1627751,,,1610612737,12,20,2025-01-24T00:52:04Z,540000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT06M57.00S,2025-01-24T00:52:04.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,12,20,2025-01-24T00:52:07Z,550000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,
56,PT06M50.00S,2025-01-24T00:52:11.9Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,12,20,2025-01-24T00:52:18Z,560000,False,,,0,,R. Barrett bad pass TURNOVER (1 TO),"[1629628, 1630168]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Okongwu,1630168.0,,,,,,,,,,
57,PT06M50.00S,2025-01-24T00:52:11.9Z,1,REGULAR,steal,,[],1630168,,,1610612737,12,20,2025-01-24T00:52:14Z,570000,False,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2025-01-24T00:52:16.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629027,35.167542706964525,36.27450980392157,1610612737,12,20,2025-01-24T00:52:24Z,580000,False,69.0,278.0,1,left,MISS T. Young 28' running pullup 3PT,[1629027],1610612737.0,ATL,running pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,28.64,,,,,,,,,
59,PT06M43.00S,2025-01-24T00:52:20.0Z,1,REGULAR,rebound,offensive,[],1630700,,,1610612737,12,20,2025-01-24T00:52:20Z,590000,False,,,0,,D. Daniels REBOUND (Off:1 Def:0),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,58.0,1.0,0.0,1.0,,
60,PT06M28.00S,2025-01-24T00:52:34.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629027,25.969119579500656,47.30392156862745,1610612737,12,20,2025-01-24T00:52:41Z,600000,False,13.0,192.0,1,left,MISS T. Young 19' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,,19.21,,,,,,,,,
61,PT06M25.00S,2025-01-24T00:52:36.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,12,20,2025-01-24T00:52:36Z,610000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,60.0,2.0,2.0,0.0,,
62,PT06M18.00S,2025-01-24T00:52:44.2Z,1,REGULAR,turnover,bad pass,[],1629628,,,1610612761,12,20,2025-01-24T00:52:50Z,620000,False,,,0,,R. Barrett bad pass TURNOVER (2 TO),"[1629628, 1630552]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,Johnson,1630552.0,,,,,,,,,,
63,PT06M18.00S,2025-01-24T00:52:44.2Z,1,REGULAR,steal,,[],1630552,,,1610612737,12,20,2025-01-24T00:52:46Z,630000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M13.00S,2025-01-24T00:52:48.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,5.469776609724048,51.470588235294116,1610612737,12,20,2025-01-24T00:52:55Z,640000,False,-7.0,-1.0,1,left,MISS D. Daniels running Layup,[1630700],1610612737.0,ATL,running,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,0.75,,,,,,,,,
65,PT06M11.00S,2025-01-24T00:52:50.9Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,12,20,2025-01-24T00:52:55Z,650000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,64.0,2.0,2.0,0.0,,
66,PT05M50.00S,2025-01-24T00:53:15.1Z,1,REGULAR,foul,personal,[],1630552,,,1610612761,12,20,2025-01-24T00:53:21Z,660000,False,,,0,,J. Johnson personal FOUL (1 PF),"[1630552, 1630558]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,202058.0,1.0,0.0,Mitchell,1630558.0,,,,,,,,,,,,,,,
68,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,out,[],1630552,,,1610612761,12,20,2025-01-24T00:53:32Z,680000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,out,[],1629027,,,1610612761,12,20,2025-01-24T00:53:32Z,690000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,12,20,2025-01-24T00:53:32Z,700000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,out,[],1630558,,,1610612761,12,20,2025-01-24T00:53:32Z,710000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,in,[],1629631,,,1610612761,12,20,2025-01-24T00:53:32Z,720000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,in,[],203992,,,1610612761,12,20,2025-01-24T00:53:32Z,730000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,in,[],1628971,,,1610612761,12,20,2025-01-24T00:53:32Z,740000,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M50.00S,2025-01-24T00:53:20.5Z,1,REGULAR,substitution,in,[],1642347,,,1610612761,12,20,2025-01-24T00:53:32Z,750000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M42.00S,2025-01-24T00:53:54.2Z,1,REGULAR,turnover,bad pass,[],1641711,,,1610612761,12,20,2025-01-24T00:54:00Z,760000,False,,,0,,G. Dick bad pass TURNOVER (1 TO),"[1641711, 1630168]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Okongwu,1630168.0,,,,,,,,,,
77,PT05M42.00S,2025-01-24T00:53:54.2Z,1,REGULAR,steal,,[],1630168,,,1610612737,12,20,2025-01-24T00:53:56Z,770000,False,,,0,,O. Okongwu STEAL (2 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
79,PT05M30.00S,2025-01-24T00:54:23.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,29.122864651773984,26.47058823529412,1610612737,12,20,2025-01-24T00:54:31Z,790000,False,118.0,221.0,1,left,MISS V. Krejčí 25' step back 3PT,[1630249],1610612737.0,ATL,step back,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,25.06,,,,,,,,,
80,PT05M26.00S,2025-01-24T00:54:27.4Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612761,12,20,2025-01-24T00:54:31Z,800000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,79.0,1.0,1.0,0.0,,
81,PT05M08.00S,2025-01-24T00:54:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,92.9862023653088,49.754901960784316,1610612761,12,20,2025-01-24T00:54:49Z,810000,False,-1.0,13.0,1,right,MISS R. Barrett driving Layup,[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,1.35,,,,,,,,,
82,PT05M06.00S,2025-01-24T00:54:47.0Z,1,REGULAR,rebound,defensive,[],1630700,,,1610612737,12,20,2025-01-24T00:54:47Z,820000,False,,,0,,D. Daniels REBOUND (Off:1 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,81.0,2.0,1.0,1.0,,
83,PT04M59.00S,2025-01-24T00:54:54.7Z,1,REGULAR,2pt,Jump Shot,[],1629631,10.988830486202366,32.84313725490196,1610612737,12,20,2025-01-24T00:55:02Z,830000,False,86.0,51.0,1,left,MISS D. Hunter 9' driving floating bank Shot,[1629631],1610612737.0,ATL,driving floating bank,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,,,9.97,,,,,,,,,
84,PT04M56.00S,2025-01-24T00:54:56.8Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,12,20,2025-01-24T00:54:56Z,840000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,83.0,1.0,0.0,1.0,,
85,PT04M54.00S,2025-01-24T00:54:59.1Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,12,20,2025-01-24T00:55:06Z,850000,False,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1628971]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Brown,1628971.0,,,,,,,,,,
86,PT04M54.00S,2025-01-24T00:54:59.1Z,1,REGULAR,steal,,[],1628971,,,1610612761,12,20,2025-01-24T00:55:02Z,860000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
