actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
164,PT00M29.30S,2024-11-26T01:06:01.3Z,1,REGULAR,freethrow,1 of 3,[],203915,,,1610612742,31,23,2024-11-26T01:06:01Z,1630000,False,,,0,,S. Dinwiddie Free Throw 1 of 3 (1 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
165,PT00M29.30S,2024-11-26T01:06:09.9Z,1,REGULAR,freethrow,2 of 3,[],203915,,,1610612742,31,24,2024-11-26T01:06:09Z,1640000,False,,,0,,S. Dinwiddie Free Throw 2 of 3 (2 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
166,PT00M29.30S,2024-11-26T01:06:22.1Z,1,REGULAR,freethrow,3 of 3,[],203915,,,1610612742,31,25,2024-11-26T01:06:22Z,1650000,False,,,0,,S. Dinwiddie Free Throw 3 of 3 (3 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
167,PT00M16.30S,2024-11-26T01:06:39.0Z,1,REGULAR,turnover,out-of-bounds,[],203992,,,1610612737,31,25,2024-11-26T01:06:47Z,1660000,False,,,0,,B. Bogdanović bad pass out-of-bounds TURNOVER (1 TO),[203992],1610612737.0,ATL,bad pass,,,Bogdanović,B. Bogdanović,,,,,Restricted Area,0-8 Center,11629177.0,1.0,,,,,,,,,,,,,,,,,,
168,PT00M01.90S,2024-11-26T01:07:01.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,31.882391590013142,59.068627450980394,1610612742,31,28,2024-11-26T01:07:07Z,1670000,False,-45.0,247.0,1,left,N. Marshall 25' 3PT  (7 PTS) (P. Washington 2 AST),"[1630230, 1629023]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,25.13,Made,,,,,,,7.0,,,P. Washington,1629023.0,2.0,,,,
170,PT00M00.00S,2024-11-26T01:07:10.3Z,1,REGULAR,period,end,[],0,,,1610612737,31,28,2024-11-26T01:07:10Z,1690000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-11-26T01:08:52.2Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,31,28,2024-11-26T01:09:55Z,1700000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-11-26T01:08:52.2Z,2,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,31,28,2024-11-26T01:09:55Z,1710000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-11-26T01:09:57.3Z,2,REGULAR,period,start,[],0,,,1610612737,31,28,2024-11-26T01:09:57Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M49.00S,2024-11-26T01:10:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630168,87.86136662286465,53.92156862745098,1610612737,33,28,2024-11-26T01:59:29Z,1730000,False,20.0,62.0,1,right,O. Okongwu 6' driving floating Jump Shot (6 PTS) (K. Bufkin 1 AST),"[1630168, 1641723]",1610612737.0,ATL,driving floating,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,6.46,Made,,,,,,,6.0,,,K. Bufkin,1641723.0,1.0,,,,
176,PT11M32.00S,2024-11-26T01:10:24.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629023,6.1268068331143235,48.28431372549019,1610612742,33,30,2024-11-26T01:10:30Z,1750000,False,9.0,5.0,1,left,P. Washington DUNK (4 PTS) (D. Gafford 2 AST),"[1629023, 1629655]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,1.0,Made,,,,,,,4.0,,,D. Gafford,1629655.0,2.0,,,,
178,PT11M20.00S,2024-11-26T01:10:35.4Z,2,REGULAR,3pt,Jump Shot,[],203992,96.27135348226018,94.36274509803921,1610612737,36,30,2024-11-26T01:10:40Z,1770000,False,222.0,-17.0,1,right,B. Bogdanović 3PT  (7 PTS) (K. Bufkin 2 AST),"[203992, 1641723]",1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Right Corner 3,24+ Right,,,22.25,Made,,,,,,,7.0,,,K. Bufkin,1641723.0,2.0,,,,
180,PT10M57.00S,2024-11-26T01:10:59.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,18.74178712220762,48.03921568627451,1610612742,36,32,2024-11-26T01:11:07Z,1790000,False,10.0,124.0,1,left,S. Dinwiddie 12' fadeaway Jump Shot (5 PTS),[203915],1610612742.0,DAL,fadeaway,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,12.41,Made,,,,,,,5.0,,,,,,,,,
182,PT10M44.00S,2024-11-26T01:11:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,90.88370565045992,47.30392156862745,1610612737,36,32,2024-11-26T01:11:18Z,1810000,False,-13.0,33.0,1,right,MISS J. Johnson driving Layup,[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,3.58,Missed,,,,,,,,,,,,,,,,
183,PT10M41.00S,2024-11-26T01:11:14.5Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,36,32,2024-11-26T01:11:18Z,1820000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,182.0,4.0,2.0,2.0,,,,,,,,,,,,
184,PT10M41.00S,2024-11-26T01:11:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,36,32,2024-11-26T01:11:15Z,1830000,False,0.0,0.0,1,right,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,0.0,Missed,,,,,,,,,,,,,,,,
185,PT10M40.00S,2024-11-26T01:11:16.0Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,36,32,2024-11-26T01:11:16Z,1840000,False,,,0,,P. Washington REBOUND (Off:0 Def:4),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,184.0,4.0,4.0,0.0,,,,,,,,,,,,
186,PT10M38.00S,2024-11-26T01:11:19.5Z,2,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612742,36,32,2024-11-26T01:11:39Z,1850000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1642258, 203915]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,11629177.0,,,,,,,,,,,,,,,,1.0,0.0,Dinwiddie,203915.0
188,PT10M38.00S,2024-11-26T01:11:42.6Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203915,,,1610612742,36,33,2024-11-26T01:12:03Z,1870000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (6 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,
189,PT10M38.00S,2024-11-26T01:11:42.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203915,,,1610612742,36,33,2024-11-26T01:12:03Z,1880000,False,,,0,,MISS S. Dinwiddie Free Throw 2 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
190,PT10M35.00S,2024-11-26T01:11:45.6Z,2,REGULAR,rebound,defensive,[],203992,,,1610612737,36,33,2024-11-26T01:12:03Z,1890000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:2),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,
191,PT10M24.00S,2024-11-26T01:12:14.0Z,2,REGULAR,3pt,Jump Shot,[],1630168,95.74572930354796,94.36274509803921,1610612737,36,33,2024-11-26T01:12:19Z,1900000,False,222.0,-13.0,1,right,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,22.22,Missed,,,,,,,,,,,,,,,,
192,PT10M20.00S,2024-11-26T01:12:18.0Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,36,33,2024-11-26T01:12:19Z,1910000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,,,191.0,2.0,1.0,1.0,,,,,,,,,,,,
193,PT10M17.00S,2024-11-26T01:12:21.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203915,24.655059132720105,83.57843137254902,1610612742,36,33,2024-11-26T01:12:29Z,1920000,False,-168.0,179.0,1,left,MISS S. Dinwiddie 24' running 3PT,[203915],1610612742.0,DAL,running,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,24.56,Missed,,,,,,,,,,,,,,,,
194,PT10M14.00S,2024-11-26T01:12:24.0Z,2,REGULAR,rebound,defensive,[],1641723,,,1610612737,36,33,2024-11-26T01:12:29Z,1930000,False,,,0,,K. Bufkin REBOUND (Off:0 Def:2),[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,Above the Break 3,24+ Left Center,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,,
195,PT10M06.00S,2024-11-26T01:12:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,92.46057818659659,45.09803921568628,1610612737,36,33,2024-11-26T01:12:38Z,1940000,False,-25.0,18.0,1,right,MISS Z. Risacher driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,3.06,Missed,,,,,,,,,,,,,,,,
196,PT10M03.00S,2024-11-26T01:12:35.0Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,36,33,2024-11-26T01:12:38Z,1950000,False,,,0,,N. Marshall REBOUND (Off:1 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,195.0,3.0,2.0,1.0,,,,,,,,,,,,
197,PT09M57.00S,2024-11-26T01:12:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,17.95335085413929,50.98039215686274,1610612742,36,33,2024-11-26T01:12:46Z,1960000,False,-5.0,116.0,1,left,MISS N. Marshall 11' pullup Shot,[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,11.64,Missed,,,,,,,,,,,,,,,,
198,PT09M55.00S,2024-11-26T01:12:42.7Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,36,33,2024-11-26T01:12:46Z,1970000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,197.0,2.0,2.0,0.0,,,,,,,,,,,,
199,PT09M48.00S,2024-11-26T01:12:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630552,92.72339027595268,43.872549019607845,1610612737,38,33,2024-11-26T01:12:55Z,1980000,False,-31.0,16.0,1,right,J. Johnson driving Layup (7 PTS),[1630552],1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,3.45,Made,,,,,,,7.0,,,,,,,,,
200,PT09M35.00S,2024-11-26T01:13:02.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,14.011169513797633,44.11764705882353,1610612742,38,35,2024-11-26T01:13:08Z,1990000,False,29.0,79.0,1,left,D. Gafford 8' floating Jump Shot (4 PTS) (S. Dinwiddie 1 AST),"[1629655, 203915]",1610612742.0,DAL,floating,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,8.45,Made,,,,,,,4.0,,,S. Dinwiddie,203915.0,1.0,,,,
202,PT09M24.00S,2024-11-26T01:13:13.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,82.47371879106439,46.32352941176471,1610612737,38,35,2024-11-26T01:13:19Z,2010000,False,-18.0,112.0,1,right,MISS J. Johnson 11' Jump Shot,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,11.37,Missed,,,,,,,,,,,,,,,,
203,PT09M21.00S,2024-11-26T01:13:16.6Z,2,REGULAR,rebound,defensive,[],1641765,,,1610612742,38,35,2024-11-26T01:13:19Z,2020000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),8-16 Center,,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,,
204,PT09M17.00S,2024-11-26T01:13:21.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630230,6.521024967148489,88.48039215686273,1610612742,38,37,2024-11-26T01:14:08Z,2030000,False,-192.0,9.0,1,left,N. Marshall 19' running Jump Shot (9 PTS) (O. Prosper 1 AST),"[1630230, 1641765]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left,,,19.26,Made,,,,,,,9.0,,,O. Prosper,1641765.0,1.0,,,,
206,PT09M16.00S,2024-11-26T01:13:38.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,38,37,2024-11-26T01:13:38Z,2050000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M16.00S,2024-11-26T01:16:05.8Z,2,REGULAR,substitution,out,[],1641723,,,1610612737,38,37,2024-11-26T01:16:30Z,2060000,False,,,0,,SUB out: K. Bufkin,[1641723],1610612737.0,ATL,,,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M16.00S,2024-11-26T01:16:05.8Z,2,REGULAR,substitution,out,[],1641765,,,1610612737,38,37,2024-11-26T01:16:30Z,2070000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT09M16.00S,2024-11-26T01:16:05.8Z,2,REGULAR,substitution,out,[],1629023,,,1610612737,38,37,2024-11-26T01:16:30Z,2080000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT09M16.00S,2024-11-26T01:16:05.8Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,38,37,2024-11-26T01:16:30Z,2090000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M16.00S,2024-11-26T01:16:05.8Z,2,REGULAR,substitution,in,[],1630702,,,1610612737,38,37,2024-11-26T01:16:30Z,2100000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M16.00S,2024-11-26T01:16:05.8Z,2,REGULAR,substitution,in,[],1628467,,,1610612737,38,37,2024-11-26T01:16:30Z,2110000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M58.00S,2024-11-26T01:16:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,92.9862023653088,45.34313725490196,1610612737,38,37,2024-11-26T01:16:56Z,2120000,False,-23.0,13.0,1,right,MISS Z. Risacher driving Layup,[1642258],1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,2.69,Missed,,,,,,,,,,,,,,,,
216,PT08M55.00S,2024-11-26T01:16:52.4Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,38,37,2024-11-26T01:16:56Z,2130000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,215.0,2.0,2.0,0.0,,,,,,,,,,,,
217,PT08M50.00S,2024-11-26T01:17:01.4Z,2,REGULAR,foul,personal,['2freethrow'],203992,,,1610612742,38,37,2024-11-26T01:17:17Z,2140000,False,,,0,,B. Bogdanović shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[203992, 203915]",1610612737.0,ATL,shooting,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,,,,,2.0,0.0,Dinwiddie,203915.0
219,PT08M50.00S,2024-11-26T01:17:19.6Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,38,38,2024-11-26T01:17:19Z,2160000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (7 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,,,7.0,,,,,,,,,
220,PT08M50.00S,2024-11-26T01:17:21.9Z,2,REGULAR,substitution,out,[],1630552,,,1610612742,38,38,2024-11-26T01:17:36Z,2170000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M50.00S,2024-11-26T01:17:21.9Z,2,REGULAR,substitution,in,[],1630700,,,1610612742,38,38,2024-11-26T01:17:36Z,2180000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M50.00S,2024-11-26T01:17:49.1Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,38,39,2024-11-26T01:17:49Z,2190000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (8 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,
223,PT08M40.00S,2024-11-26T01:18:00.7Z,2,REGULAR,3pt,Jump Shot,[],203992,75.24638633377135,83.82352941176471,1610612737,38,39,2024-11-26T01:18:06Z,2200000,False,169.0,180.0,1,right,MISS B. Bogdanović 24' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,24.71,Missed,,,,,,,,,,,,,,,,
224,PT08M36.00S,2024-11-26T01:18:04.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,38,39,2024-11-26T01:18:06Z,2210000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,223.0,3.0,2.0,1.0,,,,,,,,,,,,
225,PT08M28.00S,2024-11-26T01:18:13.8Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612742,38,39,2024-11-26T01:18:39Z,2220000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Marshall 2 FT),"[1630168, 1630230]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,11629177.0,,,,,,,,,,,,,,,,1.0,0.0,Marshall,1630230.0
227,PT08M28.00S,2024-11-26T01:18:40.6Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,38,40,2024-11-26T01:18:40Z,2240000,False,,,0,,N. Marshall Free Throw 1 of 2 (10 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,Made,,,,,,,10.0,,,,,,,,,
228,PT08M28.00S,2024-11-26T01:18:58.0Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,38,41,2024-11-26T01:18:58Z,2250000,False,,,0,,N. Marshall Free Throw 2 of 2 (11 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,
229,PT08M21.00S,2024-11-26T01:19:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,85.75886990801577,49.01960784313725,1610612737,40,41,2024-11-26T01:19:19Z,2260000,False,-5.0,81.0,1,right,T. Young 8' driving floating Jump Shot (5 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,8.15,Made,,,,,,,5.0,,,,,,,,,
230,PT08M21.00S,2024-11-26T01:19:12.4Z,2,REGULAR,foul,personal,['1freethrow'],203915,,,1610612737,40,41,2024-11-26T01:19:33Z,2270000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Young 1 FT),"[203915, 1629027]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,2882.0,,,,,,,,,,,,,,,,1.0,0.0,Young,1629027.0
232,PT08M21.00S,2024-11-26T01:19:33.9Z,2,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,41,41,2024-11-26T01:19:33Z,2290000,False,,,0,,T. Young Free Throw 1 of 1 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,,,6.0,,,,,,,,,
233,PT08M02.00S,2024-11-26T01:19:55.9Z,2,REGULAR,3pt,Jump Shot,[],1630702,30.305519053876477,27.205882352941174,1610612742,41,41,2024-11-26T01:20:03Z,2300000,False,114.0,232.0,1,left,MISS J. Hardy 25' pullup 3PT,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,25.89,Missed,,,,,,,,,,,,,,,,
234,PT08M00.00S,2024-11-26T01:19:57.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,41,41,2024-11-26T01:20:03Z,2310000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,233.0,,,,,,,,,,,,,,,
236,PT08M00.00S,2024-11-26T01:20:02.0Z,2,REGULAR,substitution,out,[],1629655,,,1610612737,41,41,2024-11-26T01:20:05Z,2330000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M00.00S,2024-11-26T01:20:02.0Z,2,REGULAR,substitution,in,[],1641726,,,1610612737,41,41,2024-11-26T01:20:05Z,2340000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M49.00S,2024-11-26T01:20:23.3Z,2,REGULAR,turnover,bad pass,[],1630700,,,1610612737,41,41,2024-11-26T01:20:28Z,2350000,False,,,0,,D. Daniels bad pass TURNOVER (1 TO),"[1630700, 1630702]",1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,8-16 Right,,1.0,,,,,,,Hardy,1630702.0,,,,,,,,,,
239,PT07M49.00S,2024-11-26T01:20:23.3Z,2,REGULAR,steal,,[],1630702,,,1610612742,41,41,2024-11-26T01:20:25Z,2360000,False,,,0,,J. Hardy STEAL (2 STL),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
240,PT07M42.00S,2024-11-26T01:20:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630702,6.915243101182654,51.225490196078425,1610612742,41,43,2024-11-26T01:20:38Z,2370000,False,-6.0,13.0,1,left,J. Hardy running Layup (7 PTS),[1630702],1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,1.39,Made,,,,,,,7.0,,,,,,,,,
241,PT07M29.00S,2024-11-26T01:20:43.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,93.11760840998686,51.225490196078425,1610612737,43,43,2024-11-26T01:20:50Z,2380000,False,6.0,12.0,1,right,D. Daniels driving finger roll Layup (7 PTS) (T. Young 2 AST),"[1630700, 1629027]",1610612737.0,ATL,driving finger roll,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,1.36,Made,,,,,,,7.0,,,T. Young,1629027.0,2.0,,,,
243,PT07M10.00S,2024-11-26T01:21:02.8Z,2,REGULAR,turnover,bad pass,[],1630702,,,1610612742,43,43,2024-11-26T01:21:11Z,2400000,False,,,0,,J. Hardy bad pass TURNOVER (4 TO),"[1630702, 1630700]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,4.0,,,,,,,Daniels,1630700.0,,,,,,,,,,
244,PT07M10.00S,2024-11-26T01:21:02.8Z,2,REGULAR,steal,,[],1630700,,,1610612737,43,43,2024-11-26T01:21:04Z,2410000,False,,,0,,D. Daniels STEAL (1 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
245,PT07M06.00S,2024-11-26T01:21:08.3Z,2,REGULAR,foul,personal,['2freethrow'],1630702,,,1610612737,43,43,2024-11-26T01:21:18Z,2420000,False,,,0,,J. Hardy shooting personal FOUL (1 PF) (Daniels 2 FT),"[1630702, 1630700]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,1626302.0,,,,,,,,,,,,,,,,1.0,0.0,Daniels,1630700.0
247,PT07M06.00S,2024-11-26T01:21:34.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630700,,,1610612737,44,43,2024-11-26T01:21:34Z,2440000,False,,,0,,D. Daniels Free Throw 1 of 2 (8 PTS),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,
248,PT07M06.00S,2024-11-26T01:21:35.8Z,2,REGULAR,substitution,out,[],1642258,,,1610612737,44,43,2024-11-26T01:21:53Z,2450000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M06.00S,2024-11-26T01:21:35.8Z,2,REGULAR,substitution,out,[],203915,,,1610612737,44,43,2024-11-26T01:21:53Z,2460000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
