actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
24,PT09M50.00S,2025-01-19T20:17:42.7Z,1,REGULAR,turnover,out-of-bounds,[],1629312,,,1610612748,4,4,2025-01-19T20:17:49Z,240000,False,,,0,,H. Highsmith step out-of-bounds TURNOVER (1 TO),[1629312],1610612748.0,MIA,step,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,,1199.0,1.0,,,,,,,,,,,,
25,PT09M38.00S,2025-01-19T20:18:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,6.783837056504599,44.85294117647059,1610612759,4,6,2025-01-19T20:18:08Z,250000,False,26.0,11.0,1,left,S. Castle driving Layup (2 PTS) (H. Barnes 1 AST),"[1642264, 203084]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,2.81,Made,2.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,
27,PT09M22.00S,2025-01-19T20:18:21.5Z,1,REGULAR,2pt,Jump Shot,[],1628389,93.9060446780552,69.36274509803921,1610612748,4,6,2025-01-19T20:18:26Z,270000,False,97.0,5.0,1,right,MISS B. Adebayo 9' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,9.69,Missed,,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2025-01-19T20:18:25.5Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,4,6,2025-01-19T20:18:26Z,280000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,
29,PT09M10.00S,2025-01-19T20:18:32.5Z,1,REGULAR,3pt,Jump Shot,[],1642264,6.652431011826544,3.6764705882352944,1610612759,4,9,2025-01-19T20:18:37Z,290000,False,232.0,10.0,1,left,S. Castle 3PT  (5 PTS) (V. Wembanyama 1 AST),"[1642264, 1641705]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Right Corner 3,24+ Right,23.18,Made,5.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,
31,PT08M53.00S,2025-01-19T20:18:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,92.9862023653088,53.18627450980392,1610612748,6,9,2025-01-19T20:18:54Z,310000,False,16.0,13.0,1,right,J. Butler driving Layup (4 PTS) (B. Adebayo 1 AST),"[202710, 1628389]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.08,Made,4.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
33,PT08M43.00S,2025-01-19T20:18:59.6Z,1,REGULAR,3pt,Jump Shot,[],101108,23.603810775295663,85.7843137254902,1610612759,6,9,2025-01-19T20:19:05Z,330000,False,-179.0,169.0,1,left,MISS C. Paul 24' step back 3PT,[101108],1610612759.0,SAS,step back,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,24.64,Missed,,,,,,,,,,,,,,,,,,
34,PT08M40.00S,2025-01-19T20:19:02.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,6,9,2025-01-19T20:19:05Z,340000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,
36,PT08M24.00S,2025-01-19T20:19:35.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,87.86136662286465,41.911764705882355,1610612748,6,9,2025-01-19T20:19:46Z,360000,False,-40.0,62.0,1,right,MISS H. Highsmith 7' driving floating Shot,[1629312],1610612748.0,MIA,driving floating,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
37,PT08M19.00S,2025-01-19T20:19:40.5Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,6,9,2025-01-19T20:19:46Z,370000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,
38,PT08M15.00S,2025-01-19T20:19:43.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,31.09395532194481,32.84313725490196,1610612759,6,12,2025-01-19T20:23:48Z,380000,False,86.0,240.0,1,left,V. Wembanyama 25' 3PT step back (5 PTS) (C. Paul 2 AST),"[1641705, 101108]",1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.47,Made,5.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
40,PT07M53.00S,2025-01-19T20:20:06.0Z,1,REGULAR,3pt,Jump Shot,[],1628389,67.7562417871222,47.05882352941176,1610612748,6,12,2025-01-19T20:20:10Z,400000,False,-15.0,251.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
41,PT07M52.00S,2025-01-19T20:20:07.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,6,12,2025-01-19T20:20:10Z,410000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,40.0,,,,,,,,,,,
43,PT07M37.00S,2025-01-19T20:20:31.2Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612759,6,12,2025-01-19T20:20:46Z,430000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1629130, 1641705]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202058.0,,,,,,1.0,0.0,Wembanyama,1641705.0,,,,
45,PT07M37.00S,2025-01-19T20:21:02.7Z,1,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,6,12,2025-01-19T20:21:02Z,450000,False,,,0,,MISS V. Wembanyama Free Throw 1 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
46,PT07M37.00S,2025-01-19T20:21:02.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,6,12,2025-01-19T20:21:02Z,460000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,
48,PT07M37.00S,2025-01-19T20:21:28.7Z,1,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,6,13,2025-01-19T20:21:28Z,470000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (6 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
49,PT07M24.00S,2025-01-19T20:21:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,93.24901445466492,54.90196078431373,1610612748,8,13,2025-01-19T20:21:46Z,480000,False,25.0,11.0,1,right,D. Robinson driving Layup (2 PTS),[1629130],1610612748.0,MIA,driving,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,2.69,Made,2.0,,,,,,,,,,,,,,,,,
50,PT07M10.00S,2025-01-19T20:21:56.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,13.61695137976347,77.45098039215686,1610612759,8,15,2025-01-19T20:22:01Z,490000,False,-137.0,75.0,1,left,D. Vassell 15' fadeaway Jump Shot (2 PTS),[1630170],1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,15.67,Made,2.0,,,,,,,,,,,,,,,,,
51,PT06M42.00S,2025-01-19T20:22:23.7Z,1,REGULAR,3pt,Jump Shot,[],1628389,95.22010512483574,95.34313725490196,1610612748,8,15,2025-01-19T20:22:28Z,500000,False,227.0,-8.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
52,PT06M39.00S,2025-01-19T20:22:27.1Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,8,15,2025-01-19T20:22:27Z,510000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,,,,,,,,,51.0,1.0,0.0,1.0,,,,,,,,
53,PT06M38.00S,2025-01-19T20:22:28.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,72.48685939553219,18.627450980392158,1610612748,8,15,2025-01-19T20:22:32Z,520000,False,-157.0,206.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
54,PT06M34.00S,2025-01-19T20:22:32.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,8,15,2025-01-19T20:22:32Z,530000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,53.0,3.0,2.0,1.0,,,,,,,,
55,PT06M32.00S,2025-01-19T20:22:33.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629130,69.85873850197109,56.372549019607845,1610612748,8,15,2025-01-19T20:22:51Z,540000,False,32.0,231.0,1,right,MISS D. Robinson 23' pullup Shot,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Center,23.3,Missed,,,,,,,,,,,,,,,,,,
56,PT06M29.00S,2025-01-19T20:22:36.6Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,8,15,2025-01-19T20:22:38Z,550000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,
57,PT06M24.00S,2025-01-19T20:22:41.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,26.231931668856767,16.911764705882355,1610612759,8,15,2025-01-19T20:27:20Z,560000,False,165.0,194.0,1,left,MISS D. Vassell 25' running 3PT,[1630170],1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
58,PT06M22.00S,2025-01-19T20:22:43.4Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,8,15,2025-01-19T20:22:47Z,570000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,57.0,2.0,1.0,1.0,,,,,,,,
59,PT06M19.00S,2025-01-19T20:22:47.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202710,92.19776609724047,46.32352941176471,1610612748,10,15,2025-01-19T20:22:56Z,580000,False,-18.0,21.0,1,right,J. Butler running DUNK (6 PTS) (B. Adebayo 2 AST),"[202710, 1628389]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.78,Made,6.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,,
61,PT06M18.00S,2025-01-19T20:22:57.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,15,2025-01-19T20:22:57Z,600000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M04.00S,2025-01-19T20:26:12.1Z,1,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,10,15,2025-01-19T20:26:19Z,610000,False,,,0,,S. Castle bad pass out-of-bounds TURNOVER (1 TO),[1642264],1610612759.0,SAS,bad pass,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,,,,1151.0,1.0,,,,,,,,,,,,
63,PT05M53.00S,2025-01-19T20:26:28.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,64.47109067017082,47.05882352941176,1610612748,10,15,2025-01-19T20:26:32Z,620000,False,-15.0,281.0,1,right,MISS T. Herro 28' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,28.19,Missed,,,,,,,,,,,,,,,,,,
64,PT05M50.00S,2025-01-19T20:26:31.4Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,10,15,2025-01-19T20:26:31Z,630000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Center,,,,,,,,,63.0,3.0,1.0,2.0,,,,,,,,
65,PT05M41.00S,2025-01-19T20:26:39.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202710,90.3580814717477,45.09803921568628,1610612748,10,15,2025-01-19T20:26:47Z,640000,False,-25.0,38.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,4.53,Missed,,,,,,,,,,,,,,,,,,
66,PT05M35.00S,2025-01-19T20:26:45.9Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,10,15,2025-01-19T20:26:47Z,650000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,65.0,4.0,2.0,2.0,,,,,,,,
67,PT05M35.00S,2025-01-19T20:26:45.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,94.40999984741211,50.0,1610612748,12,15,2025-01-19T20:26:45Z,660000,False,0.0,0.0,1,right,B. Adebayo tip Layup (2 PTS),[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
68,PT05M29.00S,2025-01-19T20:26:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,6.1268068331143235,43.627450980392155,1610612759,12,15,2025-01-19T20:27:07Z,670000,False,32.0,5.0,1,left,MISS D. Vassell driving Layup,[1630170],1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,,
70,PT05M25.00S,2025-01-19T20:26:56.0Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,12,15,2025-01-19T20:27:07Z,690000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,
71,PT05M17.00S,2025-01-19T20:27:04.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,93.11760840998686,52.450980392156865,1610612748,12,15,2025-01-19T20:27:10Z,700000,False,12.0,12.0,1,right,MISS B. Adebayo Hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
72,PT05M17.00S,2025-01-19T20:27:04.1Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,12,15,2025-01-19T20:27:10Z,710000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,
73,PT05M09.00S,2025-01-19T20:27:11.9Z,1,REGULAR,3pt,Jump Shot,[],1641705,28.597240473061763,86.02941176470588,1610612759,12,15,2025-01-19T20:27:20Z,720000,False,-180.0,216.0,1,left,MISS V. Wembanyama 28' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,28.15,Missed,,,,,,,,,,,,,,,,,,
74,PT05M05.00S,2025-01-19T20:27:15.9Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,12,15,2025-01-19T20:27:20Z,730000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,
75,PT04M51.00S,2025-01-19T20:27:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,85.10183968462549,55.14705882352941,1610612748,12,15,2025-01-19T20:27:35Z,740000,False,26.0,88.0,1,right,MISS J. Butler 9' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,9.12,Missed,,,,,,,,,,,,,,,,,,
76,PT04M46.00S,2025-01-19T20:27:35.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,12,15,2025-01-19T20:27:35Z,750000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,75.0,1.0,1.0,0.0,,,,,,,,
77,PT04M40.00S,2025-01-19T20:27:40.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203084,12.171484888304862,31.372549019607842,1610612759,12,15,2025-01-19T20:27:48Z,760000,False,93.0,62.0,1,left,MISS H. Barnes 11' turnaround fadeaway Shot,[203084],1610612759.0,SAS,turnaround fadeaway,,,Barnes,H. Barnes,,,,,Mid-Range,8-16 Right,11.18,Missed,,,,,,,,,,,,,,,,,,
78,PT04M38.00S,2025-01-19T20:27:42.8Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,12,15,2025-01-19T20:27:44Z,770000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,,,
79,PT04M33.00S,2025-01-19T20:27:47.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,92.72339027595268,55.14705882352941,1610612748,12,15,2025-01-19T20:32:00Z,780000,False,26.0,16.0,1,right,MISS T. Herro driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,,,,,,,,,,
80,PT04M28.00S,2025-01-19T20:27:52.8Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,12,15,2025-01-19T21:25:02Z,790000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,79.0,3.0,3.0,0.0,,,,,,,,
81,PT04M21.00S,2025-01-19T20:28:00.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.338370565045992,52.20588235294118,1610612759,12,17,2025-01-19T20:28:04Z,800000,False,-11.0,-2.0,1,left,V. Wembanyama driving DUNK (8 PTS) (C. Paul 3 AST),"[1641705, 101108]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.12,Made,8.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
83,PT03M54.00S,2025-01-19T20:28:27.0Z,1,REGULAR,2pt,Jump Shot,[],1629312,89.43823915900131,26.96078431372549,1610612748,12,17,2025-01-19T21:12:21Z,820000,False,-115.0,47.0,1,right,MISS H. Highsmith 12' pullup Shot - blocked,"[1629312, 1630170]",1610612748.0,MIA,pullup,,,Highsmith,H. Highsmith,,,,,Mid-Range,8-16 Left,12.43,Missed,,,,,,,,,,,,,,,Vassell,1630170.0,,
84,PT03M54.00S,2025-01-19T20:28:27.0Z,1,REGULAR,block,,[],1630170,,,1610612748,12,17,2025-01-19T20:28:30Z,830000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
85,PT03M50.00S,2025-01-19T20:28:31.0Z,1,REGULAR,rebound,offensive,[],1629130,,,1610612748,12,17,2025-01-19T20:28:34Z,840000,False,,,0,,D. Robinson REBOUND (Off:1 Def:0),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,83.0,1.0,0.0,1.0,,,,,,,,
86,PT03M47.00S,2025-01-19T20:28:34.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629130,90.75229960578186,34.80392156862745,1610612748,12,17,2025-01-19T20:28:45Z,850000,False,-76.0,34.0,1,right,MISS D. Robinson 8' fadeaway Shot,[1629130],1610612748.0,MIA,fadeaway,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Left,8.34,Missed,,,,,,,,,,,,,,,,,,
