actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
359,PT12M00.00S,2024-11-05T02:28:40.1Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612758,61,48,2024-11-05T02:30:10Z,3430000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2024-11-05T02:30:15.4Z,3,REGULAR,period,start,[],0,,,1610612758,61,48,2024-11-05T02:30:15Z,3440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M39.00S,2024-11-05T02:30:34.9Z,3,REGULAR,turnover,bad pass,[],1631099,,,1610612758,61,48,2024-11-05T02:30:46Z,3450000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1628389]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Murray,K. Murray,,,,,,,,,,,,,,,,1.0,Adebayo,1628389.0,
362,PT11M39.00S,2024-11-05T02:30:34.9Z,3,REGULAR,steal,,[],1628389,,,1610612748,61,48,2024-11-05T02:30:37Z,3460000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
363,PT11M23.00S,2024-11-05T02:30:51.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,80.6340341655716,42.64705882352941,1610612748,63,48,2024-11-05T02:30:55Z,3470000,False,-37.0,130.0,1,right,J. Butler 13' pullup Jump Shot (8 PTS),[202710],1610612748.0,MIA,pullup,,,,,,In The Paint (Non-RA),8-16 Center,13.46,Made,Butler,J. Butler,,,,,,,8.0,,,,,,,,,,,,
364,PT11M12.00S,2024-11-05T02:31:01.6Z,3,REGULAR,2pt,Jump Shot,[],1628368,23.209592641261498,41.911764705882355,1610612758,63,50,2024-11-05T02:31:06Z,3480000,False,40.0,166.0,1,left,D. Fox 17' step back Jump Shot (9 PTS),[1628368],1610612758.0,SAC,step back,,,,,,Mid-Range,16-24 Center,17.06,Made,Fox,D. Fox,,,,,,,9.0,,,,,,,,,,,,
365,PT10M49.00S,2024-11-05T02:31:39.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,87.46714848883047,47.30392156862745,1610612748,63,50,2024-11-05T02:31:45Z,3490000,False,-13.0,65.0,1,right,MISS B. Adebayo 6' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
366,PT10M46.00S,2024-11-05T02:31:42.2Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,63,50,2024-11-05T02:31:45Z,3500000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,365.0,,,,,,,5.0,4.0,1.0,,,,,,,,,
367,PT10M38.00S,2024-11-05T02:31:49.4Z,3,REGULAR,3pt,Jump Shot,[],1628368,21.50131406044678,8.57843137254902,1610612758,63,53,2024-11-05T02:31:56Z,3510000,False,207.0,150.0,1,left,D. Fox 25' 3PT  (12 PTS) (D. Sabonis 3 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,25.55,Made,Fox,D. Fox,,,,,,,12.0,,,,,,D. Sabonis,1627734.0,3.0,,,,
371,PT10M15.00S,2024-11-05T02:32:39.3Z,3,REGULAR,3pt,Jump Shot,[],1631107,72.61826544021025,79.65686274509804,1610612748,63,53,2024-11-05T02:33:05Z,3540000,False,148.0,205.0,1,right,MISS N. Jović 25' 3PT,[1631107],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,25.29,Missed,Jović,N. Jović,,,,,,,,,,,,,,,,,,,
372,PT10M12.00S,2024-11-05T02:32:42.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,63,53,2024-11-05T02:32:57Z,3550000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Sabonis,D. Sabonis,371.0,,,,,,,6.0,5.0,1.0,,,,,,,,,
373,PT10M06.00S,2024-11-05T02:32:48.0Z,3,REGULAR,3pt,Jump Shot,[],1628368,26.10052562417871,16.176470588235293,1610612758,63,53,2024-11-05T02:33:00Z,3560000,False,169.0,193.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,,,,Above the Break 3,24+ Right Center,25.65,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
374,PT10M04.00S,2024-11-05T02:32:50.0Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,63,53,2024-11-05T02:33:00Z,3570000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Herro,T. Herro,373.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
375,PT09M48.00S,2024-11-05T02:33:06.1Z,3,REGULAR,turnover,lost ball,[],1629639,,,1610612748,63,53,2024-11-05T03:39:43Z,3580000,False,,,0,,T. Herro lost ball TURNOVER (3 TO),"[1629639, 1631165]",1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Herro,T. Herro,,,,,,,,,,,,,,,,3.0,Ellis,1631165.0,
376,PT09M48.00S,2024-11-05T02:33:06.1Z,3,REGULAR,steal,,[],1631165,,,1610612758,63,53,2024-11-05T02:39:28Z,3590000,False,,,0,,K. Ellis STEAL (2 STL),[1631165],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
377,PT09M46.00S,2024-11-05T02:33:09.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631165,8.360709592641262,53.18627450980392,1610612758,63,55,2024-11-05T02:33:23Z,3600000,False,-16.0,26.0,1,left,K. Ellis running DUNK (4 PTS),[1631165],1610612758.0,SAC,running,,,,,,Restricted Area,0-8 Center,3.06,Made,Ellis,K. Ellis,,,,,,,4.0,,,,,,,,,,,,
378,PT09M46.00S,2024-11-05T02:33:13.1Z,3,REGULAR,foul,personal,['1freethrow'],1626179,,,1610612758,63,55,2024-11-05T02:33:24Z,3610000,False,,,0,,T. Rozier shooting personal FOUL (2 PF) (Ellis 1 FT),"[1626179, 1631165]",1610612748.0,MIA,shooting,,,,,,Restricted Area,0-8 Center,,,Rozier,T. Rozier,,101284.0,2.0,0.0,Ellis,1631165.0,,,,,,,,,,,,,
380,PT09M46.00S,2024-11-05T02:33:37.3Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631165,,,1610612758,63,55,2024-11-05T02:33:43Z,3630000,False,,,0,,MISS K. Ellis Free Throw 1 of 1,[1631165],1610612758.0,SAC,,,,,,,,,,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
381,PT09M44.00S,2024-11-05T02:33:39.3Z,3,REGULAR,rebound,offensive,[],1631165,,,1610612758,63,55,2024-11-05T02:33:43Z,3640000,False,,,0,,K. Ellis REBOUND (Off:2 Def:1),[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,380.0,,,,,,,3.0,1.0,2.0,,,,,,,,,
382,PT09M31.00S,2024-11-05T02:33:51.8Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",201942,15.062417871222076,20.098039215686274,1610612758,63,55,2024-11-05T02:33:58Z,3650000,False,150.0,89.0,1,left,MISS D. DeRozan 17' step back Shot,[201942],1610612758.0,SAC,step back,,,,,,Mid-Range,16-24 Right,17.4,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
383,PT09M28.00S,2024-11-05T02:33:54.7Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612748,63,55,2024-11-05T02:33:54Z,3660000,False,,,0,,T. Rozier REBOUND (Off:0 Def:4),[1626179],1610612748.0,MIA,,,,,,,Mid-Range,16-24 Right,,,Rozier,T. Rozier,382.0,,,,,,,4.0,4.0,0.0,,,,,,,,,
384,PT09M06.00S,2024-11-05T02:34:20.6Z,3,REGULAR,3pt,Jump Shot,[],1626179,87.20433639947439,95.09803921568627,1610612748,63,55,2024-11-05T02:37:27Z,3670000,False,225.0,68.0,1,right,MISS T. Rozier step back 3PT,[1626179],1610612748.0,MIA,step back,,,,,,Right Corner 3,24+ Right,23.55,Missed,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
385,PT09M05.00S,2024-11-05T02:34:21.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,63,55,2024-11-05T02:35:23Z,3680000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,,,384.0,,,,,,,,,,,,,,,,,,
386,PT09M04.00S,2024-11-05T02:34:23.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,63,55,2024-11-05T02:34:57Z,3690000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,,,,202053.0,,,,,,,,,,,,,,,,,
387,PT08M58.00S,2024-11-05T02:34:44.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628368,10.5946123521682,43.38235294117647,1610612758,63,57,2024-11-05T02:35:03Z,3700000,False,33.0,47.0,1,left,D. Fox driving finger roll Layup (14 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,5.76,Made,Fox,D. Fox,,,,,,,14.0,,,,,,,,,,,,
388,PT08M58.00S,2024-11-05T02:34:49.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,63,57,2024-11-05T02:34:49Z,3710000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M34.00S,2024-11-05T02:38:08.5Z,3,REGULAR,3pt,Jump Shot,[],1626179,91.5407358738502,3.9215686274509802,1610612748,66,57,2024-11-05T02:38:16Z,3720000,False,-230.0,27.0,1,right,T. Rozier 3PT  (4 PTS) (T. Herro 2 AST),"[1626179, 1629639]",1610612748.0,MIA,,,,,,,Left Corner 3,24+ Left,23.2,Made,Rozier,T. Rozier,,,,,,,4.0,,,,,,T. Herro,1629639.0,2.0,,,,
391,PT08M19.00S,2024-11-05T02:38:22.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.777266754270697,58.08823529411765,1610612758,66,59,2024-11-05T02:38:28Z,3740000,False,-40.0,58.0,1,left,D. Fox 7' Jump Shot (16 PTS),[1628368],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,Fox,D. Fox,,,,,,,16.0,,,,,,,,,,,,
392,PT08M04.00S,2024-11-05T02:38:40.9Z,3,REGULAR,2pt,Jump Shot,[],1629639,88.12417871222075,29.65686274509804,1610612748,66,59,2024-11-05T02:39:56Z,3750000,False,-102.0,59.0,1,right,MISS T. Herro 11' driving floating bank Shot,[1629639],1610612748.0,MIA,driving floating bank,,,,,,Mid-Range,8-16 Left,11.76,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
393,PT08M04.00S,2024-11-05T02:38:40.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,66,59,2024-11-05T02:39:00Z,3760000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,,,392.0,,,,,,,,,,,,,,,,,,
394,PT08M04.00S,2024-11-05T02:38:54.4Z,3,REGULAR,foul,personal,[],201942,,,1610612748,66,59,2024-11-05T02:39:40Z,3770000,False,,,0,,D. DeRozan loose ball personal FOUL (2 PF),"[201942, 1628389]",1610612758.0,SAC,loose ball,,,,,,Restricted Area,0-8 Center,,,DeRozan,D. DeRozan,,101284.0,2.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,
396,PT07M58.00S,2024-11-05T02:39:13.5Z,3,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612748,66,59,2024-11-05T02:39:19Z,3790000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Jović 2 FT),"[1628368, 1631107]",1610612758.0,SAC,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Fox,D. Fox,,202053.0,1.0,0.0,Jović,1631107.0,,,,,,,,,,,,,
398,PT07M58.00S,2024-11-05T02:39:43.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631107,,,1610612748,67,59,2024-11-05T02:39:43Z,3810000,False,,,0,,N. Jović Free Throw 1 of 2 (3 PTS),[1631107],1610612748.0,MIA,,,,,,,,,,Made,Jović,N. Jović,,,,,,,3.0,,,,,,,,,,,,
399,PT07M58.00S,2024-11-05T02:39:48.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631107,,,1610612748,68,59,2024-11-05T02:39:48Z,3820000,False,,,0,,N. Jović Free Throw 2 of 2 (4 PTS),[1631107],1610612748.0,MIA,,,,,,,,,,Made,Jović,N. Jović,,,,,,,4.0,,,,,,,,,,,,
400,PT07M50.00S,2024-11-05T02:39:57.8Z,3,REGULAR,turnover,lost ball,[],1628368,,,1610612758,68,59,2024-11-05T02:40:09Z,3830000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 202710]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,Fox,D. Fox,,,,,,,,,,,,,,,,1.0,Butler,202710.0,
401,PT07M50.00S,2024-11-05T02:39:57.8Z,3,REGULAR,steal,,[],202710,,,1610612748,68,59,2024-11-05T02:42:41Z,3840000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
402,PT07M45.00S,2024-11-05T02:40:02.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,89.96386333771353,54.65686274509803,1610612748,70,59,2024-11-05T02:40:14Z,3850000,False,23.0,42.0,1,right,J. Butler running Layup (10 PTS),[202710],1610612748.0,MIA,running,,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,Butler,J. Butler,,,,,,,10.0,,,,,,,,,,,,
403,PT07M32.00S,2024-11-05T02:40:15.0Z,3,REGULAR,3pt,Jump Shot,[],1631165,28.597240473061763,17.892156862745097,1610612758,70,62,2024-11-05T02:40:20Z,3860000,False,161.0,216.0,1,left,K. Ellis 26' 3PT  (7 PTS) (D. DeRozan 4 AST),"[1631165, 201942]",1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,26.93,Made,Ellis,K. Ellis,,,,,,,7.0,,,,,,D. DeRozan,201942.0,4.0,,,,
405,PT07M06.00S,2024-11-05T02:40:41.4Z,3,REGULAR,2pt,Jump Shot,[],1628389,85.49605781865965,67.64705882352942,1610612748,70,62,2024-11-05T02:40:45Z,3880000,False,88.0,84.0,1,right,MISS B. Adebayo 12' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,,,,Mid-Range,8-16 Right,12.17,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
406,PT07M04.00S,2024-11-05T02:40:43.5Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,70,62,2024-11-05T02:40:43Z,3890000,False,,,0,,K. Murray REBOUND (Off:0 Def:4),[1631099],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Right,,,Murray,K. Murray,405.0,,,,,,,4.0,4.0,0.0,,,,,,,,,
407,PT06M48.00S,2024-11-05T02:40:59.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,9.806176084099869,55.392156862745104,1610612758,70,64,2024-11-05T02:44:38Z,3900000,False,-27.0,40.0,1,left,D. Fox driving floating Jump Shot (18 PTS),[1628368],1610612758.0,SAC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.8,Made,Fox,D. Fox,,,,,,,18.0,,,,,,,,,,,,
408,PT06M31.00S,2024-11-05T02:41:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,91.01511169513797,42.8921568627451,1610612748,70,64,2024-11-05T02:41:32Z,3910000,False,-36.0,32.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
409,PT06M29.00S,2024-11-05T02:41:17.8Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,70,64,2024-11-05T02:41:32Z,3920000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,408.0,,,,,,,7.0,6.0,1.0,,,,,,,,,
410,PT06M18.00S,2024-11-05T02:41:29.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,8.623521681997373,43.38235294117647,1610612758,70,66,2024-11-05T02:41:37Z,3930000,False,33.0,29.0,1,left,K. Murray cutting DUNK (9 PTS) (D. Sabonis 4 AST),"[1631099, 1627734]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,4.37,Made,Murray,K. Murray,,,,,,,9.0,,,,,,D. Sabonis,1627734.0,4.0,,,,
412,PT06M04.00S,2024-11-05T02:41:43.1Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612748,70,66,2024-11-05T02:41:49Z,3950000,False,,,0,,T. Rozier bad pass TURNOVER (2 TO),"[1626179, 1631165]",1610612748.0,MIA,,,,,,,Mid-Range,8-16 Left,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,2.0,Ellis,1631165.0,
413,PT06M04.00S,2024-11-05T02:41:43.1Z,3,REGULAR,steal,,[],1631165,,,1610612758,70,66,2024-11-05T02:41:45Z,3960000,False,,,0,,K. Ellis STEAL (3 STL),[1631165],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Left,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
414,PT05M59.00S,2024-11-05T02:41:48.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631099,23.866622864651774,87.5,1610612758,70,66,2024-11-05T03:37:56Z,3970000,False,-188.0,172.0,1,left,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,25.43,Missed,Murray,K. Murray,,,,,,,,,,,,,,,,,,,
415,PT05M56.00S,2024-11-05T02:41:51.7Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,70,66,2024-11-05T02:41:57Z,3980000,False,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Herro,T. Herro,414.0,,,,,,,4.0,4.0,0.0,,,,,,,,,
416,PT05M43.00S,2024-11-05T02:42:04.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.99277266754271,49.50980392156863,1610612748,72,66,2024-11-05T02:42:13Z,3990000,False,-2.0,60.0,1,right,T. Herro 6' driving floating Jump Shot (18 PTS),[1629639],1610612748.0,MIA,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.05,Made,Herro,T. Herro,,,,,,,18.0,,,,,,,,,,,,
417,PT05M36.00S,2024-11-05T02:42:14.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,11.251642575558476,52.20588235294118,1610612758,72,66,2024-11-05T02:42:58Z,4000000,False,-11.0,53.0,1,left,MISS D. Fox driving Layup - blocked,"[1628368, 1628389]",1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,Fox,D. Fox,,,,,,,,,,,Adebayo,1628389.0,,,,,,,
418,PT05M36.00S,2024-11-05T02:42:14.1Z,3,REGULAR,block,,[],1628389,,,1610612758,72,66,2024-11-05T02:42:16Z,4010000,False,,,0,,B. Adebayo BLOCK (3 BLK),[1628389],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
419,PT05M35.00S,2024-11-05T02:42:15.1Z,3,REGULAR,rebound,offensive,[],1628368,,,1610612758,72,66,2024-11-05T02:42:58Z,4020000,False,,,0,,D. Fox REBOUND (Off:2 Def:1),[1628368],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Fox,D. Fox,417.0,,,,,,,3.0,1.0,2.0,,,,,,,,,
420,PT05M35.00S,2024-11-05T02:42:19.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628368,8.360709592641262,55.392156862745104,1610612758,72,68,2024-11-05T02:43:02Z,4030000,False,-27.0,26.0,1,left,D. Fox putback Layup (20 PTS),[1628368],1610612758.0,SAC,putback,,,,,,Restricted Area,0-8 Center,3.76,Made,Fox,D. Fox,,,,,,,20.0,,,,,,,,,,,,
421,PT05M34.00S,2024-11-05T02:42:30.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,72,68,2024-11-05T02:42:30Z,4040000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,out,[],1626179,,,1610612748,72,68,2024-11-05T02:45:11Z,4050000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,
423,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,out,[],202710,,,1610612748,72,68,2024-11-05T02:45:11Z,4060000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
424,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,out,[],1631107,,,1610612748,72,68,2024-11-05T02:45:11Z,4070000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,,,,,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,
425,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,out,[],1631165,,,1610612748,72,68,2024-11-05T02:45:11Z,4080000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
426,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,in,[],1641796,,,1610612748,72,68,2024-11-05T02:45:11Z,4090000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
427,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,in,[],1626196,,,1610612748,72,68,2024-11-05T02:45:11Z,4100000,False,,,0,,SUB in: J. Richardson,[1626196],1610612748.0,MIA,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
428,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,in,[],1629312,,,1610612748,72,68,2024-11-05T02:45:11Z,4110000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
429,PT05M34.00S,2024-11-05T02:44:31.2Z,3,REGULAR,substitution,in,[],1628370,,,1610612748,72,68,2024-11-05T02:45:11Z,4120000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
430,PT05M21.00S,2024-11-05T02:45:37.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,90.22667542706965,53.431372549019606,1610612748,74,68,2024-11-05T02:45:46Z,4130000,False,17.0,39.0,1,right,B. Adebayo driving Hook (13 PTS),[1628389],1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,4.3,Made,Adebayo,B. Adebayo,,,,,,,13.0,,,,,,,,,,,,
431,PT05M02.00S,2024-11-05T02:45:55.1Z,3,REGULAR,3pt,Jump Shot,[],1628368,11.12023653088042,94.85294117647058,1610612758,74,71,2024-11-05T02:45:59Z,4140000,False,-224.0,52.0,1,left,D. Fox 3PT  (23 PTS) (D. Sabonis 5 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,,,,Left Corner 3,24+ Left,23.02,Made,Fox,D. Fox,,,,,,,23.0,,,,,,D. Sabonis,1627734.0,5.0,,,,
433,PT04M50.00S,2024-11-05T02:46:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.06636005256242,44.11764705882353,1610612748,76,71,2024-11-05T02:46:18Z,4160000,False,-29.0,22.0,1,right,T. Herro driving Layup (20 PTS) (J. Richardson 1 AST),"[1629639, 1626196]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,3.68,Made,Herro,T. Herro,,,,,,,20.0,,,,,,J. Richardson,1626196.0,1.0,,,,
434,PT04M34.00S,2024-11-05T02:46:23.5Z,3,REGULAR,2pt,Jump Shot,[],1628368,22.158344283837057,50.98039215686274,1610612758,76,71,2024-11-05T02:46:28Z,4170000,False,-5.0,156.0,1,left,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,,,,Mid-Range,8-16 Center,15.59,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
435,PT04M32.00S,2024-11-05T02:46:25.5Z,3,REGULAR,rebound,defensive,[],1629312,,,1610612748,76,71,2024-11-05T02:46:28Z,4180000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:2),[1629312],1610612748.0,MIA,,,,,,,Mid-Range,8-16 Center,,,Highsmith,H. Highsmith,434.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
436,PT04M14.00S,2024-11-05T02:46:44.1Z,3,REGULAR,3pt,Jump Shot,[],1629639,69.59592641261499,74.26470588235294,1610612748,76,71,2024-11-05T02:46:48Z,4190000,False,121.0,233.0,1,right,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Right Center,26.29,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
437,PT04M12.00S,2024-11-05T02:46:46.1Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,76,71,2024-11-05T02:46:48Z,4200000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,,,Sabonis,D. Sabonis,436.0,,,,,,,8.0,7.0,1.0,,,,,,,,,
