actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
425,PT02M22.00S,2025-03-23T23:42:40.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629312,,,1610612766,89,70,2025-03-23T23:42:59Z,4160000,False,,,0,,H. Highsmith shooting personal FOUL (3 PF) (Nurkić 2 FT),"[1629312, 203994]",1610612748.0,MIA,shooting,,,Highsmith,H. Highsmith,,,,,1628951.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,3.0,0.0,Nurkić,203994.0,,
427,PT02M22.00S,2025-03-23T23:43:05.1Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612766,89,70,2025-03-23T23:43:05Z,4180000,False,,,0,,MISS J. Nurkić Free Throw 1 of 2,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
428,PT02M22.00S,2025-03-23T23:43:05.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,89,70,2025-03-23T23:43:05Z,4190000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,427.0,,,,,,,,,,,
429,PT02M22.00S,2025-03-23T23:43:20.7Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612766,89,71,2025-03-23T23:43:20Z,4200000,False,,,0,,J. Nurkić Free Throw 2 of 2 (5 PTS),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,
430,PT02M09.00S,2025-03-23T23:43:34.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642276,16.770696452036795,50.0,1610612748,91,71,2025-03-23T23:58:34Z,4210000,False,0.0,105.0,1,left,K. Ware 10' pullup Jump Shot (12 PTS) (D. Mitchell 5 AST),"[1642276, 1630558]",1610612748.0,MIA,pullup,,,Ware,K. Ware,,,,,,In The Paint (Non-RA),8-16 Center,10.51,Made,12.0,D. Mitchell,1630558.0,5.0,,,,,,,,,,,,,
431,PT01M56.00S,2025-03-23T23:43:47.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,91.14651773981603,44.36274509803921,1610612766,91,71,2025-03-23T23:59:08Z,4220000,False,-28.0,31.0,1,right,MISS J. Nurkić driving reverse Layup - blocked,"[203994, 1642276]",1610612766.0,CHA,driving reverse,,,Nurkić,J. Nurkić,,,,,,Restricted Area,0-8 Center,4.17,Missed,,,,,,,,,,Ware,1642276.0,,,,,,
432,PT01M56.00S,2025-03-23T23:43:47.0Z,3,REGULAR,block,,[],1642276,,,1610612766,91,71,2025-03-23T23:43:49Z,4230000,False,,,0,,K. Ware BLOCK (1 BLK),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
433,PT01M52.00S,2025-03-23T23:43:51.0Z,3,REGULAR,rebound,offensive,[],1642354,,,1610612766,91,71,2025-03-23T23:43:54Z,4240000,False,,,0,,K. Simpson REBOUND (Off:1 Def:2),[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,Restricted Area,0-8 Center,,,,,,,,431.0,3.0,2.0,1.0,,,,,,,,
434,PT01M47.00S,2025-03-23T23:43:56.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203552,93.77463863337714,44.85294117647059,1610612766,91,73,2025-03-23T23:44:05Z,4250000,False,-26.0,6.0,1,right,S. Curry driving reverse Layup (10 PTS),[203552],1610612766.0,CHA,driving reverse,,,Curry,S. Curry,,,,,,Restricted Area,0-8 Center,2.64,Made,10.0,,,,,,,,,,,,,,,,
435,PT01M33.00S,2025-03-23T23:44:10.3Z,3,REGULAR,3pt,Jump Shot,[],1642276,29.77989487516426,22.058823529411764,1610612748,91,73,2025-03-23T23:44:14Z,4260000,False,140.0,227.0,1,left,MISS K. Ware 26' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,Above the Break 3,24+ Right Center,26.69,Missed,,,,,,,,,,,,,,,,,
436,PT01M30.00S,2025-03-23T23:44:13.3Z,3,REGULAR,rebound,defensive,[],1642275,,,1610612766,91,73,2025-03-23T23:44:14Z,4270000,False,,,0,,T. Salaün REBOUND (Off:0 Def:3),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Above the Break 3,24+ Right Center,,,,,,,,435.0,3.0,3.0,0.0,,,,,,,,
437,PT01M15.00S,2025-03-23T23:44:29.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642275,93.11760840998686,46.81372549019608,1610612766,91,75,2025-03-23T23:59:54Z,4280000,False,-16.0,12.0,1,right,T. Salaün driving Layup (7 PTS) (M. Bridges 2 AST),"[1642275, 1628970]",1610612766.0,CHA,driving,,,Salaün,T. Salaün,,,,,,Restricted Area,0-8 Center,2.0,Made,7.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,
439,PT00M58.00S,2025-03-23T23:44:46.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,17.0335085413929,54.166666666666664,1610612748,93,75,2025-03-24T00:00:16Z,4300000,False,-21.0,108.0,1,left,T. Herro 10' driving floating Jump Shot (25 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,In The Paint (Non-RA),8-16 Center,10.96,Made,25.0,,,,,,,,,,,,,,,,
440,PT00M38.80S,2025-03-23T23:45:08.8Z,3,REGULAR,3pt,Jump Shot,[],1628970,65.52233902759527,59.55882352941176,1610612766,93,75,2025-03-24T00:00:45Z,4310000,False,48.0,272.0,1,right,MISS M. Bridges 27' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Center,27.58,Missed,,,,,,,,,,,,,,,,,
441,PT00M36.00S,2025-03-23T23:45:11.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,93,75,2025-03-23T23:45:34Z,4320000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,440.0,,,,,,,,,,,
443,PT00M36.00S,2025-03-23T23:45:17.1Z,3,REGULAR,substitution,out,[],1642276,,,1610612748,93,75,2025-03-23T23:45:26Z,4340000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT00M36.00S,2025-03-23T23:45:17.1Z,3,REGULAR,substitution,out,[],203994,,,1610612748,93,75,2025-03-23T23:45:26Z,4350000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT00M36.00S,2025-03-23T23:45:17.1Z,3,REGULAR,substitution,in,[],1628389,,,1610612748,93,75,2025-03-23T23:45:26Z,4360000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT00M36.00S,2025-03-23T23:45:17.1Z,3,REGULAR,substitution,in,[],1631217,,,1610612748,93,75,2025-03-23T23:45:26Z,4370000,False,,,0,,SUB in: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M15.00S,2025-03-23T23:46:01.4Z,3,REGULAR,3pt,Jump Shot,[],202692,22.026938239159,87.25490196078431,1610612748,96,75,2025-03-23T23:46:10Z,4380000,False,-186.0,155.0,1,left,A. Burks 24' 3PT  (3 PTS) (B. Adebayo 1 AST),"[202692, 1628389]",1610612748.0,MIA,,,,Burks,A. Burks,,,,,,Above the Break 3,24+ Left Center,24.21,Made,3.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,
449,PT00M02.00S,2025-03-23T23:46:15.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203552,84.70762155059133,48.77450980392157,1610612766,96,75,2025-03-23T23:46:26Z,4400000,False,-6.0,91.0,1,right,MISS S. Curry 9' driving floating Shot,[203552],1610612766.0,CHA,driving floating,,,Curry,S. Curry,,,,,,In The Paint (Non-RA),8-16 Center,9.14,Missed,,,,,,,,,,,,,,,,,
450,PT00M01.00S,2025-03-23T23:46:16.7Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,96,75,2025-03-23T23:46:32Z,4410000,False,,,0,,M. Bridges REBOUND (Off:3 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,449.0,7.0,4.0,3.0,,,,,,,,
451,PT00M00.00S,2025-03-23T23:46:27.6Z,3,REGULAR,period,end,[],0,,,1610612766,96,75,2025-03-23T23:46:27Z,4420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2025-03-23T23:48:29.2Z,4,REGULAR,substitution,out,['startperiod'],203552,,,1610612766,96,75,2025-03-23T23:48:56Z,4430000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2025-03-23T23:48:29.2Z,4,REGULAR,substitution,out,['startperiod'],1642275,,,1610612766,96,75,2025-03-23T23:48:56Z,4440000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2025-03-23T23:48:29.2Z,4,REGULAR,substitution,in,['startperiod'],1629610,,,1610612766,96,75,2025-03-23T23:48:56Z,4450000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2025-03-23T23:48:29.2Z,4,REGULAR,substitution,in,['startperiod'],1641733,,,1610612766,96,75,2025-03-23T23:48:56Z,4460000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2025-03-23T23:49:05.0Z,4,REGULAR,period,start,[],0,,,1610612766,96,75,2025-03-23T23:49:05Z,4470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT11M54.00S,2025-03-23T23:49:11.1Z,4,REGULAR,turnover,out-of-bounds,[],1642354,,,1610612766,96,75,2025-03-23T23:49:21Z,4480000,False,,,0,,K. Simpson bad pass out-of-bounds TURNOVER (2 TO),[1642354],1610612766.0,CHA,bad pass,,,Simpson,K. Simpson,,,,,1630886.0,Above the Break 3,24+ Center,,,,,,,2.0,,,,,,,,,,,,
458,PT11M45.00S,2025-03-23T23:49:26.7Z,4,REGULAR,turnover,bad pass,[],1630558,,,1610612748,96,75,2025-03-23T23:49:33Z,4490000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1631217]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,,,,,,,,,,,Diabaté,1631217.0
459,PT11M45.00S,2025-03-23T23:49:26.7Z,4,REGULAR,steal,,[],1631217,,,1610612766,96,75,2025-03-23T23:49:30Z,4500000,False,,,0,,M. Diabaté STEAL (1 STL),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
460,PT11M39.00S,2025-03-23T23:49:32.3Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642354,81.68528252299606,94.85294117647058,1610612766,96,75,2025-03-24T00:03:37Z,4510000,False,224.0,120.0,1,right,MISS K. Simpson 25' running 3PT,[1642354],1610612766.0,CHA,running,,,Simpson,K. Simpson,,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,
461,PT11M35.00S,2025-03-23T23:49:36.3Z,4,REGULAR,rebound,defensive,[],1630558,,,1610612748,96,75,2025-03-23T23:49:40Z,4520000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,Above the Break 3,24+ Right Center,,,,,,,,460.0,2.0,2.0,0.0,,,,,,,,
462,PT11M29.00S,2025-03-23T23:49:42.4Z,4,REGULAR,3pt,Jump Shot,[],202692,29.911300919842315,22.54901960784314,1610612748,99,75,2025-03-23T23:49:49Z,4530000,False,137.0,229.0,1,left,A. Burks 26' 3PT  (6 PTS) (B. Adebayo 2 AST),"[202692, 1628389]",1610612748.0,MIA,,,,Burks,A. Burks,,,,,,Above the Break 3,24+ Right Center,26.67,Made,6.0,B. Adebayo,1628389.0,2.0,,,,,,,,,,,,,
464,PT11M06.00S,2025-03-23T23:50:06.8Z,4,REGULAR,turnover,out-of-bounds,[],1628970,,,1610612766,99,75,2025-03-23T23:56:20Z,4550000,False,,,0,,M. Bridges lost ball out-of-bounds TURNOVER (3 TO),[1628970],1610612766.0,CHA,lost ball,,,Bridges,M. Bridges,,,,,201639.0,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,,,,,,,,,,,,
483,PT10M49.00S,2025-03-23T23:50:28.0Z,4,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,99,75,2025-03-24T00:11:36Z,4560000,False,,,0,,B. Adebayo lost ball out-of-bounds TURNOVER (2 TO),[1628389],1610612748.0,MIA,lost ball,,,Adebayo,B. Adebayo,,,,,201639.0,Mid-Range,16-24 Center,,,,,,,2.0,,,,,,,,,,,,
466,PT10M49.00S,2025-03-23T23:50:49.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,99,75,2025-03-23T23:56:54Z,4570000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT10M34.00S,2025-03-23T23:55:01.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,89.70105124835742,52.20588235294118,1610612766,99,75,2025-03-24T00:05:20Z,4590000,False,11.0,44.0,1,right,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),0-8 Center,4.56,Missed,,,,,,,,,,,,,,,,,
469,PT10M30.00S,2025-03-23T23:55:04.5Z,4,REGULAR,rebound,defensive,[],1630558,,,1610612748,99,75,2025-03-23T23:55:04Z,4600000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:3),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,468.0,3.0,3.0,0.0,,,,,,,,
470,PT10M21.00S,2025-03-23T23:55:14.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629312,8.623521681997373,49.26470588235294,1610612748,99,75,2025-03-24T00:06:01Z,4610000,False,4.0,29.0,1,left,MISS H. Highsmith driving Layup,[1629312],1610612748.0,MIA,driving,,,Highsmith,H. Highsmith,,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,,,,,,,,,,,,
471,PT10M17.00S,2025-03-23T23:55:18.1Z,4,REGULAR,rebound,defensive,[],1631217,,,1610612766,99,75,2025-03-23T23:55:26Z,4620000,False,,,0,,M. Diabaté REBOUND (Off:0 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Restricted Area,0-8 Center,,,,,,,,470.0,1.0,1.0,0.0,,,,,,,,
472,PT10M13.00S,2025-03-23T23:55:22.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631217,93.9060446780552,53.431372549019606,1610612766,99,77,2025-03-24T00:07:11Z,4630000,False,17.0,5.0,1,right,M. Diabaté cutting Layup (2 PTS) (K. Simpson 2 AST),"[1631217, 1642354]",1610612766.0,CHA,cutting,,,Diabaté,M. Diabaté,,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,K. Simpson,1642354.0,2.0,,,,,,,,,,,,,
474,PT09M47.00S,2025-03-23T23:55:47.9Z,4,REGULAR,3pt,Jump Shot,[],1629312,5.995400788436268,5.637254901960785,1610612748,99,77,2025-03-23T23:56:00Z,4650000,False,222.0,4.0,1,left,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,Right Corner 3,24+ Right,22.18,Missed,,,,,,,,,,,,,,,,,
475,PT09M43.00S,2025-03-23T23:55:52.8Z,4,REGULAR,rebound,defensive,[],1641733,,,1610612766,99,77,2025-03-23T23:55:52Z,4660000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:3),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,Right Corner 3,24+ Right,,,,,,,,474.0,3.0,3.0,0.0,,,,,,,,
476,PT09M39.00S,2025-03-23T23:55:56.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,86.67871222076215,37.5,1610612766,99,77,2025-03-24T00:08:19Z,4670000,False,-62.0,73.0,1,right,MISS N. Smith Jr. 9' driving floating Shot,[1641733],1610612766.0,CHA,driving floating,,,Smith Jr.,N. Smith Jr.,,,,,,In The Paint (Non-RA),8-16 Left,9.59,Missed,,,,,,,,,,,,,,,,,
477,PT09M39.00S,2025-03-23T23:55:56.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612766,99,77,2025-03-23T23:56:04Z,4680000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,476.0,,,,,,,,,,,
479,PT09M30.00S,2025-03-23T23:56:23.6Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628970,93.64323258869908,89.2156862745098,1610612766,99,77,2025-03-24T00:11:56Z,4700000,False,196.0,7.0,1,right,MISS M. Bridges 19' Jump Shot,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Mid-Range,16-24 Right,19.62,Missed,,,,,,,,,,,,,,,,,
480,PT09M26.00S,2025-03-23T23:56:27.6Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,99,77,2025-03-24T00:11:56Z,4710000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Mid-Range,16-24 Right,,,,,,,,479.0,4.0,1.0,3.0,,,,,,,,
481,PT09M23.00S,2025-03-23T23:56:33.2Z,4,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612748,99,77,2025-03-23T23:56:42Z,4720000,False,,,0,,D. Jeffries shooting personal FOUL (1 PF) (Herro 2 FT),"[1629610, 1629639]",1610612766.0,CHA,shooting,,,Jeffries,D. Jeffries,,,,,1628951.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,0.0,Herro,1629639.0,,
484,PT09M23.00S,2025-03-23T23:56:59.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629639,,,1610612748,100,77,2025-03-24T00:12:04Z,4740000,False,,,0,,T. Herro Free Throw 1 of 2 (26 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,
485,PT09M23.00S,2025-03-23T23:56:59.0Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629639,,,1610612748,101,77,2025-03-24T00:12:04Z,4750000,False,,,0,,T. Herro Free Throw 2 of 2 (27 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,
486,PT09M07.00S,2025-03-23T23:57:31.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,92.46057818659659,46.32352941176471,1610612766,101,77,2025-03-23T23:57:40Z,4760000,False,-18.0,18.0,1,right,MISS D. Jeffries driving Layup,[1629610],1610612766.0,CHA,driving,,,Jeffries,D. Jeffries,,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,
487,PT09M06.00S,2025-03-23T23:57:32.9Z,4,REGULAR,rebound,offensive,[],1631217,,,1610612766,101,77,2025-03-24T00:16:03Z,4770000,False,,,0,,M. Diabaté REBOUND (Off:1 Def:1),[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,Restricted Area,0-8 Center,,,,,,,,486.0,2.0,1.0,1.0,,,,,,,,
571,PT09M03.00S,2025-03-23T23:57:36.7Z,4,REGULAR,turnover,lost ball,[],1641733,,,1610612766,101,77,2025-03-24T00:16:55Z,4775000,False,,,0,,N. Smith Jr. lost ball TURNOVER (2 TO),"[1641733, 1629639]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,Mid-Range,8-16 Right,,,,,,,2.0,,,,,,,,,,,Herro,1629639.0
572,PT09M03.00S,2025-03-23T23:57:36.7Z,4,REGULAR,steal,,[],1629639,,,1610612748,101,77,2025-03-24T00:16:55Z,4777500,False,,,0,,T. Herro STEAL (3 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,
575,PT09M02.00S,2025-03-23T23:57:39.1Z,4,REGULAR,turnover,bad pass,[],202692,,,1610612748,101,77,2025-03-24T00:17:24Z,4778750,False,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 1641733]",1610612748.0,MIA,,,,Burks,A. Burks,,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,,,,,Smith Jr.,1641733.0
576,PT09M02.00S,2025-03-23T23:57:39.1Z,4,REGULAR,steal,,[],1641733,,,1610612766,101,77,2025-03-24T00:17:24Z,4779375,False,,,0,,N. Smith Jr. STEAL (1 STL),[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
488,PT08M57.00S,2025-03-23T23:57:41.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631217,92.72339027595268,46.81372549019608,1610612766,101,79,2025-03-24T00:17:24Z,4780000,False,-16.0,16.0,1,right,M. Diabaté driving Layup (4 PTS) (N. Smith Jr. 3 AST),"[1631217, 1641733]",1610612766.0,CHA,driving,,,Diabaté,M. Diabaté,,,,,,Restricted Area,0-8 Center,2.25,Made,4.0,N. Smith Jr.,1641733.0,3.0,,,,,,,,,,,,,
490,PT08M38.00S,2025-03-23T23:58:00.1Z,4,REGULAR,3pt,Jump Shot,[],202692,29.517082785808146,77.20588235294117,1610612748,101,79,2025-03-24T00:13:34Z,4790000,False,-136.0,225.0,1,left,MISS A. Burks 26' pullup 3PT,[202692],1610612748.0,MIA,pullup,,,Burks,A. Burks,,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,
491,PT08M35.00S,2025-03-23T23:58:03.1Z,4,REGULAR,rebound,defensive,[],1628970,,,1610612766,101,79,2025-03-23T23:58:05Z,4800000,False,,,0,,M. Bridges REBOUND (Off:3 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Left Center,,,,,,,,490.0,8.0,5.0,3.0,,,,,,,,
492,PT08M30.00S,2025-03-23T23:58:11.1Z,4,REGULAR,violation,kicked ball,[],1628389,,,1610612766,101,79,2025-03-23T23:58:51Z,4810000,False,,,0,,B. Adebayo kicked ball VIOLATION,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,1630886.0,,,,,,,,,,,,,,,,,,,,,
494,PT08M20.00S,2025-03-23T23:58:37.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,91.01511169513797,38.23529411764706,1610612766,101,79,2025-03-24T00:16:22Z,4820000,False,-59.0,32.0,1,right,MISS N. Smith Jr. 6' driving floating Shot,[1641733],1610612766.0,CHA,driving floating,,,Smith Jr.,N. Smith Jr.,,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,
495,PT08M19.00S,2025-03-23T23:58:38.6Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,101,79,2025-03-24T00:16:22Z,4830000,False,,,0,,M. Bridges REBOUND (Off:4 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,494.0,9.0,5.0,4.0,,,,,,,,
573,PT08M19.00S,2025-03-23T23:58:39.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,94.13600525624179,50.0,1610612766,101,79,2025-03-24T00:16:55Z,4835000,False,0.0,3.0,1,right,MISS M. Bridges tip Layup,[1628970],1610612766.0,CHA,tip,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,0.26,Missed,,,,,,,,,,,,,,,,,
574,PT08M18.00S,2025-03-23T23:58:40.7Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,101,79,2025-03-24T00:17:14Z,4837500,False,,,0,,M. Bridges REBOUND (Off:5 Def:5),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,,,,,,,,573.0,10.0,5.0,5.0,,,,,,,,
496,PT08M18.00S,2025-03-23T23:58:41.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,94.03745072273325,53.67647058823529,1610612766,101,81,2025-03-24T00:17:19Z,4840000,False,18.0,4.0,1,right,M. Bridges putback Layup (8 PTS),[1628970],1610612766.0,CHA,putback,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,1.87,Made,8.0,,,,,,,,,,,,,,,,
497,PT08M02.00S,2025-03-23T23:59:00.0Z,4,REGULAR,foul,personal,['2freethrow'],1642354,,,1610612748,101,81,2025-03-23T23:59:06Z,4850000,False,,,0,,K. Simpson shooting personal FOUL (1 PF) (Herro 2 FT),"[1642354, 1629639]",1610612766.0,CHA,shooting,,,Simpson,K. Simpson,,,,,1630886.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Herro,1629639.0,,
500,PT08M02.00S,2025-03-23T23:59:23.7Z,4,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,102,81,2025-03-23T23:59:23Z,4870000,False,,,0,,T. Herro Free Throw 1 of 2 (28 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,
501,PT08M02.00S,2025-03-23T23:59:26.1Z,4,REGULAR,substitution,out,[],1642354,,,1610612748,102,81,2025-03-23T23:59:31Z,4880000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
