actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M40.00S,2025-03-08T01:14:55.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.64323258869908,51.71568627450981,1610612748,5,5,2025-03-08T01:16:00Z,180000,False,9.0,7.0,1,right,B. Adebayo cutting DUNK (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
20,PT10M23.00S,2025-03-08T01:15:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,6.783837056504599,51.9607843137255,1610612750,5,7,2025-03-08T01:15:20Z,200000,False,-10.0,11.0,1,left,M. Conley driving finger roll Layup (2 PTS) (J. Randle 1 AST),"[201144, 203944]",1610612750.0,MIN,driving finger roll,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,J. Randle,203944.0,1.0,,,,,,,,,,,,,,
22,PT10M09.00S,2025-03-08T01:15:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,85.62746386333771,50.245098039215684,1610612748,5,7,2025-03-08T01:15:35Z,220000,False,1.0,83.0,1,right,MISS D. Mitchell 8' driving finger roll Layup,[1630558],1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,8.26,Missed,,,,,,,,,,,,,,,,,,
23,PT10M07.00S,2025-03-08T01:15:28.7Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612748,5,7,2025-03-08T01:15:28Z,230000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,22.0,1.0,0.0,1.0,,,
24,PT10M05.00S,2025-03-08T01:15:30.2Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612748,5,7,2025-03-08T01:15:40Z,240000,False,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 201144]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Conley,201144.0
25,PT10M05.00S,2025-03-08T01:15:30.2Z,1,REGULAR,steal,,[],201144,,,1610612750,5,7,2025-03-08T01:15:32Z,250000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2025-03-08T01:15:35.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629675,26.49474375821288,80.88235294117648,1610612750,5,7,2025-03-08T01:15:44Z,260000,False,-154.0,197.0,1,left,MISS N. Reid 25' running 3PT,[1629675],1610612750.0,MIN,running,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
27,PT09M56.00S,2025-03-08T01:15:39.2Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612748,5,7,2025-03-08T01:15:39Z,270000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,26.0,2.0,1.0,1.0,,,
28,PT09M51.00S,2025-03-08T01:15:48.3Z,1,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612748,5,7,2025-03-08T01:15:55Z,280000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (Adebayo 2 FT),"[1629675, 1628389]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,201246.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,
30,PT09M51.00S,2025-03-08T01:16:18.8Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,6,7,2025-03-08T01:16:18Z,300000,False,,,0,,B. Adebayo Free Throw 1 of 2 (3 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
31,PT09M51.00S,2025-03-08T01:16:33.3Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,7,7,2025-03-08T01:16:33Z,310000,False,,,0,,B. Adebayo Free Throw 2 of 2 (4 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
32,PT09M39.00S,2025-03-08T01:16:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630183,29.517082785808146,16.176470588235293,1610612750,7,7,2025-03-08T01:16:51Z,320000,False,169.0,225.0,1,left,MISS J. McDaniels 28' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
33,PT09M36.00S,2025-03-08T01:16:49.8Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,7,7,2025-03-08T01:16:51Z,330000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,32.0,1.0,1.0,0.0,,,
34,PT09M24.00S,2025-03-08T01:17:01.9Z,1,REGULAR,3pt,Jump Shot,[],201567,94.1688567674113,2.941176470588235,1610612748,10,7,2025-03-08T01:17:08Z,340000,False,-235.0,2.0,1,right,K. Love 3PT  (3 PTS) (P. Larsson 1 AST),"[201567, 1641796]",1610612748.0,MIA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,23.53,Made,3.0,P. Larsson,1641796.0,1.0,,,,,,,,,,,,,,
36,PT09M09.00S,2025-03-08T01:17:15.9Z,1,REGULAR,3pt,Jump Shot,[],201144,11.251642575558476,3.9215686274509802,1610612750,10,10,2025-03-08T01:19:23Z,360000,False,230.0,53.0,1,left,M. Conley 3PT step back (5 PTS),[201144],1610612750.0,MIN,step back,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,23.65,Made,5.0,,,,,,,,,,,,,,,,,
39,PT08M57.00S,2025-03-08T01:17:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,93.64323258869908,52.94117647058824,1610612748,10,10,2025-03-08T01:22:52Z,390000,False,15.0,7.0,1,right,MISS B. Adebayo driving finger roll Layup,[1628389],1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
40,PT08M55.00S,2025-03-08T01:17:31.1Z,1,REGULAR,rebound,defensive,[],201144,,,1610612750,10,10,2025-03-08T01:17:35Z,400000,False,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,
41,PT08M49.00S,2025-03-08T01:17:36.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203944,5.995400788436268,59.55882352941176,1610612750,10,12,2025-03-08T01:22:45Z,410000,False,-48.0,4.0,1,left,J. Randle running Layup (4 PTS),[203944],1610612750.0,MIN,running,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,4.8,Made,4.0,,,,,,,,,,,,,,,,,
42,PT08M29.00S,2025-03-08T01:17:56.3Z,1,REGULAR,3pt,Jump Shot,[],1641796,77.21747700394218,92.15686274509804,1610612748,10,12,2025-03-08T01:18:12Z,420000,False,211.0,162.0,1,right,MISS P. Larsson 26' 3PT,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Right Center,26.57,Missed,,,,,,,,,,,,,,,,,,
43,PT08M28.00S,2025-03-08T01:17:57.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,10,12,2025-03-08T01:18:12Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,42.0,,,,,,
45,PT08M09.00S,2025-03-08T01:18:24.1Z,1,REGULAR,2pt,Jump Shot,[],203944,24.392247043363994,62.254901960784316,1610612750,10,12,2025-03-08T01:18:29Z,450000,False,-61.0,177.0,1,left,MISS J. Randle 18' step back Shot,[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,18.71,Missed,,,,,,,,,,,,,,,,,,
46,PT08M05.00S,2025-03-08T01:18:28.1Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,10,12,2025-03-08T01:18:29Z,460000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,
47,PT07M47.00S,2025-03-08T01:18:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,95.0886990801577,54.90196078431373,1610612748,10,12,2025-03-08T01:23:58Z,470000,False,25.0,-6.0,1,right,MISS D. Mitchell driving Layup - blocked,"[1630558, 201144]",1610612748.0,MIA,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,Conley,201144.0,,,,,,,
48,PT07M47.00S,2025-03-08T01:18:46.1Z,1,REGULAR,block,,[],201144,,,1610612748,10,12,2025-03-08T01:18:48Z,480000,False,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M43.00S,2025-03-08T01:18:50.1Z,1,REGULAR,rebound,offensive,[],1630558,,,1610612748,10,12,2025-03-08T01:18:53Z,490000,False,,,0,,D. Mitchell REBOUND (Off:2 Def:1),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,47.0,3.0,1.0,2.0,,,
50,PT07M42.00S,2025-03-08T01:18:51.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629639,86.94152431011827,50.73529411764706,1610612748,10,12,2025-03-08T01:19:00Z,500000,False,4.0,70.0,1,right,MISS T. Herro 7' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.03,Missed,,,,,,,,,,,,,,,,,,
51,PT07M42.00S,2025-03-08T01:18:51.0Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,10,12,2025-03-08T01:19:00Z,510000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,50.0,1.0,0.0,1.0,,,
52,PT07M36.00S,2025-03-08T01:18:56.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,82.21090670170827,50.98039215686274,1610612748,12,12,2025-03-08T01:19:04Z,520000,False,5.0,115.0,1,right,B. Adebayo 11' floating Jump Shot (6 PTS) (K. Love 1 AST),"[1628389, 201567]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.48,Made,6.0,K. Love,201567.0,1.0,,,,,,,,,,,,,,
54,PT07M15.00S,2025-03-08T01:19:17.1Z,1,REGULAR,3pt,Jump Shot,[],1630183,5.601182654402102,97.54901960784314,1610612750,12,15,2025-03-08T01:19:21Z,540000,False,-238.0,0.0,1,left,J. McDaniels 3PT  (3 PTS) (N. Reid 1 AST),"[1630183, 1629675]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.77,Made,3.0,N. Reid,1629675.0,1.0,,,,,,,,,,,,,,
56,PT07M02.00S,2025-03-08T01:19:31.4Z,1,REGULAR,3pt,Jump Shot,[],201567,70.38436268068331,76.7156862745098,1610612748,12,15,2025-03-08T01:20:12Z,560000,False,134.0,226.0,1,right,MISS K. Love 26' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
57,PT06M58.00S,2025-03-08T01:19:35.4Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,12,15,2025-03-08T01:19:36Z,570000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,56.0,1.0,1.0,0.0,,,
58,PT06M50.00S,2025-03-08T01:19:42.8Z,1,REGULAR,2pt,Jump Shot,[],203944,14.011169513797633,83.33333333333334,1610612750,12,15,2025-03-08T01:25:40Z,580000,False,-167.0,79.0,1,left,MISS J. Randle 18' Jump Shot,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left,18.46,Missed,,,,,,,,,,,,,,,,,,
59,PT06M48.00S,2025-03-08T01:19:44.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,12,15,2025-03-08T01:19:47Z,590000,False,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,58.0,2.0,1.0,1.0,,,
60,PT06M32.00S,2025-03-08T01:20:00.5Z,1,REGULAR,3pt,Jump Shot,[],201567,67.23061760840999,57.107843137254896,1610612748,15,15,2025-03-08T01:20:07Z,600000,False,36.0,256.0,1,right,K. Love 25' 3PT  (6 PTS) (D. Mitchell 2 AST),"[201567, 1630558]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,25.8,Made,6.0,D. Mitchell,1630558.0,2.0,,,,,,,,,,,,,,
62,PT06M16.00S,2025-03-08T01:20:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630162,13.748357424441524,96.07843137254902,1610612750,15,18,2025-03-08T01:20:25Z,620000,False,-230.0,77.0,1,left,A. Edwards 24' 3PT step back (3 PTS),[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,24.28,Made,3.0,,,,,,,,,,,,,,,,,
63,PT06M05.00S,2025-03-08T01:20:28.7Z,1,REGULAR,2pt,Jump Shot,[],1629639,78.13731931668858,80.63725490196079,1610612748,15,18,2025-03-08T01:26:42Z,630000,False,153.0,153.0,1,right,MISS T. Herro 21' pullup Shot - blocked,"[1629639, 1629675]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,21.65,Missed,,,,,,,,,,Reid,1629675.0,,,,,,,
64,PT06M05.00S,2025-03-08T01:20:28.7Z,1,REGULAR,block,,[],1629675,,,1610612748,15,18,2025-03-08T01:20:31Z,640000,False,,,0,,N. Reid BLOCK (2 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
65,PT06M01.00S,2025-03-08T01:20:32.7Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,15,18,2025-03-08T01:20:33Z,650000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,63.0,2.0,2.0,0.0,,,
66,PT06M01.00S,2025-03-08T01:20:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,5.995400788436268,47.30392156862745,1610612750,15,20,2025-03-08T01:20:40Z,660000,False,13.0,4.0,1,left,J. Randle running finger roll Layup (6 PTS) (A. Edwards 1 AST),"[203944, 1630162]",1610612750.0,MIN,running finger roll,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.41,Made,6.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,,,,
68,PT06M01.00S,2025-03-08T01:20:39.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,15,20,2025-03-08T01:20:39Z,680000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M01.00S,2025-03-08T01:22:36.3Z,1,REGULAR,substitution,out,[],201144,,,1610612748,15,20,2025-03-08T01:23:26Z,690000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M01.00S,2025-03-08T01:22:36.3Z,1,REGULAR,substitution,in,[],1628978,,,1610612748,15,20,2025-03-08T01:23:26Z,700000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M46.00S,2025-03-08T01:23:51.2Z,1,REGULAR,2pt,Jump Shot,[],1629639,90.75229960578186,30.637254901960787,1610612748,17,20,2025-03-08T01:23:57Z,710000,False,-97.0,34.0,1,right,T. Herro 10' pullup Jump Shot (2 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,10.27,Made,2.0,,,,,,,,,,,,,,,,,
72,PT05M21.00S,2025-03-08T01:24:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630162,11.251642575558476,97.05882352941177,1610612750,17,20,2025-03-08T01:24:21Z,720000,False,-235.0,53.0,1,left,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,24.13,Missed,,,,,,,,,,,,,,,,,,
73,PT05M18.00S,2025-03-08T01:24:18.3Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,17,20,2025-03-08T01:24:21Z,730000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,
76,PT05M10.00S,2025-03-08T01:24:31.4Z,1,REGULAR,substitution,in,[],1629638,,,1610612748,17,20,2025-03-08T01:24:45Z,760000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M10.00S,2025-03-08T01:24:31.4Z,1,REGULAR,substitution,out,[],203944,,,1610612748,17,20,2025-03-08T01:24:57Z,770000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M10.00S,2025-03-08T01:24:59.6Z,1,REGULAR,substitution,out,[],201567,,,1610612748,17,20,2025-03-08T01:25:04Z,780000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M10.00S,2025-03-08T01:24:59.6Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,17,20,2025-03-08T01:25:04Z,790000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M58.00S,2025-03-08T01:25:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,93.38042049934296,52.20588235294118,1610612748,17,20,2025-03-08T01:32:05Z,800000,False,11.0,10.0,1,right,MISS P. Larsson driving Layup - blocked,"[1641796, 1628978]",1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,DiVincenzo,1628978.0,,,,,,,
81,PT04M58.00S,2025-03-08T01:25:26.6Z,1,REGULAR,block,,[],1628978,,,1610612748,17,20,2025-03-08T01:31:17Z,810000,False,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M54.00S,2025-03-08T01:25:30.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,17,20,2025-03-08T01:25:35Z,820000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,80.0,2.0,1.0,1.0,,,
83,PT04M54.00S,2025-03-08T01:26:02.4Z,1,REGULAR,jumpball,recovered,[],1629639,,,1610612748,17,20,2025-03-08T01:31:56Z,830000,False,,,0,,Jump Ball B. Adebayo vs. D. DiVincenzo: Tip to T. Herro,"[1629639, 1628389, 1628978]",1610612748.0,MIA,heldball,T. Herro,1629639.0,Herro,T. Herro,Adebayo,1628389.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,,,,,,,
86,PT04M46.00S,2025-03-08T01:26:08.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628389,69.46452036793693,25.49019607843137,1610612748,17,20,2025-03-08T01:26:15Z,860000,False,-123.0,235.0,1,right,MISS B. Adebayo 26' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,,,,,,,,,,,,,,,,,
87,PT04M42.00S,2025-03-08T01:26:12.1Z,1,REGULAR,rebound,offensive,[],1641796,,,1610612748,17,20,2025-03-08T01:28:52Z,870000,False,,,0,,P. Larsson REBOUND (Off:1 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,86.0,2.0,1.0,1.0,,,
88,PT04M39.00S,2025-03-08T01:26:15.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629312,95.48291721419186,3.1862745098039214,1610612748,17,20,2025-03-08T01:26:34Z,880000,False,-234.0,-10.0,1,right,MISS H. Highsmith 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,23.43,Missed,,,,,,,,,,,,,,,,,,
