actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
19,PT10M19.00S,2024-12-13T00:45:32.6Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612761,3,4,2024-12-13T00:45:44Z,190000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Dick 2 FT),"[1628389, 1641711]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Dick,1641711.0
21,PT10M19.00S,2024-12-13T00:45:56.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1641711,,,1610612761,3,5,2024-12-13T00:45:56Z,210000,False,,,0,,G. Dick Free Throw 1 of 2 (3 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2024-12-13T00:46:09.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1641711,,,1610612761,3,5,2024-12-13T00:46:09Z,220000,False,,,0,,MISS G. Dick Free Throw 2 of 2,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
23,PT10M16.00S,2024-12-13T00:46:11.2Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,3,5,2024-12-13T00:46:11Z,230000,False,,,0,,H. Highsmith REBOUND (Off:0 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT10M03.00S,2024-12-13T00:46:23.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202710,92.59198423127464,56.372549019607845,1610612748,3,5,2024-12-13T00:46:30Z,240000,False,32.0,17.0,1,right,MISS J. Butler driving Hook,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.62,Missed,,,,,,,,,,,,,,,,,,
25,PT10M01.00S,2024-12-13T00:46:25.5Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,3,5,2024-12-13T00:46:30Z,250000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
27,PT09M59.00S,2024-12-13T00:46:34.3Z,1,REGULAR,substitution,out,[],1628981,,,1610612761,3,5,2024-12-13T00:46:40Z,270000,False,,,0,,SUB out: B. Fernando,[1628981],1610612761.0,TOR,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M59.00S,2024-12-13T00:46:34.3Z,1,REGULAR,substitution,in,[],1627751,,,1610612761,3,5,2024-12-13T00:46:40Z,280000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M57.00S,2024-12-13T00:46:53.9Z,1,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612761,3,5,2024-12-13T00:53:12Z,290000,False,,,0,,R. Barrett bad pass out-of-bounds TURNOVER (1 TO),[1629628],1610612761.0,TOR,bad pass,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,1626301.0,,,,
30,PT09M50.00S,2024-12-13T00:47:08.1Z,1,REGULAR,foul,personal,[],1641711,,,1610612748,3,5,2024-12-13T00:47:38Z,300000,False,,,0,,G. Dick personal FOUL (1 PF),"[1641711, 1628389]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1626301.0,1.0,0.0,Adebayo,1628389.0
32,PT09M46.00S,2024-12-13T00:47:36.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629130,87.86136662286465,50.245098039215684,1610612748,3,5,2024-12-13T00:47:40Z,320000,False,1.0,62.0,1,right,MISS D. Robinson 6' driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,,,,,,,,,,,,,,,,,
33,PT09M44.00S,2024-12-13T00:47:38.4Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,3,5,2024-12-13T00:47:40Z,330000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,
34,PT09M39.00S,2024-12-13T00:47:42.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627751,5.863994743758213,50.245098039215684,1610612761,3,7,2024-12-13T00:47:50Z,340000,False,-1.0,3.0,1,left,J. Poeltl running DUNK (2 PTS) (R. Barrett 2 AST),"[1627751, 1629628]",1610612761.0,TOR,running,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.29,Made,2.0,R. Barrett,1629628.0,2.0,,,,,,,,,,,,,,
36,PT09M26.00S,2024-12-13T00:47:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629312,74.72076215505913,13.23529411764706,1610612748,3,7,2024-12-13T00:48:07Z,360000,False,-184.0,185.0,1,right,MISS H. Highsmith 26' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
37,PT09M26.00S,2024-12-13T00:47:55.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,3,7,2024-12-13T00:48:07Z,370000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,36.0,,,,,,,,,,,
38,PT09M26.00S,2024-12-13T00:48:10.6Z,1,REGULAR,foul,personal,[],1642367,,,1610612748,3,7,2024-12-13T00:48:27Z,380000,False,,,0,,J. Mogbo loose ball personal FOUL (1 PF),"[1642367, 202710]",1610612761.0,TOR,loose ball,,,Mogbo,J. Mogbo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Butler,202710.0
40,PT09M12.00S,2024-12-13T00:48:29.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629130,93.38042049934296,49.26470588235294,1610612748,5,7,2024-12-13T00:48:54Z,400000,False,-4.0,10.0,1,right,D. Robinson driving reverse Layup (2 PTS) (B. Adebayo 1 AST),"[1629130, 1628389]",1610612748.0,MIA,driving reverse,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.04,Made,2.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,,,,,
42,PT09M01.00S,2024-12-13T00:48:41.2Z,1,REGULAR,2pt,Jump Shot,[],1641711,16.90210249671485,70.83333333333334,1610612761,5,7,2024-12-13T00:48:46Z,420000,False,-104.0,106.0,1,left,MISS G. Dick 14' pullup Shot,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Mid-Range,8-16 Left,14.89,Missed,,,,,,,,,,,,,,,,,,
43,PT08M59.00S,2024-12-13T00:48:43.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,5,7,2024-12-13T00:48:46Z,430000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,
44,PT08M51.00S,2024-12-13T00:48:52.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629312,93.9060446780552,49.26470588235294,1610612748,5,7,2024-12-13T00:48:57Z,440000,False,-4.0,5.0,1,right,MISS H. Highsmith cutting Layup - blocked,"[1629312, 1629628]",1610612748.0,MIA,cutting,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,0.61,Missed,,,,,Barrett,1629628.0,,,,,,,,,,,,
45,PT08M51.00S,2024-12-13T00:48:52.1Z,1,REGULAR,block,,[],1629628,,,1610612748,5,7,2024-12-13T00:48:55Z,450000,False,,,0,,R. Barrett BLOCK (2 BLK),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M47.00S,2024-12-13T00:48:56.1Z,1,REGULAR,rebound,defensive,[],1641711,,,1610612761,5,7,2024-12-13T00:48:57Z,460000,False,,,0,,G. Dick REBOUND (Off:0 Def:2),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,
47,PT08M44.00S,2024-12-13T00:48:58.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641711,5.863994743758213,50.245098039215684,1610612761,5,9,2024-12-13T00:49:03Z,470000,False,-1.0,3.0,1,left,G. Dick running DUNK (5 PTS),[1641711],1610612761.0,TOR,running,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,0.29,Made,5.0,,,,,,,,,,,,,,,,,
48,PT08M28.00S,2024-12-13T00:49:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.85479632063075,49.50980392156863,1610612748,5,9,2024-12-13T00:49:23Z,480000,False,-2.0,15.0,1,right,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
49,PT08M22.00S,2024-12-13T00:49:20.0Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,5,9,2024-12-13T00:49:20Z,490000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:1),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,,48.0,1.0,1.0,0.0,,,,,,,,
50,PT08M16.00S,2024-12-13T00:49:26.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,14.536793692509855,41.911764705882355,1610612761,5,11,2024-12-13T00:49:33Z,500000,False,40.0,84.0,1,left,J. Poeltl 9' turnaround Hook (4 PTS) (G. Dick 1 AST),"[1627751, 1641711]",1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,9.33,Made,4.0,G. Dick,1641711.0,1.0,,,,,,,,,,,,,,
52,PT08M03.00S,2024-12-13T00:49:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,92.59198423127464,50.0,1610612748,7,11,2024-12-13T00:49:46Z,520000,False,0.0,17.0,1,right,D. Robinson cutting Layup (4 PTS) (T. Herro 1 AST),"[1629130, 1629639]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.71,Made,4.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,,
54,PT07M43.00S,2024-12-13T00:49:58.8Z,1,REGULAR,3pt,Jump Shot,[],1629628,12.171484888304862,3.6764705882352944,1610612761,7,11,2024-12-13T00:50:04Z,540000,False,232.0,62.0,1,left,MISS R. Barrett 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
55,PT07M40.00S,2024-12-13T00:50:01.8Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,7,11,2024-12-13T00:50:04Z,550000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Right Corner 3,24+ Right,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,
56,PT07M33.00S,2024-12-13T00:50:10.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.38042049934296,48.77450980392157,1610612748,9,11,2024-12-13T00:52:30Z,560000,False,-6.0,10.0,1,right,B. Adebayo alley-oop DUNK (2 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,T. Herro,1629639.0,2.0,,,,,,,,,,,,,,
58,PT07M33.00S,2024-12-13T00:50:19.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,9,11,2024-12-13T00:50:19Z,580000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M23.00S,2024-12-13T00:53:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,7.178055190538765,54.65686274509803,1610612761,9,13,2024-12-13T00:53:29Z,590000,False,-23.0,15.0,1,left,R. Barrett driving Layup (2 PTS),[1629628],1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,2.77,Made,2.0,,,,,,,,,,,,,,,,,
60,PT07M05.00S,2024-12-13T00:53:41.8Z,1,REGULAR,turnover,out-of-bounds,[],1629312,,,1610612748,9,13,2024-12-13T00:53:48Z,600000,False,,,0,,H. Highsmith lost ball out-of-bounds TURNOVER (1 TO),[1629312],1610612748.0,MIA,lost ball,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,2882.0,,,,
61,PT06M48.00S,2024-12-13T00:54:03.7Z,1,REGULAR,2pt,Hook,['fromturnover'],1627751,6.783837056504599,32.35294117647059,1610612761,9,13,2024-12-13T00:54:09Z,610000,False,88.0,11.0,1,left,MISS J. Poeltl 8' turnaround Hook,[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,8.89,Missed,,,,,,,,,,,,,,,,,,
62,PT06M45.00S,2024-12-13T00:54:06.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,9,13,2024-12-13T00:54:09Z,620000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,
63,PT06M36.00S,2024-12-13T00:54:16.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,68.67608409986859,22.54901960784314,1610612748,9,13,2024-12-13T00:54:21Z,630000,False,-137.0,242.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.81,Missed,,,,,,,,,,,,,,,,,,
64,PT06M32.00S,2024-12-13T00:54:20.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,9,13,2024-12-13T00:54:21Z,640000,False,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,63.0,3.0,3.0,0.0,,,,,,,,
65,PT06M25.00S,2024-12-13T00:54:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641711,6.1268068331143235,50.49019607843137,1610612761,9,15,2024-12-13T00:54:33Z,650000,False,-2.0,5.0,1,left,G. Dick driving finger roll Layup (7 PTS) (R. Barrett 3 AST),"[1641711, 1629628]",1610612761.0,TOR,driving finger roll,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,0.57,Made,7.0,R. Barrett,1629628.0,3.0,,,,,,,,,,,,,,
67,PT06M09.00S,2024-12-13T00:54:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.77463863337714,51.225490196078425,1610612748,9,15,2024-12-13T00:54:48Z,670000,False,6.0,6.0,1,right,MISS J. Butler Layup - blocked,"[202710, 1629628]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.86,Missed,,,,,Barrett,1629628.0,,,,,,,,,,,,
106,PT06M09.00S,2024-12-13T00:54:43.0Z,1,REGULAR,block,,[],1629628,,,1610612748,9,15,2024-12-13T01:01:01Z,675000,False,,,0,,R. Barrett BLOCK (3 BLK),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M07.00S,2024-12-13T00:54:45.0Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,9,15,2024-12-13T00:54:48Z,680000,False,,,0,,J. Mogbo REBOUND (Off:0 Def:2),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,
69,PT06M05.00S,2024-12-13T00:54:47.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642367,5.863994743758213,53.18627450980392,1610612761,9,15,2024-12-13T00:54:56Z,690000,False,-16.0,3.0,1,left,MISS J. Mogbo running Layup - blocked,"[1642367, 1628389]",1610612761.0,TOR,running,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,Adebayo,1628389.0,,,,,,,,,,,,
70,PT06M05.00S,2024-12-13T00:54:47.4Z,1,REGULAR,block,,[],1628389,,,1610612761,9,15,2024-12-13T00:54:49Z,700000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M05.00S,2024-12-13T00:54:47.4Z,1,REGULAR,rebound,offensive,[],1642367,,,1610612761,9,15,2024-12-13T00:54:56Z,710000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:2),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,,69.0,3.0,2.0,1.0,,,,,,,,
72,PT06M02.00S,2024-12-13T00:54:51.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641711,28.86005256241787,73.77450980392157,1610612761,9,18,2024-12-13T00:55:17Z,720000,False,-119.0,219.0,1,left,G. Dick 24' 3PT  (10 PTS) (J. Mogbo 2 AST),"[1641711, 1642367]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Left Center,24.9,Made,10.0,J. Mogbo,1642367.0,2.0,,,,,,,,,,,,,,
74,PT06M01.00S,2024-12-13T00:55:01.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,9,18,2024-12-13T00:55:01Z,740000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M01.00S,2024-12-13T00:55:24.8Z,1,REGULAR,substitution,out,[],1629628,,,1610612748,9,18,2024-12-13T00:57:44Z,750000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M01.00S,2024-12-13T00:55:24.8Z,1,REGULAR,substitution,in,[],1630558,,,1610612748,9,18,2024-12-13T00:57:44Z,760000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612761.0,TOR,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M45.00S,2024-12-13T00:58:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,92.9862023653088,50.98039215686274,1610612748,11,18,2024-12-13T00:58:22Z,770000,False,5.0,13.0,1,right,D. Robinson driving finger roll Layup (6 PTS) (J. Butler 1 AST),"[1629130, 202710]",1610612748.0,MIA,driving finger roll,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,1.43,Made,6.0,J. Butler,202710.0,1.0,,,,,,,,,,,,,,
79,PT05M30.00S,2024-12-13T00:58:28.8Z,1,REGULAR,3pt,Jump Shot,[],1641711,32.276609724047304,41.911764705882355,1610612761,11,18,2024-12-13T00:58:59Z,790000,False,40.0,251.0,1,left,MISS G. Dick 25' pullup 3PT,[1641711],1610612761.0,TOR,pullup,,,Dick,G. Dick,,,,,Above the Break 3,24+ Center,25.41,Missed,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2024-12-13T00:58:32.6Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,11,18,2024-12-13T00:58:32Z,800000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Center,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,,,
81,PT05M20.00S,2024-12-13T00:58:38.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630534,24.655059132720105,85.29411764705883,1610612761,11,18,2024-12-13T00:58:44Z,810000,False,-176.0,179.0,1,left,MISS O. Agbaji 25' 3PT,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
82,PT05M16.00S,2024-12-13T00:58:42.7Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,11,18,2024-12-13T00:58:44Z,820000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,81.0,2.0,2.0,0.0,,,,,,,,
83,PT05M12.00S,2024-12-13T00:58:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629312,93.64323258869908,48.28431372549019,1610612748,11,18,2024-12-13T00:58:56Z,830000,False,-9.0,7.0,1,right,MISS H. Highsmith running finger roll Layup,[1629312],1610612748.0,MIA,running finger roll,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
85,PT05M09.00S,2024-12-13T00:58:51.2Z,1,REGULAR,rebound,defensive,[],1642367,,,1610612761,11,18,2024-12-13T00:58:56Z,850000,False,,,0,,J. Mogbo REBOUND (Off:1 Def:3),[1642367],1610612761.0,TOR,,,,Mogbo,J. Mogbo,,,,,Restricted Area,0-8 Center,,,,,,,,,83.0,4.0,3.0,1.0,,,,,,,,
