actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
15,PT11M18.00S,2022-03-07T00:46:42.4Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,0,2022-03-07T00:46:47Z,150000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT11M05.00S,2022-03-07T00:46:56.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,96.7969776609724,97.79411764705883,1610612739,3,0,2022-03-07T00:47:00Z,160000,239.0,-22.0,1,right,L. Markkanen 24' 3PT  (3 PTS) (D. Garland 1 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,24.0,Made,,,,,,3.0,D. Garland,1629636.0,1.0,,,,,,,
18,PT10M42.00S,2022-03-07T00:47:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,5.206964520367937,49.754901960784316,1610612761,3,2,2022-03-07T00:47:46Z,180000,1.0,-4.0,1,left,P. Siakam driving Layup (2 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,0.38,Made,,,,,,2.0,,,,,,,,,,
19,PT10M42.00S,2022-03-07T00:47:26.5Z,1,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612761,3,2,2022-03-07T00:47:37Z,190000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Siakam 1 FT),"[1630596, 1627783]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Siakam,1627783.0,,,
21,PT10M42.00S,2022-03-07T00:47:52.1Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,3,3,2022-03-07T00:47:52Z,210000,,,0,,P. Siakam Free Throw 1 of 1 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,Made,,,,,,3.0,,,,,,,,,,
22,PT10M21.00S,2022-03-07T00:48:16.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.85479632063075,50.73529411764706,1610612739,5,3,2022-03-07T00:49:01Z,220000,4.0,15.0,1,right,J. Allen cutting DUNK (2 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,1.52,Made,,,,,,2.0,D. Garland,1629636.0,2.0,,,,,,,
24,PT10M08.00S,2022-03-07T00:48:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,11.908672798948752,45.588235294117645,1610612761,5,3,2022-03-07T00:48:49Z,240000,22.0,59.0,1,left,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,,,,6.34,Missed,,,,,,,,,,,,,,,,
25,PT10M08.00S,2022-03-07T00:48:29.2Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,5,3,2022-03-07T00:48:49Z,250000,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,
26,PT10M08.00S,2022-03-07T00:48:44.0Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612761,5,3,2022-03-07T00:48:53Z,260000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630171, 1630567]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,101284.0,,,,,1.0,0.0,Barnes,1630567.0,,,
28,PT10M08.00S,2022-03-07T00:48:54.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630567,,,1610612761,5,3,2022-03-07T00:48:54Z,280000,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,Missed,,,,,,,,,,,,,,,,
29,PT10M08.00S,2022-03-07T00:48:54.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,5,3,2022-03-07T00:48:54Z,290000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,
30,PT10M08.00S,2022-03-07T00:49:07.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630567,,,1610612761,5,4,2022-03-07T00:49:07Z,300000,,,0,,S. Barnes Free Throw 2 of 2 (1 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,Made,,,,,,1.0,,,,,,,,,,
31,PT09M49.00S,2022-03-07T00:49:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,89.17542706964521,96.81372549019608,1610612739,5,4,2022-03-07T00:49:31Z,310000,234.0,49.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,23.92,Missed,,,,,,,,,,,,,,,,
32,PT09M47.00S,2022-03-07T00:49:29.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,5,4,2022-03-07T00:49:31Z,320000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT09M41.00S,2022-03-07T00:49:35.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,9.806176084099869,47.794117647058826,1610612761,5,4,2022-03-07T00:49:44Z,330000,11.0,40.0,1,left,MISS K. Birch step back Shot,[203920],1610612761.0,TOR,step back,,,Birch,K. Birch,,,,,,,,4.12,Missed,,,,,,,,,,,,,,,,
34,PT09M40.00S,2022-03-07T00:49:36.6Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,5,4,2022-03-07T00:49:51Z,340000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,
35,PT09M39.00S,2022-03-07T00:49:43.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,5.590000152587891,50.0,1610612761,5,6,2022-03-07T00:49:57Z,350000,0.0,0.0,1,left,C. Boucher tip Layup (2 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,,,,0.0,Made,,,,,,2.0,,,,,,,,,,
36,PT09M20.00S,2022-03-07T00:49:56.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.77463863337714,49.754901960784316,1610612739,7,6,2022-03-07T00:50:01Z,360000,-1.0,6.0,1,right,J. Allen cutting DUNK (4 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,0.61,Made,,,,,,4.0,D. Garland,1629636.0,3.0,,,,,,,
38,PT09M05.00S,2022-03-07T00:50:11.4Z,1,REGULAR,2pt,Jump Shot,[],1629018,23.866622864651774,47.794117647058826,1610612761,7,8,2022-03-07T00:50:18Z,380000,11.0,172.0,1,left,G. Trent Jr. 17' step back Jump Shot (2 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,,,17.22,Made,,,,,,2.0,,,,,,,,,,
39,PT08M45.00S,2022-03-07T00:50:33.0Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,7,8,2022-03-07T00:50:41Z,390000,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1630567]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,
40,PT08M45.00S,2022-03-07T00:50:33.0Z,1,REGULAR,steal,,[],1630567,,,1610612761,7,8,2022-03-07T00:50:35Z,400000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M40.00S,2022-03-07T00:50:36.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,6.652431011826544,47.549019607843135,1610612761,7,10,2022-03-07T00:50:47Z,410000,12.0,10.0,1,left,S. Barnes running Layup (3 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,,,,1.59,Made,,,,,,3.0,,,,,,,,,,
42,PT08M30.00S,2022-03-07T00:50:47.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,91.19579500657031,52.86075367647059,1610612739,9,10,2022-03-07T00:50:54Z,420000,14.0,30.0,1,right,L. Markkanen driving floating Jump Shot (5 PTS),[1628374],1610612739.0,CLE,driving floating,,,Markkanen,L. Markkanen,,,,,,,,3.35,Made,,,,,,5.0,,,,,,,,,,
43,PT08M10.00S,2022-03-07T00:51:07.4Z,1,REGULAR,3pt,Jump Shot,[],1628449,7.178055190538765,2.941176470588235,1610612761,9,10,2022-03-07T00:51:15Z,430000,235.0,15.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,23.58,Missed,,,,,,,,,,,,,,,,
44,PT08M09.00S,2022-03-07T00:51:08.4Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,9,10,2022-03-07T00:51:30Z,440000,,,0,,C. Boucher REBOUND (Off:2 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,43.0,2.0,0.0,2.0,,,,,,,,,,,,
45,PT08M07.00S,2022-03-07T00:51:14.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,6.1268068331143235,48.77450980392157,1610612761,9,12,2022-03-07T00:51:36Z,450000,6.0,5.0,1,left,C. Boucher driving DUNK (4 PTS),[1628449],1610612761.0,TOR,driving,,,Boucher,C. Boucher,,,,,,,,0.8,Made,,,,,,4.0,,,,,,,,,,
46,PT07M47.00S,2022-03-07T00:51:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.24901445466492,50.245098039215684,1610612739,11,12,2022-03-07T00:51:40Z,460000,1.0,11.0,1,right,D. Garland driving finger roll Layup (2 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,,,,1.11,Made,,,,,,2.0,,,,,,,,,,
47,PT07M36.00S,2022-03-07T00:51:41.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,16.90210249671485,5.392156862745098,1610612761,11,12,2022-03-07T00:51:45Z,470000,223.0,106.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,24.71,Missed,,,,,,,,,,,,,,,,
48,PT07M33.00S,2022-03-07T00:51:44.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,11,12,2022-03-07T00:51:45Z,480000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,47.0,2.0,2.0,0.0,,,,,,,,,,,,
49,PT07M28.00S,2022-03-07T00:51:51.8Z,1,REGULAR,foul,personal,[],1629018,,,1610612739,11,12,2022-03-07T00:51:57Z,490000,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1629636]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,202049.0,,,,,1.0,0.0,Garland,1629636.0,,,
51,PT07M17.00S,2022-03-07T00:52:22.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,90.3580814717477,52.94117647058824,1610612739,11,12,2022-03-07T00:52:28Z,510000,15.0,38.0,1,right,MISS E. Mobley driving Hook,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,,4.08,Missed,,,,,,,,,,,,,,,,
52,PT07M14.00S,2022-03-07T00:52:25.2Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,11,12,2022-03-07T00:52:25Z,520000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,51.0,3.0,2.0,1.0,,,,,,,,,,,,
53,PT07M12.00S,2022-03-07T00:52:27.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,61.97437582128777,54.41176470588235,1610612739,11,12,2022-03-07T00:52:35Z,530000,22.0,305.0,1,right,MISS L. Markkanen 30' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,30.57,Missed,,,,,,,,,,,,,,,,
54,PT07M11.00S,2022-03-07T00:52:28.8Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,11,12,2022-03-07T00:52:57Z,540000,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,53.0,4.0,2.0,2.0,,,,,,,,,,,,
55,PT07M09.00S,2022-03-07T00:52:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,93.77463863337714,50.0,1610612739,13,12,2022-03-07T00:52:40Z,550000,0.0,6.0,1,right,E. Mobley putback Layup (2 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,,,,0.6,Made,,,,,,2.0,,,,,,,,,,
56,PT07M09.00S,2022-03-07T00:52:37.9Z,1,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612739,13,12,2022-03-07T00:52:52Z,560000,,,0,,C. Boucher shooting personal FOUL (1 PF) (Mobley 1 FT),"[1628449, 1630596]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,1627961.0,,,,,1.0,0.0,Mobley,1630596.0,,,
58,PT07M09.00S,2022-03-07T00:53:02.5Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630596,,,1610612739,13,12,2022-03-07T00:53:05Z,580000,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,Missed,,,,,,,,,,,,,,,,
59,PT07M06.00S,2022-03-07T00:53:05.5Z,1,REGULAR,rebound,defensive,[],203920,,,1610612761,13,12,2022-03-07T00:53:05Z,590000,,,0,,K. Birch REBOUND (Off:1 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,58.0,2.0,1.0,1.0,,,,,,,,,,,,
60,PT06M53.00S,2022-03-07T00:53:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629018,5.338370565045992,97.05882352941177,1610612761,13,12,2022-03-07T00:53:32Z,600000,-235.0,-2.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,23.53,Missed,,,,,,,,,,,,,,,,
61,PT06M52.00S,2022-03-07T00:53:18.2Z,1,REGULAR,rebound,offensive,[],203920,,,1610612761,13,12,2022-03-07T00:54:25Z,610000,,,0,,K. Birch REBOUND (Off:2 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,60.0,3.0,1.0,2.0,,,,,,,,,,,,
62,PT06M51.00S,2022-03-07T00:53:22.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203920,5.732588699080158,49.50980392156863,1610612761,13,12,2022-03-07T00:54:45Z,620000,2.0,1.0,1,left,MISS K. Birch putback Layup,[203920],1610612761.0,TOR,putback,,,Birch,K. Birch,,,,,,,,0.29,Missed,,,,,,,,,,,,,,,,
63,PT06M49.00S,2022-03-07T00:53:24.2Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,13,12,2022-03-07T00:55:41Z,630000,,,0,,C. Boucher REBOUND (Off:3 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,62.0,3.0,0.0,3.0,,,,,,,,,,,,
67,PT06M49.00S,2022-03-07T00:53:26.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,5.601182654402102,50.49019607843137,1610612761,13,12,2022-03-07T00:55:41Z,635000,-2.0,0.0,1,left,MISS C. Boucher tip DUNK - blocked,"[1628449, 1630596]",1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,,,,0.25,Missed,,,,,,,,,,,,,,Mobley,1630596.0,
68,PT06M49.00S,2022-03-07T00:53:26.6Z,1,REGULAR,block,,[],1630596,,,1610612761,13,12,2022-03-07T00:55:21Z,637500,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M48.00S,2022-03-07T00:53:27.6Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,13,12,2022-03-07T00:55:21Z,638750,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,
64,PT06M39.00S,2022-03-07T00:53:31.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628386,94.1688567674113,50.98039215686274,1610612739,15,12,2022-03-07T00:53:50Z,640000,5.0,2.0,1,right,J. Allen cutting DUNK (6 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,,,,0.54,Made,,,,,,6.0,D. Garland,1629636.0,4.0,,,,,,,
66,PT06M38.00S,2022-03-07T00:53:38.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,15,12,2022-03-07T00:53:38Z,660000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M12.00S,2022-03-07T00:57:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,18.084756898817346,5.147058823529411,1610612761,15,15,2022-03-07T00:57:29Z,670000,224.0,117.0,1,left,G. Trent Jr. 25' 3PT  (5 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,25.32,Made,,,,,,5.0,,,,,,,,,,
71,PT05M56.00S,2022-03-07T00:57:38.1Z,1,REGULAR,3pt,Jump Shot,[],1629636,65.25952693823915,28.431372549019606,1610612739,15,15,2022-03-07T00:57:44Z,680000,-108.0,274.0,1,right,MISS D. Garland 29' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,29.45,Missed,,,,,,,,,,,,,,,,
72,PT05M53.00S,2022-03-07T00:57:41.1Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,15,15,2022-03-07T00:57:44Z,690000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,,,,,,,
73,PT05M43.00S,2022-03-07T00:57:51.2Z,1,REGULAR,2pt,Jump Shot,[],1630567,7.5722733245729295,33.33333333333333,1610612761,15,17,2022-03-07T00:57:58Z,700000,83.0,19.0,1,left,S. Barnes 8' driving floating bank Jump Shot (5 PTS),[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,,,,8.54,Made,,,,,,5.0,,,,,,,,,,
74,PT05M27.00S,2022-03-07T00:58:08.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,93.64323258869908,49.26470588235294,1610612739,17,17,2022-03-07T00:58:14Z,710000,-4.0,7.0,1,right,L. Markkanen cutting DUNK (7 PTS) (E. Mobley 1 AST),"[1628374, 1630596]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,,,,0.82,Made,,,,,,7.0,E. Mobley,1630596.0,1.0,,,,,,,
76,PT05M13.00S,2022-03-07T00:58:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.456636005256241,43.627450980392155,1610612761,17,17,2022-03-07T00:58:26Z,730000,32.0,93.0,1,left,MISS P. Siakam 9' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,,,,9.81,Missed,,,,,,,,,,,,,,,,
77,PT05M10.00S,2022-03-07T00:58:24.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,17,17,2022-03-07T00:58:24Z,740000,,,0,,E. Mobley REBOUND (Off:2 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,76.0,5.0,3.0,2.0,,,,,,,,,,,,
78,PT05M05.00S,2022-03-07T00:58:28.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630171,91.93495400788436,3.9215686274509802,1610612739,17,17,2022-03-07T00:58:35Z,750000,-230.0,23.0,1,right,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,23.16,Missed,,,,,,,,,,,,,,,,
79,PT05M02.00S,2022-03-07T00:58:32.2Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612739,17,17,2022-03-07T00:58:32Z,760000,,,0,,I. Okoro REBOUND (Off:1 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,78.0,2.0,1.0,1.0,,,,,,,,,,,,
80,PT05M00.00S,2022-03-07T00:58:34.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,65.39093298291722,53.18627450980392,1610612739,17,17,2022-03-07T00:58:38Z,770000,16.0,273.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,27.33,Missed,,,,,,,,,,,,,,,,
81,PT04M57.00S,2022-03-07T00:58:37.4Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,17,17,2022-03-07T00:58:38Z,780000,,,0,,C. Boucher REBOUND (Off:3 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,80.0,4.0,1.0,3.0,,,,,,,,,,,,
82,PT04M51.00S,2022-03-07T00:58:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,4.418528252299605,49.754901960784316,1610612761,17,17,2022-03-07T00:58:58Z,790000,1.0,-11.0,1,left,MISS C. Boucher driving reverse Layup - blocked,"[1628449, 1628386]",1610612761.0,TOR,driving reverse,,,Boucher,C. Boucher,,,,,,,,1.11,Missed,,,,,,,,,,,,,,Allen,1628386.0,
83,PT04M51.00S,2022-03-07T00:58:43.7Z,1,REGULAR,block,,[],1628386,,,1610612761,17,17,2022-03-07T00:58:46Z,800000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
