actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
45,PT08M31.00S,2021-12-12T01:15:22.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203084,,,1610612758,10,3,2021-12-12T01:15:42Z,450000,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
46,PT08M31.00S,2021-12-12T01:15:22.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203084,,,1610612758,10,3,2021-12-12T01:15:42Z,460000,,,0,,MISS H. Barnes Free Throw 2 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,
47,PT08M28.00S,2021-12-12T01:15:25.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,10,3,2021-12-12T01:15:42Z,470000,,,0,,E. Mobley REBOUND (Off:1 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,46.0,4.0,3.0,1.0,,,,,,,,,
48,PT08M18.00S,2021-12-12T01:15:54.0Z,1,REGULAR,foul,personal,['2freethrow'],1628368,,,1610612739,10,3,2021-12-12T01:16:01Z,480000,,,0,,D. Fox shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1628368, 1628374]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,2715.0,,,,,,,,,,,,,,1.0,0.0,Markkanen,1628374.0,,,
50,PT08M18.00S,2021-12-12T01:16:12.9Z,1,REGULAR,freethrow,1 of 2,[],1628374,,,1610612739,10,3,2021-12-12T01:16:12Z,500000,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,Missed,,,,,,,,,,,,,,,,,
51,PT08M18.00S,2021-12-12T01:16:12.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,10,3,2021-12-12T01:16:12Z,510000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,
52,PT08M18.00S,2021-12-12T01:16:26.3Z,1,REGULAR,freethrow,2 of 2,[],1628374,,,1610612739,11,3,2021-12-12T01:16:26Z,520000,,,0,,L. Markkanen Free Throw 2 of 2 (3 PTS),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
53,PT08M06.00S,2021-12-12T01:16:39.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,27.808804204993432,77.94117647058823,1610612758,11,3,2021-12-12T01:16:53Z,530000,-140.0,209.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,25.13,Missed,,,,,,,,,,,,,,,,,
54,PT08M01.00S,2021-12-12T01:16:44.8Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,3,2021-12-12T01:16:53Z,540000,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,53.0,3.0,3.0,0.0,,,,,,,,,
55,PT07M43.00S,2021-12-12T01:17:03.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,88.38699080157687,55.392156862745104,1610612739,11,3,2021-12-12T01:17:12Z,550000,27.0,57.0,1,right,MISS J. Allen 6' turnaround Hook - blocked,"[1628386, 203458]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,,,6.28,Missed,,,,,,,,,Len,203458.0,,,,,,,
56,PT07M43.00S,2021-12-12T01:17:03.1Z,1,REGULAR,block,,[],203458,,,1610612739,11,3,2021-12-12T01:17:05Z,560000,,,0,,A. Len BLOCK (1 BLK),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M39.00S,2021-12-12T01:17:07.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,11,3,2021-12-12T01:17:12Z,570000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,
58,PT07M36.00S,2021-12-12T01:17:09.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,6.783837056504599,51.9607843137255,1610612758,11,3,2021-12-12T01:17:19Z,580000,-10.0,11.0,1,left,MISS D. Fox running Layup,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,,,1.5,Missed,,,,,,,,,,,,,,,,,
59,PT07M36.00S,2021-12-12T01:17:09.6Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612758,11,3,2021-12-12T01:17:19Z,590000,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,58.0,1.0,0.0,1.0,,,,,,,,,
60,PT07M34.00S,2021-12-12T01:17:14.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,5.590000152587891,50.0,1610612758,11,5,2021-12-12T01:21:04Z,600000,0.0,0.0,1,left,M. Bagley III tip Layup (2 PTS),[1628963],1610612758.0,SAC,tip,,,Bagley III,M. Bagley III,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,
61,PT07M19.00S,2021-12-12T01:17:26.4Z,1,REGULAR,3pt,Jump Shot,[],1630171,90.75229960578186,3.431372549019608,1610612739,14,5,2021-12-12T01:17:37Z,610000,-233.0,34.0,1,right,I. Okoro 3PT  (5 PTS) (L. Markkanen 1 AST),"[1630171, 1628374]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,23.53,Made,5.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,
63,PT07M09.00S,2021-12-12T01:17:40.0Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612758,14,5,2021-12-12T01:17:48Z,630000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1630596, 1628963]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,200834.0,,,,,,,,,,,,,,1.0,0.0,Bagley III,1628963.0,,,
65,PT07M09.00S,2021-12-12T01:18:06.8Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612758,14,5,2021-12-12T01:18:06Z,650000,,,0,,MISS M. Bagley III Free Throw 1 of 2,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,Missed,,,,,,,,,,,,,,,,,
66,PT07M09.00S,2021-12-12T01:18:06.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,14,5,2021-12-12T01:18:06Z,660000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,
67,PT07M09.00S,2021-12-12T01:18:23.1Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612758,14,6,2021-12-12T01:18:23Z,670000,,,0,,M. Bagley III Free Throw 2 of 2 (3 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
68,PT06M53.00S,2021-12-12T01:18:42.6Z,1,REGULAR,2pt,Jump Shot,[],1630596,93.9060446780552,89.2156862745098,1610612739,14,6,2021-12-12T01:18:47Z,680000,196.0,5.0,1,right,MISS E. Mobley 19' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,19.62,Missed,,,,,,,,,,,,,,,,,
69,PT06M50.00S,2021-12-12T01:18:45.0Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,14,6,2021-12-12T01:18:45Z,690000,,,0,,J. Allen REBOUND (Off:1 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,68.0,4.0,3.0,1.0,,,,,,,,,
70,PT06M39.00S,2021-12-12T01:18:55.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630596,83.65637319316689,50.245098039215684,1610612739,16,6,2021-12-12T01:19:00Z,700000,1.0,101.0,1,right,E. Mobley 10' turnaround fadeaway Jump Shot (4 PTS),[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,,,10.11,Made,4.0,,,,,,,,,,,,,,,,
71,PT06M29.00S,2021-12-12T01:19:06.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,15.456636005256241,50.73529411764706,1610612758,16,6,2021-12-12T01:19:15Z,710000,-4.0,93.0,1,left,MISS D. Fox 9' turnaround fadeaway Shot,[1628368],1610612758.0,SAC,turnaround fadeaway,,,Fox,D. Fox,,,,,,,9.29,Missed,,,,,,,,,,,,,,,,,
72,PT06M23.00S,2021-12-12T01:19:11.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,16,6,2021-12-12T01:19:11Z,720000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,,
73,PT06M21.00S,2021-12-12T01:19:14.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630171,93.64323258869908,49.754901960784316,1610612739,18,6,2021-12-12T01:25:22Z,730000,-1.0,7.0,1,right,I. Okoro running Layup (7 PTS) (L. Markkanen 2 AST),"[1630171, 1628374]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,0.74,Made,7.0,L. Markkanen,1628374.0,2.0,,,,,,,,,,,,,
75,PT06M16.00S,2021-12-12T01:19:25.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,18,6,2021-12-12T01:19:25Z,750000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,out,[],1630596,,,1610612758,18,6,2021-12-12T01:22:07Z,760000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612758,18,6,2021-12-12T01:22:07Z,770000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,out,[],1628963,,,1610612758,18,6,2021-12-12T01:22:07Z,780000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,18,6,2021-12-12T01:22:07Z,790000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,out,[],203458,,,1610612758,18,6,2021-12-12T01:22:07Z,800000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,in,[],201937,,,1610612758,18,6,2021-12-12T01:22:07Z,810000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,in,[],201567,,,1610612758,18,6,2021-12-12T01:22:07Z,820000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,in,[],202684,,,1610612758,18,6,2021-12-12T01:22:07Z,830000,,,0,,SUB in: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,in,[],1627741,,,1610612758,18,6,2021-12-12T01:22:07Z,840000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M16.00S,2021-12-12T01:21:28.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,18,6,2021-12-12T01:22:07Z,850000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
