actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
266,PT03M04.00S,2022-01-05T00:57:04.2Z,2,REGULAR,3pt,Jump Shot,[],1628991,77.21747700394218,5.88235294117647,1610612763,55,46,2022-01-05T00:57:10Z,2610000,-221.0,162.0,1,right,MISS J. Jackson Jr. 27' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,,
267,PT03M00.00S,2022-01-05T00:57:08.2Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,55,46,2022-01-05T00:57:10Z,2620000,,,0,,J. Allen REBOUND (Off:1 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,266.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
268,PT02M53.00S,2022-01-05T00:57:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.601182654402102,47.30392156862745,1610612739,55,46,2022-01-05T00:57:44Z,2630000,13.0,0.0,1,left,MISS D. Garland Layup - blocked,"[1629636, 1629630]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,1.35,Missed,,,,,Morant,1629630.0,,,,,,,,,,,,,
269,PT02M53.00S,2022-01-05T00:57:15.7Z,2,REGULAR,block,,[],1629630,,,1610612739,55,46,2022-01-05T00:57:21Z,2640000,,,0,,J. Morant BLOCK (2 BLK),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M53.00S,2022-01-05T00:57:15.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,55,46,2022-01-05T00:57:44Z,2650000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,
271,PT02M53.00S,2022-01-05T00:57:23.9Z,2,REGULAR,substitution,out,[],1628991,,,1610612739,55,46,2022-01-05T00:57:31Z,2660000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M53.00S,2022-01-05T00:57:23.9Z,2,REGULAR,substitution,in,[],1629634,,,1610612739,55,46,2022-01-05T00:57:31Z,2670000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M48.00S,2022-01-05T00:57:39.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629636,8.229303547963205,65.68627450980392,1610612739,55,46,2022-01-05T00:57:55Z,2680000,-78.0,25.0,1,left,MISS D. Garland 8' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,8.23,Missed,,,,,,,,,,,,,,,,,,,
274,PT02M46.00S,2022-01-05T00:57:41.4Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,55,46,2022-01-05T00:57:55Z,2690000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,273.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
275,PT02M42.00S,2022-01-05T00:57:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629681,92.85479632063075,50.49019607843137,1610612763,55,46,2022-01-05T00:58:01Z,2700000,2.0,15.0,1,right,MISS K. Tillie driving Layup - blocked,"[1629681, 1628386]",1610612763.0,MEM,driving,,,Tillie,K. Tillie,,,,,1.49,Missed,,,,,Allen,1628386.0,,,,,,,,,,,,,
276,PT02M42.00S,2022-01-05T00:57:46.9Z,2,REGULAR,block,,[],1628386,,,1610612763,55,46,2022-01-05T00:57:49Z,2710000,,,0,,J. Allen BLOCK (2 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M42.00S,2022-01-05T00:57:46.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,55,46,2022-01-05T00:58:01Z,2720000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,,,
278,PT02M42.00S,2022-01-05T00:57:59.9Z,2,REGULAR,substitution,out,[],1628374,,,1610612763,55,46,2022-01-05T00:58:03Z,2730000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT02M42.00S,2022-01-05T00:57:59.9Z,2,REGULAR,substitution,in,[],1630596,,,1610612763,55,46,2022-01-05T00:58:03Z,2740000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M37.00S,2022-01-05T00:58:14.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629634,94.56307490144546,50.98039215686274,1610612763,55,48,2022-01-05T00:58:26Z,2750000,5.0,-1.0,1,right,B. Clarke driving DUNK (4 PTS),[1629634],1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,0.51,Made,,,,,,,4.0,,,,,,,,,,,,
282,PT02M13.00S,2022-01-05T00:58:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201567,7.440867279894875,49.50980392156863,1610612739,55,48,2022-01-05T00:58:53Z,2760000,2.0,17.0,1,left,MISS K. Love cutting Layup - blocked,"[201567, 1629634]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,1.76,Missed,,,,,Clarke,1629634.0,,,,,,,,,,,,,
283,PT02M13.00S,2022-01-05T00:58:41.2Z,2,REGULAR,block,,[],1629634,,,1610612739,55,48,2022-01-05T00:58:53Z,2770000,,,0,,B. Clarke BLOCK (2 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M13.00S,2022-01-05T00:58:41.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,55,48,2022-01-05T00:58:53Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,
285,PT02M13.00S,2022-01-05T00:58:48.3Z,2,REGULAR,substitution,out,[],1629681,,,1610612739,55,48,2022-01-05T00:58:53Z,2790000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M13.00S,2022-01-05T00:58:48.3Z,2,REGULAR,substitution,in,[],1630583,,,1610612739,55,48,2022-01-05T00:58:53Z,2800000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M10.00S,2022-01-05T00:59:07.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612739,55,48,2022-01-05T00:59:21Z,2810000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,
288,PT01M59.00S,2022-01-05T00:59:33.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203500,92.59198423127464,51.225490196078425,1610612763,55,48,2022-01-05T00:59:39Z,2820000,6.0,17.0,1,right,MISS S. Adams Layup,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,1.82,Missed,,,,,,,,,,,,,,,,,,,
289,PT01M57.00S,2022-01-05T00:59:35.6Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,55,48,2022-01-05T00:59:35Z,2830000,,,0,,J. Allen REBOUND (Off:1 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,288.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
290,PT01M52.00S,2022-01-05T00:59:40.4Z,2,REGULAR,turnover,bad pass,[],1630205,,,1610612739,55,48,2022-01-05T00:59:45Z,2840000,,,0,,L. Stevens bad pass TURNOVER (1 TO),"[1630205, 1629630]",1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,1.0,,,,,Morant,1629630.0,
291,PT01M52.00S,2022-01-05T00:59:40.4Z,2,REGULAR,steal,,[],1629630,,,1610612763,55,48,2022-01-05T00:59:42Z,2850000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M47.00S,2022-01-05T00:59:45.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,74.06373193166885,7.8431372549019605,1610612763,55,51,2022-01-05T00:59:56Z,2860000,-211.0,191.0,1,right,D. Bane 28' 3PT  (11 PTS) (J. Morant 3 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,28.47,Made,,,,,,,11.0,J. Morant,1629630.0,3.0,,,,,,,,,
294,PT01M24.00S,2022-01-05T01:00:08.3Z,2,REGULAR,3pt,Jump Shot,[],1630596,27.151773981603156,16.666666666666664,1610612739,55,51,2022-01-05T01:00:14Z,2880000,167.0,203.0,1,left,MISS E. Mobley 26' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,26.24,Missed,,,,,,,,,,,,,,,,,,,
295,PT01M23.00S,2022-01-05T01:00:09.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,55,51,2022-01-05T01:00:14Z,2890000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,294.0,,,,,,,,,,,,,,,,,,
296,PT01M04.00S,2022-01-05T01:00:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,92.85479632063075,50.98039215686274,1610612763,55,53,2022-01-05T01:00:42Z,2900000,5.0,15.0,1,right,B. Clarke driving Layup (6 PTS) (J. Morant 4 AST),"[1629634, 1629630]",1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,1.55,Made,,,,,,,6.0,J. Morant,1629630.0,4.0,,,,,,,,,
298,PT00M52.00S,2022-01-05T01:00:49.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.075558475689881,50.98039215686274,1610612739,55,53,2022-01-05T01:00:54Z,2920000,-5.0,-5.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,0.69,Missed,,,,,,,,,,,,,,,,,,,
299,PT00M50.40S,2022-01-05T01:00:50.9Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,55,53,2022-01-05T01:03:11Z,2930000,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,298.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
300,PT00M35.60S,2022-01-05T01:01:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,86.5473061760841,43.13725490196079,1610612763,55,55,2022-01-05T01:01:13Z,2940000,-34.0,74.0,1,right,B. Clarke 8' floating Jump Shot (8 PTS) (D. Bane 2 AST),"[1629634, 1630217]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,8.16,Made,,,,,,,8.0,D. Bane,1630217.0,2.0,,,,,,,,,
302,PT00M25.40S,2022-01-05T01:01:23.6Z,2,REGULAR,3pt,Jump Shot,[],201567,27.020367936925098,18.627450980392158,1610612739,55,55,2022-01-05T01:01:27Z,2960000,157.0,201.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M23.00S,2022-01-05T01:01:26.0Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,55,55,2022-01-05T01:01:27Z,2970000,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,302.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
304,PT00M03.90S,2022-01-05T01:01:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,93.24901445466492,50.73529411764706,1610612763,55,57,2022-01-05T01:01:54Z,2980000,4.0,11.0,1,right,J. Morant driving Layup (13 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.16,Made,,,,,,,13.0,,,,,,,,,,,,
305,PT00M00.00S,2022-01-05T01:01:54.6Z,2,REGULAR,3pt,Jump Shot,[],1629636,42.526281208935615,60.049019607843135,1610612739,55,57,2022-01-05T01:02:02Z,2990000,-50.0,347.0,1,left,MISS D. Garland 35' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,35.08,Missed,,,,,,,,,,,,,,,,,,,
306,PT00M00.00S,2022-01-05T01:01:57.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,55,57,2022-01-05T01:01:57Z,3000000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,,
307,PT00M00.00S,2022-01-05T01:01:58.5Z,2,REGULAR,period,end,[],0,,,1610612739,55,57,2022-01-05T01:01:58Z,3010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-01-05T01:16:31.6Z,3,REGULAR,substitution,out,['startperiod'],201567,,,1610612739,55,57,2022-01-05T01:16:59Z,3020000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-01-05T01:16:31.6Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612739,55,57,2022-01-05T01:16:59Z,3030000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-01-05T01:16:31.6Z,3,REGULAR,substitution,out,['startperiod'],1630583,,,1610612739,55,57,2022-01-05T01:16:59Z,3040000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-01-05T01:16:31.6Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612739,55,57,2022-01-05T01:16:59Z,3050000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-01-05T01:16:31.6Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612739,55,57,2022-01-05T01:16:59Z,3060000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-01-05T01:16:31.6Z,3,REGULAR,substitution,in,['startperiod'],1629681,,,1610612739,55,57,2022-01-05T01:16:59Z,3070000,,,0,,SUB in: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2022-01-05T01:17:09.1Z,3,REGULAR,period,start,[],0,,,1610612763,55,57,2022-01-05T01:17:09Z,3080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT11M47.00S,2022-01-05T01:17:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,14.4053876478318,39.21568627450981,1610612763,55,57,2022-01-05T01:17:27Z,3090000,54.0,83.0,1,left,MISS J. Morant 9' floating Shot,[1629630],1610612763.0,MEM,floating,,,Morant,J. Morant,,,,,9.89,Missed,,,,,,,,,,,,,,,,,,,
316,PT11M44.00S,2022-01-05T01:17:24.5Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,55,57,2022-01-05T01:17:27Z,3100000,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,315.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
317,PT11M35.00S,2022-01-05T01:17:32.8Z,3,REGULAR,2pt,Jump Shot,[],1629636,83.26215505913272,73.0392156862745,1610612739,55,57,2022-01-05T01:17:37Z,3110000,115.0,105.0,1,right,MISS D. Garland 15' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,15.57,Missed,,,,,,,,,,,,,,,,,,,
318,PT11M33.00S,2022-01-05T01:17:34.8Z,3,REGULAR,rebound,defensive,[],1629681,,,1610612763,55,57,2022-01-05T01:17:37Z,3120000,,,0,,K. Tillie REBOUND (Off:0 Def:2),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,317.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
319,PT11M19.00S,2022-01-05T01:17:48.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.85742444152431,36.76470588235294,1610612763,55,59,2022-01-05T01:18:04Z,3130000,66.0,50.0,1,left,J. Jackson Jr. 8' driving floating Jump Shot (16 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,8.27,Made,,,,,,,16.0,,,,,,,,,,,,
320,PT10M52.00S,2022-01-05T01:18:16.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,81.553876478318,34.80392156862745,1610612739,57,59,2022-01-05T01:18:20Z,3140000,-76.0,121.0,1,right,L. Markkanen 14' turnaround fadeaway Jump Shot (4 PTS),[1628374],1610612739.0,CLE,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,14.28,Made,,,,,,,4.0,,,,,,,,,,,,
321,PT10M41.00S,2022-01-05T01:18:26.8Z,3,REGULAR,3pt,Jump Shot,[],1628991,25.18068331143233,12.990196078431374,1610612763,57,59,2022-01-05T01:18:37Z,3150000,185.0,184.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,,
322,PT10M38.00S,2022-01-05T01:18:30.6Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,57,59,2022-01-05T01:18:30Z,3160000,,,0,,S. Adams REBOUND (Off:3 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,321.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
323,PT10M35.00S,2022-01-05T01:18:33.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,28.991458607095925,69.6078431372549,1610612763,57,59,2022-01-05T01:18:40Z,3170000,-98.0,220.0,1,left,MISS J. Morant 24' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,24.08,Missed,,,,,,,,,,,,,,,,,,,
324,PT10M34.00S,2022-01-05T01:18:34.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,57,59,2022-01-05T01:18:40Z,3180000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,323.0,,,,,,,,,,,,,,,,,,
325,PT10M34.00S,2022-01-05T01:18:40.1Z,3,REGULAR,foul,personal,[],1628991,,,1610612739,57,59,2022-01-05T01:18:48Z,3190000,,,0,,J. Jackson Jr. loose ball personal FOUL (2 PF),"[1628991, 1630596]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,1626300.0,,2.0,0.0,Mobley,1630596.0,,,
327,PT10M14.00S,2022-01-05T01:19:04.7Z,3,REGULAR,2pt,Jump Shot,[],1629636,81.8166885676741,72.54901960784314,1610612739,57,59,2022-01-05T01:19:11Z,3210000,113.0,118.0,1,right,MISS D. Garland 16' Jump Shot,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,16.35,Missed,,,,,,,,,,,,,,,,,,,
328,PT10M12.00S,2022-01-05T01:19:07.5Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,57,59,2022-01-05T01:19:07Z,3220000,,,0,,J. Allen REBOUND (Off:2 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,327.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
329,PT10M10.00S,2022-01-05T01:19:09.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,70.51576872536137,72.79411764705883,1610612739,57,59,2022-01-05T01:19:15Z,3230000,114.0,225.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
330,PT10M06.00S,2022-01-05T01:19:13.8Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,57,59,2022-01-05T01:19:15Z,3240000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,329.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
331,PT09M58.00S,2022-01-05T01:19:21.1Z,3,REGULAR,3pt,Jump Shot,[],1629681,28.728646517739815,76.47058823529412,1610612763,57,59,2022-01-05T01:19:29Z,3250000,-132.0,218.0,1,left,MISS K. Tillie 25' 3PT,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
332,PT09M54.00S,2022-01-05T01:19:25.1Z,3,REGULAR,rebound,defensive,[],1628386,,,1610612739,57,59,2022-01-05T01:19:29Z,3260000,,,0,,J. Allen REBOUND (Off:2 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,331.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
333,PT09M42.00S,2022-01-05T01:19:42.4Z,3,REGULAR,foul,personal,[],1630217,,,1610612739,57,59,2022-01-05T01:19:54Z,3270000,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 1628386]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,204059.0,,2.0,0.0,Allen,1628386.0,,,
335,PT09M28.00S,2022-01-05T01:20:08.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,93.51182654402102,48.529411764705884,1610612739,57,59,2022-01-05T01:20:16Z,3290000,-7.0,8.0,1,right,MISS J. Allen reverse Layup,[1628386],1610612739.0,CLE,reverse,,,Allen,J. Allen,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,,
336,PT09M27.00S,2022-01-05T01:20:09.8Z,3,REGULAR,rebound,offensive,[],1628386,,,1610612739,57,59,2022-01-05T01:20:16Z,3300000,,,0,,J. Allen REBOUND (Off:3 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,335.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
337,PT09M22.00S,2022-01-05T01:20:15.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,65.1281208935611,37.745098039215684,1610612739,57,59,2022-01-05T01:20:19Z,3310000,-61.0,275.0,1,right,MISS D. Garland 28' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,28.2,Missed,,,,,,,,,,,,,,,,,,,
338,PT09M20.00S,2022-01-05T01:20:17.3Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,57,59,2022-01-05T01:20:17Z,3320000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,337.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
339,PT09M15.00S,2022-01-05T01:20:22.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,32.40801576872536,28.431372549019606,1610612763,57,59,2022-01-05T01:22:14Z,3330000,108.0,252.0,1,left,MISS D. Bane 27' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
340,PT09M11.00S,2022-01-05T01:20:25.5Z,3,REGULAR,rebound,defensive,[],1628374,,,1610612739,57,59,2022-01-05T01:20:25Z,3340000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,339.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
341,PT08M56.00S,2022-01-05T01:20:41.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.64323258869908,48.77450980392157,1610612739,59,59,2022-01-05T01:20:48Z,3350000,-6.0,7.0,1,right,J. Allen cutting DUNK (16 PTS) (D. Garland 7 AST),"[1628386, 1629636]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,0.95,Made,,,,,,,16.0,D. Garland,1629636.0,7.0,,,,,,,,,
343,PT08M31.00S,2022-01-05T01:21:09.3Z,3,REGULAR,turnover,out-of-bounds,[],1628991,,,1610612763,59,59,2022-01-05T01:21:17Z,3370000,,,0,,J. Jackson Jr. lost ball out-of-bounds TURNOVER (2 TO),[1628991],1610612763.0,MEM,lost ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,204059.0,2.0,,,,,,,
344,PT08M17.00S,2022-01-05T01:21:24.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,83.78777923784494,64.70588235294117,1610612739,61,59,2022-01-05T01:21:30Z,3380000,74.0,100.0,1,right,D. Garland 12' floating Jump Shot (16 PTS) (L. Stevens 3 AST),"[1629636, 1630205]",1610612739.0,CLE,floating,,,Garland,D. Garland,,,,,12.4,Made,,,,,,,16.0,L. Stevens,1630205.0,3.0,,,,,,,,,
345,PT08M03.00S,2022-01-05T01:21:39.1Z,3,REGULAR,2pt,Jump Shot,[],1630217,27.020367936925098,71.56862745098039,1610612763,61,59,2022-01-05T01:27:01Z,3390000,-108.0,201.0,1,left,MISS D. Bane 22' Jump Shot,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,22.85,Missed,,,,,,,,,,,,,,,,,,,
346,PT08M00.00S,2022-01-05T01:21:42.1Z,3,REGULAR,rebound,defensive,[],1630596,,,1610612739,61,59,2022-01-05T01:21:43Z,3400000,,,0,,E. Mobley REBOUND (Off:0 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,345.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
347,PT07M49.00S,2022-01-05T01:21:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,86.81011826544021,44.85294117647059,1610612739,61,59,2022-01-05T01:24:55Z,3410000,-26.0,71.0,1,right,MISS L. Stevens 7' turnaround Shot - blocked,"[1630205, 1630217]",1610612739.0,CLE,turnaround,,,Stevens,L. Stevens,,,,,7.6,Missed,,,,,Bane,1630217.0,,,,,,,,,,,,,
348,PT07M49.00S,2022-01-05T01:21:55.6Z,3,REGULAR,block,,[],1630217,,,1610612739,61,59,2022-01-05T01:21:58Z,3420000,,,0,,D. Bane BLOCK (2 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
