actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
185,PT08M19.00S,2022-01-27T00:44:01.7Z,2,REGULAR,2pt,Jump Shot,[],200765,4.28712220762155,6.61764705882353,1610612739,37,42,2022-01-27T00:48:35Z,1850000,217.0,-12.0,1,left,MISS R. Rondo 21' pullup Shot - blocked,"[200765, 201950]",1610612739.0,CLE,pullup,,,Rondo,R. Rondo,,,,,21.72,Missed,,,,,,,,,,,,,,,,,Holiday,201950.0
225,PT08M19.00S,2022-01-27T00:44:01.7Z,2,REGULAR,block,,[],201950,,,1610612739,37,42,2022-01-27T00:48:35Z,1855000,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M17.00S,2022-01-27T00:44:03.7Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,37,42,2022-01-27T00:48:35Z,1860000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,185.0,1.0,1.0,0.0,,,,,,,,,,,,,,
187,PT08M09.00S,2022-01-27T00:44:09.9Z,2,REGULAR,turnover,bad pass,[],203507,,,1610612749,37,42,2022-01-27T00:44:14Z,1870000,,,0,,G. Antetokounmpo bad pass TURNOVER (5 TO),"[203507, 200765]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,5.0,,,,,Rondo,200765.0,,,,,,
188,PT08M09.00S,2022-01-27T00:44:09.9Z,2,REGULAR,steal,,[],200765,,,1610612739,37,42,2022-01-27T00:44:13Z,1880000,,,0,,R. Rondo STEAL (1 STL),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M03.00S,2022-01-27T00:44:15.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626224,28.07161629434954,19.852941176470587,1610612739,37,42,2022-01-27T00:44:45Z,1890000,151.0,211.0,1,left,MISS C. Osman 25' pullup 3PT,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
190,PT08M02.00S,2022-01-27T00:44:16.1Z,2,REGULAR,rebound,offensive,[],1630205,,,1610612739,37,42,2022-01-27T00:44:26Z,1900000,,,0,,L. Stevens REBOUND (Off:1 Def:1),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,189.0,2.0,1.0,1.0,,,,,,,,,,,,,,
191,PT08M02.00S,2022-01-27T00:44:22.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,37,42,2022-01-27T00:44:22Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,out,[],200765,,,1610612739,37,42,2022-01-27T00:44:38Z,1920000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,out,[],1628386,,,1610612739,37,42,2022-01-27T00:44:38Z,1930000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,out,[],203918,,,1610612739,37,42,2022-01-27T00:44:38Z,1940000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,out,[],203507,,,1610612739,37,42,2022-01-27T00:44:38Z,1950000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,37,42,2022-01-27T00:44:38Z,1960000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,37,42,2022-01-27T00:44:38Z,1970000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,in,[],1626171,,,1610612739,37,42,2022-01-27T00:44:38Z,1980000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M02.00S,2022-01-27T00:44:24.4Z,2,REGULAR,substitution,in,[],1628978,,,1610612739,37,42,2022-01-27T00:44:38Z,1990000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M55.00S,2022-01-27T00:45:05.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629636,6.258212877792378,3.9215686274509802,1610612739,40,42,2022-01-27T00:45:10Z,2000000,230.0,6.0,1,left,D. Garland 3PT  (11 PTS) (C. Osman 2 AST),"[1629636, 1626224]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,23.05,Made,,,,,,,11.0,C. Osman,1626224.0,2.0,,,,,,,,
202,PT07M43.00S,2022-01-27T00:45:20.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,40,42,2022-01-27T00:45:20Z,2020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M39.00S,2022-01-27T00:45:37.1Z,2,REGULAR,3pt,Jump Shot,[],203114,67.49342969776609,35.049019607843135,1610612749,40,45,2022-01-27T00:45:44Z,2030000,-75.0,253.0,1,right,K. Middleton 26' 3PT step back (9 PTS) (J. Holiday 4 AST),"[203114, 201950]",1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,26.39,Made,,,,,,,9.0,J. Holiday,201950.0,4.0,,,,,,,,
205,PT07M14.00S,2022-01-27T00:46:02.7Z,2,REGULAR,3pt,Jump Shot,[],1626224,32.276609724047304,19.607843137254903,1610612739,43,45,2022-01-27T00:46:07Z,2050000,152.0,251.0,1,left,C. Osman 29' 3PT  (12 PTS) (K. Love 1 AST),"[1626224, 201567]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,29.34,Made,,,,,,,12.0,K. Love,201567.0,1.0,,,,,,,,
207,PT07M03.00S,2022-01-27T00:46:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,93.11760840998686,37.745098039215684,1610612749,43,45,2022-01-27T00:46:18Z,2070000,-61.0,12.0,1,right,MISS J. Holiday 6' cutting Layup,[201950],1610612749.0,MIL,cutting,,,Holiday,J. Holiday,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,
208,PT07M01.00S,2022-01-27T00:46:15.1Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,43,45,2022-01-27T00:52:17Z,2080000,,,0,,K. Love REBOUND (Off:1 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,207.0,4.0,3.0,1.0,,,,,,,,,,,,,,
209,PT06M56.00S,2022-01-27T00:46:21.0Z,2,REGULAR,3pt,Jump Shot,[],1626224,5.863994743758213,3.431372549019608,1610612739,43,45,2022-01-27T00:46:28Z,2090000,233.0,3.0,1,left,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
210,PT06M54.00S,2022-01-27T00:46:23.0Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,43,45,2022-01-27T00:46:28Z,2100000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT06M46.00S,2022-01-27T00:46:30.9Z,2,REGULAR,turnover,lost ball,[],203114,,,1610612749,43,45,2022-01-27T00:46:38Z,2110000,,,0,,K. Middleton lost ball TURNOVER (2 TO),"[203114, 1630205]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,2.0,,,,,Stevens,1630205.0,,,,,,
212,PT06M46.00S,2022-01-27T00:46:30.9Z,2,REGULAR,steal,,[],1630205,,,1610612739,43,45,2022-01-27T00:46:33Z,2120000,,,0,,L. Stevens STEAL (2 STL),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M42.00S,2022-01-27T00:46:37.2Z,2,REGULAR,turnover,lost ball,[],1626224,,,1610612739,43,45,2022-01-27T00:49:34Z,2130000,,,0,,C. Osman lost ball TURNOVER (2 TO),"[1626224, 1628978]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,2.0,,,,,DiVincenzo,1628978.0,,,,,,
214,PT06M42.00S,2022-01-27T00:46:37.2Z,2,REGULAR,steal,,[],1628978,,,1610612749,43,45,2022-01-27T00:46:41Z,2140000,,,0,,D. DiVincenzo STEAL (2 STL),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M38.00S,2022-01-27T00:46:45.3Z,2,REGULAR,turnover,lost ball,[],1628978,,,1610612749,43,45,2022-01-27T00:50:01Z,2150000,,,0,,D. DiVincenzo lost ball TURNOVER (2 TO),"[1628978, 201567]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,2.0,,,,,Love,201567.0,,,,,,
216,PT06M38.00S,2022-01-27T00:46:45.3Z,2,REGULAR,steal,,[],201567,,,1610612739,43,45,2022-01-27T00:46:49Z,2160000,,,0,,K. Love STEAL (1 STL),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M35.00S,2022-01-27T00:46:53.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201567,29.517082785808146,18.872549019607842,1610612739,46,45,2022-01-27T00:50:14Z,2170000,156.0,225.0,1,left,K. Love 27' 3PT  (14 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,27.36,Made,,,,,,,14.0,,,,,,,,,,,
218,PT06M19.00S,2022-01-27T00:47:06.3Z,2,REGULAR,3pt,Jump Shot,[],1628978,91.80354796320631,5.392156862745098,1610612749,46,45,2022-01-27T00:51:00Z,2180000,-223.0,25.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,22.43,Missed,,,,,,,,,,,,,,,,,,
219,PT06M18.00S,2022-01-27T00:47:07.3Z,2,REGULAR,rebound,offensive,[],201950,,,1610612749,46,45,2022-01-27T00:51:00Z,2190000,,,0,,J. Holiday REBOUND (Off:1 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,218.0,3.0,2.0,1.0,,,,,,,,,,,,,,
220,PT06M14.00S,2022-01-27T00:47:13.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,92.32917214191852,4.901960784313726,1610612749,46,45,2022-01-27T00:52:11Z,2200000,-225.0,20.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,
221,PT06M13.00S,2022-01-27T00:47:14.1Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,46,45,2022-01-27T00:52:11Z,2210000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,,,,
222,PT05M56.00S,2022-01-27T00:47:22.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,7.046649145860711,44.11764705882353,1610612739,48,45,2022-01-27T00:47:49Z,2220000,29.0,14.0,1,left,E. Mobley cutting DUNK (2 PTS) (D. Garland 4 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,3.24,Made,,,,,,,2.0,D. Garland,1629636.0,4.0,,,,,,,,
224,PT05M55.00S,2022-01-27T00:47:29.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,48,45,2022-01-27T00:47:29Z,2240000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT05M55.00S,2022-01-27T00:49:50.3Z,2,REGULAR,substitution,out,[],1630205,,,1610612749,48,45,2022-01-27T00:50:23Z,2250000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
227,PT05M55.00S,2022-01-27T00:49:50.3Z,2,REGULAR,substitution,in,[],1630171,,,1610612749,48,45,2022-01-27T00:50:23Z,2260000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M38.00S,2022-01-27T00:50:39.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,93.64323258869908,34.80392156862745,1610612749,48,47,2022-01-27T00:54:05Z,2270000,-76.0,7.0,1,right,B. Portis 7' turnaround Jump Shot (10 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,7.63,Made,,,,,,,10.0,,,,,,,,,,,
229,PT05M18.00S,2022-01-27T00:50:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.754927726675426,51.225490196078425,1610612739,48,47,2022-01-27T00:54:23Z,2280000,-6.0,30.0,1,left,MISS E. Mobley cutting Layup - blocked,"[1630596, 1626171]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,3.04,Missed,,,,,,,,,,,,,,,,,Portis,1626171.0
230,PT05M18.00S,2022-01-27T00:50:58.6Z,2,REGULAR,block,,[],1626171,,,1610612739,48,47,2022-01-27T00:51:01Z,2290000,,,0,,B. Portis BLOCK (1 BLK),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M18.00S,2022-01-27T00:50:58.6Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,48,47,2022-01-27T00:51:20Z,2300000,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,229.0,3.0,2.0,1.0,,,,,,,,,,,,,,
232,PT05M17.00S,2022-01-27T00:51:03.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630596,4.812746386333772,51.225490196078425,1610612739,50,47,2022-01-27T00:54:39Z,2310000,-6.0,-7.0,1,left,E. Mobley putback Layup (4 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,0.95,Made,,,,,,,4.0,,,,,,,,,,,
233,PT05M04.00S,2022-01-27T00:51:13.6Z,2,REGULAR,turnover,lost ball,[],1628978,,,1610612749,50,47,2022-01-27T00:52:20Z,2320000,,,0,,D. DiVincenzo lost ball TURNOVER (3 TO),"[1628978, 1626224]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,3.0,,,,,Osman,1626224.0,,,,,,
234,PT05M04.00S,2022-01-27T00:51:13.6Z,2,REGULAR,steal,,[],1626224,,,1610612739,50,47,2022-01-27T00:51:16Z,2330000,,,0,,C. Osman STEAL (1 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M00.00S,2022-01-27T00:51:18.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626224,5.995400788436268,49.50980392156863,1610612739,52,47,2022-01-27T00:56:11Z,2340000,2.0,4.0,1,left,C. Osman running Layup (14 PTS),[1626224],1610612739.0,CLE,running,,,Osman,C. Osman,,,,,0.46,Made,,,,,,,14.0,,,,,,,,,,,
236,PT05M00.00S,2022-01-27T00:51:22.8Z,2,REGULAR,foul,personal,['1freethrow'],1626192,,,1610612739,52,47,2022-01-27T00:51:33Z,2350000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Osman 1 FT),"[1626192, 1626224]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,1628954.0,,,,,,,,2.0,0.0,Osman,1626224.0,,
238,PT05M00.00S,2022-01-27T00:51:40.0Z,2,REGULAR,substitution,out,[],1626192,,,1610612739,52,47,2022-01-27T00:52:11Z,2370000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M00.00S,2022-01-27T00:51:40.0Z,2,REGULAR,substitution,in,[],201588,,,1610612739,52,47,2022-01-27T00:52:11Z,2380000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M00.00S,2022-01-27T00:52:04.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626224,,,1610612739,53,47,2022-01-27T00:52:04Z,2390000,,,0,,C. Osman Free Throw 1 of 1 (15 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
241,PT04M45.00S,2022-01-27T00:52:20.7Z,2,REGULAR,3pt,Jump Shot,[],203114,64.86530880420499,21.568627450980394,1610612749,53,47,2022-01-27T00:52:28Z,2400000,-142.0,278.0,1,right,MISS K. Middleton 31' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,31.21,Missed,,,,,,,,,,,,,,,,,,
242,PT04M45.00S,2022-01-27T00:52:20.7Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,53,47,2022-01-27T00:52:28Z,2410000,,,0,,C. Osman REBOUND (Off:1 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,241.0,2.0,1.0,1.0,,,,,,,,,,,,,,
243,PT04M25.00S,2022-01-27T00:52:40.4Z,2,REGULAR,2pt,Jump Shot,[],1629636,25.04927726675427,27.941176470588236,1610612739,53,47,2022-01-27T00:52:51Z,2420000,110.0,183.0,1,left,MISS D. Garland 21' Jump Shot,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,21.37,Missed,,,,,,,,,,,,,,,,,,
244,PT04M23.00S,2022-01-27T00:52:42.4Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612749,53,47,2022-01-27T00:52:51Z,2430000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,243.0,4.0,3.0,1.0,,,,,,,,,,,,,,
245,PT04M21.00S,2022-01-27T00:52:45.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,94.30026281208936,50.73529411764706,1610612749,53,49,2022-01-27T00:52:58Z,2440000,4.0,1.0,1,right,K. Middleton running Layup (11 PTS) (D. DiVincenzo 2 AST),"[203114, 1628978]",1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,0.39,Made,,,,,,,11.0,D. DiVincenzo,1628978.0,2.0,,,,,,,,
247,PT04M02.00S,2022-01-27T00:53:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,4.418528252299605,51.9607843137255,1610612739,55,49,2022-01-27T00:53:08Z,2460000,-10.0,-11.0,1,left,D. Garland driving Layup (13 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,1.47,Made,,,,,,,13.0,,,,,,,,,,,
248,PT03M52.00S,2022-01-27T00:53:13.3Z,2,REGULAR,2pt,Jump Shot,[],1626171,93.38042049934296,20.098039215686274,1610612749,55,51,2022-01-27T00:57:51Z,2470000,-150.0,10.0,1,right,B. Portis 14' Jump Shot (12 PTS) (K. Middleton 4 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,14.98,Made,,,,,,,12.0,K. Middleton,203114.0,4.0,,,,,,,,
250,PT03M29.00S,2022-01-27T00:53:39.2Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612739,55,51,2022-01-27T00:53:47Z,2490000,,,0,,B. Portis shooting personal FOUL (2 PF) (Mobley 2 FT),"[1626171, 1630596]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,202049.0,,,,,,,,2.0,0.0,Mobley,1630596.0,,
252,PT03M29.00S,2022-01-27T00:54:06.8Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,56,51,2022-01-27T00:54:06Z,2510000,,,0,,E. Mobley Free Throw 1 of 2 (5 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
253,PT03M29.00S,2022-01-27T00:54:08.4Z,2,REGULAR,substitution,out,[],201567,,,1610612739,56,51,2022-01-27T00:54:19Z,2520000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M29.00S,2022-01-27T00:54:08.4Z,2,REGULAR,substitution,out,[],203114,,,1610612739,56,51,2022-01-27T00:54:19Z,2530000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M29.00S,2022-01-27T00:54:08.4Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,56,51,2022-01-27T00:54:19Z,2540000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M29.00S,2022-01-27T00:54:08.4Z,2,REGULAR,substitution,in,[],203507,,,1610612739,56,51,2022-01-27T00:54:19Z,2550000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M29.00S,2022-01-27T00:54:31.6Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,57,51,2022-01-27T00:54:31Z,2560000,,,0,,E. Mobley Free Throw 2 of 2 (6 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
258,PT03M15.00S,2022-01-27T00:54:46.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,92.85479632063075,55.88235294117647,1610612749,57,51,2022-01-27T00:54:51Z,2570000,29.0,15.0,1,right,MISS J. Holiday driving floating Shot,[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,
259,PT03M12.00S,2022-01-27T00:54:49.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,57,51,2022-01-27T00:54:51Z,2580000,,,0,,J. Allen REBOUND (Off:2 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,258.0,3.0,1.0,2.0,,,,,,,,,,,,,,
260,PT03M07.00S,2022-01-27T00:54:57.5Z,2,REGULAR,2pt,Jump Shot,[],1629636,15.982260183968464,76.7156862745098,1610612739,57,51,2022-01-27T00:58:40Z,2590000,-134.0,98.0,1,left,MISS D. Garland 16' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,16.55,Missed,,,,,,,,,,,,,,,,,,
261,PT03M04.00S,2022-01-27T00:55:00.5Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,57,51,2022-01-27T00:58:40Z,2600000,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,260.0,4.0,2.0,2.0,,,,,,,,,,,,,,
262,PT02M53.00S,2022-01-27T00:55:09.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,5.601182654402102,49.50980392156863,1610612739,59,51,2022-01-27T00:55:19Z,2610000,2.0,0.0,1,left,E. Mobley cutting DUNK (8 PTS) (D. Garland 5 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,0.25,Made,,,,,,,8.0,D. Garland,1629636.0,5.0,,,,,,,,
264,PT02M53.00S,2022-01-27T00:55:21.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203507,,,1610612739,59,51,2022-01-27T00:55:30Z,2630000,,,0,,G. Antetokounmpo shooting personal FOUL (2 PF) (Mobley 1 FT),"[203507, 1630596]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,1628954.0,,,,,,,,2.0,0.0,Mobley,1630596.0,,
266,PT02M53.00S,2022-01-27T00:55:42.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630596,,,1610612739,59,51,2022-01-27T00:55:42Z,2650000,,,0,,MISS E. Mobley Free Throw 1 of 1,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Missed,,,,,,,,,,,,,,,,,,
267,PT02M47.00S,2022-01-27T00:55:48.4Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,59,51,2022-01-27T00:55:49Z,2660000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,266.0,2.0,2.0,0.0,,,,,,,,,,,,,,
268,PT02M36.00S,2022-01-27T00:56:03.3Z,2,REGULAR,foul,personal,[],1630596,,,1610612749,59,51,2022-01-27T00:56:25Z,2670000,,,0,,E. Mobley personal FOUL (1 PF),"[1630596, 201950]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,202049.0,,,,,,,,1.0,0.0,Holiday,201950.0,,
270,PT02M23.00S,2022-01-27T00:56:37.2Z,2,REGULAR,3pt,Jump Shot,[],1626171,68.54467805519053,22.794117647058822,1610612749,59,51,2022-01-27T00:56:59Z,2690000,-136.0,243.0,1,right,MISS B. Portis 27' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,27.86,Missed,,,,,,,,,,,,,,,,,,
271,PT02M22.00S,2022-01-27T00:56:38.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,59,51,2022-01-27T00:56:59Z,2700000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,270.0,,,,,,,,,,,,,,,,,
