actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
26,PT09M28.00S,2022-03-18T23:43:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,92.85479632063075,52.20588235294118,1610612739,9,6,2022-03-18T23:43:28Z,260000,11.0,15.0,1,right,E. Mobley driving Layup (4 PTS) (D. Garland 1 AST),"[1630596, 1629636]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,1.84,Made,4.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,,
29,PT09M08.00S,2022-03-18T23:43:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.915243101182654,50.0,1610612743,9,8,2022-03-18T23:43:47Z,280000,0.0,13.0,1,left,N. Jokic Layup (4 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,1.25,Made,4.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,,,
31,PT08M50.00S,2022-03-18T23:43:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,91.80354796320631,50.49019607843137,1610612739,9,8,2022-03-18T23:44:05Z,300000,2.0,25.0,1,right,MISS E. Mobley reverse Layup,[1630596],1610612739.0,CLE,reverse,,,Mobley,E. Mobley,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M48.00S,2022-03-18T23:44:01.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,9,8,2022-03-18T23:44:07Z,310000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,
33,PT08M37.00S,2022-03-18T23:44:12.1Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1628420,20.318659658344284,27.450980392156865,1610612743,9,8,2022-03-18T23:46:06Z,320000,113.0,138.0,1,left,MISS M. Morris 17' running pullup Shot,[1628420],1610612743.0,DEN,running pullup,,,Morris,M. Morris,,,,,17.86,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M34.00S,2022-03-18T23:44:15.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,9,8,2022-03-18T23:44:17Z,330000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,33.0,2.0,2.0,0.0,,,,,,,,,,,
35,PT08M32.00S,2022-03-18T23:44:17.6Z,1,REGULAR,3pt,Jump Shot,[],1630596,72.88107752956637,80.88235294117648,1610612739,9,8,2022-03-18T23:44:32Z,340000,154.0,202.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M29.00S,2022-03-18T23:44:20.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,9,8,2022-03-18T23:44:32Z,350000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,
37,PT08M27.00S,2022-03-18T23:44:22.7Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,9,8,2022-03-18T23:44:37Z,360000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1628374]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1.0,Markkanen,1628374.0,,,,,,,,
38,PT08M27.00S,2022-03-18T23:44:22.7Z,1,REGULAR,steal,,[],1628374,,,1610612739,9,8,2022-03-18T23:44:26Z,370000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M21.00S,2022-03-18T23:44:30.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628374,92.85479632063075,50.245098039215684,1610612739,11,8,2022-03-18T23:47:00Z,380000,1.0,15.0,1,right,L. Markkanen driving Layup (2 PTS),[1628374],1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,1.47,Made,2.0,,,,,,,,,,,,,,,,,,
40,PT08M09.00S,2022-03-18T23:44:40.1Z,1,REGULAR,3pt,Jump Shot,[],203932,7.835085413929041,96.81372549019608,1610612743,11,8,2022-03-18T23:44:54Z,390000,-234.0,21.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M09.00S,2022-03-18T23:44:40.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,11,8,2022-03-18T23:44:54Z,400000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,40.0,3.0,3.0,0.0,,,,,,,,,,,
42,PT08M01.00S,2022-03-18T23:44:48.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,94.30026281208936,49.01960784313725,1610612739,13,8,2022-03-18T23:45:02Z,410000,-5.0,1.0,1,right,E. Mobley cutting DUNK (6 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,0.5,Made,6.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,,
44,PT07M48.00S,2022-03-18T23:45:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,6.258212877792378,46.07843137254902,1610612743,13,8,2022-03-18T23:45:11Z,430000,20.0,6.0,1,left,MISS W. Barton Layup - blocked,"[203115, 1630171]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,2.06,Missed,,,,,,,,,,,,Okoro,1630171.0,,,,,,
45,PT07M48.00S,2022-03-18T23:45:02.5Z,1,REGULAR,block,,[],1630171,,,1610612743,13,8,2022-03-18T23:47:45Z,440000,,,0,,I. Okoro BLOCK (1 BLK),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M47.00S,2022-03-18T23:45:03.5Z,1,REGULAR,rebound,offensive,[],203115,,,1610612743,13,8,2022-03-18T23:48:00Z,450000,,,0,,W. Barton REBOUND (Off:1 Def:0),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,44.0,1.0,0.0,1.0,,,,,,,,,,,
47,PT07M47.00S,2022-03-18T23:45:07.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203115,5.601182654402102,49.01960784313725,1610612743,13,8,2022-03-18T23:49:20Z,460000,5.0,0.0,1,left,MISS W. Barton Layup - blocked,"[203115, 1630596]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,0.49,Missed,,,,,,,,,,,,Mobley,1630596.0,,,,,,
54,PT07M47.00S,2022-03-18T23:45:07.3Z,1,REGULAR,block,,[],1630596,,,1610612743,13,8,2022-03-18T23:49:20Z,465000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M46.00S,2022-03-18T23:45:08.3Z,1,REGULAR,rebound,offensive,[],203115,,,1610612743,13,8,2022-03-18T23:49:20Z,470000,,,0,,W. Barton REBOUND (Off:2 Def:0),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,47.0,2.0,0.0,2.0,,,,,,,,,,,
49,PT07M42.00S,2022-03-18T23:45:14.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203932,7.966491458607096,48.03921568627451,1610612743,13,8,2022-03-19T00:03:32Z,480000,10.0,22.0,1,left,MISS A. Gordon pullup Shot,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,2.44,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M41.00S,2022-03-18T23:45:15.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,13,8,2022-03-19T00:03:32Z,490000,,,0,,L. Markkanen REBOUND (Off:0 Def:4),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,49.0,4.0,4.0,0.0,,,,,,,,,,,
51,PT07M31.00S,2022-03-18T23:45:19.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,76.2976346911958,9.068627450980392,1610612739,16,8,2022-03-18T23:45:29Z,500000,-205.0,170.0,1,right,L. Markkanen 26' 3PT  (5 PTS) (D. Garland 3 AST),"[1628374, 1629636]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,26.63,Made,5.0,D. Garland,1629636.0,3.0,,,,,,,,,,,,,,,
53,PT07M31.00S,2022-03-18T23:45:48.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,16,8,2022-03-18T23:45:48Z,520000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2022-03-18T23:49:11.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,5.863994743758213,49.01960784313725,1610612743,16,10,2022-03-18T23:49:43Z,530000,5.0,3.0,1,left,J. Green reverse DUNK (2 PTS) (N. Jokic 3 AST),"[201145, 203999]",1610612743.0,DEN,reverse,,,Green,J. Green,,,,,0.55,Made,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,,
57,PT06M56.00S,2022-03-18T23:49:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,84.97043363994744,63.23529411764706,1610612739,16,10,2022-03-18T23:49:37Z,550000,66.0,89.0,1,right,MISS D. Garland 11' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,11.08,Missed,,,,,,,,,,,,,,,,,,,
58,PT06M53.00S,2022-03-18T23:49:31.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,16,10,2022-03-18T23:49:31Z,560000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,,,,,,,,
59,PT06M48.00S,2022-03-18T23:49:36.1Z,1,REGULAR,3pt,Jump Shot,[],1628420,4.5499342969776615,95.09803921568627,1610612743,16,10,2022-03-18T23:49:43Z,570000,-225.0,-10.0,1,left,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,22.57,Missed,,,,,,,,,,,,,,,,,,,
60,PT06M46.00S,2022-03-18T23:49:38.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,16,10,2022-03-18T23:49:43Z,580000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,
61,PT06M38.00S,2022-03-18T23:49:47.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,73.27529566360053,6.61764705882353,1610612739,16,10,2022-03-18T23:49:53Z,590000,-217.0,199.0,1,right,MISS L. Markkanen 29' 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,29.42,Missed,,,,,,,,,,,,,,,,,,,
62,PT06M32.00S,2022-03-18T23:49:52.6Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,16,10,2022-03-18T23:49:52Z,600000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,61.0,2.0,1.0,1.0,,,,,,,,,,,
63,PT06M27.00S,2022-03-18T23:49:57.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628374,89.96386333771353,50.0,1610612739,18,10,2022-03-18T23:50:04Z,610000,0.0,42.0,1,right,L. Markkanen cutting DUNK (7 PTS) (D. Garland 4 AST),"[1628374, 1629636]",1610612739.0,CLE,cutting,,,Markkanen,L. Markkanen,,,,,4.18,Made,7.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,,,
65,PT06M11.00S,2022-03-18T23:50:13.6Z,1,REGULAR,2pt,Jump Shot,[],203115,6.652431011826544,78.92156862745098,1610612743,18,10,2022-03-18T23:51:36Z,630000,-145.0,10.0,1,left,MISS W. Barton 14' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,14.49,Missed,,,,,,,,,,,,,,,,,,,
66,PT06M09.00S,2022-03-18T23:50:15.6Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,18,10,2022-03-18T23:51:54Z,640000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,65.0,2.0,1.0,1.0,,,,,,,,,,,
67,PT06M08.00S,2022-03-18T23:50:21.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",203932,5.590000152587891,50.0,1610612743,18,12,2022-03-18T23:52:00Z,650000,0.0,0.0,1,left,A. Gordon tip Layup (4 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
68,PT05M48.00S,2022-03-18T23:50:36.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,89.43823915900131,46.568627450980394,1610612739,18,12,2022-03-18T23:50:44Z,660000,-17.0,47.0,1,right,MISS L. Stevens driving floating Shot,[1630205],1610612739.0,CLE,driving floating,,,Stevens,L. Stevens,,,,,4.99,Missed,,,,,,,,,,,,,,,,,,,
69,PT05M44.00S,2022-03-18T23:50:40.8Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,18,12,2022-03-18T23:50:44Z,670000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,68.0,1.0,1.0,0.0,,,,,,,,,,,
70,PT05M37.00S,2022-03-18T23:50:47.4Z,1,REGULAR,turnover,bad pass,[],1628420,,,1610612743,18,12,2022-03-18T23:50:53Z,680000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 1629636]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,1.0,Garland,1629636.0,,,,,,,,
71,PT05M37.00S,2022-03-18T23:50:47.4Z,1,REGULAR,steal,,[],1629636,,,1610612739,18,12,2022-03-18T23:50:50Z,690000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M30.00S,2022-03-18T23:50:54.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,88.78120893561103,47.794117647058826,1610612739,20,12,2022-03-18T23:51:01Z,700000,-11.0,53.0,1,right,D. Garland driving floating Jump Shot (5 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,5.41,Made,5.0,,,,,,,,,,,,,,,,,,
73,PT05M08.00S,2022-03-18T23:51:19.6Z,1,REGULAR,turnover,traveling,[],203932,,,1610612743,20,12,2022-03-18T23:51:28Z,710000,,,0,,A. Gordon traveling TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,1.0,,,,,1201.0,,,,,
74,PT05M08.00S,2022-03-18T23:51:27.3Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,20,12,2022-03-18T23:52:05Z,720000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M08.00S,2022-03-18T23:51:27.3Z,1,REGULAR,substitution,out,[],1630205,,,1610612739,20,12,2022-03-18T23:52:05Z,730000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M08.00S,2022-03-18T23:51:27.3Z,1,REGULAR,substitution,out,[],1628420,,,1610612739,20,12,2022-03-18T23:52:05Z,740000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2022-03-18T23:51:27.3Z,1,REGULAR,substitution,in,[],1627747,,,1610612739,20,12,2022-03-18T23:52:05Z,750000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M08.00S,2022-03-18T23:51:27.3Z,1,REGULAR,substitution,in,[],201567,,,1610612739,20,12,2022-03-18T23:52:05Z,760000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2022-03-18T23:51:27.3Z,1,REGULAR,substitution,in,[],1630538,,,1610612739,20,12,2022-03-18T23:52:05Z,770000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M45.00S,2022-03-18T23:52:06.7Z,1,REGULAR,turnover,lost ball,[],1630171,,,1610612739,20,12,2022-03-18T23:52:11Z,780000,,,0,,I. Okoro lost ball TURNOVER (1 TO),"[1630171, 1630538]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,1.0,Hyland,1630538.0,,,,,,,,
81,PT04M45.00S,2022-03-18T23:52:06.7Z,1,REGULAR,steal,,[],1630538,,,1610612743,20,12,2022-03-18T23:52:09Z,790000,,,0,,B. Hyland STEAL (1 STL),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M41.00S,2022-03-18T23:52:14.3Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612743,20,12,2022-03-18T23:52:24Z,800000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Green 2 FT),"[1630171, 201145]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Green,201145.0,
84,PT04M41.00S,2022-03-18T23:52:47.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201145,,,1610612743,20,13,2022-03-18T23:52:47Z,820000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
85,PT04M41.00S,2022-03-18T23:52:48.7Z,1,REGULAR,substitution,out,[],203115,,,1610612743,20,13,2022-03-18T23:52:55Z,830000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M41.00S,2022-03-18T23:52:48.7Z,1,REGULAR,substitution,in,[],203085,,,1610612743,20,13,2022-03-18T23:52:55Z,840000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M41.00S,2022-03-18T23:53:14.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201145,,,1610612743,20,14,2022-03-18T23:53:14Z,850000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
88,PT04M18.00S,2022-03-18T23:53:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,86.81011826544021,45.83333333333333,1610612739,20,14,2022-03-18T23:53:48Z,860000,-21.0,71.0,1,right,MISS C. LeVert 7' driving floating Shot,[1627747],1610612739.0,CLE,driving floating,,,LeVert,C. LeVert,,,,,7.45,Missed,,,,,,,,,,,,,,,,,,,
