actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
183,PT09M51.00S,2022-03-01T00:44:50.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,5.338370565045992,49.754901960784316,1610612750,39,35,2022-03-01T00:44:54Z,1790000,1.0,-2.0,1,left,N. Reid driving Layup (2 PTS) (J. McLaughlin 3 AST),"[1629675, 1629162]",1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,,,,,,0.26,Made,,,,,,,2.0,J. McLaughlin,1629162.0,3.0,,,,
185,PT09M40.00S,2022-03-01T00:45:01.0Z,2,REGULAR,3pt,Jump Shot,[],1626224,89.30683311432325,3.431372549019608,1610612739,42,35,2022-03-01T00:45:05Z,1810000,-233.0,48.0,1,right,C. Osman 3PT  (3 PTS) (B. Goodwin 6 AST),"[1626224, 1629164]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,23.77,Made,,,,,,,3.0,B. Goodwin,1629164.0,6.0,,,,
187,PT09M29.00S,2022-03-01T00:45:15.3Z,2,REGULAR,foul,offensive,[],1629675,,,1610612750,42,35,2022-03-01T00:52:24Z,1830000,,,0,,N. Reid offensive FOUL (1 PF),"[1629675, 1629164]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,1146.0,1.0,0.0,Goodwin,1629164.0,,,,,,,,,,,,,,,,
189,PT09M29.00S,2022-03-01T00:45:15.3Z,2,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,42,35,2022-03-01T00:52:24Z,1850000,,,0,,N. Reid offensive foul TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,1146.0,,,,,,,,,,,,,,,,,1.0,,,
190,PT09M22.00S,2022-03-01T00:45:37.5Z,2,REGULAR,foul,offensive,[],1630596,,,1610612739,42,35,2022-03-01T00:45:58Z,1860000,,,0,,E. Mobley offensive FOUL (1 PF),"[1630596, 1630183]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,204058.0,1.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,,,,,
192,PT09M22.00S,2022-03-01T00:45:37.5Z,2,REGULAR,turnover,offensive foul,[],1630596,,,1610612739,42,35,2022-03-01T00:45:37Z,1880000,,,0,,E. Mobley offensive foul TURNOVER (2 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,204058.0,,,,,,,,,,,,,,,,,2.0,,,
193,PT09M12.00S,2022-03-01T00:45:55.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,6.1268068331143235,95.34313725490196,1610612750,42,38,2022-03-01T00:46:01Z,1890000,-227.0,5.0,1,left,J. McDaniels 3PT  (9 PTS) (J. McLaughlin 4 AST),"[1630183, 1629162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,22.68,Made,,,,,,,9.0,J. McLaughlin,1629162.0,4.0,,,,
195,PT08M51.00S,2022-03-01T00:46:17.3Z,2,REGULAR,2pt,Jump Shot,[],1630596,76.03482260183968,27.450980392156865,1610612739,42,38,2022-03-01T00:46:21Z,1910000,-113.0,173.0,1,right,MISS E. Mobley 20' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,,,,,,20.63,Missed,,,,,,,,,,,,,,
196,PT08M48.00S,2022-03-01T00:46:20.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,42,38,2022-03-01T00:46:21Z,1920000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,195.0,1.0,1.0,0.0,,,,,,,,
197,PT08M44.00S,2022-03-01T00:46:29.8Z,2,REGULAR,foul,offensive,[],1630183,,,1610612750,42,38,2022-03-01T00:46:45Z,1930000,,,0,,J. McDaniels charge offensive FOUL (2 PF),"[1630183, 201567]",1610612750.0,MIN,charge,,,McDaniels,J. McDaniels,,,,,204058.0,2.0,0.0,Love,201567.0,,,,,,,,,,,,,,,,
199,PT08M44.00S,2022-03-01T00:46:29.8Z,2,REGULAR,turnover,offensive foul,[],1630183,,,1610612750,42,38,2022-03-01T00:46:29Z,1950000,,,0,,J. McDaniels offensive foul TURNOVER (1 TO),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,204058.0,,,,,,,,,,,,,,,,,1.0,,,
200,PT08M44.00S,2022-03-01T00:47:18.1Z,2,REGULAR,stoppage,injury,[],0,,,1610612739,42,38,2022-03-01T00:47:49Z,1960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M27.00S,2022-03-01T00:47:51.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630596,86.67871222076215,69.11764705882352,1610612739,44,38,2022-03-01T00:47:56Z,1970000,96.0,73.0,1,right,E. Mobley 12' turnaround fadeaway Jump Shot (6 PTS),[1630596],1610612739.0,CLE,turnaround fadeaway,,,Mobley,E. Mobley,,,,,,,,,,12.01,Made,,,,,,,6.0,,,,,,,
202,PT08M12.00S,2022-03-01T00:48:05.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,4.5499342969776615,97.54901960784314,1610612750,44,41,2022-03-01T00:48:09Z,1980000,-238.0,-10.0,1,left,J. McDaniels 3PT  (12 PTS) (J. McLaughlin 5 AST),"[1630183, 1629162]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,23.79,Made,,,,,,,12.0,J. McLaughlin,1629162.0,5.0,,,,
204,PT07M56.00S,2022-03-01T00:48:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201567,92.85479632063075,50.245098039215684,1610612739,46,41,2022-03-01T00:48:28Z,2000000,1.0,15.0,1,right,K. Love cutting Layup (8 PTS) (B. Goodwin 7 AST),"[201567, 1629164]",1610612739.0,CLE,cutting,,,Love,K. Love,,,,,,,,,,1.47,Made,,,,,,,8.0,B. Goodwin,1629164.0,7.0,,,,
206,PT07M44.00S,2022-03-01T00:48:32.9Z,2,REGULAR,2pt,Jump Shot,[],1627752,10.726018396846255,28.431372549019606,1610612750,46,43,2022-03-01T00:53:04Z,2020000,108.0,48.0,1,left,T. Prince 11' pullup Jump Shot (6 PTS),[1627752],1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,,,,,,11.81,Made,,,,,,,6.0,,,,,,,
207,PT07M24.00S,2022-03-01T00:48:53.6Z,2,REGULAR,3pt,Jump Shot,[],1626224,93.11760840998686,3.431372549019608,1610612739,49,43,2022-03-01T00:48:58Z,2030000,-233.0,12.0,1,right,C. Osman 3PT  (6 PTS) (K. Love 2 AST),"[1626224, 201567]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,23.31,Made,,,,,,,6.0,K. Love,201567.0,2.0,,,,
209,PT07M05.00S,2022-03-01T00:49:12.7Z,2,REGULAR,3pt,Jump Shot,[],1629675,33.327858081471746,38.23529411764706,1610612750,49,43,2022-03-01T00:49:19Z,2050000,59.0,261.0,1,left,MISS N. Reid 26' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,26.73,Missed,,,,,,,,,,,,,,
210,PT07M02.00S,2022-03-01T00:49:15.7Z,2,REGULAR,rebound,offensive,[],1629162,,,1610612750,49,43,2022-03-01T00:49:19Z,2060000,,,0,,J. McLaughlin REBOUND (Off:2 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,209.0,3.0,1.0,2.0,,,,,,,,
211,PT07M01.00S,2022-03-01T00:49:17.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,20.581471747700395,91.42156862745098,1610612750,49,43,2022-03-01T00:49:25Z,2070000,-207.0,141.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,25.05,Missed,,,,,,,,,,,,,,
212,PT06M54.00S,2022-03-01T00:49:24.6Z,2,REGULAR,rebound,offensive,[],1627752,,,1610612750,49,43,2022-03-01T01:14:36Z,2080000,,,0,,T. Prince REBOUND (Off:1 Def:0),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,211.0,1.0,0.0,1.0,,,,,,,,
213,PT06M48.00S,2022-03-01T00:49:36.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'defensivegoaltending']",1630183,6.1268068331143235,49.50980392156863,1610612750,49,45,2022-03-01T00:49:53Z,2090000,2.0,5.0,1,left,J. McDaniels driving Layup (14 PTS) (T. Prince 1 AST),"[1630183, 1627752]",1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,,,,,,0.57,Made,,,,,,,14.0,T. Prince,1627752.0,1.0,,,,
214,PT06M48.00S,2022-03-01T00:49:40.8Z,2,REGULAR,violation,defensive goaltending,[],1630596,,,1610612750,49,45,2022-03-01T00:49:53Z,2100000,,,0,,E. Mobley defensive goaltending VIOLATION,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,200833.0,,,,,,,,,,,,,,,,,,,,
216,PT06M33.00S,2022-03-01T00:50:23.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,81.15965834428384,37.745098039215684,1610612739,51,45,2022-03-01T00:50:35Z,2110000,-61.0,125.0,1,right,B. Goodwin 13' step back Jump Shot (12 PTS),[1629164],1610612739.0,CLE,step back,,,Goodwin,B. Goodwin,,,,,,,,,,13.89,Made,,,,,,,12.0,,,,,,,
217,PT06M17.00S,2022-03-01T00:50:38.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629675,4.812746386333772,49.50980392156863,1610612750,51,47,2022-03-01T00:50:45Z,2120000,2.0,-7.0,1,left,N. Reid cutting DUNK (4 PTS) (J. McLaughlin 6 AST),"[1629675, 1629162]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,,,,,,0.77,Made,,,,,,,4.0,J. McLaughlin,1629162.0,6.0,,,,
219,PT06M03.00S,2022-03-01T00:50:58.1Z,2,REGULAR,turnover,traveling,[],1630596,,,1610612739,51,47,2022-03-01T00:51:04Z,2140000,,,0,,E. Mobley traveling TURNOVER (3 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,204058.0,,,,,,,,,,,,,,,,,3.0,,,
220,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,out,[],1630596,,,1610612750,51,47,2022-03-01T00:51:21Z,2150000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,out,[],1629731,,,1610612750,51,47,2022-03-01T00:51:21Z,2160000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,out,[],1630183,,,1610612750,51,47,2022-03-01T00:51:21Z,2170000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,51,47,2022-03-01T00:51:21Z,2180000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,51,47,2022-03-01T00:51:21Z,2190000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612750,51,47,2022-03-01T00:51:21Z,2200000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,in,[],1628386,,,1610612750,51,47,2022-03-01T00:51:21Z,2210000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,51,47,2022-03-01T00:51:21Z,2220000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,51,47,2022-03-01T00:51:21Z,2230000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M03.00S,2022-03-01T00:51:03.2Z,2,REGULAR,substitution,in,[],201976,,,1610612750,51,47,2022-03-01T00:51:21Z,2240000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M50.00S,2022-03-01T00:51:56.5Z,2,REGULAR,foul,personal,['3freethrow'],1630171,,,1610612750,51,47,2022-03-01T00:54:52Z,2250000,,,0,,I. Okoro flagrant-type-1 personal FOUL (1 PF) (Prince 3 FT),"[1630171, 1627752]",1610612739.0,CLE,flagrant-type-1,,,Okoro,I. Okoro,,,,,200833.0,1.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,,
232,PT05M50.00S,2022-03-01T00:52:40.1Z,2,REGULAR,instantreplay,request,[],0,,,1610612750,51,47,2022-03-01T00:53:31Z,2270000,,,0,,,[],,,stands,,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
234,PT05M50.00S,2022-03-01T00:54:10.5Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1627752,,,1610612750,51,48,2022-03-01T00:56:39Z,2290000,,,0,,T. Prince flagrant Free Throw 1 of 3 (7 PTS),[1627752],1610612750.0,MIN,flagrant,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,
235,PT05M50.00S,2022-03-01T00:54:10.5Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1627752,,,1610612750,51,49,2022-03-01T00:56:39Z,2300000,,,0,,T. Prince flagrant Free Throw 2 of 3 (8 PTS),[1627752],1610612750.0,MIN,flagrant,,,Prince,T. Prince,,,,,,,,,,,Made,,,,,,,8.0,,,,,,,
236,PT05M50.00S,2022-03-01T00:54:10.5Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1627752,,,1610612750,51,49,2022-03-01T00:56:39Z,2310000,,,0,,MISS T. Prince flagrant Free Throw 3 of 3,[1627752],1610612750.0,MIN,flagrant,,,Prince,T. Prince,,,,,,,,,,,Missed,,,,,,,,,,,,,,
237,PT05M50.00S,2022-03-01T00:54:10.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612750,51,49,2022-03-01T00:56:39Z,2320000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,
238,PT05M50.00S,2022-03-01T00:54:19.8Z,2,REGULAR,substitution,out,[],201567,,,1610612750,51,49,2022-03-01T00:54:28Z,2330000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M50.00S,2022-03-01T00:54:19.8Z,2,REGULAR,substitution,in,[],1628374,,,1610612750,51,49,2022-03-01T00:54:28Z,2340000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M33.00S,2022-03-01T00:54:40.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627752,8.14717477003942,53.841145833333336,1610612750,51,51,2022-03-01T00:56:39Z,2350000,-19.0,24.0,1,left,T. Prince driving floating Jump Shot (10 PTS) (N. Reid 2 AST),"[1627752, 1629675]",1610612750.0,MIN,driving floating,,,Prince,T. Prince,,,,,,,,,,3.08,Made,,,,,,,10.0,N. Reid,1629675.0,2.0,,,,
242,PT05M27.00S,2022-03-01T00:54:53.7Z,2,REGULAR,foul,personal,[],1627752,,,1610612739,51,51,2022-03-01T00:55:06Z,2370000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1628374]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,1146.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,,,
244,PT05M15.00S,2022-03-01T00:55:20.2Z,2,REGULAR,2pt,Jump Shot,[],1629164,92.06636005256242,73.2843137254902,1610612739,51,51,2022-03-01T00:55:39Z,2390000,116.0,22.0,1,right,MISS B. Goodwin 11' fadeaway Shot,[1629164],1610612739.0,CLE,fadeaway,,,Goodwin,B. Goodwin,,,,,,,,,,11.85,Missed,,,,,,,,,,,,,,
245,PT05M12.00S,2022-03-01T00:55:22.4Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,51,51,2022-03-01T00:55:22Z,2400000,,,0,,A. Edwards REBOUND (Off:1 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,244.0,2.0,1.0,1.0,,,,,,,,
246,PT05M08.00S,2022-03-01T00:55:26.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,32.670827858081466,57.107843137254896,1610612750,51,54,2022-03-01T00:55:43Z,2410000,-36.0,255.0,1,left,A. Edwards 25' 3PT  (5 PTS) (D. Russell 2 AST),"[1630162, 1626156]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,25.71,Made,,,,,,,5.0,D. Russell,1626156.0,2.0,,,,
248,PT04M46.00S,2022-03-01T00:55:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629164,93.9060446780552,97.54901960784314,1610612739,54,54,2022-03-01T00:55:53Z,2430000,238.0,5.0,1,right,B. Goodwin 3PT  (15 PTS) (J. Allen 1 AST),"[1629164, 1628386]",1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,23.77,Made,,,,,,,15.0,J. Allen,1628386.0,1.0,,,,
250,PT04M25.00S,2022-03-01T00:56:12.3Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612750,54,54,2022-03-01T00:56:36Z,2450000,,,0,,I. Okoro shooting personal FOUL (2 PF) (Edwards 2 FT),"[1630171, 1630162]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,200833.0,2.0,0.0,Edwards,1630162.0,,,,,,,,,,,,,,,,
252,PT04M25.00S,2022-03-01T00:56:41.8Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,54,55,2022-03-01T00:56:41Z,2470000,,,0,,A. Edwards Free Throw 1 of 2 (6 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
253,PT04M25.00S,2022-03-01T00:56:44.7Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,54,55,2022-03-01T00:56:55Z,2480000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M25.00S,2022-03-01T00:56:44.7Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,54,55,2022-03-01T00:56:55Z,2490000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M25.00S,2022-03-01T00:57:02.9Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,54,56,2022-03-01T00:57:02Z,2500000,,,0,,A. Edwards Free Throw 2 of 2 (7 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,
256,PT04M00.00S,2022-03-01T00:57:30.5Z,2,REGULAR,2pt,Jump Shot,[],1629164,73.9323258869908,64.70588235294117,1610612739,54,56,2022-03-01T00:57:36Z,2510000,74.0,193.0,1,right,MISS B. Goodwin 20' pullup Shot,[1629164],1610612739.0,CLE,pullup,,,Goodwin,B. Goodwin,,,,,,,,,,20.61,Missed,,,,,,,,,,,,,,
257,PT03M57.00S,2022-03-01T00:57:33.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,54,56,2022-03-01T00:57:36Z,2520000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,256.0,2.0,2.0,0.0,,,,,,,,
258,PT03M54.00S,2022-03-01T00:57:36.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,3.235873850197109,97.05882352941177,1610612750,54,56,2022-03-01T01:02:35Z,2530000,-235.0,-22.0,1,left,MISS A. Edwards running 3PT,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,,,,,,23.63,Missed,,,,,,,,,,,,,,
259,PT03M51.00S,2022-03-01T00:57:39.8Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,54,56,2022-03-01T00:57:39Z,2540000,,,0,,K. Towns REBOUND (Off:1 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,258.0,3.0,2.0,1.0,,,,,,,,
260,PT03M49.00S,2022-03-01T00:57:41.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626156,33.196452036793694,66.91176470588235,1610612750,54,56,2022-03-01T00:57:52Z,2550000,-85.0,260.0,1,left,MISS D. Russell 27' 3PT,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,27.29,Missed,,,,,,,,,,,,,,
261,PT03M46.00S,2022-03-01T00:57:44.7Z,2,REGULAR,rebound,offensive,[],1630162,,,1610612750,54,56,2022-03-01T00:57:59Z,2560000,,,0,,A. Edwards REBOUND (Off:2 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,260.0,3.0,1.0,2.0,,,,,,,,
262,PT03M45.00S,2022-03-01T00:57:50.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630162,5.590000152587891,50.0,1610612750,54,58,2022-03-01T00:58:06Z,2570000,0.0,0.0,1,left,A. Edwards tip Layup (9 PTS),[1630162],1610612750.0,MIN,tip,,,Edwards,A. Edwards,,,,,,,,,,0.0,Made,,,,,,,9.0,,,,,,,
263,PT03M34.00S,2022-03-01T00:57:56.8Z,2,REGULAR,turnover,bad pass,[],1628374,,,1610612739,54,58,2022-03-01T00:58:09Z,2580000,,,0,,L. Markkanen bad pass TURNOVER (1 TO),"[1628374, 1627752]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,1.0,Prince,1627752.0,
264,PT03M34.00S,2022-03-01T00:57:56.8Z,2,REGULAR,steal,,[],1627752,,,1610612750,54,58,2022-03-01T00:57:58Z,2590000,,,0,,T. Prince STEAL (3 STL),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M22.00S,2022-03-01T00:58:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630162,5.601182654402102,49.50980392156863,1610612750,54,60,2022-03-01T00:58:13Z,2600000,2.0,0.0,1,left,A. Edwards driving Layup (11 PTS) (P. Beverley 1 AST),"[1630162, 201976]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,,,,,,0.25,Made,,,,,,,11.0,P. Beverley,201976.0,1.0,,,,
267,PT03M22.00S,2022-03-01T00:58:16.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,54,60,2022-03-01T00:58:16Z,2620000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M22.00S,2022-03-01T01:00:18.3Z,2,REGULAR,substitution,out,[],1629164,,,1610612739,54,60,2022-03-01T01:00:56Z,2630000,,,0,,SUB out: B. Goodwin,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M22.00S,2022-03-01T01:00:18.3Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,54,60,2022-03-01T01:00:56Z,2640000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M11.00S,2022-03-01T01:01:19.6Z,2,REGULAR,foul,personal,[],1630162,,,1610612739,54,60,2022-03-01T01:01:49Z,2650000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1626224]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,1146.0,1.0,0.0,Osman,1626224.0,,,,,,,,,,,,,,,,
272,PT03M00.00S,2022-03-01T01:01:43.8Z,2,REGULAR,3pt,Jump Shot,[],1626224,72.22404730617609,79.41176470588235,1610612739,54,60,2022-03-01T01:01:51Z,2670000,147.0,209.0,1,right,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,25.52,Missed,,,,,,,,,,,,,,
273,PT02M55.00S,2022-03-01T01:01:48.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,54,60,2022-03-01T01:14:52Z,2680000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,272.0,4.0,3.0,1.0,,,,,,,,
274,PT02M45.00S,2022-03-01T01:01:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,6.389618922470433,48.03921568627451,1610612750,54,62,2022-03-01T01:02:05Z,2690000,10.0,8.0,1,left,D. Russell driving Layup (5 PTS),[1626156],1610612750.0,MIN,driving,,,Russell,D. Russell,,,,,,,,,,1.24,Made,,,,,,,5.0,,,,,,,
276,PT02M35.00S,2022-03-01T01:02:11.9Z,2,REGULAR,violation,kicked ball,[],1626157,,,1610612739,54,62,2022-03-01T01:02:18Z,2710000,,,0,,K. Towns kicked ball VIOLATION,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
277,PT02M31.00S,2022-03-01T01:02:38.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,54,62,2022-03-01T01:02:38Z,2720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
