actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
15,PT10M48.00S,2021-11-28T01:11:55.7Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,0,3,2021-11-28T01:11:58Z,150000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M42.00S,2021-11-28T01:12:03.0Z,1,REGULAR,turnover,bad pass,[],203914,,,1610612753,0,3,2021-11-28T01:12:10Z,160000,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1629636]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,1.0,Garland,1629636.0,,,,,,,,,,,,,,,,,,
17,PT10M42.00S,2021-11-28T01:12:03.0Z,1,REGULAR,steal,,[],1629636,,,1610612739,0,3,2021-11-28T01:12:06Z,170000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
18,PT10M37.00S,2021-11-28T01:12:08.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628386,7.178055190538765,49.26470588235294,1610612739,2,3,2021-11-28T01:12:16Z,180000,4.0,15.0,1,left,J. Allen running DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,running,,,Allen,J. Allen,,,,,,,,1.54,Made,,,,,2.0,D. Garland,1629636.0,1.0,,,,,,,,
20,PT10M17.00S,2021-11-28T01:12:27.3Z,1,REGULAR,3pt,Jump Shot,[],1630532,72.09264126149803,82.59803921568627,1610612753,2,3,2021-11-28T01:12:36Z,200000,163.0,210.0,1,right,MISS F. Wagner 26' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,,,,26.57,Missed,,,,,,,,,,,,,,,,
21,PT10M14.00S,2021-11-28T01:12:30.3Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,2,3,2021-11-28T01:12:36Z,210000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT10M06.00S,2021-11-28T01:12:41.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,2,3,2021-11-28T01:12:41Z,220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M57.00S,2021-11-28T01:13:04.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,6.389618922470433,50.0,1610612739,4,3,2021-11-28T01:13:10Z,230000,0.0,8.0,1,left,L. Markkanen driving Layup (2 PTS) (J. Allen 1 AST),"[1628374, 1628386]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,,,,0.76,Made,,,,,2.0,J. Allen,1628386.0,1.0,,,,,,,,
25,PT09M32.00S,2021-11-28T01:13:30.2Z,1,REGULAR,2pt,Jump Shot,[],1628976,82.21090670170827,65.93137254901961,1610612753,4,3,2021-11-28T01:13:37Z,250000,80.0,115.0,1,right,MISS W. Carter Jr. 13' fadeaway Shot,[1628976],1610612753.0,ORL,fadeaway,,,Carter Jr.,W. Carter Jr.,,,,,,,,13.97,Missed,,,,,,,,,,,,,,,,
26,PT09M29.00S,2021-11-28T01:13:33.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,4,3,2021-11-28T01:13:37Z,260000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT09M10.00S,2021-11-28T01:13:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.258212877792378,50.49019607843137,1610612739,6,3,2021-11-28T01:13:55Z,270000,-2.0,6.0,1,left,J. Allen Layup (4 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,0.68,Made,,,,,4.0,D. Garland,1629636.0,2.0,,,,,,,,
29,PT08M54.00S,2021-11-28T01:14:06.9Z,1,REGULAR,2pt,Jump Shot,[],1628976,78.79434954007884,36.029411764705884,1610612753,6,5,2021-11-28T01:14:14Z,290000,-70.0,147.0,1,right,W. Carter Jr. 16' Jump Shot (2 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,16.26,Made,,,,,2.0,,,,,,,,,,,
30,PT08M42.00S,2021-11-28T01:14:19.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,15.588042049934298,35.53921568627451,1610612739,8,5,2021-11-28T01:14:26Z,300000,72.0,94.0,1,left,D. Garland 11' driving floating Jump Shot (2 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,11.86,Made,,,,,2.0,,,,,,,,,,,
31,PT08M27.00S,2021-11-28T01:14:33.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,93.24901445466492,50.245098039215684,1610612753,8,5,2021-11-28T01:14:38Z,310000,1.0,11.0,1,right,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,,,,1.11,Missed,,,,,,,,,,,,,,,,
32,PT08M26.00S,2021-11-28T01:14:34.9Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,8,5,2021-11-28T01:14:38Z,320000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,
33,PT08M21.00S,2021-11-28T01:14:41.8Z,1,REGULAR,3pt,Jump Shot,[],1630596,5.995400788436268,1.9607843137254901,1610612739,8,5,2021-11-28T01:14:48Z,330000,240.0,4.0,1,left,MISS E. Mobley 24' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,24.02,Missed,,,,,,,,,,,,,,,,
34,PT08M18.00S,2021-11-28T01:14:44.8Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,8,5,2021-11-28T01:15:06Z,340000,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,33.0,2.0,1.0,1.0,,,,,,,,,,,,
35,PT08M16.00S,2021-11-28T01:14:48.4Z,1,REGULAR,foul,personal,[],1630591,,,1610612739,8,5,2021-11-28T01:14:59Z,350000,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1628374]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Markkanen,1628374.0,,,
37,PT08M03.00S,2021-11-28T01:15:21.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629636,25.706307490144546,66.42156862745098,1610612739,8,5,2021-11-28T01:15:31Z,370000,-82.0,189.0,1,left,MISS D. Garland 20' step back Shot,[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,20.62,Missed,,,,,,,,,,,,,,,,
38,PT08M00.00S,2021-11-28T01:15:24.4Z,1,REGULAR,rebound,offensive,[],1628374,,,1610612739,8,5,2021-11-28T01:15:24Z,380000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,
39,PT07M54.00S,2021-11-28T01:15:30.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630171,12.697109067017081,37.745098039215684,1610612739,8,5,2021-11-28T01:15:36Z,390000,61.0,67.0,1,left,MISS I. Okoro 9' driving floating Shot,[1630171],1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,,,,9.07,Missed,,,,,,,,,,,,,,,,
40,PT07M51.00S,2021-11-28T01:15:33.6Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,5,2021-11-28T01:15:36Z,400000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,
41,PT07M36.00S,2021-11-28T01:15:48.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,86.02168199737189,40.68627450980392,1610612753,8,7,2021-11-28T01:15:53Z,410000,-47.0,79.0,1,right,R. Lopez 9' turnaround Hook (2 PTS),[201577],1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,,,,9.16,Made,,,,,2.0,,,,,,,,,,,
42,PT07M14.00S,2021-11-28T01:16:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,7.440867279894875,47.794117647058826,1610612739,8,7,2021-11-28T01:16:17Z,420000,11.0,17.0,1,left,MISS D. Garland driving Layup,[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,,,,2.06,Missed,,,,,,,,,,,,,,,,
43,PT07M11.00S,2021-11-28T01:16:12.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,8,7,2021-11-28T01:16:30Z,430000,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,
44,PT07M11.00S,2021-11-28T01:16:14.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,5.590000152587891,50.0,1610612739,10,7,2021-11-28T01:16:36Z,440000,0.0,0.0,1,left,J. Allen tip Layup (6 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,
45,PT06M55.00S,2021-11-28T01:16:33.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,10,7,2021-11-28T01:16:33Z,450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT06M55.00S,2021-11-28T01:16:44.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,10,7,2021-11-28T01:16:44Z,460000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT06M55.00S,2021-11-28T01:19:02.4Z,1,REGULAR,substitution,out,[],1630596,,,1610612753,10,7,2021-11-28T01:19:23Z,470000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M55.00S,2021-11-28T01:19:02.4Z,1,REGULAR,substitution,in,[],201567,,,1610612753,10,7,2021-11-28T01:19:23Z,480000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M44.00S,2021-11-28T01:19:36.6Z,1,REGULAR,2pt,Hook,[],201577,92.72339027595268,31.372549019607842,1610612753,10,9,2021-11-28T01:19:42Z,490000,-93.0,16.0,1,right,R. Lopez 9' turnaround Hook (4 PTS) (G. Harris 1 AST),"[201577, 203914]",1610612753.0,ORL,turnaround,,,Lopez,R. Lopez,,,,,,,,9.44,Made,,,,,4.0,G. Harris,203914.0,1.0,,,,,,,,
51,PT06M25.00S,2021-11-28T01:19:56.1Z,1,REGULAR,2pt,Jump Shot,[],1629636,10.5946123521682,33.57843137254902,1610612739,12,9,2021-11-28T01:20:03Z,510000,82.0,47.0,1,left,D. Garland 9' driving floating bank Jump Shot (4 PTS) (J. Allen 2 AST),"[1629636, 1628386]",1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,,,,9.47,Made,,,,,4.0,J. Allen,1628386.0,2.0,,,,,,,,
53,PT06M10.00S,2021-11-28T01:20:18.7Z,1,REGULAR,foul,offensive,[],201577,,,1610612753,12,9,2021-11-28T01:20:41Z,530000,,,0,,R. Lopez offensive FOUL (1 PF),"[201577, 1628386]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Allen,1628386.0,,,
55,PT06M10.00S,2021-11-28T01:20:18.7Z,1,REGULAR,turnover,offensive foul,[],201577,,,1610612753,12,9,2021-11-28T01:20:18Z,550000,,,0,,R. Lopez offensive foul TURNOVER (1 TO),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,1.0,,,,,,,,,,,,,1199.0,,,,,,,
56,PT06M10.00S,2021-11-28T01:20:33.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612739,12,9,2021-11-28T01:20:42Z,560000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M10.00S,2021-11-28T01:20:33.2Z,1,REGULAR,substitution,in,[],203082,,,1610612739,12,9,2021-11-28T01:20:42Z,570000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT05M51.00S,2021-11-28T01:21:02.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201567,27.54599211563732,79.41176470588235,1610612739,12,9,2021-11-28T01:21:08Z,580000,-147.0,206.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,25.35,Missed,,,,,,,,,,,,,,,,
59,PT05M46.00S,2021-11-28T01:21:07.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,12,9,2021-11-28T01:21:08Z,590000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,58.0,2.0,2.0,0.0,,,,,,,,,,,,
60,PT05M37.00S,2021-11-28T01:21:15.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201577,86.67871222076215,40.44117647058824,1610612753,12,11,2021-11-28T01:21:27Z,600000,-48.0,73.0,1,right,R. Lopez 8' Hook (6 PTS) (T. Ross 1 AST),"[201577, 203082]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,8.7,Made,,,,,6.0,T. Ross,203082.0,1.0,,,,,,,,
62,PT05M25.00S,2021-11-28T01:21:26.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,5.995400788436268,52.20588235294118,1610612739,14,11,2021-11-28T01:21:32Z,620000,-11.0,4.0,1,left,J. Allen alley-oop DUNK (8 PTS) (D. Garland 3 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,1.17,Made,,,,,8.0,D. Garland,1629636.0,3.0,,,,,,,,
64,PT05M08.00S,2021-11-28T01:21:44.3Z,1,REGULAR,2pt,Jump Shot,[],1628976,89.22470433639947,26.49356617647059,1610612753,14,13,2021-11-28T01:21:58Z,640000,-118.0,49.0,1,right,W. Carter Jr. 12' pullup bank Jump Shot (4 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,pullup bank,,,Carter Jr.,W. Carter Jr.,,,,,,,,12.72,Made,,,,,4.0,J. Suggs,1630591.0,1.0,,,,,,,,
66,PT04M56.00S,2021-11-28T01:21:56.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,6.1268068331143235,51.470588235294116,1610612739,16,13,2021-11-28T01:22:02Z,660000,-7.0,5.0,1,left,J. Allen alley-oop DUNK (10 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,,,,0.9,Made,,,,,10.0,D. Garland,1629636.0,4.0,,,,,,,,
68,PT04M28.00S,2021-11-28T01:22:23.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,88.25558475689881,3.1862745098039214,1610612753,16,16,2021-11-28T01:22:30Z,680000,-234.0,58.0,1,right,W. Carter Jr. 24' 3PT  (7 PTS) (R. Lopez 1 AST),"[1628976, 201577]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,24.12,Made,,,,,7.0,R. Lopez,201577.0,1.0,,,,,,,,
70,PT04M07.00S,2021-11-28T01:22:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,10.5946123521682,36.029411764705884,1610612739,18,16,2021-11-28T01:24:22Z,700000,70.0,47.0,1,left,K. Love 8' Layup (2 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,8.43,Made,,,,,2.0,,,,,,,,,,,
71,PT03M47.00S,2021-11-28T01:23:07.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,92.59198423127464,50.98039215686274,1610612753,18,16,2021-11-28T01:24:23Z,710000,5.0,17.0,1,right,MISS J. Suggs driving Layup,[1630591],1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,,,,1.78,Missed,,,,,,,,,,,,,,,,
72,PT03M46.00S,2021-11-28T01:23:08.2Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,18,16,2021-11-28T01:24:57Z,720000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,71.0,1.0,1.0,0.0,,,,,,,,,,,,
73,PT03M44.00S,2021-11-28T01:23:17.0Z,1,REGULAR,turnover,lost ball,[],201567,,,1610612739,18,16,2021-11-28T01:25:24Z,730000,,,0,,K. Love lost ball TURNOVER (1 TO),"[201567, 203914]",1610612739.0,CLE,,,,Love,K. Love,,,,,1.0,Harris,203914.0,,,,,,,,,,,,,,,,,,
74,PT03M44.00S,2021-11-28T01:23:17.0Z,1,REGULAR,steal,,[],203914,,,1610612753,18,16,2021-11-28T01:25:24Z,740000,,,0,,G. Harris STEAL (2 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M44.00S,2021-11-28T01:23:19.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203914,71.04139290407359,17.15686274509804,1610612753,18,16,2021-11-28T01:25:24Z,745000,-164.0,220.0,1,right,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,27.43,Missed,,,,,,,,,,,,,,,,
98,PT03M43.00S,2021-11-28T01:23:20.6Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,18,16,2021-11-28T01:25:10Z,747500,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,
75,PT03M30.00S,2021-11-28T01:23:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,9.674770039421814,52.20588235294118,1610612739,20,16,2021-11-28T01:25:10Z,750000,-11.0,38.0,1,left,D. Garland Layup (6 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,3.99,Made,,,,,6.0,,,,,,,,,,,
77,PT03M26.00S,2021-11-28T01:23:33.5Z,1,REGULAR,foul,personal,[],1628386,,,1610612753,20,16,2021-11-28T01:23:40Z,770000,,,0,,J. Allen personal FOUL (1 PF),"[1628386, 1630591]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Suggs,1630591.0,,,
79,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,out,[],1629636,,,1610612753,20,16,2021-11-28T01:24:08Z,790000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,out,[],1628374,,,1610612753,20,16,2021-11-28T01:24:08Z,800000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,out,[],1628386,,,1610612753,20,16,2021-11-28T01:24:08Z,810000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,out,[],201577,,,1610612753,20,16,2021-11-28T01:24:08Z,830000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,in,[],201937,,,1610612753,20,16,2021-11-28T01:24:08Z,840000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,in,[],1630596,,,1610612753,20,16,2021-11-28T01:24:08Z,850000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,in,[],1626224,,,1610612753,20,16,2021-11-28T01:24:08Z,860000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,20,16,2021-11-28T01:24:08Z,870000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,in,[],1629643,,,1610612753,20,16,2021-11-28T01:24:08Z,880000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M26.00S,2021-11-28T01:23:41.6Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,20,16,2021-11-28T01:25:49Z,885000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M22.00S,2021-11-28T01:24:16.0Z,1,REGULAR,turnover,out-of-bounds,[],203082,,,1610612753,20,16,2021-11-28T01:27:39Z,890000,,,0,,T. Ross bad pass out-of-bounds TURNOVER (1 TO),[203082],1610612753.0,ORL,bad pass,,,Ross,T. Ross,,,,,1.0,,,,,,,,,,,,,1148.0,,,,,,,
