actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
19,PT10M16.00S,2022-02-01T00:12:55.1Z,1,REGULAR,turnover,double dribble,[],202685,,,1610612740,0,4,2022-02-01T00:13:02Z,190000,,,0,,J. Valanciunas double dribble TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1.0,,,,,,,1830.0,,,,,,,
20,PT09M59.00S,2022-02-01T00:13:23.7Z,1,REGULAR,foul,personal,[],1629637,,,1610612739,0,4,2022-02-01T00:13:37Z,200000,,,0,,J. Hayes personal FOUL (1 PF),"[1629637, 1628386]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Allen,1628386.0,,,
22,PT09M50.00S,2022-02-01T00:13:51.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,23.99802890932983,15.441176470588236,1610612739,0,4,2022-02-01T00:13:55Z,220000,173.0,173.0,1,left,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M47.00S,2022-02-01T00:13:54.1Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,0,4,2022-02-01T00:13:55Z,230000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,
24,PT09M39.00S,2022-02-01T00:14:02.2Z,1,REGULAR,3pt,Jump Shot,[],202685,73.53810775295663,15.686274509803921,1610612740,0,4,2022-02-01T00:14:06Z,240000,-172.0,196.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M36.00S,2022-02-01T00:14:05.2Z,1,REGULAR,rebound,defensive,[],1629731,,,1610612739,0,4,2022-02-01T00:14:06Z,250000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,
26,PT09M25.00S,2022-02-01T00:14:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,6.1268068331143235,48.28431372549019,1610612739,0,4,2022-02-01T00:14:22Z,260000,9.0,5.0,1,left,MISS J. Allen cutting Layup,[1628386],1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,1.0,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2022-02-01T00:14:18.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,0,4,2022-02-01T00:14:22Z,270000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,
28,PT09M20.00S,2022-02-01T00:14:20.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,94.30026281208936,50.73529411764706,1610612740,0,6,2022-02-01T00:14:28Z,280000,4.0,1.0,1,right,J. Hayes running DUNK (4 PTS) (D. Graham 2 AST),"[1629637, 1628984]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,0.39,Made,4.0,D. Graham,1628984.0,2.0,,,,,,,,,,,,,,,
30,PT09M02.00S,2022-02-01T00:14:39.0Z,1,REGULAR,3pt,Jump Shot,[],1629731,29.911300919842315,73.0392156862745,1610612739,0,6,2022-02-01T00:14:42Z,300000,-115.0,229.0,1,left,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2022-02-01T00:14:41.0Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,0,6,2022-02-01T00:14:42Z,310000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,
32,PT08M45.00S,2022-02-01T00:14:56.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,92.9862023653088,50.98039215686274,1610612740,0,8,2022-02-01T00:15:02Z,320000,5.0,13.0,1,right,J. Valanciunas DUNK (4 PTS) (D. Graham 3 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1.43,Made,4.0,D. Graham,1628984.0,3.0,,,,,,,,,,,,,,,
34,PT08M45.00S,2022-02-01T00:15:03.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,0,8,2022-02-01T00:15:03Z,340000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M45.00S,2022-02-01T00:16:57.8Z,1,REGULAR,substitution,out,[],1629731,,,1610612739,0,8,2022-02-01T00:17:36Z,350000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M45.00S,2022-02-01T00:16:57.8Z,1,REGULAR,substitution,in,[],200765,,,1610612739,0,8,2022-02-01T00:17:36Z,360000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M33.00S,2022-02-01T00:18:09.8Z,1,REGULAR,turnover,traveling,[],1630596,,,1610612739,0,8,2022-02-01T00:18:16Z,370000,,,0,,E. Mobley traveling TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,1.0,,,,,,,202026.0,,,,,,,
38,PT08M10.00S,2022-02-01T00:18:44.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630529,88.51839684625493,35.049019607843135,1610612740,0,8,2022-02-01T00:18:49Z,380000,-75.0,55.0,1,right,MISS H. Jones 9' driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,9.31,Missed,,,,,,,,,,,,,,,,,,,
39,PT08M07.00S,2022-02-01T00:18:47.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,8,2022-02-01T00:18:49Z,390000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
40,PT07M59.00S,2022-02-01T00:18:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,7.30946123521682,50.245098039215684,1610612739,2,8,2022-02-01T00:18:59Z,400000,-1.0,16.0,1,left,C. Osman Layup (2 PTS),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,1.62,Made,2.0,,,,,,,,,,,,,,,,,,
41,PT07M49.00S,2022-02-01T00:19:09.4Z,1,REGULAR,foul,personal,[],1630171,,,1610612740,2,8,2022-02-01T00:19:21Z,410000,,,0,,I. Okoro personal FOUL (1 PF),"[1630171, 1628984]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,202026.0,1.0,0.0,Graham,1628984.0,,,
43,PT07M41.00S,2022-02-01T00:19:31.1Z,1,REGULAR,3pt,Jump Shot,[],1629637,92.9862023653088,97.30392156862744,1610612740,2,8,2022-02-01T00:19:35Z,430000,237.0,13.0,1,right,MISS J. Hayes 3PT,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,23.69,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M37.00S,2022-02-01T00:19:35.1Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612739,2,8,2022-02-01T00:19:35Z,440000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT07M31.00S,2022-02-01T00:19:40.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,6.1268068331143235,50.0,1610612739,4,8,2022-02-01T00:19:46Z,450000,0.0,5.0,1,left,I. Okoro cutting Layup (2 PTS) (C. Osman 1 AST),"[1630171, 1626224]",1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,0.51,Made,2.0,C. Osman,1626224.0,1.0,,,,,,,,,,,,,,,
47,PT07M09.00S,2022-02-01T00:20:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,83.26215505913272,35.78431372549019,1610612740,4,10,2022-02-01T00:20:10Z,470000,-71.0,105.0,1,right,J. Hart 12' fadeaway Jump Shot (2 PTS) (J. Valanciunas 1 AST),"[1628404, 202685]",1610612740.0,NOP,fadeaway,,,Hart,J. Hart,,,,,12.66,Made,2.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
49,PT06M43.00S,2022-02-01T00:20:28.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200765,18.084756898817346,50.49019607843137,1610612739,4,10,2022-02-01T00:20:33Z,490000,-2.0,117.0,1,left,MISS R. Rondo 11' Jump Shot - blocked,"[200765, 1630529]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,11.75,Missed,,,,,,,,,,,,,,,,,Jones,1630529.0,
50,PT06M43.00S,2022-02-01T00:20:28.7Z,1,REGULAR,block,,[],1630529,,,1610612739,4,10,2022-02-01T00:20:31Z,500000,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M40.00S,2022-02-01T00:20:31.7Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,10,2022-02-01T00:20:33Z,510000,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
52,PT06M23.00S,2022-02-01T00:20:49.2Z,1,REGULAR,3pt,Jump Shot,[],1628984,66.5735873850197,78.18627450980392,1610612740,4,10,2022-02-01T00:20:54Z,520000,141.0,262.0,1,right,MISS D. Graham 29' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,29.72,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M18.00S,2022-02-01T00:20:54.2Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,4,10,2022-02-01T00:20:54Z,530000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,52.0,3.0,2.0,1.0,,,,,,,,
56,PT06M14.00S,2022-02-01T00:20:57.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,4,12,2022-02-01T00:20:57Z,560000,0.0,0.0,1,right,J. Valanciunas putback Layup (6 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
57,PT06M02.00S,2022-02-01T00:21:11.0Z,1,REGULAR,3pt,Jump Shot,[],1626224,22.683968462549277,11.029411764705882,1610612739,4,12,2022-02-01T00:23:43Z,570000,195.0,161.0,1,left,MISS C. Osman 25' pullup 3PT,[1626224],1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
58,PT05M59.00S,2022-02-01T00:21:14.0Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,4,12,2022-02-01T00:21:15Z,580000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,57.0,3.0,3.0,0.0,,,,,,,,
59,PT05M54.00S,2022-02-01T00:21:18.7Z,1,REGULAR,3pt,Jump Shot,[],1628984,69.59592641261499,75.73529411764706,1610612740,4,12,2022-02-01T00:21:30Z,590000,129.0,233.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M49.00S,2022-02-01T00:21:23.7Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,12,2022-02-01T00:21:30Z,600000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,
61,PT05M42.00S,2022-02-01T00:21:30.5Z,1,REGULAR,2pt,Jump Shot,[],1630596,6.258212877792378,85.7843137254902,1610612739,6,12,2022-02-01T00:24:28Z,610000,-179.0,6.0,1,left,E. Mobley 17' pullup Jump Shot (2 PTS) (C. Osman 2 AST),"[1630596, 1626224]",1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,17.9,Made,2.0,C. Osman,1626224.0,2.0,,,,,,,,,,,,,,,
62,PT05M42.00S,2022-02-01T00:21:34.9Z,1,REGULAR,foul,personal,['1freethrow'],202685,,,1610612739,6,12,2022-02-01T00:22:08Z,620000,,,0,,J. Valanciunas shooting personal FOUL (1 PF) (Mobley 1 FT),"[202685, 1630596]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Mobley,1630596.0,,,
64,PT05M42.00S,2022-02-01T00:21:43.7Z,1,REGULAR,substitution,out,[],1628386,,,1610612739,6,12,2022-02-01T00:22:01Z,640000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M42.00S,2022-02-01T00:21:43.7Z,1,REGULAR,substitution,out,[],1628984,,,1610612739,6,12,2022-02-01T00:22:01Z,650000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M42.00S,2022-02-01T00:21:43.7Z,1,REGULAR,substitution,out,[],202685,,,1610612739,6,12,2022-02-01T00:22:01Z,660000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M42.00S,2022-02-01T00:21:43.7Z,1,REGULAR,substitution,in,[],201567,,,1610612739,6,12,2022-02-01T00:22:01Z,670000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M42.00S,2022-02-01T00:21:43.7Z,1,REGULAR,substitution,in,[],1630631,,,1610612739,6,12,2022-02-01T00:22:01Z,680000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M42.00S,2022-02-01T00:21:43.7Z,1,REGULAR,substitution,in,[],1626195,,,1610612739,6,12,2022-02-01T00:22:01Z,690000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M42.00S,2022-02-01T00:22:12.4Z,1,REGULAR,freethrow,1 of 1,[],1630596,,,1610612739,7,12,2022-02-01T00:22:12Z,700000,,,0,,E. Mobley Free Throw 1 of 1 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
71,PT05M33.00S,2022-02-01T00:22:23.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,84.57621550591328,45.34313725490196,1610612740,7,12,2022-02-01T00:22:29Z,710000,-23.0,92.0,1,right,MISS J. Alvarado 9' driving floating Shot,[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,9.54,Missed,,,,,,,,,,,,,,,,,,,
72,PT05M33.00S,2022-02-01T00:22:26.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,7,12,2022-02-01T00:22:26Z,720000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,
73,PT05M33.00S,2022-02-01T00:22:28.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,7,12,2022-02-01T00:22:28Z,730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M22.00S,2022-02-01T00:22:53.8Z,1,REGULAR,foul,personal,[],1630596,,,1610612740,7,12,2022-02-01T00:23:08Z,740000,,,0,,E. Mobley personal FOUL (1 PF),"[1630596, 1626195]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Hernangomez,1626195.0,,,
76,PT05M22.00S,2022-02-01T00:23:08.7Z,1,REGULAR,substitution,out,[],1629637,,,1610612740,7,12,2022-02-01T00:23:17Z,760000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M22.00S,2022-02-01T00:23:08.7Z,1,REGULAR,substitution,in,[],1629638,,,1610612740,7,12,2022-02-01T00:23:17Z,770000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2022-02-01T00:23:29.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626195,87.46714848883047,58.57843137254902,1610612740,7,14,2022-02-01T00:23:34Z,780000,43.0,65.0,1,right,W. Hernangomez 7' floating Jump Shot (2 PTS) (N. Alexander-Walker 1 AST),"[1626195, 1629638]",1610612740.0,NOP,floating,,,Hernangomez,W. Hernangomez,,,,,7.81,Made,2.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,,
80,PT04M59.00S,2022-02-01T00:23:45.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,5.338370565045992,49.01960784313725,1610612739,9,14,2022-02-01T00:23:51Z,800000,5.0,-2.0,1,left,C. Osman driving Layup (4 PTS) (R. Rondo 1 AST),"[1626224, 200765]",1610612739.0,CLE,driving,,,Osman,C. Osman,,,,,0.54,Made,4.0,R. Rondo,200765.0,1.0,,,,,,,,,,,,,,,
82,PT04M50.00S,2022-02-01T00:23:54.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,66.3107752956636,18.38235294117647,1610612740,9,14,2022-02-01T00:24:02Z,820000,-158.0,264.0,1,right,MISS J. Hart 30' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,30.79,Missed,,,,,,,,,,,,,,,,,,,
83,PT04M48.00S,2022-02-01T00:24:01.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,9,14,2022-02-01T00:24:01Z,830000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,
84,PT04M48.00S,2022-02-01T00:24:04.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,9,14,2022-02-01T00:24:04Z,840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M46.00S,2022-02-01T00:24:15.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,92.9862023653088,3.1862745098039214,1610612740,9,14,2022-02-01T00:24:20Z,850000,-234.0,13.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
86,PT04M43.00S,2022-02-01T00:24:18.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,9,14,2022-02-01T00:24:20Z,860000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,
87,PT04M34.00S,2022-02-01T00:24:27.4Z,1,REGULAR,2pt,Jump Shot,[],1630596,22.026938239159,64.2156862745098,1610612739,9,14,2022-02-01T00:24:32Z,870000,-71.0,155.0,1,left,MISS E. Mobley 17' Jump Shot,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,17.02,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2022-02-01T00:24:30.2Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,9,14,2022-02-01T00:24:30Z,880000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,
89,PT04M20.00S,2022-02-01T00:24:42.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,92.59198423127464,40.68627450980392,1610612740,9,14,2022-02-01T00:24:48Z,890000,-47.0,17.0,1,right,MISS W. Hernangomez turnaround Shot,[1626195],1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M17.00S,2022-02-01T00:24:46.2Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,9,14,2022-02-01T00:24:46Z,900000,,,0,,W. Hernangomez REBOUND (Off:1 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,
