actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
181,PT11M40.00S,2022-04-03T22:41:13.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201599,5.469776609724048,50.49019607843137,1610612755,23,23,2022-04-03T22:45:20Z,1780000,-2.0,-1.0,1,left,D. Jordan running alley-oop DUNK (2 PTS) (T. Harris 1 AST),"[201599, 202699]",1610612755.0,PHI,running alley-oop,,,Jordan,D. Jordan,,,,,,,,,,Made,2.0,0.27,,,,,,,,,,T. Harris,202699.0,1.0,
183,PT11M26.00S,2022-04-03T22:41:27.1Z,2,REGULAR,turnover,bad pass,[],1629636,,,1610612739,23,23,2022-04-03T22:41:32Z,1800000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1627788]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,1.0,Korkmaz,1627788.0,,,,,,
184,PT11M26.00S,2022-04-03T22:41:27.1Z,2,REGULAR,steal,,[],1627788,,,1610612755,23,23,2022-04-03T22:41:30Z,1810000,,,0,,F. Korkmaz STEAL (1 STL),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M18.00S,2022-04-03T22:41:34.7Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612755,23,23,2022-04-03T22:41:37Z,1820000,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1629636]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,2.0,Garland,1629636.0,,,,,,
186,PT11M18.00S,2022-04-03T22:41:34.7Z,2,REGULAR,steal,,[],1629636,,,1610612739,23,23,2022-04-03T22:48:28Z,1830000,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M15.00S,2022-04-03T22:41:39.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630205,93.9060446780552,50.49019607843137,1610612739,25,23,2022-04-03T22:41:44Z,1840000,2.0,5.0,1,right,L. Stevens running DUNK (4 PTS) (C. Osman 1 AST),"[1630205, 1626224]",1610612739.0,CLE,running,,,Stevens,L. Stevens,,,,,,,,,,Made,4.0,0.54,,,,,,,,,,C. Osman,1626224.0,1.0,
189,PT10M57.00S,2022-04-03T22:41:55.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,6.389618922470433,49.26470588235294,1610612755,25,23,2022-04-03T22:47:40Z,1860000,4.0,8.0,1,left,MISS J. Harden pullup Shot,[201935],1610612755.0,PHI,pullup,,,Harden,J. Harden,,,,,,,,,,Missed,,0.85,,,,,,,,,,,,,
190,PT10M55.00S,2022-04-03T22:41:57.9Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,25,23,2022-04-03T22:42:00Z,1870000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,189.0,3.0,3.0,0.0,,,,,,,,,
191,PT10M34.00S,2022-04-03T22:42:18.9Z,2,REGULAR,3pt,Jump Shot,[],1629636,94.1688567674113,96.81372549019608,1610612739,28,23,2022-04-03T22:42:25Z,1880000,234.0,2.0,1,right,D. Garland 3PT step back (3 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,Made,3.0,23.41,,,,,,,,,,,,,
192,PT10M27.00S,2022-04-03T22:42:26.5Z,2,REGULAR,2pt,Jump Shot,[],202699,23.73521681997372,29.166666666666668,1610612755,28,23,2022-04-03T22:42:30Z,1890000,104.0,171.0,1,left,MISS T. Harris 19' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,,,Missed,,19.99,,,,,,,,,,,,,
193,PT10M24.00S,2022-04-03T22:42:29.5Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,28,23,2022-04-03T22:42:30Z,1900000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,
194,PT10M16.00S,2022-04-03T22:42:37.1Z,2,REGULAR,3pt,Jump Shot,[],201567,67.36202365308804,16.911764705882355,1610612739,31,23,2022-04-03T22:42:41Z,1910000,-165.0,254.0,1,right,K. Love 30' 3PT  (8 PTS) (C. Osman 2 AST),"[201567, 1626224]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,8.0,30.34,,,,,,,,,,C. Osman,1626224.0,2.0,
196,PT09M58.00S,2022-04-03T22:42:58.9Z,2,REGULAR,foul,personal,[],202334,,,1610612755,31,23,2022-04-03T22:45:53Z,1930000,,,0,,E. Davis personal FOUL (1 PF),"[202334, 201599]",1610612739.0,CLE,,,,Davis,E. Davis,,,,,1628951.0,1.0,0.0,Jordan,201599.0,,,,,,,,,,,,,,,,
198,PT09M54.00S,2022-04-03T22:43:29.4Z,2,REGULAR,3pt,Jump Shot,[],202699,31.35676741130092,30.637254901960787,1610612755,31,23,2022-04-03T22:50:38Z,1950000,97.0,242.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,,,Missed,,26.09,,,,,,,,,,,,,
199,PT09M49.00S,2022-04-03T22:43:34.4Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,31,23,2022-04-03T22:43:35Z,1960000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,198.0,2.0,2.0,0.0,,,,,,,,,
200,PT09M48.00S,2022-04-03T22:43:37.9Z,2,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612739,31,23,2022-04-03T22:43:47Z,1970000,,,0,,C. Osman lost ball out-of-bounds TURNOVER (1 TO),[1626224],1610612739.0,CLE,lost ball,,,Osman,C. Osman,,,,,202026.0,,,,,,,,,,,,1.0,,,,,,,,
201,PT09M39.00S,2022-04-03T22:44:04.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201935,24.52365308804205,40.44117647058824,1610612755,31,23,2022-04-03T22:44:12Z,1980000,48.0,178.0,1,left,MISS J. Harden 18' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,,,,,,Missed,,18.43,,,,,,,,,,,,,
202,PT09M33.00S,2022-04-03T22:44:10.7Z,2,REGULAR,rebound,offensive,[],201599,,,1610612755,31,23,2022-04-03T22:44:12Z,1990000,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,201.0,1.0,0.0,1.0,,,,,,,,,
203,PT09M33.00S,2022-04-03T22:44:11.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",201599,5.590000152587891,50.0,1610612755,31,25,2022-04-03T22:44:11Z,2000000,0.0,0.0,1,left,D. Jordan tip Layup (4 PTS),[201599],1610612755.0,PHI,tip,,,Jordan,D. Jordan,,,,,,,,,,Made,4.0,0.0,,,,,,,,,,,,,
204,PT09M16.00S,2022-04-03T22:44:27.9Z,2,REGULAR,3pt,Jump Shot,[],1626224,71.30420499342969,18.872549019607842,1610612739,34,25,2022-04-03T22:50:30Z,2010000,-156.0,217.0,1,right,C. Osman 26' 3PT pullup (3 PTS) (E. Davis 1 AST),"[1626224, 202334]",1610612739.0,CLE,pullup,,,Osman,C. Osman,,,,,,,,,,Made,3.0,26.72,,,,,,,,,,E. Davis,202334.0,1.0,
206,PT09M06.00S,2022-04-03T22:44:42.7Z,2,REGULAR,foul,personal,[],1626224,,,1610612755,34,25,2022-04-03T22:44:49Z,2030000,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 1627788]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,202026.0,1.0,0.0,Korkmaz,1627788.0,,,,,,,,,,,,,,,,
208,PT08M57.00S,2022-04-03T22:45:07.1Z,2,REGULAR,turnover,bad pass,[],201980,,,1610612755,34,25,2022-04-03T22:45:12Z,2050000,,,0,,D. Green bad pass TURNOVER (1 TO),"[201980, 1629636]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0,,,,,,
209,PT08M57.00S,2022-04-03T22:45:07.1Z,2,REGULAR,steal,,[],1629636,,,1610612739,34,25,2022-04-03T22:45:09Z,2060000,,,0,,D. Garland STEAL (3 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M56.00S,2022-04-03T22:45:10.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630205,92.85479632063075,53.431372549019606,1610612739,36,25,2022-04-03T22:45:19Z,2070000,17.0,15.0,1,right,L. Stevens running Layup (6 PTS) (D. Garland 2 AST),"[1630205, 1629636]",1610612739.0,CLE,running,,,Stevens,L. Stevens,,,,,,,,,,Made,6.0,2.26,,,,,,,,,,D. Garland,1629636.0,2.0,
212,PT08M56.00S,2022-04-03T22:45:17.5Z,2,REGULAR,foul,personal,['1freethrow'],201935,,,1610612739,36,25,2022-04-03T22:45:35Z,2090000,,,0,,J. Harden shooting personal FOUL (1 PF) (Stevens 1 FT),"[201935, 1630205]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,202026.0,1.0,0.0,Stevens,1630205.0,,,,,,,,,,,,,,,,
214,PT08M56.00S,2022-04-03T22:45:26.1Z,2,REGULAR,substitution,out,[],201599,,,1610612739,36,25,2022-04-03T22:45:31Z,2110000,,,0,,SUB out: D. Jordan,[201599],1610612755.0,PHI,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M56.00S,2022-04-03T22:45:26.1Z,2,REGULAR,substitution,in,[],203954,,,1610612739,36,25,2022-04-03T22:45:31Z,2120000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M56.00S,2022-04-03T22:45:50.4Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1630205,,,1610612739,37,25,2022-04-03T22:45:50Z,2130000,,,0,,L. Stevens Free Throw 1 of 1 (7 PTS),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
217,PT08M40.00S,2022-04-03T22:46:07.4Z,2,REGULAR,3pt,Jump Shot,[],201980,5.075558475689881,94.85294117647058,1610612755,37,28,2022-04-03T22:46:13Z,2140000,-224.0,-5.0,1,left,D. Green 3PT  (3 PTS) (T. Harris 2 AST),"[201980, 202699]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Made,3.0,22.44,,,,,,,,,,T. Harris,202699.0,2.0,
219,PT08M25.00S,2022-04-03T22:46:23.8Z,2,REGULAR,2pt,Jump Shot,[],201567,88.25558475689881,15.931372549019606,1610612739,37,28,2022-04-03T23:00:47Z,2160000,-170.0,58.0,1,right,MISS K. Love 17' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Missed,,17.99,,,,,,,,,,,,,
220,PT08M22.00S,2022-04-03T22:46:26.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,37,28,2022-04-03T22:46:28Z,2170000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,219.0,5.0,5.0,0.0,,,,,,,,,
221,PT08M16.00S,2022-04-03T22:46:34.3Z,2,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612755,37,28,2022-04-03T22:46:54Z,2180000,,,0,,L. Stevens shooting personal FOUL (1 PF) (Harden 2 FT),"[1630205, 201935]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,202026.0,1.0,0.0,Harden,201935.0,,,,,,,,,,,,,,,,
223,PT08M16.00S,2022-04-03T22:47:02.2Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,37,29,2022-04-03T22:47:02Z,2200000,,,0,,J. Harden Free Throw 1 of 2 (3 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
224,PT08M16.00S,2022-04-03T22:47:03.5Z,2,REGULAR,substitution,out,[],202334,,,1610612755,37,29,2022-04-03T22:47:07Z,2210000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M16.00S,2022-04-03T22:47:03.5Z,2,REGULAR,substitution,in,[],1628374,,,1610612755,37,29,2022-04-03T22:47:07Z,2220000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M16.00S,2022-04-03T22:47:32.8Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,37,30,2022-04-03T22:47:32Z,2230000,,,0,,J. Harden Free Throw 2 of 2 (4 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
227,PT08M00.00S,2022-04-03T22:47:49.9Z,2,REGULAR,3pt,Jump Shot,[],1629636,78.0059132720105,89.95098039215686,1610612739,40,30,2022-04-03T22:47:54Z,2240000,200.0,154.0,1,right,D. Garland 25' 3PT step back (6 PTS),[1629636],1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,,,Made,6.0,25.24,,,,,,,,,,,,,
228,PT07M51.00S,2022-04-03T22:47:59.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,5.469776609724048,49.26470588235294,1610612755,40,32,2022-04-03T22:48:04Z,2250000,4.0,-1.0,1,left,J. Embiid cutting DUNK (6 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,,,,,,Made,6.0,0.39,,,,,,,,,,J. Harden,201935.0,2.0,
230,PT07M34.00S,2022-04-03T22:48:15.2Z,2,REGULAR,3pt,Jump Shot,[],1626224,64.33968462549278,40.44117647058824,1610612739,40,32,2022-04-03T22:48:18Z,2270000,-48.0,283.0,1,right,MISS C. Osman 28' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,Missed,,28.67,,,,,,,,,,,,,
231,PT07M32.00S,2022-04-03T22:48:17.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,40,32,2022-04-03T22:48:18Z,2280000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,230.0,2.0,2.0,0.0,,,,,,,,,
232,PT07M27.00S,2022-04-03T22:48:22.3Z,2,REGULAR,turnover,lost ball,[],1627788,,,1610612755,40,32,2022-04-03T22:48:26Z,2290000,,,0,,F. Korkmaz lost ball TURNOVER (1 TO),"[1627788, 1626224]",1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,1.0,Osman,1626224.0,,,,,,
233,PT07M27.00S,2022-04-03T22:48:22.3Z,2,REGULAR,steal,,[],1626224,,,1610612739,40,32,2022-04-03T22:48:25Z,2300000,,,0,,C. Osman STEAL (1 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M24.00S,2022-04-03T22:48:27.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630205,93.64323258869908,51.225490196078425,1610612739,42,32,2022-04-03T23:00:39Z,2310000,6.0,7.0,1,right,L. Stevens running finger roll Layup (9 PTS) (K. Love 2 AST),"[1630205, 201567]",1610612739.0,CLE,running finger roll,,,Stevens,L. Stevens,,,,,,,,,,Made,9.0,0.95,,,,,,,,,,K. Love,201567.0,2.0,
236,PT07M08.00S,2022-04-03T22:48:44.8Z,2,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612755,42,32,2022-04-03T22:48:54Z,2330000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Embiid 2 FT),"[1628374, 203954]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,1628951.0,1.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,,
238,PT07M08.00S,2022-04-03T22:49:10.0Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,42,33,2022-04-03T22:49:10Z,2350000,,,0,,J. Embiid Free Throw 1 of 2 (7 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
239,PT07M08.00S,2022-04-03T22:49:10.7Z,2,REGULAR,substitution,out,[],1629636,,,1610612755,42,33,2022-04-03T22:49:20Z,2360000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M08.00S,2022-04-03T22:49:10.7Z,2,REGULAR,substitution,out,[],201980,,,1610612755,42,33,2022-04-03T22:49:20Z,2370000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M08.00S,2022-04-03T22:49:10.7Z,2,REGULAR,substitution,in,[],200765,,,1610612755,42,33,2022-04-03T22:49:20Z,2380000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M08.00S,2022-04-03T22:49:10.7Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,42,33,2022-04-03T22:49:20Z,2390000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M08.00S,2022-04-03T22:49:36.6Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,42,34,2022-04-03T22:49:36Z,2400000,,,0,,J. Embiid Free Throw 2 of 2 (8 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
251,PT06M48.00S,2022-04-03T22:50:06.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,89.17542706964521,44.36274509803921,1610612739,42,34,2022-04-03T22:52:13Z,2425000,-28.0,49.0,1,right,MISS L. Stevens pullup Shot - blocked,"[1630205, 202699]",1610612739.0,CLE,pullup,,,Stevens,L. Stevens,,,,,,,,,,Missed,,5.68,,,,,,,,Harris,202699.0,,,,
252,PT06M48.00S,2022-04-03T22:50:06.8Z,2,REGULAR,block,,[],202699,,,1610612739,42,34,2022-04-03T22:51:52Z,2427500,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M46.00S,2022-04-03T22:50:08.8Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,42,34,2022-04-03T22:51:52Z,2428750,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,,
246,PT06M39.00S,2022-04-03T22:50:11.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630205,,,1610612755,42,34,2022-04-03T22:52:48Z,2430000,,,0,,L. Stevens shooting personal FOUL (2 PF) (Harris 2 FT),"[1630205, 202699]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,2882.0,2.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,,
248,PT06M39.00S,2022-04-03T22:50:34.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612755,42,34,2022-04-03T22:52:42Z,2450000,,,0,,,[],,,stands,,,,,,,,,202026.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
250,PT06M39.00S,2022-04-03T22:50:44.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,42,34,2022-04-03T22:50:44Z,2470000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M39.00S,2022-04-03T22:53:37.1Z,2,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,42,34,2022-04-03T22:53:37Z,2480000,,,0,,MISS T. Harris Free Throw 1 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,,,,,,,,,,,,,,
255,PT06M39.00S,2022-04-03T22:53:37.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,42,34,2022-04-03T22:53:37Z,2490000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,254.0,,,,,,,,,,,,
256,PT06M39.00S,2022-04-03T22:53:37.1Z,2,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,42,34,2022-04-03T22:53:58Z,2500000,,,0,,MISS T. Harris Free Throw 2 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,,,,,,,,,,,,,,
257,PT06M37.00S,2022-04-03T22:53:39.1Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,42,34,2022-04-03T22:53:58Z,2510000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,256.0,3.0,3.0,0.0,,,,,,,,,
258,PT06M31.00S,2022-04-03T22:54:02.7Z,2,REGULAR,3pt,Jump Shot,[],201567,71.82982917214193,15.686274509803921,1610612739,45,34,2022-04-03T22:54:07Z,2520000,-172.0,212.0,1,right,K. Love 27' 3PT  (11 PTS) (R. Rondo 1 AST),"[201567, 200765]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Made,11.0,27.3,,,,,,,,,,R. Rondo,200765.0,1.0,
260,PT06M03.00S,2022-04-03T22:54:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,15.456636005256241,44.36274509803921,1610612755,45,34,2022-04-03T22:54:35Z,2540000,28.0,93.0,1,left,MISS J. Embiid 9' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,,,,,,Missed,,9.7,,,,,,,,,,,,,
261,PT06M01.00S,2022-04-03T22:54:33.5Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612755,45,34,2022-04-03T22:54:33Z,2550000,,,0,,G. Niang REBOUND (Off:1 Def:2),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,260.0,3.0,2.0,1.0,,,,,,,,,
262,PT05M52.00S,2022-04-03T22:54:42.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,15.456636005256241,94.11764705882352,1610612755,45,34,2022-04-03T22:54:46Z,2560000,-221.0,93.0,1,left,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,Missed,,23.93,,,,,,,,,,,,,
263,PT05M48.00S,2022-04-03T22:54:46.4Z,2,REGULAR,rebound,offensive,[],1627788,,,1610612755,45,34,2022-04-03T22:54:46Z,2570000,,,0,,F. Korkmaz REBOUND (Off:1 Def:0),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,262.0,1.0,0.0,1.0,,,,,,,,,
264,PT05M47.00S,2022-04-03T22:54:47.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,5.469776609724048,93.87254901960785,1610612755,45,34,2022-04-03T22:54:50Z,2580000,-219.0,-1.0,1,left,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,Missed,,21.94,,,,,,,,,,,,,
265,PT05M45.00S,2022-04-03T22:54:49.0Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,45,34,2022-04-03T22:54:50Z,2590000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,264.0,4.0,4.0,0.0,,,,,,,,,
266,PT05M35.00S,2022-04-03T22:54:59.5Z,2,REGULAR,3pt,Jump Shot,[],1630205,93.77463863337714,96.56862745098039,1610612739,45,34,2022-04-03T22:55:03Z,2600000,233.0,6.0,1,right,MISS L. Stevens 3PT,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,Missed,,23.29,,,,,,,,,,,,,
267,PT05M32.00S,2022-04-03T22:55:02.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,45,34,2022-04-03T22:55:03Z,2610000,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,,
268,PT05M24.00S,2022-04-03T22:55:09.8Z,2,REGULAR,3pt,Jump Shot,[],202699,31.488173455978973,54.166666666666664,1610612755,45,34,2022-04-03T22:55:14Z,2620000,-21.0,243.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Missed,,24.44,,,,,,,,,,,,,
269,PT05M20.00S,2022-04-03T22:55:13.8Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,45,34,2022-04-03T22:55:13Z,2630000,,,0,,J. Harden REBOUND (Off:2 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,268.0,4.0,2.0,2.0,,,,,,,,,
270,PT05M17.00S,2022-04-03T22:55:16.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201935,7.703679369250986,3.431372549019608,1610612755,45,37,2022-04-03T22:55:22Z,2640000,233.0,20.0,1,left,J. Harden 3PT step back (7 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,,,,,,Made,7.0,23.36,,,,,,,,,,,,,
271,PT05M08.00S,2022-04-03T22:55:25.0Z,2,REGULAR,3pt,Jump Shot,[],201567,61.3173455978975,25.98039215686275,1610612739,45,37,2022-04-03T22:55:29Z,2650000,-120.0,311.0,1,right,MISS K. Love 33' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,Missed,,33.35,,,,,,,,,,,,,
272,PT05M06.00S,2022-04-03T22:55:27.0Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,45,37,2022-04-03T22:55:29Z,2660000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,271.0,6.0,6.0,0.0,,,,,,,,,
