actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
15,PT10M37.00S,2022-02-27T01:12:19.8Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,0,2,2022-02-27T01:12:22Z,150000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M31.00S,2022-02-27T01:12:29.1Z,1,REGULAR,foul,personal,[],1628398,,,1610612739,0,2,2022-02-27T01:12:39Z,160000,,,0,,K. Kuzma personal FOUL (1 PF),"[1628398, 1630596]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,1628172.0,1.0,0.0,Mobley,1630596.0,,,,,,,,
18,PT10M31.00S,2022-02-27T01:13:01.9Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612739,0,2,2022-02-27T01:13:01Z,180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2022-02-27T01:13:20.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629164,83.52496714848883,50.0,1610612739,2,2,2022-02-27T01:13:28Z,190000,0.0,102.0,1,right,B. Goodwin 10' pullup Jump Shot (2 PTS),[1629164],1610612739.0,CLE,pullup,,,Goodwin,B. Goodwin,,,,,10.24,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M00.00S,2022-02-27T01:13:41.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,15.719448094612352,44.11764705882353,1610612764,2,4,2022-02-27T01:13:47Z,200000,29.0,95.0,1,left,K. Kuzma 9' turnaround Hook (2 PTS),[1628398],1610612764.0,WAS,turnaround,,,Kuzma,K. Kuzma,,,,,9.97,Made,,,,,2.0,,,,,,,,,,,,,
21,PT09M41.00S,2022-02-27T01:14:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,87.46714848883047,40.44117647058824,1610612739,2,4,2022-02-27T01:14:10Z,210000,-48.0,65.0,1,right,MISS E. Mobley 8' turnaround Shot - blocked,"[1630596, 203484]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,8.09,Missed,,,,,,,,,,,Caldwell-Pope,203484.0,,,,,,
22,PT09M41.00S,2022-02-27T01:14:00.4Z,1,REGULAR,block,,[],203484,,,1610612739,2,4,2022-02-27T01:21:03Z,220000,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M38.00S,2022-02-27T01:14:03.4Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,2,4,2022-02-27T01:14:10Z,230000,,,0,,E. Mobley REBOUND (Off:1 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT09M37.00S,2022-02-27T01:14:05.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630596,86.5473061760841,42.40196078431372,1610612739,2,4,2022-02-27T01:15:35Z,240000,-38.0,74.0,1,right,MISS E. Mobley 8' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,8.32,Missed,,,,,,,,,,,,,,,,,,
25,PT09M36.00S,2022-02-27T01:14:06.4Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,2,4,2022-02-27T01:14:23Z,250000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M34.00S,2022-02-27T01:14:11.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,2,4,2022-02-27T01:14:11Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M25.00S,2022-02-27T01:14:35.7Z,1,REGULAR,turnover,bad pass,[],1630557,,,1610612764,2,4,2022-02-27T01:14:57Z,270000,,,0,,C. Kispert bad pass TURNOVER (1 TO),"[1630557, 1630171]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,1.0,Okoro,1630171.0,,,
28,PT09M25.00S,2022-02-27T01:14:35.7Z,1,REGULAR,steal,,[],1630171,,,1610612739,2,4,2022-02-27T01:14:39Z,280000,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
29,PT09M25.00S,2022-02-27T01:14:40.9Z,1,REGULAR,foul,personal,[],1629655,,,1610612739,2,4,2022-02-27T01:14:49Z,290000,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 1630171]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,2004.0,1.0,0.0,Okoro,1630171.0,,,,,,,,
31,PT09M12.00S,2022-02-27T01:14:57.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,72.7496714848883,16.42156862745098,1610612739,5,4,2022-02-27T01:15:02Z,310000,-168.0,204.0,1,right,L. Markkanen 26' 3PT  (3 PTS) (B. Goodwin 1 AST),"[1628374, 1629164]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,26.4,Made,,,,,3.0,,,,,,,,,,,B. Goodwin,1629164.0,1.0
33,PT08M59.00S,2022-02-27T01:15:11.5Z,1,REGULAR,turnover,bad pass,[],203484,,,1610612764,5,4,2022-02-27T01:15:16Z,330000,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1628386]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,1.0,Allen,1628386.0,,,
34,PT08M59.00S,2022-02-27T01:15:11.5Z,1,REGULAR,steal,,[],1628386,,,1610612739,5,4,2022-02-27T01:15:14Z,340000,,,0,,J. Allen STEAL (1 STL),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M56.00S,2022-02-27T01:15:17.3Z,1,REGULAR,turnover,out-of-bounds,[],1629164,,,1610612739,5,4,2022-02-27T01:15:27Z,350000,,,0,,B. Goodwin bad pass out-of-bounds TURNOVER (1 TO),[1629164],1610612739.0,CLE,bad pass,,,Goodwin,B. Goodwin,,,,,,,,,,,,2004.0,,,,,,,1.0,,,,,
36,PT08M40.00S,2022-02-27T01:15:40.1Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612764,5,4,2022-02-27T01:15:51Z,360000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1630171, 203484]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,,,,,,,,1628172.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
38,PT08M40.00S,2022-02-27T01:16:05.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203484,,,1610612764,5,5,2022-02-27T01:16:05Z,380000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (1 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
39,PT08M40.00S,2022-02-27T01:16:20.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203484,,,1610612764,5,6,2022-02-27T01:16:20Z,390000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (2 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
40,PT08M30.00S,2022-02-27T01:16:31.7Z,1,REGULAR,turnover,bad pass,[],1628374,,,1610612739,5,6,2022-02-27T01:16:39Z,400000,,,0,,L. Markkanen bad pass TURNOVER (1 TO),"[1628374, 203526]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,1.0,Neto,203526.0,,,
41,PT08M30.00S,2022-02-27T01:16:31.7Z,1,REGULAR,steal,,[],203526,,,1610612764,5,6,2022-02-27T01:16:35Z,410000,,,0,,R. Neto STEAL (1 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M24.00S,2022-02-27T01:16:37.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,6.783837056504599,50.0,1610612764,5,8,2022-02-27T01:16:45Z,420000,0.0,11.0,1,left,C. Kispert running reverse Layup (2 PTS) (R. Neto 1 AST),"[1630557, 203526]",1610612764.0,WAS,running reverse,,,Kispert,C. Kispert,,,,,1.13,Made,,,,,2.0,,,,,,,,,,,R. Neto,203526.0,1.0
44,PT08M12.00S,2022-02-27T01:16:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,83.13074901445466,38.970588235294116,1610612739,5,8,2022-02-27T01:16:55Z,440000,-55.0,106.0,1,right,MISS L. Markkanen 11' Jump Shot,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,11.96,Missed,,,,,,,,,,,,,,,,,,
45,PT08M08.00S,2022-02-27T01:16:54.6Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,5,8,2022-02-27T01:21:19Z,450000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,44.0,2.0,1.0,1.0,,,,,,,,,,,,,,
46,PT08M02.00S,2022-02-27T01:16:59.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,8.015768725361367,58.19163602941176,1610612764,5,8,2022-02-27T01:17:11Z,460000,-41.0,23.0,1,left,MISS K. Kuzma driving floating bank Shot,[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,4.69,Missed,,,,,,,,,,,,,,,,,,
47,PT07M59.00S,2022-02-27T01:17:02.6Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,5,8,2022-02-27T01:17:11Z,470000,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT07M42.00S,2022-02-27T01:17:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,92.32917214191852,41.42156862745098,1610612739,5,8,2022-02-27T01:17:29Z,480000,-43.0,20.0,1,right,MISS I. Okoro driving floating Shot,[1630171],1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,4.72,Missed,,,,,,,,,,,,,,,,,,
49,PT07M41.00S,2022-02-27T01:17:21.8Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,5,8,2022-02-27T01:17:21Z,490000,,,0,,E. Mobley REBOUND (Off:2 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,48.0,2.0,0.0,2.0,,,,,,,,,,,,,,
50,PT07M39.00S,2022-02-27T01:17:22.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,94.69448094612353,51.9607843137255,1610612739,7,8,2022-02-27T01:19:41Z,500000,10.0,-3.0,1,right,E. Mobley putback DUNK (2 PTS),[1630596],1610612739.0,CLE,putback,,,Mobley,E. Mobley,,,,,1.01,Made,,,,,2.0,,,,,,,,,,,,,
51,PT07M25.00S,2022-02-27T01:17:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,15.062417871222076,42.8921568627451,1610612764,7,10,2022-02-27T01:17:44Z,510000,36.0,89.0,1,left,R. Neto 9' fadeaway Jump Shot (2 PTS),[203526],1610612764.0,WAS,fadeaway,,,Neto,R. Neto,,,,,9.59,Made,,,,,2.0,,,,,,,,,,,,,
52,PT07M06.00S,2022-02-27T01:17:59.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,7,10,2022-02-27T01:17:59Z,520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M01.00S,2022-02-27T01:18:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629164,87.20433639947439,97.30392156862744,1610612739,7,10,2022-02-27T01:18:25Z,530000,237.0,68.0,1,right,MISS B. Goodwin 24' 3PT,[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,24.6,Missed,,,,,,,,,,,,,,,,,,
54,PT06M57.00S,2022-02-27T01:18:24.8Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,7,10,2022-02-27T01:18:25Z,540000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT06M45.00S,2022-02-27T01:18:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203526,13.87976346911958,39.950980392156865,1610612764,7,10,2022-02-27T01:18:41Z,550000,50.0,78.0,1,left,MISS R. Neto 9' fadeaway Shot,[203526],1610612764.0,WAS,fadeaway,,,Neto,R. Neto,,,,,9.28,Missed,,,,,,,,,,,,,,,,,,
56,PT06M43.00S,2022-02-27T01:18:38.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,7,10,2022-02-27T01:18:41Z,560000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT06M34.00S,2022-02-27T01:18:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,80.23981603153744,64.4607843137255,1610612739,9,10,2022-02-27T01:18:53Z,570000,72.0,133.0,1,right,E. Mobley 15' pullup Jump Shot (4 PTS),[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,15.16,Made,,,,,4.0,,,,,,,,,,,,,
58,PT06M14.00S,2022-02-27T01:19:06.9Z,1,REGULAR,3pt,Jump Shot,[],1628398,4.812746386333772,96.81372549019608,1610612764,9,13,2022-02-27T01:19:10Z,580000,-234.0,-7.0,1,left,K. Kuzma 3PT  (5 PTS) (R. Neto 2 AST),"[1628398, 203526]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,23.42,Made,,,,,5.0,,,,,,,,,,,R. Neto,203526.0,2.0
60,PT06M02.00S,2022-02-27T01:19:20.5Z,1,REGULAR,2pt,Jump Shot,[],1629164,74.32654402102497,58.57843137254902,1610612739,9,13,2022-02-27T01:19:25Z,600000,43.0,189.0,1,right,MISS B. Goodwin 19' pullup Shot,[1629164],1610612739.0,CLE,pullup,,,Goodwin,B. Goodwin,,,,,19.36,Missed,,,,,,,,,,,,,,,,,,
61,PT05M58.00S,2022-02-27T01:19:24.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,9,13,2022-02-27T01:19:25Z,610000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,60.0,3.0,3.0,0.0,,,,,,,,,,,,,,
62,PT05M53.00S,2022-02-27T01:19:28.7Z,1,REGULAR,3pt,Jump Shot,[],1630557,30.699737187910642,63.725490196078425,1610612764,9,13,2022-02-27T01:19:37Z,620000,-69.0,236.0,1,left,MISS C. Kispert 24' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,
63,PT05M49.00S,2022-02-27T01:19:32.7Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,9,13,2022-02-27T01:19:37Z,630000,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,62.0,3.0,3.0,0.0,,,,,,,,,,,,,,
64,PT05M45.00S,2022-02-27T01:19:36.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628374,93.77463863337714,49.754901960784316,1610612739,9,13,2022-02-27T01:19:55Z,640000,-1.0,6.0,1,right,MISS L. Markkanen driving Layup - blocked,"[1628374, 1630557]",1610612739.0,CLE,driving,,,Markkanen,L. Markkanen,,,,,0.61,Missed,,,,,,,,,,,Kispert,1630557.0,,,,,,
65,PT05M45.00S,2022-02-27T01:19:36.6Z,1,REGULAR,block,,[],1630557,,,1610612739,9,13,2022-02-27T01:19:39Z,650000,,,0,,C. Kispert BLOCK (1 BLK),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M45.00S,2022-02-27T01:19:36.6Z,1,REGULAR,rebound,offensive,[],1629164,,,1610612739,9,13,2022-02-27T01:19:55Z,660000,,,0,,B. Goodwin REBOUND (Off:1 Def:0),[1629164],1610612739.0,CLE,,,,Goodwin,B. Goodwin,,,,,,,64.0,1.0,0.0,1.0,,,,,,,,,,,,,,
67,PT05M45.00S,2022-02-27T01:19:47.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629164,94.40999984741211,50.0,1610612739,11,13,2022-02-27T01:20:03Z,670000,0.0,0.0,1,right,B. Goodwin tip Layup (4 PTS),[1629164],1610612739.0,CLE,tip,,,Goodwin,B. Goodwin,,,,,0.0,Made,,,,,4.0,,,,,,,,,,,,,
68,PT05M45.00S,2022-02-27T01:19:51.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,11,13,2022-02-27T01:19:51Z,680000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2022-02-27T01:20:33.6Z,1,REGULAR,substitution,out,[],1630171,,,1610612764,11,13,2022-02-27T01:22:37Z,690000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M45.00S,2022-02-27T01:20:33.6Z,1,REGULAR,substitution,out,[],1629655,,,1610612764,11,13,2022-02-27T01:22:37Z,700000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M45.00S,2022-02-27T01:20:33.6Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,11,13,2022-02-27T01:22:37Z,710000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M45.00S,2022-02-27T01:20:33.6Z,1,REGULAR,substitution,in,[],1626224,,,1610612764,11,13,2022-02-27T01:22:37Z,720000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2022-02-27T01:20:33.6Z,1,REGULAR,substitution,in,[],1628418,,,1610612764,11,13,2022-02-27T01:22:37Z,730000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M45.00S,2022-02-27T01:20:33.6Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,11,13,2022-02-27T01:22:37Z,740000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M26.00S,2022-02-27T01:23:06.9Z,1,REGULAR,foul,personal,['2freethrow'],1626224,,,1610612764,11,13,2022-02-27T01:23:33Z,750000,,,0,,C. Osman shooting personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1626224, 203484]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,,,,,,,,203591.0,1.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
77,PT05M26.00S,2022-02-27T01:23:33.9Z,1,REGULAR,freethrow,1 of 2,[],203484,,,1610612764,11,14,2022-02-27T01:23:33Z,770000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (3 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
78,PT05M26.00S,2022-02-27T01:23:36.2Z,1,REGULAR,substitution,out,[],203526,,,1610612764,11,14,2022-02-27T01:23:41Z,780000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2022-02-27T01:23:36.2Z,1,REGULAR,substitution,in,[],202397,,,1610612764,11,14,2022-02-27T01:23:41Z,790000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2022-02-27T01:23:52.7Z,1,REGULAR,freethrow,2 of 2,[],203484,,,1610612764,11,15,2022-02-27T01:23:52Z,800000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (4 PTS),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
81,PT05M12.00S,2022-02-27T01:24:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,94.95729303547962,53.18627450980392,1610612739,11,15,2022-02-27T01:24:17Z,810000,16.0,-5.0,1,right,MISS L. Markkanen alley-oop Layup,[1628374],1610612739.0,CLE,alley-oop,,,Markkanen,L. Markkanen,,,,,1.67,Missed,,,,,,,,,,,,,,,,,,
82,PT05M08.00S,2022-02-27T01:24:15.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,11,15,2022-02-27T01:24:17Z,820000,,,0,,K. Kuzma REBOUND (Off:0 Def:4),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,81.0,4.0,4.0,0.0,,,,,,,,,,,,,,
83,PT04M59.00S,2022-02-27T01:24:24.2Z,1,REGULAR,2pt,Jump Shot,[],1628418,6.915243101182654,78.92156862745098,1610612764,11,15,2022-02-27T01:24:30Z,830000,-145.0,13.0,1,left,MISS T. Bryant 14' step back Shot,[1628418],1610612764.0,WAS,step back,,,Bryant,T. Bryant,,,,,14.51,Missed,,,,,,,,,,,,,,,,,,
84,PT04M57.00S,2022-02-27T01:24:26.2Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,11,15,2022-02-27T01:24:30Z,840000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,
