actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
175,PT11M40.00S,2021-11-23T00:38:20.3Z,2,REGULAR,2pt,Jump Shot,[],200746,11.645860709592641,30.14705882352941,1610612751,27,26,2021-11-23T00:38:25Z,1690000,99.0,57.0,1,left,L. Aldridge 11' turnaround fadeaway Jump Shot (5 PTS) (J. Harden 1 AST),"[200746, 201935]",1610612751.0,BKN,turnaround fadeaway,,,Aldridge,L. Aldridge,,,,,11.45,Made,,,,,,,,,,,,5.0,J. Harden,201935.0,1.0,,,,
177,PT11M27.00S,2021-11-23T00:38:37.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,27,26,2021-11-23T00:38:37Z,1710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M23.00S,2021-11-23T00:38:53.7Z,2,REGULAR,3pt,Jump Shot,[],1629636,80.3712220762155,5.147058823529411,1610612739,30,26,2021-11-23T00:38:59Z,1720000,-224.0,132.0,1,right,D. Garland 26' 3PT  (8 PTS) (D. Windler 1 AST),"[1629636, 1629685]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,26.03,Made,,,,,,,,,,,,8.0,D. Windler,1629685.0,1.0,,,,
180,PT10M56.00S,2021-11-23T00:39:19.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,15.850854139290407,65.44117647058823,1610612751,30,26,2021-11-23T00:39:24Z,1740000,-77.0,96.0,1,left,MISS C. Thomas 12' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,,
181,PT10M54.00S,2021-11-23T00:39:21.6Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,30,26,2021-11-23T00:39:24Z,1750000,,,0,,J. Allen REBOUND (Off:3 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,180.0,6.0,3.0,3.0,,,,,,,,,,,,,
182,PT10M51.00S,2021-11-23T00:39:25.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,78.0059132720105,5.637254901960785,1610612739,30,26,2021-11-23T00:47:23Z,1760000,-222.0,154.0,1,right,MISS D. Garland 27' running 3PT,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
183,PT10M49.00S,2021-11-23T00:39:27.1Z,2,REGULAR,rebound,offensive,[],1629636,,,1610612739,30,26,2021-11-23T00:40:11Z,1770000,,,0,,D. Garland REBOUND (Off:1 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,182.0,2.0,1.0,1.0,,,,,,,,,,,,,
184,PT10M49.00S,2021-11-23T00:39:32.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629636,93.9060446780552,51.71568627450981,1610612739,32,26,2021-11-23T00:40:00Z,1780000,9.0,5.0,1,right,D. Garland putback Layup (10 PTS),[1629636],1610612739.0,CLE,putback,,,Garland,D. Garland,,,,,0.98,Made,,,,,,,,,,,,10.0,,,,,,,
185,PT10M25.00S,2021-11-23T00:39:50.9Z,2,REGULAR,3pt,Jump Shot,[],200746,5.732588699080158,3.431372549019608,1610612751,32,26,2021-11-23T00:40:03Z,1790000,233.0,1.0,1,left,MISS L. Aldridge 3PT,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M25.00S,2021-11-23T00:39:50.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,32,26,2021-11-23T00:40:03Z,1800000,,,0,,J. Allen REBOUND (Off:3 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,185.0,7.0,4.0,3.0,,,,,,,,,,,,,
187,PT10M12.00S,2021-11-23T00:40:06.6Z,2,REGULAR,turnover,out-of-bounds,[],1628386,,,1610612739,32,26,2021-11-23T00:40:20Z,1810000,,,0,,J. Allen lost ball out-of-bounds TURNOVER (2 TO),[1628386],1610612739.0,CLE,lost ball,,,Allen,J. Allen,,,,,,,,,,,,,1628954.0,,,,,,,,,2.0,,,
188,PT09M56.00S,2021-11-23T00:40:26.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],200746,7.835085413929041,13.725490196078432,1610612751,32,28,2021-11-23T00:40:33Z,1820000,181.0,21.0,1,left,L. Aldridge 18' Jump Shot (7 PTS) (J. Harden 2 AST),"[200746, 201935]",1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,18.26,Made,,,,,,,,,,,,7.0,J. Harden,201935.0,2.0,,,,
190,PT09M44.00S,2021-11-23T00:40:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,93.9060446780552,52.450980392156865,1610612739,34,28,2021-11-23T00:40:48Z,1840000,12.0,5.0,1,right,D. Garland driving finger roll Layup (12 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,1.32,Made,,,,,,,,,,,,12.0,,,,,,,
191,PT09M23.00S,2021-11-23T00:40:59.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,6.521024967148489,50.49019607843137,1610612751,34,30,2021-11-23T00:41:04Z,1850000,-2.0,9.0,1,left,D. Bembry Layup (4 PTS),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,0.91,Made,,,,,,,,,,,,4.0,,,,,,,
192,PT09M14.00S,2021-11-23T00:41:11.7Z,2,REGULAR,foul,personal,['2freethrow'],200746,,,1610612739,34,30,2021-11-23T00:41:22Z,1860000,,,0,,L. Aldridge shooting personal FOUL (1 PF) (Allen 2 FT),"[200746, 1628386]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,1628954.0,1.0,0.0,Allen,1628386.0,,,,,,,,
194,PT09M14.00S,2021-11-23T00:41:34.7Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,34,30,2021-11-23T00:41:34Z,1880000,,,0,,MISS J. Allen Free Throw 1 of 2,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Missed,,,,,,,,,,,,,,,,,,,
195,PT09M14.00S,2021-11-23T00:41:34.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,34,30,2021-11-23T00:41:34Z,1890000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,
196,PT09M14.00S,2021-11-23T00:41:35.6Z,2,REGULAR,substitution,out,[],1628374,,,1610612739,34,30,2021-11-23T00:41:46Z,1900000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M14.00S,2021-11-23T00:41:35.6Z,2,REGULAR,substitution,out,[],1630560,,,1610612739,34,30,2021-11-23T00:41:46Z,1910000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M14.00S,2021-11-23T00:41:35.6Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,34,30,2021-11-23T00:41:46Z,1920000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M14.00S,2021-11-23T00:41:35.6Z,2,REGULAR,substitution,in,[],200794,,,1610612739,34,30,2021-11-23T00:41:46Z,1930000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M14.00S,2021-11-23T00:41:54.0Z,2,REGULAR,substitution,out,[],201937,,,1610612739,34,30,2021-11-23T00:42:02Z,1940000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M14.00S,2021-11-23T00:41:54.0Z,2,REGULAR,substitution,in,[],201567,,,1610612739,34,30,2021-11-23T00:42:02Z,1950000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M14.00S,2021-11-23T00:42:14.3Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,35,30,2021-11-23T00:42:14Z,1960000,,,0,,J. Allen Free Throw 2 of 2 (7 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
203,PT09M04.00S,2021-11-23T00:42:28.5Z,2,REGULAR,2pt,Jump Shot,[],200746,15.588042049934298,31.372549019607842,1610612751,35,32,2021-11-23T00:42:38Z,1970000,93.0,94.0,1,left,L. Aldridge 13' step back Jump Shot (9 PTS) (J. Harden 3 AST),"[200746, 201935]",1610612751.0,BKN,step back,,,Aldridge,L. Aldridge,,,,,13.23,Made,,,,,,,,,,,,9.0,J. Harden,201935.0,3.0,,,,
205,PT08M54.00S,2021-11-23T00:42:43.5Z,2,REGULAR,foul,personal,['2freethrow'],1627761,,,1610612739,35,32,2021-11-23T00:42:50Z,1990000,,,0,,D. Bembry shooting personal FOUL (1 PF) (Garland 2 FT),"[1627761, 1629636]",1610612751.0,BKN,shooting,,,Bembry,D. Bembry,,,,,,,,,,,,,203593.0,1.0,0.0,Garland,1629636.0,,,,,,,,
207,PT08M54.00S,2021-11-23T00:43:06.3Z,2,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,36,32,2021-11-23T00:43:06Z,2010000,,,0,,D. Garland Free Throw 1 of 2 (13 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,,,13.0,,,,,,,
208,PT08M54.00S,2021-11-23T00:43:18.6Z,2,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,37,32,2021-11-23T00:43:18Z,2020000,,,0,,D. Garland Free Throw 2 of 2 (14 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,Made,,,,,,,,,,,,14.0,,,,,,,
209,PT08M46.00S,2021-11-23T00:43:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.1268068331143235,47.794117647058826,1610612751,37,34,2021-11-23T00:43:38Z,2030000,11.0,5.0,1,left,J. Harden driving Layup (4 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,1.21,Made,,,,,,,,,,,,4.0,,,,,,,
210,PT08M21.00S,2021-11-23T00:44:00.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,37,34,2021-11-23T00:44:00Z,2040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M20.00S,2021-11-23T00:44:16.4Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612739,37,34,2021-11-23T00:44:32Z,2050000,,,0,,CLE shot clock Team TURNOVER,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,1628954.0,,,,,,,,,,,,
212,PT08M12.00S,2021-11-23T00:44:37.9Z,2,REGULAR,foul,personal,['2freethrow'],1629685,,,1610612751,37,34,2021-11-23T00:44:48Z,2060000,,,0,,D. Windler shooting personal FOUL (1 PF) (Harden 2 FT),"[1629685, 201935]",1610612739.0,CLE,shooting,,,Windler,D. Windler,,,,,,,,,,,,,1628954.0,1.0,0.0,Harden,201935.0,,,,,,,,
214,PT08M12.00S,2021-11-23T00:45:01.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201935,,,1610612751,37,35,2021-11-23T00:45:01Z,2080000,,,0,,J. Harden Free Throw 1 of 2 (5 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,5.0,,,,,,,
215,PT08M12.00S,2021-11-23T00:45:27.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201935,,,1610612751,37,36,2021-11-23T00:45:27Z,2090000,,,0,,J. Harden Free Throw 2 of 2 (6 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,,,,,,,,,,,,6.0,,,,,,,
216,PT08M02.00S,2021-11-23T00:45:39.1Z,2,REGULAR,3pt,Jump Shot,[],1629685,65.91655716162943,52.69607843137255,1610612739,37,36,2021-11-23T00:45:43Z,2100000,13.0,268.0,1,right,MISS D. Windler 26' 3PT,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
217,PT07M59.00S,2021-11-23T00:45:42.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612751,37,36,2021-11-23T00:45:43Z,2110000,,,0,,J. Harden REBOUND (Off:1 Def:4),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,216.0,5.0,4.0,1.0,,,,,,,,,,,,,
218,PT07M48.00S,2021-11-23T00:45:52.3Z,2,REGULAR,2pt,Jump Shot,[],200746,5.469776609724048,22.30392156862745,1610612751,37,36,2021-11-23T00:45:59Z,2120000,138.0,-1.0,1,left,MISS L. Aldridge 13' Jump Shot,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,13.85,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M46.00S,2021-11-23T00:45:54.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,37,36,2021-11-23T00:45:59Z,2130000,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,218.0,5.0,5.0,0.0,,,,,,,,,,,,,
220,PT07M40.00S,2021-11-23T00:46:03.5Z,2,REGULAR,foul,personal,['2freethrow'],200746,,,1610612739,37,36,2021-11-23T00:46:29Z,2140000,,,0,,L. Aldridge shooting personal FOUL (2 PF) (Allen 2 FT),"[200746, 1628386]",1610612751.0,BKN,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,1628954.0,2.0,0.0,Allen,1628386.0,,,,,,,,
222,PT07M40.00S,2021-11-23T00:46:28.0Z,2,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,38,36,2021-11-23T00:46:28Z,2160000,,,0,,J. Allen Free Throw 1 of 2 (8 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,,8.0,,,,,,,
223,PT07M40.00S,2021-11-23T00:46:48.7Z,2,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,39,36,2021-11-23T00:46:48Z,2170000,,,0,,J. Allen Free Throw 2 of 2 (9 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,,,,9.0,,,,,,,
224,PT07M27.00S,2021-11-23T00:47:01.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,15.588042049934298,49.26470588235294,1610612751,39,38,2021-11-23T00:47:06Z,2180000,4.0,94.0,1,left,J. Harden 9' driving floating Jump Shot (8 PTS) (P. Mills 2 AST),"[201935, 201988]",1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,9.41,Made,,,,,,,,,,,,8.0,P. Mills,201988.0,2.0,,,,
226,PT07M15.00S,2021-11-23T00:47:14.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.30026281208936,49.01960784313725,1610612739,41,38,2021-11-23T00:47:22Z,2200000,-5.0,1.0,1,right,J. Allen alley-oop DUNK (11 PTS) (D. Garland 4 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,0.5,Made,,,,,,,,,,,,11.0,D. Garland,1629636.0,4.0,,,,
228,PT06M57.00S,2021-11-23T00:47:31.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200794,9.411957950065702,46.07843137254902,1610612751,41,38,2021-11-23T00:48:45Z,2220000,20.0,36.0,1,left,MISS P. Millsap cutting Layup,[200794],1610612751.0,BKN,cutting,,,Millsap,P. Millsap,,,,,4.1,Missed,,,,,,,,,,,,,,,,,,,
229,PT06M54.00S,2021-11-23T00:47:34.5Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,41,38,2021-11-23T00:48:45Z,2230000,,,0,,K. Love REBOUND (Off:0 Def:6),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,228.0,6.0,6.0,0.0,,,,,,,,,,,,,
230,PT06M47.00S,2021-11-23T00:47:42.7Z,2,REGULAR,3pt,Jump Shot,[],201567,79.188567674113,91.66666666666666,1610612739,44,38,2021-11-23T00:47:48Z,2240000,208.0,143.0,1,right,K. Love 25' 3PT  (6 PTS) (D. Garland 5 AST),"[201567, 1629636]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.27,Made,,,,,,,,,,,,6.0,D. Garland,1629636.0,5.0,,,,
232,PT06M32.00S,2021-11-23T00:47:57.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627761,7.835085413929041,49.50980392156863,1610612751,44,38,2021-11-23T00:53:34Z,2260000,2.0,21.0,1,left,MISS D. Bembry cutting Layup,[1627761],1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,2.12,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M32.00S,2021-11-23T00:47:57.3Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,44,38,2021-11-23T00:48:06Z,2270000,,,0,,K. Love REBOUND (Off:0 Def:7),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,232.0,7.0,7.0,0.0,,,,,,,,,,,,,
234,PT06M24.00S,2021-11-23T00:48:04.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,70.38436268068331,82.84313725490196,1610612739,44,38,2021-11-23T00:54:28Z,2280000,164.0,226.0,1,right,MISS D. Garland 27' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M24.00S,2021-11-23T00:48:04.8Z,2,REGULAR,rebound,defensive,[],200746,,,1610612751,44,38,2021-11-23T00:48:09Z,2290000,,,0,,L. Aldridge REBOUND (Off:0 Def:3),[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,234.0,3.0,3.0,0.0,,,,,,,,,,,,,
236,PT06M18.00S,2021-11-23T00:48:12.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627761,6.389618922470433,50.98039215686274,1610612751,44,40,2021-11-23T00:48:18Z,2300000,-5.0,8.0,1,left,D. Bembry cutting Layup (6 PTS) (J. Harden 4 AST),"[1627761, 201935]",1610612751.0,BKN,cutting,,,Bembry,D. Bembry,,,,,0.9,Made,,,,,,,,,,,,6.0,J. Harden,201935.0,4.0,,,,
238,PT05M58.00S,2021-11-23T00:48:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,94.95729303547962,49.50980392156863,1610612739,46,40,2021-11-23T00:48:39Z,2320000,-2.0,-5.0,1,right,D. Garland driving Layup (16 PTS) (J. Allen 1 AST),"[1629636, 1628386]",1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,0.57,Made,,,,,,,,,,,,16.0,J. Allen,1628386.0,1.0,,,,
240,PT05M48.00S,2021-11-23T00:48:41.0Z,2,REGULAR,3pt,Jump Shot,[],200794,29.25427069645204,22.794117647058822,1610612751,46,40,2021-11-23T00:48:48Z,2340000,136.0,222.0,1,left,MISS P. Millsap 26' 3PT,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
241,PT05M45.00S,2021-11-23T00:48:44.0Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,46,40,2021-11-23T00:48:48Z,2350000,,,0,,D. Garland REBOUND (Off:1 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,240.0,3.0,2.0,1.0,,,,,,,,,,,,,
242,PT05M40.00S,2021-11-23T00:48:49.5Z,2,REGULAR,turnover,bad pass,[],1630171,,,1610612739,46,40,2021-11-23T00:48:56Z,2360000,,,0,,I. Okoro bad pass TURNOVER (1 TO),"[1630171, 200794]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,1.0,Millsap,200794.0,
243,PT05M40.00S,2021-11-23T00:48:49.5Z,2,REGULAR,steal,,[],200794,,,1610612751,46,40,2021-11-23T00:48:53Z,2370000,,,0,,P. Millsap STEAL (1 STL),[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M40.00S,2021-11-23T00:48:58.3Z,2,REGULAR,foul,personal,[],201567,,,1610612751,46,40,2021-11-23T00:50:09Z,2380000,,,0,,K. Love take personal FOUL (1 PF),"[201567, 200794]",1610612739.0,CLE,take,,,Love,K. Love,,,,,,,,,,,,,203593.0,1.0,0.0,Millsap,200794.0,,,,,,,,
246,PT05M40.00S,2021-11-23T00:49:22.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,46,40,2021-11-23T00:49:22Z,2400000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,out,[],1629685,,,1610612751,46,40,2021-11-23T00:51:49Z,2410000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,out,[],1629636,,,1610612751,46,40,2021-11-23T00:51:49Z,2420000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,out,[],201988,,,1610612751,46,40,2021-11-23T00:51:49Z,2430000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,out,[],201935,,,1610612751,46,40,2021-11-23T00:51:49Z,2440000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,out,[],200746,,,1610612751,46,40,2021-11-23T00:51:49Z,2450000,,,0,,SUB out: L. Aldridge,[200746],1610612751.0,BKN,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,out,[],1627761,,,1610612751,46,40,2021-11-23T00:51:49Z,2460000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,in,[],201937,,,1610612751,46,40,2021-11-23T00:51:49Z,2470000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,in,[],1629731,,,1610612751,46,40,2021-11-23T00:51:49Z,2480000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,in,[],201142,,,1610612751,46,40,2021-11-23T00:51:49Z,2490000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,in,[],1628975,,,1610612751,46,40,2021-11-23T00:51:49Z,2500000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,in,[],201949,,,1610612751,46,40,2021-11-23T00:51:49Z,2510000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M40.00S,2021-11-23T00:51:21.0Z,2,REGULAR,substitution,in,[],201933,,,1610612751,46,40,2021-11-23T00:51:49Z,2520000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M27.00S,2021-11-23T00:52:15.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628975,6.915243101182654,3.431372549019608,1610612751,46,43,2021-11-23T00:52:24Z,2530000,233.0,13.0,1,left,J. Carter 3PT  (3 PTS) (J. Johnson 1 AST),"[1628975, 201949]",1610612751.0,BKN,,,,Carter,J. Carter,,,,,23.31,Made,,,,,,,,,,,,3.0,J. Johnson,201949.0,1.0,,,,
261,PT05M08.00S,2021-11-23T00:52:34.2Z,2,REGULAR,3pt,Jump Shot,[],1630171,73.66951379763469,84.06862745098039,1610612739,46,43,2021-11-23T00:52:48Z,2550000,170.0,195.0,1,right,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
262,PT05M06.00S,2021-11-23T00:52:36.2Z,2,REGULAR,rebound,defensive,[],201933,,,1610612751,46,43,2021-11-23T00:52:48Z,2560000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,261.0,2.0,2.0,0.0,,,,,,,,,,,,,
263,PT05M00.00S,2021-11-23T00:52:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201142,7.046649145860711,50.245098039215684,1610612751,46,43,2021-11-23T00:53:02Z,2570000,-1.0,14.0,1,left,MISS K. Durant driving Layup - blocked,"[201142, 1629731]",1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,1.38,Missed,Wade,1629731.0,,,,,,,,,,,,,,,,,
264,PT05M00.00S,2021-11-23T00:52:42.7Z,2,REGULAR,block,,[],1629731,,,1610612751,46,43,2021-11-23T00:52:45Z,2580000,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M59.00S,2021-11-23T00:52:43.7Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,46,43,2021-11-23T00:57:15Z,2590000,,,0,,K. Love REBOUND (Off:0 Def:8),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,263.0,8.0,8.0,0.0,,,,,,,,,,,,,
