actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value
21,PT11M12.00S,2021-12-14T00:13:46.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200782,5.338370565045992,95.58823529411765,1610612748,1,3,2021-12-14T00:16:36Z,210000,-228.0,-2.0,1,left,P. Tucker 3PT  (3 PTS) (D. Robinson 1 AST),"[200782, 1629130]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,22.79,Made,,,,,,,,,3.0,D. Robinson,1629130.0,1.0,,,,,,,
23,PT10M57.00S,2021-12-14T00:14:00.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,93.64323258869908,95.58823529411765,1610612739,1,3,2021-12-14T00:14:06Z,230000,228.0,7.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
24,PT10M52.00S,2021-12-14T00:14:05.9Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,1,3,2021-12-14T00:14:06Z,240000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,23.0,,,,,,,,,,1.0,1.0,0.0,,,,
25,PT10M48.00S,2021-12-14T00:14:09.6Z,1,REGULAR,2pt,Jump Shot,[],200782,3.892904073587385,88.97058823529412,1610612748,1,3,2021-12-14T00:14:18Z,250000,-195.0,-16.0,1,left,MISS P. Tucker 19' Jump Shot,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,19.55,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M43.00S,2021-12-14T00:14:14.9Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,1,3,2021-12-14T00:14:14Z,260000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,25.0,,,,,,,,,,1.0,1.0,0.0,,,,
27,PT10M36.00S,2021-12-14T00:14:21.8Z,1,REGULAR,3pt,Jump Shot,[],1629636,66.04796320630749,19.362745098039216,1610612739,1,3,2021-12-14T00:14:31Z,270000,-153.0,267.0,1,right,MISS D. Garland 30' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,30.75,Missed,,,,,,,,,,,,,,,,,,,
28,PT10M31.00S,2021-12-14T00:14:26.8Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,1,3,2021-12-14T00:14:31Z,280000,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,27.0,,,,,,,,,,1.0,1.0,0.0,,,,
29,PT10M27.00S,2021-12-14T00:14:31.6Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,1,3,2021-12-14T00:14:36Z,290000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1629636]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,1.0,Garland,1629636.0,
30,PT10M27.00S,2021-12-14T00:14:31.6Z,1,REGULAR,steal,,[],1629636,,,1610612739,1,3,2021-12-14T00:14:34Z,300000,,,0,,D. Garland STEAL (1 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT10M21.00S,2021-12-14T00:14:36.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628374,94.95729303547962,49.50980392156863,1610612739,3,3,2021-12-14T00:14:50Z,310000,-2.0,-5.0,1,right,L. Markkanen running alley-oop DUNK (2 PTS) (E. Mobley 1 AST),"[1628374, 1630596]",1610612739.0,CLE,running alley-oop,,,Markkanen,L. Markkanen,,,,,0.57,Made,,,,,,,,,2.0,E. Mobley,1630596.0,1.0,,,,,,,
33,PT09M58.00S,2021-12-14T00:14:59.9Z,1,REGULAR,2pt,Jump Shot,[],203473,17.821944809461236,33.82352941176471,1610612748,3,3,2021-12-14T00:21:37Z,330000,81.0,115.0,1,left,MISS D. Dedmon 14' turnaround fadeaway Shot,[203473],1610612748.0,MIA,turnaround fadeaway,,,Dedmon,D. Dedmon,,,,,14.06,Missed,,,,,,,,,,,,,,,,,,,
34,PT09M54.00S,2021-12-14T00:15:03.9Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,3,3,2021-12-14T00:15:08Z,340000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,33.0,,,,,,,,,,1.0,1.0,0.0,,,,
136,PT09M47.00S,2021-12-14T00:15:09.0Z,1,REGULAR,2pt,Jump Shot,[],1628374,77.87450722733246,47.30392156862745,1610612739,3,3,2021-12-14T00:31:30Z,355000,-13.0,155.0,1,right,MISS L. Markkanen 15' turnaround fadeaway Shot - blocked,"[1628374, 200768]",1610612739.0,CLE,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,15.61,Missed,Lowry,200768.0,,,,,,,,,,,,,,,,,
137,PT09M47.00S,2021-12-14T00:15:09.0Z,1,REGULAR,block,,[],200768,,,1610612739,3,3,2021-12-14T00:31:10Z,362500,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT09M46.00S,2021-12-14T00:15:10.0Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,3,3,2021-12-14T00:31:10Z,366250,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,136.0,,,,,,,,,,2.0,2.0,0.0,,,,
37,PT09M40.00S,2021-12-14T00:15:18.1Z,1,REGULAR,turnover,lost ball,[],200782,,,1610612748,3,3,2021-12-14T00:15:22Z,370000,,,0,,P. Tucker lost ball TURNOVER (1 TO),"[200782, 1630596]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,1.0,Mobley,1630596.0,
38,PT09M40.00S,2021-12-14T00:15:18.1Z,1,REGULAR,steal,,[],1630596,,,1610612739,3,3,2021-12-14T00:17:19Z,380000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M32.00S,2021-12-14T00:15:25.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,84.1819973718791,62.254901960784316,1610612739,3,3,2021-12-14T00:15:31Z,390000,61.0,96.0,1,right,MISS D. Garland 11' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,11.41,Missed,,,,,,,,,,,,,,,,,,,
40,PT09M30.00S,2021-12-14T00:15:27.9Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,3,3,2021-12-14T00:15:27Z,400000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,39.0,,,,,,,,,,3.0,3.0,0.0,,,,
41,PT09M18.00S,2021-12-14T00:15:40.0Z,1,REGULAR,3pt,Jump Shot,[],200782,28.86005256241787,72.30392156862744,1610612748,3,3,2021-12-14T00:15:44Z,410000,-112.0,219.0,1,left,MISS P. Tucker 24' 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
42,PT09M14.00S,2021-12-14T00:15:44.0Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,3,3,2021-12-14T00:15:44Z,420000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,41.0,,,,,,,,,,1.0,1.0,0.0,,,,
43,PT09M01.00S,2021-12-14T00:16:00.6Z,1,REGULAR,foul,personal,['2freethrow'],203473,,,1610612739,3,3,2021-12-14T00:16:11Z,430000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Allen 2 FT),"[203473, 1628386]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,202056.0,1.0,0.0,Allen,1628386.0,,,,,,,,,,,
45,PT09M01.00S,2021-12-14T00:16:21.6Z,1,REGULAR,freethrow,1 of 2,[],1628386,,,1610612739,4,3,2021-12-14T00:16:21Z,450000,,,0,,J. Allen Free Throw 1 of 2 (1 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
46,PT09M01.00S,2021-12-14T00:16:34.9Z,1,REGULAR,freethrow,2 of 2,[],1628386,,,1610612739,5,3,2021-12-14T00:16:35Z,460000,,,0,,J. Allen Free Throw 2 of 2 (2 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
47,PT08M44.00S,2021-12-14T00:16:53.6Z,1,REGULAR,3pt,Jump Shot,[],1629130,20.581471747700395,93.87254901960785,1610612748,5,3,2021-12-14T00:16:58Z,470000,-219.0,141.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
48,PT08M41.00S,2021-12-14T00:16:56.2Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,5,3,2021-12-14T00:16:56Z,480000,,,0,,P. Tucker REBOUND (Off:1 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,47.0,,,,,,,,,,4.0,3.0,1.0,,,,
49,PT08M39.00S,2021-12-14T00:16:58.7Z,1,REGULAR,turnover,bad pass,[],200782,,,1610612748,5,3,2021-12-14T00:17:03Z,490000,,,0,,P. Tucker bad pass TURNOVER (2 TO),"[200782, 1629636]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,2.0,Garland,1629636.0,
50,PT08M39.00S,2021-12-14T00:16:58.7Z,1,REGULAR,steal,,[],1629636,,,1610612739,5,3,2021-12-14T00:17:01Z,500000,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M31.00S,2021-12-14T00:17:05.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630171,94.56307490144546,96.81372549019608,1610612739,8,3,2021-12-14T00:28:58Z,510000,234.0,-1.0,1,right,I. Okoro 3PT  (3 PTS) (L. Markkanen 1 AST),"[1630171, 1628374]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.41,Made,,,,,,,,,3.0,L. Markkanen,1628374.0,1.0,,,,,,,
53,PT08M22.00S,2021-12-14T00:17:15.5Z,1,REGULAR,2pt,Jump Shot,[],200768,18.873193166885677,18.627450980392158,1610612748,8,5,2021-12-14T00:18:15Z,530000,157.0,125.0,1,left,K. Lowry 20' turnaround Jump Shot (2 PTS),[200768],1610612748.0,MIA,turnaround,,,Lowry,K. Lowry,,,,,20.05,Made,,,,,,,,,2.0,,,,,,,,,,
54,PT08M08.00S,2021-12-14T00:17:28.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,92.9862023653088,2.696078431372549,1610612739,11,5,2021-12-14T00:17:35Z,540000,-237.0,13.0,1,right,L. Markkanen 3PT  (5 PTS) (J. Allen 1 AST),"[1628374, 1628386]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,23.69,Made,,,,,,,,,5.0,J. Allen,1628386.0,1.0,,,,,,,
56,PT07M57.00S,2021-12-14T00:17:41.2Z,1,REGULAR,3pt,Jump Shot,[],200782,8.229303547963205,99.01960784313727,1610612748,11,5,2021-12-14T00:17:45Z,560000,-245.0,25.0,1,left,MISS P. Tucker 24' 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M53.00S,2021-12-14T00:17:44.4Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,11,5,2021-12-14T00:17:44Z,570000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,56.0,,,,,,,,,,1.0,0.0,1.0,,,,
58,PT07M50.00S,2021-12-14T00:17:46.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],200768,32.933639947437584,74.01960784313727,1610612748,11,8,2021-12-14T00:17:50Z,580000,-120.0,257.0,1,left,K. Lowry 28' 3PT  (5 PTS) (G. Vincent 1 AST),"[200768, 1629216]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,28.38,Made,,,,,,,,,5.0,G. Vincent,1629216.0,1.0,,,,,,,
60,PT07M34.00S,2021-12-14T00:18:06.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,11,8,2021-12-14T00:18:06Z,600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M31.00S,2021-12-14T00:18:24.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,92.72339027595268,3.6764705882352944,1610612739,14,8,2021-12-14T00:18:31Z,610000,-232.0,16.0,1,right,D. Garland 3PT  (4 PTS) (L. Markkanen 2 AST),"[1629636, 1628374]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,23.21,Made,,,,,,,,,4.0,L. Markkanen,1628374.0,2.0,,,,,,,
63,PT07M12.00S,2021-12-14T00:18:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629130,19.398817345597898,7.107843137254902,1610612748,14,8,2021-12-14T00:18:47Z,630000,214.0,130.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
64,PT07M09.00S,2021-12-14T00:18:45.7Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,14,8,2021-12-14T00:18:47Z,640000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,63.0,,,,,,,,,,2.0,2.0,0.0,,,,
65,PT07M01.00S,2021-12-14T00:18:58.3Z,1,REGULAR,turnover,traveling,[],1628386,,,1610612739,14,8,2021-12-14T00:19:04Z,650000,,,0,,J. Allen traveling TURNOVER (1 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,201245.0,,,,,,,,,,,,1.0,,,
66,PT06M50.00S,2021-12-14T00:19:22.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",200782,17.69053876478318,44.36274509803921,1610612748,14,8,2021-12-14T00:31:10Z,660000,28.0,114.0,1,left,MISS P. Tucker 11' floating Shot,[200782],1610612748.0,MIA,floating,,,Tucker,P. Tucker,,,,,11.72,Missed,,,,,,,,,,,,,,,,,,,
67,PT06M46.00S,2021-12-14T00:19:26.0Z,1,REGULAR,rebound,offensive,[],200782,,,1610612748,14,8,2021-12-14T00:19:30Z,670000,,,0,,P. Tucker REBOUND (Off:2 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,66.0,,,,,,,,,,5.0,3.0,2.0,,,,
68,PT06M41.00S,2021-12-14T00:19:29.4Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",200782,17.296320630749015,33.33333333333333,1610612748,14,10,2021-12-14T00:31:57Z,680000,83.0,110.0,1,left,P. Tucker 13' pullup bank Jump Shot (5 PTS),[200782],1610612748.0,MIA,pullup bank,,,Tucker,P. Tucker,,,,,13.81,Made,,,,,,,,,5.0,,,,,,,,,,
69,PT06M22.00S,2021-12-14T00:19:49.6Z,1,REGULAR,3pt,Jump Shot,[],1630171,91.01511169513797,2.941176470588235,1610612739,14,10,2021-12-14T00:19:55Z,690000,-235.0,32.0,1,right,MISS I. Okoro step back 3PT,[1630171],1610612739.0,CLE,step back,,,Okoro,I. Okoro,,,,,23.75,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M17.00S,2021-12-14T00:19:54.6Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,14,10,2021-12-14T00:19:55Z,700000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,69.0,,,,,,,,,,1.0,1.0,0.0,,,,
71,PT06M09.00S,2021-12-14T00:20:02.4Z,1,REGULAR,3pt,Jump Shot,[],200768,37.27003942181341,50.245098039215684,1610612748,14,10,2021-12-14T00:33:10Z,710000,-1.0,298.0,1,left,MISS K. Lowry 29' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,29.78,Missed,,,,,,,,,,,,,,,,,,,
72,PT06M09.00S,2021-12-14T00:20:02.4Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,14,10,2021-12-14T00:20:11Z,720000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,71.0,,,,,,,,,,1.0,1.0,0.0,,,,
74,PT05M56.00S,2021-12-14T00:20:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,94.03745072273325,55.392156862745104,1610612739,14,10,2021-12-14T00:20:20Z,740000,27.0,4.0,1,right,MISS D. Garland driving floating bank Shot,[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
75,PT05M52.00S,2021-12-14T00:20:18.4Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,14,10,2021-12-14T00:20:18Z,750000,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,74.0,,,,,,,,,,1.0,1.0,0.0,,,,
76,PT05M44.00S,2021-12-14T00:20:27.5Z,1,REGULAR,3pt,Jump Shot,[],200782,3.630091984231275,96.07843137254902,1610612748,14,13,2021-12-14T00:20:31Z,760000,-230.0,-18.0,1,left,P. Tucker 3PT  (8 PTS) (D. Dedmon 1 AST),"[200782, 203473]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,23.11,Made,,,,,,,,,8.0,D. Dedmon,203473.0,1.0,,,,,,,
78,PT05M43.00S,2021-12-14T00:20:35.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,14,13,2021-12-14T00:20:35Z,780000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,14,13,2021-12-14T00:23:32Z,790000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,14,13,2021-12-14T00:23:32Z,800000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,out,[],200782,,,1610612739,14,13,2021-12-14T00:23:32Z,810000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,out,[],1629216,,,1610612739,14,13,2021-12-14T00:23:32Z,820000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,in,[],201567,,,1610612739,14,13,2021-12-14T00:23:32Z,830000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,in,[],201937,,,1610612739,14,13,2021-12-14T00:23:32Z,840000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,in,[],1629639,,,1610612739,14,13,2021-12-14T00:23:32Z,850000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M43.00S,2021-12-14T00:21:18.0Z,1,REGULAR,substitution,in,[],1629644,,,1610612739,14,13,2021-12-14T00:23:32Z,860000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M25.00S,2021-12-14T00:23:49.6Z,1,REGULAR,foul,personal,[],203473,,,1610612739,14,13,2021-12-14T00:24:00Z,870000,,,0,,D. Dedmon personal FOUL (2 PF),"[203473, 1628386]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,201639.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,
89,PT05M25.00S,2021-12-14T00:24:00.8Z,1,REGULAR,substitution,out,[],203473,,,1610612739,14,13,2021-12-14T00:24:06Z,890000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M25.00S,2021-12-14T00:24:00.8Z,1,REGULAR,substitution,in,[],1630209,,,1610612739,14,13,2021-12-14T00:24:06Z,900000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M13.00S,2021-12-14T00:24:26.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,94.43166885676742,48.77450980392157,1610612739,16,13,2021-12-14T00:24:32Z,910000,-6.0,0.0,1,right,I. Okoro driving DUNK (5 PTS) (R. Rubio 1 AST),"[1630171, 201937]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,0.61,Made,,,,,,,,,5.0,R. Rubio,201937.0,1.0,,,,,,,
