actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
18,PT10M28.00S,2022-01-17T20:11:58.9Z,1,REGULAR,foul,personal,[],201988,,,1610612739,4,2,2022-01-17T20:12:10Z,180000,,,0,,P. Mills personal FOUL (1 PF),"[201988, 1630171]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,201245.0,1.0,0.0,Okoro,1630171.0,,,
20,PT10M17.00S,2022-01-17T20:12:28.1Z,1,REGULAR,3pt,Jump Shot,[],1628374,94.30026281208936,95.09803921568627,1610612739,4,2,2022-01-17T20:12:33Z,200000,225.0,1.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,22.55,Missed,,,,,,,,,,,,,,,,
21,PT10M15.00S,2022-01-17T20:12:30.6Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,4,2,2022-01-17T20:12:30Z,210000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT10M11.00S,2022-01-17T20:12:33.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630556,18.347568988173457,4.901960784313726,1610612751,4,5,2022-01-17T20:13:04Z,220000,225.0,120.0,1,left,K. Edwards 25' 3PT running (5 PTS) (J. Harden 2 AST),"[1630556, 201935]",1610612751.0,BKN,running,,,Edwards,K. Edwards,,,,,,,,25.54,Made,5.0,,,,,J. Harden,201935.0,2.0,,,,,,,,
24,PT09M50.00S,2022-01-17T20:12:55.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,87.20433639947439,47.05882352941176,1610612739,4,5,2022-01-17T20:13:00Z,240000,-15.0,68.0,1,right,MISS E. Mobley 6' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,6.94,Missed,,,,,,,,,,,,,,,,
25,PT09M48.00S,2022-01-17T20:12:58.3Z,1,REGULAR,rebound,offensive,[],1629636,,,1610612739,4,5,2022-01-17T20:12:58Z,250000,,,0,,D. Garland REBOUND (Off:1 Def:0),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,24.0,1.0,0.0,1.0,,,,,,,,,,,
26,PT09M46.00S,2022-01-17T20:12:59.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,76.42904073587385,11.519607843137255,1610612739,4,5,2022-01-17T20:13:04Z,260000,-192.0,169.0,1,right,MISS D. Garland 25' 3PT,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,25.61,Missed,,,,,,,,,,,,,,,,
27,PT09M44.00S,2022-01-17T20:13:01.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,4,5,2022-01-17T20:13:04Z,270000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M38.00S,2022-01-17T20:13:08.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,6.1268068331143235,47.549019607843135,1610612751,4,5,2022-01-17T20:13:15Z,280000,12.0,5.0,1,left,MISS D. Sharpe cutting DUNK - blocked,"[1630549, 1628386]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,,,,1.33,Missed,,,,,,,,,,,,,,Allen,1628386.0,
29,PT09M38.00S,2022-01-17T20:13:08.5Z,1,REGULAR,block,,[],1628386,,,1610612751,4,5,2022-01-17T20:13:12Z,290000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2022-01-17T20:13:13.5Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,4,5,2022-01-17T20:13:15Z,300000,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,28.0,2.0,1.0,1.0,,,,,,,,,,,
31,PT09M32.00S,2022-01-17T20:13:14.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,8.09789750328515,50.49019607843137,1610612751,4,5,2022-01-17T20:13:19Z,310000,-2.0,24.0,1,left,MISS D. Sharpe putback Layup,[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,,,,2.37,Missed,,,,,,,,,,,,,,,,
32,PT09M29.00S,2022-01-17T20:13:17.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,4,5,2022-01-17T20:13:17Z,320000,,,0,,J. Allen REBOUND (Off:0 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,,
33,PT09M25.00S,2022-01-17T20:13:20.6Z,1,REGULAR,3pt,Jump Shot,[],1629636,66.44218134034165,50.245098039215684,1610612739,7,5,2022-01-17T20:13:26Z,330000,1.0,263.0,1,right,D. Garland 26' 3PT step back (5 PTS) (J. Allen 1 AST),"[1629636, 1628386]",1610612739.0,CLE,step back,,,Garland,D. Garland,,,,,,,,26.29,Made,5.0,,,,,J. Allen,1628386.0,1.0,,,,,,,,
36,PT09M10.00S,2022-01-17T20:13:47.1Z,1,REGULAR,violation,kicked ball,[],1628386,,,1610612751,7,5,2022-01-17T20:15:38Z,360000,,,0,,J. Allen kicked ball VIOLATION,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,201245.0,,,,,,,
37,PT08M59.00S,2022-01-17T20:14:04.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,10.33180026281209,62.00980392156863,1610612751,7,7,2022-01-17T20:14:08Z,370000,-60.0,45.0,1,left,K. Irving 7' fadeaway Jump Shot (2 PTS),[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,,,,7.48,Made,2.0,,,,,,,,,,,,,,,
38,PT08M36.00S,2022-01-17T20:14:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,89.43823915900131,50.98039215686274,1610612739,7,7,2022-01-17T20:14:32Z,380000,5.0,47.0,1,right,MISS E. Mobley driving floating Shot,[1630596],1610612739.0,CLE,driving floating,,,Mobley,E. Mobley,,,,,,,,4.71,Missed,,,,,,,,,,,,,,,,
39,PT08M33.00S,2022-01-17T20:14:29.8Z,1,REGULAR,rebound,defensive,[],1630556,,,1610612751,7,7,2022-01-17T20:14:29Z,390000,,,0,,K. Edwards REBOUND (Off:0 Def:1),[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT08M23.00S,2022-01-17T20:14:40.7Z,1,REGULAR,3pt,Jump Shot,[],202681,5.206964520367937,3.6764705882352944,1610612751,7,7,2022-01-17T20:19:11Z,400000,232.0,-4.0,1,left,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,23.16,Missed,,,,,,,,,,,,,,,,
41,PT08M20.00S,2022-01-17T20:14:43.7Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,7,7,2022-01-17T20:19:11Z,410000,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,40.0,3.0,1.0,2.0,,,,,,,,,,,
42,PT08M13.00S,2022-01-17T20:14:51.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202681,19.267411300919843,26.715686274509803,1610612751,7,7,2022-01-17T20:14:55Z,420000,116.0,129.0,1,left,MISS K. Irving 17' step back Shot,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,,,,17.35,Missed,,,,,,,,,,,,,,,,
43,PT08M10.00S,2022-01-17T20:14:54.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,7,7,2022-01-17T20:14:55Z,430000,,,0,,J. Allen REBOUND (Off:0 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,42.0,3.0,3.0,0.0,,,,,,,,,,,
44,PT08M04.00S,2022-01-17T20:15:00.3Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,7,7,2022-01-17T20:15:04Z,440000,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 201935]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,1.0,Harden,201935.0,,,,,,,,,,,,,,,,,,
45,PT08M04.00S,2022-01-17T20:15:00.3Z,1,REGULAR,steal,,[],201935,,,1610612751,7,7,2022-01-17T20:15:02Z,450000,,,0,,J. Harden STEAL (1 STL),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M57.00S,2022-01-17T20:15:06.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201988,21.632720105124836,7.8431372549019605,1610612751,7,10,2022-01-17T20:15:10Z,460000,211.0,151.0,1,left,P. Mills 25' 3PT  (3 PTS) (J. Harden 3 AST),"[201988, 201935]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,25.92,Made,3.0,,,,,J. Harden,201935.0,3.0,,,,,,,,
48,PT07M28.00S,2022-01-17T20:15:35.3Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,7,10,2022-01-17T20:15:39Z,480000,,,0,,D. Garland bad pass TURNOVER (2 TO),"[1629636, 1630549]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,2.0,Sharpe,1630549.0,,,,,,,,,,,,,,,,,,
49,PT07M28.00S,2022-01-17T20:15:35.3Z,1,REGULAR,steal,,[],1630549,,,1610612751,7,10,2022-01-17T20:15:38Z,490000,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M23.00S,2022-01-17T20:15:41.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201988,19.267411300919843,93.62745098039215,1610612751,7,13,2022-01-17T20:18:15Z,500000,-218.0,129.0,1,left,P. Mills 25' 3PT running (6 PTS) (K. Irving 1 AST),"[201988, 202681]",1610612751.0,BKN,running,,,Mills,P. Mills,,,,,,,,25.32,Made,6.0,,,,,K. Irving,202681.0,1.0,,,,,,,,
52,PT07M22.00S,2022-01-17T20:15:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,7,13,2022-01-17T20:15:56Z,520000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M09.00S,2022-01-17T20:18:59.4Z,1,REGULAR,foul,personal,[],1630549,,,1610612739,7,13,2022-01-17T20:19:11Z,530000,,,0,,D. Sharpe personal FOUL (1 PF),"[1630549, 1628386]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Allen,1628386.0,,,
55,PT07M02.00S,2022-01-17T20:19:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,81.8166885676741,45.588235294117645,1610612739,9,13,2022-01-17T20:19:25Z,550000,-22.0,118.0,1,right,D. Garland 12' pullup Jump Shot (7 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,,12.04,Made,7.0,,,,,,,,,,,,,,,
56,PT06M41.00S,2022-01-17T20:19:44.0Z,1,REGULAR,2pt,Jump Shot,[],201988,12.171484888304862,21.813725490196077,1610612751,9,13,2022-01-17T20:19:48Z,560000,141.0,62.0,1,left,MISS P. Mills 15' pullup Shot,[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,,,,15.39,Missed,,,,,,,,,,,,,,,,
57,PT06M37.00S,2022-01-17T20:19:48.0Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612739,9,13,2022-01-17T20:19:48Z,570000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,56.0,1.0,1.0,0.0,,,,,,,,,,,
58,PT06M27.00S,2022-01-17T20:19:56.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,93.64323258869908,49.01960784313725,1610612739,11,13,2022-01-17T20:20:02Z,580000,-5.0,7.0,1,right,J. Allen driving DUNK (2 PTS) (D. Garland 2 AST),"[1628386, 1629636]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,,,,0.88,Made,2.0,,,,,D. Garland,1629636.0,2.0,,,,,,,,
60,PT06M07.00S,2022-01-17T20:20:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630556,29.25427069645204,18.38235294117647,1610612751,11,16,2022-01-17T20:20:24Z,600000,158.0,222.0,1,left,K. Edwards 27' 3PT  (8 PTS) (K. Irving 2 AST),"[1630556, 202681]",1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,27.3,Made,8.0,,,,,K. Irving,202681.0,2.0,,,,,,,,
62,PT05M52.00S,2022-01-17T20:20:32.6Z,1,REGULAR,3pt,Jump Shot,[],1628374,65.1281208935611,47.30392156862745,1610612739,14,16,2022-01-17T20:20:36Z,620000,-13.0,275.0,1,right,L. Markkanen 27' 3PT  (3 PTS) (E. Mobley 1 AST),"[1628374, 1630596]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,27.56,Made,3.0,,,,,E. Mobley,1630596.0,1.0,,,,,,,,
64,PT05M37.00S,2022-01-17T20:20:47.9Z,1,REGULAR,3pt,Jump Shot,[],201935,24.26084099868594,13.725490196078432,1610612751,14,19,2022-01-17T20:20:53Z,640000,181.0,176.0,1,left,J. Harden 25' 3PT step back (3 PTS),[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,25.25,Made,3.0,,,,,,,,,,,,,,,
65,PT05M17.00S,2022-01-17T20:21:07.4Z,1,REGULAR,2pt,Jump Shot,[],1628374,81.94809461235218,9.313725490196079,1610612739,14,19,2022-01-17T20:21:12Z,650000,-203.0,117.0,1,right,MISS L. Markkanen 23' Jump Shot,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,23.47,Missed,,,,,,,,,,,,,,,,
66,PT05M14.00S,2022-01-17T20:21:10.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612751,14,19,2022-01-17T20:21:10Z,660000,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,,
67,PT05M08.00S,2022-01-17T20:21:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,7.703679369250986,47.05882352941176,1610612751,14,19,2022-01-17T20:21:21Z,670000,15.0,20.0,1,left,MISS J. Harden driving floating bank Shot,[201935],1610612751.0,BKN,driving floating bank,,,Harden,J. Harden,,,,,,,,2.47,Missed,,,,,,,,,,,,,,,,
68,PT05M03.00S,2022-01-17T20:21:21.0Z,1,REGULAR,rebound,offensive,[],201935,,,1610612751,14,19,2022-01-17T20:21:21Z,680000,,,0,,J. Harden REBOUND (Off:1 Def:1),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,67.0,2.0,1.0,1.0,,,,,,,,,,,
69,PT05M03.00S,2022-01-17T20:21:21.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201935,5.590000152587891,50.0,1610612751,14,19,2022-01-17T20:23:05Z,690000,0.0,0.0,1,left,MISS J. Harden putback Layup,[201935],1610612751.0,BKN,putback,,,Harden,J. Harden,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
70,PT05M03.00S,2022-01-17T20:21:21.0Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,14,19,2022-01-17T20:21:23Z,700000,,,0,,J. Allen REBOUND (Off:0 Def:4),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,69.0,4.0,4.0,0.0,,,,,,,,,,,
71,PT04M56.00S,2022-01-17T20:21:28.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,90.88370565045992,63.23529411764706,1610612739,14,19,2022-01-17T20:21:32Z,710000,66.0,33.0,1,right,MISS D. Garland 7' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,,7.41,Missed,,,,,,,,,,,,,,,,
72,PT04M54.00S,2022-01-17T20:21:30.4Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,14,19,2022-01-17T20:21:32Z,720000,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,71.0,3.0,2.0,1.0,,,,,,,,,,,
73,PT04M52.00S,2022-01-17T20:21:32.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,31.225361366622867,12.254901960784313,1610612751,14,22,2022-01-17T20:21:41Z,730000,189.0,241.0,1,left,K. Irving 30' 3PT pullup (5 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,,,,30.61,Made,5.0,,,,,,,,,,,,,,,
75,PT04M29.00S,2022-01-17T20:21:55.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,94.1688567674113,50.0,1610612739,16,22,2022-01-17T20:21:59Z,750000,0.0,2.0,1,right,E. Mobley driving Layup (2 PTS) (D. Garland 3 AST),"[1630596, 1629636]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,,,,0.23,Made,2.0,,,,,D. Garland,1629636.0,3.0,,,,,,,,
77,PT04M10.00S,2022-01-17T20:22:15.1Z,1,REGULAR,2pt,Jump Shot,[],201935,14.668199737187912,26.47058823529412,1610612751,16,22,2022-01-17T20:22:18Z,770000,118.0,85.0,1,left,MISS J. Harden 14' step back Shot,[201935],1610612751.0,BKN,step back,,,Harden,J. Harden,,,,,,,,14.53,Missed,,,,,,,,,,,,,,,,
78,PT04M08.00S,2022-01-17T20:22:17.1Z,1,REGULAR,rebound,defensive,[],1630171,,,1610612739,16,22,2022-01-17T20:22:18Z,780000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT04M06.00S,2022-01-17T20:22:21.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630171,86.94152431011827,50.98039215686274,1610612739,16,22,2022-01-17T20:22:32Z,790000,5.0,70.0,1,right,MISS I. Okoro 7' running Layup - blocked,"[1630171, 201988]",1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,,,,7.04,Missed,,,,,,,,,,,,,,Mills,201988.0,
80,PT04M06.00S,2022-01-17T20:22:21.6Z,1,REGULAR,block,,[],201988,,,1610612739,16,22,2022-01-17T20:22:24Z,800000,,,0,,P. Mills BLOCK (1 BLK),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M06.00S,2022-01-17T20:22:21.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,16,22,2022-01-17T20:22:32Z,810000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,
82,PT04M06.00S,2022-01-17T20:22:27.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,16,22,2022-01-17T20:22:27Z,820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M06.00S,2022-01-17T20:22:31.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,16,22,2022-01-17T20:22:31Z,830000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,out,[],1628374,,,1610612739,16,22,2022-01-17T20:25:16Z,840000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,out,[],1630596,,,1610612739,16,22,2022-01-17T20:25:16Z,850000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,out,[],202681,,,1610612739,16,22,2022-01-17T20:25:16Z,860000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,out,[],201988,,,1610612739,16,22,2022-01-17T20:25:16Z,870000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,out,[],1630549,,,1610612739,16,22,2022-01-17T20:25:16Z,880000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,in,[],201567,,,1610612739,16,22,2022-01-17T20:25:16Z,890000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,in,[],1626224,,,1610612739,16,22,2022-01-17T20:25:16Z,900000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M06.00S,2022-01-17T20:24:50.5Z,1,REGULAR,substitution,in,[],1628971,,,1610612739,16,22,2022-01-17T20:25:16Z,910000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
