actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
27,PT09M56.00S,2026-03-13T23:45:33.9Z,1,REGULAR,rebound,defensive,[],1642948,,,1610612742,8,4,2026-03-13T23:45:41Z,270000,False,,,0,,R. Nembhard REBOUND (Off:0 Def:1),[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,
28,PT09M51.00S,2026-03-13T23:45:39.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,26.757555847568987,85.7843137254902,1610612742,8,4,2026-03-13T23:46:38Z,280000,False,-179.0,199.0,1,left,MISS M. Christie 26' running 3PT,[1631108],1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,26.76,Missed,,,,,,,,,,,,,,,,,,
29,PT09M51.00S,2026-03-13T23:45:39.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,8,4,2026-03-13T23:45:43Z,290000,False,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,28.0,2.0,1.0,1.0,,,
30,PT09M41.00S,2026-03-13T23:45:49.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,93.64323258869908,53.67647058823529,1610612739,8,6,2026-03-13T23:47:35Z,300000,False,18.0,7.0,1,right,D. Mitchell driving finger roll Layup (2 PTS),[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.98,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M16.00S,2026-03-13T23:46:13.6Z,1,REGULAR,2pt,Jump Shot,[],1631108,26.49474375821288,43.13725490196079,1610612742,10,6,2026-03-13T23:46:18Z,310000,False,34.0,197.0,1,left,M. Christie 19' step back Jump Shot (2 PTS),[1631108],1610612742.0,DAL,step back,,,Christie,M. Christie,,,,,Mid-Range,16-24 Center,19.96,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M06.00S,2026-03-13T23:46:25.1Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612739,10,6,2026-03-13T23:46:30Z,320000,False,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612739.0,CLE,bad pass,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,1628172.0,,,,,,,,,,,1.0,,
33,PT08M48.00S,2026-03-13T23:46:55.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642843,18.2161629434954,86.02941176470588,1610612742,10,6,2026-03-13T23:46:59Z,330000,False,-180.0,119.0,1,left,MISS C. Flagg 21' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Left,21.57,Missed,,,,,,,,,,,,,,,,,,
34,PT08M44.00S,2026-03-13T23:46:59.1Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,10,6,2026-03-13T23:46:59Z,340000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,33.0,1.0,1.0,0.0,,,
35,PT08M41.00S,2026-03-13T23:47:05.7Z,1,REGULAR,turnover,out-of-bounds,[],1631165,,,1610612739,10,6,2026-03-13T23:47:13Z,350000,False,,,0,,K. Ellis bad pass out-of-bounds TURNOVER (1 TO),[1631165],1610612739.0,CLE,bad pass,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,,,,,1626301.0,,,,,,,,,,,1.0,,
36,PT08M32.00S,2026-03-13T23:47:19.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642948,23.209592641261498,94.6078431372549,1610612742,10,6,2026-03-13T23:47:24Z,360000,False,-223.0,166.0,1,left,MISS R. Nembhard 27' 3PT,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,Above the Break 3,24+ Left Center,27.78,Missed,,,,,,,,,,,,,,,,,,
37,PT08M30.00S,2026-03-13T23:47:21.9Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,10,6,2026-03-13T23:47:24Z,370000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,
38,PT08M16.00S,2026-03-13T23:47:36.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,91.40932982917214,50.98039215686274,1610612739,10,8,2026-03-13T23:48:56Z,380000,False,5.0,28.0,1,right,E. Mobley driving Hook (6 PTS) (K. Ellis 1 AST),"[1630596, 1631165]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.87,Made,6.0,K. Ellis,1631165.0,1.0,,,,,,,,,,,,,,
40,PT08M03.00S,2026-03-13T23:47:48.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642843,9.85545335085414,35.80729166666667,1610612742,12,8,2026-03-13T23:48:09Z,400000,False,71.0,40.0,1,left,C. Flagg 8' driving bank Hook (2 PTS),[1642843],1610612742.0,DAL,driving bank,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Right,8.15,Made,2.0,,,,,,,,,,,,,,,,,
41,PT07M48.00S,2026-03-13T23:48:03.9Z,1,REGULAR,3pt,Jump Shot,[],1630596,67.7562417871222,48.529411764705884,1610612739,12,11,2026-03-13T23:48:12Z,410000,False,-7.0,251.0,1,right,E. Mobley 25' 3PT  (9 PTS) (D. Mitchell 1 AST),"[1630596, 1628378]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,25.07,Made,9.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,,,,
43,PT07M30.00S,2026-03-13T23:48:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,8.409986859395532,38.526348039215684,1610612742,12,11,2026-03-13T23:50:34Z,430000,False,57.0,27.0,1,left,MISS C. Flagg 6' driving floating Shot,[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,6.33,Missed,,,,,,,,,,,,,,,,,,
44,PT07M26.00S,2026-03-13T23:48:26.1Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612742,12,11,2026-03-13T23:48:29Z,440000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,43.0,1.0,0.0,1.0,,,
45,PT07M26.00S,2026-03-13T23:48:26.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,5.590000152587891,50.0,1610612742,12,11,2026-03-13T23:48:33Z,450000,False,0.0,0.0,1,left,MISS M. Bagley III tip Layup,[1628963],1610612742.0,DAL,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
46,PT07M25.00S,2026-03-13T23:48:27.1Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,12,11,2026-03-13T23:48:33Z,460000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,
47,PT07M22.00S,2026-03-13T23:48:29.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631165,89.04402102496715,51.9607843137255,1610612739,12,11,2026-03-13T23:51:57Z,470000,False,10.0,50.0,1,right,MISS K. Ellis running pullup Shot,[1631165],1610612739.0,CLE,running pullup,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,,
48,PT07M22.00S,2026-03-13T23:48:29.6Z,1,REGULAR,rebound,offensive,[],1631165,,,1610612739,12,11,2026-03-13T23:48:41Z,480000,False,,,0,,K. Ellis REBOUND (Off:1 Def:0),[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,47.0,1.0,0.0,1.0,,,
49,PT07M20.00S,2026-03-13T23:48:34.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631165,94.40999984741211,50.0,1610612739,12,13,2026-03-13T23:48:48Z,490000,False,0.0,0.0,1,right,K. Ellis tip Layup (2 PTS),[1631165],1610612739.0,CLE,tip,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
50,PT07M20.00S,2026-03-13T23:48:39.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,12,13,2026-03-13T23:48:39Z,500000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M20.00S,2026-03-13T23:49:08.6Z,1,REGULAR,substitution,out,[],1628963,,,1610612742,12,13,2026-03-13T23:51:51Z,510000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612742.0,DAL,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M20.00S,2026-03-13T23:49:08.6Z,1,REGULAR,substitution,in,[],203939,,,1610612742,12,13,2026-03-13T23:51:51Z,530000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M20.00S,2026-03-13T23:49:08.6Z,1,REGULAR,substitution,in,[],1642281,,,1610612742,12,13,2026-03-13T23:51:51Z,540000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT07M20.00S,2026-03-13T23:49:08.6Z,1,REGULAR,substitution,out,[],1628378,,,1610612742,12,13,2026-03-13T23:57:38Z,545000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M03.00S,2026-03-13T23:52:23.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,10.33180026281209,2.941176470588235,1610612742,12,13,2026-03-13T23:52:30Z,550000,False,235.0,45.0,1,left,MISS M. Christie 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,23.95,Missed,,,,,,,,,,,,,,,,,,
56,PT07M00.00S,2026-03-13T23:52:26.7Z,1,REGULAR,rebound,defensive,[],1631165,,,1610612739,12,13,2026-03-13T23:52:30Z,560000,False,,,0,,K. Ellis REBOUND (Off:1 Def:1),[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,55.0,2.0,1.0,1.0,,,
57,PT06M45.00S,2026-03-13T23:52:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,91.19579500657031,51.91865808823529,1610612739,12,13,2026-03-13T23:52:51Z,570000,False,10.0,30.0,1,right,MISS E. Mobley driving Layup,[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2026-03-13T23:52:46.0Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,12,13,2026-03-13T23:52:51Z,580000,False,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,57.0,3.0,1.0,2.0,,,
59,PT06M42.00S,2026-03-13T23:52:45.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630596,94.40999984741211,50.0,1610612739,12,15,2026-03-13T23:52:45Z,590000,False,0.0,0.0,1,right,E. Mobley tip DUNK (11 PTS),[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
62,PT06M19.00S,2026-03-13T23:53:08.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,16.113666228646515,51.470588235294116,1610612742,12,15,2026-03-13T23:54:16Z,600000,False,-7.0,99.0,1,left,MISS C. Flagg 9' fadeaway Shot,[1642843],1610612742.0,DAL,fadeaway,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,9.93,Missed,,,,,,,,,,,,,,,,,,
63,PT06M15.00S,2026-03-13T23:53:12.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612739,12,15,2026-03-13T23:53:17Z,610000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,62.0,3.0,3.0,0.0,,,
64,PT06M06.00S,2026-03-13T23:53:21.0Z,1,REGULAR,3pt,Jump Shot,[],1630596,75.77201051248358,14.460784313725492,1610612739,12,18,2026-03-13T23:53:25Z,620000,False,-178.0,175.0,1,right,E. Mobley 24' 3PT  (14 PTS) (J. Harden 2 AST),"[1630596, 201935]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,24.95,Made,14.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
66,PT05M52.00S,2026-03-13T23:53:36.6Z,1,REGULAR,foul,personal,[],1630596,,,1610612742,12,18,2026-03-13T23:53:40Z,640000,False,,,0,,E. Mobley personal FOUL (1 PF),"[1630596, 203939]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,,,,,,,1626301.0,1.0,0.0,Powell,203939.0,,,,,,,,,
68,PT05M52.00S,2026-03-13T23:53:41.5Z,1,REGULAR,substitution,out,[],1631108,,,1610612742,12,18,2026-03-13T23:53:53Z,660000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M52.00S,2026-03-13T23:53:41.5Z,1,REGULAR,substitution,out,[],1642948,,,1610612742,12,18,2026-03-13T23:53:53Z,670000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M52.00S,2026-03-13T23:53:41.5Z,1,REGULAR,substitution,out,[],1629731,,,1610612742,12,18,2026-03-13T23:53:53Z,680000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M52.00S,2026-03-13T23:53:41.5Z,1,REGULAR,substitution,in,[],1630314,,,1610612742,12,18,2026-03-13T23:53:53Z,690000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M52.00S,2026-03-13T23:53:41.5Z,1,REGULAR,substitution,in,[],203114,,,1610612742,12,18,2026-03-13T23:53:53Z,700000,False,,,0,,SUB in: K. Middleton,[203114],1610612742.0,DAL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M52.00S,2026-03-13T23:53:41.5Z,1,REGULAR,substitution,in,[],203471,,,1610612742,12,18,2026-03-13T23:53:53Z,710000,False,,,0,,SUB in: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2026-03-13T23:54:10.0Z,1,REGULAR,2pt,Jump Shot,[],203114,15.325229960578188,32.1078431372549,1610612742,14,18,2026-03-13T23:54:17Z,720000,False,89.0,92.0,1,left,K. Middleton 12' fadeaway Jump Shot (2 PTS) (C. Flagg 1 AST),"[203114, 1642843]",1610612742.0,DAL,fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,12.81,Made,2.0,C. Flagg,1642843.0,1.0,,,,,,,,,,,,,,
76,PT05M27.00S,2026-03-13T23:54:25.6Z,1,REGULAR,turnover,lost ball,[],1630596,,,1610612739,14,18,2026-03-13T23:54:31Z,740000,False,,,0,,E. Mobley lost ball TURNOVER (1 TO),"[1630596, 1630230]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Marshall,1630230.0
77,PT05M27.00S,2026-03-13T23:54:25.6Z,1,REGULAR,steal,,[],1630230,,,1610612742,14,18,2026-03-14T00:01:10Z,750000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
78,PT05M20.00S,2026-03-13T23:54:32.5Z,1,REGULAR,turnover,bad pass,[],1630230,,,1610612742,14,18,2026-03-13T23:54:36Z,760000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 201935]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Harden,201935.0
79,PT05M20.00S,2026-03-13T23:54:32.5Z,1,REGULAR,steal,,[],201935,,,1610612739,14,18,2026-03-13T23:54:33Z,770000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
80,PT05M12.00S,2026-03-13T23:54:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630596,93.11760840998686,49.01960784313725,1610612739,14,20,2026-03-13T23:57:48Z,780000,False,-5.0,12.0,1,right,E. Mobley driving Layup (16 PTS),[1630596],1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,1.31,Made,16.0,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2026-03-13T23:54:44.8Z,1,REGULAR,foul,personal,['1freethrow'],203939,,,1610612739,14,20,2026-03-13T23:55:10Z,790000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Mobley 1 FT),"[203939, 1630596]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,1628172.0,1.0,0.0,Mobley,1630596.0,,,,,,,,,
83,PT05M12.00S,2026-03-13T23:54:55.3Z,1,REGULAR,substitution,out,[],1642843,,,1610612739,14,20,2026-03-13T23:55:19Z,810000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M12.00S,2026-03-13T23:54:55.3Z,1,REGULAR,substitution,in,[],202691,,,1610612739,14,20,2026-03-13T23:55:19Z,830000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M12.00S,2026-03-13T23:54:55.3Z,1,REGULAR,substitution,in,[],1641854,,,1610612739,14,20,2026-03-13T23:55:19Z,840000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
