actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
417,PT06M19.00S,2025-11-06T03:02:10.9Z,3,REGULAR,3pt,Jump Shot,[],1626156,70.64717477003943,74.01960784313727,1610612742,64,64,2025-11-06T03:07:28Z,4130000,False,120.0,223.0,1,right,MISS D. Russell 25' step back 3PT,[1626156],1610612742.0,DAL,step back,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
418,PT06M16.00S,2025-11-06T03:02:13.9Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612740,64,64,2025-11-06T03:02:15Z,4140000,False,,,0,,S. Bey REBOUND (Off:0 Def:7),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,417.0,7.0,7.0,0.0,,,,,,,,,,,,,,
419,PT06M07.00S,2025-11-06T03:02:22.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631255,9.937582128777924,47.794117647058826,1610612740,64,64,2025-11-06T03:02:27Z,4150000,False,11.0,41.0,1,left,MISS K. Matković turnaround Hook,[1631255],1610612740.0,NOP,turnaround,,,Matković,K. Matković,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
420,PT06M05.00S,2025-11-06T03:02:24.8Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612742,64,64,2025-11-06T03:02:27Z,4160000,False,,,0,,N. Marshall REBOUND (Off:0 Def:3),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,419.0,3.0,3.0,0.0,,,,,,,,,,,,,,
421,PT06M02.00S,2025-11-06T03:02:28.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631108,92.85479632063075,50.49019607843137,1610612742,66,64,2025-11-06T03:02:33Z,4170000,False,2.0,15.0,1,right,M. Christie running finger roll Layup (12 PTS) (P. Washington 1 AST),"[1631108, 1629023]",1610612742.0,DAL,running finger roll,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,,12.0,P. Washington,1629023.0,1.0,,,,,,,
423,PT05M40.00S,2025-11-06T03:02:50.7Z,3,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,66,64,2025-11-06T03:02:55Z,4190000,False,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (2 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Center,,,,,,,,,1155.0,,,,,2.0,,,,,,
424,PT05M40.00S,2025-11-06T03:02:54.6Z,3,REGULAR,substitution,out,[],1631108,,,1610612742,66,64,2025-11-06T03:03:09Z,4200000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M40.00S,2025-11-06T03:02:54.6Z,3,REGULAR,substitution,in,[],202691,,,1610612742,66,64,2025-11-06T03:03:09Z,4210000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M26.00S,2025-11-06T03:03:33.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628997,86.15308804204993,88.23529411764706,1610612742,66,64,2025-11-06T03:03:37Z,4230000,False,191.0,78.0,1,right,MISS C. Martin 20' Jump Shot,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right,20.64,Missed,,,,,,,,,,,,,,,,,,
428,PT05M22.00S,2025-11-06T03:03:37.0Z,3,REGULAR,rebound,defensive,[],1631255,,,1610612740,66,64,2025-11-06T03:03:37Z,4240000,False,,,0,,K. Matković REBOUND (Off:0 Def:2),[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Mid-Range,16-24 Right,,,427.0,2.0,2.0,0.0,,,,,,,,,,,,,,
429,PT05M08.00S,2025-11-06T03:03:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.915243101182654,46.81372549019608,1610612740,66,66,2025-11-06T03:03:56Z,4250000,False,16.0,13.0,1,left,H. Jones driving Layup (8 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,8.0,,,,,,,,,,
430,PT04M51.00S,2025-11-06T03:04:07.3Z,3,REGULAR,2pt,Jump Shot,[],1626156,77.34888304862024,32.35294117647059,1610612742,66,66,2025-11-06T03:09:52Z,4260000,False,-88.0,160.0,1,right,MISS D. Russell 18' step back Shot,[1626156],1610612742.0,DAL,step back,,,Russell,D. Russell,,,,,Mid-Range,16-24 Left Center,18.31,Missed,,,,,,,,,,,,,,,,,,
431,PT04M49.00S,2025-11-06T03:04:09.3Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,66,66,2025-11-06T03:04:11Z,4270000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:5),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Mid-Range,16-24 Left Center,,,430.0,6.0,5.0,1.0,,,,,,,,,,,,,,
432,PT04M41.00S,2025-11-06T03:04:17.8Z,3,REGULAR,3pt,Jump Shot,[],1630530,32.013797634691194,17.892156862745097,1610612740,66,66,2025-11-06T03:04:23Z,4280000,False,161.0,248.0,1,left,MISS T. Murphy III 29' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,29.57,Missed,,,,,,,,,,,,,,,,,,
433,PT04M40.00S,2025-11-06T03:04:20.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612742,66,66,2025-11-06T03:04:20Z,4290000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,432.0,,,,,,,,,,,,,,,,,
435,PT04M40.00S,2025-11-06T03:04:22.8Z,3,REGULAR,substitution,out,[],1626156,,,1610612742,66,66,2025-11-06T03:04:38Z,4310000,False,,,0,,SUB out: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M40.00S,2025-11-06T03:04:22.8Z,3,REGULAR,substitution,out,[],1630530,,,1610612742,66,66,2025-11-06T03:04:38Z,4320000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M40.00S,2025-11-06T03:04:22.8Z,3,REGULAR,substitution,in,[],1630314,,,1610612742,66,66,2025-11-06T03:04:38Z,4330000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M40.00S,2025-11-06T03:04:22.8Z,3,REGULAR,substitution,in,[],1642877,,,1610612742,66,66,2025-11-06T03:04:38Z,4340000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M26.00S,2025-11-06T03:05:11.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,87.1222076215506,34.59329044117647,1610612742,68,66,2025-11-06T03:05:21Z,4360000,False,-77.0,69.0,1,right,N. Marshall 10' step back Jump Shot (4 PTS) (K. Thompson 2 AST),"[1630230, 202691]",1610612742.0,DAL,step back,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Left,10.31,Made,,,,,,,,4.0,K. Thompson,202691.0,2.0,,,,,,,
442,PT04M06.00S,2025-11-06T03:05:31.3Z,3,REGULAR,3pt,Jump Shot,[],1630631,19.398817345597898,92.40196078431373,1610612740,68,69,2025-11-06T03:05:39Z,4380000,False,-212.0,130.0,1,left,J. Alvarado 24' 3PT pullup bank (6 PTS),[1630631],1610612740.0,NOP,pullup bank,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,,6.0,,,,,,,,,,
444,PT03M57.00S,2025-11-06T03:05:43.9Z,3,REGULAR,substitution,out,[],1629023,,,1610612742,68,69,2025-11-06T03:05:49Z,4400000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M57.00S,2025-11-06T03:05:43.9Z,3,REGULAR,substitution,in,[],1642843,,,1610612742,68,69,2025-11-06T03:05:49Z,4410000,False,,,0,,SUB in: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M52.00S,2025-11-06T03:06:13.1Z,3,REGULAR,3pt,Jump Shot,[],1642843,66.96780551905388,55.63725490196079,1610612742,68,69,2025-11-06T03:06:20Z,4420000,False,28.0,258.0,1,right,MISS C. Flagg 25' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
447,PT03M49.00S,2025-11-06T03:06:16.2Z,3,REGULAR,rebound,offensive,[],1628997,,,1610612742,68,69,2025-11-06T03:06:16Z,4430000,False,,,0,,C. Martin REBOUND (Off:1 Def:0),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,446.0,1.0,0.0,1.0,,,,,,,,,,,,,,
448,PT03M47.00S,2025-11-06T03:06:17.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,67.23061760840999,36.76470588235294,1610612742,68,69,2025-11-06T03:06:23Z,4440000,False,-66.0,256.0,1,right,MISS N. Marshall 26' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,26.39,Missed,,,,,,,,,,,,,,,,,,
449,PT03M44.00S,2025-11-06T03:06:20.7Z,3,REGULAR,rebound,defensive,[],1630529,,,1610612740,68,69,2025-11-06T03:06:23Z,4450000,False,,,0,,H. Jones REBOUND (Off:1 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Center,,,448.0,4.0,3.0,1.0,,,,,,,,,,,,,,
450,PT03M38.00S,2025-11-06T03:06:26.8Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630631,12.959921156373195,53.18627450980392,1610612740,68,71,2025-11-06T03:12:07Z,4460000,False,-16.0,69.0,1,left,J. Alvarado 7' driving floating Jump Shot (8 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,7.11,Made,,,,,,,,8.0,,,,,,,,,,
451,PT03M37.00S,2025-11-06T03:06:32.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,68,71,2025-11-06T03:06:32Z,4470000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M37.00S,2025-11-06T03:08:39.1Z,3,REGULAR,substitution,out,[],1630230,,,1610612742,68,71,2025-11-06T03:08:57Z,4480000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M37.00S,2025-11-06T03:08:39.1Z,3,REGULAR,substitution,out,[],1628997,,,1610612742,68,71,2025-11-06T03:08:57Z,4490000,False,,,0,,SUB out: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M37.00S,2025-11-06T03:08:39.1Z,3,REGULAR,substitution,out,[],1630529,,,1610612742,68,71,2025-11-06T03:08:57Z,4500000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M37.00S,2025-11-06T03:08:39.1Z,3,REGULAR,substitution,in,[],203939,,,1610612742,68,71,2025-11-06T03:08:57Z,4510000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M37.00S,2025-11-06T03:08:39.1Z,3,REGULAR,substitution,in,[],1630702,,,1610612742,68,71,2025-11-06T03:08:57Z,4520000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M37.00S,2025-11-06T03:08:39.1Z,3,REGULAR,substitution,in,[],1641722,,,1610612742,68,71,2025-11-06T03:08:57Z,4530000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M23.00S,2025-11-06T03:09:43.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,86.94152431011827,59.80392156862745,1610612742,70,71,2025-11-06T03:09:48Z,4540000,False,49.0,70.0,1,right,B. Williams 8' step back Jump Shot (10 PTS),[1630314],1610612742.0,DAL,step back,,,Williams,B. Williams,,,,,In The Paint (Non-RA),8-16 Right,8.56,Made,,,,,,,,10.0,,,,,,,,,,
459,PT02M54.00S,2025-11-06T03:10:13.1Z,3,REGULAR,2pt,Jump Shot,[],1641722,27.414586070959263,49.26470588235294,1610612740,70,71,2025-11-06T03:10:18Z,4550000,False,4.0,205.0,1,left,MISS J. Hawkins 20' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Center,20.52,Missed,,,,,,,,,,,,,,,,,,
460,PT02M50.00S,2025-11-06T03:10:16.0Z,3,REGULAR,rebound,defensive,[],1642843,,,1610612742,70,71,2025-11-06T03:10:16Z,4560000,False,,,0,,C. Flagg REBOUND (Off:0 Def:5),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,459.0,5.0,5.0,0.0,,,,,,,,,,,,,,
461,PT02M44.00S,2025-11-06T03:10:22.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642843,92.9862023653088,49.50980392156863,1610612742,72,71,2025-11-06T03:10:27Z,4570000,False,-2.0,13.0,1,right,C. Flagg running Layup (10 PTS),[1642843],1610612742.0,DAL,running,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,,10.0,,,,,,,,,,
462,PT02M18.00S,2025-11-06T03:10:48.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,12.828515111695138,51.470588235294116,1610612740,72,71,2025-11-06T03:10:59Z,4580000,False,-7.0,68.0,1,left,MISS J. Alvarado 6' driving Layup - blocked,"[1630631, 1642843]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,Flagg,1642843.0,,,,,,,,,,,,
465,PT02M18.00S,2025-11-06T03:10:48.5Z,3,REGULAR,block,,[],1642843,,,1610612740,72,71,2025-11-06T03:10:59Z,4585000,False,,,0,,C. Flagg BLOCK (2 BLK),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
463,PT02M16.00S,2025-11-06T03:10:50.5Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612740,72,71,2025-11-06T03:10:59Z,4590000,False,,,0,,S. Bey REBOUND (Off:1 Def:7),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,462.0,8.0,7.0,1.0,,,,,,,,,,,,,,
464,PT02M14.00S,2025-11-06T03:10:53.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630180,5.590000152587891,50.0,1610612740,72,73,2025-11-06T03:14:17Z,4600000,False,0.0,0.0,1,left,S. Bey tip Layup (20 PTS),[1630180],1610612740.0,NOP,tip,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,20.0,,,,,,,,,,
466,PT02M04.00S,2025-11-06T03:11:02.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,82.9993429697766,58.333333333333336,1610612742,72,73,2025-11-06T03:11:09Z,4610000,False,42.0,107.0,1,right,MISS J. Hardy 11' driving floating Shot,[1630702],1610612742.0,DAL,driving floating,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,11.51,Missed,,,,,,,,,,,,,,,,,,
467,PT02M00.00S,2025-11-06T03:11:06.4Z,3,REGULAR,rebound,defensive,[],1642877,,,1610612740,72,73,2025-11-06T03:11:09Z,4620000,False,,,0,,M. Peavy REBOUND (Off:0 Def:3),[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,In The Paint (Non-RA),8-16 Center,,,466.0,3.0,3.0,0.0,,,,,,,,,,,,,,
468,PT01M47.00S,2025-11-06T03:11:19.8Z,3,REGULAR,turnover,bad pass,[],1630180,,,1610612740,72,73,2025-11-06T03:11:23Z,4630000,False,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1642843]",1610612740.0,NOP,,,,Bey,S. Bey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Flagg,1642843.0,,,,
469,PT01M47.00S,2025-11-06T03:11:19.8Z,3,REGULAR,steal,,[],1642843,,,1610612742,72,73,2025-11-06T03:11:21Z,4640000,False,,,0,,C. Flagg STEAL (3 STL),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
470,PT01M39.00S,2025-11-06T03:11:27.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630702,92.59198423127464,96.07843137254902,1610612742,72,73,2025-11-06T03:15:46Z,4650000,False,230.0,17.0,1,right,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,23.1,Missed,,,,,,,,,,,,,,,,,,
471,PT01M35.00S,2025-11-06T03:11:31.8Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,72,73,2025-11-06T03:11:39Z,4660000,False,,,0,,J. Alvarado REBOUND (Off:1 Def:6),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Right Corner 3,24+ Right,,,470.0,7.0,6.0,1.0,,,,,,,,,,,,,,
472,PT01M29.00S,2025-11-06T03:11:37.5Z,3,REGULAR,3pt,Jump Shot,[],1630180,33.065045992115635,48.77450980392157,1610612740,72,73,2025-11-06T03:11:43Z,4670000,False,6.0,258.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
473,PT01M29.00S,2025-11-06T03:11:37.5Z,3,REGULAR,rebound,defensive,[],1642843,,,1610612742,72,73,2025-11-06T03:11:43Z,4680000,False,,,0,,C. Flagg REBOUND (Off:0 Def:6),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Center,,,472.0,6.0,6.0,0.0,,,,,,,,,,,,,,
474,PT01M18.00S,2025-11-06T03:11:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,92.59198423127464,55.88235294117647,1610612742,72,73,2025-11-06T03:11:53Z,4690000,False,29.0,17.0,1,right,MISS C. Flagg driving Layup,[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
475,PT01M16.00S,2025-11-06T03:11:51.1Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,72,73,2025-11-06T03:11:51Z,4700000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,474.0,1.0,0.0,1.0,,,,,,,,,,,,,,
476,PT01M09.00S,2025-11-06T03:11:59.6Z,3,REGULAR,foul,personal,[],1642877,,,1610612742,72,73,2025-11-06T03:12:09Z,4710000,False,,,0,,M. Peavy personal FOUL (2 PF),"[1642877, 203939]",1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Mid-Range,16-24 Center,,,,,,,,,1155.0,,,,,,,,2.0,0.0,Powell,203939.0
478,PT01M09.00S,2025-11-06T03:12:05.5Z,3,REGULAR,substitution,out,[],1631255,,,1610612742,72,73,2025-11-06T03:12:19Z,4730000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M09.00S,2025-11-06T03:12:05.5Z,3,REGULAR,substitution,out,[],1630180,,,1610612742,72,73,2025-11-06T03:12:19Z,4740000,False,,,0,,SUB out: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT01M09.00S,2025-11-06T03:12:05.5Z,3,REGULAR,substitution,in,[],1630530,,,1610612742,72,73,2025-11-06T03:12:19Z,4750000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT01M09.00S,2025-11-06T03:12:05.5Z,3,REGULAR,substitution,in,[],1642852,,,1610612742,72,73,2025-11-06T03:12:19Z,4760000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M03.00S,2025-11-06T03:12:35.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642843,89.48751642575559,58.6014093137255,1610612742,72,73,2025-11-06T03:12:40Z,4770000,False,43.0,46.0,1,right,MISS C. Flagg 6' driving floating Shot,[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
483,PT00M59.60S,2025-11-06T03:12:38.4Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,72,73,2025-11-06T03:12:40Z,4780000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,In The Paint (Non-RA),0-8 Center,,,482.0,5.0,5.0,0.0,,,,,,,,,,,,,,
484,PT00M55.10S,2025-11-06T03:12:43.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642852,7.046649145860711,49.01960784313725,1610612740,72,75,2025-11-06T03:12:47Z,4790000,False,5.0,14.0,1,left,D. Queen driving DUNK (8 PTS) (T. Murphy III 3 AST),"[1642852, 1630530]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,,8.0,T. Murphy III,1630530.0,3.0,,,,,,,
486,PT00M46.70S,2025-11-06T03:12:58.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642843,93.38042049934296,49.26470588235294,1610612742,74,75,2025-11-06T03:13:02Z,4810000,False,-4.0,10.0,1,right,C. Flagg driving DUNK (12 PTS),[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,12.0,,,,,,,,,,
487,PT00M34.50S,2025-11-06T03:13:13.4Z,3,REGULAR,3pt,Jump Shot,[],1630631,31.750985545335087,66.66666666666666,1610612740,74,78,2025-11-06T03:13:19Z,4820000,False,-83.0,246.0,1,left,J. Alvarado 25' 3PT pullup (11 PTS),[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.97,Made,,,,,,,,11.0,,,,,,,,,,
488,PT00M14.80S,2025-11-06T03:13:35.7Z,3,REGULAR,3pt,Jump Shot,[],202691,88.51839684625493,95.34313725490196,1610612742,77,78,2025-11-06T03:13:40Z,4830000,False,227.0,55.0,1,right,K. Thompson 3PT  (11 PTS) (B. Williams 3 AST),"[202691, 1630314]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.34,Made,,,,,,,,11.0,B. Williams,1630314.0,3.0,,,,,,,
490,PT00M07.60S,2025-11-06T03:13:46.1Z,3,REGULAR,foul,personal,[],1630314,,,1610612740,77,78,2025-11-06T03:13:54Z,4850000,False,,,0,,B. Williams take personal FOUL (1 PF),"[1630314, 1630631]",1610612742.0,DAL,take,,,Williams,B. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,1627529.0,,,,,,,,1.0,0.0,Alvarado,1630631.0
492,PT00M07.60S,2025-11-06T03:13:54.5Z,3,REGULAR,substitution,out,[],1630702,,,1610612740,77,78,2025-11-06T03:14:27Z,4870000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M07.60S,2025-11-06T03:13:54.5Z,3,REGULAR,substitution,out,[],203939,,,1610612740,77,78,2025-11-06T03:14:27Z,4880000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M07.60S,2025-11-06T03:13:54.5Z,3,REGULAR,substitution,out,[],1642877,,,1610612740,77,78,2025-11-06T03:14:27Z,4890000,False,,,0,,SUB out: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT00M07.60S,2025-11-06T03:13:54.5Z,3,REGULAR,substitution,in,[],1630230,,,1610612740,77,78,2025-11-06T03:14:27Z,4900000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M07.60S,2025-11-06T03:13:54.5Z,3,REGULAR,substitution,in,[],1629655,,,1610612740,77,78,2025-11-06T03:14:27Z,4910000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M07.60S,2025-11-06T03:13:54.5Z,3,REGULAR,substitution,in,[],1630180,,,1610612740,77,78,2025-11-06T03:14:27Z,4920000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M01.50S,2025-11-06T03:14:19.4Z,3,REGULAR,3pt,Jump Shot,[],1630631,27.020367936925098,17.647058823529413,1610612740,77,78,2025-11-06T03:18:30Z,4935000,False,162.0,201.0,1,left,MISS J. Alvarado 25' step back 3PT,[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Right Center,25.84,Missed,,,,,,,,,,,,,,,,,,
