actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
20,PT10M35.00S,2025-11-11T01:42:45.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631260,79.84559789750328,90.93137254901961,1610612749,2,2,2025-11-11T01:53:20Z,200000,False,205.0,137.0,1,right,MISS A. Green 24' running 3PT,[1631260],1610612749.0,MIL,running,,,,,,Above the Break 3,24+ Right Center,24.63,Missed,,Green,A. Green,,,,,,,,,,,,,,,,,
21,PT10M32.00S,2025-11-11T01:42:48.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,2,2,2025-11-11T01:42:51Z,210000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Washington,P. Washington,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
22,PT10M23.00S,2025-11-11T01:42:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,8.229303547963205,43.872549019607845,1610612742,2,2,2025-11-11T01:54:08Z,220000,False,31.0,25.0,1,left,MISS D. Gafford cutting Layup - blocked,"[1629655, 203507]",1610612742.0,DAL,cutting,,,,,,Restricted Area,0-8 Center,3.95,Missed,,Gafford,D. Gafford,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
23,PT10M23.00S,2025-11-11T01:42:57.2Z,1,REGULAR,block,,[],203507,,,1610612742,2,2,2025-11-11T01:42:59Z,230000,False,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
24,PT10M22.00S,2025-11-11T01:42:58.2Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,2,2,2025-11-11T01:43:04Z,240000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,,,,22.0,1.0,0.0,1.0,,
25,PT10M22.00S,2025-11-11T01:43:01.2Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612742,2,2,2025-11-11T01:43:14Z,250000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Gafford 2 FT),"[1626167, 1629655]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,203054.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
27,PT10M22.00S,2025-11-11T01:43:26.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612742,2,2,2025-11-11T01:43:26Z,270000,False,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612742.0,DAL,,,,,,,,,,Missed,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
28,PT10M22.00S,2025-11-11T01:43:26.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,2,2,2025-11-11T01:43:26Z,280000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,
29,PT10M22.00S,2025-11-11T01:43:49.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612742,3,2,2025-11-11T01:43:49Z,290000,False,,,0,,D. Gafford Free Throw 2 of 2 (1 PTS),[1629655],1610612742.0,DAL,,,,,,,,,,Made,1.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
30,PT10M06.00S,2025-11-11T01:44:07.0Z,1,REGULAR,3pt,Jump Shot,[],1631260,76.5604467805519,86.02941176470588,1610612749,3,2,2025-11-11T01:44:11Z,300000,False,180.0,168.0,1,right,MISS A. Green 24' 3PT,[1631260],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,24.62,Missed,,Green,A. Green,,,,,,,,,,,,,,,,,
31,PT10M03.00S,2025-11-11T01:44:10.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,3,2,2025-11-11T01:44:11Z,310000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Gafford,D. Gafford,,,,,,,,,,,,30.0,2.0,1.0,1.0,,
32,PT09M52.00S,2025-11-11T01:44:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,5.206964520367937,47.30392156862745,1610612742,3,2,2025-11-11T01:44:27Z,320000,False,13.0,-4.0,1,left,MISS P. Washington driving reverse Layup,[1629023],1610612742.0,DAL,driving reverse,,,,,,Restricted Area,0-8 Center,1.4,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
33,PT09M50.00S,2025-11-11T01:44:22.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,3,2,2025-11-11T01:44:22Z,330000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,,,,,,,,,32.0,3.0,1.0,2.0,,
34,PT09M50.00S,2025-11-11T01:44:23.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629655,6.521024967148489,49.50980392156863,1610612742,3,2,2025-11-11T01:44:31Z,340000,False,2.0,9.0,1,left,MISS D. Gafford putback DUNK - blocked,"[1629655, 203507]",1610612742.0,DAL,putback,,,,,,Restricted Area,0-8 Center,0.91,Missed,,Gafford,D. Gafford,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
35,PT09M50.00S,2025-11-11T01:44:23.0Z,1,REGULAR,block,,[],203507,,,1610612742,3,2,2025-11-11T01:44:24Z,350000,False,,,0,,G. Antetokounmpo BLOCK (2 BLK),[203507],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,
36,PT09M48.00S,2025-11-11T01:44:25.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,3,2,2025-11-11T01:44:31Z,360000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612749.0,MIL,,,,,,,Restricted Area,0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,,34.0,1.0,1.0,0.0,,
37,PT09M43.00S,2025-11-11T01:44:30.5Z,1,REGULAR,turnover,lost ball,[],1631157,,,1610612749,3,2,2025-11-11T01:44:35Z,370000,False,,,0,,R. Rollins lost ball TURNOVER (1 TO),"[1631157, 1629023]",1610612749.0,MIL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Rollins,R. Rollins,,,,,,,,,1.0,Washington,1629023.0,,,,,,
38,PT09M43.00S,2025-11-11T01:44:30.5Z,1,REGULAR,steal,,[],1629023,,,1610612742,3,2,2025-11-11T01:44:32Z,380000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,
39,PT09M39.00S,2025-11-11T01:44:35.4Z,1,REGULAR,foul,personal,['2freethrow'],203507,,,1610612742,3,2,2025-11-11T01:44:51Z,390000,False,,,0,,G. Antetokounmpo shooting personal FOUL (1 PF) (Gafford 2 FT),"[203507, 1629655]",1610612749.0,MIL,shooting,,,,,,Restricted Area,0-8 Center,,,,Antetokounmpo,G. Antetokounmpo,,,,1146.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,
41,PT09M39.00S,2025-11-11T01:45:05.4Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629655,,,1610612742,4,2,2025-11-11T01:45:05Z,410000,False,,,0,,D. Gafford Free Throw 1 of 2 (2 PTS),[1629655],1610612742.0,DAL,,,,,,,,,,Made,2.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
42,PT09M39.00S,2025-11-11T01:45:26.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629655,,,1610612742,5,2,2025-11-11T01:45:26Z,420000,False,,,0,,D. Gafford Free Throw 2 of 2 (3 PTS),[1629655],1610612742.0,DAL,,,,,,,,,,Made,3.0,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
43,PT09M20.00S,2025-11-11T01:45:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629018,67.23061760840999,39.21568627450981,1610612749,5,5,2025-11-11T01:58:11Z,430000,False,-54.0,256.0,1,right,G. Trent Jr. 26' 3PT  (3 PTS) (G. Antetokounmpo 1 AST),"[1629018, 203507]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,26.11,Made,3.0,Trent Jr.,G. Trent Jr.,G. Antetokounmpo,203507.0,1.0,,,,,,,,,,,,,,
45,PT09M03.00S,2025-11-11T01:46:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630314,32.933639947437584,47.549019607843135,1610612742,5,5,2025-11-11T01:46:12Z,450000,False,12.0,257.0,1,left,MISS B. Williams 25' pullup 3PT,[1630314],1610612742.0,DAL,pullup,,,,,,Above the Break 3,24+ Center,25.74,Missed,,Williams,B. Williams,,,,,,,,,,,,,,,,,
46,PT09M00.00S,2025-11-11T01:46:10.7Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,5,5,2025-11-11T01:46:12Z,460000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Rollins,R. Rollins,,,,,,,,,,,,45.0,1.0,1.0,0.0,,
47,PT08M51.00S,2025-11-11T01:46:19.4Z,1,REGULAR,3pt,Jump Shot,[],1626167,69.07030223390277,67.64705882352942,1610612749,5,5,2025-11-11T01:46:24Z,470000,False,88.0,238.0,1,right,MISS M. Turner 25' 3PT,[1626167],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
48,PT08M49.00S,2025-11-11T01:46:21.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,5,5,2025-11-11T01:46:24Z,480000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,47.0,,,,,
50,PT08M37.00S,2025-11-11T01:46:43.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,7.30946123521682,2.450980392156863,1610612742,5,5,2025-11-11T01:46:47Z,500000,False,238.0,16.0,1,left,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,23.83,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
51,PT08M34.00S,2025-11-11T01:46:46.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,5,5,2025-11-11T01:46:47Z,510000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,,,,Turner,M. Turner,,,,,,,,,,,,50.0,2.0,2.0,0.0,,
52,PT08M16.00S,2025-11-11T01:47:04.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,80.76544021024968,92.15686274509804,1610612749,5,8,2025-11-11T01:47:09Z,520000,False,211.0,128.0,1,right,M. Turner 24' 3PT  (5 PTS) (G. Antetokounmpo 2 AST),"[1626167, 203507]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Right Center,24.68,Made,5.0,Turner,M. Turner,G. Antetokounmpo,203507.0,2.0,,,,,,,,,,,,,,
54,PT08M04.00S,2025-11-11T01:47:15.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,4.812746386333772,94.36274509803921,1610612742,5,8,2025-11-11T01:47:20Z,540000,False,-222.0,-7.0,1,left,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,22.19,Missed,,Washington,P. Washington,,,,,,,,,,,,,,,,,
55,PT08M02.00S,2025-11-11T01:47:17.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,5,8,2025-11-11T01:47:20Z,550000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612749.0,MIL,,,,,,,Left Corner 3,24+ Left,,,,Turner,M. Turner,,,,,,,,,,,,54.0,3.0,3.0,0.0,,
200,PT07M48.00S,2025-11-11T01:47:34.5Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612749,5,8,2025-11-11T02:12:02Z,585000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 1642843]",1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,,,,Turner,M. Turner,,,,,,,,,1.0,Flagg,1642843.0,,,,,,
201,PT07M48.00S,2025-11-11T01:47:34.5Z,1,REGULAR,steal,,[],1642843,,,1610612742,5,8,2025-11-11T02:12:02Z,587500,False,,,0,,C. Flagg STEAL (1 STL),[1642843],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,
59,PT07M44.00S,2025-11-11T01:47:36.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642843,30.962549277266753,65.19607843137256,1610612742,5,8,2025-11-11T02:12:02Z,590000,False,-76.0,239.0,1,left,MISS C. Flagg 25' running pullup 3PT,[1642843],1610612742.0,DAL,running pullup,,,,,,Above the Break 3,24+ Center,25.03,Missed,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,
60,PT07M41.00S,2025-11-11T01:47:39.8Z,1,REGULAR,rebound,defensive,[],1631260,,,1610612749,5,8,2025-11-11T01:48:02Z,600000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,,,,Green,A. Green,,,,,,,,,,,,59.0,1.0,1.0,0.0,,
61,PT07M28.00S,2025-11-11T01:47:57.7Z,1,REGULAR,foul,personal,[],1629655,,,1610612749,5,8,2025-11-11T01:48:00Z,610000,False,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 203507]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Gafford,D. Gafford,,,,1146.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
63,PT07M28.00S,2025-11-11T01:48:02.9Z,1,REGULAR,substitution,out,[],1629655,,,1610612749,5,8,2025-11-11T01:48:12Z,630000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,
64,PT07M28.00S,2025-11-11T01:48:02.9Z,1,REGULAR,substitution,in,[],1630619,,,1610612749,5,8,2025-11-11T01:48:12Z,640000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,,,,,,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,
65,PT07M22.00S,2025-11-11T01:48:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,85.62746386333771,52.450980392156865,1610612749,5,10,2025-11-11T01:48:37Z,650000,False,12.0,83.0,1,right,M. Turner 8' driving floating Jump Shot (7 PTS) (G. Antetokounmpo 3 AST),"[1626167, 203507]",1610612749.0,MIL,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,8.35,Made,7.0,Turner,M. Turner,G. Antetokounmpo,203507.0,3.0,,,,,,,,,,,,,,
67,PT07M22.00S,2025-11-11T01:48:32.6Z,1,REGULAR,foul,personal,['1freethrow'],1630619,,,1610612749,5,10,2025-11-11T01:48:37Z,670000,False,,,0,,M. Cisse shooting personal FOUL (1 PF) (Turner 1 FT),"[1630619, 1626167]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Cisse,M. Cisse,,,,203054.0,1.0,0.0,Turner,1626167.0,,,,,,,,,
69,PT07M22.00S,2025-11-11T01:49:00.1Z,1,REGULAR,freethrow,1 of 1,[],1626167,,,1610612749,5,11,2025-11-11T01:49:00Z,690000,False,,,0,,M. Turner Free Throw 1 of 1 (8 PTS),[1626167],1610612749.0,MIL,,,,,,,,,,Made,8.0,Turner,M. Turner,,,,,,,,,,,,,,,,,
70,PT07M11.00S,2025-11-11T01:49:13.3Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612742,5,11,2025-11-11T01:49:20Z,700000,False,,,0,,R. Rollins shooting personal FOUL (2 PF) (Flagg 2 FT),"[1631157, 1642843]",1610612749.0,MIL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Rollins,R. Rollins,,,,1146.0,2.0,0.0,Flagg,1642843.0,,,,,,,,,
72,PT07M11.00S,2025-11-11T01:49:39.1Z,1,REGULAR,freethrow,1 of 2,[],1642843,,,1610612742,5,11,2025-11-11T01:50:13Z,720000,False,,,0,,MISS C. Flagg Free Throw 1 of 2,[1642843],1610612742.0,DAL,,,,,,,,,,Missed,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,
73,PT07M11.00S,2025-11-11T01:49:39.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,5,11,2025-11-11T01:50:13Z,730000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,
74,PT07M11.00S,2025-11-11T01:49:39.9Z,1,REGULAR,substitution,out,[],1631157,,,1610612742,5,11,2025-11-11T01:49:53Z,740000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,,,,,,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,
75,PT07M11.00S,2025-11-11T01:49:39.9Z,1,REGULAR,substitution,in,[],1630175,,,1610612742,5,11,2025-11-11T01:49:53Z,750000,False,,,0,,SUB in: C. Anthony,[1630175],1610612749.0,MIL,,,,,,,,,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,
76,PT07M11.00S,2025-11-11T01:49:39.1Z,1,REGULAR,freethrow,2 of 2,[],1642843,,,1610612742,5,11,2025-11-11T01:50:13Z,760000,False,,,0,,MISS C. Flagg Free Throw 2 of 2,[1642843],1610612742.0,DAL,,,,,,,,,,Missed,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,
77,PT07M10.00S,2025-11-11T01:49:40.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,5,11,2025-11-11T01:50:13Z,770000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,
78,PT07M10.00S,2025-11-11T01:50:05.6Z,1,REGULAR,foul,personal,[],1629023,,,1610612749,5,11,2025-11-11T01:50:11Z,780000,False,,,0,,P. Washington loose ball personal FOUL (1 PF),"[1629023, 203507]",1610612742.0,DAL,loose ball,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,,203593.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
80,PT07M10.00S,2025-11-11T01:50:19.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612749,5,11,2025-11-11T01:50:29Z,800000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,,,,,,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,
81,PT07M10.00S,2025-11-11T01:50:19.2Z,1,REGULAR,substitution,in,[],1630230,,,1610612749,5,11,2025-11-11T01:50:29Z,810000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,
82,PT06M53.00S,2025-11-11T01:50:48.2Z,1,REGULAR,3pt,Jump Shot,[],1631260,68.28186596583443,37.5,1610612749,5,14,2025-11-11T01:50:54Z,820000,False,-62.0,246.0,1,right,A. Green 25' 3PT  (3 PTS) (G. Antetokounmpo 4 AST),"[1631260, 203507]",1610612749.0,MIL,,,,,,,Above the Break 3,24+ Center,25.35,Made,3.0,Green,A. Green,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,,,,
84,PT06M52.00S,2025-11-11T01:50:53.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,5,14,2025-11-11T01:50:53Z,840000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M37.00S,2025-11-11T01:53:59.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,6.652431011826544,39.950980392156865,1610612742,5,14,2025-11-11T01:54:06Z,850000,False,50.0,10.0,1,left,MISS M. Christie driving Layup,[1631108],1610612742.0,DAL,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,Christie,M. Christie,,,,,,,,,,,,,,,,,
86,PT06M33.00S,2025-11-11T01:54:03.0Z,1,REGULAR,rebound,offensive,[],1630314,,,1610612742,5,14,2025-11-11T01:54:06Z,860000,False,,,0,,B. Williams REBOUND (Off:1 Def:0),[1630314],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Williams,B. Williams,,,,,,,,,,,,85.0,1.0,0.0,1.0,,
87,PT06M32.00S,2025-11-11T01:54:07.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631260,,,1610612742,5,14,2025-11-11T01:54:14Z,870000,False,,,0,,A. Green shooting personal FOUL (1 PF) (Williams 2 FT),"[1631260, 1630314]",1610612749.0,MIL,shooting,,,,,,Mid-Range,8-16 Center,,,,Green,A. Green,,,,203054.0,1.0,0.0,Williams,1630314.0,,,,,,,,,
89,PT06M32.00S,2025-11-11T01:54:35.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630314,,,1610612742,6,14,2025-11-11T01:54:35Z,890000,False,,,0,,B. Williams Free Throw 1 of 2 (1 PTS),[1630314],1610612742.0,DAL,,,,,,,,,,Made,1.0,Williams,B. Williams,,,,,,,,,,,,,,,,,
90,PT06M32.00S,2025-11-11T01:54:53.2Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630314,,,1610612742,7,14,2025-11-11T01:54:53Z,900000,False,,,0,,B. Williams Free Throw 2 of 2 (2 PTS),[1630314],1610612742.0,DAL,,,,,,,,,,Made,2.0,Williams,B. Williams,,,,,,,,,,,,,,,,,
91,PT06M08.00S,2025-11-11T01:55:20.2Z,1,REGULAR,3pt,Jump Shot,[],1626167,93.64323258869908,96.07843137254902,1610612749,7,14,2025-11-11T02:06:35Z,910000,False,230.0,7.0,1,right,MISS M. Turner 3PT,[1626167],1610612749.0,MIL,,,,,,,Right Corner 3,24+ Right,23.05,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,
