actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
20,PT10M32.00S,2026-02-04T01:14:46.8Z,1,REGULAR,2pt,Jump Shot,[],1627759,5.863994743758213,88.23529411764706,1610612738,2,4,2026-02-04T01:16:56Z,200000,False,-191.0,3.0,1,left,MISS J. Brown 19' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left,19.12,Missed,,,,,,,,,,,,,,,,,,
21,PT10M28.00S,2026-02-04T01:14:50.8Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,2,4,2026-02-04T01:14:51Z,210000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,16-24 Left,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M20.00S,2026-02-04T01:14:58.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,77.08607095926413,10.53921568627451,1610612742,2,4,2026-02-04T01:15:03Z,220000,False,-197.0,163.0,1,right,MISS M. Christie 25' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
23,PT10M18.00S,2026-02-04T01:15:00.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,2,4,2026-02-04T01:15:03Z,230000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,22.0,,,,,,,,,,,,,,,,,
25,PT10M09.00S,2026-02-04T01:15:15.2Z,1,REGULAR,3pt,Jump Shot,[],1628401,35.43035479632063,37.99019607843137,1610612738,2,4,2026-02-04T01:17:39Z,250000,False,60.0,281.0,1,left,MISS D. White 28' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,28.68,Missed,,,,,,,,,,,,,,,,,,
26,PT10M05.00S,2026-02-04T01:15:19.2Z,1,REGULAR,rebound,offensive,[],1631248,,,1610612738,2,4,2026-02-04T01:19:21Z,260000,False,,,0,,B. Scheierman REBOUND (Off:1 Def:1),[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT10M03.00S,2026-02-04T01:15:20.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,24.655059132720105,90.19607843137256,1610612738,2,7,2026-02-04T01:15:25Z,270000,False,-201.0,179.0,1,left,S. Hauser 26' 3PT  (3 PTS) (D. White 1 AST),"[1630573, 1628401]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,26.94,Made,,,,,,,,3.0,,D. White,1628401.0,1.0,,,,,,
29,PT09M51.00S,2026-02-04T01:15:34.5Z,1,REGULAR,foul,personal,[],1627759,,,1610612742,2,7,2026-02-04T01:15:41Z,290000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1642843]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,201638.0,,,,1.0,0.0,Flagg,1642843.0,,
31,PT09M39.00S,2026-02-04T01:16:00.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,84.88830486202366,39.46844362745098,1610612742,4,7,2026-02-04T01:16:07Z,310000,False,-53.0,90.0,1,right,C. Flagg 10' driving floating Jump Shot (2 PTS),[1642843],1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,10.39,Made,,,,,,,,2.0,,,,,,,,,,
32,PT09M25.00S,2026-02-04T01:16:13.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627759,13.403416557161629,40.52542892156863,1610612738,4,7,2026-02-04T01:16:18Z,320000,False,47.0,73.0,1,left,MISS J. Brown 8' turnaround Hook,[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,8.75,Missed,,,,,,,,,,,,,,,,,,
33,PT09M24.00S,2026-02-04T01:16:14.5Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,4,7,2026-02-04T01:16:18Z,330000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M17.00S,2026-02-04T01:16:22.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,87.46714848883047,53.92156862745098,1610612742,4,7,2026-02-04T01:16:53Z,340000,False,20.0,65.0,1,right,MISS N. Marshall 6' driving floating Shot,[1630230],1610612742.0,DAL,driving floating,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,,,,,,
35,PT09M14.00S,2026-02-04T01:16:25.5Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,4,7,2026-02-04T01:16:53Z,350000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,34.0,2.0,1.0,1.0,,,,,,,,,,,,,,
36,PT09M14.00S,2026-02-04T01:16:27.9Z,1,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612742,4,7,2026-02-04T01:16:36Z,360000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Gafford 2 FT),"[1629674, 1629655]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1629178.0,,,,1.0,0.0,Gafford,1629655.0,,
38,PT09M14.00S,2026-02-04T01:16:55.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612742,5,7,2026-02-04T01:16:55Z,380000,False,,,0,,D. Gafford Free Throw 1 of 2 (1 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
39,PT09M14.00S,2026-02-04T01:17:18.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612742,6,7,2026-02-04T01:17:18Z,390000,False,,,0,,D. Gafford Free Throw 2 of 2 (2 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
40,PT09M05.00S,2026-02-04T01:17:30.3Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,6,7,2026-02-04T01:17:36Z,400000,False,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1629655]",1610612738.0,BOS,,,,White,D. White,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Gafford,1629655.0,,,,,,,,,,,
41,PT09M05.00S,2026-02-04T01:17:30.3Z,1,REGULAR,steal,,[],1629655,,,1610612742,6,7,2026-02-04T01:17:31Z,410000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
42,PT09M01.00S,2026-02-04T01:17:33.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631108,92.85479632063075,54.65686274509803,1610612742,8,7,2026-02-04T01:17:39Z,420000,False,23.0,15.0,1,right,M. Christie running Layup (2 PTS) (C. Flagg 1 AST),"[1631108, 1642843]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,,,,2.0,,C. Flagg,1642843.0,1.0,,,,,,
44,PT08M50.00S,2026-02-04T01:17:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631248,18.084756898817346,57.59803921568627,1610612738,8,7,2026-02-04T01:17:55Z,440000,False,-38.0,117.0,1,left,MISS B. Scheierman 12' driving floating Shot,[1631248],1610612738.0,BOS,driving floating,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),8-16 Center,12.35,Missed,,,,,,,,,,,,,,,,,,
45,PT08M48.00S,2026-02-04T01:17:46.5Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,8,7,2026-02-04T01:17:55Z,450000,False,,,0,,C. Flagg REBOUND (Off:0 Def:2),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT08M43.00S,2026-02-04T01:17:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,91.27792378449409,52.69607843137255,1610612742,10,7,2026-02-04T01:18:00Z,460000,False,13.0,29.0,1,right,N. Marshall driving finger roll Layup (2 PTS),[1630230],1610612742.0,DAL,driving finger roll,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,,,,2.0,,,,,,,,,,
47,PT08M25.00S,2026-02-04T01:18:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,8.409986859395532,34.81924019607843,1610612738,10,7,2026-02-04T01:20:27Z,470000,False,76.0,27.0,1,left,MISS J. Brown 8' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,8.04,Missed,,,,,,,,,,,,,,,,,,
48,PT08M23.00S,2026-02-04T01:18:12.4Z,1,REGULAR,rebound,offensive,[],1627759,,,1610612738,10,7,2026-02-04T01:18:28Z,480000,False,,,0,,J. Brown REBOUND (Off:1 Def:0),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,,
49,PT08M21.00S,2026-02-04T01:18:13.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,10,9,2026-02-04T01:18:36Z,490000,False,0.0,0.0,1,left,J. Brown putback Layup (6 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,6.0,,,,,,,,,,
50,PT08M08.00S,2026-02-04T01:18:26.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,92.32917214191852,55.88235294117647,1610612742,10,9,2026-02-04T01:21:20Z,500000,False,29.0,20.0,1,right,MISS C. Flagg driving floating bank Shot,[1642843],1610612742.0,DAL,driving floating bank,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,3.53,Missed,,,,,,,,,,,,,,,,,,
51,PT08M08.00S,2026-02-04T01:18:26.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,10,9,2026-02-04T01:18:34Z,510000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,50.0,3.0,1.0,2.0,,,,,,,,,,,,,,
53,PT08M01.00S,2026-02-04T01:18:54.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631108,80.50262812089356,31.127450980392158,1610612742,10,9,2026-02-04T01:22:04Z,530000,False,-94.0,131.0,1,right,MISS M. Christie 16' pullup Shot,[1631108],1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Mid-Range,16-24 Left Center,16.13,Missed,,,,,,,,,,,,,,,,,,
54,PT07M57.00S,2026-02-04T01:18:58.9Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,10,9,2026-02-04T01:19:04Z,540000,False,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,53.0,2.0,1.0,1.0,,,,,,,,,,,,,,
55,PT07M49.00S,2026-02-04T01:19:06.6Z,1,REGULAR,3pt,Jump Shot,[],1630573,3.892904073587385,98.0392156862745,1610612738,10,9,2026-02-04T01:19:11Z,550000,False,-240.0,-16.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,24.07,Missed,,,,,,,,,,,,,,,,,,
56,PT07M46.00S,2026-02-04T01:19:11.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,10,9,2026-02-04T01:19:11Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,55.0,,,,,,,,,,,,,,,,,
58,PT07M43.00S,2026-02-04T01:19:31.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,7.046649145860711,4.6568627450980395,1610612738,10,9,2026-02-04T01:19:34Z,580000,False,227.0,14.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,22.71,Missed,,,,,,,,,,,,,,,,,,
59,PT07M41.00S,2026-02-04T01:19:33.3Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612742,10,9,2026-02-04T01:19:34Z,590000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,58.0,1.0,1.0,0.0,,,,,,,,,,,,,,
60,PT07M39.00S,2026-02-04T01:19:35.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642843,93.5611038107753,47.958792892156865,1610612742,12,9,2026-02-04T01:22:54Z,600000,False,-10.0,8.0,1,right,C. Flagg running alley-oop DUNK (4 PTS) (C. Martin 1 AST),"[1642843, 1628997]",1610612742.0,DAL,running alley-oop,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,4.0,,C. Martin,1628997.0,1.0,,,,,,
62,PT07M25.00S,2026-02-04T01:19:49.1Z,1,REGULAR,3pt,Jump Shot,[],1627759,31.219201708278582,78.94454656862744,1610612738,12,12,2026-02-04T01:23:36Z,620000,False,-145.0,241.0,1,left,J. Brown 28' 3PT step back (9 PTS) (N. Queta 1 AST),"[1627759, 1629674]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.11,Made,,,,,,,,9.0,,N. Queta,1629674.0,1.0,,,,,,
64,PT07M13.00S,2026-02-04T01:20:00.6Z,1,REGULAR,3pt,Jump Shot,[],1630230,76.16622864651774,15.441176470588236,1610612742,12,12,2026-02-04T01:20:05Z,640000,False,-173.0,172.0,1,right,MISS N. Marshall 24' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,24.35,Missed,,,,,,,,,,,,,,,,,,
65,PT07M10.00S,2026-02-04T01:20:03.6Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,12,12,2026-02-04T01:20:05Z,650000,False,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,64.0,3.0,2.0,1.0,,,,,,,,,,,,,,
66,PT07M05.00S,2026-02-04T01:20:08.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,7.046649145860711,4.901960784313726,1610612738,12,12,2026-02-04T01:25:46Z,660000,False,225.0,14.0,1,left,MISS D. White running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Right Corner 3,24+ Right,22.59,Missed,,,,,,,,,,,,,,,,,,
67,PT07M05.00S,2026-02-04T01:20:08.4Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,12,12,2026-02-04T01:25:46Z,670000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,,,66.0,2.0,2.0,0.0,,,,,,,,,,,,,,
68,PT06M56.00S,2026-02-04T01:20:17.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642843,91.85282522996057,34.92647058823529,1610612742,12,12,2026-02-04T01:26:12Z,680000,False,-75.0,24.0,1,right,MISS C. Flagg 7' running Layup,[1642843],1610612742.0,DAL,running,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
69,PT06M54.00S,2026-02-04T01:20:19.7Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,12,12,2026-02-04T01:20:25Z,690000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,,,68.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT06M47.00S,2026-02-04T01:20:27.2Z,1,REGULAR,3pt,Jump Shot,[],1631248,22.946780551905388,14.460784313725492,1610612738,12,12,2026-02-04T01:26:36Z,700000,False,178.0,163.0,1,left,MISS B. Scheierman 24' pullup 3PT,[1631248],1610612738.0,BOS,pullup,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Right Center,24.13,Missed,,,,,,,,,,,,,,,,,,
71,PT06M44.00S,2026-02-04T01:20:30.2Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,12,12,2026-02-04T01:20:32Z,710000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT06M36.00S,2026-02-04T01:20:38.0Z,1,REGULAR,3pt,Jump Shot,[],1631108,65.1281208935611,29.411764705882355,1610612742,12,12,2026-02-04T01:20:42Z,720000,False,-103.0,275.0,1,right,MISS M. Christie 29' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,29.39,Missed,,,,,,,,,,,,,,,,,,
73,PT06M33.00S,2026-02-04T01:20:41.0Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,12,12,2026-02-04T01:20:42Z,730000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,72.0,2.0,2.0,0.0,,,,,,,,,,,,,,
74,PT06M25.00S,2026-02-04T01:20:48.8Z,1,REGULAR,3pt,Jump Shot,[],1627759,23.653088042049937,90.46415441176471,1610612738,12,15,2026-02-04T01:21:16Z,740000,False,-202.0,170.0,1,left,J. Brown 26' 3PT step back (12 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.41,Made,,,,,,,,12.0,,,,,,,,,,
75,PT06M24.00S,2026-02-04T01:20:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,12,15,2026-02-04T01:20:53Z,750000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,out,[],1630230,,,1610612742,12,15,2026-02-04T01:23:54Z,760000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,12,15,2026-02-04T01:23:54Z,770000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,out,[],1630573,,,1610612742,12,15,2026-02-04T01:23:54Z,780000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,out,[],1629674,,,1610612742,12,15,2026-02-04T01:23:54Z,790000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,out,[],1631248,,,1610612742,12,15,2026-02-04T01:23:54Z,800000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M24.00S,2026-02-04T01:21:50.6Z,1,REGULAR,substitution,out,[],1628401,,,1610612742,12,15,2026-02-04T01:23:54Z,810000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
