actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
42,PT09M14.00S,2026-01-29T01:45:22.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,91.40932982917214,80.63725490196079,1610612750,3,7,2026-01-29T01:45:27Z,390000,False,153.0,28.0,1,right,MISS A. Edwards 15' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,,turnaround fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,15.58,Missed,,,,,,,,,,,,,,
43,PT09M10.00S,2026-01-29T01:45:25.4Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612742,3,7,2026-01-29T01:45:25Z,400000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628997],1610612742.0,DAL,,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Right,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,
44,PT08M57.00S,2026-01-29T01:45:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,7.046649145860711,47.549019607843135,1610612742,5,7,2026-01-29T01:45:48Z,410000,False,12.0,14.0,1,left,D. Gafford Layup (3 PTS) (P. Washington 1 AST),"[1629655, 1629023]",1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,1.84,Made,3.0,P. Washington,1629023.0,1.0,,,,,,,,,,
46,PT08M57.00S,2026-01-29T01:45:43.4Z,1,REGULAR,foul,personal,['1freethrow'],203497,,,1610612742,5,7,2026-01-29T01:45:50Z,430000,False,,,0,,R. Gobert shooting personal FOUL (1 PF) (Gafford 1 FT),"[203497, 1629655]",1610612750.0,MIN,1627541.0,shooting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Gafford,1629655.0,,
48,PT08M57.00S,2026-01-29T01:46:11.3Z,1,REGULAR,freethrow,1 of 1,[],1629655,,,1610612742,6,7,2026-01-29T01:46:11Z,450000,False,,,0,,D. Gafford Free Throw 1 of 1 (4 PTS),[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
49,PT08M45.00S,2026-01-29T01:46:25.3Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,6,7,2026-01-29T01:46:28Z,460000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1629655]",1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,1.0,Gafford,1629655.0,,,,,,,,,,,,,,,,
50,PT08M45.00S,2026-01-29T01:46:25.3Z,1,REGULAR,steal,,[],1629655,,,1610612742,6,7,2026-01-29T01:46:26Z,470000,False,,,0,,D. Gafford STEAL (1 STL),[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
51,PT08M38.00S,2026-01-29T01:46:32.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,7.5722733245729295,58.82352941176471,1610612742,6,7,2026-01-29T01:46:37Z,480000,False,-44.0,19.0,1,left,MISS N. Marshall running pullup Shot,[1630230],1610612742.0,DAL,,running pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,4.79,Missed,,,,,,,,,,,,,,
52,PT08M37.00S,2026-01-29T01:46:33.5Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,6,7,2026-01-29T01:46:33Z,490000,False,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,51.0,2.0,0.0,2.0,,,,,,
53,PT08M36.00S,2026-01-29T01:46:34.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,8.754927726675426,48.77450980392157,1610612742,6,7,2026-01-29T01:51:44Z,500000,False,6.0,30.0,1,left,MISS D. Gafford putback Layup - blocked,"[1629655, 203497]",1610612742.0,DAL,,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,Gobert,203497.0
54,PT08M36.00S,2026-01-29T01:46:34.5Z,1,REGULAR,block,,[],203497,,,1610612742,6,7,2026-01-29T01:46:36Z,510000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
55,PT08M35.00S,2026-01-29T01:46:35.5Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612742,6,7,2026-01-29T01:46:53Z,520000,False,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612742.0,DAL,,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,,,,53.0,1.0,0.0,1.0,,,,,,
56,PT08M34.00S,2026-01-29T01:46:37.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630230,6.783837056504599,52.94117647058824,1610612742,6,7,2026-01-29T01:46:56Z,530000,False,-15.0,11.0,1,left,MISS N. Marshall Layup,[1630230],1610612742.0,DAL,,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,1.85,Missed,,,,,,,,,,,,,,
58,PT08M33.00S,2026-01-29T01:46:38.3Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,6,7,2026-01-29T01:46:56Z,550000,False,,,0,,D. Gafford REBOUND (Off:3 Def:0),[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,56.0,3.0,0.0,3.0,,,,,,
59,PT08M29.00S,2026-01-29T01:46:40.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629655,5.995400788436268,50.73529411764706,1610612742,8,7,2026-01-29T01:46:48Z,560000,False,-4.0,4.0,1,left,D. Gafford DUNK (6 PTS),[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,0.54,Made,6.0,,,,,,,,,,,,,
60,PT08M24.00S,2026-01-29T01:46:50.8Z,1,REGULAR,foul,personal,[],1629655,,,1610612750,8,7,2026-01-29T01:46:58Z,570000,False,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 203497]",1610612742.0,DAL,101284.0,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,1.0,0.0,Gobert,203497.0,,
62,PT08M21.00S,2026-01-29T01:47:11.5Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612750,8,7,2026-01-29T01:47:20Z,590000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Edwards 2 FT),"[1629655, 1630162]",1610612742.0,DAL,1628484.0,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,0.0,Edwards,1630162.0,,
64,PT08M21.00S,2026-01-29T01:47:33.8Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,8,8,2026-01-29T01:47:33Z,610000,False,,,0,,A. Edwards Free Throw 1 of 2 (1 PTS),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
65,PT08M21.00S,2026-01-29T01:47:34.5Z,1,REGULAR,substitution,out,[],1629655,,,1610612750,8,8,2026-01-29T01:47:41Z,620000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT08M21.00S,2026-01-29T01:47:34.5Z,1,REGULAR,substitution,in,[],203939,,,1610612750,8,8,2026-01-29T01:47:41Z,630000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT08M21.00S,2026-01-29T01:47:51.9Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,8,9,2026-01-29T01:47:51Z,640000,False,,,0,,A. Edwards Free Throw 2 of 2 (2 PTS),[1630162],1610612750.0,MIN,,,,,Edwards,A. Edwards,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
68,PT08M10.00S,2026-01-29T01:48:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,11.251642575558476,34.31372549019608,1610612742,8,9,2026-01-29T01:48:10Z,650000,False,78.0,53.0,1,left,MISS M. Christie 9' turnaround fadeaway Shot,[1631108],1610612742.0,DAL,,turnaround fadeaway,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Right,,,,9.48,Missed,,,,,,,,,,,,,,
69,PT08M07.00S,2026-01-29T01:48:09.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,8,9,2026-01-29T01:48:10Z,660000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,
70,PT07M55.00S,2026-01-29T01:48:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.19776609724047,46.568627450980394,1610612750,8,9,2026-01-29T01:48:33Z,670000,False,-17.0,21.0,1,right,MISS R. Gobert driving Layup,[203497],1610612750.0,MIN,,driving,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,2.7,Missed,,,,,,,,,,,,,,
71,PT07M53.00S,2026-01-29T01:48:24.0Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,8,9,2026-01-29T01:48:33Z,680000,False,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,70.0,3.0,2.0,1.0,,,,,,
72,PT07M53.00S,2026-01-29T01:48:23.9Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612750,8,9,2026-01-29T01:48:29Z,690000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (Gobert 2 FT),"[203939, 203497]",1610612742.0,DAL,1627541.0,shooting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,0.0,Gobert,203497.0,,
74,PT07M53.00S,2026-01-29T01:48:53.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203497,,,1610612750,8,10,2026-01-29T01:48:53Z,710000,False,,,0,,R. Gobert Free Throw 1 of 2 (1 PTS),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
75,PT07M53.00S,2026-01-29T01:49:11.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203497,,,1610612750,8,11,2026-01-29T01:49:11Z,720000,False,,,0,,R. Gobert Free Throw 2 of 2 (2 PTS),[203497],1610612750.0,MIN,,,,,Gobert,R. Gobert,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
76,PT07M39.00S,2026-01-29T01:49:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.752956636005257,43.34022671568628,1610612742,10,11,2026-01-29T01:49:31Z,730000,False,33.0,20.0,1,left,C. Martin driving Layup (2 PTS),[1628997],1610612742.0,DAL,,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,3.91,Made,2.0,,,,,,,,,,,,,
77,PT07M22.00S,2026-01-29T01:49:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,89.09329829172142,55.33088235294118,1610612750,10,11,2026-01-29T01:49:48Z,740000,False,27.0,50.0,1,right,MISS A. Edwards driving Layup - blocked,"[1630162, 1629023]",1610612750.0,MIN,,driving,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,5.67,Missed,,,,,,,,,,,,,Washington,1629023.0
78,PT07M22.00S,2026-01-29T01:49:43.3Z,1,REGULAR,block,,[],1629023,,,1610612750,10,11,2026-01-29T01:49:45Z,750000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
79,PT07M20.00S,2026-01-29T01:49:45.3Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612742,10,11,2026-01-29T01:49:48Z,760000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612742.0,DAL,,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,77.0,3.0,3.0,0.0,,,,,,
80,PT07M17.00S,2026-01-29T01:49:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,7.178055190538765,41.66666666666667,1610612742,12,11,2026-01-29T01:49:53Z,770000,False,42.0,15.0,1,left,N. Marshall running Layup (4 PTS) (C. Martin 2 AST),"[1630230, 1628997]",1610612742.0,DAL,,running,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,4.43,Made,4.0,C. Martin,1628997.0,2.0,,,,,,,,,,
82,PT07M03.00S,2026-01-29T01:50:02.6Z,1,REGULAR,2pt,Jump Shot,[],203944,74.19513797634691,49.754901960784316,1610612750,12,13,2026-01-29T01:54:55Z,790000,False,-1.0,190.0,1,right,J. Randle 19' pullup Jump Shot (6 PTS),[203944],1610612750.0,MIN,,pullup,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,,,,19.01,Made,6.0,,,,,,,,,,,,,
84,PT06M44.00S,2026-01-29T01:50:21.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,10.988830486202366,43.627450980392155,1610612742,12,13,2026-01-29T01:55:11Z,810000,False,32.0,51.0,1,left,MISS M. Christie 6' floating Shot,[1631108],1610612742.0,DAL,,floating,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,6.0,Missed,,,,,,,,,,,,,,
