actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
368,PT00M01.10S,2025-10-25T01:36:15.8Z,2,REGULAR,rebound,defensive,[],1642273,,,1610612764,52,58,2025-10-25T01:36:18Z,3650000,False,,,0,,K. George REBOUND (Off:2 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,367.0,5.0,3.0,2.0,,,,,,,,,,,
371,PT00M00.00S,2025-10-25T01:36:32.0Z,2,REGULAR,period,end,[],0,,,1610612764,52,58,2025-10-25T01:36:32Z,3680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2025-10-25T01:51:10.7Z,3,REGULAR,substitution,out,['startperiod'],1631108,,,1610612764,52,58,2025-10-25T01:51:28Z,3690000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2025-10-25T01:51:10.7Z,3,REGULAR,substitution,out,['startperiod'],1642848,,,1610612764,52,58,2025-10-25T01:51:28Z,3700000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2025-10-25T01:51:10.7Z,3,REGULAR,substitution,in,['startperiod'],1641726,,,1610612764,52,58,2025-10-25T01:51:28Z,3710000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2025-10-25T01:51:10.7Z,3,REGULAR,substitution,in,['startperiod'],1642267,,,1610612764,52,58,2025-10-25T01:51:28Z,3720000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2025-10-25T01:51:40.7Z,3,REGULAR,period,start,[],0,,,1610612764,52,58,2025-10-25T01:51:40Z,3730000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT11M49.00S,2025-10-25T01:51:51.7Z,3,REGULAR,3pt,Jump Shot,[],203114,93.11760840998686,97.30392156862744,1610612764,52,58,2025-10-25T01:51:56Z,3740000,False,237.0,12.0,1,right,MISS K. Middleton 3PT,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Right Corner 3,24+ Right,,,,23.68,Missed,,,,,,,,,,,,,,,
378,PT11M44.00S,2025-10-25T01:51:56.7Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,52,58,2025-10-25T01:51:56Z,3750000,False,,,0,,P. Washington REBOUND (Off:1 Def:7),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,,,,377.0,8.0,7.0,1.0,,,,,,,,,,,
379,PT11M29.00S,2025-10-25T01:52:11.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,9.280551905387648,46.32352941176471,1610612742,52,58,2025-10-25T01:59:53Z,3760000,False,18.0,35.0,1,left,MISS P. Washington cutting Layup,[1629023],1610612742.0,DAL,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,3.93,Missed,,,,,,,,,,,,,,,
380,PT11M27.00S,2025-10-25T01:52:13.4Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,52,58,2025-10-25T01:52:20Z,3770000,False,,,0,,K. George REBOUND (Off:2 Def:4),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,379.0,6.0,4.0,2.0,,,,,,,,,,,
381,PT11M23.00S,2025-10-25T01:52:17.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203114,94.82588699080158,3.9215686274509802,1610612764,52,61,2025-10-25T01:52:24Z,3780000,False,-230.0,-4.0,1,right,K. Middleton 3PT running (5 PTS) (A. Sarr 4 AST),"[203114, 1642259]",1610612764.0,WAS,running,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,23.04,Made,,,,,,,,5.0,,,A. Sarr,1642259.0,4.0,,
383,PT11M04.00S,2025-10-25T01:52:38.2Z,3,REGULAR,foul,personal,[],203114,,,1610612742,52,61,2025-10-25T01:52:58Z,3800000,False,,,0,,K. Middleton personal FOUL (3 PF),"[203114, 203076]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628485.0,3.0,0.0,,Davis,203076.0,,,,,
386,PT10M57.00S,2025-10-25T01:53:10.4Z,3,REGULAR,2pt,Jump Shot,[],1642843,19.44809461235217,79.43474264705883,1610612742,52,61,2025-10-25T01:53:16Z,3830000,False,-147.0,130.0,1,left,MISS C. Flagg 19' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Left Center,,,,19.66,Missed,,,,,,,,,,,,,,,
387,PT10M54.00S,2025-10-25T01:53:13.4Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,52,61,2025-10-25T01:53:16Z,3840000,False,,,0,,K. George REBOUND (Off:2 Def:5),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Left Center,,,,,,386.0,7.0,5.0,2.0,,,,,,,,,,,
388,PT10M49.00S,2025-10-25T01:53:18.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,77.26675427069645,86.54258578431373,1610612764,52,64,2025-10-25T01:53:31Z,3850000,False,183.0,161.0,1,right,C. McCollum 24' 3PT running pullup (3 PTS) (K. George 4 AST),"[203468, 1642273]",1610612764.0,WAS,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,24.36,Made,,,,,,,,3.0,,,K. George,1642273.0,4.0,,
390,PT10M34.00S,2025-10-25T01:53:33.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,6.389618922470433,54.65686274509803,1610612742,54,64,2025-10-25T01:53:40Z,3870000,False,-23.0,8.0,1,left,C. Flagg driving reverse Layup (7 PTS),[1642843],1610612742.0,DAL,driving reverse,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,2.45,Made,,,,,,,,7.0,,,,,,,
391,PT10M21.00S,2025-10-25T01:53:46.4Z,3,REGULAR,2pt,Jump Shot,[],203114,76.82325886990802,68.13725490196079,1610612764,54,66,2025-10-25T01:53:50Z,3880000,False,91.0,165.0,1,right,K. Middleton 18' pullup Jump Shot (7 PTS) (A. Sarr 5 AST),"[203114, 1642259]",1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,,,,18.86,Made,,,,,,,,7.0,,,A. Sarr,1642259.0,5.0,,
393,PT10M08.00S,2025-10-25T01:54:00.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,9.411957950065702,45.09803921568628,1610612742,56,66,2025-10-25T01:54:05Z,3900000,False,25.0,36.0,1,left,P. Washington driving floating bank Jump Shot (13 PTS),[1629023],1610612742.0,DAL,driving floating bank,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,4.35,Made,,,,,,,,13.0,,,,,,,
394,PT09M50.00S,2025-10-25T01:54:18.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642267,82.60512483574244,50.0,1610612764,56,66,2025-10-25T01:54:24Z,3910000,False,0.0,111.0,1,right,MISS B. Carrington 11' fadeaway Shot,[1642267],1610612764.0,WAS,fadeaway,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,,,,11.1,Missed,,,,,,,,,,,,,,,
395,PT09M46.00S,2025-10-25T01:54:22.7Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,56,66,2025-10-25T01:54:24Z,3920000,False,,,0,,D. Lively II REBOUND (Off:2 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,394.0,5.0,3.0,2.0,,,,,,,,,,,
396,PT09M44.00S,2025-10-25T01:54:24.9Z,3,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612742,56,66,2025-10-25T01:54:31Z,3930000,False,,,0,,P. Washington bad pass out-of-bounds TURNOVER (7 TO),[1629023],1610612742.0,DAL,bad pass,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,7.0,,,,,,,,,1628485.0,,,,,,,,,,
397,PT09M33.00S,2025-10-25T01:54:45.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642259,87.46714848883047,48.03921568627451,1610612764,56,68,2025-10-25T02:03:22Z,3940000,False,-10.0,65.0,1,right,A. Sarr 6' cutting Layup (8 PTS) (C. McCollum 2 AST),"[1642259, 203468]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,6.6,Made,,,,,,,,8.0,,,C. McCollum,203468.0,2.0,,
399,PT09M07.00S,2025-10-25T01:55:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,9.198423127463863,38.77144607843137,1610612742,56,68,2025-10-25T01:55:18Z,3960000,False,56.0,34.0,1,left,MISS P. Washington 6' turnaround Shot - blocked,"[1629023, 1642273]",1610612742.0,DAL,turnaround,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,6.56,Missed,,,,,,,,,,,,,,George,1642273.0
400,PT09M07.00S,2025-10-25T01:55:10.6Z,3,REGULAR,block,,[],1642273,,,1610612742,56,68,2025-10-25T01:55:13Z,3970000,False,,,0,,K. George BLOCK (2 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
401,PT09M05.00S,2025-10-25T01:55:12.6Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,56,68,2025-10-25T01:55:18Z,3980000,False,,,0,,K. George REBOUND (Off:2 Def:6),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,399.0,8.0,6.0,2.0,,,,,,,,,,,
402,PT09M01.00S,2025-10-25T01:55:16.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642267,91.14651773981603,43.38235294117647,1610612764,56,68,2025-10-25T01:55:24Z,3990000,False,-33.0,31.0,1,right,MISS B. Carrington running Layup - blocked,"[1642267, 1642843]",1610612764.0,WAS,running,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),0-8 Center,,,,4.51,Missed,,,,,,,,,,,,,,Flagg,1642843.0
403,PT09M01.00S,2025-10-25T01:55:16.7Z,3,REGULAR,block,,[],1642843,,,1610612764,56,68,2025-10-25T01:55:18Z,4000000,False,,,0,,C. Flagg BLOCK (1 BLK),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
404,PT09M01.00S,2025-10-25T01:55:16.7Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,56,68,2025-10-25T01:55:24Z,4010000,False,,,0,,D. Lively II REBOUND (Off:2 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,402.0,6.0,4.0,2.0,,,,,,,,,,,
405,PT08M56.00S,2025-10-25T01:55:22.5Z,3,REGULAR,foul,personal,['2freethrow'],203468,,,1610612742,56,68,2025-10-25T01:58:08Z,4020000,False,,,0,,C. McCollum flagrant-type-1 personal FOUL (2 PF) (Flagg 2 FT),"[203468, 1642843]",1610612764.0,WAS,flagrant-type-1,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,,,204059.0,2.0,0.0,,Flagg,1642843.0,,,,,
408,PT08M56.00S,2025-10-25T01:58:19.1Z,3,REGULAR,freethrow,1 of 2,[],202691,,,1610612742,57,68,2025-10-25T01:58:59Z,4050000,False,,,0,,K. Thompson flagrant Free Throw 1 of 2 (5 PTS),[202691],1610612742.0,DAL,flagrant,,,Thompson,K. Thompson,,,,,,,,,,,Made,,,,,,,,5.0,,,,,,,
409,PT08M56.00S,2025-10-25T01:58:19.1Z,3,REGULAR,freethrow,2 of 2,[],202691,,,1610612742,58,68,2025-10-25T01:58:59Z,4060000,False,,,0,,K. Thompson flagrant Free Throw 2 of 2 (6 PTS),[202691],1610612742.0,DAL,flagrant,,,Thompson,K. Thompson,,,,,,,,,,,Made,,,,,,,,6.0,,,,,,,
410,PT08M44.00S,2025-10-25T01:58:59.7Z,3,REGULAR,2pt,Jump Shot,[],202691,21.23850197109067,22.30392156862745,1610612742,60,68,2025-10-25T01:59:06Z,4070000,False,138.0,147.0,1,left,K. Thompson 20' pullup Jump Shot (8 PTS),[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,,,,20.2,Made,,,,,,,,8.0,,,,,,,
411,PT08M27.00S,2025-10-25T01:59:18.0Z,3,REGULAR,foul,personal,['2freethrow'],1642843,,,1610612764,60,68,2025-10-25T01:59:25Z,4080000,False,,,0,,C. Flagg shooting personal FOUL (1 PF) (George 2 FT),"[1642843, 1642273]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,,,,,,,204059.0,1.0,0.0,,George,1642273.0,,,,,
413,PT08M27.00S,2025-10-25T01:59:38.2Z,3,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,60,69,2025-10-25T01:59:38Z,4100000,False,,,0,,K. George Free Throw 1 of 2 (19 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,Made,,,,,,,,19.0,,,,,,,
414,PT08M27.00S,2025-10-25T01:59:49.6Z,3,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,60,70,2025-10-25T01:59:49Z,4110000,False,,,0,,K. George Free Throw 2 of 2 (20 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,Made,,,,,,,,20.0,,,,,,,
415,PT08M12.00S,2025-10-25T02:00:07.3Z,3,REGULAR,3pt,Jump Shot,[],203076,3.4986859395532193,96.56862745098039,1610612742,60,70,2025-10-25T02:00:12Z,4120000,False,-233.0,-20.0,1,left,MISS A. Davis 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,23.36,Missed,,,,,,,,,,,,,,,
416,PT08M08.00S,2025-10-25T02:00:11.3Z,3,REGULAR,rebound,defensive,[],203114,,,1610612764,60,70,2025-10-25T02:00:12Z,4130000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,,,415.0,1.0,1.0,0.0,,,,,,,,,,,
417,PT07M58.00S,2025-10-25T02:00:20.9Z,3,REGULAR,turnover,bad pass,[],1642273,,,1610612764,60,70,2025-10-25T02:00:24Z,4140000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1642273, 203076]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,1.0,Davis,203076.0,,,,,,,,,,,,,,,,,
418,PT07M58.00S,2025-10-25T02:00:20.9Z,3,REGULAR,steal,,[],203076,,,1610612742,60,70,2025-10-25T02:00:22Z,4150000,False,,,0,,A. Davis STEAL (2 STL),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
419,PT07M54.00S,2025-10-25T02:00:25.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202691,16.245072273324574,96.81372549019608,1610612742,60,70,2025-10-25T02:00:34Z,4160000,False,-234.0,100.0,1,left,MISS K. Thompson 25' running 3PT,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,25.46,Missed,,,,,,,,,,,,,,,
420,PT07M52.00S,2025-10-25T02:00:29.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,60,70,2025-10-25T02:00:29Z,4170000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,419.0,,,,,,,,,,,,,,
422,PT07M52.00S,2025-10-25T02:00:31.8Z,3,REGULAR,substitution,out,[],1641726,,,1610612742,60,70,2025-10-25T02:00:37Z,4190000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M52.00S,2025-10-25T02:00:31.8Z,3,REGULAR,substitution,in,[],1631108,,,1610612742,60,70,2025-10-25T02:00:37Z,4200000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M45.00S,2025-10-25T02:00:51.3Z,3,REGULAR,turnover,bad pass,[],203076,,,1610612742,60,70,2025-10-25T02:00:55Z,4210000,False,,,0,,A. Davis bad pass TURNOVER (3 TO),"[203076, 203114]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,3.0,Middleton,203114.0,,,,,,,,,,,,,,,,,
425,PT07M45.00S,2025-10-25T02:00:51.3Z,3,REGULAR,steal,,[],203114,,,1610612764,60,70,2025-10-25T02:00:52Z,4220000,False,,,0,,K. Middleton STEAL (3 STL),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
426,PT07M33.00S,2025-10-25T02:01:03.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642259,90.62089356110381,59.068627450980394,1610612764,60,70,2025-10-25T02:01:07Z,4230000,False,45.0,36.0,1,right,MISS A. Sarr turnaround Shot,[1642259],1610612764.0,WAS,turnaround,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,5.77,Missed,,,,,,,,,,,,,,,
427,PT07M31.00S,2025-10-25T02:01:05.2Z,3,REGULAR,rebound,defensive,[],1642843,,,1610612742,60,70,2025-10-25T02:01:07Z,4240000,False,,,0,,C. Flagg REBOUND (Off:1 Def:2),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,,,,,,426.0,3.0,2.0,1.0,,,,,,,,,,,
428,PT07M21.00S,2025-10-25T02:01:15.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,8.09789750328515,45.83333333333333,1610612742,60,70,2025-10-25T02:06:59Z,4250000,False,21.0,24.0,1,left,MISS C. Flagg driving reverse Layup,[1642843],1610612742.0,DAL,driving reverse,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,,,,3.15,Missed,,,,,,,,,,,,,,,
429,PT07M18.00S,2025-10-25T02:01:18.8Z,3,REGULAR,rebound,defensive,[],203468,,,1610612764,60,70,2025-10-25T02:01:21Z,4260000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,428.0,1.0,1.0,0.0,,,,,,,,,,,
430,PT07M15.00S,2025-10-25T02:01:21.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,92.72339027595268,95.83333333333334,1610612764,60,73,2025-10-25T02:01:26Z,4270000,False,229.0,16.0,1,right,K. George 3PT running (23 PTS) (K. Middleton 2 AST),"[1642273, 203114]",1610612764.0,WAS,running,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,22.98,Made,,,,,,,,23.0,,,K. Middleton,203114.0,2.0,,
432,PT07M14.00S,2025-10-25T02:01:25.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,60,73,2025-10-25T02:01:25Z,4290000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT07M14.00S,2025-10-25T02:02:50.2Z,3,REGULAR,substitution,out,[],202691,,,1610612742,60,73,2025-10-25T02:04:10Z,4300000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT07M14.00S,2025-10-25T02:02:50.2Z,3,REGULAR,substitution,out,[],1642843,,,1610612742,60,73,2025-10-25T02:04:10Z,4310000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT07M14.00S,2025-10-25T02:02:50.2Z,3,REGULAR,substitution,in,[],1630702,,,1610612742,60,73,2025-10-25T02:04:10Z,4320000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT07M14.00S,2025-10-25T02:02:50.2Z,3,REGULAR,substitution,in,[],1642948,,,1610612742,60,73,2025-10-25T02:04:10Z,4330000,False,,,0,,SUB in: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT06M53.00S,2025-10-25T02:04:46.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,6.652431011826544,53.431372549019606,1610612742,60,73,2025-10-25T02:04:53Z,4340000,False,-17.0,10.0,1,left,MISS J. Hardy driving finger roll Layup,[1630702],1610612742.0,DAL,driving finger roll,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,1.99,Missed,,,,,,,,,,,,,,,
438,PT06M53.00S,2025-10-25T02:04:46.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,60,73,2025-10-25T02:04:53Z,4350000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,437.0,,,,,,,,,,,,,,
439,PT06M53.00S,2025-10-25T02:04:49.9Z,3,REGULAR,foul,personal,[],1642273,,,1610612742,60,73,2025-10-25T02:04:58Z,4360000,False,,,0,,K. George loose ball personal FOUL (2 PF),"[1642273, 203076]",1610612764.0,WAS,loose ball,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628485.0,2.0,0.0,,Davis,203076.0,,,,,
441,PT06M46.00S,2025-10-25T02:05:14.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630702,21.632720105124836,89.4607843137255,1610612742,63,73,2025-10-25T02:05:18Z,4380000,False,-197.0,151.0,1,left,J. Hardy 24' 3PT  (3 PTS) (A. Davis 2 AST),"[1630702, 203076]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,24.83,Made,,,,,,,,3.0,,,A. Davis,203076.0,2.0,,
443,PT06M31.00S,2025-10-25T02:05:29.7Z,3,REGULAR,3pt,Jump Shot,[],203114,69.99014454664915,27.450980392156865,1610612764,63,73,2025-10-25T02:05:35Z,4400000,False,-113.0,230.0,1,right,MISS K. Middleton 25' 3PT,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,25.58,Missed,,,,,,,,,,,,,,,
444,PT06M28.00S,2025-10-25T02:05:33.2Z,3,REGULAR,rebound,offensive,[],203468,,,1610612764,63,73,2025-10-25T02:05:33Z,4410000,False,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,443.0,2.0,1.0,1.0,,,,,,,,,,,
445,PT06M26.00S,2025-10-25T02:05:34.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203468,90.3580814717477,3.9215686274509802,1610612764,63,73,2025-10-25T02:05:38Z,4420000,False,-230.0,38.0,1,right,MISS C. McCollum 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,,,,23.35,Missed,,,,,,,,,,,,,,,
446,PT06M23.00S,2025-10-25T02:05:37.2Z,3,REGULAR,rebound,defensive,[],203076,,,1610612742,63,73,2025-10-25T02:05:38Z,4430000,False,,,0,,A. Davis REBOUND (Off:1 Def:8),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,445.0,9.0,8.0,1.0,,,,,,,,,,,
447,PT06M11.00S,2025-10-25T02:05:48.9Z,3,REGULAR,3pt,Jump Shot,[],1630702,18.347568988173457,93.38235294117648,1610612742,63,73,2025-10-25T02:05:55Z,4440000,False,-217.0,120.0,1,left,MISS J. Hardy 24' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,24.79,Missed,,,,,,,,,,,,,,,
448,PT06M09.00S,2025-10-25T02:05:50.9Z,3,REGULAR,rebound,offensive,[],203076,,,1610612742,63,73,2025-10-25T02:05:55Z,4450000,False,,,0,,A. Davis REBOUND (Off:2 Def:8),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,447.0,10.0,8.0,2.0,,,,,,,,,,,
449,PT06M08.00S,2025-10-25T02:05:52.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203076,7.30946123521682,52.20588235294118,1610612742,63,73,2025-10-25T02:05:59Z,4460000,False,-11.0,16.0,1,left,MISS A. Davis putback DUNK - blocked,"[203076, 1642259]",1610612742.0,DAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,1.96,Missed,,,,,,,,,,,,,,Sarr,1642259.0
450,PT06M08.00S,2025-10-25T02:05:52.8Z,3,REGULAR,block,,[],1642259,,,1610612742,63,73,2025-10-25T02:05:54Z,4470000,False,,,0,,A. Sarr BLOCK (2 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
451,PT06M05.00S,2025-10-25T02:05:55.8Z,3,REGULAR,rebound,defensive,[],1642259,,,1610612764,63,73,2025-10-25T02:05:59Z,4480000,False,,,0,,A. Sarr REBOUND (Off:1 Def:3),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,449.0,4.0,3.0,1.0,,,,,,,,,,,
452,PT05M56.00S,2025-10-25T02:06:04.0Z,3,REGULAR,3pt,Jump Shot,[],1642273,95.0886990801577,94.36274509803921,1610612764,63,76,2025-10-25T04:19:54Z,4490000,False,222.0,-6.0,1,right,K. George 3PT  (26 PTS) (B. Carrington 2 AST),"[1642273, 1642267]",1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,22.19,Made,,,,,,,,26.0,,,B. Carrington,1642267.0,2.0,,
