actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT10M07.00S,2025-10-28T00:42:30.9Z,1,REGULAR,2pt,Jump Shot,[],1628983,92.59198423127464,73.52941176470588,1610612760,2,7,2025-10-28T00:42:37Z,170000,False,118.0,17.0,1,right,MISS S. Gilgeous-Alexander 11' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,11.88,Missed,,,,,,,,,,,,,,,,,,
18,PT10M06.00S,2025-10-28T00:42:31.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,2,7,2025-10-28T00:42:37Z,180000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,17.0,,,,,,,,,,,,,
20,PT09M55.00S,2025-10-28T00:42:54.4Z,1,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612742,2,7,2025-10-28T00:47:29Z,200000,False,,,0,,P. Washington bad pass out-of-bounds TURNOVER (1 TO),[1629023],1610612742.0,DAL,bad pass,,,Washington,P. Washington,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1628172.0,1.0,,,,,,,,
21,PT09M42.00S,2025-10-28T00:43:09.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628392,88.69908015768725,50.42892156862745,1610612760,2,7,2025-10-28T00:43:18Z,210000,False,2.0,54.0,1,right,MISS I. Hartenstein Layup,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,5.37,Missed,,,,,,,,,,,,,,,,,,
22,PT09M40.00S,2025-10-28T00:43:11.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,2,7,2025-10-28T00:43:18Z,220000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M28.00S,2025-10-28T00:43:24.2Z,1,REGULAR,3pt,Jump Shot,[],1631108,19.530223390275953,90.19607843137256,1610612742,2,7,2025-10-28T00:43:28Z,230000,False,-201.0,131.0,1,left,MISS M. Christie 24' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,24.0,Missed,,,,,,,,,,,,,,,,,,
24,PT09M25.00S,2025-10-28T00:43:27.2Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,7,2025-10-28T00:43:28Z,240000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M11.00S,2025-10-28T00:43:41.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,92.85479632063075,55.14705882352941,1610612760,2,9,2025-10-28T00:43:47Z,250000,False,26.0,15.0,1,right,C. Holmgren driving Layup (4 PTS),[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,2.96,Made,4.0,,,,,,,,,,,,,,,,,
26,PT08M55.00S,2025-10-28T00:43:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642843,10.85742444152431,47.549019607843135,1610612742,2,9,2025-10-28T00:44:04Z,260000,False,12.0,50.0,1,left,MISS C. Flagg driving Layup,[1642843],1610612742.0,DAL,driving,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
27,PT08M50.00S,2025-10-28T00:44:03.2Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,2,9,2025-10-28T00:44:04Z,270000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,
28,PT08M41.00S,2025-10-28T00:44:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,91.67214191852825,54.166666666666664,1610612760,2,9,2025-10-28T00:48:00Z,280000,False,21.0,26.0,1,right,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
29,PT08M40.00S,2025-10-28T00:44:11.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,2,9,2025-10-28T00:44:15Z,290000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT08M26.00S,2025-10-28T00:44:29.1Z,1,REGULAR,foul,personal,[],1629652,,,1610612742,2,9,2025-10-28T00:44:55Z,300000,False,,,0,,L. Dort personal FOUL (1 PF),"[1629652, 203076]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1628172.0,,1.0,0.0,Davis,203076.0,,,,
32,PT08M20.00S,2025-10-28T00:44:52.8Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612742,2,9,2025-10-28T00:45:02Z,320000,False,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Washington 2 FT),"[1628392, 1629023]",1610612760.0,OKC,shooting,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1830.0,,1.0,0.0,Washington,1629023.0,,,,
34,PT08M20.00S,2025-10-28T00:45:22.5Z,1,REGULAR,freethrow,1 of 2,[],1629023,,,1610612742,2,9,2025-10-28T00:45:22Z,340000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT08M20.00S,2025-10-28T00:45:22.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,2,9,2025-10-28T00:45:22Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,
36,PT08M20.00S,2025-10-28T00:45:40.2Z,1,REGULAR,freethrow,2 of 2,[],1629023,,,1610612742,2,9,2025-10-28T00:45:40Z,360000,False,,,0,,MISS P. Washington Free Throw 2 of 2,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT08M18.00S,2025-10-28T00:45:41.4Z,1,REGULAR,rebound,defensive,[],1631096,,,1610612760,2,9,2025-10-28T00:45:41Z,370000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
38,PT08M08.00S,2025-10-28T00:45:52.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628392,93.9060446780552,48.77450980392157,1610612760,2,11,2025-10-28T00:45:56Z,380000,False,-6.0,5.0,1,right,I. Hartenstein cutting DUNK (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1628392, 1628983]",1610612760.0,OKC,cutting,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.78,Made,2.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
40,PT08M08.00S,2025-10-28T00:45:58.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,2,11,2025-10-28T00:45:58Z,400000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M08.00S,2025-10-28T00:46:08.6Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,2,11,2025-10-28T00:48:53Z,410000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M08.00S,2025-10-28T00:46:08.6Z,1,REGULAR,substitution,in,[],1626156,,,1610612742,2,11,2025-10-28T00:48:53Z,420000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2025-10-28T00:49:04.8Z,1,REGULAR,3pt,Jump Shot,[],202691,23.340998685939553,11.27450980392157,1610612742,5,11,2025-10-28T00:49:09Z,430000,False,194.0,167.0,1,left,K. Thompson 25' 3PT  (3 PTS) (D. Russell 1 AST),"[202691, 1626156]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.56,Made,3.0,D. Russell,1626156.0,1.0,,,,,,,,,,,,,,
45,PT07M36.00S,2025-10-28T00:49:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,87.07293035479631,40.44117647058824,1610612760,5,11,2025-10-28T00:50:45Z,450000,False,-48.0,69.0,1,right,MISS I. Hartenstein 8' floating Shot - blocked,"[1628392, 203076]",1610612760.0,OKC,floating,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,8.39,Missed,,,,,,,,,,,,,,,Davis,203076.0,,
46,PT07M36.00S,2025-10-28T00:49:22.1Z,1,REGULAR,block,,[],203076,,,1610612760,5,11,2025-10-28T00:49:24Z,460000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
47,PT07M34.00S,2025-10-28T00:49:24.1Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,5,11,2025-10-28T00:49:26Z,470000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,
48,PT07M32.00S,2025-10-28T00:49:26.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,20.05584756898817,91.66666666666666,1610612742,5,11,2025-10-28T01:18:14Z,480000,False,-208.0,136.0,1,left,MISS K. Thompson 24' running 3PT,[202691],1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
49,PT07M29.00S,2025-10-28T00:49:29.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,5,11,2025-10-28T00:49:31Z,490000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:3),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,48.0,3.0,3.0,0.0,,,,,,,,,,
50,PT07M13.00S,2025-10-28T00:49:45.4Z,1,REGULAR,3pt,Jump Shot,[],1641717,92.46057818659659,2.941176470588235,1610612760,5,11,2025-10-28T00:49:49Z,500000,False,-235.0,18.0,1,right,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,23.6,Missed,,,,,,,,,,,,,,,,,,
51,PT07M11.00S,2025-10-28T00:49:47.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,5,11,2025-10-28T00:49:49Z,510000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,
52,PT07M06.00S,2025-10-28T00:49:54.9Z,1,REGULAR,foul,personal,[],1641717,,,1610612742,5,11,2025-10-28T00:50:22Z,520000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1626156]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1830.0,,1.0,0.0,Russell,1626156.0,,,,
54,PT06M55.00S,2025-10-28T00:50:20.5Z,1,REGULAR,3pt,Jump Shot,[],1631108,4.681340341655716,95.58823529411765,1610612742,5,11,2025-10-28T00:50:25Z,540000,False,-228.0,-8.0,1,left,MISS M. Christie 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
55,PT06M53.00S,2025-10-28T00:50:22.5Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,5,11,2025-10-28T00:50:25Z,550000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,
56,PT06M46.00S,2025-10-28T00:50:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.24901445466492,51.470588235294116,1610612760,5,11,2025-10-28T00:50:35Z,560000,False,7.0,11.0,1,right,MISS L. Dort driving finger roll Layup,[1629652],1610612760.0,OKC,driving finger roll,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
57,PT06M43.00S,2025-10-28T00:50:33.2Z,1,REGULAR,rebound,offensive,[],1631096,,,1610612760,5,11,2025-10-28T00:50:33Z,570000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:2),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,56.0,3.0,2.0,1.0,,,,,,,,,,
58,PT06M40.00S,2025-10-28T00:50:36.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,93.64323258869908,2.696078431372549,1610612760,5,14,2025-10-28T00:50:40Z,580000,False,-237.0,7.0,1,right,L. Dort 3PT  (6 PTS) (C. Wallace 2 AST),"[1629652, 1641717]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.66,Made,6.0,C. Wallace,1641717.0,2.0,,,,,,,,,,,,,,
60,PT06M26.00S,2025-10-28T00:50:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,14.273981603153747,48.529411764705884,1610612742,7,14,2025-10-28T00:50:53Z,600000,False,7.0,82.0,1,left,D. Russell 8' driving floating Jump Shot (2 PTS),[1626156],1610612742.0,DAL,driving floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,8.2,Made,2.0,,,,,,,,,,,,,,,,,
61,PT06M09.00S,2025-10-28T00:51:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.32917214191852,42.15686274509804,1610612760,7,14,2025-10-28T01:18:30Z,610000,False,-39.0,20.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
62,PT06M08.00S,2025-10-28T00:51:08.4Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,7,14,2025-10-28T00:51:11Z,620000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,
63,PT06M03.00S,2025-10-28T00:51:13.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,5.781865965834428,3.4543504901960786,1610612742,10,14,2025-10-28T01:18:45Z,630000,False,233.0,2.0,1,left,M. Christie 3PT running (3 PTS) (D. Russell 2 AST),"[1631108, 1626156]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,23.27,Made,3.0,D. Russell,1626156.0,2.0,,,,,,,,,,,,,,
65,PT05M45.00S,2025-10-28T00:51:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,81.94809461235218,43.38235294117647,1610612760,10,16,2025-10-28T00:51:35Z,650000,False,-33.0,117.0,1,right,S. Gilgeous-Alexander 12' pullup Jump Shot (4 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.18,Made,4.0,,,,,,,,,,,,,,,,,
66,PT05M23.00S,2025-10-28T00:51:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,9.280551905387648,52.450980392156865,1610612742,10,16,2025-10-28T00:52:20Z,660000,False,-12.0,35.0,1,left,MISS A. Davis driving floating Shot,[203076],1610612742.0,DAL,driving floating,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
67,PT05M22.00S,2025-10-28T00:51:54.8Z,1,REGULAR,rebound,offensive,[],203076,,,1610612742,10,16,2025-10-28T00:52:02Z,670000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,66.0,2.0,1.0,1.0,,,,,,,,,,
68,PT05M22.00S,2025-10-28T00:51:56.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612742,12,16,2025-10-28T00:57:25Z,680000,False,0.0,0.0,1,left,A. Davis tip DUNK (4 PTS),[203076],1610612742.0,DAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
69,PT05M22.00S,2025-10-28T00:51:59.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,12,16,2025-10-28T00:51:59Z,690000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M22.00S,2025-10-28T00:53:01.3Z,1,REGULAR,substitution,out,[],202691,,,1610612760,12,16,2025-10-28T00:54:58Z,700000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M22.00S,2025-10-28T00:53:01.3Z,1,REGULAR,substitution,out,[],1642843,,,1610612760,12,16,2025-10-28T00:54:58Z,710000,False,,,0,,SUB out: C. Flagg,[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M22.00S,2025-10-28T00:53:01.3Z,1,REGULAR,substitution,out,[],1641717,,,1610612760,12,16,2025-10-28T00:54:58Z,720000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M22.00S,2025-10-28T00:53:01.3Z,1,REGULAR,substitution,in,[],1630230,,,1610612760,12,16,2025-10-28T00:54:58Z,730000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M22.00S,2025-10-28T00:53:01.3Z,1,REGULAR,substitution,in,[],1629023,,,1610612760,12,16,2025-10-28T00:54:58Z,740000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M22.00S,2025-10-28T00:53:01.3Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,12,16,2025-10-28T00:54:58Z,750000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M59.00S,2025-10-28T00:55:21.8Z,1,REGULAR,3pt,Jump Shot,[],1631096,67.23061760840999,47.549019607843135,1610612760,12,19,2025-10-28T00:55:25Z,760000,False,-12.0,256.0,1,right,C. Holmgren 25' 3PT  (7 PTS) (S. Gilgeous-Alexander 2 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Center,25.58,Made,7.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
78,PT04M43.00S,2025-10-28T00:55:37.3Z,1,REGULAR,3pt,Jump Shot,[],1626156,31.488173455978973,61.274509803921575,1610612742,15,19,2025-10-28T00:57:59Z,780000,False,-56.0,243.0,1,left,D. Russell 24' 3PT pullup (5 PTS) (A. Davis 1 AST),"[1626156, 203076]",1610612742.0,DAL,pullup,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,24.99,Made,5.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
80,PT04M32.00S,2025-10-28T00:55:48.4Z,1,REGULAR,2pt,Jump Shot,[],1628983,93.11760840998686,19.607843137254903,1610612760,15,19,2025-10-28T00:58:39Z,800000,False,-152.0,12.0,1,right,MISS S. Gilgeous-Alexander 15' step back Shot,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,15.25,Missed,,,,,,,,,,,,,,,,,,
81,PT04M28.00S,2025-10-28T00:55:52.4Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,15,19,2025-10-28T00:55:53Z,810000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,80.0,3.0,2.0,1.0,,,,,,,,,,
82,PT04M25.00S,2025-10-28T00:55:55.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,25.969119579500656,16.666666666666664,1610612742,18,19,2025-10-28T01:07:37Z,820000,False,167.0,192.0,1,left,M. Christie 25' 3PT running (6 PTS) (P. Washington 1 AST),"[1631108, 1629023]",1610612742.0,DAL,running,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,25.4,Made,6.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
