actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
281,PT02M53.00S,2023-10-28T00:55:54.2Z,2,REGULAR,foul,personal,['1freethrow'],1628380,,,1610612745,42,46,2023-10-28T00:59:00Z,2760000,False,,,0,,Z. Collins shooting personal FOUL (2 PF) (Tate 1 FT),"[1628380, 1630256]",1610612759.0,SAS,shooting,,,,,,Restricted Area,0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,101283.0,,,,2.0,0.0,Tate,1630256.0,
283,PT02M53.00S,2023-10-28T00:56:25.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,42,46,2023-10-28T00:59:28Z,2780000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M53.00S,2023-10-28T00:58:35.1Z,2,REGULAR,substitution,out,[],1630170,,,1610612745,42,46,2023-10-28T00:58:59Z,2790000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
287,PT02M53.00S,2023-10-28T00:58:35.1Z,2,REGULAR,substitution,out,[],201145,,,1610612745,42,46,2023-10-28T00:58:59Z,2810000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
288,PT02M53.00S,2023-10-28T00:58:35.1Z,2,REGULAR,substitution,in,[],1631103,,,1610612745,42,46,2023-10-28T00:58:59Z,2820000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,,,,,,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
289,PT02M53.00S,2023-10-28T00:58:35.1Z,2,REGULAR,substitution,in,[],1627832,,,1610612745,42,46,2023-10-28T00:58:59Z,2830000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
290,PT02M53.00S,2023-10-28T00:58:35.1Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,42,46,2023-10-28T00:58:59Z,2840000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
315,PT02M53.00S,2023-10-28T00:58:35.1Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,42,46,2023-10-28T01:02:19Z,2845000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
291,PT02M53.00S,2023-10-28T00:59:20.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630256,,,1610612745,42,47,2023-10-28T00:59:20Z,2850000,False,,,0,,J. Tate Free Throw 1 of 1 (3 PTS),[1630256],1610612745.0,HOU,,,,,,,,,,Made,3.0,Tate,J. Tate,,,,,,,,,,,,,,,,,,
292,PT02M33.00S,2023-10-28T00:59:42.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,8.623521681997373,46.568627450980394,1610612759,42,47,2023-10-28T00:59:50Z,2860000,False,17.0,29.0,1,left,MISS M. Branham cutting Layup,[1631103],1610612759.0,SAS,cutting,,,,,,Restricted Area,0-8 Center,3.34,Missed,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
293,PT02M31.00S,2023-10-28T00:59:44.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,42,47,2023-10-28T00:59:50Z,2870000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,292.0,4.0,3.0,1.0,,,,,,,,,,,
294,PT02M28.00S,2023-10-28T00:59:47.7Z,2,REGULAR,3pt,Jump Shot,[],1631095,70.12155059132719,74.50980392156863,1610612745,42,47,2023-10-28T00:59:55Z,2880000,False,123.0,228.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,25.92,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
295,PT02M28.00S,2023-10-28T00:59:47.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,42,47,2023-10-28T00:59:55Z,2890000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,294.0,,,,,,,,,,,,,,
296,PT02M27.00S,2023-10-28T00:59:53.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612745,42,47,2023-10-28T01:00:19Z,2900000,False,,,0,,K. Johnson loose ball personal FOUL (3 PF) (Sengun 2 FT),"[1629640, 1630578]",1610612759.0,SAS,loose ball,,,,,,Restricted Area,0-8 Center,,,,Johnson,K. Johnson,,,,,,,,,,1627526.0,,,,3.0,0.0,Sengun,1630578.0,
298,PT02M27.00S,2023-10-28T01:00:25.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630578,,,1610612745,42,47,2023-10-28T01:00:25Z,2920000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,,,,,,,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
299,PT02M27.00S,2023-10-28T01:00:25.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,42,47,2023-10-28T01:00:25Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,,,,
300,PT02M27.00S,2023-10-28T01:00:27.3Z,2,REGULAR,substitution,out,[],1629640,,,1610612745,42,47,2023-10-28T01:00:32Z,2940000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
301,PT02M27.00S,2023-10-28T01:00:27.3Z,2,REGULAR,substitution,in,[],1630170,,,1610612745,42,47,2023-10-28T01:00:32Z,2950000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
302,PT02M27.00S,2023-10-28T01:00:25.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630578,,,1610612745,42,47,2023-10-28T01:01:02Z,2960000,False,,,0,,MISS A. Sengun Free Throw 2 of 2,[1630578],1610612745.0,HOU,,,,,,,,,,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
303,PT02M25.00S,2023-10-28T01:00:27.7Z,2,REGULAR,rebound,offensive,[],1631095,,,1610612745,42,47,2023-10-28T01:01:02Z,2970000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:3),[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,302.0,5.0,3.0,2.0,,,,,,,,,,,
304,PT02M22.00S,2023-10-28T01:00:54.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630578,86.94152431011827,48.28431372549019,1610612745,42,47,2023-10-28T01:01:06Z,2980000,False,-9.0,70.0,1,right,MISS A. Sengun 7' floating Shot,[1630578],1610612745.0,HOU,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.07,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
305,PT02M19.00S,2023-10-28T01:00:57.7Z,2,REGULAR,rebound,offensive,[],1630224,,,1610612745,42,47,2023-10-28T01:05:07Z,2990000,False,,,0,,J. Green REBOUND (Off:1 Def:3),[1630224],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,304.0,4.0,3.0,1.0,,,,,,,,,,,
306,PT02M16.00S,2023-10-28T01:01:00.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631095,90.48948751642575,51.225490196078425,1610612745,42,49,2023-10-28T01:01:14Z,3000000,False,6.0,37.0,1,right,J. Smith Jr. DUNK (4 PTS) (J. Green 1 AST),"[1631095, 1630224]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,3.74,Made,4.0,Smith Jr.,J. Smith Jr.,J. Green,1630224.0,1.0,,,,,,,,,,,,,,,
308,PT02M01.00S,2023-10-28T01:01:15.5Z,2,REGULAR,turnover,bad pass,[],1628380,,,1610612759,42,49,2023-10-28T01:01:21Z,3020000,False,,,0,,Z. Collins bad pass TURNOVER (3 TO),"[1628380, 1630256]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Center,,,,Collins,Z. Collins,,,,,,,,,,,3.0,Tate,1630256.0,,,,,
309,PT02M01.00S,2023-10-28T01:01:15.5Z,2,REGULAR,steal,,[],1630256,,,1610612745,42,49,2023-10-28T01:01:17Z,3030000,False,,,0,,J. Tate STEAL (2 STL),[1630256],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Center,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
310,PT01M58.00S,2023-10-28T01:01:19.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,91.67214191852825,52.20588235294118,1610612745,42,51,2023-10-28T01:01:30Z,3040000,False,11.0,26.0,1,right,F. VanVleet driving Layup (13 PTS),[1627832],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,2.8,Made,13.0,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
311,PT01M43.00S,2023-10-28T01:01:33.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631103,8.754927726675426,42.8921568627451,1610612759,44,51,2023-10-28T01:01:47Z,3050000,False,36.0,30.0,1,left,M. Branham floating Jump Shot (7 PTS) (Z. Collins 4 AST),"[1631103, 1628380]",1610612759.0,SAS,floating,,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,7.0,Branham,M. Branham,Z. Collins,1628380.0,4.0,,,,,,,,,,,,,,,
313,PT01M27.00S,2023-10-28T01:01:52.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612745,44,51,2023-10-28T01:02:09Z,3070000,False,,,0,,C. Osman shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1626224, 1631095]",1610612759.0,SAS,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Osman,C. Osman,,,,,,,,,,101283.0,,,,1.0,0.0,Smith Jr.,1631095.0,
316,PT01M27.00S,2023-10-28T01:02:20.1Z,2,REGULAR,freethrow,1 of 2,[],1631095,,,1610612745,44,52,2023-10-28T01:02:47Z,3090000,False,,,0,,J. Smith Jr. Free Throw 1 of 2 (5 PTS),[1631095],1610612745.0,HOU,,,,,,,,,,Made,5.0,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
317,PT01M27.00S,2023-10-28T01:02:21.2Z,2,REGULAR,substitution,out,[],1628380,,,1610612745,44,52,2023-10-28T01:02:35Z,3100000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
318,PT01M27.00S,2023-10-28T01:02:21.2Z,2,REGULAR,substitution,in,[],1641705,,,1610612745,44,52,2023-10-28T01:02:35Z,3110000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
319,PT01M27.00S,2023-10-28T01:02:20.1Z,2,REGULAR,freethrow,2 of 2,[],1631095,,,1610612745,44,52,2023-10-28T01:02:47Z,3120000,False,,,0,,MISS J. Smith Jr. Free Throw 2 of 2,[1631095],1610612745.0,HOU,,,,,,,,,,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
320,PT01M26.00S,2023-10-28T01:02:21.1Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,44,52,2023-10-28T01:02:47Z,3130000,False,,,0,,A. Sengun REBOUND (Off:3 Def:5),[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,319.0,8.0,5.0,3.0,,,,,,,,,,,
321,PT01M24.00S,2023-10-28T01:02:48.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,67.62483574244416,77.20588235294117,1610612745,44,52,2023-10-28T01:03:00Z,3140000,False,136.0,252.0,1,right,MISS F. VanVleet 28' 3PT,[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,28.62,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
322,PT01M19.00S,2023-10-28T01:02:53.2Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,44,52,2023-10-28T01:03:00Z,3150000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Osman,C. Osman,,,,321.0,1.0,1.0,0.0,,,,,,,,,,,
323,PT01M13.00S,2023-10-28T01:02:57.8Z,2,REGULAR,3pt,Jump Shot,[],1630170,27.54599211563732,15.686274509803921,1610612759,47,52,2023-10-28T01:03:04Z,3160000,False,172.0,206.0,1,left,D. Vassell 26' 3PT  (14 PTS) (M. Branham 2 AST),"[1630170, 1631103]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,26.84,Made,14.0,Vassell,D. Vassell,M. Branham,1631103.0,2.0,,,,,,,,,,,,,,,
325,PT00M53.10S,2023-10-28T01:03:19.5Z,2,REGULAR,2pt,Jump Shot,[],1630224,74.98357424441524,61.274509803921575,1610612745,47,52,2023-10-28T01:03:31Z,3180000,False,56.0,183.0,1,right,MISS J. Green 19' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Center,19.12,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
326,PT00M49.80S,2023-10-28T01:03:22.8Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,47,52,2023-10-28T01:03:31Z,3190000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:2),[1641705],1610612759.0,SAS,,,,,,,Mid-Range,16-24 Center,,,,Wembanyama,V. Wembanyama,,,,325.0,4.0,2.0,2.0,,,,,,,,,,,
327,PT00M46.30S,2023-10-28T01:03:26.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,26.231931668856767,13.23529411764706,1610612759,50,52,2023-10-28T01:18:53Z,3200000,False,184.0,194.0,1,left,C. Osman 26' 3PT running (6 PTS) (V. Wembanyama 1 AST),"[1626224, 1641705]",1610612759.0,SAS,running,,,,,,Above the Break 3,24+ Right Center,26.73,Made,6.0,Osman,C. Osman,V. Wembanyama,1641705.0,1.0,,,,,,,,,,,,,,,
329,PT00M29.20S,2023-10-28T01:03:46.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.86136662286465,50.0,1610612745,50,52,2023-10-28T01:20:20Z,3220000,False,0.0,62.0,1,right,MISS A. Sengun 6' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.16,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
330,PT00M29.20S,2023-10-28T01:03:46.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,50,52,2023-10-28T01:03:51Z,3230000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,329.0,,,,,,,,,,,,,,
332,PT00M08.50S,2023-10-28T01:04:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,13.87976346911958,61.029411764705884,1610612759,52,52,2023-10-28T01:04:35Z,3250000,False,-55.0,78.0,1,left,T. Jones 9' floating Jump Shot (4 PTS),[1630200],1610612759.0,SAS,floating,,,,,,In The Paint (Non-RA),8-16 Left,9.55,Made,4.0,Jones,T. Jones,,,,,,,,,,,,,,,,,,
333,PT00M00.70S,2023-10-28T01:04:25.3Z,2,REGULAR,2pt,Jump Shot,[],1630224,91.67214191852825,81.12745098039215,1610612745,52,52,2023-10-28T01:04:40Z,3260000,False,156.0,26.0,1,right,MISS J. Green 15' fadeaway Shot,[1630224],1610612745.0,HOU,fadeaway,,,,,,Mid-Range,8-16 Right,15.77,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
334,PT00M00.70S,2023-10-28T01:04:25.3Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,52,52,2023-10-28T01:04:40Z,3270000,False,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,,,,Osman,C. Osman,,,,333.0,2.0,2.0,0.0,,,,,,,,,,,
335,PT00M00.00S,2023-10-28T01:04:30.9Z,2,REGULAR,period,end,[],0,,,1610612759,52,52,2023-10-28T01:04:30Z,3280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,out,['startperiod'],1626224,,,1610612759,52,52,2023-10-28T01:19:36Z,3290000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,52,52,2023-10-28T01:19:36Z,3300000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,52,52,2023-10-28T01:19:36Z,3310000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,,,,,,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,out,['startperiod'],1630256,,,1610612759,52,52,2023-10-28T01:19:36Z,3320000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,in,['startperiod'],1629640,,,1610612759,52,52,2023-10-28T01:19:36Z,3330000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,in,['startperiod'],1631110,,,1610612759,52,52,2023-10-28T01:19:36Z,3340000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,in,['startperiod'],1628380,,,1610612759,52,52,2023-10-28T01:19:36Z,3350000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2023-10-28T01:18:43.4Z,3,REGULAR,substitution,in,['startperiod'],1628415,,,1610612759,52,52,2023-10-28T01:19:36Z,3360000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2023-10-28T01:19:44.4Z,3,REGULAR,period,start,[],0,,,1610612745,52,52,2023-10-28T01:19:44Z,3370000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M36.00S,2023-10-28T01:20:08.2Z,3,REGULAR,3pt,Jump Shot,[],1630224,29.77989487516426,22.058823529411764,1610612745,52,52,2023-10-28T01:20:15Z,3380000,False,140.0,227.0,1,left,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.69,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
346,PT11M32.00S,2023-10-28T01:20:12.2Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,52,52,2023-10-28T01:20:15Z,3390000,False,,,0,,Z. Collins REBOUND (Off:0 Def:4),[1628380],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Collins,Z. Collins,,,,345.0,4.0,4.0,0.0,,,,,,,,,,,
347,PT11M29.00S,2023-10-28T01:20:18.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,86.5473061760841,47.794117647058826,1610612759,54,52,2023-10-28T01:22:48Z,3400000,False,-11.0,74.0,1,right,V. Wembanyama 7' driving floating Jump Shot (7 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.48,Made,7.0,Wembanyama,V. Wembanyama,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,,
349,PT11M29.00S,2023-10-28T01:20:23.3Z,3,REGULAR,foul,personal,['1freethrow'],1631095,,,1610612759,54,52,2023-10-28T01:20:38Z,3420000,False,,,0,,J. Smith Jr. shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1631095, 1641705]",1610612745.0,HOU,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,1627526.0,,,,1.0,0.0,Wembanyama,1641705.0,
351,PT11M29.00S,2023-10-28T01:20:44.3Z,3,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,55,52,2023-10-28T01:20:44Z,3440000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (8 PTS),[1641705],1610612759.0,SAS,,,,,,,,,,Made,8.0,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
352,PT11M15.00S,2023-10-28T01:21:01.5Z,3,REGULAR,2pt,Jump Shot,[],1628415,15.982260183968464,73.52941176470588,1610612745,55,52,2023-10-28T01:21:18Z,3450000,False,-118.0,98.0,1,left,MISS D. Brooks 15' pullup Shot,[1628415],1610612745.0,HOU,pullup,,,,,,Mid-Range,8-16 Left,15.29,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
353,PT11M12.00S,2023-10-28T01:21:04.5Z,3,REGULAR,rebound,defensive,[],1631110,,,1610612759,55,52,2023-10-28T01:21:18Z,3460000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,,,,Mid-Range,8-16 Left,,,,Sochan,J. Sochan,,,,352.0,2.0,2.0,0.0,,,,,,,,,,,
354,PT10M59.00S,2023-10-28T01:21:17.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,85.23324572930355,42.15686274509804,1610612759,55,52,2023-10-28T01:21:25Z,3470000,False,-39.0,86.0,1,right,MISS K. Johnson 9' floating Shot,[1629640],1610612759.0,SAS,floating,,,,,,In The Paint (Non-RA),8-16 Center,9.48,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
355,PT10M59.00S,2023-10-28T01:21:17.3Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,55,52,2023-10-28T01:21:25Z,3480000,False,,,0,,A. Sengun REBOUND (Off:3 Def:6),[1630578],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Sengun,A. Sengun,,,,354.0,9.0,6.0,3.0,,,,,,,,,,,
356,PT10M41.00S,2023-10-28T01:21:35.2Z,3,REGULAR,3pt,Jump Shot,[],1631095,33.722076215505915,42.15686274509804,1610612745,55,55,2023-10-28T01:21:39Z,3490000,False,39.0,264.0,1,left,J. Smith Jr. 26' 3PT  (8 PTS) (A. Sengun 4 AST),"[1631095, 1630578]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,26.74,Made,8.0,Smith Jr.,J. Smith Jr.,A. Sengun,1630578.0,4.0,,,,,,,,,,,,,,,
358,PT10M32.00S,2023-10-28T01:21:44.3Z,3,REGULAR,3pt,Jump Shot,[],1629640,84.70762155059133,96.07843137254902,1610612759,58,55,2023-10-28T01:21:53Z,3510000,False,230.0,91.0,1,right,K. Johnson 24' 3PT  (11 PTS) (J. Sochan 2 AST),"[1629640, 1631110]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right,24.78,Made,11.0,Johnson,K. Johnson,J. Sochan,1631110.0,2.0,,,,,,,,,,,,,,,
360,PT10M13.00S,2023-10-28T01:22:03.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,8.492115637319317,47.05882352941176,1610612745,58,57,2023-10-28T01:22:17Z,3530000,False,15.0,27.0,1,left,J. Green driving Layup (14 PTS),[1630224],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,3.1,Made,14.0,Green,J. Green,,,,,,,,,,,,,,,,,,
361,PT09M59.00S,2023-10-28T01:22:17.1Z,3,REGULAR,turnover,lost ball,[],1641705,,,1610612759,58,57,2023-10-28T01:22:24Z,3540000,False,,,0,,V. Wembanyama lost ball TURNOVER (1 TO),"[1641705, 1628415]",1610612759.0,SAS,,,,,,,Mid-Range,8-16 Left,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,1.0,Brooks,1628415.0,,,,,
362,PT09M59.00S,2023-10-28T01:22:17.1Z,3,REGULAR,steal,,[],1628415,,,1610612745,58,57,2023-10-28T01:22:19Z,3550000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Left,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
363,PT09M54.00S,2023-10-28T01:22:22.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628415,8.09789750328515,45.588235294117645,1610612745,58,59,2023-10-28T01:22:32Z,3560000,False,22.0,24.0,1,left,D. Brooks running finger roll Layup (8 PTS),[1628415],1610612745.0,HOU,running finger roll,,,,,,Restricted Area,0-8 Center,3.23,Made,8.0,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
364,PT09M37.00S,2023-10-28T01:22:39.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,87.33574244415243,51.470588235294116,1610612759,60,59,2023-10-28T01:22:47Z,3570000,False,7.0,67.0,1,right,K. Johnson 6' floating Jump Shot (13 PTS) (Z. Collins 5 AST),"[1629640, 1628380]",1610612759.0,SAS,floating,,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,13.0,Johnson,K. Johnson,Z. Collins,1628380.0,5.0,,,,,,,,,,,,,,,
366,PT09M21.00S,2023-10-28T01:22:54.8Z,3,REGULAR,2pt,Jump Shot,[],1627832,25.837713534822605,42.15686274509804,1610612745,60,59,2023-10-28T01:23:00Z,3590000,False,39.0,190.0,1,left,MISS F. VanVleet 19' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Center,19.44,Missed,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
