actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
84,PT05M10.00S,2024-04-07T23:23:47.3Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,14,21,2024-04-07T23:23:56Z,830000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M10.00S,2024-04-07T23:23:47.3Z,1,REGULAR,substitution,in,[],1627741,,,1610612759,14,21,2024-04-07T23:23:56Z,840000,False,,,0,,SUB in: B. Hield,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M10.00S,2024-04-07T23:24:07.7Z,1,REGULAR,freethrow,2 of 2,[],1630200,,,1610612759,15,21,2024-04-07T23:24:07Z,850000,False,,,0,,T. Jones Free Throw 2 of 2 (3 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
87,PT04M47.00S,2024-04-07T23:24:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,7.966491458607096,53.431372549019606,1610612755,15,21,2024-04-07T23:24:38Z,860000,False,-17.0,22.0,1,left,MISS C. Payne driving finger roll Layup,[1626166],1610612755.0,PHI,driving finger roll,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,2.82,Missed,,,,,,,,,,,,,,,,,,
88,PT04M45.00S,2024-04-07T23:24:33.1Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,15,21,2024-04-07T23:24:38Z,870000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,,,
89,PT04M31.00S,2024-04-07T23:24:47.0Z,1,REGULAR,2pt,Jump Shot,[],1630200,79.84559789750328,67.8921568627451,1610612759,15,21,2024-04-07T23:24:52Z,880000,False,89.0,137.0,1,right,MISS T. Jones 16' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right Center,16.36,Missed,,,,,,,,,,,,,,,,,,
90,PT04M29.00S,2024-04-07T23:24:50.2Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,15,21,2024-04-07T23:24:50Z,890000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right Center,,,89.0,4.0,3.0,1.0,,,,,,,,,,,,,,
91,PT04M29.00S,2024-04-07T23:24:50.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,94.40999984741211,50.0,1610612759,15,21,2024-04-07T23:24:50Z,900000,False,0.0,0.0,1,right,MISS V. Wembanyama tip DUNK,[1641705],1610612759.0,SAS,tip,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
92,PT04M27.00S,2024-04-07T23:24:51.4Z,1,REGULAR,rebound,offensive,[],1630200,,,1610612759,15,21,2024-04-07T23:24:51Z,910000,False,,,0,,T. Jones REBOUND (Off:1 Def:0),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,91.0,1.0,0.0,1.0,,,,,,,,,,,,,,
93,PT04M25.00S,2024-04-07T23:24:54.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630200,87.07293035479631,95.83333333333334,1610612759,15,21,2024-04-07T23:25:02Z,920000,False,229.0,69.0,1,right,MISS T. Jones pullup 3PT,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.94,Missed,,,,,,,,,,,,,,,,,,
94,PT04M21.00S,2024-04-07T23:24:58.2Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612755,15,21,2024-04-07T23:25:02Z,930000,False,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT04M14.00S,2024-04-07T23:25:04.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,33.590670170827856,62.99019607843137,1610612755,15,24,2024-04-07T23:25:10Z,940000,False,-65.0,263.0,1,left,K. Oubre Jr. 27' 3PT pullup (12 PTS),[1626162],1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,27.12,Made,,,,,,,,,,,,12.0,,,,,,
96,PT03M52.00S,2024-04-07T23:25:25.8Z,1,REGULAR,3pt,Jump Shot,[],1641705,69.85873850197109,75.49019607843137,1610612759,15,24,2024-04-07T23:25:33Z,950000,False,127.0,231.0,1,right,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
97,PT03M47.00S,2024-04-07T23:25:30.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,15,24,2024-04-07T23:25:33Z,960000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
112,PT03M41.00S,2024-04-07T23:25:26.2Z,1,REGULAR,2pt,Jump Shot,[],1626162,9.198423127463863,25.513174019607842,1610612755,15,24,2024-04-07T23:28:38Z,965000,False,122.0,34.0,1,left,MISS K. Oubre Jr. 12' pullup Shot - blocked,"[1626162, 1641705]",1610612755.0,PHI,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,12.7,Missed,,,,,Wembanyama,1641705.0,,,,,,,,,,,,
113,PT03M41.00S,2024-04-07T23:25:26.2Z,1,REGULAR,block,,[],1641705,,,1610612755,15,24,2024-04-07T23:27:11Z,967500,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2024-04-07T23:25:27.2Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,15,24,2024-04-07T23:28:38Z,968750,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,112.0,3.0,2.0,1.0,,,,,,,,,,,,,,
99,PT03M30.00S,2024-04-07T23:25:55.2Z,1,REGULAR,substitution,out,[],1641705,,,1610612755,15,24,2024-04-07T23:26:05Z,980000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M30.00S,2024-04-07T23:25:55.2Z,1,REGULAR,substitution,out,[],1630200,,,1610612755,15,24,2024-04-07T23:26:05Z,990000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M30.00S,2024-04-07T23:25:55.2Z,1,REGULAR,substitution,out,[],201587,,,1610612755,15,24,2024-04-07T23:26:05Z,1000000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M30.00S,2024-04-07T23:25:55.2Z,1,REGULAR,substitution,in,[],1628984,,,1610612755,15,24,2024-04-07T23:26:05Z,1010000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M30.00S,2024-04-07T23:25:55.2Z,1,REGULAR,substitution,in,[],1628380,,,1610612755,15,24,2024-04-07T23:26:05Z,1020000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M30.00S,2024-04-07T23:25:55.2Z,1,REGULAR,substitution,in,[],1630231,,,1610612755,15,24,2024-04-07T23:26:05Z,1030000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M27.00S,2024-04-07T23:26:16.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628964,28.07161629434954,80.3921568627451,1610612755,15,24,2024-04-07T23:27:40Z,1040000,False,-152.0,211.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
106,PT03M24.00S,2024-04-07T23:26:19.4Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,15,24,2024-04-07T23:26:21Z,1050000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,105.0,3.0,3.0,0.0,,,,,,,,,,,,,,
107,PT03M22.00S,2024-04-07T23:26:23.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628380,90.48948751642575,45.34313725490196,1610612759,15,24,2024-04-07T23:27:27Z,1060000,False,-23.0,37.0,1,right,MISS Z. Collins running finger roll Layup - blocked,"[1628380, 1628964]",1610612759.0,SAS,running finger roll,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,Bamba,1628964.0,,,,,,,,,,,,
108,PT03M22.00S,2024-04-07T23:26:23.6Z,1,REGULAR,block,,[],1628964,,,1610612759,15,24,2024-04-07T23:26:27Z,1070000,False,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2024-04-07T23:26:24.6Z,1,REGULAR,rebound,offensive,[],1631104,,,1610612759,15,24,2024-04-07T23:27:27Z,1080000,False,,,0,,B. Wesley REBOUND (Off:1 Def:0),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,107.0,1.0,0.0,1.0,,,,,,,,,,,,,,
110,PT03M20.00S,2024-04-07T23:26:32.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631104,94.40999984741211,50.0,1610612759,17,24,2024-04-07T23:27:35Z,1090000,False,0.0,0.0,1,right,B. Wesley tip Layup (2 PTS),[1631104],1610612759.0,SAS,tip,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,2.0,,,,,,
111,PT03M11.00S,2024-04-07T23:26:39.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,17,24,2024-04-07T23:26:39Z,1100000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M11.00S,2024-04-07T23:29:05.6Z,1,REGULAR,substitution,out,[],1626166,,,1610612755,17,24,2024-04-07T23:29:20Z,1110000,False,,,0,,SUB out: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M11.00S,2024-04-07T23:29:05.6Z,1,REGULAR,substitution,in,[],1630178,,,1610612755,17,24,2024-04-07T23:29:20Z,1120000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M00.00S,2024-04-07T23:29:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630231,6.652431011826544,63.725490196078425,1610612755,17,26,2024-04-07T23:29:51Z,1130000,False,-69.0,10.0,1,left,K. Martin 6' floating Jump Shot (2 PTS) (K. Oubre Jr. 2 AST),"[1630231, 1626162]",1610612755.0,PHI,floating,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,6.93,Made,,,,,,,,,,,,2.0,,K. Oubre Jr.,1626162.0,2.0,,
119,PT02M33.00S,2024-04-07T23:30:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,87.20433639947439,50.49019607843137,1610612759,19,26,2024-04-07T23:30:17Z,1150000,False,2.0,68.0,1,right,Z. Collins 6' floating Jump Shot (2 PTS) (D. Graham 1 AST),"[1628380, 1628984]",1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,,,,,,,,2.0,,D. Graham,1628984.0,1.0,,
121,PT02M17.00S,2024-04-07T23:30:28.5Z,1,REGULAR,2pt,Jump Shot,[],1628964,20.45006570302234,60.5392156862745,1610612755,19,26,2024-04-07T23:30:33Z,1170000,False,-53.0,140.0,1,left,MISS M. Bamba 14' Jump Shot,[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Center,14.93,Missed,,,,,,,,,,,,,,,,,,
122,PT02M14.00S,2024-04-07T23:30:31.5Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612759,19,26,2024-04-07T23:30:33Z,1180000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,8-16 Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT02M05.00S,2024-04-07T23:30:48.4Z,1,REGULAR,foul,personal,['3freethrow'],1627741,,,1610612759,19,26,2024-04-07T23:33:25Z,1200000,False,,,0,,B. Hield shooting personal FOUL (1 PF) (Champagnie 3 FT),"[1627741, 1630577]",1610612755.0,PHI,shooting,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1628954.0,1.0,0.0,Champagnie,1630577.0,,,,,,,
127,PT02M05.00S,2024-04-07T23:32:48.3Z,1,REGULAR,freethrow,1 of 3,[],1630577,,,1610612759,19,26,2024-04-07T23:32:48Z,1230000,False,,,0,,MISS J. Champagnie Free Throw 1 of 3,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
128,PT02M05.00S,2024-04-07T23:32:48.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,19,26,2024-04-07T23:32:48Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,
129,PT02M05.00S,2024-04-07T23:32:48.3Z,1,REGULAR,freethrow,2 of 3,[],1630577,,,1610612759,20,26,2024-04-07T23:33:30Z,1250000,False,,,0,,J. Champagnie Free Throw 2 of 3 (4 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
131,PT02M05.00S,2024-04-07T23:33:06.7Z,1,REGULAR,substitution,out,[],1626162,,,1610612759,20,26,2024-04-07T23:33:17Z,1270000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M05.00S,2024-04-07T23:33:06.7Z,1,REGULAR,substitution,in,[],1630288,,,1610612759,20,26,2024-04-07T23:33:17Z,1280000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M05.00S,2024-04-07T23:32:48.3Z,1,REGULAR,freethrow,3 of 3,[],1630577,,,1610612759,21,26,2024-04-07T23:33:30Z,1290000,False,,,0,,J. Champagnie Free Throw 3 of 3 (5 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,Made,,,,,,,,,,,,5.0,,,,,,
134,PT01M52.00S,2024-04-07T23:33:34.1Z,1,REGULAR,3pt,Jump Shot,[],1630288,8.623521681997373,2.941176470588235,1610612755,21,26,2024-04-07T23:33:39Z,1300000,False,235.0,29.0,1,left,MISS J. Dowtin Jr. 3PT,[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Right Corner 3,24+ Right,23.7,Missed,,,,,,,,,,,,,,,,,,
135,PT01M49.00S,2024-04-07T23:33:37.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,21,26,2024-04-07T23:33:39Z,1310000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:4),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,134.0,4.0,4.0,0.0,,,,,,,,,,,,,,
136,PT01M30.00S,2024-04-07T23:33:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,91.67214191852825,56.86274509803921,1610612759,21,26,2024-04-07T23:34:01Z,1320000,False,34.0,26.0,1,right,MISS Z. Collins Layup - blocked,"[1628380, 1628964]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,Bamba,1628964.0,,,,,,,,,,,,
137,PT01M30.00S,2024-04-07T23:33:55.7Z,1,REGULAR,block,,[],1628964,,,1610612759,21,26,2024-04-07T23:33:58Z,1330000,False,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT01M27.00S,2024-04-07T23:33:58.7Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612755,21,26,2024-04-07T23:34:01Z,1340000,False,,,0,,K. Martin REBOUND (Off:0 Def:1),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M20.00S,2024-04-07T23:34:05.5Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612755,21,26,2024-04-07T23:34:11Z,1350000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1630577]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,1.0,,,,Champagnie,1630577.0
140,PT01M20.00S,2024-04-07T23:34:05.5Z,1,REGULAR,steal,,[],1630577,,,1610612759,21,26,2024-04-07T23:34:07Z,1360000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
141,PT01M16.00S,2024-04-07T23:34:09.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628984,67.23061760840999,29.901960784313726,1610612759,24,26,2024-04-07T23:34:18Z,1370000,False,-100.0,256.0,1,right,D. Graham 27' 3PT running (3 PTS) (J. Champagnie 2 AST),"[1628984, 1630577]",1610612759.0,SAS,running,,,Graham,D. Graham,,,,,Above the Break 3,24+ Left Center,27.46,Made,,,,,,,,,,,,3.0,,J. Champagnie,1630577.0,2.0,,
146,PT00M54.50S,2024-04-07T23:34:53.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,26.231931668856767,11.029411764705882,1610612755,24,29,2024-04-07T23:50:35Z,1420000,False,195.0,194.0,1,left,B. Hield 27' 3PT  (3 PTS) (T. Maxey 1 AST),"[1627741, 1630178]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,27.51,Made,,,,,,,,,,,,3.0,,T. Maxey,1630178.0,1.0,,
148,PT00M43.50S,2024-04-07T23:35:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630572,68.67608409986859,25.245098039215684,1610612759,24,29,2024-04-07T23:35:12Z,1440000,False,-124.0,242.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,27.17,Missed,,,,,,,,,,,,,,,,,,
149,PT00M40.20S,2024-04-07T23:35:10.7Z,1,REGULAR,rebound,defensive,[],1630288,,,1610612755,24,29,2024-04-07T23:35:12Z,1450000,False,,,0,,J. Dowtin Jr. REBOUND (Off:0 Def:1),[1630288],1610612755.0,PHI,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Above the Break 3,24+ Left Center,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,
150,PT00M34.70S,2024-04-07T23:35:17.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,13.61695137976347,41.66666666666667,1610612755,24,31,2024-04-07T23:35:21Z,1460000,False,42.0,75.0,1,left,T. Maxey 8' driving floating Jump Shot (6 PTS),[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,8.63,Made,,,,,,,,,,,,6.0,,,,,,
151,PT00M13.60S,2024-04-07T23:35:39.9Z,1,REGULAR,3pt,Jump Shot,[],1628984,66.04796320630749,51.225490196078425,1610612759,24,31,2024-04-07T23:37:09Z,1470000,False,6.0,267.0,1,right,MISS D. Graham 26' step back 3PT,[1628984],1610612759.0,SAS,step back,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,26.67,Missed,,,,,,,,,,,,,,,,,,
152,PT00M09.90S,2024-04-07T23:35:43.6Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,24,31,2024-04-07T23:35:57Z,1480000,False,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,,,151.0,2.0,2.0,0.0,,,,,,,,,,,,,,
153,PT00M01.60S,2024-04-07T23:35:53.5Z,1,REGULAR,foul,personal,[],1631104,,,1610612755,24,31,2024-04-07T23:36:20Z,1490000,False,,,0,,B. Wesley personal FOUL (1 PF),"[1631104, 1630178]",1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,1628954.0,1.0,0.0,Maxey,1630178.0,,,,,,,
155,PT00M01.60S,2024-04-07T23:36:16.3Z,1,REGULAR,substitution,out,[],1630231,,,1610612755,24,31,2024-04-07T23:36:22Z,1510000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M01.60S,2024-04-07T23:36:16.3Z,1,REGULAR,substitution,in,[],201587,,,1610612755,24,31,2024-04-07T23:36:22Z,1520000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2024-04-07T23:36:37.9Z,1,REGULAR,period,end,[],0,,,1610612755,24,31,2024-04-07T23:36:37Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-04-07T23:38:42.9Z,2,REGULAR,substitution,out,['startperiod'],1630577,,,1610612755,24,31,2024-04-07T23:39:12Z,1540000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-04-07T23:38:42.9Z,2,REGULAR,substitution,out,['startperiod'],1630572,,,1610612755,24,31,2024-04-07T23:39:12Z,1550000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-04-07T23:38:42.9Z,2,REGULAR,substitution,out,['startperiod'],201587,,,1610612755,24,31,2024-04-07T23:39:12Z,1560000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-04-07T23:38:42.9Z,2,REGULAR,substitution,in,['startperiod'],1629640,,,1610612755,24,31,2024-04-07T23:39:12Z,1570000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-04-07T23:38:42.9Z,2,REGULAR,substitution,in,['startperiod'],1631103,,,1610612755,24,31,2024-04-07T23:39:12Z,1580000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-04-07T23:38:42.9Z,2,REGULAR,substitution,in,['startperiod'],1630231,,,1610612755,24,31,2024-04-07T23:39:12Z,1590000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-04-07T23:39:24.1Z,2,REGULAR,period,start,[],0,,,1610612755,24,31,2024-04-07T23:39:24Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M38.00S,2024-04-07T23:40:09.1Z,2,REGULAR,3pt,Jump Shot,[],1630178,34.247700394218136,43.872549019607845,1610612755,24,31,2024-04-07T23:40:21Z,1620000,False,31.0,269.0,1,left,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,27.11,Missed,,,,,,,,,,,,,,,,,,
167,PT11M33.00S,2024-04-07T23:40:14.1Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612759,24,31,2024-04-07T23:40:21Z,1630000,False,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
168,PT11M33.00S,2024-04-07T23:40:15.3Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612759,24,31,2024-04-07T23:40:25Z,1640000,False,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 1627741]",1610612759.0,SAS,,,,Graham,D. Graham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,,,,Hield,1627741.0
169,PT11M33.00S,2024-04-07T23:40:15.3Z,2,REGULAR,steal,,[],1627741,,,1610612755,24,31,2024-04-07T23:47:14Z,1650000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
