actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,area,areaDetail,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
248,PT05M36.00S,2024-04-13T00:53:39.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,86.67871222076215,45.588235294117645,1610612759,41,46,2024-04-13T00:57:32Z,2400000,False,-22.0,73.0,1,right,MISS Z. Collins 7' driving Hook,[1628380],1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,,,,Missed,,In The Paint (Non-RA),0-8 Center,,7.6,,,,,,,,,,,,,
249,PT05M35.00S,2024-04-13T00:53:40.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,41,46,2024-04-13T00:53:44Z,2410000,False,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,248.0,In The Paint (Non-RA),0-8 Center,,,3.0,2.0,1.0,,,,,,,,,,
251,PT05M23.00S,2024-04-13T00:53:52.5Z,2,REGULAR,2pt,Jump Shot,[],1629008,28.33442838370565,52.94117647058824,1610612743,41,48,2024-04-13T00:54:16Z,2430000,False,-15.0,214.0,1,left,M. Porter Jr. 21' step back Jump Shot (4 PTS) (C. Braun 3 AST),"[1629008, 1631128]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,Mid-Range,16-24 Center,,21.43,,,,4.0,C. Braun,1631128.0,3.0,,,,,,
253,PT04M55.00S,2024-04-13T00:54:19.9Z,2,REGULAR,2pt,Jump Shot,[],1641705,87.07293035479631,72.79411764705883,1610612759,41,48,2024-04-13T00:58:26Z,2450000,False,114.0,69.0,1,right,MISS V. Wembanyama 13' fadeaway Shot,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,Mid-Range,8-16 Right,,13.33,,,,,,,,,,,,,
254,PT04M53.00S,2024-04-13T00:54:21.9Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,41,48,2024-04-13T00:54:24Z,2460000,False,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,253.0,Mid-Range,8-16 Right,,,4.0,3.0,1.0,,,,,,,,,,
255,PT04M35.00S,2024-04-13T00:54:40.6Z,2,REGULAR,3pt,Jump Shot,[],1627750,27.94021024967148,22.058823529411764,1610612743,41,51,2024-04-13T00:54:51Z,2470000,False,140.0,210.0,1,left,J. Murray 25' 3PT step back (13 PTS) (N. Jokic 2 AST),"[1627750, 203999]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,,,,Made,,Above the Break 3,24+ Right Center,,25.23,,,,13.0,N. Jokic,203999.0,2.0,,,,,,
257,PT04M34.00S,2024-04-13T00:54:46.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,41,51,2024-04-13T00:54:46Z,2490000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M34.00S,2024-04-13T00:55:54.6Z,2,REGULAR,substitution,out,[],1631128,,,1610612759,41,51,2024-04-13T00:56:08Z,2500000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M34.00S,2024-04-13T00:55:54.6Z,2,REGULAR,substitution,in,[],203484,,,1610612759,41,51,2024-04-13T00:56:08Z,2510000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M13.00S,2024-04-13T00:56:42.0Z,2,REGULAR,turnover,traveling,[],1641705,,,1610612759,41,51,2024-04-13T00:56:50Z,2520000,False,,,0,,V. Wembanyama traveling TURNOVER (1 TO),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,1627964.0,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,,
261,PT04M00.00S,2024-04-13T00:57:08.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629008,8.886333771353483,30.88235294117647,1610612743,41,51,2024-04-13T00:57:19Z,2530000,False,96.0,31.0,1,left,MISS M. Porter Jr. 10' fadeaway bank Shot,[1629008],1610612743.0,DEN,fadeaway bank,,,Porter Jr.,M. Porter Jr.,,,,,,,,Missed,,Mid-Range,8-16 Right,,10.05,,,,,,,,,,,,,
262,PT03M58.00S,2024-04-13T00:57:10.2Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,41,51,2024-04-13T00:57:19Z,2540000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:8),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,261.0,Mid-Range,8-16 Right,,,8.0,8.0,0.0,,,,,,,,,,
263,PT03M54.00S,2024-04-13T00:57:13.7Z,2,REGULAR,turnover,bad pass,[],1641705,,,1610612759,41,51,2024-04-13T00:57:23Z,2550000,False,,,0,,V. Wembanyama bad pass TURNOVER (2 TO),"[1641705, 203484]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,Caldwell-Pope,203484.0,,,,
264,PT03M54.00S,2024-04-13T00:57:13.7Z,2,REGULAR,steal,,[],203484,,,1610612743,41,51,2024-04-13T00:57:15Z,2560000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
265,PT03M51.00S,2024-04-13T00:57:17.3Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203484,6.652431011826544,49.26470588235294,1610612743,41,53,2024-04-13T01:00:36Z,2570000,False,4.0,10.0,1,left,K. Caldwell-Pope running DUNK (5 PTS),[203484],1610612743.0,DEN,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,Restricted Area,0-8 Center,,1.07,,,,5.0,,,,,,,,,
266,PT03M31.00S,2024-04-13T00:57:37.1Z,2,REGULAR,3pt,Jump Shot,[],1641705,91.93495400788436,3.1862745098039214,1610612759,44,53,2024-04-13T00:57:47Z,2580000,False,-234.0,23.0,1,right,V. Wembanyama 3PT  (13 PTS) (Z. Collins 1 AST),"[1641705, 1628380]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,Left Corner 3,24+ Left,,23.53,,,,13.0,Z. Collins,1628380.0,1.0,,,,,,
268,PT03M17.00S,2024-04-13T00:57:51.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.389618922470433,49.50980392156863,1610612743,44,55,2024-04-13T00:59:08Z,2600000,False,2.0,8.0,1,left,A. Gordon cutting DUNK (5 PTS) (N. Jokic 3 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,,,,Made,,Restricted Area,0-8 Center,,0.8,,,,5.0,N. Jokic,203999.0,3.0,,,,,,
270,PT03M04.00S,2024-04-13T00:58:03.3Z,2,REGULAR,3pt,Jump Shot,[],1641705,70.51576872536137,23.774509803921568,1610612759,44,55,2024-04-13T00:58:30Z,2620000,False,-131.0,225.0,1,right,MISS V. Wembanyama 26' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,Above the Break 3,24+ Left Center,,26.01,,,,,,,,,,,,,
271,PT03M03.00S,2024-04-13T00:58:04.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,44,55,2024-04-13T00:58:30Z,2630000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,270.0,Above the Break 3,24+ Left Center,,,3.0,3.0,0.0,,,,,,,,,,
272,PT03M03.00S,2024-04-13T00:58:21.1Z,2,REGULAR,substitution,out,[],1628984,,,1610612743,44,55,2024-04-13T00:58:36Z,2640000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M03.00S,2024-04-13T00:58:21.1Z,2,REGULAR,substitution,out,[],1630577,,,1610612743,44,55,2024-04-13T00:58:36Z,2650000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M03.00S,2024-04-13T00:58:21.1Z,2,REGULAR,substitution,in,[],1630200,,,1610612743,44,55,2024-04-13T00:58:36Z,2660000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M03.00S,2024-04-13T00:58:21.1Z,2,REGULAR,substitution,in,[],1631321,,,1610612743,44,55,2024-04-13T00:58:36Z,2670000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M03.00S,2024-04-13T00:59:00.2Z,2,REGULAR,jumpball,recovered,[],1631104,,,1610612743,44,55,2024-04-13T01:02:12Z,2680000,False,,,0,,Jump Ball Z. Collins vs. M. Porter Jr.: Tip to B. Wesley,"[1631104, 1628380, 1629008]",1610612759.0,SAS,heldball,B. Wesley,1631104.0,Wesley,B. Wesley,Collins,1628380.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,,,,,,,
279,PT02M59.00S,2024-04-13T00:59:00.2Z,2,REGULAR,turnover,lost ball,[],1629008,,,1610612743,44,55,2024-04-13T00:59:00Z,2710000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 1628380]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,1.0,,,,,,,,,Collins,1628380.0,,,,
280,PT02M59.00S,2024-04-13T00:59:00.2Z,2,REGULAR,steal,,[],1628380,,,1610612759,44,55,2024-04-13T00:59:00Z,2720000,False,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M54.00S,2024-04-13T00:59:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641705,92.32917214191852,49.754901960784316,1610612759,44,55,2024-04-13T00:59:35Z,2730000,False,-1.0,20.0,1,right,MISS V. Wembanyama driving Layup - blocked,"[1641705, 203999]",1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,Restricted Area,0-8 Center,,1.96,,,,,,,,,,,,Jokic,203999.0
282,PT02M54.00S,2024-04-13T00:59:17.0Z,2,REGULAR,block,,[],203999,,,1610612759,44,55,2024-04-13T00:59:19Z,2740000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
283,PT02M54.00S,2024-04-13T00:59:17.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,44,55,2024-04-13T00:59:35Z,2750000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,281.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
285,PT02M47.00S,2024-04-13T00:59:41.3Z,2,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,44,55,2024-04-13T01:07:47Z,2770000,False,,,0,,V. Wembanyama bad pass out-of-bounds TURNOVER (3 TO),[1641705],1610612759.0,SAS,bad pass,,,Wembanyama,V. Wembanyama,,,,,1627964.0,,,,,Mid-Range,8-16 Right,3.0,,,,,,,,,,,,,,
286,PT02M32.00S,2024-04-13T01:00:01.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,6.258212877792378,49.50980392156863,1610612743,44,57,2024-04-13T01:00:10Z,2780000,False,2.0,6.0,1,left,J. Murray driving finger roll Layup (15 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,,,,Made,,Restricted Area,0-8 Center,,0.68,,,,15.0,,,,,,,,,
287,PT02M17.00S,2024-04-13T01:00:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,84.31340341655716,48.03921568627451,1610612759,46,57,2024-04-13T01:00:24Z,2790000,False,-10.0,95.0,1,right,Z. Collins 9' floating Jump Shot (10 PTS) (T. Jones 3 AST),"[1628380, 1630200]",1610612759.0,SAS,floating,,,Collins,Z. Collins,,,,,,,,Made,,In The Paint (Non-RA),8-16 Center,,9.55,,,,10.0,T. Jones,1630200.0,3.0,,,,,,
289,PT02M03.00S,2024-04-13T01:00:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.046649145860711,53.92156862745098,1610612743,46,57,2024-04-13T01:00:37Z,2810000,False,-20.0,14.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,,,,Missed,,Restricted Area,0-8 Center,,2.39,,,,,,,,,,,,,
290,PT02M03.00S,2024-04-13T01:00:30.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,46,57,2024-04-13T01:00:37Z,2820000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,289.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,
292,PT01M47.00S,2024-04-13T01:00:58.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,25.706307490144546,16.911764705882355,1610612743,46,60,2024-04-13T01:01:04Z,2840000,False,165.0,189.0,1,left,J. Murray 25' 3PT step back (18 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,,,,Made,,Above the Break 3,24+ Right Center,,25.12,,,,18.0,,,,,,,,,
293,PT01M37.00S,2024-04-13T01:01:12.6Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612759,46,60,2024-04-13T01:01:18Z,2850000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[203999, 1641705]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,101284.0,1.0,1.0,,,Restricted Area,0-8 Center,,,,,,,,,,,,Wembanyama,1641705.0,,
295,PT01M37.00S,2024-04-13T01:01:40.6Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,47,60,2024-04-13T01:01:40Z,2870000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (14 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,14.0,,,,,,,,,
296,PT01M37.00S,2024-04-13T01:01:59.1Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,48,60,2024-04-13T01:01:59Z,2880000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (15 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,15.0,,,,,,,,,
297,PT01M17.00S,2024-04-13T01:02:21.3Z,2,REGULAR,2pt,Jump Shot,[],1627750,6.521024967148489,20.098039215686274,1610612743,48,60,2024-04-13T01:08:19Z,2890000,False,150.0,9.0,1,left,MISS J. Murray 14' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,,,,Missed,,Mid-Range,8-16 Right,,14.98,,,,,,,,,,,,,
298,PT01M14.00S,2024-04-13T01:02:24.3Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,48,60,2024-04-13T01:08:19Z,2900000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,297.0,Mid-Range,8-16 Right,,,2.0,1.0,1.0,,,,,,,,,,
299,PT01M10.00S,2024-04-13T01:02:28.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631321,93.24901445466492,48.77450980392157,1610612759,50,60,2024-04-13T01:09:07Z,2910000,False,-6.0,11.0,1,right,S. Cissoko running DUNK (4 PTS) (V. Wembanyama 3 AST),"[1631321, 1641705]",1610612759.0,SAS,running,,,Cissoko,S. Cissoko,,,,,,,,Made,,Restricted Area,0-8 Center,,1.26,,,,4.0,V. Wembanyama,1641705.0,3.0,,,,,,
301,PT00M57.30S,2024-04-13T01:02:46.3Z,2,REGULAR,foul,personal,['2freethrow'],1631321,,,1610612743,50,60,2024-04-13T01:02:54Z,2930000,False,,,0,,S. Cissoko shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[1631321, 1629008]",1610612759.0,SAS,shooting,,,Cissoko,S. Cissoko,,,,,1627964.0,3.0,0.0,,,Mid-Range,16-24 Center,,,,,,,,,,,,Porter Jr.,1629008.0,,
303,PT00M57.30S,2024-04-13T01:03:21.4Z,2,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,50,61,2024-04-13T01:03:21Z,2950000,False,,,0,,M. Porter Jr. Free Throw 1 of 2 (5 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
304,PT00M57.30S,2024-04-13T01:03:23.2Z,2,REGULAR,substitution,out,[],1631321,,,1610612743,50,61,2024-04-13T01:03:27Z,2960000,False,,,0,,SUB out: S. Cissoko,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M57.30S,2024-04-13T01:03:23.2Z,2,REGULAR,substitution,in,[],1630577,,,1610612743,50,61,2024-04-13T01:03:27Z,2970000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M57.30S,2024-04-13T01:03:42.4Z,2,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,50,62,2024-04-13T01:03:42Z,2980000,False,,,0,,M. Porter Jr. Free Throw 2 of 2 (6 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
307,PT00M46.80S,2024-04-13T01:03:57.6Z,2,REGULAR,foul,offensive,[],1641705,,,1610612759,50,62,2024-04-13T01:04:16Z,2990000,False,,,0,,V. Wembanyama offensive FOUL (1 PF),"[1641705, 1627750]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,1627964.0,1.0,0.0,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,Murray,1627750.0,,
309,PT00M46.80S,2024-04-13T01:03:57.6Z,2,REGULAR,turnover,offensive foul,[],1641705,,,1610612759,50,62,2024-04-13T01:03:57Z,3010000,False,,,0,,V. Wembanyama offensive foul TURNOVER (4 TO),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,1627964.0,,,,,In The Paint (Non-RA),8-16 Center,4.0,,,,,,,,,,,,,,
310,PT00M46.80S,2024-04-13T01:04:06.7Z,2,REGULAR,foul,technical,['1freethrow'],1641705,,,1610612743,50,62,2024-04-13T01:04:28Z,3020000,False,,,0,,V. Wembanyama technical FOUL (1 Tech),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,1627964.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
311,PT00M46.80S,2024-04-13T01:04:30.2Z,2,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,50,63,2024-04-13T01:04:30Z,3030000,False,,,0,,J. Murray technical Free Throw 1 of 1 (19 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,Made,,,,,,,,,19.0,,,,,,,,,
312,PT00M33.40S,2024-04-13T01:05:00.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,17.95335085413929,48.77450980392157,1610612743,50,65,2024-04-13T01:10:37Z,3040000,False,6.0,116.0,1,left,J. Murray 11' driving floating Jump Shot (21 PTS),[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,,,,Made,,In The Paint (Non-RA),8-16 Center,,11.65,,,,21.0,,,,,,,,,
313,PT00M07.20S,2024-04-13T01:05:27.5Z,2,REGULAR,2pt,Jump Shot,[],1631104,94.43166885676742,75.49019607843137,1610612759,50,65,2024-04-13T01:05:37Z,3050000,False,127.0,0.0,1,right,MISS B. Wesley 12' Jump Shot,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Missed,,Mid-Range,8-16 Right,,12.75,,,,,,,,,,,,,
314,PT00M04.50S,2024-04-13T01:05:30.2Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,50,65,2024-04-13T01:05:30Z,3060000,False,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,313.0,Mid-Range,8-16 Right,,,1.0,1.0,0.0,,,,,,,,,,
315,PT00M02.60S,2024-04-13T01:05:34.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629008,5.601182654402102,65.93137254901961,1610612743,50,67,2024-04-13T01:11:54Z,3070000,False,-80.0,0.0,1,left,M. Porter Jr. 7' driving floating Jump Shot (8 PTS) (A. Gordon 2 AST),"[1629008, 203932]",1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,Mid-Range,0-8 Center,,7.97,,,,8.0,A. Gordon,203932.0,2.0,,,,,,
317,PT00M02.60S,2024-04-13T01:05:41.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630200,,,1610612743,50,67,2024-04-13T01:05:56Z,3090000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Porter Jr. 1 FT),"[1630200, 1629008]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,200833.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,Porter Jr.,1629008.0,,
319,PT00M02.60S,2024-04-13T01:05:58.1Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629008,,,1610612743,50,68,2024-04-13T01:05:58Z,3110000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (9 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
320,PT00M00.30S,2024-04-13T01:06:03.3Z,2,REGULAR,3pt,Jump Shot,[],1630200,64.47109067017082,66.66666666666666,1610612759,50,68,2024-04-13T01:12:34Z,3120000,False,83.0,281.0,1,right,MISS T. Jones 29' floating 3PT,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,,,,Missed,,Above the Break 3,24+ Center,,29.36,,,,,,,,,,,,,
321,PT00M00.10S,2024-04-13T01:06:03.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,50,68,2024-04-13T01:12:34Z,3130000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,320.0,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
322,PT00M00.00S,2024-04-13T01:06:08.1Z,2,REGULAR,period,end,[],0,,,1610612759,50,68,2024-04-13T01:06:08Z,3140000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2024-04-13T01:20:39.7Z,3,REGULAR,substitution,out,['startperiod'],1628380,,,1610612759,50,68,2024-04-13T01:21:19Z,3150000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2024-04-13T01:20:39.7Z,3,REGULAR,substitution,in,['startperiod'],1630572,,,1610612759,50,68,2024-04-13T01:21:19Z,3160000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2024-04-13T01:21:17.9Z,3,REGULAR,period,start,[],0,,,1610612743,50,68,2024-04-13T01:21:20Z,3170000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M47.00S,2024-04-13T01:21:30.5Z,3,REGULAR,3pt,Jump Shot,[],1627750,68.15045992115637,35.049019607843135,1610612743,50,71,2024-04-13T01:21:38Z,3180000,False,-75.0,247.0,1,right,J. Murray 25' 3PT  (24 PTS) (N. Jokic 4 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,Above the Break 3,24+ Center,,25.8,,,,24.0,N. Jokic,203999.0,4.0,,,,,,
328,PT11M19.00S,2024-04-13T01:21:57.5Z,3,REGULAR,3pt,Jump Shot,[],1630572,10.200394218134035,94.36274509803921,1610612759,53,71,2024-04-13T01:22:40Z,3200000,False,-222.0,43.0,1,left,S. Mamukelashvili 3PT step back (12 PTS) (B. Wesley 4 AST),"[1630572, 1631104]",1610612759.0,SAS,step back,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,,Left Corner 3,24+ Left,,22.6,,,,12.0,B. Wesley,1631104.0,4.0,,,,,,
330,PT11M08.00S,2024-04-13T01:22:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,94.03745072273325,50.73529411764706,1610612743,53,73,2024-04-13T01:22:14Z,3220000,False,4.0,4.0,1,right,N. Jokic Layup (16 PTS) (A. Gordon 3 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,Restricted Area,0-8 Center,,0.51,,,,16.0,A. Gordon,203932.0,3.0,,,,,,
332,PT10M53.00S,2024-04-13T01:22:23.6Z,3,REGULAR,3pt,Jump Shot,[],1630572,22.815374507227332,9.803921568627452,1610612759,53,73,2024-04-13T01:22:32Z,3240000,False,201.0,162.0,1,left,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Missed,,Above the Break 3,24+ Right Center,,25.82,,,,,,,,,,,,,
333,PT10M49.00S,2024-04-13T01:22:27.6Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,53,73,2024-04-13T01:22:32Z,3250000,False,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,332.0,Above the Break 3,24+ Right Center,,,2.0,2.0,0.0,,,,,,,,,,
334,PT10M46.00S,2024-04-13T01:22:31.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,77.08607095926413,10.294117647058822,1610612743,53,76,2024-04-13T01:23:48Z,3260000,False,-199.0,163.0,1,right,M. Porter Jr. 25' 3PT running (12 PTS) (N. Jokic 5 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,Above the Break 3,24+ Left Center,,25.68,,,,12.0,N. Jokic,203999.0,5.0,,,,,,
