actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
26,PT09M34.00S,2024-03-30T00:14:06.1Z,1,REGULAR,substitution,out,[],1628392,,,1610612759,7,2,2024-03-30T00:14:15Z,250000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2024-03-30T00:14:06.1Z,1,REGULAR,substitution,in,[],1629011,,,1610612759,7,2,2024-03-30T00:14:15Z,260000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M21.00S,2024-03-30T00:14:33.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630170,79.71419185282524,62.745098039215684,1610612759,7,2,2024-03-30T00:14:40Z,270000,False,64.0,138.0,1,right,MISS D. Vassell 15' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,15.22,Missed,,,,,,,,,,,,,,,,,,
29,PT09M17.00S,2024-03-30T00:14:36.4Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,7,2,2024-03-30T00:14:36Z,280000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,,,
30,PT09M07.00S,2024-03-30T00:14:45.8Z,1,REGULAR,3pt,Jump Shot,[],1628978,24.655059132720105,11.27450980392157,1610612752,7,5,2024-03-30T00:14:53Z,290000,False,194.0,179.0,1,left,D. DiVincenzo 26' 3PT  (3 PTS) (J. Hart 1 AST),"[1628978, 1628404]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.39,Made,3.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
32,PT08M55.00S,2024-03-30T00:14:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630577,81.60315374507228,4.924938725490196,1610612759,10,5,2024-03-30T00:15:09Z,310000,False,-225.0,120.0,1,right,J. Champagnie 25' 3PT pullup (6 PTS) (J. Sochan 1 AST),"[1630577, 1631110]",1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.55,Made,6.0,J. Sochan,1631110.0,1.0,,,,,,,,,,,,,,
34,PT08M34.00S,2024-03-30T00:15:18.7Z,1,REGULAR,3pt,Jump Shot,[],1628973,5.338370565045992,4.411764705882353,1610612752,10,5,2024-03-30T00:15:27Z,330000,False,228.0,-2.0,1,left,MISS J. Brunson 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.79,Missed,,,,,,,,,,,,,,,,,,
35,PT08M31.00S,2024-03-30T00:15:21.7Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,10,5,2024-03-30T00:15:27Z,340000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,34.0,1.0,1.0,0.0,,,,
36,PT08M28.00S,2024-03-30T00:15:25.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630200,93.9060446780552,96.07843137254902,1610612759,13,5,2024-03-30T00:15:38Z,350000,False,230.0,5.0,1,right,T. Jones 3PT running (3 PTS) (J. Champagnie 1 AST),"[1630200, 1630577]",1610612759.0,SAS,running,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,23.04,Made,3.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,,,,,
38,PT08M20.00S,2024-03-30T00:15:37.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,13,5,2024-03-30T00:15:37Z,370000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT08M05.00S,2024-03-30T00:18:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,16.507884362680684,40.19607843137255,1610612752,13,7,2024-03-30T00:19:01Z,380000,False,49.0,103.0,1,left,D. DiVincenzo 11' driving floating bank Jump Shot (5 PTS),[1628978],1610612752.0,NYK,driving floating bank,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,11.38,Made,5.0,,,,,,,,,,,,,,,,,
40,PT07M49.00S,2024-03-30T00:19:00.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,70.38436268068331,71.56862745098039,1610612759,13,7,2024-03-30T00:19:04Z,390000,False,108.0,226.0,1,right,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
41,PT07M49.00S,2024-03-30T00:19:00.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,13,7,2024-03-30T00:19:04Z,400000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,40.0,2.0,2.0,0.0,,,,
42,PT07M38.00S,2024-03-30T00:19:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630540,17.296320630749015,39.21568627450981,1610612752,13,9,2024-03-30T00:19:17Z,410000,False,54.0,110.0,1,left,M. McBride 12' pullup Jump Shot (2 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,12.26,Made,2.0,,,,,,,,,,,,,,,,,
44,PT07M22.00S,2024-03-30T00:19:45.3Z,1,REGULAR,2pt,Jump Shot,[],1630170,94.43166885676742,77.69607843137256,1610612759,13,9,2024-03-30T00:19:52Z,430000,False,138.0,0.0,1,right,MISS D. Vassell 13' Jump Shot,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Right,13.85,Missed,,,,,,,,,,,,,,,,,,
45,PT07M18.00S,2024-03-30T00:19:48.3Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,13,9,2024-03-30T00:19:48Z,440000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,44.0,2.0,1.0,1.0,,,,
46,PT07M16.00S,2024-03-30T00:19:51.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,70.12155059132719,87.00980392156863,1610612759,13,9,2024-03-30T00:20:31Z,450000,False,185.0,228.0,1,right,MISS V. Wembanyama 29' pullup 3PT,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,29.39,Missed,,,,,,,,,,,,,,,,,,
47,PT07M13.00S,2024-03-30T00:19:53.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,13,9,2024-03-30T00:19:53Z,460000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,46.0,3.0,3.0,0.0,,,,
48,PT07M09.00S,2024-03-30T00:19:57.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,5.995400788436268,49.26470588235294,1610612752,13,9,2024-03-30T00:20:12Z,470000,False,4.0,4.0,1,left,MISS J. Hart running finger roll Layup,[1628404],1610612752.0,NYK,running finger roll,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
49,PT07M06.00S,2024-03-30T00:20:00.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,13,9,2024-03-30T00:20:12Z,480000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,48.0,3.0,2.0,1.0,,,,
50,PT07M02.00S,2024-03-30T00:20:04.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631110,94.03745072273325,50.245098039215684,1610612759,15,9,2024-03-30T00:21:32Z,490000,False,1.0,4.0,1,right,J. Sochan running alley-oop DUNK (2 PTS) (T. Jones 2 AST),"[1631110, 1630200]",1610612759.0,SAS,running alley-oop,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.37,Made,2.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,
52,PT06M48.00S,2024-03-30T00:20:19.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.87976346911958,49.754901960784316,1610612752,15,9,2024-03-30T00:21:52Z,510000,False,1.0,78.0,1,left,MISS J. Brunson 7' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,
53,PT06M48.00S,2024-03-30T00:20:19.1Z,1,REGULAR,rebound,offensive,[],1629011,,,1610612752,15,9,2024-03-30T00:20:33Z,520000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,
54,PT06M42.00S,2024-03-30T00:20:23.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629011,5.590000152587891,50.0,1610612752,15,9,2024-03-30T00:24:22Z,530000,False,0.0,0.0,1,left,MISS M. Robinson tip Layup,[1629011],1610612752.0,NYK,tip,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
55,PT06M40.00S,2024-03-30T00:20:25.9Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,15,9,2024-03-30T00:24:22Z,540000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,54.0,4.0,3.0,1.0,,,,
58,PT06M38.00S,2024-03-30T00:20:28.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,95.48291721419186,95.34313725490196,1610612759,18,9,2024-03-30T00:20:45Z,570000,False,227.0,-10.0,1,right,D. Vassell 3PT running (5 PTS) (V. Wembanyama 2 AST),"[1630170, 1641705]",1610612759.0,SAS,running,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.69,Made,5.0,V. Wembanyama,1641705.0,2.0,,,,,,,,,,,,,,
60,PT06M24.00S,2024-03-30T00:20:42.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.25427069645204,75.24509803921569,1610612752,18,9,2024-03-30T00:20:48Z,590000,False,-126.0,222.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2024-03-30T00:20:42.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,18,9,2024-03-30T00:20:48Z,600000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,60.0,,,,,,,
63,PT06M24.00S,2024-03-30T00:20:50.7Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,18,9,2024-03-30T00:21:04Z,620000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M24.00S,2024-03-30T00:20:50.7Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,18,9,2024-03-30T00:21:04Z,630000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M07.00S,2024-03-30T00:21:24.4Z,1,REGULAR,foul,offensive,[],1628380,,,1610612759,18,9,2024-03-30T00:21:44Z,640000,False,,,0,,Z. Collins offensive FOUL (1 PF),"[1628380, 1628973]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,,1.0,0.0,Brunson,1628973.0,,,,,,,,
67,PT06M07.00S,2024-03-30T00:21:24.4Z,1,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,18,9,2024-03-30T00:21:24Z,660000,False,,,0,,Z. Collins offensive foul TURNOVER (1 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,1.0,,,,,,,,,,,,
68,PT05M52.00S,2024-03-30T00:21:46.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,15.719448094612352,52.20588235294118,1610612752,18,11,2024-03-30T00:23:18Z,670000,False,-11.0,95.0,1,left,J. Brunson 9' driving floating Jump Shot (4 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.59,Made,4.0,,,,,,,,,,,,,,,,,
69,PT05M40.00S,2024-03-30T00:21:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,94.69448094612353,49.01960784313725,1610612759,20,11,2024-03-30T00:22:08Z,680000,False,-5.0,-3.0,1,right,D. Vassell cutting Layup (7 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.55,Made,7.0,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,
71,PT05M21.00S,2024-03-30T00:22:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,15.850854139290407,49.754901960784316,1610612752,20,13,2024-03-30T00:22:29Z,700000,False,1.0,96.0,1,left,J. Brunson 9' driving floating Jump Shot (6 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,9.65,Made,6.0,,,,,,,,,,,,,,,,,
72,PT05M19.00S,2024-03-30T00:22:24.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,20,13,2024-03-30T00:22:24Z,710000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M19.00S,2024-03-30T00:25:01.5Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,20,13,2024-03-30T00:25:14Z,720000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M19.00S,2024-03-30T00:25:01.5Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,20,13,2024-03-30T00:25:14Z,730000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M19.00S,2024-03-30T00:25:01.5Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,20,13,2024-03-30T00:25:14Z,740000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M19.00S,2024-03-30T00:25:01.5Z,1,REGULAR,substitution,in,[],1631104,,,1610612759,20,13,2024-03-30T00:25:14Z,750000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M55.00S,2024-03-30T00:25:47.2Z,1,REGULAR,2pt,Jump Shot,[],1630170,87.86136662286465,20.833333333333336,1610612759,20,13,2024-03-30T00:25:56Z,760000,False,-146.0,62.0,1,right,MISS D. Vassell 15' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Left,15.83,Missed,,,,,,,,,,,,,,,,,,
78,PT04M51.00S,2024-03-30T00:25:51.2Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,20,13,2024-03-30T00:27:09Z,770000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,77.0,3.0,2.0,1.0,,,,
79,PT04M45.00S,2024-03-30T00:25:57.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,6.389618922470433,51.225490196078425,1610612752,20,15,2024-03-30T00:26:32Z,780000,False,-6.0,8.0,1,left,M. Robinson alley-oop DUNK (2 PTS) (J. Brunson 1 AST),"[1629011, 1628973]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,0.97,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
81,PT04M26.00S,2024-03-30T00:26:16.7Z,1,REGULAR,3pt,Jump Shot,[],1630170,93.11760840998686,3.6764705882352944,1610612759,20,15,2024-03-30T00:26:26Z,800000,False,-232.0,12.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
82,PT04M22.00S,2024-03-30T00:26:20.7Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,20,15,2024-03-30T00:26:26Z,810000,False,,,0,,M. Robinson REBOUND (Off:1 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,81.0,4.0,3.0,1.0,,,,
83,PT04M16.00S,2024-03-30T00:26:26.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,30.699737187910642,20.34313725490196,1610612752,20,18,2024-03-30T00:26:40Z,820000,False,148.0,236.0,1,left,D. DiVincenzo 27' 3PT running (8 PTS) (J. Hart 2 AST),"[1628978, 1628404]",1610612752.0,NYK,running,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,27.88,Made,8.0,J. Hart,1628404.0,2.0,,,,,,,,,,,,,,
84,PT04M07.00S,2024-03-30T00:26:48.3Z,1,REGULAR,substitution,out,[],1628404,,,1610612759,20,18,2024-03-30T00:26:59Z,830000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M07.00S,2024-03-30T00:26:48.3Z,1,REGULAR,substitution,in,[],1630173,,,1610612759,20,18,2024-03-30T00:26:59Z,840000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M05.00S,2024-03-30T00:27:10.8Z,1,REGULAR,jumpball,recovered,[],1630170,,,1610612759,20,18,2024-03-30T00:27:10Z,850000,False,,,0,,Jump Ball J. Sochan vs. D. DiVincenzo: Tip to D. Vassell,"[1630170, 1631110, 1628978]",1610612759.0,SAS,heldball,D. Vassell,1630170.0,Vassell,D. Vassell,Sochan,1631110.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,,,,,,,,
