actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
39,PT08M47.00S,2024-04-14T19:45:26.8Z,1,REGULAR,foul,personal,[],1628380,,,1610612765,7,6,2024-04-14T19:46:07Z,390000,False,,,0,,Z. Collins personal FOUL (2 PF),"[1628380, 1629002]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,202056.0,2.0,0.0,Metu,1629002.0,,,,,,,,,,,,,,,
41,PT08M47.00S,2024-04-14T19:45:40.5Z,1,REGULAR,substitution,out,[],1628380,,,1610612765,7,6,2024-04-14T19:45:45Z,410000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PT08M47.00S,2024-04-14T19:45:40.5Z,1,REGULAR,substitution,in,[],1631321,,,1610612765,7,6,2024-04-14T19:45:45Z,420000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M38.00S,2024-04-14T19:46:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,84.05059132720105,48.28431372549019,1610612765,7,8,2024-04-14T19:46:12Z,430000,False,-9.0,97.0,1,right,J. Wiseman 9' pullup Jump Shot (4 PTS) (M. Sasser 1 AST),"[1630164, 1631204]",1610612765.0,DET,pullup,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,4.0,9.78,M. Sasser,1631204.0,1.0,,,,,,,,,
45,PT08M20.00S,2024-04-14T19:46:21.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,5.601182654402102,52.450980392156865,1610612759,7,8,2024-04-14T19:46:28Z,450000,False,-12.0,0.0,1,left,MISS J. Champagnie driving finger roll Layup - blocked,"[1630577, 1628972]",1610612759.0,SAS,driving finger roll,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.23,,,,,,,,,,,Brown Jr.,1628972.0
46,PT08M20.00S,2024-04-14T19:46:21.2Z,1,REGULAR,block,,[],1628972,,,1610612759,7,8,2024-04-14T19:46:23Z,460000,False,,,0,,T. Brown Jr. BLOCK (1 BLK),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
47,PT08M17.00S,2024-04-14T19:46:24.2Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,7,8,2024-04-14T19:46:28Z,470000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,
48,PT08M17.00S,2024-04-14T19:46:27.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1631093,88.64980289093299,44.6078431372549,1610612765,7,8,2024-04-14T22:13:44Z,480000,False,-27.0,54.0,1,right,MISS J. Ivey 6' driving floating Shot,[1631093],1610612765.0,DET,driving floating,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,6.06,,,,,,,,,,,,
49,PT08M15.00S,2024-04-14T19:46:29.8Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,7,8,2024-04-14T19:51:57Z,490000,False,,,0,,J. Wiseman REBOUND (Off:1 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,48.0,3.0,2.0,1.0,,,,
50,PT08M14.00S,2024-04-14T19:46:33.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630164,94.40999984741211,50.0,1610612765,7,10,2024-04-14T19:58:42Z,500000,False,0.0,0.0,1,right,J. Wiseman putback Layup (6 PTS),[1630164],1610612765.0,DET,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,0.0,,,,,,,,,,,,
51,PT08M14.00S,2024-04-14T19:46:34.3Z,1,REGULAR,foul,personal,['1freethrow'],1631104,,,1610612765,7,10,2024-04-14T19:46:51Z,510000,False,,,0,,B. Wesley shooting personal FOUL (1 PF) (Wiseman 1 FT),"[1631104, 1630164]",1610612759.0,SAS,shooting,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,1662.0,1.0,0.0,Wiseman,1630164.0,,,,,,,,,,,,,,,
53,PT08M14.00S,2024-04-14T19:46:53.1Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630164,,,1610612765,7,10,2024-04-14T19:46:53Z,530000,False,,,0,,MISS J. Wiseman Free Throw 1 of 1,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
54,PT08M11.00S,2024-04-14T19:46:54.4Z,1,REGULAR,rebound,defensive,[],1631321,,,1610612759,7,10,2024-04-14T19:46:54Z,540000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:1),[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,
55,PT08M06.00S,2024-04-14T19:46:58.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630577,6.258212877792378,50.73529411764706,1610612759,9,10,2024-04-14T19:47:09Z,550000,False,-4.0,6.0,1,left,J. Champagnie running DUNK (4 PTS) (S. Cissoko 1 AST),"[1630577, 1631321]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.73,S. Cissoko,1631321.0,1.0,,,,,,,,,
57,PT07M39.00S,2024-04-14T19:47:26.2Z,1,REGULAR,3pt,Jump Shot,[],1631093,69.20170827858082,27.941176470588236,1610612765,9,10,2024-04-14T19:47:36Z,570000,False,-110.0,237.0,1,right,MISS J. Ivey 26' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.14,,,,,,,,,,,,
58,PT07M39.00S,2024-04-14T19:47:26.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,9,10,2024-04-14T19:47:36Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,57.0,,,,,,,
60,PT07M23.00S,2024-04-14T19:47:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,94.03745072273325,44.6078431372549,1610612765,9,12,2024-04-14T19:54:37Z,600000,False,-27.0,4.0,1,right,J. Ivey driving finger roll Layup (4 PTS) (T. Brown Jr. 1 AST),"[1631093, 1628972]",1610612765.0,DET,driving finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.72,T. Brown Jr.,1628972.0,1.0,,,,,,,,,
61,PT07M05.00S,2024-04-14T19:48:16.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630572,6.521024967148489,46.32352941176471,1610612759,9,12,2024-04-14T19:48:21Z,610000,False,18.0,9.0,1,left,MISS S. Mamukelashvili Layup - blocked,"[1630572, 1630164]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.04,,,,,,,,,,,Wiseman,1630164.0
62,PT07M05.00S,2024-04-14T19:48:16.4Z,1,REGULAR,block,,[],1630164,,,1610612759,9,12,2024-04-14T19:48:19Z,620000,False,,,0,,J. Wiseman BLOCK (1 BLK),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2024-04-14T19:48:19.4Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612765,9,12,2024-04-14T19:48:21Z,630000,False,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,61.0,1.0,1.0,0.0,,,,
64,PT06M59.00S,2024-04-14T19:48:21.9Z,1,REGULAR,turnover,bad pass,[],1629002,,,1610612765,9,12,2024-04-14T19:48:27Z,640000,False,,,0,,C. Metu bad pass TURNOVER (2 TO),"[1629002, 1631104]",1610612765.0,DET,,,,Metu,C. Metu,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,,,,,Wesley,1631104.0,,
65,PT06M59.00S,2024-04-14T19:48:21.9Z,1,REGULAR,steal,,[],1631104,,,1610612759,9,12,2024-04-14T19:48:23Z,650000,False,,,0,,B. Wesley STEAL (1 STL),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
66,PT06M54.00S,2024-04-14T19:48:26.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631321,5.863994743758213,50.49019607843137,1610612759,11,12,2024-04-14T19:48:32Z,660000,False,-2.0,3.0,1,left,S. Cissoko running DUNK (2 PTS) (B. Wesley 2 AST),"[1631321, 1631104]",1610612759.0,SAS,running,,,Cissoko,S. Cissoko,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.36,B. Wesley,1631104.0,2.0,,,,,,,,,
68,PT06M45.00S,2024-04-14T19:48:35.6Z,1,REGULAR,2pt,Jump Shot,[],1628972,83.52496714848883,19.607843137254903,1610612765,11,12,2024-04-14T19:55:51Z,680000,False,-152.0,102.0,1,right,MISS T. Brown Jr. 18' pullup bank Shot,[1628972],1610612765.0,DET,pullup bank,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left,,,,,,Missed,,18.33,,,,,,,,,,,,
69,PT06M42.00S,2024-04-14T19:48:38.6Z,1,REGULAR,rebound,defensive,[],1631321,,,1610612759,11,12,2024-04-14T19:48:40Z,690000,False,,,0,,S. Cissoko REBOUND (Off:0 Def:2),[1631321],1610612759.0,SAS,,,,Cissoko,S. Cissoko,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,
70,PT06M34.00S,2024-04-14T19:48:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631104,7.30946123521682,51.71568627450981,1610612759,13,12,2024-04-14T19:48:52Z,700000,False,-9.0,16.0,1,left,B. Wesley driving finger roll Layup (2 PTS),[1631104],1610612759.0,SAS,driving finger roll,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.83,,,,,,,,,,,,
71,PT06M34.00S,2024-04-14T19:48:53.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,13,12,2024-04-14T19:48:53Z,710000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M34.00S,2024-04-14T19:51:17.4Z,1,REGULAR,substitution,out,[],1628972,,,1610612765,13,12,2024-04-14T19:51:42Z,720000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M34.00S,2024-04-14T19:51:17.4Z,1,REGULAR,substitution,out,[],1631204,,,1610612765,13,12,2024-04-14T19:51:42Z,730000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M34.00S,2024-04-14T19:51:17.4Z,1,REGULAR,substitution,in,[],1631197,,,1610612765,13,12,2024-04-14T19:51:42Z,740000,False,,,0,,SUB in: J. Rhoden,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M34.00S,2024-04-14T19:51:17.4Z,1,REGULAR,substitution,in,[],1630201,,,1610612765,13,12,2024-04-14T19:51:42Z,750000,False,,,0,,SUB in: M. Flynn,[1630201],1610612765.0,DET,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M19.00S,2024-04-14T19:51:55.0Z,1,REGULAR,2pt,Jump Shot,[],1631093,83.13074901445466,25.245098039215684,1610612765,13,12,2024-04-14T19:51:59Z,760000,False,-124.0,106.0,1,right,MISS J. Ivey 16' pullup Shot,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,16.3,,,,,,,,,,,,
77,PT06M16.00S,2024-04-14T19:51:58.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,13,12,2024-04-14T19:51:59Z,770000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,76.0,2.0,2.0,0.0,,,,
78,PT06M14.00S,2024-04-14T19:52:01.9Z,1,REGULAR,foul,personal,[],1631197,,,1610612759,13,12,2024-04-14T19:52:09Z,780000,False,,,0,,J. Rhoden personal FOUL (1 PF),"[1631197, 1631321]",1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,Mid-Range,16-24 Left Center,202056.0,1.0,0.0,Cissoko,1631321.0,,,,,,,,,,,,,,,
80,PT06M14.00S,2024-04-14T19:52:11.8Z,1,REGULAR,substitution,out,[],1630200,,,1610612759,13,12,2024-04-14T19:52:22Z,800000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2024-04-14T19:52:11.8Z,1,REGULAR,substitution,in,[],1628984,,,1610612759,13,12,2024-04-14T19:52:22Z,810000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M07.00S,2024-04-14T19:52:33.4Z,1,REGULAR,turnover,bad pass,[],1630572,,,1610612759,13,12,2024-04-14T19:52:37Z,820000,False,,,0,,S. Mamukelashvili bad pass TURNOVER (1 TO),"[1630572, 1630164]",1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,Wiseman,1630164.0,,
83,PT06M07.00S,2024-04-14T19:52:33.4Z,1,REGULAR,steal,,[],1630164,,,1610612765,13,12,2024-04-14T19:52:36Z,830000,False,,,0,,J. Wiseman STEAL (1 STL),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
