actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
430,PT04M25.00S,2024-01-23T03:04:41.9Z,3,REGULAR,3pt,Jump Shot,[],1630182,29.38567674113009,24.019607843137255,1610612742,74,86,2024-01-23T03:04:46Z,4240000,False,130.0,224.0,1,left,J. Green 25' 3PT  (14 PTS) (L. Doncic 8 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,25.87,Made,,,,,14.0,,,,,,,,,,,L. Doncic,1629029.0,8.0
432,PT04M00.00S,2024-01-23T03:05:07.2Z,3,REGULAR,2pt,Jump Shot,[],1628369,78.40013140604468,39.21568627450981,1610612738,74,88,2024-01-23T03:06:08Z,4260000,False,-54.0,151.0,1,right,J. Tatum 15' fadeaway bank Jump Shot (26 PTS),[1628369],1610612738.0,BOS,fadeaway bank,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,15.99,Made,,,,,26.0,,,,,,,,,,,,,
433,PT03M49.00S,2024-01-23T03:05:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,7.30946123521682,51.225490196078425,1610612742,74,88,2024-01-23T03:05:23Z,4270000,False,-6.0,16.0,1,left,MISS J. Green driving reverse Layup,[1630182],1610612742.0,DAL,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
434,PT03M47.00S,2024-01-23T03:05:21.0Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,74,88,2024-01-23T03:05:23Z,4280000,False,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,433.0,5.0,5.0,0.0,,,,,,,,,,,,,,
435,PT03M35.00S,2024-01-23T03:05:32.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,45.34313725490196,1610612738,74,90,2024-01-23T03:05:38Z,4290000,False,-23.0,7.0,1,right,J. Tatum driving Layup (28 PTS) (P. Pritchard 4 AST),"[1628369, 1630202]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.44,Made,,,,,28.0,,,,,,,,,,,P. Pritchard,1630202.0,4.0
437,PT03M12.00S,2024-01-23T03:05:56.0Z,3,REGULAR,turnover,bad pass,[],1628467,,,1610612742,74,90,2024-01-23T03:06:04Z,4310000,False,,,0,,M. Kleber bad pass TURNOVER (1 TO),"[1628467, 1628369]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,
438,PT03M12.00S,2024-01-23T03:05:56.0Z,3,REGULAR,steal,,[],1628369,,,1610612738,74,90,2024-01-23T03:05:57Z,4320000,False,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
439,PT03M06.00S,2024-01-23T03:06:02.0Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201143,68.41327201051249,65.44117647058823,1610612738,74,90,2024-01-23T03:08:09Z,4330000,False,77.0,244.0,1,right,MISS A. Horford 25' running 3PT,[201143],1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,25.63,Missed,,,,,,,,,,,,,,,,,,
440,PT03M02.00S,2024-01-23T03:06:06.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612742,74,90,2024-01-23T03:06:07Z,4340000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,439.0,3.0,3.0,0.0,,,,,,,,,,,,,,
441,PT02M49.00S,2024-01-23T03:06:18.0Z,3,REGULAR,3pt,Jump Shot,[],203501,24.26084099868594,13.480392156862745,1610612742,74,90,2024-01-23T03:06:22Z,4350000,False,183.0,176.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
442,PT02M46.00S,2024-01-23T03:06:21.0Z,3,REGULAR,rebound,defensive,[],201950,,,1610612738,74,90,2024-01-23T03:06:22Z,4360000,False,,,0,,J. Holiday REBOUND (Off:0 Def:6),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,441.0,6.0,6.0,0.0,,,,,,,,,,,,,,
443,PT02M42.00S,2024-01-23T03:06:32.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,74,90,2024-01-23T03:06:32Z,4370000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,out,[],203501,,,1610612738,74,90,2024-01-23T03:09:27Z,4380000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,out,[],1628467,,,1610612738,74,90,2024-01-23T03:09:27Z,4390000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,out,[],1629029,,,1610612738,74,90,2024-01-23T03:09:27Z,4400000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,74,90,2024-01-23T03:09:27Z,4410000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,out,[],201143,,,1610612738,74,90,2024-01-23T03:09:27Z,4420000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,in,[],1641726,,,1610612738,74,90,2024-01-23T03:09:27Z,4430000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,in,[],1627884,,,1610612738,74,90,2024-01-23T03:09:27Z,4440000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,in,[],202681,,,1610612738,74,90,2024-01-23T03:09:27Z,4450000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,74,90,2024-01-23T03:09:27Z,4460000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M42.00S,2024-01-23T03:06:34.5Z,3,REGULAR,substitution,in,[],1630573,,,1610612738,74,90,2024-01-23T03:09:27Z,4470000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M34.00S,2024-01-23T03:09:48.0Z,3,REGULAR,foul,offensive,[],1628436,,,1610612738,74,90,2024-01-23T03:10:03Z,4480000,False,,,0,,L. Kornet off-the-ball offensive FOUL (2 PF),"[1628436, 1630182]",1610612738.0,BOS,off-the-ball,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,201639.0,2.0,0.0,Green,1630182.0,,,
456,PT02M34.00S,2024-01-23T03:09:48.0Z,3,REGULAR,turnover,offensive foul,[],1628436,,,1610612738,74,90,2024-01-23T03:09:48Z,4500000,False,,,0,,L. Kornet offensive foul TURNOVER (1 TO),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,,,201639.0,,,,,,,
457,PT02M19.00S,2024-01-23T03:10:13.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627884,7.966491458607096,96.07843137254902,1610612742,77,90,2024-01-23T03:10:17Z,4510000,False,-230.0,22.0,1,left,D. Jones Jr. 3PT  (5 PTS) (K. Irving 3 AST),"[1627884, 202681]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,5.0,,,,,,,,,,,K. Irving,202681.0,3.0
459,PT02M13.00S,2024-01-23T03:10:23.3Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612738,77,90,2024-01-23T03:11:02Z,4530000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Brown 2 FT),"[1629684, 1627759]",1610612742.0,DAL,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,1.0,0.0,Brown,1627759.0,,,
461,PT02M13.00S,2024-01-23T03:11:08.2Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,77,90,2024-01-23T03:11:08Z,4550000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
462,PT02M13.00S,2024-01-23T03:11:08.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,77,90,2024-01-23T03:11:08Z,4560000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,461.0,,,,,,,,,,,,,,,,,
463,PT02M13.00S,2024-01-23T03:11:09.8Z,3,REGULAR,substitution,out,[],201950,,,1610612738,77,90,2024-01-23T03:11:23Z,4570000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M13.00S,2024-01-23T03:11:09.8Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,77,90,2024-01-23T03:11:23Z,4580000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M13.00S,2024-01-23T03:11:30.6Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,77,91,2024-01-23T03:11:30Z,4590000,False,,,0,,J. Brown Free Throw 2 of 2 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
466,PT02M03.00S,2024-01-23T03:11:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,17.0335085413929,46.07843137254902,1610612742,79,91,2024-01-23T03:11:46Z,4600000,False,20.0,108.0,1,left,K. Irving 10' step back Jump Shot (14 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,10.94,Made,,,,,14.0,,,,,,,,,,,,,
467,PT01M50.00S,2024-01-23T03:11:55.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,67.09921156373193,26.225490196078432,1610612738,79,91,2024-01-23T03:12:29Z,4610000,False,-119.0,257.0,1,right,MISS D. White 28' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,28.3,Missed,,,,,,,,,,,,,,,,,,
468,PT01M46.00S,2024-01-23T03:11:59.3Z,3,REGULAR,rebound,defensive,[],1641726,,,1610612742,79,91,2024-01-23T03:12:00Z,4620000,False,,,0,,D. Lively II REBOUND (Off:3 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,467.0,6.0,3.0,3.0,,,,,,,,,,,,,,
469,PT01M41.00S,2024-01-23T03:12:03.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202681,31.09395532194481,63.970588235294116,1610612742,79,91,2024-01-23T03:12:56Z,4630000,False,-70.0,240.0,1,left,MISS K. Irving 24' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,24.98,Missed,,,,,,,,,,,,,,,,,,
470,PT01M38.00S,2024-01-23T03:12:06.4Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,79,91,2024-01-23T03:12:13Z,4640000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,469.0,4.0,3.0,1.0,,,,,,,,,,,,,,
471,PT01M33.00S,2024-01-23T03:12:13.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612738,79,91,2024-01-23T03:12:31Z,4650000,False,,,0,,J. Green shooting personal FOUL (2 PF) (White 2 FT),"[1630182, 1628401]",1610612742.0,DAL,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201245.0,2.0,0.0,White,1628401.0,,,
473,PT01M33.00S,2024-01-23T03:12:39.6Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,79,91,2024-01-23T03:12:39Z,4670000,False,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
474,PT01M33.00S,2024-01-23T03:12:39.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,91,2024-01-23T03:12:39Z,4680000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,,,,,
475,PT01M33.00S,2024-01-23T03:13:03.2Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,79,92,2024-01-23T03:13:03Z,4690000,False,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
476,PT01M17.00S,2024-01-23T03:13:22.5Z,3,REGULAR,3pt,Jump Shot,[],1629684,28.991458607095925,23.774509803921568,1610612742,79,92,2024-01-23T03:13:27Z,4700000,False,131.0,220.0,1,left,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
477,PT01M13.00S,2024-01-23T03:13:26.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,79,92,2024-01-23T03:13:27Z,4710000,False,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,476.0,2.0,1.0,1.0,,,,,,,,,,,,,,
478,PT01M12.00S,2024-01-23T03:13:27.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630573,94.1688567674113,51.225490196078425,1610612738,79,94,2024-01-23T03:13:35Z,4720000,False,6.0,2.0,1,right,S. Hauser running Layup (5 PTS) (J. Brown 4 AST),"[1630573, 1627759]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,5.0,,,,,,,,,,,J. Brown,1627759.0,4.0
480,PT00M51.00S,2024-01-23T03:13:48.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,15.062417871222076,37.99019607843137,1610612742,81,94,2024-01-23T03:13:53Z,4740000,False,60.0,89.0,1,left,K. Irving 10' pullup bank Jump Shot (16 PTS),[202681],1610612742.0,DAL,pullup bank,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,10.74,Made,,,,,16.0,,,,,,,,,,,,,
481,PT00M31.20S,2024-01-23T03:14:14.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,67.23061760840999,39.950980392156865,1610612738,81,94,2024-01-23T03:14:25Z,4750000,False,-50.0,256.0,1,right,MISS D. White 26' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Center,26.04,Missed,,,,,,,,,,,,,,,,,,
482,PT00M28.40S,2024-01-23T03:14:17.1Z,3,REGULAR,rebound,defensive,[],1627884,,,1610612742,81,94,2024-01-23T03:14:18Z,4760000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,481.0,2.0,2.0,0.0,,,,,,,,,,,,,,
483,PT00M09.00S,2024-01-23T03:14:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,9.280551905387648,43.38235294117647,1610612742,81,94,2024-01-23T03:14:50Z,4770000,False,33.0,35.0,1,left,MISS D. Jones Jr. driving Layup - blocked,"[1627884, 1628436]",1610612742.0,DAL,driving,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,Kornet,1628436.0,,,,,,,,,,,
484,PT00M09.00S,2024-01-23T03:14:37.4Z,3,REGULAR,block,,[],1628436,,,1610612742,81,94,2024-01-23T03:14:40Z,4780000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
485,PT00M07.80S,2024-01-23T03:14:38.6Z,3,REGULAR,rebound,offensive,[],1641726,,,1610612742,81,94,2024-01-23T03:14:50Z,4790000,False,,,0,,D. Lively II REBOUND (Off:4 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,483.0,7.0,3.0,4.0,,,,,,,,,,,,,,
486,PT00M06.80S,2024-01-23T03:14:41.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641726,7.440867279894875,49.50980392156863,1610612742,83,94,2024-01-23T03:15:33Z,4800000,False,2.0,17.0,1,left,D. Lively II putback Layup (6 PTS),[1641726],1610612742.0,DAL,putback,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.76,Made,,,,,6.0,,,,,,,,,,,,,
487,PT00M00.90S,2024-01-23T03:14:53.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.64323258869908,52.94117647058824,1610612738,83,94,2024-01-23T03:15:03Z,4810000,False,15.0,7.0,1,right,MISS P. Pritchard driving Layup - blocked,"[1630202, 1641726]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,Lively II,1641726.0,,,,,,,,,,,
488,PT00M00.90S,2024-01-23T03:14:53.1Z,3,REGULAR,block,,[],1641726,,,1610612738,83,94,2024-01-23T03:14:55Z,4820000,False,,,0,,D. Lively II BLOCK (2 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT00M00.40S,2024-01-23T03:14:53.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,94,2024-01-23T03:15:03Z,4830000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,487.0,,,,,,,,,,,,,,,,,
492,PT00M00.30S,2024-01-23T03:15:07.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,90.3580814717477,43.13725490196079,1610612738,83,94,2024-01-23T03:16:54Z,4845000,False,-34.0,38.0,1,right,MISS L. Kornet alley-oop Layup,[1628436],1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,,,,,,,,,,
493,PT00M00.10S,2024-01-23T03:15:07.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,83,94,2024-01-23T03:16:39Z,4847500,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,492.0,,,,,,,,,,,,,,,,,
491,PT00M00.00S,2024-01-23T03:15:16.6Z,3,REGULAR,period,end,[],0,,,1610612738,83,94,2024-01-23T03:15:16Z,4850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2024-01-23T03:15:23.7Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,83,94,2024-01-23T03:17:57Z,4860000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2024-01-23T03:15:23.7Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,83,94,2024-01-23T03:17:57Z,4870000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2024-01-23T03:15:23.7Z,4,REGULAR,substitution,in,['startperiod'],1629029,,,1610612738,83,94,2024-01-23T03:17:57Z,4880000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2024-01-23T03:15:23.7Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,83,94,2024-01-23T03:17:57Z,4890000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2024-01-23T03:17:58.8Z,4,REGULAR,period,start,[],0,,,1610612738,83,94,2024-01-23T03:17:58Z,4900000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT11M40.00S,2024-01-23T03:18:18.5Z,4,REGULAR,3pt,Jump Shot,[],1628401,71.69842312746385,22.54901960784314,1610612738,83,94,2024-01-23T03:18:23Z,4910000,False,-137.0,214.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
500,PT11M36.00S,2024-01-23T03:18:22.5Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,83,94,2024-01-23T03:18:23Z,4920000,False,,,0,,L. Doncic REBOUND (Off:1 Def:11),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,499.0,12.0,11.0,1.0,,,,,,,,,,,,,,
501,PT11M31.00S,2024-01-23T03:18:26.7Z,4,REGULAR,turnover,lost ball,[],1629029,,,1610612742,83,94,2024-01-23T03:18:32Z,4930000,False,,,0,,L. Doncic lost ball TURNOVER (2 TO),"[1629029, 1628369]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,Tatum,1628369.0,,,,,,,,
502,PT11M31.00S,2024-01-23T03:18:26.7Z,4,REGULAR,steal,,[],1628369,,,1610612738,83,94,2024-01-23T03:18:28Z,4940000,False,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
503,PT11M28.00S,2024-01-23T03:18:30.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,92.64126149802891,53.33180147058824,1610612738,83,96,2024-01-23T03:18:41Z,4950000,False,17.0,17.0,1,right,J. Tatum running Layup (30 PTS) (L. Kornet 1 AST),"[1628369, 1628436]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,30.0,,,,,,,,,,,L. Kornet,1628436.0,1.0
505,PT11M16.00S,2024-01-23T03:18:46.3Z,4,REGULAR,foul,personal,[],1628369,,,1610612742,83,96,2024-01-23T03:19:27Z,4970000,False,,,0,,J. Tatum personal FOUL (4 PF),"[1628369, 1627884]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1193.0,4.0,0.0,Jones Jr.,1627884.0,,,
507,PT11M05.00S,2024-01-23T03:19:15.5Z,4,REGULAR,foul,personal,[],1630202,,,1610612742,83,96,2024-01-23T03:19:20Z,4990000,False,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1629029]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201245.0,1.0,0.0,Doncic,1629029.0,,,
509,PT11M05.00S,2024-01-23T03:19:22.0Z,4,REGULAR,substitution,out,[],1630573,,,1610612742,83,96,2024-01-23T03:19:31Z,5010000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M05.00S,2024-01-23T03:19:22.0Z,4,REGULAR,substitution,in,[],201950,,,1610612742,83,96,2024-01-23T03:19:31Z,5020000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M56.00S,2024-01-23T03:19:59.5Z,4,REGULAR,2pt,Jump Shot,[],1629029,22.552562417871222,50.0,1610612742,83,96,2024-01-23T03:20:04Z,5030000,False,0.0,159.0,1,left,MISS L. Doncic 15' step back Shot,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
512,PT10M53.00S,2024-01-23T03:20:02.5Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,83,96,2024-01-23T03:20:04Z,5040000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,,,511.0,5.0,4.0,1.0,,,,,,,,,,,,,,
