actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
18,PT10M15.00S,2024-01-25T01:42:54.3Z,1,REGULAR,foul,personal,[],1629029,,,1610612756,6,2,2024-01-25T01:43:04Z,180000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1626164]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left,,,,,,,202035.0,,,,,,1.0,0.0,Booker,1626164.0,,,,
20,PT10M12.00S,2024-01-25T01:43:10.6Z,1,REGULAR,3pt,Jump Shot,[],201142,22.552562417871222,11.029411764705882,1610612756,6,2,2024-01-25T01:43:15Z,200000,False,195.0,159.0,1,left,MISS K. Durant 25' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,25.18,Missed,,,,,,,,,,,,,,,,,,
21,PT10M10.00S,2024-01-25T01:43:12.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,6,2,2024-01-25T01:43:15Z,210000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,
22,PT10M03.00S,2024-01-25T01:43:19.6Z,1,REGULAR,3pt,Jump Shot,[],1629684,74.06373193166885,16.176470588235293,1610612742,6,2,2024-01-25T01:43:25Z,220000,False,-169.0,191.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
23,PT10M00.00S,2024-01-25T01:43:23.0Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,6,2,2024-01-25T01:43:23Z,230000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,
24,PT09M51.00S,2024-01-25T01:43:32.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629029,80.1084099868594,42.8921568627451,1610612742,8,2,2024-01-25T01:43:36Z,240000,False,-36.0,134.0,1,right,L. Doncic 13' step back Jump Shot (2 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),8-16 Center,13.91,Made,2.0,,,,,,,,,,,,,,,,,
25,PT09M31.00S,2024-01-25T01:43:50.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,6.389618922470433,95.83333333333334,1610612756,8,5,2024-01-25T01:43:56Z,250000,False,-229.0,8.0,1,left,D. Booker 3PT  (3 PTS) (K. Durant 1 AST),"[1626164, 201142]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,22.93,Made,3.0,K. Durant,201142.0,1.0,,,,,,,,,,,,,,
27,PT09M19.00S,2024-01-25T01:44:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,90.93298291721419,56.885723039215684,1610612742,10,5,2024-01-25T01:44:13Z,270000,False,34.0,33.0,1,right,G. Williams driving floating Jump Shot (8 PTS) (L. Doncic 1 AST),"[1629684, 1629029]",1610612742.0,DAL,driving floating,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.75,Made,8.0,L. Doncic,1629029.0,1.0,,,,,,,,,,,,,,
29,PT09M08.00S,2024-01-25T01:44:13.4Z,1,REGULAR,3pt,Jump Shot,[],201142,30.56833114323259,69.85294117647058,1610612756,10,5,2024-01-25T01:44:17Z,290000,False,-99.0,235.0,1,left,MISS K. Durant 25' pullup 3PT,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,25.49,Missed,,,,,,,,,,,,,,,,,,
30,PT09M07.00S,2024-01-25T01:44:14.4Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,10,5,2024-01-25T01:44:17Z,300000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,29.0,2.0,1.0,1.0,,,,,,,,
31,PT08M56.00S,2024-01-25T01:44:26.6Z,1,REGULAR,3pt,Jump Shot,[],1627884,68.41327201051249,58.57843137254902,1610612742,10,5,2024-01-25T01:44:30Z,310000,False,43.0,244.0,1,right,MISS D. Jones Jr. 24' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,24.81,Missed,,,,,,,,,,,,,,,,,,
32,PT08M53.00S,2024-01-25T01:44:29.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,10,5,2024-01-25T01:44:30Z,320000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,
33,PT08M39.00S,2024-01-25T01:44:47.5Z,1,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612756,10,5,2024-01-25T01:44:56Z,330000,False,,,0,,L. Doncic defensive-3-second technical FOUL (1 Tech),[1629029],1610612742.0,DAL,defensive-3-second,,,Doncic,L. Doncic,,,,,,,,,,,,,2714.0,,,,,,1.0,1.0,,,,,,
34,PT08M39.00S,2024-01-25T01:45:08.6Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,10,5,2024-01-25T01:45:08Z,340000,False,,,0,,MISS D. Booker technical Free Throw 1 of 1,[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT08M39.00S,2024-01-25T01:45:08.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,10,5,2024-01-25T01:45:08Z,350000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,
36,PT08M39.00S,2024-01-25T01:45:09.5Z,1,REGULAR,substitution,out,[],1630182,,,1610612756,10,5,2024-01-25T01:45:13Z,360000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M39.00S,2024-01-25T01:45:09.5Z,1,REGULAR,substitution,in,[],203501,,,1610612756,10,5,2024-01-25T01:45:13Z,370000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PT08M36.00S,2024-01-25T01:45:27.8Z,1,REGULAR,foul,personal,[],1629684,,,1610612756,10,5,2024-01-25T01:45:38Z,380000,False,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 201142]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left,,,,,,,1151.0,,,,,,1.0,0.0,Durant,201142.0,,,,
40,PT08M28.00S,2024-01-25T01:45:51.0Z,1,REGULAR,turnover,traveling,[],203994,,,1610612756,10,5,2024-01-25T01:45:57Z,400000,False,,,0,,J. Nurkic traveling TURNOVER (2 TO),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,2714.0,2.0,,,,,,,,,,,,
41,PT08M15.00S,2024-01-25T01:46:12.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641726,92.9862023653088,49.754901960784316,1610612742,12,5,2024-01-25T01:46:21Z,410000,False,-1.0,13.0,1,right,D. Lively II cutting DUNK (2 PTS) (L. Doncic 2 AST),"[1641726, 1629029]",1610612742.0,DAL,cutting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,,,
43,PT08M02.00S,2024-01-25T01:46:28.2Z,1,REGULAR,foul,personal,[],1629684,,,1610612756,12,5,2024-01-25T01:47:39Z,430000,False,,,0,,G. Williams personal FOUL (2 PF),"[1629684, 201142]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,1151.0,,,,,,2.0,0.0,Durant,201142.0,,,,
46,PT08M02.00S,2024-01-25T01:49:10.2Z,1,REGULAR,foul,technical,['1freethrow'],203994,,,1610612756,12,5,2024-01-25T01:49:21Z,460000,False,,,0,,J. Nurkic technical FOUL (1 Tech),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,2714.0,,,,,,0.0,1.0,,,,,,
47,PT08M02.00S,2024-01-25T01:49:25.7Z,1,REGULAR,foul,technical,[],201142,,,1610612756,12,5,2024-01-25T01:49:29Z,470000,False,,,0,,K. Durant double technical FOUL (1 Tech),[201142],1610612756.0,PHX,double,,,Durant,K. Durant,,,,,,,,,,,,,2714.0,,,,,,0.0,1.0,,,,,,
48,PT08M02.00S,2024-01-25T01:49:25.7Z,1,REGULAR,foul,technical,[],1629684,,,1610612756,12,5,2024-01-25T01:49:30Z,480000,False,,,0,,G. Williams double technical FOUL (1 Tech),[1629684],1610612742.0,DAL,double,,,Williams,G. Williams,,,,,,,,,,,,,2714.0,,,,,,2.0,1.0,,,,,,
49,PT08M02.00S,2024-01-25T01:49:55.6Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612756,13,5,2024-01-25T01:49:55Z,490000,False,,,0,,L. Doncic technical Free Throw 1 of 1 (3 PTS),[1629029],1610612742.0,DAL,technical,,,Doncic,L. Doncic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
50,PT08M02.00S,2024-01-25T01:49:56.7Z,1,REGULAR,substitution,out,[],1629684,,,1610612756,13,5,2024-01-25T01:50:14Z,500000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M02.00S,2024-01-25T01:49:56.7Z,1,REGULAR,substitution,in,[],1630182,,,1610612756,13,5,2024-01-25T01:50:14Z,510000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M56.00S,2024-01-25T01:50:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,7.440867279894875,46.07843137254902,1610612756,13,7,2024-01-25T01:50:31Z,520000,False,20.0,17.0,1,left,K. Durant driving Layup (2 PTS) (J. Nurkic 1 AST),"[201142, 203994]",1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,,
54,PT07M47.00S,2024-01-25T01:50:34.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,93.38042049934296,53.18627450980392,1610612742,15,7,2024-01-25T01:50:38Z,540000,False,16.0,10.0,1,right,D. Lively II alley-oop DUNK (4 PTS) (L. Doncic 3 AST),"[1641726, 1629029]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.86,Made,4.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,
56,PT07M33.00S,2024-01-25T01:50:46.8Z,1,REGULAR,2pt,Jump Shot,[],1626164,13.87976346911958,24.264705882352942,1610612756,15,7,2024-01-25T01:50:52Z,560000,False,129.0,78.0,1,left,MISS D. Booker 15' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,15.05,Missed,,,,,,,,,,,,,,,,,,
57,PT07M29.00S,2024-01-25T01:50:50.8Z,1,REGULAR,rebound,offensive,[],203994,,,1610612756,15,7,2024-01-25T01:50:52Z,570000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:0),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Mid-Range,8-16 Right,,,,,,,,,56.0,2.0,0.0,2.0,,,,,,,,
60,PT07M27.00S,2024-01-25T01:50:55.9Z,1,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612756,15,7,2024-01-25T01:51:02Z,600000,False,,,0,,D. Lively II shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1641726, 203994]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,202035.0,,,,,,1.0,0.0,Nurkic,203994.0,,,,
62,PT07M27.00S,2024-01-25T01:51:19.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612756,15,8,2024-01-25T01:51:19Z,620000,False,,,0,,J. Nurkic Free Throw 1 of 2 (1 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
63,PT07M27.00S,2024-01-25T01:51:33.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612756,15,9,2024-01-25T01:51:33Z,630000,False,,,0,,J. Nurkic Free Throw 2 of 2 (2 PTS),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
64,PT07M13.00S,2024-01-25T01:51:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,88.51839684625493,45.09803921568628,1610612742,17,9,2024-01-25T01:51:52Z,640000,False,-25.0,55.0,1,right,L. Doncic 6' driving floating Jump Shot (5 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.06,Made,5.0,,,,,,,,,,,,,,,,,
65,PT07M01.00S,2024-01-25T01:52:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,13.61695137976347,65.68627450980392,1610612756,17,9,2024-01-25T01:52:52Z,650000,False,-78.0,75.0,1,left,MISS K. Durant 10' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Left,10.88,Missed,,,,,,,,,,,,,,,,,,
66,PT07M00.00S,2024-01-25T01:52:01.7Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,17,9,2024-01-25T01:52:04Z,660000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,
67,PT06M54.00S,2024-01-25T01:52:09.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203501,94.03745072273325,55.63725490196079,1610612742,17,9,2024-01-25T01:54:29Z,670000,False,28.0,4.0,1,right,MISS T. Hardaway Jr. running Layup,[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
68,PT06M51.00S,2024-01-25T01:52:12.0Z,1,REGULAR,rebound,defensive,[],203994,,,1610612756,17,9,2024-01-25T01:52:14Z,680000,False,,,0,,J. Nurkic REBOUND (Off:2 Def:1),[203994],1610612756.0,PHX,,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,,,,,,,,,67.0,3.0,1.0,2.0,,,,,,,,
69,PT06M40.00S,2024-01-25T01:52:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,17.16491458607096,62.5,1610612756,17,9,2024-01-25T01:55:22Z,690000,False,-62.0,109.0,1,left,MISS D. Booker 12' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.56,Missed,,,,,,,,,,,,,,,,,,
70,PT06M40.00S,2024-01-25T01:52:21.3Z,1,REGULAR,rebound,offensive,[],1628960,,,1610612756,17,9,2024-01-25T01:52:27Z,700000,False,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,69.0,1.0,0.0,1.0,,,,,,,,
71,PT06M38.00S,2024-01-25T01:52:27.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612756,17,9,2024-01-25T01:52:47Z,710000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF) (Allen 2 FT),"[203501, 1628960]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,202035.0,,,,,,1.0,0.0,Allen,1628960.0,,,,
73,PT06M38.00S,2024-01-25T01:52:46.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,17,9,2024-01-25T01:52:46Z,730000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M38.00S,2024-01-25T01:56:11.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628960,,,1610612756,17,10,2024-01-25T01:56:11Z,740000,False,,,0,,G. Allen Free Throw 1 of 2 (1 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
75,PT06M38.00S,2024-01-25T01:56:25.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628960,,,1610612756,17,11,2024-01-25T01:56:25Z,750000,False,,,0,,G. Allen Free Throw 2 of 2 (2 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
76,PT06M17.00S,2024-01-25T01:56:51.3Z,1,REGULAR,foul,offensive,['inpenalty'],1627884,,,1610612742,17,11,2024-01-25T01:56:58Z,760000,False,,,0,,D. Jones Jr. offensive FOUL (1 PF),"[1627884, 203078]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,,,,,,1.0,0.0,Beal,203078.0,,,,
78,PT06M17.00S,2024-01-25T01:56:51.3Z,1,REGULAR,turnover,offensive foul,[],1627884,,,1610612742,17,11,2024-01-25T01:56:51Z,780000,False,,,0,,D. Jones Jr. offensive foul TURNOVER (1 TO),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2714.0,1.0,,,,,,,,,,,,
79,PT06M03.00S,2024-01-25T01:57:17.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201142,21.895532194480946,33.33333333333333,1610612756,17,13,2024-01-25T01:57:21Z,790000,False,83.0,153.0,1,left,K. Durant 17' pullup Jump Shot (4 PTS) (J. Nurkic 2 AST),"[201142, 203994]",1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,17.45,Made,4.0,J. Nurkic,203994.0,2.0,,,,,,,,,,,,,,
81,PT05M45.00S,2024-01-25T01:57:34.8Z,1,REGULAR,turnover,bad pass,[],1627884,,,1610612742,17,13,2024-01-25T03:02:01Z,810000,False,,,0,,D. Jones Jr. bad pass TURNOVER (2 TO),"[1627884, 201142]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,,,,Durant,201142.0,,
82,PT05M45.00S,2024-01-25T01:57:34.8Z,1,REGULAR,steal,,[],201142,,,1610612756,17,13,2024-01-25T01:58:11Z,820000,False,,,0,,K. Durant STEAL (1 STL),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
83,PT05M41.00S,2024-01-25T01:57:39.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628960,5.469776609724048,51.225490196078425,1610612756,17,15,2024-01-25T02:50:17Z,830000,False,-6.0,-1.0,1,left,G. Allen running DUNK (4 PTS) (D. Booker 1 AST),"[1628960, 1626164]",1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,0.62,Made,4.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
85,PT05M26.00S,2024-01-25T01:57:53.9Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612742,17,15,2024-01-25T01:58:58Z,850000,False,,,0,,D. Jones Jr. lost ball TURNOVER (3 TO),"[1627884, 1626164]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,3.0,,,,,,,,,Booker,1626164.0,,
86,PT05M26.00S,2024-01-25T01:57:53.9Z,1,REGULAR,steal,,[],1626164,,,1610612756,17,15,2024-01-25T01:57:55Z,860000,False,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT05M10.00S,2024-01-25T01:58:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201142,5.995400788436268,4.901960784313726,1610612756,17,15,2024-01-25T01:58:16Z,870000,False,225.0,4.0,1,left,MISS K. Durant 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
88,PT05M07.00S,2024-01-25T01:58:12.7Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,17,15,2024-01-25T01:58:16Z,880000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Right Corner 3,24+ Right,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,,,
89,PT05M00.00S,2024-01-25T01:58:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,89.7503285151117,53.08670343137255,1610612742,17,15,2024-01-25T01:58:25Z,890000,False,15.0,44.0,1,right,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,,,,,,,,,,,
