actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
401,PT08M53.00S,2024-04-07T21:07:29.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,86.15308804204993,39.46078431372549,1610612742,72,79,2024-04-07T21:07:33Z,3990000,False,-53.0,78.0,1,right,K. Irving 9' turnaround fadeaway Jump Shot (20 PTS),[202681],1610612742.0,DAL,turnaround fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,,,,9.39,Made,20.0,,,,,,,,,,,,,,
402,PT08M38.00S,2024-04-07T21:07:43.8Z,3,REGULAR,3pt,Jump Shot,[],201145,6.915243101182654,4.411764705882353,1610612745,72,79,2024-04-07T21:07:47Z,4000000,False,228.0,13.0,1,left,MISS J. Green 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,22.82,Missed,,,,,,,,,,,,,,,
403,PT08M36.00S,2024-04-07T21:07:45.8Z,3,REGULAR,rebound,defensive,[],202681,,,1610612742,72,79,2024-04-07T21:07:47Z,4010000,False,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,,,,,,402.0,,,,,,,,,4.0,4.0,0.0
404,PT08M29.00S,2024-04-07T21:07:55.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,91.14651773981603,46.07843137254902,1610612742,74,79,2024-04-07T21:11:56Z,4020000,False,-20.0,31.0,1,right,D. Gafford Layup (4 PTS) (L. Doncic 7 AST),"[1629655, 1629029]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,3.64,Made,4.0,,,,L. Doncic,1629029.0,7.0,,,,,,,,
406,PT08M29.00S,2024-04-07T21:07:58.4Z,3,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612742,74,79,2024-04-07T21:08:04Z,4040000,False,,,0,,F. VanVleet shooting personal FOUL (3 PF) (Gafford 1 FT),"[1627832, 1629655]",1610612745.0,HOU,shooting,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,3.0,0.0,Gafford,1629655.0,,,
408,PT08M29.00S,2024-04-07T21:08:30.1Z,3,REGULAR,freethrow,1 of 1,[],1629655,,,1610612742,74,79,2024-04-07T21:08:32Z,4060000,False,,,0,,MISS D. Gafford Free Throw 1 of 1,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
409,PT08M27.00S,2024-04-07T21:08:32.1Z,3,REGULAR,rebound,defensive,[],1631095,,,1610612745,74,79,2024-04-07T21:08:32Z,4070000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:8),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,408.0,,,,,,,,,9.0,8.0,1.0
410,PT08M16.00S,2024-04-07T21:08:42.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631095,4.418528252299605,50.0,1610612745,74,81,2024-04-07T21:08:46Z,4080000,False,0.0,-11.0,1,left,J. Smith Jr. driving DUNK (4 PTS) (F. VanVleet 10 AST),"[1631095, 1627832]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,1.1,Made,4.0,,,,F. VanVleet,1627832.0,10.0,,,,,,,,
412,PT07M58.00S,2024-04-07T21:08:59.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.07293035479631,42.40196078431372,1610612742,76,81,2024-04-07T21:09:03Z,4100000,False,-38.0,69.0,1,right,L. Doncic 7' turnaround Jump Shot (20 PTS),[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,7.88,Made,20.0,,,,,,,,,,,,,,
413,PT07M47.00S,2024-04-07T21:09:11.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,19.136005256241788,55.392156862745104,1610612745,76,83,2024-04-07T21:09:15Z,4110000,False,-27.0,127.0,1,left,F. VanVleet 13' driving floating bank Jump Shot (13 PTS),[1627832],1610612745.0,HOU,driving floating bank,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,13.02,Made,13.0,,,,,,,,,,,,,,
414,PT07M34.00S,2024-04-07T21:09:24.0Z,3,REGULAR,3pt,Jump Shot,[],202681,68.41327201051249,26.47058823529412,1610612742,79,83,2024-04-07T21:09:27Z,4120000,False,-118.0,244.0,1,right,K. Irving 27' 3PT pullup (23 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,27.12,Made,23.0,,,,,,,,,,,,,,
415,PT07M18.00S,2024-04-07T21:09:39.4Z,3,REGULAR,3pt,Jump Shot,[],201145,32.14520367936925,40.931372549019606,1610612745,79,83,2024-04-07T21:09:43Z,4130000,False,45.0,250.0,1,left,MISS J. Green 25' 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,25.38,Missed,,,,,,,,,,,,,,,
416,PT07M16.00S,2024-04-07T21:09:41.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,79,83,2024-04-07T21:09:43Z,4140000,False,,,0,,P. Washington REBOUND (Off:1 Def:5),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,415.0,,,,,,,,,6.0,5.0,1.0
417,PT07M11.00S,2024-04-07T21:09:46.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,75.77201051248358,84.80392156862744,1610612742,79,83,2024-04-07T21:13:11Z,4150000,False,174.0,175.0,1,right,MISS P. Washington 24' running 3PT,[1629023],1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,24.69,Missed,,,,,,,,,,,,,,,
418,PT07M08.00S,2024-04-07T21:09:49.6Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,79,83,2024-04-07T21:09:50Z,4160000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,417.0,,,,,,,,,2.0,2.0,0.0
419,PT06M49.00S,2024-04-07T21:10:09.2Z,3,REGULAR,3pt,Jump Shot,[],1631095,6.783837056504599,94.85294117647058,1610612745,79,86,2024-04-07T21:10:12Z,4170000,False,-224.0,11.0,1,left,J. Smith Jr. 3PT  (7 PTS) (J. Green 1 AST),"[1631095, 201145]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,,22.46,Made,7.0,,,,J. Green,201145.0,1.0,,,,,,,,
421,PT06M28.00S,2024-04-07T21:10:29.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,91.93495400788436,50.0,1610612742,81,86,2024-04-07T21:13:45Z,4190000,False,0.0,23.0,1,right,D. Gafford floating Jump Shot (6 PTS) (L. Doncic 8 AST),"[1629655, 1629029]",1610612742.0,DAL,floating,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,2.33,Made,6.0,,,,L. Doncic,1629029.0,8.0,,,,,,,,
423,PT06M21.00S,2024-04-07T21:10:41.0Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612745,81,86,2024-04-07T21:10:52Z,4210000,False,,,0,,D. Gafford shooting personal FOUL (4 PF) (Brooks 2 FT),"[1629655, 1628415]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,200833.0,4.0,0.0,Brooks,1628415.0,,,
425,PT06M21.00S,2024-04-07T21:10:54.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,81,86,2024-04-07T21:10:54Z,4230000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT06M21.00S,2024-04-07T21:13:31.3Z,3,REGULAR,substitution,out,[],1627884,,,1610612745,81,86,2024-04-07T21:13:50Z,4240000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT06M21.00S,2024-04-07T21:13:31.3Z,3,REGULAR,substitution,out,[],1629655,,,1610612745,81,86,2024-04-07T21:13:50Z,4250000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M21.00S,2024-04-07T21:13:31.3Z,3,REGULAR,substitution,out,[],201145,,,1610612745,81,86,2024-04-07T21:13:50Z,4260000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT06M21.00S,2024-04-07T21:13:31.3Z,3,REGULAR,substitution,in,[],203957,,,1610612745,81,86,2024-04-07T21:13:50Z,4270000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M21.00S,2024-04-07T21:13:31.3Z,3,REGULAR,substitution,in,[],1628467,,,1610612745,81,86,2024-04-07T21:13:50Z,4280000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M21.00S,2024-04-07T21:13:31.3Z,3,REGULAR,substitution,in,[],203493,,,1610612745,81,86,2024-04-07T21:13:50Z,4290000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M21.00S,2024-04-07T21:14:07.3Z,3,REGULAR,freethrow,1 of 2,[],1628415,,,1610612745,81,87,2024-04-07T21:14:24Z,4300000,False,,,0,,D. Brooks Free Throw 1 of 2 (20 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
433,PT06M21.00S,2024-04-07T21:14:07.3Z,3,REGULAR,freethrow,2 of 2,[],1628415,,,1610612745,81,87,2024-04-07T21:14:24Z,4310000,False,,,0,,MISS D. Brooks Free Throw 2 of 2,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
434,PT06M18.00S,2024-04-07T21:14:10.3Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,81,87,2024-04-07T21:14:24Z,4320000,False,,,0,,P. Washington REBOUND (Off:1 Def:6),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,433.0,,,,,,,,,7.0,6.0,1.0
435,PT05M59.00S,2024-04-07T21:14:43.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,91.27792378449409,58.57843137254902,1610612742,81,87,2024-04-07T21:14:47Z,4330000,False,43.0,29.0,1,right,MISS K. Irving pullup bank Shot,[202681],1610612742.0,DAL,pullup bank,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,5.21,Missed,,,,,,,,,,,,,,,
436,PT05M57.00S,2024-04-07T21:14:45.7Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,81,87,2024-04-07T21:14:47Z,4340000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,435.0,,,,,,,,,3.0,3.0,0.0
437,PT05M41.00S,2024-04-07T21:15:02.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203493,7.835085413929041,50.73529411764706,1610612745,81,89,2024-04-07T21:15:05Z,4350000,False,-4.0,21.0,1,left,R. Bullock Jr. cutting finger roll Layup (5 PTS) (J. Smith Jr. 2 AST),"[203493, 1631095]",1610612745.0,HOU,cutting finger roll,,,Bullock Jr.,R. Bullock Jr.,,,,,Restricted Area,0-8 Center,,,,2.14,Made,5.0,,,,J. Smith Jr.,1631095.0,2.0,,,,,,,,
439,PT05M29.00S,2024-04-07T21:15:14.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203957,91.27792378449409,54.41176470588235,1610612742,81,89,2024-04-07T21:15:59Z,4370000,False,22.0,29.0,1,right,MISS D. Exum turnaround Hook,[203957],1610612742.0,DAL,turnaround,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,3.69,Missed,,,,,,,,,,,,,,,
440,PT05M25.00S,2024-04-07T21:15:18.8Z,3,REGULAR,rebound,offensive,[],203957,,,1610612742,81,89,2024-04-07T21:15:19Z,4380000,False,,,0,,D. Exum REBOUND (Off:1 Def:4),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,,,,,,439.0,,,,,,,,,5.0,4.0,1.0
441,PT05M25.00S,2024-04-07T21:15:17.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203957,94.40999984741211,50.0,1610612742,83,89,2024-04-07T21:15:20Z,4390000,False,0.0,0.0,1,right,D. Exum tip Layup (9 PTS),[203957],1610612742.0,DAL,tip,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,0.0,Made,9.0,,,,,,,,,,,,,,
442,PT05M01.00S,2024-04-07T21:15:41.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,8.754927726675426,47.05882352941176,1610612745,83,89,2024-04-07T21:15:46Z,4400000,False,15.0,30.0,1,left,MISS J. Green driving DUNK - blocked,"[1630224, 1628467]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,3.32,Missed,,Kleber,1628467.0,,,,,,,,,,,,
443,PT05M01.00S,2024-04-07T21:15:41.1Z,3,REGULAR,block,,[],1628467,,,1610612745,83,89,2024-04-07T21:15:44Z,4410000,False,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
444,PT04M58.00S,2024-04-07T21:15:44.1Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,83,89,2024-04-07T21:15:46Z,4420000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,442.0,,,,,,,,,1.0,1.0,0.0
445,PT04M46.00S,2024-04-07T21:15:57.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.5473061760841,45.83333333333333,1610612742,85,89,2024-04-07T21:16:00Z,4430000,False,-21.0,74.0,1,right,L. Doncic 7' turnaround fadeaway Jump Shot (22 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,7.69,Made,22.0,,,,,,,,,,,,,,
446,PT04M33.00S,2024-04-07T21:16:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,5.863994743758213,55.63725490196079,1610612745,85,89,2024-04-07T21:18:12Z,4440000,False,-28.0,3.0,1,left,MISS D. Brooks driving Layup,[1628415],1610612745.0,HOU,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,2.83,Missed,,,,,,,,,,,,,,,
447,PT04M31.00S,2024-04-07T21:16:12.3Z,3,REGULAR,rebound,defensive,[],1628467,,,1610612742,85,89,2024-04-07T21:16:13Z,4450000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,446.0,,,,,,,,,2.0,2.0,0.0
448,PT04M26.00S,2024-04-07T21:16:17.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629029,94.03745072273325,50.245098039215684,1610612742,87,89,2024-04-07T21:16:20Z,4460000,False,1.0,4.0,1,right,L. Doncic running finger roll Layup (24 PTS),[1629029],1610612742.0,DAL,running finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,0.37,Made,24.0,,,,,,,,,,,,,,
449,PT04M26.00S,2024-04-07T21:16:20.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,87,89,2024-04-07T21:16:20Z,4470000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M11.00S,2024-04-07T21:19:39.0Z,3,REGULAR,3pt,Jump Shot,[],203493,29.122864651773984,74.50980392156863,1610612745,87,92,2024-04-07T21:19:42Z,4480000,False,-123.0,221.0,1,left,R. Bullock Jr. 25' 3PT  (8 PTS) (J. Green 5 AST),"[203493, 1630224]",1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.29,Made,8.0,,,,J. Green,1630224.0,5.0,,,,,,,,
452,PT03M55.00S,2024-04-07T21:19:55.3Z,3,REGULAR,3pt,Jump Shot,[],1629029,67.23061760840999,54.166666666666664,1610612742,90,92,2024-04-07T21:20:00Z,4500000,False,21.0,256.0,1,right,L. Doncic 25' 3PT step back (27 PTS) (K. Irving 1 AST),"[1629029, 202681]",1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,25.63,Made,27.0,,,,K. Irving,202681.0,1.0,,,,,,,,
454,PT03M40.00S,2024-04-07T21:20:11.8Z,3,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612745,90,92,2024-04-07T21:20:22Z,4520000,False,,,0,,M. Kleber shooting personal FOUL (3 PF) (Green 2 FT),"[1628467, 1630224]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,3.0,0.0,Green,1630224.0,,,
456,PT03M40.00S,2024-04-07T21:20:48.8Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,90,93,2024-04-07T21:20:48Z,4540000,False,,,0,,J. Green Free Throw 1 of 2 (16 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
457,PT03M40.00S,2024-04-07T21:20:49.4Z,3,REGULAR,substitution,out,[],1629023,,,1610612745,90,93,2024-04-07T21:21:03Z,4550000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M40.00S,2024-04-07T21:20:49.4Z,3,REGULAR,substitution,in,[],203501,,,1610612745,90,93,2024-04-07T21:21:03Z,4560000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M40.00S,2024-04-07T21:21:10.3Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,90,94,2024-04-07T21:21:10Z,4570000,False,,,0,,J. Green Free Throw 2 of 2 (17 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
460,PT03M27.00S,2024-04-07T21:21:25.2Z,3,REGULAR,3pt,Jump Shot,[],1629029,78.9257555847569,8.333333333333332,1610612742,90,94,2024-04-07T21:21:30Z,4580000,False,-208.0,146.0,1,right,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,25.41,Missed,,,,,,,,,,,,,,,
461,PT03M26.00S,2024-04-07T21:21:26.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,90,94,2024-04-07T21:21:30Z,4590000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,460.0,,,,,,,,,,,
462,PT03M26.00S,2024-04-07T21:21:30.1Z,3,REGULAR,foul,personal,[],1631095,,,1610612742,90,94,2024-04-07T21:22:07Z,4600000,False,,,0,,J. Smith Jr. loose ball personal FOUL (4 PF),"[1631095, 1628467]",1610612745.0,HOU,loose ball,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,4.0,0.0,Kleber,1628467.0,,,
464,PT03M26.00S,2024-04-07T21:21:37.0Z,3,REGULAR,substitution,out,[],1630224,,,1610612742,90,94,2024-04-07T21:21:52Z,4620000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT03M26.00S,2024-04-07T21:21:37.0Z,3,REGULAR,substitution,out,[],1631095,,,1610612742,90,94,2024-04-07T21:21:52Z,4630000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M26.00S,2024-04-07T21:21:37.0Z,3,REGULAR,substitution,in,[],1629111,,,1610612742,90,94,2024-04-07T21:21:52Z,4640000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT03M26.00S,2024-04-07T21:21:37.0Z,3,REGULAR,substitution,in,[],1641715,,,1610612742,90,94,2024-04-07T21:21:52Z,4650000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT03M13.00S,2024-04-07T21:22:04.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203501,94.1688567674113,94.6078431372549,1610612742,93,94,2024-04-07T21:22:08Z,4660000,False,223.0,2.0,1,right,T. Hardaway Jr. 3PT  (5 PTS) (D. Exum 1 AST),"[203501, 203957]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,22.3,Made,5.0,,,,D. Exum,203957.0,1.0,,,,,,,,
470,PT02M47.00S,2024-04-07T21:22:30.3Z,3,REGULAR,2pt,Jump Shot,[],1627832,16.63929040735874,19.362745098039216,1610612745,93,96,2024-04-07T21:22:33Z,4680000,False,153.0,104.0,1,left,F. VanVleet 18' pullup Jump Shot (15 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right,,,,18.51,Made,15.0,,,,,,,,,,,,,,
471,PT02M40.00S,2024-04-07T21:22:39.6Z,3,REGULAR,foul,personal,[],203493,,,1610612742,93,96,2024-04-07T21:22:52Z,4690000,False,,,0,,R. Bullock Jr. personal FOUL (1 PF),"[203493, 203957]",1610612745.0,HOU,,,,Bullock Jr.,R. Bullock Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,200832.0,1.0,0.0,Exum,203957.0,,,
473,PT02M32.00S,2024-04-07T21:23:09.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,94.1688567674113,51.9607843137255,1610612742,95,96,2024-04-07T21:23:34Z,4710000,False,10.0,2.0,1,right,L. Doncic driving Layup (29 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,1.01,Made,29.0,,,,,,,,,,,,,,
474,PT02M32.00S,2024-04-07T21:23:12.1Z,3,REGULAR,foul,personal,['1freethrow'],1628415,,,1610612742,95,96,2024-04-07T21:23:19Z,4720000,False,,,0,,D. Brooks shooting personal FOUL (4 PF) (Doncic 1 FT),"[1628415, 1629029]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,4.0,0.0,Doncic,1629029.0,,,
476,PT02M32.00S,2024-04-07T21:23:24.0Z,3,REGULAR,substitution,out,[],202681,,,1610612742,95,96,2024-04-07T21:23:39Z,4740000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT02M32.00S,2024-04-07T21:23:24.0Z,3,REGULAR,substitution,in,[],1627884,,,1610612742,95,96,2024-04-07T21:23:39Z,4750000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M32.00S,2024-04-07T21:23:50.4Z,3,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,96,96,2024-04-07T21:23:50Z,4760000,False,,,0,,L. Doncic Free Throw 1 of 1 (30 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,Made,30.0,,,,,,,,,,,,,,
479,PT02M15.00S,2024-04-07T21:24:08.0Z,3,REGULAR,2pt,Jump Shot,[],1627832,14.668199737187912,17.15686274509804,1610612745,96,98,2024-04-07T21:24:11Z,4770000,False,164.0,85.0,1,left,F. VanVleet 18' pullup Jump Shot (17 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right,,,,18.51,Made,17.0,,,,,,,,,,,,,,
480,PT02M03.00S,2024-04-07T21:24:26.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612742,96,98,2024-04-07T21:24:31Z,4780000,False,,,0,,D. Brooks personal FOUL (5 PF) (Kleber 2 FT),"[1628415, 1628467]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,200832.0,5.0,0.0,Kleber,1628467.0,,,
482,PT02M03.00S,2024-04-07T21:24:56.6Z,3,REGULAR,freethrow,1 of 2,[],1628467,,,1610612742,96,98,2024-04-07T21:24:56Z,4800000,False,,,0,,MISS M. Kleber Free Throw 1 of 2,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
483,PT02M03.00S,2024-04-07T21:24:56.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,96,98,2024-04-07T21:24:56Z,4810000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,482.0,,,,,,,,,,,
753,PT02M03.00S,2024-04-07T21:25:06.7Z,3,REGULAR,substitution,out,[],1628415,,,1610612742,96,98,2024-04-07T22:17:50Z,4825000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
