actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
15,PT10M52.00S,2023-10-28T00:43:37.2Z,1,REGULAR,3pt,Jump Shot,[],1630560,83.13074901445466,95.83333333333334,1610612751,0,0,2023-10-28T00:43:42Z,150000,False,229.0,106.0,1,right,MISS C. Thomas 25' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
16,PT10M47.00S,2023-10-28T00:43:42.2Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,0,0,2023-10-28T00:43:42Z,160000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M44.00S,2023-10-28T00:43:46.8Z,1,REGULAR,foul,personal,['2freethrow'],203915,,,1610612742,0,0,2023-10-28T00:43:59Z,170000,False,,,0,,S. Dinwiddie shooting personal FOUL (1 PF) (Lively II 2 FT),"[203915, 1641726]",1610612751.0,BKN,shooting,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,1.0,0.0,Lively II,1641726.0,,,,,,,,,
19,PT10M44.00S,2023-10-28T00:44:14.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641726,,,1610612742,0,0,2023-10-28T00:44:14Z,190000,False,,,0,,MISS D. Lively II Free Throw 1 of 2,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M44.00S,2023-10-28T00:44:14.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,0,0,2023-10-28T00:44:14Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,
21,PT10M44.00S,2023-10-28T00:44:28.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641726,,,1610612742,1,0,2023-10-28T00:44:28Z,210000,False,,,0,,D. Lively II Free Throw 2 of 2 (1 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
22,PT10M30.00S,2023-10-28T00:44:48.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,90.22667542706965,45.588235294117645,1610612751,1,0,2023-10-28T00:46:52Z,220000,False,-22.0,39.0,1,right,MISS C. Thomas driving Layup - blocked,"[1630560, 1641726]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,Lively II,1641726.0,,,,,,
23,PT10M30.00S,2023-10-28T00:44:48.6Z,1,REGULAR,block,,[],1641726,,,1610612751,1,0,2023-10-28T00:44:53Z,230000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M28.00S,2023-10-28T00:44:50.6Z,1,REGULAR,rebound,offensive,[],1627732,,,1610612751,1,0,2023-10-28T00:46:52Z,240000,False,,,0,,B. Simmons REBOUND (Off:1 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,22.0,2.0,1.0,1.0,,,,,,,,,,,,,,
25,PT10M26.00S,2023-10-28T00:44:59.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627732,94.30026281208936,50.49019607843137,1610612751,1,2,2023-10-28T00:47:59Z,250000,False,2.0,1.0,1,right,B. Simmons putback Layup (2 PTS),[1627732],1610612751.0,BKN,putback,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,,,,2.0,,,,,,,,
26,PT10M01.00S,2023-10-28T00:45:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.09395532194481,29.901960784313726,1610612742,4,2,2023-10-28T00:47:44Z,260000,False,100.0,240.0,1,left,L. Doncic 26' 3PT step back (3 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.0,Made,,,,,,,,,,3.0,,,,,,,,
27,PT09M50.00S,2023-10-28T00:45:26.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,90.88370565045992,51.225490196078425,1610612751,4,2,2023-10-28T00:48:45Z,270000,False,6.0,33.0,1,right,MISS B. Simmons Hook,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
28,PT09M50.00S,2023-10-28T00:45:26.3Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,4,2,2023-10-28T00:45:39Z,280000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M40.00S,2023-10-28T00:45:35.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.14520367936925,50.49019607843137,1610612742,7,2,2023-10-28T00:45:57Z,290000,False,-2.0,250.0,1,left,L. Doncic 24' 3PT  (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,24.97,Made,,,,,,,,,,6.0,,,,,,,,
30,PT09M40.00S,2023-10-28T00:45:52.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,7,2,2023-10-28T00:45:52Z,300000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT09M20.00S,2023-10-28T00:48:53.0Z,1,REGULAR,3pt,Jump Shot,[],1627827,90.48948751642575,2.941176470588235,1610612751,7,2,2023-10-28T00:48:56Z,310000,False,-235.0,37.0,1,right,MISS D. Finney-Smith 3PT,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Left Corner 3,24+ Left,23.82,Missed,,,,,,,,,,,,,,,,,,
32,PT09M17.00S,2023-10-28T00:48:56.0Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612742,7,2,2023-10-28T00:48:56Z,320000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M02.00S,2023-10-28T00:49:11.3Z,1,REGULAR,3pt,Jump Shot,[],1629684,7.966491458607096,97.05882352941177,1610612742,7,2,2023-10-28T00:49:16Z,330000,False,-235.0,22.0,1,left,MISS G. Williams 3PT,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,,,,,,,,,
34,PT08M59.00S,2023-10-28T00:49:14.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,7,2,2023-10-28T00:49:16Z,340000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M45.00S,2023-10-28T00:49:30.1Z,1,REGULAR,turnover,out-of-bounds,[],203915,,,1610612751,7,2,2023-10-28T00:49:36Z,350000,False,,,0,,S. Dinwiddie bad pass out-of-bounds TURNOVER (1 TO),[203915],1610612751.0,BKN,bad pass,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Right Center,,,,,,,204059.0,,,,,,,,1.0,,,,,
36,PT08M30.00S,2023-10-28T00:49:57.0Z,1,REGULAR,foul,personal,[],1627732,,,1610612742,7,2,2023-10-28T00:50:01Z,360000,False,,,0,,B. Simmons personal FOUL (1 PF),"[1627732, 1629029]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,204059.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
38,PT08M21.00S,2023-10-28T00:50:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,11.12023653088042,46.32352941176471,1610612742,7,2,2023-10-28T00:50:25Z,380000,False,18.0,52.0,1,left,MISS L. Doncic driving Layup - blocked,"[1629029, 1627732]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,Simmons,1627732.0,,,,,,
39,PT08M21.00S,2023-10-28T00:50:22.4Z,1,REGULAR,block,,[],1627732,,,1610612742,7,2,2023-10-28T00:50:24Z,390000,False,,,0,,B. Simmons BLOCK (1 BLK),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2023-10-28T00:50:24.4Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,7,2,2023-10-28T00:50:25Z,400000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M16.00S,2023-10-28T00:50:28.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203915,74.98357424441524,84.31372549019608,1610612751,7,2,2023-10-28T00:51:53Z,410000,False,172.0,183.0,1,right,MISS S. Dinwiddie 25' running 3PT,[203915],1610612751.0,BKN,running,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
42,PT08M13.00S,2023-10-28T00:50:30.9Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612751,7,2,2023-10-28T00:50:30Z,420000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,41.0,2.0,1.0,1.0,,,,,,,,,,,,,,
43,PT08M05.00S,2023-10-28T00:50:38.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630560,87.3850197109067,29.733455882352942,1610612751,7,4,2023-10-28T00:50:45Z,430000,False,-101.0,66.0,1,right,C. Thomas 12' Jump Shot (2 PTS) (M. Bridges 1 AST),"[1630560, 1628969]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Left,12.1,Made,,,,,,,,,,2.0,,,,M. Bridges,1628969.0,1.0,,
45,PT07M43.00S,2023-10-28T00:50:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,17.95335085413929,43.13725490196079,1610612742,9,4,2023-10-28T00:51:03Z,450000,False,34.0,116.0,1,left,G. Williams 12' pullup Jump Shot (2 PTS) (D. Jones Jr. 1 AST),"[1629684, 1627884]",1610612742.0,DAL,pullup,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,12.13,Made,,,,,,,,,,2.0,,,,D. Jones Jr.,1627884.0,1.0,,
47,PT07M34.00S,2023-10-28T00:51:09.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,79.188567674113,89.95098039215686,1610612751,9,7,2023-10-28T00:51:14Z,470000,False,200.0,143.0,1,right,M. Bridges 24' 3PT  (3 PTS) (C. Thomas 1 AST),"[1628969, 1630560]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.58,Made,,,,,,,,,,3.0,,,,C. Thomas,1630560.0,1.0,,
49,PT07M24.00S,2023-10-28T00:51:20.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,6.652431011826544,49.01960784313725,1610612742,11,7,2023-10-28T00:51:25Z,490000,False,5.0,10.0,1,left,D. Lively II cutting Layup (3 PTS) (K. Irving 1 AST),"[1641726, 202681]",1610612742.0,DAL,cutting,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,3.0,,,,K. Irving,202681.0,1.0,,
51,PT07M13.00S,2023-10-28T00:51:31.7Z,1,REGULAR,3pt,Jump Shot,[],1628969,70.64717477003943,72.05882352941177,1610612751,11,10,2023-10-28T00:51:35Z,510000,False,110.0,223.0,1,right,M. Bridges 24' 3PT  (6 PTS) (B. Simmons 1 AST),"[1628969, 1627732]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.91,Made,,,,,,,,,,6.0,,,,B. Simmons,1627732.0,1.0,,
53,PT07M00.00S,2023-10-28T00:51:44.6Z,1,REGULAR,3pt,Jump Shot,[],202681,29.77989487516426,26.715686274509803,1610612742,11,10,2023-10-28T00:51:48Z,530000,False,116.0,227.0,1,left,MISS K. Irving 25' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
54,PT06M56.00S,2023-10-28T00:51:48.6Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,11,10,2023-10-28T00:51:48Z,540000,False,,,0,,C. Thomas REBOUND (Off:0 Def:2),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,,,
55,PT06M38.00S,2023-10-28T00:52:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203915,95.0886990801577,49.26470588235294,1610612751,11,12,2023-10-28T00:52:09Z,550000,False,-4.0,-6.0,1,right,S. Dinwiddie driving DUNK (2 PTS),[203915],1610612751.0,BKN,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,,,,2.0,,,,,,,,
56,PT06M26.00S,2023-10-28T00:52:17.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,25.18068331143233,86.27450980392157,1610612742,14,12,2023-10-28T00:52:21Z,560000,False,-181.0,184.0,1,left,L. Doncic 25' 3PT step back (9 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.85,Made,,,,,,,,,,9.0,,,,,,,,
57,PT06M08.00S,2023-10-28T00:52:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,92.9862023653088,51.225490196078425,1610612751,14,14,2023-10-28T00:52:40Z,570000,False,6.0,13.0,1,right,M. Bridges cutting Layup (8 PTS) (S. Dinwiddie 1 AST),"[1628969, 203915]",1610612751.0,BKN,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,8.0,,,,S. Dinwiddie,203915.0,1.0,,
59,PT05M50.00S,2023-10-28T00:52:56.2Z,1,REGULAR,foul,personal,[],1627827,,,1610612742,14,14,2023-10-28T00:53:01Z,590000,False,,,0,,D. Finney-Smith personal FOUL (1 PF),"[1627827, 1629029]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,1628487.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,
61,PT05M50.00S,2023-10-28T00:53:01.7Z,1,REGULAR,substitution,out,[],202681,,,1610612742,14,14,2023-10-28T00:53:18Z,610000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M50.00S,2023-10-28T00:53:01.7Z,1,REGULAR,substitution,out,[],1627884,,,1610612742,14,14,2023-10-28T00:53:18Z,620000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M50.00S,2023-10-28T00:53:01.7Z,1,REGULAR,substitution,out,[],1627732,,,1610612742,14,14,2023-10-28T00:53:18Z,630000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M50.00S,2023-10-28T00:53:01.7Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,14,14,2023-10-28T00:53:18Z,640000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M50.00S,2023-10-28T00:53:01.7Z,1,REGULAR,substitution,in,[],203501,,,1610612742,14,14,2023-10-28T00:53:18Z,650000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M50.00S,2023-10-28T00:53:01.7Z,1,REGULAR,substitution,in,[],1626220,,,1610612742,14,14,2023-10-28T00:53:18Z,660000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M34.00S,2023-10-28T00:53:36.1Z,1,REGULAR,2pt,Jump Shot,[],203501,15.062417871222076,86.27450980392157,1610612742,16,14,2023-10-28T00:53:39Z,670000,False,-181.0,89.0,1,left,T. Hardaway Jr. 20' pullup Jump Shot (2 PTS) (L. Doncic 1 AST),"[203501, 1629029]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left,20.21,Made,,,,,,,,,,2.0,,,,L. Doncic,1629029.0,1.0,,
69,PT05M14.00S,2023-10-28T00:53:58.8Z,1,REGULAR,foul,personal,[],1629684,,,1610612751,16,14,2023-10-28T00:54:08Z,690000,False,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 203915]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,201639.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,
71,PT05M14.00S,2023-10-28T00:54:09.4Z,1,REGULAR,substitution,out,[],1641726,,,1610612751,16,14,2023-10-28T00:54:17Z,710000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M14.00S,2023-10-28T00:54:09.4Z,1,REGULAR,substitution,out,[],1630560,,,1610612751,16,14,2023-10-28T00:54:17Z,720000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M14.00S,2023-10-28T00:54:09.4Z,1,REGULAR,substitution,in,[],1628467,,,1610612751,16,14,2023-10-28T00:54:17Z,730000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M14.00S,2023-10-28T00:54:09.4Z,1,REGULAR,substitution,in,[],1629022,,,1610612751,16,14,2023-10-28T00:54:17Z,740000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M02.00S,2023-10-28T00:54:40.3Z,1,REGULAR,3pt,Jump Shot,[],203915,67.49342969776609,49.26470588235294,1610612751,16,17,2023-10-28T00:54:44Z,750000,False,-4.0,253.0,1,right,S. Dinwiddie 25' 3PT pullup (5 PTS),[203915],1610612751.0,BKN,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,25.31,Made,,,,,,,,,,5.0,,,,,,,,
76,PT04M45.00S,2023-10-28T00:54:56.5Z,1,REGULAR,3pt,Jump Shot,[],1630182,29.122864651773984,21.568627450980394,1610612742,16,17,2023-10-28T00:55:00Z,760000,False,142.0,221.0,1,left,MISS J. Green 26' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
77,PT04M43.00S,2023-10-28T00:54:58.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,16,17,2023-10-28T00:55:00Z,770000,False,,,0,,M. Bridges REBOUND (Off:1 Def:2),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,76.0,3.0,2.0,1.0,,,,,,,,,,,,,,
78,PT04M39.00S,2023-10-28T00:55:04.8Z,1,REGULAR,foul,personal,[],1629029,,,1610612751,16,17,2023-10-28T00:55:08Z,780000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1628969]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,1628487.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,
80,PT04M27.00S,2023-10-28T00:55:30.3Z,1,REGULAR,3pt,Jump Shot,[],1628969,67.88764783180025,32.84313725490196,1610612751,16,17,2023-10-28T00:55:34Z,800000,False,-86.0,249.0,1,right,MISS M. Bridges 26' pullup 3PT,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
81,PT04M24.00S,2023-10-28T00:55:33.3Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612742,16,17,2023-10-28T00:55:34Z,810000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,80.0,3.0,3.0,0.0,,,,,,,,,,,,,,
82,PT04M19.00S,2023-10-28T00:55:38.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,32.40801576872536,41.911764705882355,1610612742,16,17,2023-10-28T00:56:44Z,820000,False,40.0,252.0,1,left,MISS L. Doncic 25' running 3PT,[1629029],1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
