actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
32,PT09M24.00S,2024-04-13T00:44:27.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629002,95.48291721419186,96.32352941176471,1610612765,4,12,2024-04-13T00:53:10Z,320000,False,232.0,-10.0,1,right,C. Metu 3PT running (6 PTS) (T. Brown Jr. 1 AST),"[1629002, 1628972]",1610612765.0,DET,running,,,Metu,C. Metu,,,,,Right Corner 3,24+ Right,23.18,Made,,,,,6.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,
34,PT08M58.00S,2024-04-13T00:44:53.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,25.969119579500656,82.35294117647058,1610612742,7,12,2024-04-13T00:44:57Z,340000,False,-162.0,192.0,1,left,P. Washington 25' 3PT  (5 PTS) (D. Jones Jr. 2 AST),"[1629023, 1627884]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.08,Made,,,,,5.0,D. Jones Jr.,1627884.0,2.0,,,,,,,,,,
36,PT08M47.00S,2024-04-13T00:45:07.4Z,1,REGULAR,foul,personal,[],1629655,,,1610612765,7,12,2024-04-13T00:45:29Z,360000,False,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 1630164]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Wiseman,1630164.0
38,PT08M33.00S,2024-04-13T00:45:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,93.9060446780552,53.431372549019606,1610612765,7,14,2024-04-13T00:45:54Z,380000,False,17.0,5.0,1,right,J. Wiseman cutting finger roll Layup (4 PTS) (T. Brown Jr. 2 AST),"[1630164, 1628972]",1610612765.0,DET,cutting finger roll,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.79,Made,,,,,4.0,T. Brown Jr.,1628972.0,2.0,,,,,,,,,,
40,PT08M15.00S,2024-04-13T00:45:58.6Z,1,REGULAR,turnover,bad pass,[],1629655,,,1610612742,7,14,2024-04-13T00:46:01Z,400000,False,,,0,,D. Gafford bad pass TURNOVER (2 TO),"[1629655, 1628972]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Brown Jr.,1628972.0,,,,,
41,PT08M15.00S,2024-04-13T00:45:58.6Z,1,REGULAR,steal,,[],1628972,,,1610612765,7,14,2024-04-13T01:04:52Z,410000,False,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
46,PT08M07.00S,2024-04-13T00:46:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631204,93.03547963206307,49.90042892156863,1610612765,7,14,2024-04-13T00:49:19Z,415000,False,0.0,13.0,1,right,MISS M. Sasser driving reverse Layup,[1631204],1610612765.0,DET,driving reverse,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
47,PT08M06.00S,2024-04-13T00:46:05.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,7,14,2024-04-13T00:49:19Z,417500,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M06.00S,2024-04-13T00:46:27.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,7,14,2024-04-13T00:49:26Z,440000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M55.00S,2024-04-13T00:49:41.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203957,7.046649145860711,53.18627450980392,1610612742,7,14,2024-04-13T00:49:48Z,460000,False,-16.0,14.0,1,left,MISS D. Exum driving Layup - blocked,"[203957, 1630164]",1610612742.0,DAL,driving,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,Wiseman,1630164.0,,,,,,,,
49,PT07M55.00S,2024-04-13T00:49:41.8Z,1,REGULAR,block,,[],1630164,,,1610612742,7,14,2024-04-13T00:49:43Z,470000,False,,,0,,J. Wiseman BLOCK (2 BLK),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
50,PT07M53.00S,2024-04-13T00:49:43.8Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612765,7,14,2024-04-13T00:49:48Z,480000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:3),[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,48.0,3.0,3.0,0.0,,,,,,,,,,,,,,
51,PT07M49.00S,2024-04-13T00:49:48.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629002,93.77463863337714,54.65686274509803,1610612765,7,14,2024-04-13T00:58:07Z,490000,False,23.0,6.0,1,right,MISS C. Metu running alley-oop Layup,[1629002],1610612765.0,DET,running alley-oop,,,Metu,C. Metu,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
52,PT07M47.00S,2024-04-13T00:49:50.4Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,7,14,2024-04-13T00:49:54Z,500000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,,,
53,PT07M42.00S,2024-04-13T00:49:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,19.398817345597898,37.745098039215684,1610612742,9,14,2024-04-13T00:59:51Z,510000,False,61.0,130.0,1,left,T. Hardaway Jr. 14' driving floating Jump Shot (2 PTS),[203501],1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Center,14.35,Made,,,,,2.0,,,,,,,,,,,,,
54,PT07M24.00S,2024-04-13T00:50:13.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,87.33574244415243,50.73529411764706,1610612765,9,14,2024-04-13T01:00:22Z,520000,False,4.0,67.0,1,right,MISS M. Sasser 6' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
55,PT07M24.00S,2024-04-13T00:50:13.6Z,1,REGULAR,rebound,offensive,[],1630164,,,1610612765,9,14,2024-04-13T00:50:49Z,530000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:1),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,54.0,3.0,1.0,2.0,,,,,,,,,,,,,,
57,PT07M21.00S,2024-04-13T00:50:19.7Z,1,REGULAR,substitution,out,[],1627884,,,1610612765,9,14,2024-04-13T00:50:37Z,550000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M21.00S,2024-04-13T00:50:19.7Z,1,REGULAR,substitution,out,[],1629655,,,1610612765,9,14,2024-04-13T00:50:37Z,560000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M21.00S,2024-04-13T00:50:19.7Z,1,REGULAR,substitution,in,[],1628467,,,1610612765,9,14,2024-04-13T00:50:37Z,570000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M21.00S,2024-04-13T00:50:19.7Z,1,REGULAR,substitution,in,[],1630182,,,1610612765,9,14,2024-04-13T00:50:37Z,580000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M12.00S,2024-04-13T00:50:49.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631204,71.69842312746385,22.54901960784314,1610612765,9,14,2024-04-13T00:50:53Z,590000,False,-137.0,214.0,1,right,MISS M. Sasser 25' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
62,PT07M10.00S,2024-04-13T00:50:51.0Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,9,14,2024-04-13T00:50:53Z,600000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,,,
63,PT07M04.00S,2024-04-13T00:50:57.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203501,21.632720105124836,89.95098039215686,1610612742,12,14,2024-04-13T01:03:57Z,610000,False,-200.0,151.0,1,left,T. Hardaway Jr. 25' 3PT running pullup (5 PTS),[203501],1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,25.03,Made,,,,,5.0,,,,,,,,,,,,,
64,PT06M50.00S,2024-04-13T00:51:11.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,83.13074901445466,57.35294117647059,1610612765,12,14,2024-04-13T01:04:19Z,620000,False,37.0,106.0,1,right,MISS J. Wiseman 11' turnaround fadeaway Shot,[1630164],1610612765.0,DET,turnaround fadeaway,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Center,11.23,Missed,,,,,,,,,,,,,,,,,,
65,PT06M48.00S,2024-04-13T00:51:13.0Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,12,14,2024-04-13T00:51:15Z,630000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,
66,PT06M43.00S,2024-04-13T00:51:19.3Z,1,REGULAR,turnover,lost ball,[],203501,,,1610612742,12,14,2024-04-13T00:51:23Z,640000,False,,,0,,T. Hardaway Jr. lost ball TURNOVER (1 TO),"[203501, 1629002]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,Metu,1629002.0,,,,,
67,PT06M43.00S,2024-04-13T00:51:19.3Z,1,REGULAR,steal,,[],1629002,,,1610612765,12,14,2024-04-13T00:51:20Z,650000,False,,,0,,C. Metu STEAL (1 STL),[1629002],1610612765.0,DET,,,,Metu,C. Metu,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
68,PT06M37.00S,2024-04-13T00:51:26.7Z,1,REGULAR,turnover,out-of-bounds,[],1628972,,,1610612765,12,14,2024-04-13T00:51:31Z,660000,False,,,0,,T. Brown Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628972],1610612765.0,DET,bad pass,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,,,1204.0,,,,
70,PT06M26.00S,2024-04-13T00:51:47.5Z,1,REGULAR,substitution,out,[],203957,,,1610612742,12,14,2024-04-13T00:52:05Z,680000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M26.00S,2024-04-13T00:51:47.5Z,1,REGULAR,substitution,out,[],1628972,,,1610612742,12,14,2024-04-13T00:52:05Z,690000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M26.00S,2024-04-13T00:51:47.5Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,12,14,2024-04-13T00:52:05Z,700000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M26.00S,2024-04-13T00:51:47.5Z,1,REGULAR,substitution,in,[],1631197,,,1610612742,12,14,2024-04-13T00:52:05Z,710000,False,,,0,,SUB in: J. Rhoden,[1631197],1610612765.0,DET,,,,Rhoden,J. Rhoden,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M13.00S,2024-04-13T00:52:22.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629023,11.777266754270697,57.84313725490197,1610612742,12,14,2024-04-13T00:52:27Z,720000,False,-39.0,58.0,1,left,MISS P. Washington 7' driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
75,PT06M11.00S,2024-04-13T00:52:24.9Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612765,12,14,2024-04-13T00:52:27Z,730000,False,,,0,,J. Wiseman REBOUND (Off:2 Def:2),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),0-8 Center,,,74.0,4.0,2.0,2.0,,,,,,,,,,,,,,
76,PT05M59.00S,2024-04-13T00:52:36.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630164,85.3646517739816,36.76470588235294,1610612765,12,14,2024-04-13T01:06:54Z,740000,False,-66.0,85.0,1,right,MISS J. Wiseman 10' floating Shot,[1630164],1610612765.0,DET,floating,,,Wiseman,J. Wiseman,,,,,In The Paint (Non-RA),8-16 Left,10.78,Missed,,,,,,,,,,,,,,,,,,
77,PT05M57.00S,2024-04-13T00:52:38.9Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,12,14,2024-04-13T00:52:41Z,750000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Left,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT05M49.00S,2024-04-13T00:52:43.3Z,1,REGULAR,turnover,out-of-bounds,[],1628467,,,1610612742,12,14,2024-04-13T00:58:45Z,755000,False,,,0,,M. Kleber lost ball out-of-bounds TURNOVER (1 TO),[1628467],1610612742.0,DAL,lost ball,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,1830.0,,,,
82,PT05M38.00S,2024-04-13T00:53:07.3Z,1,REGULAR,turnover,lost ball,[],1631204,,,1610612765,12,14,2024-04-13T00:53:20Z,800000,False,,,0,,M. Sasser lost ball TURNOVER (1 TO),"[1631204, 1630702]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,Hardy,1630702.0,,,,,
83,PT05M38.00S,2024-04-13T00:53:07.3Z,1,REGULAR,steal,,[],1630702,,,1610612742,12,14,2024-04-13T00:53:08Z,810000,False,,,0,,J. Hardy STEAL (1 STL),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M34.00S,2024-04-13T00:53:11.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630702,6.783837056504599,50.245098039215684,1610612742,14,14,2024-04-13T00:53:24Z,820000,False,-1.0,11.0,1,left,J. Hardy running Layup (2 PTS) (T. Hardaway Jr. 1 AST),"[1630702, 203501]",1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,1.14,Made,,,,,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,
86,PT05M22.00S,2024-04-13T00:53:22.9Z,1,REGULAR,3pt,Jump Shot,[],1631093,67.36202365308804,49.50980392156863,1610612765,14,14,2024-04-13T01:08:25Z,840000,False,-2.0,254.0,1,right,MISS J. Ivey 25' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
