actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
17,PT10M47.00S,2024-01-15T19:43:45.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",202681,13.61695137976347,37.5,1610612742,0,0,2024-01-15T19:43:49Z,170000,False,62.0,75.0,1,left,MISS K. Irving 9' driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,9.8,Missed,,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2024-01-15T19:43:46.1Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,0,0,2024-01-15T19:43:49Z,180000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Right,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M42.00S,2024-01-15T19:43:50.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203501,25.57490144546649,82.84313725490196,1610612742,0,0,2024-01-15T19:43:53Z,190000,False,-164.0,188.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,24.95,Missed,,,,,,,,,,,,,,,,,,
20,PT10M39.00S,2024-01-15T19:43:53.3Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,0,2024-01-15T19:43:53Z,200000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M28.00S,2024-01-15T19:44:03.7Z,1,REGULAR,3pt,Jump Shot,[],1627742,66.96780551905388,48.529411764705884,1610612740,0,0,2024-01-15T19:44:07Z,210000,False,-7.0,258.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,25.81,Missed,,,,,,,,,,,,,,,,,,
22,PT10M25.00S,2024-01-15T19:44:06.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,0,0,2024-01-15T19:44:07Z,220000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M14.00S,2024-01-15T19:44:20.8Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612742,0,0,2024-01-15T19:44:28Z,230000,False,,,0,,B. Ingram shooting personal FOUL (1 PF) (Irving 2 FT),"[1627742, 202681]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,204058.0,1.0,0.0,Irving,202681.0,,,,,,,,,
25,PT10M14.00S,2024-01-15T19:44:46.7Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,1,0,2024-01-15T19:44:46Z,250000,False,,,0,,K. Irving Free Throw 1 of 2 (1 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
26,PT10M14.00S,2024-01-15T19:45:06.0Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,2,0,2024-01-15T19:45:06Z,260000,False,,,0,,K. Irving Free Throw 2 of 2 (2 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
27,PT09M51.00S,2024-01-15T19:45:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,85.10183968462549,59.068627450980394,1610612740,2,2,2024-01-15T19:45:35Z,270000,False,45.0,88.0,1,right,C. McCollum 9' driving floating Jump Shot (2 PTS) (J. Valanciunas 1 AST),"[203468, 202685]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,9.85,Made,,,,,,,,,,,2.0,J. Valanciunas,202685.0,1.0,,,,
29,PT09M37.00S,2024-01-15T19:45:43.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,10.068988173455978,37.254901960784316,1610612742,2,2,2024-01-15T19:45:47Z,290000,False,64.0,42.0,1,left,MISS T. Hardaway Jr. 7' driving floating Shot - blocked,"[203501, 202685]",1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.64,Missed,,,,,,,,,,,,,,,Valanciunas,202685.0,,
30,PT09M37.00S,2024-01-15T19:45:43.7Z,1,REGULAR,block,,[],202685,,,1610612742,2,2,2024-01-15T19:45:45Z,300000,False,,,0,,J. Valanciunas BLOCK (1 BLK),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M36.00S,2024-01-15T19:45:44.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,2,2024-01-15T19:45:47Z,310000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,29.0,2.0,1.0,1.0,,,,,,,,,,,,,,
32,PT09M23.00S,2024-01-15T19:46:00.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",1629627,89.88173455978975,58.27205882352941,1610612740,2,4,2024-01-15T19:46:13Z,320000,False,41.0,43.0,1,right,Z. Williamson driving floating Jump Shot (2 PTS) (B. Ingram 1 AST),"[1629627, 1627742]",1610612740.0,NOP,driving floating,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.94,Made,,,,,,,,,,,2.0,B. Ingram,1627742.0,1.0,,,,
34,PT09M23.00S,2024-01-15T19:46:05.1Z,1,REGULAR,violation,defensive goaltending,[],1641726,,,1610612740,2,4,2024-01-15T19:46:13Z,340000,False,,,0,,D. Lively II defensive goaltending VIOLATION,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,202026.0,,,,,,,,,,,,,
35,PT09M15.00S,2024-01-15T19:46:14.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,7.178055190538765,50.98039215686274,1610612742,4,4,2024-01-15T19:46:18Z,350000,False,-5.0,15.0,1,left,J. Green driving reverse Layup (2 PTS),[1630182],1610612742.0,DAL,driving reverse,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.58,Made,,,,,,,,,,,2.0,,,,,,,
36,PT09M05.00S,2024-01-15T19:46:26.7Z,1,REGULAR,foul,personal,[],202681,,,1610612740,4,4,2024-01-15T19:46:31Z,360000,False,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1630529]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1198.0,1.0,0.0,Jones,1630529.0,,,,,,,,,
38,PT08M57.00S,2024-01-15T19:46:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.07950065703022,51.470588235294116,1610612740,4,4,2024-01-15T19:46:56Z,380000,False,7.0,116.0,1,right,MISS C. McCollum 11' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,11.62,Missed,,,,,,,,,,,,,,,,,,
39,PT08M55.00S,2024-01-15T19:46:54.6Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,4,4,2024-01-15T19:46:56Z,390000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,38.0,2.0,1.0,1.0,,,,,,,,,,,,,,
40,PT08M47.00S,2024-01-15T19:47:02.9Z,1,REGULAR,2pt,Jump Shot,[],203501,25.969119579500656,39.21568627450981,1610612742,4,4,2024-01-15T19:47:54Z,400000,False,54.0,192.0,1,left,MISS T. Hardaway Jr. 19' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,19.9,Missed,,,,,,,,,,,,,,,,,,
41,PT08M45.00S,2024-01-15T19:47:04.9Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,4,4,2024-01-15T19:47:16Z,410000,False,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,,,40.0,2.0,2.0,0.0,,,,,,,,,,,,,,
42,PT08M43.00S,2024-01-15T19:47:08.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627742,95.3515111695138,50.49019607843137,1610612740,4,4,2024-01-15T19:47:20Z,420000,False,2.0,-9.0,1,right,MISS B. Ingram Layup - blocked,"[1627742, 1628467]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,0.91,Missed,,,,,,,,,,,,,,,Kleber,1628467.0,,
43,PT08M43.00S,2024-01-15T19:47:08.1Z,1,REGULAR,block,,[],1628467,,,1610612740,4,4,2024-01-15T19:47:10Z,430000,False,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M43.00S,2024-01-15T19:47:08.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,4,4,2024-01-15T19:47:20Z,440000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,42.0,,,,,,,,,,,,,,,,,
46,PT08M36.00S,2024-01-15T19:47:31.7Z,1,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612740,4,4,2024-01-15T19:47:37Z,460000,False,,,0,,M. Kleber shooting personal FOUL (1 PF) (Williamson 2 FT),"[1628467, 1629627]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,1.0,0.0,Williamson,1629627.0,,,,,,,,,
48,PT08M36.00S,2024-01-15T19:48:00.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629627,,,1610612740,4,4,2024-01-15T19:48:00Z,480000,False,,,0,,MISS Z. Williamson Free Throw 1 of 2,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
49,PT08M36.00S,2024-01-15T19:48:00.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,4,4,2024-01-15T19:48:00Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
50,PT08M36.00S,2024-01-15T19:48:01.2Z,1,REGULAR,substitution,out,[],1628467,,,1610612740,4,4,2024-01-15T19:48:17Z,500000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M36.00S,2024-01-15T19:48:01.2Z,1,REGULAR,substitution,in,[],1629684,,,1610612740,4,4,2024-01-15T19:48:17Z,510000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M36.00S,2024-01-15T19:48:18.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629627,,,1610612740,4,5,2024-01-15T19:48:18Z,520000,False,,,0,,Z. Williamson Free Throw 2 of 2 (3 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
53,PT08M25.00S,2024-01-15T19:48:30.4Z,1,REGULAR,3pt,Jump Shot,[],202681,28.465834428383708,81.12745098039215,1610612742,4,5,2024-01-15T19:48:35Z,530000,False,-156.0,215.0,1,left,MISS K. Irving 26' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
54,PT08M23.00S,2024-01-15T19:48:33.2Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,4,5,2024-01-15T19:48:33Z,540000,False,,,0,,D. Lively II REBOUND (Off:2 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,53.0,2.0,0.0,2.0,,,,,,,,,,,,,,
55,PT08M20.00S,2024-01-15T19:48:35.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641726,6.652431011826544,39.950980392156865,1610612742,6,5,2024-01-15T19:48:39Z,550000,False,50.0,10.0,1,left,D. Lively II Hook (2 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,5.12,Made,,,,,,,,,,,2.0,,,,,,,
56,PT08M09.00S,2024-01-15T19:48:46.4Z,1,REGULAR,2pt,Jump Shot,[],1627742,75.64060446780552,62.99019607843137,1610612740,6,5,2024-01-15T19:48:49Z,560000,False,65.0,176.0,1,right,MISS B. Ingram 18' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Right Center,18.81,Missed,,,,,,,,,,,,,,,,,,
57,PT08M07.00S,2024-01-15T19:48:48.4Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,6,5,2024-01-15T19:48:49Z,570000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,56.0,3.0,2.0,1.0,,,,,,,,,,,,,,
58,PT08M05.00S,2024-01-15T19:48:53.5Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612742,6,5,2024-01-15T19:48:59Z,580000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Lively II 2 FT),"[203468, 1641726]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,1.0,0.0,Lively II,1641726.0,,,,,,,,,
60,PT08M05.00S,2024-01-15T19:49:18.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1641726,,,1610612742,7,5,2024-01-15T19:49:18Z,600000,False,,,0,,D. Lively II Free Throw 1 of 2 (3 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
61,PT08M05.00S,2024-01-15T19:49:32.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1641726,,,1610612742,8,5,2024-01-15T19:49:32Z,610000,False,,,0,,D. Lively II Free Throw 2 of 2 (4 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
62,PT07M49.00S,2024-01-15T19:49:49.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,88.17345597897503,45.14399509803921,1610612740,8,5,2024-01-15T19:49:55Z,620000,False,-24.0,59.0,1,right,MISS J. Valanciunas 6' turnaround Hook,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
63,PT07M47.00S,2024-01-15T19:49:51.2Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,8,5,2024-01-15T19:49:52Z,630000,False,,,0,,D. Lively II REBOUND (Off:2 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,62.0,3.0,1.0,2.0,,,,,,,,,,,,,,
64,PT07M39.00S,2024-01-15T19:50:01.8Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612742,8,5,2024-01-15T19:50:07Z,640000,False,,,0,,C. McCollum shooting personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[203468, 203501]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
66,PT07M39.00S,2024-01-15T19:50:26.2Z,1,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,9,5,2024-01-15T19:50:26Z,660000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (1 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
67,PT07M39.00S,2024-01-15T19:50:28.2Z,1,REGULAR,substitution,out,[],203468,,,1610612742,9,5,2024-01-15T19:50:40Z,670000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT07M39.00S,2024-01-15T19:50:28.2Z,1,REGULAR,substitution,in,[],1630700,,,1610612742,9,5,2024-01-15T19:50:40Z,680000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT07M39.00S,2024-01-15T19:50:47.0Z,1,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,10,5,2024-01-15T19:50:47Z,690000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (2 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
70,PT07M24.00S,2024-01-15T19:51:03.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,90.75229960578186,16.666666666666664,1610612740,10,5,2024-01-15T19:53:27Z,700000,False,-167.0,34.0,1,right,MISS B. Ingram 17' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Left,17.02,Missed,,,,,,,,,,,,,,,,,,
71,PT07M21.00S,2024-01-15T19:51:06.6Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,10,5,2024-01-15T19:51:07Z,710000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT07M14.00S,2024-01-15T19:51:13.2Z,1,REGULAR,2pt,Jump Shot,[],202681,17.559132720105126,19.852941176470587,1610612742,10,5,2024-01-15T19:51:16Z,720000,False,151.0,113.0,1,left,MISS K. Irving 18' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,18.81,Missed,,,,,,,,,,,,,,,,,,
73,PT07M12.00S,2024-01-15T19:51:15.9Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,10,5,2024-01-15T19:51:15Z,730000,False,,,0,,D. Lively II REBOUND (Off:3 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,16-24 Right Center,,,72.0,4.0,1.0,3.0,,,,,,,,,,,,,,
75,PT07M10.00S,2024-01-15T19:51:20.2Z,1,REGULAR,substitution,out,[],203501,,,1610612742,10,5,2024-01-15T19:51:31Z,750000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M10.00S,2024-01-15T19:51:20.2Z,1,REGULAR,substitution,out,[],1629627,,,1610612742,10,5,2024-01-15T19:51:31Z,760000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M10.00S,2024-01-15T19:51:20.2Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,10,5,2024-01-15T19:51:31Z,770000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT07M10.00S,2024-01-15T19:51:20.2Z,1,REGULAR,substitution,in,[],1630530,,,1610612742,10,5,2024-01-15T19:51:31Z,780000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT07M01.00S,2024-01-15T19:51:48.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,8.229303547963205,3.6764705882352944,1610612742,10,5,2024-01-15T19:51:53Z,790000,False,232.0,25.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.29,Missed,,,,,,,,,,,,,,,,,,
80,PT06M58.00S,2024-01-15T19:51:51.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,10,5,2024-01-15T19:52:25Z,800000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Right Corner 3,24+ Right,,,79.0,,,,,,,,,,,,,,,,,
84,PT06M58.00S,2024-01-15T19:51:59.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,10,5,2024-01-15T19:52:25Z,840000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M40.00S,2024-01-15T19:55:30.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,88.30486202365309,63.25827205882353,1610612740,10,5,2024-01-15T19:55:55Z,850000,False,66.0,57.0,1,right,MISS B. Ingram 8' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Right,8.77,Missed,,,,,,,,,,,,,,,,,,
86,PT06M37.00S,2024-01-15T19:55:33.8Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,10,5,2024-01-15T19:55:35Z,860000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Right,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
