actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
36,PT09M27.00S,2023-12-28T01:44:35.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,93.51182654402102,48.03921568627451,1610612742,6,7,2023-12-28T01:49:14Z,360000,False,-10.0,8.0,1,right,D. Jones Jr. alley-oop Layup (2 PTS) (L. Doncic 1 AST),"[1627884, 1629029]",1610612742.0,DAL,alley-oop,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.3,L. Doncic,1629029.0,1.0,,,,,,,,,
38,PT09M18.00S,2023-12-28T01:44:42.8Z,1,REGULAR,3pt,Jump Shot,[],1629731,17.821944809461236,94.11764705882352,1610612739,6,7,2023-12-28T01:44:56Z,380000,False,-221.0,115.0,1,left,MISS D. Wade 24' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.88,,,,,,,,,,,,
39,PT09M18.00S,2023-12-28T01:44:42.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,6,7,2023-12-28T01:44:56Z,390000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,
40,PT09M07.00S,2023-12-28T01:44:54.5Z,1,REGULAR,2pt,Jump Shot,[],203501,78.9257555847569,26.225490196078432,1610612742,6,7,2023-12-28T01:52:25Z,400000,False,-119.0,146.0,1,right,MISS T. Hardaway Jr. 18' fadeaway Shot,[203501],1610612742.0,DAL,fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,Missed,,18.8,,,,,,,,,,,,
41,PT09M07.00S,2023-12-28T01:44:54.5Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,6,7,2023-12-28T01:44:58Z,410000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,
42,PT08M52.00S,2023-12-28T01:45:08.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,8.492115637319317,43.627450980392155,1610612739,6,7,2023-12-28T01:45:12Z,420000,False,32.0,27.0,1,left,MISS J. Allen cutting Layup,[1628386],1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Missed,,4.2,,,,,,,,,,,,
43,PT08M51.00S,2023-12-28T01:45:09.9Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,6,7,2023-12-28T01:45:12Z,430000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,42.0,2.0,2.0,0.0,,,,,
44,PT08M44.00S,2023-12-28T01:45:30.3Z,1,REGULAR,foul,personal,[],1629731,,,1610612742,6,7,2023-12-28T01:45:35Z,440000,False,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1627884]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Mid-Range,8-16 Center,2004.0,1.0,0.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,,
46,PT08M37.00S,2023-12-28T01:45:51.2Z,1,REGULAR,foul,personal,[],1629731,,,1610612742,6,7,2023-12-28T01:46:23Z,460000,False,,,0,,D. Wade personal FOUL (2 PF),"[1629731, 1629029]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,1626301.0,2.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,
48,PT08M37.00S,2023-12-28T01:46:04.8Z,1,REGULAR,substitution,out,[],1629731,,,1610612742,6,7,2023-12-28T01:46:17Z,480000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT08M37.00S,2023-12-28T01:46:04.8Z,1,REGULAR,substitution,in,[],1627747,,,1610612742,6,7,2023-12-28T01:46:17Z,490000,False,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M36.00S,2023-12-28T01:46:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1641854,,,1610612742,6,7,2023-12-28T01:46:34Z,500000,False,,,0,,C. Porter Jr. shooting personal FOUL (1 PF) (Exum 2 FT),"[1641854, 203957]",1610612739.0,CLE,shooting,,,Porter Jr.,C. Porter Jr.,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Exum,203957.0,,,,,,,,,,,,,,,
52,PT08M36.00S,2023-12-28T01:46:49.1Z,1,REGULAR,freethrow,1 of 2,[],203957,,,1610612742,7,7,2023-12-28T01:46:49Z,520000,False,,,0,,D. Exum Free Throw 1 of 2 (1 PTS),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
53,PT08M36.00S,2023-12-28T01:47:05.3Z,1,REGULAR,freethrow,2 of 2,[],203957,,,1610612742,8,7,2023-12-28T01:47:05Z,530000,False,,,0,,D. Exum Free Throw 2 of 2 (2 PTS),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
54,PT08M22.00S,2023-12-28T01:47:21.5Z,1,REGULAR,3pt,Jump Shot,[],1630171,30.56833114323259,31.862745098039213,1610612739,8,7,2023-12-28T01:47:25Z,540000,False,91.0,235.0,1,left,MISS I. Okoro 25' 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.17,,,,,,,,,,,,
55,PT08M18.00S,2023-12-28T01:47:25.5Z,1,REGULAR,rebound,offensive,[],1641854,,,1610612739,8,7,2023-12-28T01:47:25Z,550000,False,,,0,,C. Porter Jr. REBOUND (Off:1 Def:0),[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,54.0,1.0,0.0,1.0,,,,,
56,PT08M17.00S,2023-12-28T01:47:26.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,29.38567674113009,23.52941176470588,1610612739,8,7,2023-12-28T01:47:32Z,560000,False,132.0,224.0,1,left,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.99,,,,,,,,,,,,
57,PT08M15.00S,2023-12-28T01:47:28.3Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,8,7,2023-12-28T01:47:32Z,570000,False,,,0,,J. Allen REBOUND (Off:1 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,56.0,1.0,0.0,1.0,,,,,
58,PT08M15.00S,2023-12-28T01:47:30.8Z,1,REGULAR,foul,personal,[],1641726,,,1610612739,8,7,2023-12-28T01:47:39Z,580000,False,,,0,,D. Lively II personal FOUL (2 PF),"[1641726, 1628386]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,2004.0,2.0,0.0,Allen,1628386.0,,,,,,,,,,,,,,,
60,PT08M15.00S,2023-12-28T01:47:40.7Z,1,REGULAR,substitution,out,[],1641726,,,1610612739,8,7,2023-12-28T01:47:50Z,600000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT08M15.00S,2023-12-28T01:47:40.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612739,8,7,2023-12-28T01:47:50Z,610000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT08M10.00S,2023-12-28T01:47:56.6Z,1,REGULAR,turnover,bad pass,[],1629622,,,1610612739,8,7,2023-12-28T01:48:04Z,620000,False,,,0,,M. Strus bad pass TURNOVER (1 TO),"[1629622, 203957]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Exum,203957.0
63,PT08M10.00S,2023-12-28T01:47:56.6Z,1,REGULAR,steal,,[],203957,,,1610612742,8,7,2023-12-28T01:47:58Z,630000,False,,,0,,D. Exum STEAL (1 STL),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
64,PT08M01.00S,2023-12-28T01:48:06.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629029,92.37844940867281,35.83792892156863,1610612742,10,7,2023-12-28T01:56:40Z,640000,False,-71.0,19.0,1,right,L. Doncic 7' driving floating bank Jump Shot (6 PTS) (D. Exum 1 AST),"[1629029, 203957]",1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,7.33,D. Exum,203957.0,1.0,,,,,,,,,
66,PT07M35.00S,2023-12-28T01:48:31.8Z,1,REGULAR,turnover,lost ball,[],1630171,,,1610612739,10,7,2023-12-28T01:48:36Z,660000,False,,,0,,I. Okoro lost ball TURNOVER (1 TO),"[1630171, 1629029]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,1.0,Doncic,1629029.0
67,PT07M35.00S,2023-12-28T01:48:31.8Z,1,REGULAR,steal,,[],1629029,,,1610612742,10,7,2023-12-28T01:48:33Z,670000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
68,PT07M31.00S,2023-12-28T01:48:36.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629029,93.77463863337714,46.32352941176471,1610612742,12,7,2023-12-28T01:48:42Z,680000,False,-18.0,6.0,1,right,L. Doncic running finger roll Layup (8 PTS) (D. Jones Jr. 1 AST),"[1629029, 1627884]",1610612742.0,DAL,running finger roll,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,1.94,D. Jones Jr.,1627884.0,1.0,,,,,,,,,
70,PT07M15.00S,2023-12-28T01:48:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,7.884362680683312,59.091605392156865,1610612739,12,7,2023-12-28T01:49:28Z,700000,False,-45.0,22.0,1,left,MISS I. Okoro driving floating Shot,[1630171],1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.04,,,,,,,,,,,,
71,PT07M15.00S,2023-12-28T01:48:51.8Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,12,7,2023-12-28T01:48:56Z,710000,False,,,0,,J. Allen REBOUND (Off:2 Def:0),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,70.0,2.0,0.0,2.0,,,,,
72,PT07M11.00S,2023-12-28T01:48:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,7.30946123521682,52.69607843137255,1610612739,12,9,2023-12-28T01:49:16Z,720000,False,-13.0,16.0,1,left,J. Allen putback Layup (4 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.11,,,,,,,,,,,,
73,PT07M02.00S,2023-12-28T01:49:03.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,70.51576872536137,71.07843137254902,1610612742,15,9,2023-12-28T01:58:54Z,730000,False,105.0,225.0,1,right,L. Doncic 24' 3PT pullup (11 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,24.82,,,,,,,,,,,,
74,PT06M49.00S,2023-12-28T01:49:17.4Z,1,REGULAR,3pt,Jump Shot,[],1627747,20.844283837056505,91.42156862745098,1610612739,15,12,2023-12-28T01:49:22Z,740000,False,-207.0,143.0,1,left,C. LeVert 25' 3PT  (3 PTS) (C. Porter Jr. 2 AST),"[1627747, 1641854]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.19,C. Porter Jr.,1641854.0,2.0,,,,,,,,,
76,PT06M27.00S,2023-12-28T01:49:39.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,95.48291721419186,94.85294117647058,1610612742,15,12,2023-12-28T01:49:43Z,760000,False,224.0,-10.0,1,right,MISS L. Doncic 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.45,,,,,,,,,,,,
77,PT06M26.00S,2023-12-28T01:49:40.2Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612742,15,12,2023-12-28T01:49:43Z,770000,False,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,76.0,1.0,0.0,1.0,,,,,
78,PT06M23.00S,2023-12-28T01:49:44.5Z,1,REGULAR,foul,personal,['3freethrow'],1629622,,,1610612742,15,12,2023-12-28T01:49:51Z,780000,False,,,0,,M. Strus shooting personal FOUL (1 PF) (Hardaway Jr. 3 FT),"[1629622, 203501]",1610612739.0,CLE,shooting,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,1626301.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,
80,PT06M23.00S,2023-12-28T01:49:56.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,12,2023-12-28T01:49:56Z,800000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M23.00S,2023-12-28T01:53:03.0Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],203501,,,1610612742,16,12,2023-12-28T01:53:03Z,810000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 3 (1 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
82,PT06M23.00S,2023-12-28T01:53:19.8Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],203501,,,1610612742,17,12,2023-12-28T01:53:19Z,820000,False,,,0,,T. Hardaway Jr. Free Throw 2 of 3 (2 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
83,PT06M23.00S,2023-12-28T01:53:31.3Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],203501,,,1610612742,18,12,2023-12-28T01:53:31Z,830000,False,,,0,,T. Hardaway Jr. Free Throw 3 of 3 (3 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
84,PT06M10.00S,2023-12-28T01:53:50.5Z,1,REGULAR,foul,personal,[],1627884,,,1610612739,18,12,2023-12-28T01:54:12Z,840000,False,,,0,,D. Jones Jr. personal FOUL (1 PF),"[1627884, 1641854]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,2004.0,1.0,0.0,Porter Jr.,1641854.0,,,,,,,,,,,,,,,
86,PT06M02.00S,2023-12-28T01:54:10.8Z,1,REGULAR,turnover,bad pass,[],1641854,,,1610612739,18,12,2023-12-28T01:54:14Z,860000,False,,,0,,C. Porter Jr. bad pass TURNOVER (1 TO),"[1641854, 1629684]",1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0
87,PT06M02.00S,2023-12-28T01:54:10.8Z,1,REGULAR,steal,,[],1629684,,,1610612742,18,12,2023-12-28T01:55:28Z,870000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
