actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
171,PT00M47.30S,2024-02-15T02:02:50.6Z,1,REGULAR,turnover,bad pass,[],1629640,,,1610612759,23,32,2024-02-15T02:02:55Z,1700000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1629029]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Doncic,1629029.0,,,,,,,,,,,
172,PT00M47.30S,2024-02-15T02:02:50.6Z,1,REGULAR,steal,,[],1629029,,,1610612742,23,32,2024-02-15T02:02:52Z,1710000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
174,PT00M31.30S,2024-02-15T02:03:10.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,23,32,2024-02-15T02:03:10Z,1730000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M31.30S,2024-02-15T02:03:34.2Z,1,REGULAR,substitution,out,[],1629640,,,1610612742,23,32,2024-02-15T02:06:05Z,1740000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M31.30S,2024-02-15T02:03:34.2Z,1,REGULAR,substitution,in,[],1630577,,,1610612742,23,32,2024-02-15T02:06:05Z,1750000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M25.50S,2024-02-15T02:06:18.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1629029,12.040078843626807,50.49019607843137,1610612742,25,32,2024-02-15T02:16:16Z,1760000,False,-2.0,61.0,1,left,L. Doncic 6' turnaround Hook (13 PTS),[1629029],1610612742.0,DAL,turnaround,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,,,,,,,,,,,,13.0,,,,,
178,PT00M25.50S,2024-02-15T02:06:21.8Z,1,REGULAR,violation,defensive goaltending,[],1631110,,,1610612742,25,32,2024-02-15T02:16:10Z,1770000,False,,,0,,J. Sochan defensive goaltending VIOLATION,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,1201.0,,,,,,,,,,
179,PT00M02.70S,2024-02-15T02:06:54.9Z,1,REGULAR,turnover,bad pass,[],1631110,,,1610612759,25,32,2024-02-15T02:07:00Z,1780000,False,,,0,,J. Sochan bad pass TURNOVER (1 TO),"[1631110, 1629029]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Doncic,1629029.0,,,,,,,,,,,
180,PT00M02.70S,2024-02-15T02:06:54.9Z,1,REGULAR,steal,,[],1629029,,,1610612742,25,32,2024-02-15T02:06:56Z,1790000,False,,,0,,L. Doncic STEAL (2 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT00M00.20S,2024-02-15T02:06:58.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630702,54.48423127463863,12.009803921568627,1610612742,25,32,2024-02-15T02:07:09Z,1800000,False,190.0,460.0,1,left,MISS J. Hardy 49' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,49.74,Missed,,,,,,,,,,,,,,,,,,
182,PT00M00.10S,2024-02-15T02:06:58.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,25,32,2024-02-15T02:07:09Z,1810000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,181.0,,,,,,,,,,,,,,,,,
183,PT00M00.00S,2024-02-15T02:07:04.8Z,1,REGULAR,period,end,[],0,,,1610612742,25,32,2024-02-15T02:07:04Z,1820000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,out,['startperiod'],1641726,,,1610612742,25,32,2024-02-15T02:09:53Z,1830000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,25,32,2024-02-15T02:09:53Z,1840000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,out,['startperiod'],1631110,,,1610612742,25,32,2024-02-15T02:09:53Z,1850000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,out,['startperiod'],1628380,,,1610612742,25,32,2024-02-15T02:09:53Z,1860000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,out,['startperiod'],1630170,,,1610612742,25,32,2024-02-15T02:09:53Z,1870000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612742,25,32,2024-02-15T02:09:53Z,1880000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,in,['startperiod'],1629655,,,1610612742,25,32,2024-02-15T02:09:53Z,1890000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612742,25,32,2024-02-15T02:09:53Z,1900000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,in,['startperiod'],1631103,,,1610612742,25,32,2024-02-15T02:09:53Z,1910000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT12M00.00S,2024-02-15T02:08:07.5Z,2,REGULAR,substitution,in,['startperiod'],1626224,,,1610612742,25,32,2024-02-15T02:10:38Z,1925000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2024-02-15T02:09:39.8Z,2,REGULAR,period,start,[],0,,,1610612742,25,32,2024-02-15T02:09:53Z,1930000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT11M41.00S,2024-02-15T02:09:58.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.30946123521682,49.754901960784316,1610612742,25,32,2024-02-15T02:17:40Z,1940000,False,1.0,16.0,1,left,MISS D. Gafford alley-oop DUNK,[1629655],1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
200,PT11M38.00S,2024-02-15T02:10:01.3Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612759,25,32,2024-02-15T02:10:45Z,1950000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
202,PT11M29.00S,2024-02-15T02:10:11.2Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612759,25,32,2024-02-15T02:10:24Z,1970000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Wembanyama 2 FT),"[1629655, 1641705]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,2.0,0.0,Wembanyama,1641705.0,,,,,,
205,PT11M29.00S,2024-02-15T02:10:43.5Z,2,REGULAR,freethrow,1 of 2,[],1641705,,,1610612759,25,33,2024-02-15T02:10:43Z,1990000,False,,,0,,V. Wembanyama Free Throw 1 of 2 (13 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,,13.0,,,,,
206,PT11M29.00S,2024-02-15T02:11:03.8Z,2,REGULAR,freethrow,2 of 2,[],1641705,,,1610612759,25,34,2024-02-15T02:11:03Z,2000000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (14 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
207,PT11M19.00S,2024-02-15T02:11:15.9Z,2,REGULAR,2pt,Jump Shot,[],202681,20.581471747700395,26.715686274509803,1610612742,27,34,2024-02-15T02:11:20Z,2010000,False,116.0,141.0,1,left,K. Irving 18' pullup Jump Shot (2 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,18.28,Made,,,,,,,,,,,,,2.0,,,,,
208,PT11M05.00S,2024-02-15T02:11:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,93.77463863337714,47.30392156862745,1610612759,27,36,2024-02-15T02:11:41Z,2020000,False,-13.0,6.0,1,right,M. Branham reverse Layup (2 PTS) (B. Wesley 1 AST),"[1631103, 1631104]",1610612759.0,SAS,reverse,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,1.48,Made,,,,,,,,,,,,,2.0,,,B. Wesley,1631104.0,1.0
210,PT10M57.00S,2024-02-15T02:11:41.2Z,2,REGULAR,turnover,out-of-bounds,[],1627884,,,1610612742,27,36,2024-02-15T02:11:49Z,2040000,False,,,0,,D. Jones Jr. lost ball out-of-bounds TURNOVER (1 TO),[1627884],1610612742.0,DAL,lost ball,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,1830.0,,,,,,,,,,
211,PT10M46.00S,2024-02-15T02:11:59.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631104,71.30420499342969,21.813725490196077,1610612759,27,36,2024-02-15T02:12:03Z,2050000,False,-141.0,217.0,1,right,MISS B. Wesley 25' 3PT,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
212,PT10M44.00S,2024-02-15T02:12:01.2Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,27,36,2024-02-15T02:12:03Z,2060000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,211.0,2.0,1.0,1.0,,,,,,,,,,,,,,
213,PT10M39.00S,2024-02-15T02:12:06.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203501,21.107095926412615,28.676470588235293,1610612742,29,36,2024-02-15T02:20:05Z,2070000,False,107.0,146.0,1,left,T. Hardaway Jr. 18' running pullup Jump Shot (5 PTS) (K. Irving 2 AST),"[203501, 202681]",1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right Center,18.07,Made,,,,,,,,,,,,,5.0,,,K. Irving,202681.0,2.0
215,PT10M13.00S,2024-02-15T02:12:32.5Z,2,REGULAR,3pt,Jump Shot,[],1626224,71.69842312746385,73.77450980392157,1610612759,29,36,2024-02-15T02:20:30Z,2090000,False,119.0,214.0,1,right,MISS C. Osman 24' 3PT,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,24.44,Missed,,,,,,,,,,,,,,,,,,
216,PT10M09.00S,2024-02-15T02:12:36.5Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,29,36,2024-02-15T02:12:37Z,2100000,False,,,0,,D. Gafford REBOUND (Off:1 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,215.0,3.0,2.0,1.0,,,,,,,,,,,,,,
217,PT10M01.00S,2024-02-15T02:12:43.6Z,2,REGULAR,2pt,Jump Shot,[],202681,24.26084099868594,29.901960784313726,1610612742,31,36,2024-02-15T02:20:52Z,2110000,False,100.0,176.0,1,left,K. Irving 20' pullup Jump Shot (4 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,20.23,Made,,,,,,,,,,,,,4.0,,,,,
218,PT09M45.00S,2024-02-15T02:13:00.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,93.38042049934296,53.67647058823529,1610612759,31,38,2024-02-15T02:13:03Z,2120000,False,18.0,10.0,1,right,V. Wembanyama alley-oop Layup (16 PTS) (B. Wesley 2 AST),"[1641705, 1631104]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.08,Made,,,,,,,,,,,,,16.0,,,B. Wesley,1631104.0,2.0
220,PT09M31.00S,2024-02-15T02:13:13.8Z,2,REGULAR,turnover,lost ball,[],203501,,,1610612742,31,38,2024-02-15T02:13:16Z,2140000,False,,,0,,T. Hardaway Jr. lost ball TURNOVER (2 TO),"[203501, 1630577]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,,,,,,,2.0,Champagnie,1630577.0,,,,,,,,,,,
221,PT09M31.00S,2024-02-15T02:13:13.8Z,2,REGULAR,steal,,[],1630577,,,1610612759,31,38,2024-02-15T02:13:15Z,2150000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
222,PT09M28.00S,2024-02-15T02:13:18.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631104,92.72339027595268,47.30392156862745,1610612759,31,40,2024-02-15T02:13:28Z,2160000,False,-13.0,16.0,1,right,B. Wesley running DUNK (2 PTS) (J. Champagnie 1 AST),"[1631104, 1630577]",1610612759.0,SAS,running,,,Wesley,B. Wesley,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,,,,,,,,,2.0,,,J. Champagnie,1630577.0,1.0
224,PT09M09.00S,2024-02-15T02:13:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,13.485545335085414,54.90196078431373,1610612742,33,40,2024-02-15T02:13:41Z,2180000,False,-25.0,74.0,1,left,J. Hardy 7' step back Jump Shot (2 PTS),[1630702],1610612742.0,DAL,step back,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,7.82,Made,,,,,,,,,,,,,2.0,,,,,
225,PT09M08.00S,2024-02-15T02:13:41.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,33,40,2024-02-15T02:13:41Z,2190000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M08.00S,2024-02-15T02:14:57.6Z,2,REGULAR,substitution,out,[],1630702,,,1610612759,33,40,2024-02-15T02:16:47Z,2200000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M08.00S,2024-02-15T02:14:57.6Z,2,REGULAR,substitution,in,[],1630182,,,1610612759,33,40,2024-02-15T02:16:47Z,2210000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M52.00S,2024-02-15T02:17:09.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630577,93.77463863337714,52.450980392156865,1610612759,33,42,2024-02-15T02:22:22Z,2220000,False,12.0,6.0,1,right,J. Champagnie cutting Layup (5 PTS) (C. Osman 1 AST),"[1630577, 1626224]",1610612759.0,SAS,cutting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,,,,5.0,,,C. Osman,1626224.0,1.0
230,PT08M42.00S,2024-02-15T02:17:25.2Z,2,REGULAR,foul,offensive,[],203501,,,1610612742,33,42,2024-02-15T02:17:40Z,2240000,False,,,0,,T. Hardaway Jr. off-the-ball offensive FOUL (1 PF),"[203501, 1631103]",1610612742.0,DAL,off-the-ball,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,1201.0,1.0,0.0,Branham,1631103.0,,,,,,
232,PT08M42.00S,2024-02-15T02:17:25.2Z,2,REGULAR,turnover,offensive foul,[],203501,,,1610612742,33,42,2024-02-15T02:17:25Z,2260000,False,,,0,,T. Hardaway Jr. offensive foul TURNOVER (3 TO),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,1201.0,,,,,,,,,,
233,PT08M42.00S,2024-02-15T02:17:30.3Z,2,REGULAR,substitution,out,[],1627884,,,1610612759,33,42,2024-02-15T02:17:36Z,2270000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M42.00S,2024-02-15T02:17:30.3Z,2,REGULAR,substitution,in,[],1629023,,,1610612759,33,42,2024-02-15T02:17:36Z,2280000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M25.00S,2024-02-15T02:17:55.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,90.22667542706965,39.950980392156865,1610612759,33,44,2024-02-15T02:18:00Z,2290000,False,-50.0,39.0,1,right,V. Wembanyama 6' turnaround Jump Shot (18 PTS) (M. Branham 1 AST),"[1641705, 1631103]",1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.38,Made,,,,,,,,,,,,,18.0,,,M. Branham,1631103.0,1.0
237,PT08M13.00S,2024-02-15T02:18:07.6Z,2,REGULAR,2pt,Jump Shot,[],203501,23.73521681997372,57.35294117647059,1610612742,33,44,2024-02-15T02:18:15Z,2310000,False,-37.0,171.0,1,left,MISS T. Hardaway Jr. 17' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,17.45,Missed,,,,,,,,,,,,,,,,,,
238,PT08M09.00S,2024-02-15T02:18:11.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,33,44,2024-02-15T02:18:12Z,2320000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,237.0,3.0,2.0,1.0,,,,,,,,,,,,,,
239,PT08M03.00S,2024-02-15T02:18:17.3Z,2,REGULAR,3pt,Jump Shot,[],1630577,84.05059132720105,95.83333333333334,1610612759,33,44,2024-02-15T02:18:22Z,2330000,False,229.0,97.0,1,right,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
240,PT07M59.00S,2024-02-15T02:18:21.3Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,33,44,2024-02-15T02:18:22Z,2340000,False,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,239.0,4.0,3.0,1.0,,,,,,,,,,,,,,
241,PT07M42.00S,2024-02-15T02:18:37.9Z,2,REGULAR,2pt,Jump Shot,[],202681,20.05584756898817,30.88235294117647,1610612742,35,44,2024-02-15T02:18:42Z,2350000,False,96.0,136.0,1,left,K. Irving 16' pullup Jump Shot (6 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right Center,16.62,Made,,,,,,,,,,,,,6.0,,,,,
242,PT07M28.00S,2024-02-15T02:18:51.8Z,2,REGULAR,3pt,Jump Shot,[],1641705,69.59592641261499,69.11764705882352,1610612759,35,44,2024-02-15T02:24:35Z,2360000,False,96.0,233.0,1,right,MISS V. Wembanyama 25' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
243,PT07M25.00S,2024-02-15T02:18:54.8Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,35,44,2024-02-15T02:18:56Z,2370000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,242.0,2.0,2.0,0.0,,,,,,,,,,,,,,
244,PT07M19.00S,2024-02-15T02:19:03.5Z,2,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612742,35,44,2024-02-15T02:19:12Z,2380000,False,,,0,,P. Washington step out-of-bounds TURNOVER (1 TO),[1629023],1610612742.0,DAL,step,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,,1.0,,,1830.0,,,,,,,,,,
245,PT07M19.00S,2024-02-15T02:19:05.8Z,2,REGULAR,substitution,out,[],203501,,,1610612759,35,44,2024-02-15T02:19:28Z,2390000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M19.00S,2024-02-15T02:19:05.8Z,2,REGULAR,substitution,in,[],1629029,,,1610612759,35,44,2024-02-15T02:19:28Z,2400000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M00.00S,2024-02-15T02:19:43.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,87.86136662286465,47.794117647058826,1610612759,35,46,2024-02-15T02:19:48Z,2410000,False,-11.0,62.0,1,right,V. Wembanyama 6' turnaround fadeaway Jump Shot (20 PTS) (C. Osman 2 AST),"[1641705, 1626224]",1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,6.26,Made,,,,,,,,,,,,,20.0,,,C. Osman,1626224.0,2.0
249,PT06M47.00S,2024-02-15T02:19:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,14.14257555847569,42.64705882352941,1610612742,37,46,2024-02-15T02:20:04Z,2430000,False,37.0,80.0,1,left,K. Irving 8' pullup Jump Shot (8 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,8.84,Made,,,,,,,,,,,,,8.0,,,,,
250,PT06M35.00S,2024-02-15T02:20:08.9Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612759,37,46,2024-02-15T02:20:19Z,2440000,False,,,0,,D. Gafford shooting personal FOUL (3 PF) (Wesley 2 FT),"[1629655, 1631104]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,1201.0,3.0,0.0,Wesley,1631104.0,,,,,,
252,PT06M35.00S,2024-02-15T02:20:35.8Z,2,REGULAR,freethrow,1 of 2,[],1631104,,,1610612759,37,47,2024-02-15T02:20:35Z,2460000,False,,,0,,B. Wesley Free Throw 1 of 2 (3 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
253,PT06M35.00S,2024-02-15T02:20:36.5Z,2,REGULAR,substitution,out,[],1629655,,,1610612759,37,47,2024-02-15T02:20:43Z,2470000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M35.00S,2024-02-15T02:20:36.5Z,2,REGULAR,substitution,out,[],1630577,,,1610612759,37,47,2024-02-15T02:20:43Z,2480000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M35.00S,2024-02-15T02:20:36.5Z,2,REGULAR,substitution,in,[],1641726,,,1610612759,37,47,2024-02-15T02:20:43Z,2490000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M35.00S,2024-02-15T02:20:36.5Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,37,47,2024-02-15T02:20:43Z,2500000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M35.00S,2024-02-15T02:20:58.2Z,2,REGULAR,freethrow,2 of 2,[],1631104,,,1610612759,37,48,2024-02-15T02:20:58Z,2510000,False,,,0,,B. Wesley Free Throw 2 of 2 (4 PTS),[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
258,PT06M24.00S,2024-02-15T02:21:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.30946123521682,48.03921568627451,1610612742,39,48,2024-02-15T02:21:16Z,2520000,False,10.0,16.0,1,left,K. Irving driving finger roll Layup (10 PTS) (L. Doncic 4 AST),"[202681, 1629029]",1610612742.0,DAL,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,,,,,,,,,10.0,,,L. Doncic,1629029.0,4.0
