actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
24,PT10M42.00S,2024-02-15T01:42:41.0Z,1,REGULAR,3pt,Jump Shot,[],1630170,68.41327201051249,69.6078431372549,1610612759,0,1,2024-02-15T01:42:46Z,240000,False,98.0,244.0,1,right,MISS D. Vassell 26' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,,
25,PT10M39.00S,2024-02-15T01:42:43.9Z,1,REGULAR,rebound,offensive,[],1641705,,,1610612759,0,1,2024-02-15T01:42:43Z,250000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,24.0,2.0,1.0,1.0,,,,,,,,,,,,,,
26,PT10M31.00S,2024-02-15T01:42:52.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,74.72076215505913,11.029411764705882,1610612759,0,4,2024-02-15T01:42:58Z,260000,False,-195.0,185.0,1,right,V. Wembanyama 26' 3PT step back (3 PTS),[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,26.88,Made,,,,,,,,,,,,,3.0,,,,,
27,PT10M17.00S,2024-02-15T01:43:05.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,25.706307490144546,86.02941176470588,1610612742,0,4,2024-02-15T01:43:15Z,270000,False,-180.0,189.0,1,left,MISS L. Doncic 26' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,26.11,Missed,,,,,,,,,,,,,,,,,,
28,PT10M15.00S,2024-02-15T01:43:07.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,0,4,2024-02-15T01:43:15Z,280000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT10M11.00S,2024-02-15T01:43:12.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,71.82982917214193,15.931372549019606,1610612759,0,4,2024-02-15T01:45:16Z,290000,False,-170.0,212.0,1,right,MISS V. Wembanyama 27' running pullup 3PT,[1641705],1610612759.0,SAS,running pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
30,PT10M11.00S,2024-02-15T01:43:12.0Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,0,4,2024-02-15T01:43:19Z,300000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
31,PT10M05.00S,2024-02-15T01:43:16.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631110,94.40999984741211,50.0,1610612759,0,6,2024-02-15T01:43:23Z,310000,False,0.0,0.0,1,right,J. Sochan putback Layup (3 PTS),[1631110],1610612759.0,SAS,putback,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,,,,,,,3.0,,,,,
32,PT09M54.00S,2024-02-15T01:43:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,14.273981603153747,49.50980392156863,1610612742,0,6,2024-02-15T01:45:55Z,320000,False,2.0,82.0,1,left,MISS K. Irving 8' fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,8.17,Missed,,,,,,,,,,,,,,,,,,
33,PT09M51.00S,2024-02-15T01:43:31.7Z,1,REGULAR,rebound,offensive,[],202681,,,1610612742,0,6,2024-02-15T01:43:31Z,330000,False,,,0,,K. Irving REBOUND (Off:1 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,32.0,2.0,1.0,1.0,,,,,,,,,,,,,,
34,PT09M47.00S,2024-02-15T01:43:35.4Z,1,REGULAR,turnover,bad pass,[],202681,,,1610612742,0,6,2024-02-15T01:43:40Z,340000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1631110]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Sochan,1631110.0,,,,,,,,,,,
35,PT09M47.00S,2024-02-15T01:43:35.4Z,1,REGULAR,steal,,[],1631110,,,1610612759,0,6,2024-02-15T01:43:36Z,350000,False,,,0,,J. Sochan STEAL (2 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT09M39.00S,2024-02-15T01:43:43.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,82.9993429697766,49.26470588235294,1610612759,0,6,2024-02-15T01:43:49Z,360000,False,-4.0,107.0,1,right,MISS V. Wembanyama 10' driving floating Shot - blocked,"[1641705, 202681]",1610612759.0,SAS,driving floating,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,10.74,Missed,,,,,,,,,,,,,,Irving,202681.0,,,
37,PT09M39.00S,2024-02-15T01:43:43.3Z,1,REGULAR,block,,[],202681,,,1610612759,0,6,2024-02-15T01:43:45Z,370000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M37.00S,2024-02-15T01:43:45.3Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,0,6,2024-02-15T01:43:49Z,380000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,36.0,3.0,2.0,1.0,,,,,,,,,,,,,,
39,PT09M35.00S,2024-02-15T01:43:47.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630182,6.389618922470433,51.225490196078425,1610612742,2,6,2024-02-15T01:44:06Z,390000,False,-6.0,8.0,1,left,J. Green running DUNK (2 PTS) (K. Irving 1 AST),"[1630182, 202681]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,,,,2.0,,,K. Irving,202681.0,1.0
41,PT09M21.00S,2024-02-15T01:44:00.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,81.553876478318,37.745098039215684,1610612759,2,8,2024-02-15T01:48:44Z,410000,False,-61.0,121.0,1,right,D. Vassell 13' pullup Jump Shot (2 PTS) (V. Wembanyama 1 AST),"[1630170, 1641705]",1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,13.56,Made,,,,,,,,,,,,,2.0,,,V. Wembanyama,1641705.0,1.0
43,PT09M12.00S,2024-02-15T01:44:09.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,7.30946123521682,49.50980392156863,1610612742,4,8,2024-02-15T01:49:07Z,430000,False,2.0,16.0,1,left,D. Gafford DUNK (2 PTS) (L. Doncic 1 AST),"[1629655, 1629029]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,,,,,,,2.0,,,L. Doncic,1629029.0,1.0
45,PT09M04.00S,2024-02-15T01:44:18.1Z,1,REGULAR,3pt,Jump Shot,[],1641705,65.39093298291722,48.77450980392157,1610612759,4,11,2024-02-15T01:44:23Z,450000,False,-6.0,273.0,1,right,V. Wembanyama 27' 3PT  (6 PTS) (D. Vassell 1 AST),"[1641705, 1630170]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.29,Made,,,,,,,,,,,,,6.0,,,D. Vassell,1630170.0,1.0
47,PT08M52.00S,2024-02-15T01:44:31.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.40801576872536,41.17647058823529,1610612742,4,11,2024-02-15T01:44:42Z,470000,False,44.0,252.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
48,PT08M50.00S,2024-02-15T01:44:33.0Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,4,11,2024-02-15T01:55:00Z,480000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,47.0,1.0,0.0,1.0,,,,,,,,,,,,,,
110,PT08M48.00S,2024-02-15T01:44:36.4Z,1,REGULAR,turnover,out-of-bounds,[],1629655,,,1610612742,4,11,2024-02-15T01:55:51Z,485000,False,,,0,,D. Gafford bad pass out-of-bounds TURNOVER (1 TO),[1629655],1610612742.0,DAL,bad pass,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,,,,,,,1.0,,,1627534.0,,,,,,,,,,
50,PT08M38.00S,2024-02-15T01:45:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612759,4,11,2024-02-15T01:45:10Z,500000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Wembanyama 2 FT),"[1629655, 1641705]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,1.0,0.0,Wembanyama,1641705.0,,,,,,
52,PT08M38.00S,2024-02-15T01:45:29.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1641705,,,1610612759,4,11,2024-02-15T01:55:51Z,520000,False,,,0,,MISS V. Wembanyama Free Throw 1 of 2,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
53,PT08M38.00S,2024-02-15T01:45:29.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,4,11,2024-02-15T01:45:29Z,530000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,
54,PT08M38.00S,2024-02-15T01:45:47.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1641705,,,1610612759,4,12,2024-02-15T01:55:51Z,540000,False,,,0,,V. Wembanyama Free Throw 2 of 2 (7 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
55,PT08M28.00S,2024-02-15T01:45:59.8Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,4,12,2024-02-15T01:46:03Z,550000,False,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1631110]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,Sochan,1631110.0,,,,,,,,,,,
56,PT08M28.00S,2024-02-15T01:45:59.8Z,1,REGULAR,steal,,[],1631110,,,1610612759,4,12,2024-02-15T01:46:01Z,560000,False,,,0,,J. Sochan STEAL (3 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
57,PT08M21.00S,2024-02-15T01:46:07.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,92.32917214191852,2.696078431372549,1610612759,4,12,2024-02-15T01:46:15Z,570000,False,-237.0,20.0,1,right,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
58,PT08M17.00S,2024-02-15T01:46:11.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,4,12,2024-02-15T01:46:15Z,580000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT08M13.00S,2024-02-15T01:46:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629029,8.229303547963205,52.69607843137255,1610612742,6,12,2024-02-15T01:46:20Z,590000,False,-13.0,25.0,1,left,L. Doncic running Layup (2 PTS) (P. Washington 1 AST),"[1629029, 1629023]",1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,,,,,,2.0,,,P. Washington,1629023.0,1.0
61,PT07M58.00S,2024-02-15T01:46:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,93.64323258869908,48.77450980392157,1610612759,6,14,2024-02-15T01:46:36Z,610000,False,-6.0,7.0,1,right,V. Wembanyama alley-oop Layup (9 PTS) (D. Vassell 2 AST),"[1641705, 1630170]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,,,,,,,9.0,,,D. Vassell,1630170.0,2.0
63,PT07M48.00S,2024-02-15T01:46:39.8Z,1,REGULAR,3pt,Jump Shot,[],202681,18.2161629434954,93.38235294117648,1610612742,6,14,2024-02-15T01:58:45Z,630000,False,-217.0,119.0,1,left,MISS K. Irving 24' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,,,,,,,,,,,
64,PT07M45.00S,2024-02-15T01:46:42.8Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,6,14,2024-02-15T01:46:45Z,640000,False,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT07M34.00S,2024-02-15T01:46:55.0Z,1,REGULAR,2pt,Jump Shot,[],1641705,77.87450722733246,24.019607843137255,1610612759,6,16,2024-02-15T01:47:01Z,650000,False,-130.0,155.0,1,right,V. Wembanyama 20' turnaround fadeaway Jump Shot (11 PTS) (J. Sochan 1 AST),"[1641705, 1631110]",1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,20.26,Made,,,,,,,,,,,,,11.0,,,J. Sochan,1631110.0,1.0
67,PT07M34.00S,2024-02-15T01:46:59.9Z,1,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612759,6,16,2024-02-15T01:47:06Z,670000,False,,,0,,L. Doncic shooting personal FOUL (1 PF) (Wembanyama 1 FT),"[1629029, 1641705]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1627534.0,1.0,0.0,Wembanyama,1641705.0,,,,,,
69,PT07M34.00S,2024-02-15T01:47:25.7Z,1,REGULAR,freethrow,1 of 1,[],1641705,,,1610612759,6,17,2024-02-15T01:47:25Z,690000,False,,,0,,V. Wembanyama Free Throw 1 of 1 (12 PTS),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,Made,,,,,,,,,,,,,12.0,,,,,
75,PT07M19.00S,2024-02-15T01:49:00.9Z,1,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612742,6,17,2024-02-15T01:49:11Z,750000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Doncic 2 FT),"[1631110, 1629029]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Right,,,,,,,,,,1627534.0,1.0,0.0,Doncic,1629029.0,,,,,,
77,PT07M19.00S,2024-02-15T01:49:27.4Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,7,17,2024-02-15T01:49:27Z,770000,False,,,0,,L. Doncic Free Throw 1 of 2 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
78,PT07M19.00S,2024-02-15T01:49:27.9Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,7,17,2024-02-15T01:49:32Z,780000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT07M19.00S,2024-02-15T01:49:27.9Z,1,REGULAR,substitution,out,[],1630182,,,1610612742,7,17,2024-02-15T01:49:32Z,790000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT07M19.00S,2024-02-15T01:49:27.9Z,1,REGULAR,substitution,in,[],203501,,,1610612742,7,17,2024-02-15T01:49:32Z,800000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT07M19.00S,2024-02-15T01:49:27.9Z,1,REGULAR,substitution,in,[],203939,,,1610612742,7,17,2024-02-15T01:49:32Z,810000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT07M19.00S,2024-02-15T01:49:49.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,8,17,2024-02-15T01:49:49Z,820000,False,,,0,,L. Doncic Free Throw 2 of 2 (4 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
83,PT07M09.00S,2024-02-15T01:50:00.2Z,1,REGULAR,2pt,Jump Shot,[],1630170,91.80354796320631,17.15686274509804,1610612759,8,17,2024-02-15T02:00:39Z,830000,False,-164.0,25.0,1,right,MISS D. Vassell 16' step back Shot,[1630170],1610612759.0,SAS,step back,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,16.6,Missed,,,,,,,,,,,,,,,,,,
84,PT07M07.00S,2024-02-15T01:50:02.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,8,17,2024-02-15T01:50:02Z,840000,False,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Left,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,,
85,PT06M59.00S,2024-02-15T01:50:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,7.440867279894875,49.26470588235294,1610612742,8,17,2024-02-15T02:01:23Z,850000,False,4.0,17.0,1,left,MISS D. Powell cutting Layup - blocked,"[203939, 1641705]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
86,PT06M59.00S,2024-02-15T01:50:10.6Z,1,REGULAR,block,,[],1641705,,,1610612742,8,17,2024-02-15T01:50:13Z,860000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT06M56.00S,2024-02-15T01:50:13.6Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,8,17,2024-02-15T01:50:14Z,870000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,,
