actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT10M21.00S,2025-12-21T03:11:58.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631200,91.5407358738502,45.83333333333333,1610612757,0,2,2025-12-21T03:12:56Z,160000,False,-21.0,27.0,1,right,MISS K. Murray running reverse Layup,[1631200],1610612757.0,POR,running reverse,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,3.41,Missed,,,,,,,,,,,,,,,,,
17,PT10M19.00S,2025-12-21T03:12:00.0Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,0,2,2025-12-21T03:13:10Z,170000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,
18,PT10M06.00S,2025-12-21T03:12:12.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642875,9.149145860709593,51.71568627450981,1610612758,0,2,2025-12-21T03:13:26Z,180000,False,-9.0,34.0,1,left,MISS M. Raynaud turnaround Hook,[1642875],1610612758.0,SAC,turnaround,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,3.46,Missed,,,,,,,,,,,,,,,,,
19,PT10M04.00S,2025-12-21T03:12:14.4Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,0,2,2025-12-21T03:12:19Z,190000,False,,,0,,D. Clingan REBOUND (Off:0 Def:2),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,
20,PT10M00.00S,2025-12-21T03:12:18.5Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631200,91.27792378449409,46.32352941176471,1610612757,0,4,2025-12-21T03:13:54Z,200000,False,-18.0,29.0,1,right,K. Murray running DUNK (2 PTS) (S. Sharpe 1 AST),"[1631200, 1631101]",1610612757.0,POR,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,3.48,Made,,,,,2.0,S. Sharpe,1631101.0,1.0,,,,,,,,,
22,PT09M53.00S,2025-12-21T03:12:25.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.178055190538765,57.59803921568627,1610612758,0,4,2025-12-21T03:15:12Z,220000,False,-38.0,15.0,1,left,MISS P. Achiuwa driving Layup,[1630173],1610612758.0,SAC,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,4.09,Missed,,,,,,,,,,,,,,,,,
23,PT09M53.00S,2025-12-21T03:12:27.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,0,4,2025-12-21T03:12:27Z,230000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,
25,PT09M53.00S,2025-12-21T03:12:28.3Z,1,REGULAR,foul,personal,['2freethrow'],1642270,,,1610612758,0,4,2025-12-21T03:12:42Z,250000,False,,,0,,D. Clingan shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1642270, 1630173]",1610612757.0,POR,shooting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,201638.0,,,,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,,,,
27,PT09M53.00S,2025-12-21T03:12:57.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630173,,,1610612758,1,4,2025-12-21T03:12:57Z,270000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (1 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
28,PT09M53.00S,2025-12-21T03:13:12.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630173,,,1610612758,2,4,2025-12-21T03:13:12Z,280000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (2 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
30,PT09M43.00S,2025-12-21T03:13:24.6Z,1,REGULAR,turnover,lost ball,[],1630166,,,1610612757,2,4,2025-12-21T03:14:04Z,300000,False,,,0,,D. Avdija lost ball TURNOVER (1 TO),"[1630166, 1642875]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Raynaud,1642875.0,,
31,PT09M43.00S,2025-12-21T03:13:24.6Z,1,REGULAR,steal,,[],1642875,,,1610612758,2,4,2025-12-21T03:13:27Z,310000,False,,,0,,M. Raynaud STEAL (1 STL),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M34.00S,2025-12-21T03:13:32.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201566,25.18068331143233,83.57843137254902,1610612758,2,4,2025-12-21T03:14:10Z,320000,False,-168.0,184.0,1,left,MISS R. Westbrook 24' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,24.92,Missed,,,,,,,,,,,,,,,,,
33,PT09M33.00S,2025-12-21T03:13:33.9Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,4,2025-12-21T03:16:35Z,330000,False,,,0,,D. Clingan REBOUND (Off:0 Def:3),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Left Center,,,,32.0,3.0,3.0,0.0,,,,,,,,,,,,,
34,PT09M25.00S,2025-12-21T03:13:43.4Z,1,REGULAR,3pt,Jump Shot,[],1641739,69.07030223390277,21.568627450980394,1610612757,2,7,2025-12-21T03:16:57Z,340000,False,-142.0,238.0,1,right,T. Camara 27' 3PT  (3 PTS) (S. Sharpe 2 AST),"[1641739, 1631101]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,27.74,Made,,,,,3.0,S. Sharpe,1631101.0,2.0,,,,,,,,,
36,PT09M04.00S,2025-12-21T03:14:02.8Z,1,REGULAR,3pt,Jump Shot,[],201942,5.601182654402102,97.05882352941177,1610612758,2,7,2025-12-21T03:14:23Z,360000,False,-235.0,0.0,1,left,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,23.53,Missed,,,,,,,,,,,,,,,,,
37,PT09M04.00S,2025-12-21T03:14:02.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,2,7,2025-12-21T03:14:23Z,370000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,
38,PT08M54.00S,2025-12-21T03:14:13.8Z,1,REGULAR,3pt,Jump Shot,[],1631200,89.43823915900131,97.30392156862744,1610612757,2,10,2025-12-21T03:17:37Z,380000,False,237.0,47.0,1,right,K. Murray 24' 3PT  (5 PTS) (D. Avdija 2 AST),"[1631200, 1630166]",1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,,24.11,Made,,,,,5.0,D. Avdija,1630166.0,2.0,,,,,,,,,
40,PT08M52.00S,2025-12-21T03:14:23.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,2,10,2025-12-21T03:14:23Z,400000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M39.00S,2025-12-21T03:17:31.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,13.354139290407357,51.470588235294116,1610612758,2,10,2025-12-21T03:17:40Z,410000,False,-7.0,73.0,1,left,MISS P. Achiuwa 7' floating Shot,[1630173],1610612758.0,SAC,floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,7.34,Missed,,,,,,,,,,,,,,,,,
42,PT08M38.00S,2025-12-21T03:17:32.6Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612757,2,10,2025-12-21T03:18:11Z,420000,False,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,
43,PT08M26.00S,2025-12-21T03:17:44.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,90.62089356110381,63.725490196078425,1610612757,2,10,2025-12-21T03:18:30Z,430000,False,69.0,36.0,1,right,MISS D. Avdija 7' driving floating Shot,[1630166],1610612757.0,POR,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,7.73,Missed,,,,,,,,,,,,,,,,,
44,PT08M24.00S,2025-12-21T03:17:46.2Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,2,10,2025-12-21T03:17:52Z,440000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,
45,PT08M13.00S,2025-12-21T03:17:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,8.09789750328515,43.13725490196079,1610612758,2,10,2025-12-21T03:19:10Z,450000,False,34.0,24.0,1,left,MISS M. Raynaud cutting Layup - blocked,"[1642875, 1642270]",1610612758.0,SAC,cutting,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,4.16,Missed,,,,,,,,,,,,,,,,Clingan,1642270.0
49,PT08M13.00S,2025-12-21T03:17:57.6Z,1,REGULAR,block,,[],1642270,,,1610612758,2,10,2025-12-21T03:18:22Z,455000,False,,,0,,D. Clingan BLOCK (1 BLK),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M11.00S,2025-12-21T03:17:59.6Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,2,10,2025-12-21T03:19:26Z,460000,False,,,0,,D. Clingan REBOUND (Off:0 Def:4),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Restricted Area,0-8 Center,,,,45.0,4.0,4.0,0.0,,,,,,,,,,,,,
47,PT08M08.00S,2025-12-21T03:18:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1630166,87.33574244415243,46.32352941176471,1610612757,2,12,2025-12-21T03:19:39Z,470000,False,-18.0,67.0,1,right,D. Avdija 6' running Layup (2 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,6.9,Made,,,,,2.0,,,,,,,,,,,,
48,PT08M08.00S,2025-12-21T03:18:14.2Z,1,REGULAR,violation,defensive goaltending,[],1631099,,,1610612757,2,12,2025-12-21T03:20:09Z,480000,False,,,0,,K. Murray defensive goaltending VIOLATION,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,200832.0,,,,,,,,,,,,,,,,,,,
50,PT07M54.00S,2025-12-21T03:18:37.8Z,1,REGULAR,2pt,Jump Shot,[],1631099,10.988830486202366,67.64705882352942,1610612758,2,12,2025-12-21T03:21:00Z,490000,False,-88.0,51.0,1,left,MISS K. Murray 10' step back Shot,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,10.18,Missed,,,,,,,,,,,,,,,,,
51,PT07M53.00S,2025-12-21T03:18:38.8Z,1,REGULAR,rebound,defensive,[],1631200,,,1610612757,2,12,2025-12-21T03:21:00Z,500000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,
52,PT07M47.00S,2025-12-21T03:18:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631101,90.75229960578186,4.901960784313726,1610612757,2,15,2025-12-21T03:18:58Z,510000,False,-225.0,34.0,1,right,S. Sharpe 3PT running (3 PTS) (D. Avdija 3 AST),"[1631101, 1630166]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,,22.81,Made,,,,,3.0,D. Avdija,1630166.0,3.0,,,,,,,,,
55,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,out,[],1630173,,,1610612758,2,15,2025-12-21T03:19:32Z,540000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,out,[],1642875,,,1610612758,2,15,2025-12-21T03:19:32Z,550000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,out,[],201566,,,1610612758,2,15,2025-12-21T03:19:32Z,560000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,out,[],1631200,,,1610612758,2,15,2025-12-21T03:19:32Z,570000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,in,[],203471,,,1610612758,2,15,2025-12-21T03:19:32Z,580000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,in,[],1642928,,,1610612758,2,15,2025-12-21T03:19:32Z,590000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,in,[],1642363,,,1610612758,2,15,2025-12-21T03:19:32Z,600000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M35.00S,2025-12-21T03:19:04.0Z,1,REGULAR,substitution,in,[],1631321,,,1610612758,2,15,2025-12-21T03:19:32Z,610000,False,,,0,,SUB in: S. Cissoko,[1631321],1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M17.00S,2025-12-21T03:19:47.7Z,1,REGULAR,2pt,Jump Shot,[],201942,21.632720105124836,46.32352941176471,1610612758,4,15,2025-12-21T03:20:00Z,620000,False,18.0,151.0,1,left,D. DeRozan 15' turnaround Jump Shot (2 PTS) (D. Schröder 1 AST),"[201942, 203471]",1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,15.19,Made,,,,,2.0,D. Schröder,203471.0,1.0,,,,,,,,,
64,PT07M03.00S,2025-12-21T03:20:02.6Z,1,REGULAR,2pt,Jump Shot,[],1631101,78.40013140604468,50.245098039215684,1610612757,4,15,2025-12-21T03:22:31Z,630000,False,1.0,151.0,1,right,MISS S. Sharpe 15' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Center,,15.05,Missed,,,,,,,,,,,,,,,,,
65,PT07M01.00S,2025-12-21T03:20:04.6Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,4,15,2025-12-21T03:22:50Z,640000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Center,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT06M52.00S,2025-12-21T03:20:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,17.559132720105126,61.76470588235294,1610612758,6,15,2025-12-21T03:23:28Z,650000,False,-59.0,113.0,1,left,K. Murray 12' driving floating Jump Shot (2 PTS),[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,12.7,Made,,,,,2.0,,,,,,,,,,,,
67,PT06M32.00S,2025-12-21T03:20:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,89.17542706964521,47.794117647058826,1610612757,6,17,2025-12-21T03:20:39Z,660000,False,-11.0,49.0,1,right,D. Clingan Layup (4 PTS) (D. Avdija 4 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,5.05,Made,,,,,4.0,D. Avdija,1630166.0,4.0,,,,,,,,,
69,PT06M14.00S,2025-12-21T03:20:51.7Z,1,REGULAR,3pt,Jump Shot,[],201942,7.440867279894875,96.07843137254902,1610612758,6,17,2025-12-21T03:20:56Z,680000,False,-230.0,17.0,1,left,MISS D. DeRozan 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,23.11,Missed,,,,,,,,,,,,,,,,,
70,PT06M13.00S,2025-12-21T03:20:52.7Z,1,REGULAR,rebound,defensive,[],1642270,,,1610612757,6,17,2025-12-21T03:24:19Z,690000,False,,,0,,D. Clingan REBOUND (Off:0 Def:5),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Left Corner 3,24+ Left,,,,69.0,5.0,5.0,0.0,,,,,,,,,,,,,
71,PT06M06.00S,2025-12-21T03:21:00.0Z,1,REGULAR,turnover,bad pass,[],1631101,,,1610612757,6,17,2025-12-21T03:21:15Z,700000,False,,,0,,S. Sharpe bad pass TURNOVER (1 TO),"[1631101, 1642363]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Clifford,1642363.0,,
72,PT06M06.00S,2025-12-21T03:21:00.0Z,1,REGULAR,steal,,[],1642363,,,1610612758,6,17,2025-12-21T03:27:18Z,710000,False,,,0,,N. Clifford STEAL (1 STL),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M01.00S,2025-12-21T03:21:06.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1642363,6.389618922470433,5.392156862745098,1610612758,9,17,2025-12-21T03:29:03Z,720000,False,223.0,8.0,1,left,N. Clifford 3PT running (3 PTS) (D. DeRozan 1 AST),"[1642363, 201942]",1610612758.0,SAC,running,,,Clifford,N. Clifford,,,,,Right Corner 3,24+ Right,,22.31,Made,,,,,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,
74,PT05M46.00S,2025-12-21T03:21:25.5Z,1,REGULAR,turnover,out-of-bounds,[],1642270,,,1610612757,9,17,2025-12-21T03:25:56Z,730000,False,,,0,,D. Clingan lost ball out-of-bounds TURNOVER (1 TO),[1642270],1610612757.0,POR,lost ball,,,Clingan,D. Clingan,,,,,Mid-Range,8-16 Left,201638.0,,,,,,,,,,,,,,,1.0,,,,
75,PT05M46.00S,2025-12-21T03:21:28.8Z,1,REGULAR,substitution,out,[],1631101,,,1610612758,9,17,2025-12-21T03:21:39Z,740000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M46.00S,2025-12-21T03:21:28.8Z,1,REGULAR,substitution,out,[],1642270,,,1610612758,9,17,2025-12-21T03:21:39Z,750000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M46.00S,2025-12-21T03:21:28.8Z,1,REGULAR,substitution,in,[],1629057,,,1610612758,9,17,2025-12-21T03:21:39Z,760000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M46.00S,2025-12-21T03:21:28.8Z,1,REGULAR,substitution,in,[],1631126,,,1610612758,9,17,2025-12-21T03:21:39Z,770000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M33.00S,2025-12-21T03:21:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631099,8.623521681997373,55.63725490196079,1610612758,11,17,2025-12-21T03:26:18Z,780000,False,-28.0,29.0,1,left,K. Murray driving Layup (4 PTS),[1631099],1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,4.02,Made,,,,,4.0,,,,,,,,,,,,
80,PT05M21.00S,2025-12-21T03:22:02.8Z,1,REGULAR,3pt,Jump Shot,[],1641739,67.09921156373193,30.637254901960787,1610612757,11,20,2025-12-21T03:26:50Z,790000,False,-97.0,257.0,1,right,T. Camara 27' 3PT  (6 PTS) (D. Avdija 5 AST),"[1641739, 1630166]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,,27.44,Made,,,,,6.0,D. Avdija,1630166.0,5.0,,,,,,,,,
82,PT05M04.00S,2025-12-21T03:22:18.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642363,8.886333771353483,50.98039215686274,1610612758,13,20,2025-12-21T03:22:24Z,810000,False,-5.0,31.0,1,left,N. Clifford cutting Layup (5 PTS) (D. Schröder 2 AST),"[1642363, 203471]",1610612758.0,SAC,cutting,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,,3.14,Made,,,,,5.0,D. Schröder,203471.0,2.0,,,,,,,,,
