actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M24.00S,2026-04-06T01:12:21.3Z,1,REGULAR,freethrow,1 of 2,[],201572,,,1610612746,4,3,2026-04-06T01:12:21Z,160000,False,,,0,,B. Lopez Free Throw 1 of 2 (1 PTS),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
17,PT10M24.00S,2026-04-06T01:12:38.1Z,1,REGULAR,freethrow,2 of 2,[],201572,,,1610612746,4,4,2026-04-06T01:12:38Z,170000,False,,,0,,B. Lopez Free Throw 2 of 2 (2 PTS),[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M10.00S,2026-04-06T01:12:55.7Z,1,REGULAR,3pt,Jump Shot,[],201942,76.69185282522996,8.823529411764707,1610612758,7,4,2026-04-06T01:12:59Z,180000,False,-206.0,167.0,1,right,D. DeRozan 26' 3PT  (5 PTS) (M. Raynaud 1 AST),"[201942, 1642875]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,26.49,Made,,,,,5.0,,,,,,M. Raynaud,1642875.0,1.0,,,,,
20,PT09M58.00S,2026-04-06T01:13:07.5Z,1,REGULAR,3pt,Jump Shot,[],1629636,32.14520367936925,60.78431372549019,1610612746,7,7,2026-04-06T01:13:12Z,200000,False,-54.0,250.0,1,left,D. Garland 25' 3PT pullup (3 PTS),[1629636],1610612746.0,LAC,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.55,Made,,,,,3.0,,,,,,,,,,,,,
21,PT09M44.00S,2026-04-06T01:13:21.3Z,1,REGULAR,2pt,Jump Shot,[],201942,74.32654402102497,51.71568627450981,1610612758,7,7,2026-04-06T01:13:47Z,210000,False,9.0,189.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,18.9,Missed,,,,,,,,,,,,,,,,,,
22,PT09M42.00S,2026-04-06T01:13:23.3Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,7,7,2026-04-06T01:13:25Z,220000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M33.00S,2026-04-06T01:13:32.5Z,1,REGULAR,3pt,Jump Shot,[],1627739,20.45006570302234,8.823529411764707,1610612746,7,7,2026-04-06T01:13:35Z,230000,False,206.0,140.0,1,left,MISS K. Dunn 24' 3PT - blocked,"[1627739, 1642363]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,24.88,Missed,,,,,,,,,,,,,,Clifford,1642363.0,,,
60,PT09M33.00S,2026-04-06T01:13:32.5Z,1,REGULAR,block,,[],1642363,,,1610612746,7,7,2026-04-06T01:17:33Z,235000,False,,,0,,N. Clifford BLOCK (1 BLK),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
24,PT09M31.00S,2026-04-06T01:13:34.5Z,1,REGULAR,rebound,defensive,[],1642269,,,1610612758,7,7,2026-04-06T01:13:35Z,240000,False,,,0,,D. Carter REBOUND (Off:0 Def:1),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Right Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT09M22.00S,2026-04-06T01:13:44.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,85.23324572930355,50.0,1610612758,7,7,2026-04-06T01:15:44Z,250000,False,0.0,86.0,1,right,MISS P. Achiuwa 8' fadeaway Shot,[1630173],1610612758.0,SAC,fadeaway,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,8.63,Missed,,,,,,,,,,,,,,,,,,
26,PT09M19.00S,2026-04-06T01:13:47.6Z,1,REGULAR,rebound,offensive,[],1642875,,,1610612758,7,7,2026-04-06T01:15:44Z,260000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT09M16.00S,2026-04-06T01:13:49.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1642875,88.64980289093299,40.19607843137255,1610612758,7,7,2026-04-06T01:15:48Z,270000,False,-49.0,54.0,1,right,MISS M. Raynaud 7' driving Hook,[1642875],1610612758.0,SAC,driving,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,7.31,Missed,,,,,,,,,,,,,,,,,,
28,PT09M13.00S,2026-04-06T01:13:52.7Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,7,7,2026-04-06T01:13:57Z,280000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,,
29,PT09M08.00S,2026-04-06T01:13:57.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629636,8.492115637319317,50.98039215686274,1610612746,7,7,2026-04-06T01:16:11Z,290000,False,-5.0,27.0,1,left,MISS D. Garland running pullup Shot,[1629636],1610612746.0,LAC,running pullup,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,2.77,Missed,,,,,,,,,,,,,,,,,,
30,PT09M06.00S,2026-04-06T01:13:59.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,7,7,2026-04-06T01:14:05Z,300000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M01.00S,2026-04-06T01:14:04.6Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612758,7,7,2026-04-06T01:14:12Z,310000,False,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1627884]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Jones Jr.,1627884.0
32,PT09M01.00S,2026-04-06T01:14:04.6Z,1,REGULAR,steal,,[],1627884,,,1610612746,7,7,2026-04-06T01:14:08Z,320000,False,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
33,PT08M55.00S,2026-04-06T01:14:10.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627884,5.995400788436268,49.26470588235294,1610612746,7,9,2026-04-06T01:17:12Z,330000,False,4.0,4.0,1,left,D. Jones Jr. running DUNK (2 PTS),[1627884],1610612746.0,LAC,running,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,2.0,,,,,,,,,,,,,
34,PT08M32.00S,2026-04-06T01:14:33.6Z,1,REGULAR,3pt,Jump Shot,[],1642363,87.46714848883047,4.166666666666666,1610612758,7,9,2026-04-06T01:14:38Z,340000,False,-229.0,65.0,1,right,MISS N. Clifford 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Left Corner 3,24+ Left,23.83,Missed,,,,,,,,,,,,,,,,,,
35,PT08M29.00S,2026-04-06T01:14:36.6Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612746,7,9,2026-04-06T01:14:38Z,350000,False,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,,,34.0,2.0,2.0,0.0,,,,,,,,,,,,,,
36,PT08M26.00S,2026-04-06T01:14:39.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,33.065045992115635,53.67647058823529,1610612746,7,9,2026-04-06T01:18:04Z,360000,False,-18.0,258.0,1,left,MISS D. Garland 25' running pullup 3PT,[1629636],1610612746.0,LAC,running pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.9,Missed,,,,,,,,,,,,,,,,,,
37,PT08M24.00S,2026-04-06T01:14:41.8Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612746,7,9,2026-04-06T01:18:36Z,370000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Center,,,36.0,1.0,0.0,1.0,,,,,,,,,,,,,,
38,PT08M21.00S,2026-04-06T01:14:46.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627739,9.149145860709593,47.30392156862745,1610612746,7,11,2026-04-06T01:14:51Z,380000,False,13.0,34.0,1,left,K. Dunn driving bank Jump Shot (2 PTS) (D. Jones Jr. 1 AST),"[1627739, 1627884]",1610612746.0,LAC,driving bank,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,2.0,,,,,,D. Jones Jr.,1627884.0,1.0,,,,,
40,PT08M21.00S,2026-04-06T01:14:51.0Z,1,REGULAR,foul,personal,['1freethrow'],1642363,,,1610612746,7,11,2026-04-06T01:15:02Z,400000,False,,,0,,N. Clifford shooting personal FOUL (1 PF) (Dunn 1 FT),"[1642363, 1627739]",1610612758.0,SAC,shooting,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,,,,,,,,1179.0,1.0,0.0,Dunn,1627739.0,,,,,,,,
42,PT08M21.00S,2026-04-06T01:15:15.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1627739,,,1610612746,7,11,2026-04-06T01:15:20Z,420000,False,,,0,,MISS K. Dunn Free Throw 1 of 1,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
43,PT08M18.00S,2026-04-06T01:15:18.9Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,7,11,2026-04-06T01:15:20Z,430000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,42.0,3.0,2.0,1.0,,,,,,,,,,,,,,
44,PT08M05.00S,2026-04-06T01:15:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,83.39356110381078,36.51960784313725,1610612758,9,11,2026-04-06T01:15:34Z,440000,False,-67.0,104.0,1,right,D. DeRozan 12' pullup bank Jump Shot (7 PTS),[201942],1610612758.0,SAC,pullup bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,12.36,Made,,,,,7.0,,,,,,,,,,,,,
46,PT07M50.00S,2026-04-06T01:15:44.8Z,1,REGULAR,3pt,Jump Shot,[],202695,29.25427069645204,75.49019607843137,1610612746,9,11,2026-04-06T01:15:48Z,460000,False,-127.0,222.0,1,left,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,25.64,Missed,,,,,,,,,,,,,,,,,,
47,PT07M47.00S,2026-04-06T01:15:47.8Z,1,REGULAR,rebound,defensive,[],1642269,,,1610612758,9,11,2026-04-06T01:15:48Z,470000,False,,,0,,D. Carter REBOUND (Off:0 Def:2),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Left Center,,,46.0,2.0,2.0,0.0,,,,,,,,,,,,,,
48,PT07M38.00S,2026-04-06T01:15:56.9Z,1,REGULAR,2pt,Jump Shot,[],201942,78.9257555847569,39.46078431372549,1610612758,11,11,2026-04-06T01:16:01Z,480000,False,-53.0,146.0,1,right,D. DeRozan 15' turnaround fadeaway Jump Shot (9 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,15.48,Made,,,,,9.0,,,,,,,,,,,,,
49,PT07M26.00S,2026-04-06T01:16:09.3Z,1,REGULAR,3pt,Jump Shot,[],201572,28.07161629434954,80.3921568627451,1610612746,11,11,2026-04-06T01:16:13Z,490000,False,-152.0,211.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
50,PT07M23.00S,2026-04-06T01:16:11.9Z,1,REGULAR,rebound,offensive,[],1627739,,,1610612746,11,11,2026-04-06T01:16:11Z,500000,False,,,0,,K. Dunn REBOUND (Off:1 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Left Center,,,49.0,2.0,1.0,1.0,,,,,,,,,,,,,,
51,PT07M20.00S,2026-04-06T01:16:15.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629636,32.40801576872536,42.15686274509804,1610612746,11,11,2026-04-06T01:20:17Z,510000,False,39.0,252.0,1,left,MISS D. Garland 25' pullup 3PT,[1629636],1610612746.0,LAC,pullup,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
52,PT07M17.00S,2026-04-06T01:16:18.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,11,11,2026-04-06T01:16:18Z,520000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,51.0,2.0,2.0,0.0,,,,,,,,,,,,,,
53,PT07M07.00S,2026-04-06T01:16:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642269,91.80354796320631,56.61764705882353,1610612758,13,11,2026-04-06T01:16:32Z,530000,False,33.0,25.0,1,right,D. Carter driving Layup (2 PTS),[1642269],1610612758.0,SAC,driving,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,4.12,Made,,,,,2.0,,,,,,,,,,,,,
54,PT06M58.00S,2026-04-06T01:16:36.9Z,1,REGULAR,3pt,Jump Shot,[],202695,9.280551905387648,95.09803921568627,1610612746,13,14,2026-04-06T01:16:40Z,540000,False,-225.0,35.0,1,left,K. Leonard 3PT  (5 PTS) (K. Dunn 1 AST),"[202695, 1627739]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,22.82,Made,,,,,5.0,,,,,,K. Dunn,1627739.0,1.0,,,,,
56,PT06M39.00S,2026-04-06T01:16:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642363,85.75886990801577,36.76470588235294,1610612758,15,14,2026-04-06T01:16:59Z,560000,False,-66.0,81.0,1,right,N. Clifford 10' fadeaway Jump Shot (2 PTS) (D. Carter 1 AST),"[1642363, 1642269]",1610612758.0,SAC,fadeaway,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Left,10.49,Made,,,,,2.0,,,,,,D. Carter,1642269.0,1.0,,,,,
57,PT06M27.00S,2026-04-06T01:17:07.9Z,1,REGULAR,3pt,Jump Shot,[],202695,17.0335085413929,94.85294117647058,1610612746,15,17,2026-04-06T01:17:11Z,570000,False,-224.0,108.0,1,left,K. Leonard 24' 3PT  (8 PTS) (D. Garland 1 AST),"[202695, 1629636]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,24.88,Made,,,,,8.0,,,,,,D. Garland,1629636.0,1.0,,,,,
59,PT06M10.00S,2026-04-06T01:17:27.3Z,1,REGULAR,foul,personal,[],1627739,,,1610612758,15,17,2026-04-06T01:17:40Z,590000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 1642875]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1179.0,1.0,0.0,Raynaud,1642875.0,,,,,,,,
62,PT06M10.00S,2026-04-06T01:17:42.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,15,17,2026-04-06T01:17:42Z,610000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M10.00S,2026-04-06T01:17:45.0Z,1,REGULAR,substitution,out,[],201942,,,1610612758,15,17,2026-04-06T01:20:53Z,620000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M10.00S,2026-04-06T01:17:45.0Z,1,REGULAR,substitution,out,[],1642363,,,1610612758,15,17,2026-04-06T01:20:53Z,630000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M10.00S,2026-04-06T01:17:45.0Z,1,REGULAR,substitution,in,[],1631342,,,1610612758,15,17,2026-04-06T01:20:53Z,640000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M10.00S,2026-04-06T01:17:45.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,15,17,2026-04-06T01:20:53Z,650000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M03.00S,2026-04-06T01:21:15.2Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612758,15,17,2026-04-06T01:21:19Z,660000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 1627739]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Dunn,1627739.0
68,PT06M03.00S,2026-04-06T01:21:15.2Z,1,REGULAR,steal,,[],1627739,,,1610612746,15,17,2026-04-06T01:21:17Z,670000,False,,,0,,K. Dunn STEAL (1 STL),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
69,PT05M56.00S,2026-04-06T01:21:23.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201572,22.946780551905388,88.97058823529412,1610612746,15,20,2026-04-06T01:22:42Z,680000,False,-195.0,163.0,1,left,B. Lopez 25' 3PT running (5 PTS) (D. Garland 2 AST),"[201572, 1629636]",1610612746.0,LAC,running,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,5.0,,,,,,D. Garland,1629636.0,2.0,,,,,
71,PT05M33.00S,2026-04-06T01:21:44.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,80.23981603153744,49.754901960784316,1610612758,17,20,2026-04-06T01:21:48Z,700000,False,-1.0,133.0,1,right,M. Monk 13' fadeaway Jump Shot (2 PTS),[1628370],1610612758.0,SAC,fadeaway,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,13.32,Made,,,,,2.0,,,,,,,,,,,,,
72,PT05M14.00S,2026-04-06T01:22:06.4Z,1,REGULAR,foul,personal,['3freethrow'],1630173,,,1610612746,17,20,2026-04-06T01:22:12Z,710000,False,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Leonard 3 FT),"[1630173, 202695]",1610612758.0,SAC,shooting,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628481.0,2.0,0.0,Leonard,202695.0,,,,,,,,
74,PT05M14.00S,2026-04-06T01:22:36.8Z,1,REGULAR,freethrow,1 of 3,[],202695,,,1610612746,17,21,2026-04-06T01:22:36Z,730000,False,,,0,,K. Leonard Free Throw 1 of 3 (9 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
75,PT05M14.00S,2026-04-06T01:22:38.6Z,1,REGULAR,substitution,out,[],1642269,,,1610612746,17,21,2026-04-06T01:22:53Z,740000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M14.00S,2026-04-06T01:22:38.6Z,1,REGULAR,substitution,out,[],1627739,,,1610612746,17,21,2026-04-06T01:22:53Z,750000,False,,,0,,SUB out: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M14.00S,2026-04-06T01:22:38.6Z,1,REGULAR,substitution,out,[],201572,,,1610612746,17,21,2026-04-06T01:22:53Z,760000,False,,,0,,SUB out: B. Lopez,[201572],1610612746.0,LAC,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M14.00S,2026-04-06T01:22:38.6Z,1,REGULAR,substitution,in,[],1630165,,,1610612746,17,21,2026-04-06T01:22:53Z,770000,False,,,0,,SUB in: K. Hayes,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M14.00S,2026-04-06T01:22:38.6Z,1,REGULAR,substitution,in,[],1628381,,,1610612746,17,21,2026-04-06T01:22:53Z,780000,False,,,0,,SUB in: J. Collins,[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2026-04-06T01:22:38.6Z,1,REGULAR,substitution,in,[],1631097,,,1610612746,17,21,2026-04-06T01:22:53Z,790000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
