actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
18,PT10M39.00S,2026-02-05T03:13:21.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,5.995400788436268,64.70588235294117,1610612758,7,0,2026-02-05T03:15:39Z,180000,False,-74.0,4.0,1,left,D. Sabonis 7' driving Hook (4 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.36,Made,4.0,,,,,,,,,,,,
19,PT10M23.00S,2026-02-05T03:13:37.9Z,1,REGULAR,3pt,Jump Shot,[],1629660,65.25952693823915,57.84313725490197,1610612763,7,3,2026-02-05T03:13:49Z,190000,False,39.0,274.0,1,right,T. Jerome 27' 3PT step back (3 PTS),[1629660],1610612763.0,MEM,step back,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Center,,,,,,27.69,Made,3.0,,,,,,,,,,,,
20,PT10M06.00S,2026-02-05T03:13:54.2Z,1,REGULAR,3pt,Jump Shot,[],201566,26.363337713534822,85.7843137254902,1610612758,10,3,2026-02-05T03:14:05Z,200000,False,-179.0,195.0,1,left,R. Westbrook 26' 3PT  (3 PTS) (D. DeRozan 2 AST),"[201566, 201942]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,26.49,Made,3.0,D. DeRozan,201942.0,2.0,,,,,,,,,
22,PT09M48.00S,2026-02-05T03:14:11.9Z,1,REGULAR,3pt,Jump Shot,[],1642377,71.43561103810775,19.607843137254903,1610612763,10,6,2026-02-05T03:14:16Z,220000,False,-152.0,216.0,1,right,J. Wells 26' 3PT  (3 PTS) (C. Coward 1 AST),"[1642377, 1642907]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,,,,26.41,Made,3.0,C. Coward,1642907.0,1.0,,,,,,,,,
24,PT09M35.00S,2026-02-05T03:14:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,12.565703022339028,61.76470588235294,1610612758,10,6,2026-02-05T03:14:29Z,240000,False,-59.0,66.0,1,left,MISS D. Hunter 8' pullup Shot,[1629631],1610612758.0,SAC,pullup,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.81,Missed,,,,,,,,,,,,,
25,PT09M33.00S,2026-02-05T03:14:27.9Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,10,6,2026-02-05T03:14:29Z,250000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,,
26,PT09M25.00S,2026-02-05T03:14:34.8Z,1,REGULAR,3pt,Jump Shot,[],1642907,66.17936925098554,59.31372549019608,1610612763,10,6,2026-02-05T03:14:38Z,260000,False,47.0,265.0,1,right,MISS C. Coward 26' 3PT,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,,,,26.95,Missed,,,,,,,,,,,,,
27,PT09M23.00S,2026-02-05T03:14:36.8Z,1,REGULAR,rebound,offensive,[],1629660,,,1610612763,10,6,2026-02-05T03:14:36Z,270000,False,,,0,,T. Jerome REBOUND (Off:1 Def:0),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,26.0,1.0,0.0,1.0,,,,,
28,PT09M19.00S,2026-02-05T03:14:40.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642907,85.3646517739816,52.94117647058824,1610612763,10,6,2026-02-05T03:14:45Z,280000,False,15.0,85.0,1,right,MISS C. Coward 8' floating Shot,[1642907],1610612763.0,MEM,floating,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.64,Missed,,,,,,,,,,,,,
29,PT09M17.00S,2026-02-05T03:14:42.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,10,6,2026-02-05T03:14:45Z,290000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,28.0,3.0,2.0,1.0,,,,,
30,PT09M06.00S,2026-02-05T03:14:56.8Z,1,REGULAR,3pt,Jump Shot,[],203897,5.863994743758213,96.32352941176471,1610612758,10,6,2026-02-05T03:19:23Z,300000,False,-232.0,3.0,1,left,MISS Z. LaVine 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,,,23.16,Missed,,,,,,,,,,,,,
31,PT09M03.00S,2026-02-05T03:14:59.8Z,1,REGULAR,rebound,offensive,[],201942,,,1610612758,10,6,2026-02-05T03:19:23Z,310000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,30.0,1.0,0.0,1.0,,,,,
32,PT08M59.00S,2026-02-05T03:15:03.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201942,10.988830486202366,65.68627450980392,1610612758,12,6,2026-02-05T03:21:11Z,320000,False,-78.0,51.0,1,left,D. DeRozan 9' driving Layup (2 PTS),[201942],1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.34,Made,2.0,,,,,,,,,,,,
33,PT08M39.00S,2026-02-05T03:15:27.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641713,89.30683311432325,45.588235294117645,1610612763,12,8,2026-02-05T03:21:39Z,330000,False,-22.0,48.0,1,right,G. Jackson driving DUNK (2 PTS) (T. Jerome 1 AST),"[1641713, 1629660]",1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.28,Made,2.0,T. Jerome,1629660.0,1.0,,,,,,,,,
35,PT08M26.00S,2026-02-05T03:15:36.7Z,1,REGULAR,3pt,Jump Shot,[],201566,32.933639947437584,54.41176470588235,1610612758,12,8,2026-02-05T03:22:18Z,350000,False,-22.0,257.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,25.8,Missed,,,,,,,,,,,,,
36,PT08M25.00S,2026-02-05T03:15:37.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,12,8,2026-02-05T03:22:18Z,360000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,35.0,,,,,,,,
38,PT08M01.00S,2026-02-05T03:16:05.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629660,91.27792378449409,47.05882352941176,1610612763,12,8,2026-02-05T03:16:08Z,380000,False,-15.0,29.0,1,right,MISS T. Jerome Layup,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,Restricted Area,0-8 Center,,,,,,3.3,Missed,,,,,,,,,,,,,
39,PT07M59.00S,2026-02-05T03:16:07.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,12,8,2026-02-05T03:16:08Z,390000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,38.0,4.0,3.0,1.0,,,,,
40,PT07M54.00S,2026-02-05T03:16:13.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,7.835085413929041,56.86274509803921,1610612758,12,8,2026-02-05T03:16:22Z,400000,False,-34.0,21.0,1,left,MISS D. Sabonis Hook - blocked,"[1627734, 1630583]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,4.03,Missed,,,,,,,,,Aldama,1630583.0,,,
41,PT07M54.00S,2026-02-05T03:16:13.9Z,1,REGULAR,block,,[],1630583,,,1610612758,12,8,2026-02-05T03:16:16Z,410000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT07M54.00S,2026-02-05T03:16:13.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,12,8,2026-02-05T03:16:22Z,420000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,40.0,,,,,,,,
44,PT07M52.00S,2026-02-05T03:16:29.2Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612758,12,8,2026-02-05T03:26:03Z,440000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1641713]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Jackson,1641713.0
45,PT07M52.00S,2026-02-05T03:16:29.2Z,1,REGULAR,steal,,[],1641713,,,1610612763,12,8,2026-02-05T03:16:38Z,450000,False,,,0,,G. Jackson STEAL (1 STL),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M45.00S,2026-02-05T03:16:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642907,92.19776609724047,59.80392156862745,1610612763,12,10,2026-02-05T03:16:48Z,460000,False,49.0,21.0,1,right,C. Coward running Layup (2 PTS) (G. Jackson 1 AST),"[1642907, 1641713]",1610612763.0,MEM,running,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.32,Made,2.0,G. Jackson,1641713.0,1.0,,,,,,,,,
50,PT07M30.00S,2026-02-05T03:17:00.0Z,1,REGULAR,foul,personal,[],1629660,,,1610612758,12,10,2026-02-05T03:17:14Z,500000,False,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 201566]",1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,203591.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
52,PT07M23.00S,2026-02-05T03:17:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,5.732588699080158,49.754901960784316,1610612758,14,10,2026-02-05T03:28:04Z,520000,False,1.0,1.0,1,left,D. DeRozan driving finger roll Layup (4 PTS),[201942],1610612758.0,SAC,driving finger roll,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,0.18,Made,4.0,,,,,,,,,,,,
53,PT07M17.00S,2026-02-05T03:17:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,82.21090670170827,56.372549019607845,1610612763,14,12,2026-02-05T03:17:31Z,530000,False,32.0,115.0,1,right,T. Jerome 11' driving floating Jump Shot (5 PTS),[1629660],1610612763.0,MEM,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.91,Made,5.0,,,,,,,,,,,,
54,PT07M17.00S,2026-02-05T03:17:25.7Z,1,REGULAR,foul,personal,['1freethrow'],1627734,,,1610612763,14,12,2026-02-05T03:17:44Z,540000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Jerome 1 FT),"[1627734, 1629660]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,202056.0,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,,,,,
56,PT07M17.00S,2026-02-05T03:17:49.9Z,1,REGULAR,freethrow,1 of 1,[],1629660,,,1610612763,14,13,2026-02-05T03:17:49Z,560000,False,,,0,,T. Jerome Free Throw 1 of 1 (6 PTS),[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
57,PT07M04.00S,2026-02-05T03:18:03.5Z,1,REGULAR,3pt,Jump Shot,[],201566,29.911300919842315,26.715686274509803,1610612758,14,13,2026-02-05T03:28:39Z,570000,False,116.0,229.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,25.66,Missed,,,,,,,,,,,,,
58,PT07M02.00S,2026-02-05T03:18:05.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,14,13,2026-02-05T03:28:39Z,580000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,57.0,,,,,,,,
59,PT07M02.00S,2026-02-05T03:18:09.3Z,1,REGULAR,foul,personal,[],1642377,,,1610612758,14,13,2026-02-05T06:09:53Z,590000,False,,,0,,J. Wells loose ball personal FOUL (1 PF),"[1642377, 1629631]",1610612763.0,MEM,loose ball,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
61,PT07M02.00S,2026-02-05T03:18:21.2Z,1,REGULAR,substitution,out,[],1642907,,,1610612758,14,13,2026-02-05T03:18:37Z,610000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M02.00S,2026-02-05T03:18:21.2Z,1,REGULAR,substitution,out,[],1641713,,,1610612758,14,13,2026-02-05T03:18:37Z,620000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M02.00S,2026-02-05T03:18:21.2Z,1,REGULAR,substitution,out,[],1629660,,,1610612758,14,13,2026-02-05T03:18:37Z,630000,False,,,0,,SUB out: T. Jerome,[1629660],1610612763.0,MEM,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT07M02.00S,2026-02-05T03:18:21.2Z,1,REGULAR,substitution,in,[],1642285,,,1610612758,14,13,2026-02-05T03:18:37Z,640000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT07M02.00S,2026-02-05T03:18:21.2Z,1,REGULAR,substitution,in,[],1642942,,,1610612758,14,13,2026-02-05T03:18:37Z,650000,False,,,0,,SUB in: J. Mashack,[1642942],1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT07M02.00S,2026-02-05T03:18:21.2Z,1,REGULAR,substitution,in,[],203484,,,1610612758,14,13,2026-02-05T03:18:37Z,660000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M55.00S,2026-02-05T03:18:47.4Z,1,REGULAR,foul,personal,[],1642942,,,1610612758,14,13,2026-02-05T03:29:17Z,670000,False,,,0,,J. Mashack personal FOUL (1 PF),"[1642942, 1629631]",1610612763.0,MEM,,,,Mashack,J. Mashack,,,,,Restricted Area,0-8 Center,202056.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
69,PT06M55.00S,2026-02-05T03:19:00.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,14,13,2026-02-05T03:19:00Z,690000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M55.00S,2026-02-05T03:19:48.9Z,1,REGULAR,substitution,out,[],203897,,,1610612758,14,13,2026-02-05T03:21:36Z,700000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M55.00S,2026-02-05T03:19:48.9Z,1,REGULAR,substitution,out,[],1629631,,,1610612758,14,13,2026-02-05T03:21:36Z,710000,False,,,0,,SUB out: D. Hunter,[1629631],1610612758.0,SAC,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M55.00S,2026-02-05T03:19:48.9Z,1,REGULAR,substitution,in,[],1642363,,,1610612758,14,13,2026-02-05T03:21:36Z,720000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M55.00S,2026-02-05T03:19:48.9Z,1,REGULAR,substitution,in,[],1642928,,,1610612758,14,13,2026-02-05T03:21:36Z,730000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M42.00S,2026-02-05T03:22:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,8.754927726675426,52.69607843137255,1610612758,16,13,2026-02-05T03:22:05Z,740000,False,-13.0,30.0,1,left,D. Sabonis Layup (6 PTS) (R. Westbrook 1 AST),"[1627734, 201566]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,3.27,Made,6.0,R. Westbrook,201566.0,1.0,,,,,,,,,
76,PT06M29.00S,2026-02-05T03:22:13.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,67.36202365308804,70.09803921568627,1610612763,16,13,2026-02-05T03:22:16Z,760000,False,100.0,254.0,1,right,MISS S. Aldama 27' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,27.34,Missed,,,,,,,,,,,,,
77,PT06M26.00S,2026-02-05T03:22:16.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,16,13,2026-02-05T03:22:16Z,770000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,76.0,5.0,4.0,1.0,,,,,
78,PT06M19.00S,2026-02-05T03:22:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.325229960578188,53.92156862745098,1610612758,18,13,2026-02-05T03:30:40Z,780000,False,-20.0,92.0,1,left,D. DeRozan 9' driving floating Jump Shot (6 PTS),[201942],1610612758.0,SAC,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.37,Made,6.0,,,,,,,,,,,,
79,PT06M19.00S,2026-02-05T03:22:31.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203484,,,1610612758,18,13,2026-02-05T03:22:39Z,790000,False,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (DeRozan 1 FT),"[203484, 201942]",1610612763.0,MEM,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,203591.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,,,,
81,PT06M19.00S,2026-02-05T03:22:51.0Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,19,13,2026-02-05T03:22:51Z,810000,False,,,0,,D. DeRozan Free Throw 1 of 1 (7 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
82,PT06M08.00S,2026-02-05T03:23:02.7Z,1,REGULAR,3pt,Jump Shot,[],1630583,68.54467805519053,27.450980392156865,1610612763,19,13,2026-02-05T03:23:06Z,820000,False,-113.0,243.0,1,right,MISS S. Aldama 26' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,26.8,Missed,,,,,,,,,,,,,
83,PT06M05.00S,2026-02-05T03:23:05.7Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,19,13,2026-02-05T03:23:06Z,830000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,
84,PT06M00.00S,2026-02-05T03:23:11.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,7.30946123521682,58.57843137254902,1610612758,21,13,2026-02-05T03:31:35Z,840000,False,-43.0,16.0,1,left,D. Sabonis driving Hook (8 PTS) (R. Westbrook 2 AST),"[1627734, 201566]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.59,Made,8.0,R. Westbrook,201566.0,2.0,,,,,,,,,
86,PT05M34.00S,2026-02-05T03:23:36.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,69.07030223390277,73.2843137254902,1610612763,21,16,2026-02-05T03:23:42Z,860000,False,116.0,238.0,1,right,S. Aldama 26' 3PT  (3 PTS) (J. Wells 1 AST),"[1630583, 1642377]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,26.51,Made,3.0,J. Wells,1642377.0,1.0,,,,,,,,,
88,PT05M15.00S,2026-02-05T03:23:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.492115637319317,45.34313725490196,1610612758,21,16,2026-02-05T03:32:16Z,880000,False,23.0,27.0,1,left,MISS R. Westbrook driving finger roll Layup,[201566],1610612758.0,SAC,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,3.59,Missed,,,,,,,,,,,,,
