actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
15,PT10M41.00S,2026-01-05T02:11:37.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,2,4,2026-01-05T02:11:44Z,150000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,14.0,,,,,,,,,,
17,PT10M32.00S,2026-01-05T02:12:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612758,2,4,2026-01-05T02:12:27Z,170000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1631157, 201566]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1201.0,1.0,0.0,Westbrook,201566.0,,,,,
19,PT10M32.00S,2026-01-05T02:12:45.9Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612758,2,4,2026-01-05T02:12:45Z,190000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
20,PT10M32.00S,2026-01-05T02:12:45.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,2,4,2026-01-05T02:12:45Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,
22,PT10M32.00S,2026-01-05T02:13:00.0Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612758,3,4,2026-01-05T02:13:00Z,210000,False,,,0,,R. Westbrook Free Throw 2 of 2 (1 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
23,PT10M18.00S,2026-01-05T02:13:16.4Z,1,REGULAR,3pt,Jump Shot,[],1631260,77.08607095926413,88.97058823529412,1610612749,3,4,2026-01-05T02:14:38Z,220000,False,195.0,163.0,1,right,MISS A. Green 25' pullup 3PT,[1631260],1610612749.0,MIL,pullup,,,Green,A. Green,,,,,Above the Break 3,24+ Right Center,,,,25.4,Missed,,,,,,,,,,,,,,,
24,PT10M15.00S,2026-01-05T02:13:19.4Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,3,4,2026-01-05T02:13:20Z,230000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,23.0,,,,,,1.0,1.0,0.0,,
25,PT09M58.00S,2026-01-05T02:13:35.2Z,1,REGULAR,2pt,Jump Shot,[],201942,7.178055190538765,78.92156862745098,1610612758,3,4,2026-01-05T02:15:21Z,240000,False,-145.0,15.0,1,left,MISS D. DeRozan 14' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,14.54,Missed,,,,,,,,,,,,,,,
26,PT09M55.00S,2026-01-05T02:13:38.2Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,3,4,2026-01-05T02:13:41Z,250000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,,,,,,,,,,25.0,,,,,,1.0,1.0,0.0,,
27,PT09M39.00S,2026-01-05T02:13:54.8Z,1,REGULAR,3pt,Jump Shot,[],1631260,96.00854139290408,97.05882352941177,1610612749,3,4,2026-01-05T02:13:58Z,260000,False,235.0,-15.0,1,right,MISS A. Green 3PT,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,,23.58,Missed,,,,,,,,,,,,,,,
28,PT09M37.00S,2026-01-05T02:13:56.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,3,4,2026-01-05T02:13:58Z,270000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,,,,27.0,,,,,,1.0,1.0,0.0,,
29,PT09M33.00S,2026-01-05T02:14:03.3Z,1,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,3,4,2026-01-05T02:14:13Z,280000,False,,,0,,K. Murray step out-of-bounds TURNOVER (1 TO),[1631099],1610612758.0,SAC,step,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,1.0,,,,,,,,,,1201.0,,,,,,,,,
30,PT09M18.00S,2026-01-05T02:14:25.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,73.01248357424441,14.460784313725492,1610612749,3,4,2026-01-05T02:14:30Z,290000,False,-178.0,201.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,26.84,Missed,,,,,,,,,,,,,,,
31,PT09M15.00S,2026-01-05T02:14:28.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,3,4,2026-01-05T02:14:30Z,300000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,30.0,,,,,,1.0,1.0,0.0,,
32,PT08M59.00S,2026-01-05T02:14:45.4Z,1,REGULAR,2pt,Jump Shot,[],1631099,20.97568988173456,47.794117647058826,1610612758,5,4,2026-01-05T02:14:51Z,310000,False,11.0,145.0,1,left,K. Murray 14' turnaround fadeaway Jump Shot (2 PTS),[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,Mid-Range,8-16 Center,,,,14.51,Made,2.0,,,,,,,,,,,,,,
33,PT08M49.00S,2026-01-05T02:14:55.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,85.3646517739816,54.90196078431373,1610612749,5,4,2026-01-05T02:14:59Z,320000,False,25.0,85.0,1,right,MISS K. Porter Jr. 8' driving Layup,[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,8.86,Missed,,,,,,,,,,,,,,,
34,PT08M47.00S,2026-01-05T02:14:57.4Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,5,4,2026-01-05T02:14:59Z,330000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,33.0,,,,,,2.0,2.0,0.0,,
35,PT08M38.00S,2026-01-05T02:15:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,13.485545335085414,62.5,1610612758,7,4,2026-01-05T02:17:45Z,340000,False,-62.0,74.0,1,left,D. DeRozan 9' driving floating Jump Shot (4 PTS),[201942],1610612758.0,SAC,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,,,,9.71,Made,4.0,,,,,,,,,,,,,,
36,PT08M20.00S,2026-01-05T02:15:24.2Z,1,REGULAR,turnover,bad pass,[],203507,,,1610612749,7,4,2026-01-05T02:15:27Z,350000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (1 TO),"[203507, 201942]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,1.0,DeRozan,201942.0,,,,,,,,,,,,,,,,,
37,PT08M20.00S,2026-01-05T02:15:24.2Z,1,REGULAR,steal,,[],201942,,,1610612758,7,4,2026-01-05T02:18:35Z,360000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
38,PT08M14.00S,2026-01-05T02:15:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630173,6.258212877792378,56.61764705882353,1610612758,7,4,2026-01-05T02:15:36Z,370000,False,-33.0,6.0,1,left,MISS P. Achiuwa running Layup,[1630173],1610612758.0,SAC,running,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,3.37,Missed,,,,,,,,,,,,,,,
39,PT08M13.00S,2026-01-05T02:15:30.5Z,1,REGULAR,rebound,offensive,[],1642875,,,1610612758,7,4,2026-01-05T02:21:56Z,380000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,,,,38.0,,,,,,3.0,2.0,1.0,,
40,PT08M11.00S,2026-01-05T02:15:34.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631099,12.828515111695138,48.28431372549019,1610612758,9,4,2026-01-05T02:19:57Z,390000,False,9.0,68.0,1,left,K. Murray 6' driving floating Jump Shot (4 PTS) (M. Raynaud 1 AST),"[1631099, 1642875]",1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,6.86,Made,4.0,M. Raynaud,1642875.0,1.0,,,,,,,,,,,
42,PT08M06.00S,2026-01-05T02:15:38.9Z,1,REGULAR,turnover,bad pass,[],1626167,,,1610612749,9,4,2026-01-05T02:21:18Z,410000,False,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 201566]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,1.0,Westbrook,201566.0,,,,,,,,,,,,,,,,,
43,PT08M06.00S,2026-01-05T02:15:38.9Z,1,REGULAR,steal,,[],201566,,,1610612758,9,4,2026-01-05T02:15:41Z,420000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M01.00S,2026-01-05T02:15:43.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201566,11.645860709592641,96.81372549019608,1610612758,9,4,2026-01-05T02:21:31Z,430000,False,-234.0,57.0,1,left,MISS R. Westbrook 24' pullup 3PT,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,,24.09,Missed,,,,,,,,,,,,,,,
45,PT07M58.00S,2026-01-05T02:15:45.8Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,9,4,2026-01-05T02:15:45Z,440000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,,,,,,,,44.0,,,,,,2.0,2.0,0.0,,
46,PT07M55.00S,2026-01-05T02:15:51.1Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612749,9,4,2026-01-05T02:16:05Z,450000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1630173, 203507]",1610612758.0,SAC,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1201.0,1.0,0.0,Antetokounmpo,203507.0,,,,,
48,PT07M55.00S,2026-01-05T02:16:31.7Z,1,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,9,5,2026-01-05T02:16:31Z,470000,False,,,0,,G. Antetokounmpo Free Throw 1 of 2 (3 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
49,PT07M55.00S,2026-01-05T02:16:57.0Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,9,6,2026-01-05T02:16:57Z,480000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
50,PT07M45.00S,2026-01-05T02:17:08.6Z,1,REGULAR,2pt,Jump Shot,[],201942,6.1268068331143235,70.58823529411765,1610612758,9,6,2026-01-05T02:17:15Z,490000,False,-103.0,5.0,1,left,MISS D. DeRozan 10' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,10.3,Missed,,,,,,,,,,,,,,,
51,PT07M44.00S,2026-01-05T02:17:11.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,9,6,2026-01-05T02:17:11Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,50.0,,,,,,,,,,
53,PT07M41.00S,2026-01-05T02:17:27.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631099,13.354139290407357,88.72549019607843,1610612758,9,6,2026-01-05T02:17:32Z,520000,False,-194.0,73.0,1,left,MISS K. Murray 20' Jump Shot,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Left,,,,20.69,Missed,,,,,,,,,,,,,,,
54,PT07M38.00S,2026-01-05T02:17:30.0Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,9,6,2026-01-05T02:17:32Z,530000,False,,,0,,R. Rollins REBOUND (Off:0 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Mid-Range,16-24 Left,,,,,,,,,,53.0,,,,,,1.0,1.0,0.0,,
55,PT07M26.00S,2026-01-05T02:17:41.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,89.04402102496715,51.9607843137255,1610612749,9,6,2026-01-05T02:23:28Z,540000,False,10.0,50.0,1,right,MISS M. Turner cutting DUNK - blocked,"[1626167, 201566]",1610612749.0,MIL,cutting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,5.14,Missed,,,,,,,,,,,,,,Westbrook,201566.0
56,PT07M26.00S,2026-01-05T02:17:41.6Z,1,REGULAR,block,,[],201566,,,1610612749,9,6,2026-01-05T02:17:44Z,550000,False,,,0,,R. Westbrook BLOCK (1 BLK),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M25.00S,2026-01-05T02:17:42.6Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,9,6,2026-01-05T02:23:49Z,560000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,55.0,,,,,,2.0,2.0,0.0,,
58,PT07M13.00S,2026-01-05T02:17:54.5Z,1,REGULAR,2pt,Jump Shot,[],201942,22.815374507227332,62.745098039215684,1610612758,11,6,2026-01-05T02:24:06Z,570000,False,-64.0,162.0,1,left,D. DeRozan 17' pullup Jump Shot (6 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,,,,17.41,Made,6.0,,,,,,,,,,,,,,
59,PT06M55.00S,2026-01-05T02:18:12.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,83.65637319316689,96.07843137254902,1610612749,11,9,2026-01-05T02:18:18Z,580000,False,230.0,101.0,1,right,M. Turner 25' 3PT  (3 PTS) (A. Green 1 AST),"[1626167, 1631260]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,25.16,Made,3.0,A. Green,1631260.0,1.0,,,,,,,,,,,
61,PT06M43.00S,2026-01-05T02:18:28.0Z,1,REGULAR,foul,personal,[],1631157,,,1610612758,11,9,2026-01-05T02:18:41Z,600000,False,,,0,,R. Rollins personal FOUL (2 PF),"[1631157, 201566]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2882.0,2.0,0.0,Westbrook,201566.0,,,,,
63,PT06M43.00S,2026-01-05T02:18:41.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,11,9,2026-01-05T02:18:41Z,620000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M43.00S,2026-01-05T02:19:53.7Z,1,REGULAR,substitution,out,[],1631157,,,1610612758,11,9,2026-01-05T02:21:15Z,630000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M43.00S,2026-01-05T02:19:53.7Z,1,REGULAR,substitution,in,[],1629018,,,1610612758,11,9,2026-01-05T02:21:15Z,640000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M36.00S,2026-01-05T02:21:35.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,15.193823915900131,34.80392156862745,1610612758,13,9,2026-01-05T02:24:58Z,650000,False,76.0,90.0,1,left,D. DeRozan 11' turnaround Jump Shot (8 PTS),[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Right,,,,11.8,Made,8.0,,,,,,,,,,,,,,
67,PT06M15.00S,2026-01-05T02:21:57.1Z,1,REGULAR,2pt,Jump Shot,[],1629645,73.66951379763469,39.46078431372549,1610612749,13,11,2026-01-05T02:22:07Z,660000,False,-53.0,195.0,1,right,K. Porter Jr. 20' pullup Jump Shot (4 PTS),[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,20.2,Made,4.0,,,,,,,,,,,,,,
69,PT05M55.00S,2026-01-05T02:22:17.3Z,1,REGULAR,2pt,Jump Shot,[],1631099,7.5722733245729295,19.11764705882353,1610612758,15,11,2026-01-05T02:22:21Z,670000,False,154.0,19.0,1,left,K. Murray 15' pullup Jump Shot (6 PTS) (D. DeRozan 1 AST),"[1631099, 201942]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,15.55,Made,6.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,
71,PT05M34.00S,2026-01-05T02:22:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,94.56307490144546,46.568627450980394,1610612749,15,13,2026-01-05T02:22:44Z,690000,False,-17.0,-1.0,1,right,G. Antetokounmpo driving reverse Layup (6 PTS) (K. Porter Jr. 1 AST),"[203507, 1629645]",1610612749.0,MIL,driving reverse,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,1.73,Made,6.0,K. Porter Jr.,1629645.0,1.0,,,,,,,,,,,
73,PT05M31.00S,2026-01-05T02:22:45.4Z,1,REGULAR,turnover,out-of-bounds,[],201566,,,1610612758,15,13,2026-01-05T02:22:52Z,710000,False,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (2 TO),[201566],1610612758.0,SAC,bad pass,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.0,,,,,,,,,,1201.0,,,,,,,,,
74,PT05M31.00S,2026-01-05T02:22:49.6Z,1,REGULAR,substitution,out,[],1630173,,,1610612749,15,13,2026-01-05T02:23:02Z,720000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2026-01-05T02:22:49.6Z,1,REGULAR,substitution,out,[],203507,,,1610612749,15,13,2026-01-05T02:23:02Z,730000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M31.00S,2026-01-05T02:22:49.6Z,1,REGULAR,substitution,in,[],203897,,,1610612749,15,13,2026-01-05T02:23:02Z,740000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M31.00S,2026-01-05T02:22:49.6Z,1,REGULAR,substitution,in,[],1628398,,,1610612749,15,13,2026-01-05T02:23:02Z,750000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M14.00S,2026-01-05T02:23:15.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629645,77.61169513797634,51.470588235294116,1610612749,15,13,2026-01-05T02:23:20Z,760000,False,7.0,158.0,1,right,MISS K. Porter Jr. 15' pullup Shot,[1629645],1610612749.0,MIL,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,15.82,Missed,,,,,,,,,,,,,,,
79,PT05M10.00S,2026-01-05T02:23:19.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,15,13,2026-01-05T02:23:19Z,770000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,,,,,,,78.0,,,,,,1.0,1.0,0.0,,
80,PT05M02.00S,2026-01-05T02:23:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,12.697109067017081,58.333333333333336,1610612758,15,13,2026-01-05T02:23:33Z,780000,False,-42.0,67.0,1,left,MISS D. DeRozan 7' turnaround bank Shot,[201942],1610612758.0,SAC,turnaround bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,7.88,Missed,,,,,,,,,,,,,,,
81,PT05M01.00S,2026-01-05T02:23:27.9Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,15,13,2026-01-05T02:27:39Z,790000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,80.0,,,,,,1.0,1.0,0.0,,
