actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
167,PT11M16.00S,2026-01-13T03:39:46.4Z,2,REGULAR,rebound,offensive,[],1642928,,,1610612758,32,28,2026-01-13T03:48:16Z,1670000,False,,,0,,D. Cardwell REBOUND (Off:2 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Mid-Range,8-16 Left,,,,,,,,,,166.0,3.0,1.0,2.0,,,,,,,
176,PT11M16.00S,2026-01-13T03:39:50.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642928,7.227332457293036,46.591605392156865,1610612758,32,28,2026-01-13T03:48:33Z,1675000,False,17.0,15.0,1,left,MISS D. Cardwell tip Layup,[1642928],1610612758.0,SAC,tip,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
177,PT11M14.00S,2026-01-13T03:39:52.7Z,2,REGULAR,rebound,offensive,[],1642928,,,1610612758,32,28,2026-01-13T03:48:33Z,1677500,False,,,0,,D. Cardwell REBOUND (Off:3 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,,,,,,,,176.0,4.0,1.0,3.0,,,,,,,
168,PT11M07.00S,2026-01-13T03:39:56.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,8.09789750328515,55.14705882352941,1610612758,32,28,2026-01-13T03:49:33Z,1680000,False,-26.0,24.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1629028]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,Ayton,1629028.0,,,,
208,PT11M07.00S,2026-01-13T03:39:56.1Z,2,REGULAR,block,,[],1629028,,,1610612758,32,28,2026-01-13T03:46:32Z,1690000,False,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT11M06.00S,2026-01-13T03:39:57.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,32,28,2026-01-13T03:49:33Z,1700000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,168.0,,,,,,,,,,
172,PT11M03.00S,2026-01-13T03:40:12.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203897,6.521024967148489,19.11764705882353,1610612758,32,28,2026-01-13T03:40:57Z,1720000,False,154.0,9.0,1,left,MISS Z. LaVine 15' Jump Shot,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,15.47,Missed,,,,,,,,,,,,,,,,,,
173,PT11M02.00S,2026-01-13T03:40:13.2Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,32,28,2026-01-13T03:50:02Z,1730000,False,,,0,,D. Ayton REBOUND (Off:1 Def:5),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,,,,,,,172.0,6.0,5.0,1.0,,,,,,,
174,PT10M52.00S,2026-01-13T03:40:25.4Z,2,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612747,32,28,2026-01-13T03:40:37Z,1740000,False,,,0,,D. Cardwell shooting personal FOUL (3 PF) (Ayton 2 FT),"[1642928, 1629028]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201246.0,,,3.0,0.0,Ayton,1629028.0
178,PT10M52.00S,2026-01-13T03:40:55.5Z,2,REGULAR,freethrow,1 of 2,[],1629028,,,1610612747,32,28,2026-01-13T03:40:55Z,1760000,False,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
179,PT10M52.00S,2026-01-13T03:40:55.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,32,28,2026-01-13T03:40:55Z,1770000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,,,,,
180,PT10M52.00S,2026-01-13T03:40:56.3Z,2,REGULAR,substitution,out,[],1631165,,,1610612747,32,28,2026-01-13T03:41:15Z,1780000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M52.00S,2026-01-13T03:40:56.3Z,2,REGULAR,substitution,out,[],1642928,,,1610612747,32,28,2026-01-13T03:41:15Z,1790000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M52.00S,2026-01-13T03:40:56.3Z,2,REGULAR,substitution,out,[],1629216,,,1610612747,32,28,2026-01-13T03:41:15Z,1800000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M52.00S,2026-01-13T03:40:56.3Z,2,REGULAR,substitution,in,[],1630173,,,1610612747,32,28,2026-01-13T03:41:15Z,1810000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M52.00S,2026-01-13T03:40:56.3Z,2,REGULAR,substitution,in,[],1642875,,,1610612747,32,28,2026-01-13T03:41:15Z,1820000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M52.00S,2026-01-13T03:40:56.3Z,2,REGULAR,substitution,in,[],203935,,,1610612747,32,28,2026-01-13T03:41:15Z,1830000,False,,,0,,SUB in: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M52.00S,2026-01-13T03:41:19.1Z,2,REGULAR,freethrow,2 of 2,[],1629028,,,1610612747,32,29,2026-01-13T03:41:19Z,1840000,False,,,0,,D. Ayton Free Throw 2 of 2 (4 PTS),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
187,PT10M41.00S,2026-01-13T03:41:31.1Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612758,32,29,2026-01-13T03:41:36Z,1850000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 203935]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Smart,203935.0,,,,,,,,,,,
188,PT10M41.00S,2026-01-13T03:41:31.1Z,2,REGULAR,steal,,[],203935,,,1610612747,32,29,2026-01-13T03:41:33Z,1860000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
189,PT10M24.00S,2026-01-13T03:41:47.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],2544,87.46714848883047,68.38235294117648,1610612747,32,29,2026-01-13T03:41:52Z,1870000,False,92.0,65.0,1,right,MISS L. James 11' pullup bank Shot,[2544],1610612747.0,LAL,pullup bank,,,James,L. James,,,,,Mid-Range,8-16 Right,11.27,Missed,,,,,,,,,,,,,,,,,,
190,PT10M22.00S,2026-01-13T03:41:49.4Z,2,REGULAR,rebound,defensive,[],1642363,,,1610612758,32,29,2026-01-13T03:41:52Z,1880000,False,,,0,,N. Clifford REBOUND (Off:0 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Right,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,,
191,PT10M20.00S,2026-01-13T03:41:54.7Z,2,REGULAR,turnover,traveling,[],1642363,,,1610612758,32,29,2026-01-13T03:42:02Z,1890000,False,,,0,,N. Clifford traveling TURNOVER (1 TO),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1.0,,,,,,,201246.0,,,,,,
192,PT09M55.00S,2026-01-13T03:42:31.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],2544,78.79434954007884,66.42156862745098,1610612747,32,29,2026-01-13T03:52:36Z,1900000,False,82.0,147.0,1,right,MISS L. James 16' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,16-24 Right Center,16.82,Missed,,,,,,,,,,,,,,,,,,
193,PT09M54.00S,2026-01-13T03:42:32.6Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,32,29,2026-01-13T03:53:03Z,1910000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,192.0,2.0,2.0,0.0,,,,,,,
195,PT09M42.00S,2026-01-13T03:42:55.3Z,2,REGULAR,3pt,Jump Shot,[],1628370,26.10052562417871,80.63725490196079,1610612758,35,29,2026-01-13T03:43:00Z,1930000,False,-153.0,193.0,1,left,M. Monk 24' 3PT pullup (3 PTS),[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,24.63,Made,3.0,,,,,,,,,,,,,,,,,
196,PT09M28.00S,2026-01-13T03:43:09.7Z,2,REGULAR,2pt,Jump Shot,[],1642261,88.12417871222075,32.84313725490196,1610612747,35,29,2026-01-13T03:43:16Z,1940000,False,-86.0,59.0,1,right,MISS D. Knecht 10' pullup bank Shot,[1642261],1610612747.0,LAL,pullup bank,,,Knecht,D. Knecht,,,,,Mid-Range,8-16 Left,10.42,Missed,,,,,,,,,,,,,,,,,,
197,PT09M25.00S,2026-01-13T03:43:12.4Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612747,35,29,2026-01-13T03:43:12Z,1950000,False,,,0,,D. Ayton REBOUND (Off:2 Def:5),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,,,,,,,,,,196.0,7.0,5.0,2.0,,,,,,,
198,PT09M21.00S,2026-01-13T03:43:16.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629028,93.11760840998686,44.85294117647059,1610612747,35,31,2026-01-13T03:43:23Z,1960000,False,-26.0,12.0,1,right,D. Ayton alley-oop DUNK (6 PTS) (L. James 1 AST),"[1629028, 2544]",1610612747.0,LAL,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,2.84,Made,6.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
200,PT09M09.00S,2026-01-13T03:43:28.5Z,2,REGULAR,3pt,Jump Shot,[],1628370,23.99802890932983,86.27450980392157,1610612758,38,31,2026-01-13T03:54:30Z,1980000,False,-181.0,173.0,1,left,M. Monk 25' 3PT step back (6 PTS),[1628370],1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,25.07,Made,6.0,,,,,,,,,,,,,,,,,
201,PT08M53.00S,2026-01-13T03:43:45.6Z,2,REGULAR,3pt,Jump Shot,[],2544,92.46057818659659,97.05882352941177,1610612747,38,31,2026-01-13T03:55:11Z,1990000,False,235.0,18.0,1,right,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,23.6,Missed,,,,,,,,,,,,,,,,,,
202,PT08M52.00S,2026-01-13T03:43:46.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,38,31,2026-01-13T03:55:11Z,2000000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,201.0,,,,,,,,,,
204,PT08M52.00S,2026-01-13T03:43:50.6Z,2,REGULAR,substitution,out,[],1642261,,,1610612758,38,31,2026-01-13T03:45:55Z,2020000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M52.00S,2026-01-13T03:43:50.6Z,2,REGULAR,substitution,in,[],1629029,,,1610612758,38,31,2026-01-13T03:45:55Z,2030000,False,,,0,,SUB in: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M52.00S,2026-01-13T03:44:14.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,38,31,2026-01-13T03:45:55Z,2040000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M28.00S,2026-01-13T03:47:39.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612758,38,31,2026-01-13T03:47:47Z,2060000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,1627534.0,,,,,,
210,PT08M15.00S,2026-01-13T03:48:06.3Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,38,31,2026-01-13T03:59:08Z,2070000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,2.0,,,,,,,200834.0,,,,,,
211,PT08M00.00S,2026-01-13T03:48:26.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642363,29.517082785808146,21.568627450980394,1610612758,38,31,2026-01-13T03:48:31Z,2080000,False,142.0,225.0,1,left,MISS N. Clifford 26' 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
212,PT07M59.00S,2026-01-13T03:48:27.9Z,2,REGULAR,rebound,defensive,[],203935,,,1610612747,38,31,2026-01-13T03:58:25Z,2090000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,211.0,1.0,1.0,0.0,,,,,,,
214,PT07M57.00S,2026-01-13T03:48:34.4Z,2,REGULAR,substitution,out,[],1642363,,,1610612747,38,31,2026-01-13T03:48:52Z,2110000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M57.00S,2026-01-13T03:48:34.4Z,2,REGULAR,substitution,out,[],203897,,,1610612747,38,31,2026-01-13T03:48:52Z,2120000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M57.00S,2026-01-13T03:48:34.4Z,2,REGULAR,substitution,in,[],201942,,,1610612747,38,31,2026-01-13T03:48:52Z,2130000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M57.00S,2026-01-13T03:48:34.4Z,2,REGULAR,substitution,in,[],201566,,,1610612747,38,31,2026-01-13T03:48:52Z,2140000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M49.00S,2026-01-13T03:49:01.5Z,2,REGULAR,2pt,Jump Shot,[],1629029,88.12417871222075,77.69607843137256,1610612747,38,33,2026-01-13T03:49:06Z,2150000,False,138.0,59.0,1,right,L. Dončić 15' turnaround Jump Shot (13 PTS),[1629029],1610612747.0,LAL,turnaround,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,15.06,Made,13.0,,,,,,,,,,,,,,,,,
219,PT07M35.00S,2026-01-13T03:49:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,7.966491458607096,55.88235294117647,1610612758,38,33,2026-01-13T03:49:20Z,2160000,False,-29.0,22.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
220,PT07M33.00S,2026-01-13T03:49:17.3Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612747,38,33,2026-01-13T03:49:20Z,2170000,False,,,0,,D. Ayton REBOUND (Off:2 Def:6),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,219.0,8.0,6.0,2.0,,,,,,,
221,PT07M27.00S,2026-01-13T03:49:24.5Z,2,REGULAR,3pt,Jump Shot,[],1631222,91.80354796320631,5.392156862745098,1610612747,38,33,2026-01-13T04:00:25Z,2180000,False,-223.0,25.0,1,right,MISS J. LaRavia 3PT,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
222,PT07M26.00S,2026-01-13T03:49:25.5Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612747,38,33,2026-01-13T04:00:25Z,2190000,False,,,0,,D. Ayton REBOUND (Off:3 Def:6),[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,,,,,,,,221.0,9.0,6.0,3.0,,,,,,,
223,PT07M26.00S,2026-01-13T03:49:28.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629028,94.40999984741211,50.0,1610612747,38,33,2026-01-13T04:01:12Z,2200000,False,0.0,0.0,1,right,MISS D. Ayton tip Layup,[1629028],1610612747.0,LAL,tip,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
224,PT07M25.00S,2026-01-13T03:49:29.8Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,38,33,2026-01-13T04:01:12Z,2210000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,223.0,1.0,1.0,0.0,,,,,,,
225,PT07M17.00S,2026-01-13T03:49:33.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630173,7.178055190538765,43.872549019607845,1610612758,40,33,2026-01-13T03:49:43Z,2220000,False,31.0,15.0,1,left,P. Achiuwa running Layup (6 PTS) (M. Raynaud 1 AST),"[1630173, 1642875]",1610612758.0,SAC,running,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.41,Made,6.0,M. Raynaud,1642875.0,1.0,,,,,,,,,,,,,,
227,PT07M00.00S,2026-01-13T03:49:49.8Z,2,REGULAR,3pt,Jump Shot,[],2544,93.24901445466492,4.166666666666666,1610612747,40,33,2026-01-13T04:02:09Z,2240000,False,-229.0,11.0,1,right,MISS L. James pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
228,PT06M58.00S,2026-01-13T03:49:51.8Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,40,33,2026-01-13T04:02:22Z,2250000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,,,,227.0,4.0,3.0,1.0,,,,,,,
229,PT06M49.00S,2026-01-13T03:50:02.8Z,2,REGULAR,3pt,Jump Shot,[],1628370,25.18068331143233,15.931372549019606,1610612758,43,33,2026-01-13T03:50:06Z,2260000,False,170.0,184.0,1,left,M. Monk 25' 3PT  (9 PTS) (D. DeRozan 1 AST),"[1628370, 201942]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,25.09,Made,9.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
231,PT06M49.00S,2026-01-13T03:50:10.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,43,33,2026-01-13T03:50:10Z,2280000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M49.00S,2026-01-13T03:52:09.3Z,2,REGULAR,substitution,out,[],2544,,,1610612747,43,33,2026-01-13T03:52:37Z,2290000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M49.00S,2026-01-13T03:52:09.3Z,2,REGULAR,substitution,in,[],1629216,,,1610612747,43,33,2026-01-13T03:52:37Z,2300000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M40.00S,2026-01-13T03:53:14.7Z,2,REGULAR,2pt,Jump Shot,[],1629029,92.59198423127464,65.93137254901961,1610612747,43,33,2026-01-13T04:03:06Z,2310000,False,80.0,17.0,1,right,MISS L. Dončić 8' driving floating Shot - blocked,"[1629029, 1630173]",1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,8.15,Missed,,,,,,,,,,,,,Achiuwa,1630173.0,,,,
235,PT06M40.00S,2026-01-13T03:53:14.7Z,2,REGULAR,block,,[],1630173,,,1610612747,43,33,2026-01-13T03:53:17Z,2320000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
236,PT06M40.00S,2026-01-13T03:53:14.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,43,33,2026-01-13T03:53:21Z,2330000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,234.0,,,,,,,,,,
238,PT06M26.00S,2026-01-13T03:53:34.8Z,2,REGULAR,2pt,Layup,[],201942,6.1268068331143235,66.91176470588235,1610612758,45,33,2026-01-13T04:03:53Z,2350000,False,-85.0,5.0,1,left,D. DeRozan 8' driving finger roll Layup (10 PTS),[201942],1610612758.0,SAC,driving finger roll,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,8.48,Made,10.0,,,,,,,,,,,,,,,,,
239,PT06M11.00S,2026-01-13T03:53:49.3Z,2,REGULAR,2pt,Jump Shot,[],1629029,74.98357424441524,62.745098039215684,1610612747,45,35,2026-01-13T03:53:53Z,2360000,False,64.0,183.0,1,right,L. Dončić 19' step back Jump Shot (15 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Right Center,19.35,Made,15.0,,,,,,,,,,,,,,,,,
241,PT05M57.00S,2026-01-13T03:54:10.0Z,2,REGULAR,substitution,out,[],1631222,,,1610612758,45,35,2026-01-13T03:54:16Z,2380000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M57.00S,2026-01-13T03:54:10.0Z,2,REGULAR,substitution,in,[],1629020,,,1610612758,45,35,2026-01-13T03:54:16Z,2390000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M46.00S,2026-01-13T03:54:37.0Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612758,45,35,2026-01-13T04:05:42Z,2400000,False,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1629216]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,,,,,,,3.0,Vincent,1629216.0,,,,,,,,,,,
244,PT05M46.00S,2026-01-13T03:54:37.0Z,2,REGULAR,steal,,[],1629216,,,1610612747,45,35,2026-01-13T03:54:39Z,2410000,False,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
245,PT05M30.00S,2026-01-13T03:54:51.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,91.40932982917214,53.431372549019606,1610612747,45,37,2026-01-13T03:54:55Z,2420000,False,17.0,28.0,1,right,L. Dončić driving Layup (17 PTS),[1629029],1610612747.0,LAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,3.31,Made,17.0,,,,,,,,,,,,,,,,,
246,PT05M19.00S,2026-01-13T03:55:05.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,17.608409986859396,58.84650735294118,1610612758,47,37,2026-01-13T04:06:32Z,2430000,False,-44.0,113.0,1,left,M. Monk 12' driving floating Jump Shot (11 PTS),[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,12.13,Made,11.0,,,,,,,,,,,,,,,,,
247,PT05M19.00S,2026-01-13T03:55:08.6Z,2,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612758,47,37,2026-01-13T03:55:18Z,2440000,False,,,0,,G. Vincent shooting personal FOUL (1 PF) (Monk 1 FT),"[1629216, 1628370]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627534.0,,,1.0,0.0,Monk,1628370.0
249,PT05M19.00S,2026-01-13T03:55:35.2Z,2,REGULAR,freethrow,1 of 1,[],1628370,,,1610612758,48,37,2026-01-13T03:55:35Z,2460000,False,,,0,,M. Monk Free Throw 1 of 1 (12 PTS),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
250,PT05M03.00S,2026-01-13T03:55:54.0Z,2,REGULAR,3pt,Jump Shot,[],203935,91.01511169513797,96.81372549019608,1610612747,48,37,2026-01-13T03:55:58Z,2470000,False,234.0,32.0,1,right,MISS M. Smart 3PT,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.63,Missed,,,,,,,,,,,,,,,,,,
251,PT04M59.00S,2026-01-13T03:55:58.0Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,48,37,2026-01-13T03:55:58Z,2480000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,,,,250.0,5.0,4.0,1.0,,,,,,,
