actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
37,PT08M05.00S,2025-12-22T03:14:53.2Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,11,4,2025-12-22T03:14:54Z,370000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Left Corner 3,24+ Left,,,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,
38,PT07M59.00S,2025-12-22T03:14:59.5Z,1,REGULAR,3pt,Jump Shot,[],201942,69.46452036793693,76.9607843137255,1610612758,11,4,2025-12-22T03:15:04Z,380000,False,135.0,235.0,1,right,MISS D. DeRozan 27' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,27.05,Missed,,,,,,,,,,,,,,,,,,
39,PT07M56.00S,2025-12-22T03:15:02.2Z,1,REGULAR,rebound,offensive,[],201942,,,1610612758,11,4,2025-12-22T03:15:02Z,390000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,38.0,2.0,1.0,1.0,,,,,,
40,PT07M54.00S,2025-12-22T03:15:04.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201566,73.66951379763469,11.76470588235294,1610612758,14,4,2025-12-22T03:15:09Z,400000,False,-191.0,195.0,1,right,R. Westbrook 27' 3PT  (8 PTS) (D. DeRozan 3 AST),"[201566, 201942]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,27.31,Made,8.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,,
42,PT07M54.00S,2025-12-22T03:15:11.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,14,4,2025-12-22T03:15:11Z,420000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT07M41.00S,2025-12-22T03:18:24.5Z,1,REGULAR,3pt,Jump Shot,[],201142,31.750985545335087,71.07843137254902,1610612745,14,7,2025-12-22T03:18:31Z,430000,False,-105.0,246.0,1,left,K. Durant 26' 3PT pullup (3 PTS),[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,26.76,Made,3.0,,,,,,,,,,,,,,,,,
45,PT07M20.00S,2025-12-22T03:18:46.0Z,1,REGULAR,2pt,Jump Shot,[],201566,79.05716162943496,60.049019607843135,1610612758,14,7,2025-12-22T03:18:53Z,440000,False,50.0,144.0,1,right,MISS R. Westbrook 15' pullup Shot,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,15.29,Missed,,,,,,,,,,,,,,,,,,
46,PT07M15.00S,2025-12-22T03:18:51.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612745,14,7,2025-12-22T03:18:53Z,450000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,
47,PT07M10.00S,2025-12-22T03:18:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630578,7.835085413929041,45.83333333333333,1610612745,14,9,2025-12-22T03:19:04Z,460000,False,21.0,21.0,1,left,A. Sengun running Layup (6 PTS) (A. Thompson 1 AST),"[1630578, 1641708]",1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,2.96,Made,6.0,A. Thompson,1641708.0,1.0,,,,,,,,,,,,,,
49,PT07M00.00S,2025-12-22T03:19:06.4Z,1,REGULAR,2pt,Jump Shot,[],201942,90.75229960578186,70.34313725490196,1610612758,16,9,2025-12-22T03:19:11Z,480000,False,102.0,34.0,1,right,D. DeRozan 10' fadeaway Jump Shot (4 PTS),[201942],1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,10.74,Made,4.0,,,,,,,,,,,,,,,,,
50,PT06M43.00S,2025-12-22T03:19:22.3Z,1,REGULAR,3pt,Jump Shot,[],1629006,12.302890932982917,4.166666666666666,1610612745,16,12,2025-12-22T03:19:26Z,490000,False,229.0,63.0,1,left,J. Okogie 3PT  (3 PTS) (A. Thompson 2 AST),"[1629006, 1641708]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,23.77,Made,3.0,A. Thompson,1641708.0,2.0,,,,,,,,,,,,,,
52,PT06M31.00S,2025-12-22T03:19:34.3Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612758,16,12,2025-12-22T03:19:43Z,510000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1641708]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Thompson,1641708.0,,,,,,,,,,,
53,PT06M31.00S,2025-12-22T03:19:34.3Z,1,REGULAR,steal,,[],1641708,,,1610612745,16,12,2025-12-22T03:19:36Z,520000,False,,,0,,A. Thompson STEAL (2 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
54,PT06M25.00S,2025-12-22T03:19:40.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631095,29.911300919842315,74.26470588235294,1610612745,16,15,2025-12-22T03:19:48Z,530000,False,-121.0,229.0,1,left,J. Smith Jr. 25' 3PT running (3 PTS) (A. Thompson 3 AST),"[1631095, 1641708]",1610612745.0,HOU,running,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.89,Made,3.0,A. Thompson,1641708.0,3.0,,,,,,,,,,,,,,
56,PT06M10.00S,2025-12-22T03:19:57.8Z,1,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612758,16,15,2025-12-22T03:20:13Z,550000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1631095, 201942]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628951.0,,,,,2.0,0.0,DeRozan,201942.0,,
58,PT06M10.00S,2025-12-22T03:20:33.5Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,17,15,2025-12-22T03:20:33Z,570000,False,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
59,PT06M10.00S,2025-12-22T03:20:34.3Z,1,REGULAR,substitution,out,[],1631095,,,1610612758,17,15,2025-12-22T03:20:40Z,580000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M10.00S,2025-12-22T03:20:34.3Z,1,REGULAR,substitution,in,[],1631106,,,1610612758,17,15,2025-12-22T03:20:40Z,590000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M10.00S,2025-12-22T03:20:51.9Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,18,15,2025-12-22T03:20:51Z,600000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
62,PT05M54.00S,2025-12-22T03:21:09.9Z,1,REGULAR,3pt,Jump Shot,[],201142,26.363337713534822,86.27450980392157,1610612745,18,15,2025-12-22T03:21:15Z,610000,False,-181.0,195.0,1,left,MISS K. Durant 26' 3PT,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,26.65,Missed,,,,,,,,,,,,,,,,,,
63,PT05M50.00S,2025-12-22T03:21:13.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,18,15,2025-12-22T03:21:15Z,620000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,62.0,3.0,2.0,1.0,,,,,,
64,PT05M50.00S,2025-12-22T03:21:15.0Z,1,REGULAR,turnover,lost ball,[],1631099,,,1610612758,18,15,2025-12-22T03:21:19Z,630000,False,,,0,,K. Murray lost ball TURNOVER (1 TO),"[1631099, 1631106]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,Eason,1631106.0,,,,,,,,,,,
65,PT05M50.00S,2025-12-22T03:21:15.0Z,1,REGULAR,steal,,[],1631106,,,1610612745,18,15,2025-12-22T03:21:17Z,640000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
66,PT05M45.00S,2025-12-22T03:21:18.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631106,12.565703022339028,40.19607843137255,1610612745,18,17,2025-12-22T03:21:23Z,650000,False,49.0,66.0,1,left,T. Eason 8' Layup (2 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Right,8.19,Made,2.0,,,,,,,,,,,,,,,,,
67,PT05M45.00S,2025-12-22T03:21:26.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,18,17,2025-12-22T03:21:26Z,660000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M45.00S,2025-12-22T03:21:56.9Z,1,REGULAR,substitution,out,[],1630173,,,1610612758,18,17,2025-12-22T03:24:18Z,670000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2025-12-22T03:21:56.9Z,1,REGULAR,substitution,out,[],1642875,,,1610612758,18,17,2025-12-22T03:24:18Z,680000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M45.00S,2025-12-22T03:21:56.9Z,1,REGULAR,substitution,out,[],1641708,,,1610612758,18,17,2025-12-22T03:24:18Z,690000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M45.00S,2025-12-22T03:21:56.9Z,1,REGULAR,substitution,in,[],1642363,,,1610612758,18,17,2025-12-22T03:24:18Z,700000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M45.00S,2025-12-22T03:21:56.9Z,1,REGULAR,substitution,in,[],1642928,,,1610612758,18,17,2025-12-22T03:24:18Z,710000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2025-12-22T03:21:56.9Z,1,REGULAR,substitution,in,[],1642263,,,1610612758,18,17,2025-12-22T03:24:18Z,720000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2025-12-22T03:24:38.9Z,1,REGULAR,3pt,Jump Shot,[],201566,66.70499342969777,24.754901960784316,1610612758,18,17,2025-12-22T03:24:48Z,730000,False,-126.0,260.0,1,right,MISS R. Westbrook 28' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,28.95,Missed,,,,,,,,,,,,,,,,,,
75,PT05M24.00S,2025-12-22T03:24:41.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612745,18,17,2025-12-22T03:42:22Z,740000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,74.0,,,,,,,,,
255,PT05M24.00S,2025-12-22T03:24:54.9Z,1,REGULAR,foul,personal,[],1642928,,,1610612745,18,17,2025-12-22T03:49:42Z,765000,False,,,0,,D. Cardwell loose ball personal FOUL (1 PF),"[1642928, 1629006]",1610612758.0,SAC,loose ball,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,201639.0,,,,,1.0,0.0,Okogie,1629006.0,,
80,PT05M10.00S,2025-12-22T03:25:11.0Z,1,REGULAR,3pt,Jump Shot,[],1642263,11.908672798948752,3.431372549019608,1610612745,18,17,2025-12-22T03:49:27Z,790000,False,233.0,59.0,1,left,MISS R. Sheppard 24' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,24.03,Missed,,,,,,,,,,,,,,,,,,
81,PT05M06.00S,2025-12-22T03:25:15.0Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,18,17,2025-12-22T03:25:15Z,800000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,
82,PT04M50.00S,2025-12-22T03:25:31.2Z,1,REGULAR,2pt,Jump Shot,[],201942,74.45795006570303,37.00980392156863,1610612758,18,17,2025-12-22T03:25:36Z,810000,False,-65.0,188.0,1,right,MISS D. DeRozan 19' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,19.85,Missed,,,,,,,,,,,,,,,,,,
83,PT04M46.00S,2025-12-22T03:25:35.2Z,1,REGULAR,rebound,offensive,[],1642928,,,1610612758,18,17,2025-12-22T03:25:36Z,820000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:0),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,82.0,1.0,0.0,1.0,,,,,,
84,PT04M38.00S,2025-12-22T03:25:43.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,64.33968462549278,70.58823529411765,1610612758,21,17,2025-12-22T03:25:47Z,830000,False,103.0,283.0,1,right,K. Murray 30' 3PT  (5 PTS) (D. DeRozan 4 AST),"[1631099, 201942]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,30.08,Made,5.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,,,
