actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
348,PT05M56.00S,2026-01-02T04:29:36.1Z,3,REGULAR,rebound,offensive,[],1642875,,,1610612758,77,77,2026-01-02T04:29:36Z,3440000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,347.0,4.0,2.0,2.0,,,,,,
349,PT05M51.00S,2026-01-02T04:29:42.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203471,90.88370565045992,44.36274509803921,1610612758,79,77,2026-01-02T04:29:46Z,3450000,False,-28.0,33.0,1,right,D. Schröder driving Layup (14 PTS) (D. DeRozan 5 AST),"[203471, 201942]",1610612758.0,SAC,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,4.36,Made,14.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,
351,PT05M26.00S,2026-01-02T04:30:05.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,18.873193166885677,34.31372549019608,1610612738,79,77,2026-01-02T04:30:16Z,3470000,False,78.0,125.0,1,left,MISS P. Pritchard 14' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,,,14.75,Missed,,,,,,,,,,,,,,,,
353,PT05M26.00S,2026-01-02T04:30:05.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,77,2026-01-02T04:30:16Z,3490000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,351.0,,,,,,,,,
355,PT05M24.00S,2026-01-02T04:30:21.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,34.37910643889619,25.0,1610612738,79,77,2026-01-02T04:30:26Z,3510000,False,125.0,271.0,1,left,MISS P. Pritchard 29' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,29.82,Missed,,,,,,,,,,,,,,,,
356,PT05M20.00S,2026-01-02T04:30:25.9Z,3,REGULAR,rebound,defensive,[],1642875,,,1610612758,79,77,2026-01-02T04:30:26Z,3520000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,355.0,5.0,3.0,2.0,,,,,,
357,PT05M16.00S,2026-01-02T04:30:30.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631165,92.19776609724047,48.03921568627451,1610612758,81,77,2026-01-02T04:41:39Z,3530000,False,-10.0,21.0,1,right,K. Ellis running alley-oop DUNK (13 PTS) (K. Murray 3 AST),"[1631165, 1631099]",1610612758.0,SAC,running alley-oop,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,2.3,Made,13.0,K. Murray,1631099.0,3.0,,,,,,,,,,,,
359,PT05M16.00S,2026-01-02T04:30:47.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,81,77,2026-01-02T04:30:47Z,3550000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT05M16.00S,2026-01-02T04:31:19.9Z,3,REGULAR,substitution,out,[],1630202,,,1610612738,81,77,2026-01-02T04:32:10Z,3560000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT05M16.00S,2026-01-02T04:31:19.9Z,3,REGULAR,substitution,out,[],1630573,,,1610612738,81,77,2026-01-02T04:32:10Z,3570000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT05M16.00S,2026-01-02T04:31:19.9Z,3,REGULAR,substitution,in,[],1642864,,,1610612738,81,77,2026-01-02T04:32:10Z,3580000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT05M16.00S,2026-01-02T04:31:19.9Z,3,REGULAR,substitution,in,[],1631248,,,1610612738,81,77,2026-01-02T04:32:10Z,3590000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT05M04.00S,2026-01-02T04:32:16.9Z,3,REGULAR,3pt,Jump Shot,[],1631248,11.12023653088042,3.431372549019608,1610612738,81,80,2026-01-02T04:32:22Z,3600000,False,233.0,52.0,1,left,B. Scheierman 3PT  (3 PTS) (J. Brown 3 AST),"[1631248, 1627759]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,Right Corner 3,24+ Right,,,23.85,Made,3.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,
366,PT04M43.00S,2026-01-02T04:32:37.1Z,3,REGULAR,3pt,Jump Shot,[],203471,72.48685939553219,85.7843137254902,1610612758,81,80,2026-01-02T04:32:42Z,3620000,False,179.0,206.0,1,right,MISS D. Schröder 27' 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,27.29,Missed,,,,,,,,,,,,,,,,
367,PT04M38.00S,2026-01-02T04:32:42.1Z,3,REGULAR,rebound,defensive,[],1642864,,,1610612738,81,80,2026-01-02T04:32:42Z,3630000,False,,,0,,H. González REBOUND (Off:0 Def:2),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,366.0,2.0,2.0,0.0,,,,,,
368,PT04M32.00S,2026-01-02T04:32:48.6Z,3,REGULAR,2pt,Jump Shot,[],1629014,17.821944809461236,21.813725490196077,1610612738,81,80,2026-01-02T04:32:53Z,3640000,False,141.0,115.0,1,left,MISS A. Simons 18' pullup Shot,[1629014],1610612738.0,BOS,pullup,,,Simons,A. Simons,,,,,Mid-Range,16-24 Right Center,,,18.19,Missed,,,,,,,,,,,,,,,,
369,PT04M28.00S,2026-01-02T04:32:52.6Z,3,REGULAR,rebound,defensive,[],1642875,,,1610612758,81,80,2026-01-02T04:32:53Z,3650000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:4),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,368.0,6.0,4.0,2.0,,,,,,
370,PT04M25.00S,2026-01-02T04:32:55.8Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1631165,90.62089356110381,17.647058823529413,1610612758,81,80,2026-01-02T04:57:35Z,3660000,False,-162.0,36.0,1,right,MISS K. Ellis 16' running pullup Shot,[1631165],1610612758.0,SAC,running pullup,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left,,,16.57,Missed,,,,,,,,,,,,,,,,
371,PT04M19.00S,2026-01-02T04:33:01.8Z,3,REGULAR,rebound,defensive,[],1642864,,,1610612738,81,80,2026-01-02T04:33:04Z,3670000,False,,,0,,H. González REBOUND (Off:0 Def:3),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Mid-Range,16-24 Left,,,,,,,,,,,370.0,3.0,3.0,0.0,,,,,,
372,PT04M08.00S,2026-01-02T04:33:12.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,10.33180026281209,60.049019607843135,1610612738,81,80,2026-01-02T04:33:19Z,3680000,False,-50.0,45.0,1,left,MISS A. Simons 6' driving Layup - blocked,"[1629014, 1631099]",1610612738.0,BOS,driving,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,6.72,Missed,,,,,,,,,,,Murray,1631099.0,,,,
373,PT04M08.00S,2026-01-02T04:33:12.9Z,3,REGULAR,block,,[],1631099,,,1610612738,81,80,2026-01-02T04:33:16Z,3690000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
374,PT04M07.00S,2026-01-02T04:33:13.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,81,80,2026-01-02T04:33:19Z,3700000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,372.0,,,,,,,,,
376,PT04M07.00S,2026-01-02T04:33:21.7Z,3,REGULAR,substitution,out,[],1642875,,,1610612738,81,80,2026-01-02T04:33:27Z,3720000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT04M07.00S,2026-01-02T04:33:21.7Z,3,REGULAR,substitution,in,[],1630173,,,1610612738,81,80,2026-01-02T04:33:27Z,3730000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT04M05.00S,2026-01-02T04:34:08.6Z,3,REGULAR,turnover,out-of-bounds,[],1631248,,,1610612738,81,80,2026-01-02T04:34:15Z,3750000,False,,,0,,B. Scheierman bad pass out-of-bounds TURNOVER (1 TO),[1631248],1610612738.0,BOS,bad pass,,,Scheierman,B. Scheierman,,,,,Mid-Range,8-16 Left,201246.0,1.0,,,,,,,,,,,,,,,,,,
380,PT03M57.00S,2026-01-02T04:34:18.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201942,92.06636005256242,98.77450980392157,1610612758,81,80,2026-01-02T04:34:24Z,3760000,False,244.0,22.0,1,right,MISS D. DeRozan 24' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,,,24.49,Missed,,,,,,,,,,,,,,,,
381,PT03M54.00S,2026-01-02T04:34:21.8Z,3,REGULAR,rebound,defensive,[],1642864,,,1610612738,81,80,2026-01-02T04:34:24Z,3770000,False,,,0,,H. González REBOUND (Off:0 Def:4),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Right Corner 3,24+ Right,,,,,,,,,,,380.0,4.0,4.0,0.0,,,,,,
382,PT03M47.00S,2026-01-02T04:34:29.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.85742444152431,52.450980392156865,1610612738,81,82,2026-01-02T04:34:33Z,3780000,False,-12.0,50.0,1,left,J. Brown driving Layup (19 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,5.11,Made,19.0,,,,,,,,,,,,,,,
383,PT03M27.00S,2026-01-02T04:34:48.7Z,3,REGULAR,turnover,lost ball,[],1630173,,,1610612758,81,82,2026-01-02T04:34:54Z,3790000,False,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1630568]",1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,Garza,1630568.0,,,,,,,,,,
384,PT03M27.00S,2026-01-02T04:34:48.7Z,3,REGULAR,steal,,[],1630568,,,1610612738,81,82,2026-01-02T04:45:20Z,3800000,False,,,0,,L. Garza STEAL (2 STL),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
385,PT03M19.00S,2026-01-02T04:34:56.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,31.488173455978973,68.13725490196079,1610612738,81,82,2026-01-02T04:45:41Z,3810000,False,-91.0,243.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,25.98,Missed,,,,,,,,,,,,,,,,
386,PT03M13.00S,2026-01-02T04:35:02.9Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,81,82,2026-01-02T04:35:03Z,3820000,False,,,0,,K. Murray REBOUND (Off:0 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,385.0,3.0,3.0,0.0,,,,,,
387,PT03M11.00S,2026-01-02T04:35:05.7Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612758,81,82,2026-01-02T04:35:22Z,3830000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Achiuwa 2 FT),"[1627759, 1630173]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0
389,PT03M11.00S,2026-01-02T04:35:36.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630173,,,1610612758,82,82,2026-01-02T04:37:48Z,3850000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (11 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
390,PT03M11.00S,2026-01-02T04:35:40.7Z,3,REGULAR,substitution,out,[],201942,,,1610612758,82,82,2026-01-02T04:35:49Z,3860000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M11.00S,2026-01-02T04:35:40.7Z,3,REGULAR,substitution,in,[],1642363,,,1610612758,82,82,2026-01-02T04:35:49Z,3870000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M11.00S,2026-01-02T04:35:36.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630173,,,1610612758,83,82,2026-01-02T04:37:48Z,3880000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (12 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,,
393,PT02M49.00S,2026-01-02T04:36:32.3Z,3,REGULAR,3pt,Jump Shot,[],1629014,27.94021024967148,14.950980392156863,1610612738,83,82,2026-01-02T04:36:36Z,3890000,False,175.0,210.0,1,left,MISS A. Simons 27' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,27.36,Missed,,,,,,,,,,,,,,,,
394,PT02M46.00S,2026-01-02T04:36:35.3Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612758,83,82,2026-01-02T04:36:36Z,3900000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,393.0,3.0,3.0,0.0,,,,,,
395,PT02M35.00S,2026-01-02T04:36:48.5Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612758,83,82,2026-01-02T04:37:02Z,3910000,False,,,0,,J. Brown shooting personal FOUL (3 PF) (Ellis 2 FT),"[1627759, 1631165]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,1662.0,,,,,,,,,,,,,,,,3.0,0.0,Ellis,1631165.0
397,PT02M35.00S,2026-01-02T04:37:17.2Z,3,REGULAR,freethrow,1 of 2,[],1631165,,,1610612758,83,82,2026-01-02T04:37:17Z,3930000,False,,,0,,MISS K. Ellis Free Throw 1 of 2,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
398,PT02M35.00S,2026-01-02T04:37:17.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,83,82,2026-01-02T04:37:17Z,3940000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,
399,PT02M35.00S,2026-01-02T04:37:18.5Z,3,REGULAR,substitution,out,[],1630568,,,1610612758,83,82,2026-01-02T04:37:32Z,3950000,False,,,0,,SUB out: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT02M35.00S,2026-01-02T04:37:18.5Z,3,REGULAR,substitution,out,[],1631248,,,1610612758,83,82,2026-01-02T04:37:32Z,3960000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT02M35.00S,2026-01-02T04:37:18.5Z,3,REGULAR,substitution,in,[],1628401,,,1610612758,83,82,2026-01-02T04:37:32Z,3970000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT02M35.00S,2026-01-02T04:37:18.5Z,3,REGULAR,substitution,in,[],1629674,,,1610612758,83,82,2026-01-02T04:37:32Z,3980000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT02M35.00S,2026-01-02T04:37:47.7Z,3,REGULAR,freethrow,2 of 2,[],1631165,,,1610612758,84,82,2026-01-02T04:37:47Z,3990000,False,,,0,,K. Ellis Free Throw 2 of 2 (14 PTS),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
404,PT02M18.00S,2026-01-02T04:38:05.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.514454664914586,59.068627450980394,1610612738,84,82,2026-01-02T04:46:42Z,4000000,False,-45.0,56.0,1,left,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,7.18,Missed,,,,,,,,,,,,,,,,
405,PT02M14.00S,2026-01-02T04:38:09.6Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,84,82,2026-01-02T04:46:42Z,4010000,False,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,404.0,7.0,6.0,1.0,,,,,,
406,PT02M14.00S,2026-01-02T04:38:12.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627759,5.590000152587891,50.0,1610612738,84,82,2026-01-02T04:39:04Z,4020000,False,0.0,0.0,1,left,MISS J. Brown putback Layup,[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
407,PT02M14.00S,2026-01-02T04:38:12.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,82,2026-01-02T04:39:04Z,4030000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,406.0,,,,,,,,,
408,PT02M14.00S,2026-01-02T04:38:49.3Z,3,REGULAR,foul,technical,[],1630173,,,1610612738,84,82,2026-01-02T04:40:50Z,4040000,False,,,0,,P. Achiuwa double technical FOUL (1 Tech),[1630173],1610612758.0,SAC,double,,,Achiuwa,P. Achiuwa,,,,,,,201246.0,,,,,,,,,,,,,,,,1.0,1.0,,
425,PT02M14.00S,2026-01-02T04:38:49.3Z,3,REGULAR,foul,technical,[],1629674,,,1610612738,84,82,2026-01-02T04:40:50Z,4042500,False,,,0,,N. Queta double technical FOUL (1 Tech),[1629674],1610612738.0,BOS,double,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
409,PT02M11.00S,2026-01-02T04:39:39.2Z,3,REGULAR,jumpball,recovered,[],1628401,,,1610612738,84,82,2026-01-02T04:39:39Z,4050000,False,,,0,,Jump Ball J. Brown vs. K. Murray: Tip to D. White,"[1628401, 1627759, 1631099]",1610612738.0,BOS,heldball,D. White,1628401.0,White,D. White,Brown,1627759.0,Murray,1631099.0,,,,,,,,,,,,,,,,,,,,,,
412,PT02M07.00S,2026-01-02T04:39:43.3Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1628401,15.193823915900131,22.54901960784314,1610612738,84,84,2026-01-02T05:11:48Z,4080000,False,137.0,90.0,1,left,D. White 16' driving floating Jump Shot (2 PTS),[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,16-24 Right,,,16.43,Made,2.0,,,,,,,,,,,,,,,
414,PT01M52.00S,2026-01-02T04:39:58.5Z,3,REGULAR,2pt,Jump Shot,[],203471,75.64060446780552,33.33333333333333,1610612758,86,84,2026-01-02T04:40:04Z,4090000,False,-83.0,176.0,1,right,D. Schröder 19' pullup Jump Shot (16 PTS) (P. Achiuwa 2 AST),"[203471, 1630173]",1610612758.0,SAC,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Left Center,,,19.52,Made,16.0,P. Achiuwa,1630173.0,2.0,,,,,,,,,,,,
415,PT01M37.00S,2026-01-02T04:40:13.2Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612738,86,84,2026-01-02T04:40:18Z,4100000,False,,,0,,A. Simons bad pass TURNOVER (1 TO),"[1629014, 1642363]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Mid-Range,16-24 Center,,1.0,,,,,,,Clifford,1642363.0,,,,,,,,,,
416,PT01M37.00S,2026-01-02T04:40:13.2Z,3,REGULAR,steal,,[],1642363,,,1610612758,86,84,2026-01-02T04:40:16Z,4110000,False,,,0,,N. Clifford STEAL (2 STL),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
417,PT01M26.00S,2026-01-02T04:40:24.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,68.41327201051249,17.401960784313726,1610612758,86,84,2026-01-02T04:40:29Z,4120000,False,-163.0,244.0,1,right,MISS K. Murray 29' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,29.38,Missed,,,,,,,,,,,,,,,,
418,PT01M23.00S,2026-01-02T04:40:27.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,86,84,2026-01-02T04:40:29Z,4130000,False,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,417.0,3.0,3.0,0.0,,,,,,
419,PT01M17.00S,2026-01-02T04:40:33.4Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612738,86,84,2026-01-02T04:40:38Z,4140000,False,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 1642363]",1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,2.0,,,,,,,Clifford,1642363.0,,,,,,,,,,
420,PT01M17.00S,2026-01-02T04:40:33.4Z,3,REGULAR,steal,,[],1642363,,,1610612758,86,84,2026-01-02T04:40:36Z,4150000,False,,,0,,N. Clifford STEAL (3 STL),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
421,PT01M10.00S,2026-01-02T04:40:39.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631099,87.72996057818659,41.17647058823529,1610612758,86,84,2026-01-02T04:40:45Z,4160000,False,-44.0,63.0,1,right,MISS K. Murray 7' running Layup,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,7.67,Missed,,,,,,,,,,,,,,,,
422,PT01M08.00S,2026-01-02T04:40:42.0Z,3,REGULAR,rebound,offensive,[],1631099,,,1610612758,86,84,2026-01-02T04:40:42Z,4170000,False,,,0,,K. Murray REBOUND (Off:1 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,421.0,4.0,3.0,1.0,,,,,,
423,PT01M06.00S,2026-01-02T04:40:44.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203471,76.03482260183968,7.8431372549019605,1610612758,86,84,2026-01-02T04:40:49Z,4180000,False,-211.0,173.0,1,right,MISS D. Schröder 27' 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,27.26,Missed,,,,,,,,,,,,,,,,
424,PT01M02.00S,2026-01-02T04:40:48.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,86,84,2026-01-02T04:40:49Z,4190000,False,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,423.0,8.0,7.0,1.0,,,,,,
426,PT00M45.60S,2026-01-02T04:41:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.85742444152431,42.15686274509804,1610612738,86,86,2026-01-02T04:41:11Z,4200000,False,39.0,50.0,1,left,J. Brown 6' driving Layup (21 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,6.32,Made,21.0,,,,,,,,,,,,,,,
427,PT00M33.70S,2026-01-02T04:41:28.7Z,3,REGULAR,2pt,Layup,[],1630173,93.24901445466492,32.59803921568628,1610612758,88,86,2026-01-02T04:41:34Z,4210000,False,-87.0,11.0,1,right,P. Achiuwa 8' alley-oop Layup (14 PTS) (K. Murray 4 AST),"[1630173, 1631099]",1610612758.0,SAC,alley-oop,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,8.77,Made,14.0,K. Murray,1631099.0,4.0,,,,,,,,,,,,
429,PT00M11.80S,2026-01-02T04:41:52.9Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,88,86,2026-01-02T04:41:59Z,4230000,False,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 1631165]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,4.0,,,,,,,Ellis,1631165.0,,,,,,,,,,
430,PT00M11.80S,2026-01-02T04:41:52.9Z,3,REGULAR,steal,,[],1631165,,,1610612758,88,86,2026-01-02T04:41:55Z,4240000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
431,PT00M06.80S,2026-01-02T04:41:57.9Z,3,REGULAR,turnover,bad pass,[],1631165,,,1610612758,88,86,2026-01-02T04:42:03Z,4250000,False,,,0,,K. Ellis bad pass TURNOVER (1 TO),"[1631165, 1642864]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,González,1642864.0,,,,,,,,,,
