actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M33.00S,2025-04-02T23:12:13.4Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,5,2,2025-04-02T23:12:13Z,170000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,16.0,2.0,1.0,1.0,,,,,,,
18,PT10M20.00S,2025-04-02T23:12:26.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,12.828515111695138,47.549019607843135,1610612754,7,2,2025-04-02T23:12:29Z,180000,False,12.0,68.0,1,left,P. Siakam 6' pullup Jump Shot (2 PTS),[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M03.00S,2025-04-02T23:12:42.5Z,1,REGULAR,3pt,Jump Shot,[],1630182,93.64323258869908,4.166666666666666,1610612766,7,5,2025-04-02T23:12:46Z,190000,False,-229.0,7.0,1,right,J. Green 3PT  (3 PTS) (M. Williams 1 AST),"[1630182, 1631109]",1610612766.0,CHA,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.93,Made,3.0,,,,M. Williams,1631109.0,1.0,,,,,,,,,,,
21,PT09M49.00S,2025-04-02T23:12:57.2Z,1,REGULAR,3pt,Jump Shot,[],1629614,32.013797634691194,35.049019607843135,1610612754,7,5,2025-04-02T23:13:01Z,210000,False,75.0,248.0,1,left,MISS A. Nembhard 25' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,,
22,PT09M46.00S,2025-04-02T23:13:00.2Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,7,5,2025-04-02T23:13:01Z,220000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,
23,PT09M37.00S,2025-04-02T23:13:09.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,91.5407358738502,43.13725490196079,1610612766,7,7,2025-04-02T23:13:13Z,230000,False,-34.0,27.0,1,right,M. Williams Layup (2 PTS) (J. Green 1 AST),"[1631109, 1630182]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,4.37,Made,2.0,,,,J. Green,1630182.0,1.0,,,,,,,,,,,
25,PT09M24.00S,2025-04-02T23:13:22.0Z,1,REGULAR,3pt,Jump Shot,[],1630174,34.11629434954008,48.03921568627451,1610612754,7,7,2025-04-02T23:13:26Z,250000,False,10.0,268.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,26.84,Missed,,,,,,,,,,,,,,,,,,
26,PT09M21.00S,2025-04-02T23:13:25.0Z,1,REGULAR,rebound,defensive,[],203552,,,1610612766,7,7,2025-04-02T23:13:26Z,260000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,
27,PT09M13.00S,2025-04-02T23:13:33.4Z,1,REGULAR,3pt,Jump Shot,[],1630182,92.9862023653088,96.32352941176471,1610612766,7,7,2025-04-02T23:13:37Z,270000,False,232.0,13.0,1,right,MISS J. Green 3PT,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,23.2,Missed,,,,,,,,,,,,,,,,,,
28,PT09M10.00S,2025-04-02T23:13:36.4Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,7,7,2025-04-02T23:13:37Z,280000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,,,,,,,,,,27.0,1.0,1.0,0.0,,,,,,,
29,PT08M57.00S,2025-04-02T23:13:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,15.193823915900131,38.970588235294116,1610612754,9,7,2025-04-02T23:13:53Z,290000,False,55.0,90.0,1,left,M. Turner 10' Jump Shot (5 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,10.58,Made,5.0,,,,T. Haliburton,1630169.0,2.0,,,,,,,,,,,
31,PT08M37.00S,2025-04-02T23:14:10.9Z,1,REGULAR,turnover,out-of-bounds,[],1630182,,,1610612766,9,7,2025-04-02T23:14:15Z,310000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[1630182],1610612766.0,CHA,bad pass,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,1.0,,,,,,,,,,202041.0,,,,,,
32,PT08M31.00S,2025-04-02T23:14:23.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,33.85348226018397,32.35294117647059,1610612754,9,7,2025-04-02T23:14:27Z,320000,False,88.0,266.0,1,left,MISS M. Turner 28' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,28.0,Missed,,,,,,,,,,,,,,,,,,
33,PT08M28.00S,2025-04-02T23:14:26.2Z,1,REGULAR,rebound,defensive,[],203552,,,1610612766,9,7,2025-04-02T23:14:27Z,330000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,
34,PT08M11.00S,2025-04-02T23:14:43.1Z,1,REGULAR,3pt,Jump Shot,[],1642354,73.66951379763469,19.11764705882353,1610612766,9,10,2025-04-02T23:14:46Z,340000,False,-154.0,195.0,1,right,K. Simpson 24' 3PT  (5 PTS) (M. Bridges 1 AST),"[1642354, 1628970]",1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Above the Break 3,24+ Left Center,24.87,Made,5.0,,,,M. Bridges,1628970.0,1.0,,,,,,,,,,,
36,PT08M01.00S,2025-04-02T23:14:54.3Z,1,REGULAR,foul,offensive,[],1626167,,,1610612754,9,10,2025-04-02T23:15:05Z,360000,False,,,0,,M. Turner offensive FOUL (1 PF),"[1626167, 1642354]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1628480.0,1.0,0.0,Simpson,1642354.0,,
38,PT08M01.00S,2025-04-02T23:14:54.3Z,1,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,9,10,2025-04-02T23:14:54Z,380000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,,,,1.0,,,,,,,,,,1628480.0,,,,,,
40,PT07M44.00S,2025-04-02T23:15:27.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642354,93.64323258869908,94.6078431372549,1610612766,9,10,2025-04-02T23:15:31Z,400000,False,223.0,7.0,1,right,MISS K. Simpson 3PT,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,Right Corner 3,24+ Right,22.31,Missed,,,,,,,,,,,,,,,,,,
41,PT07M43.00S,2025-04-02T23:15:28.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,9,10,2025-04-02T23:15:31Z,410000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,
42,PT07M38.00S,2025-04-02T23:15:34.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,32.53942181340342,37.00980392156863,1610612754,9,10,2025-04-02T23:15:40Z,420000,False,65.0,253.0,1,left,MISS M. Turner 26' running 3PT,[1626167],1610612754.0,IND,running,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
43,PT07M34.00S,2025-04-02T23:15:38.4Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,9,10,2025-04-02T23:15:40Z,430000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,
44,PT07M17.00S,2025-04-02T23:15:56.1Z,1,REGULAR,foul,personal,[],1627783,,,1610612766,9,10,2025-04-02T23:16:04Z,440000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1630182]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1628480.0,1.0,0.0,Green,1630182.0,,
46,PT07M17.00S,2025-04-02T23:16:13.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,9,10,2025-04-02T23:16:13Z,460000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M15.00S,2025-04-02T23:19:30.3Z,1,REGULAR,turnover,lost ball,[],1631109,,,1610612766,9,10,2025-04-02T23:19:34Z,470000,False,,,0,,M. Williams lost ball TURNOVER (2 TO),"[1631109, 1627783]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,2.0,Siakam,1627783.0,,,,,,,,,,,,,,
48,PT07M15.00S,2025-04-02T23:19:30.3Z,1,REGULAR,steal,,[],1627783,,,1610612754,9,10,2025-04-02T23:19:33Z,480000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
49,PT07M04.00S,2025-04-02T23:19:41.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630169,19.004599211563733,43.872549019607845,1610612754,11,10,2025-04-02T23:19:44Z,490000,False,31.0,126.0,1,left,T. Haliburton 12' pullup Jump Shot (2 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,12.98,Made,2.0,,,,,,,,,,,,,,,,,
50,PT06M49.00S,2025-04-02T23:19:55.4Z,1,REGULAR,2pt,Jump Shot,[],1630182,89.56964520367937,14.460784313725492,1610612766,11,10,2025-04-02T23:19:59Z,500000,False,-178.0,46.0,1,right,MISS J. Green 18' pullup Shot,[1630182],1610612766.0,CHA,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left,18.34,Missed,,,,,,,,,,,,,,,,,,
51,PT06M47.00S,2025-04-02T23:19:57.4Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,11,10,2025-04-02T23:19:59Z,510000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Left,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,
52,PT06M36.00S,2025-04-02T23:20:09.2Z,1,REGULAR,3pt,Jump Shot,[],1630169,31.09395532194481,26.96078431372549,1610612754,14,10,2025-04-02T23:20:13Z,520000,False,115.0,240.0,1,left,T. Haliburton 26' 3PT pullup (5 PTS) (M. Turner 1 AST),"[1630169, 1626167]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.6,Made,5.0,,,,M. Turner,1626167.0,1.0,,,,,,,,,,,
54,PT06M16.00S,2025-04-02T23:20:28.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,89.70105124835742,40.68627450980392,1610612766,14,10,2025-04-02T23:20:53Z,540000,False,-47.0,44.0,1,right,MISS M. Bridges 6' driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.43,Missed,,,,,,,,,,,,,,,,,,
55,PT06M15.00S,2025-04-02T23:20:29.4Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,14,10,2025-04-02T23:20:53Z,550000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,54.0,2.0,1.0,1.0,,,,,,,
56,PT06M15.00S,2025-04-02T23:20:32.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631109,94.40999984741211,50.0,1610612766,14,12,2025-04-02T23:20:59Z,560000,False,0.0,0.0,1,right,M. Williams tip Layup (4 PTS),[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.0,Made,4.0,,,,,,,,,,,,,,,,,
57,PT06M04.00S,2025-04-02T23:20:40.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,10.33180026281209,48.529411764705884,1610612754,14,12,2025-04-02T23:21:55Z,570000,False,7.0,45.0,1,left,MISS P. Siakam floating Shot,[1627783],1610612754.0,IND,floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.52,Missed,,,,,,,,,,,,,,,,,,
58,PT06M02.00S,2025-04-02T23:20:42.3Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,14,12,2025-04-02T23:20:43Z,580000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,57.0,2.0,2.0,0.0,,,,,,,
59,PT05M56.00S,2025-04-02T23:20:50.2Z,1,REGULAR,turnover,out-of-bounds,[],1631109,,,1610612766,14,12,2025-04-02T23:20:54Z,590000,False,,,0,,M. Williams bad pass out-of-bounds TURNOVER (3 TO),[1631109],1610612766.0,CHA,bad pass,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,3.0,,,,,,,,,,200833.0,,,,,,
60,PT05M56.00S,2025-04-02T23:20:52.2Z,1,REGULAR,substitution,out,[],1630182,,,1610612754,14,12,2025-04-02T23:21:30Z,600000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT05M56.00S,2025-04-02T23:20:52.2Z,1,REGULAR,substitution,out,[],1642354,,,1610612754,14,12,2025-04-02T23:21:30Z,610000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT05M56.00S,2025-04-02T23:20:52.2Z,1,REGULAR,substitution,in,[],1641878,,,1610612754,14,12,2025-04-02T23:21:30Z,620000,False,,,0,,SUB in: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M56.00S,2025-04-02T23:20:52.2Z,1,REGULAR,substitution,in,[],1629610,,,1610612754,14,12,2025-04-02T23:21:30Z,630000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M41.00S,2025-04-02T23:21:40.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629614,12.565703022339028,27.450980392156865,1610612754,14,12,2025-04-02T23:23:11Z,640000,False,113.0,66.0,1,left,MISS A. Nembhard 13' step back Shot,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,13.04,Missed,,,,,,,,,,,,,,,,,,
65,PT05M38.00S,2025-04-02T23:21:43.8Z,1,REGULAR,rebound,offensive,[],1629614,,,1610612754,14,12,2025-04-02T23:21:44Z,650000,False,,,0,,A. Nembhard REBOUND (Off:1 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,,64.0,2.0,1.0,1.0,,,,,,,
66,PT05M35.00S,2025-04-02T23:21:46.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626167,32.40801576872536,45.588235294117645,1610612754,17,12,2025-04-02T23:21:50Z,660000,False,22.0,252.0,1,left,M. Turner 25' 3PT  (8 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.31,Made,8.0,,,,A. Nembhard,1629614.0,1.0,,,,,,,,,,,
68,PT05M15.00S,2025-04-02T23:22:08.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203552,92.72339027595268,53.431372549019606,1610612766,17,14,2025-04-02T23:24:00Z,680000,False,17.0,16.0,1,right,S. Curry driving Layup (2 PTS),[203552],1610612766.0,CHA,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.34,Made,2.0,,,,,,,,,,,,,,,,,
69,PT05M15.00S,2025-04-02T23:22:10.5Z,1,REGULAR,foul,personal,['1freethrow'],1629614,,,1610612766,17,14,2025-04-02T23:22:17Z,690000,False,,,0,,A. Nembhard shooting personal FOUL (1 PF) (Curry 1 FT),"[1629614, 203552]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Curry,203552.0,,
71,PT05M15.00S,2025-04-02T23:22:17.5Z,1,REGULAR,substitution,out,[],1630174,,,1610612766,17,14,2025-04-02T23:23:11Z,710000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M15.00S,2025-04-02T23:22:17.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612766,17,14,2025-04-02T23:23:11Z,720000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M15.00S,2025-04-02T23:22:17.5Z,1,REGULAR,substitution,out,[],1628970,,,1610612766,17,14,2025-04-02T23:23:11Z,730000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M15.00S,2025-04-02T23:22:17.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612766,17,14,2025-04-02T23:23:11Z,740000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M15.00S,2025-04-02T23:22:17.5Z,1,REGULAR,substitution,in,[],1641716,,,1610612766,17,14,2025-04-02T23:23:11Z,750000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M15.00S,2025-04-02T23:22:17.5Z,1,REGULAR,substitution,in,[],1642275,,,1610612766,17,14,2025-04-02T23:23:11Z,760000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M15.00S,2025-04-02T23:22:44.5Z,1,REGULAR,freethrow,1 of 1,[],203552,,,1610612766,17,15,2025-04-02T23:22:44Z,770000,False,,,0,,S. Curry Free Throw 1 of 1 (3 PTS),[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
78,PT05M08.00S,2025-04-02T23:22:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630169,36.21879106438896,51.71568627450981,1610612754,20,15,2025-04-02T23:22:56Z,780000,False,-9.0,288.0,1,left,T. Haliburton 28' 3PT pullup (8 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,28.81,Made,8.0,,,,,,,,,,,,,,,,,
79,PT04M51.00S,2025-04-02T23:23:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642275,88.64980289093299,39.705882352941174,1610612766,20,15,2025-04-02T23:25:12Z,790000,False,-51.0,54.0,1,right,MISS T. Salaün 7' driving floating Shot - blocked,"[1642275, 1630167]",1610612766.0,CHA,driving floating,,,Salaün,T. Salaün,,,,,In The Paint (Non-RA),0-8 Center,7.48,Missed,,,,,,,,,,,,,,,,,Toppin,1630167.0
80,PT04M51.00S,2025-04-02T23:23:08.2Z,1,REGULAR,block,,[],1630167,,,1610612766,20,15,2025-04-02T23:23:10Z,800000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
81,PT04M47.00S,2025-04-02T23:23:12.2Z,1,REGULAR,rebound,offensive,[],1641878,,,1610612766,20,15,2025-04-02T23:23:13Z,810000,False,,,0,,D. Baugh REBOUND (Off:1 Def:0),[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,79.0,1.0,0.0,1.0,,,,,,,
82,PT04M46.00S,2025-04-02T23:23:14.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631109,90.75229960578186,47.05882352941176,1610612766,20,15,2025-04-02T23:26:08Z,820000,False,-15.0,34.0,1,right,MISS M. Williams floating Shot,[1631109],1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,,,,,
83,PT04M43.00S,2025-04-02T23:23:17.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,20,15,2025-04-02T23:23:16Z,830000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,
