actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
15,PT10M36.00S,2025-01-05T00:12:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,7.178055190538765,53.92156862745098,1610612754,2,0,2025-01-05T00:44:32Z,150000,False,-20.0,15.0,1,left,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,2.47,Missed,,,,,,,,,,,,,,,,
16,PT10M33.00S,2025-01-05T00:12:06.2Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,2,0,2025-01-05T00:17:31Z,160000,False,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,
55,PT10M33.00S,2025-01-05T00:12:09.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626167,7.703679369250986,51.225490196078425,1610612754,2,0,2025-01-05T00:17:40Z,165000,False,-6.0,20.0,1,left,MISS M. Turner tip Layup,[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,,,,
56,PT10M33.00S,2025-01-05T00:12:09.2Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,2,0,2025-01-05T00:17:47Z,167500,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT10M24.00S,2025-01-05T00:12:15.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,87.86136662286465,49.26470588235294,1610612756,2,0,2025-01-05T00:14:15Z,170000,False,-4.0,62.0,1,right,MISS B. Beal 6' driving floating Shot,[203078],1610612756.0,PHX,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,6.17,Missed,,,,,,,,,,,,,,,,
18,PT10M22.00S,2025-01-05T00:12:17.2Z,1,REGULAR,rebound,offensive,[],203078,,,1610612756,2,0,2025-01-05T00:18:36Z,180000,False,,,0,,B. Beal REBOUND (Off:1 Def:1),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,
57,PT10M22.00S,2025-01-05T00:12:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203078,92.19776609724047,49.754901960784316,1610612756,2,0,2025-01-05T00:18:45Z,185000,False,-1.0,21.0,1,right,MISS B. Beal tip Layup,[203078],1610612756.0,PHX,tip,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,,,,
58,PT10M20.00S,2025-01-05T00:12:22.7Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,2,0,2025-01-05T00:18:45Z,187500,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,
19,PT10M13.00S,2025-01-05T00:12:26.2Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.590670170827856,50.0,1610612754,5,0,2025-01-05T00:12:31Z,190000,False,0.0,263.0,1,left,M. Turner 26' 3PT  (3 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,26.33,Made,,,,,3.0,T. Haliburton,1630169.0,2.0,,,,,,,,
21,PT09M53.00S,2025-01-05T00:12:45.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203486,85.62746386333771,46.568627450980394,1610612756,5,0,2025-01-05T00:12:49Z,210000,False,-17.0,83.0,1,right,MISS M. Plumlee 8' turnaround Hook,[203486],1610612756.0,PHX,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,8.44,Missed,,,,,,,,,,,,,,,,
22,PT09M52.00S,2025-01-05T00:12:46.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,5,0,2025-01-05T00:12:49Z,220000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,21.0,2.0,1.0,1.0,,,,,,,,,,,,
24,PT09M43.00S,2025-01-05T00:12:56.4Z,1,REGULAR,2pt,Jump Shot,[],1626167,12.171484888304862,27.696078431372552,1610612754,7,0,2025-01-05T00:13:03Z,230000,False,112.0,62.0,1,left,M. Turner 12' bank Jump Shot (5 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,bank,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,12.75,Made,,,,,5.0,A. Nembhard,1629614.0,1.0,,,,,,,,
26,PT09M26.00S,2025-01-05T00:13:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203078,94.1688567674113,51.9607843137255,1610612756,7,2,2025-01-05T00:13:16Z,250000,False,10.0,2.0,1,right,B. Beal driving finger roll Layup (2 PTS) (K. Durant 1 AST),"[203078, 201142]",1610612756.0,PHX,driving finger roll,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,1.01,Made,,,,,2.0,K. Durant,201142.0,1.0,,,,,,,,
28,PT09M12.00S,2025-01-05T00:13:27.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,22.552562417871222,49.26470588235294,1610612754,9,2,2025-01-05T00:16:04Z,270000,False,4.0,159.0,1,left,T. Haliburton 15' driving floating Jump Shot (2 PTS) (P. Siakam 1 AST),"[1630169, 1627783]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,,,15.95,Made,,,,,2.0,P. Siakam,1627783.0,1.0,,,,,,,,
30,PT08M54.00S,2025-01-05T00:13:45.1Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612756,9,2,2025-01-05T00:13:48Z,290000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1630169]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,Haliburton,1630169.0,,,,,,
31,PT08M54.00S,2025-01-05T00:13:45.1Z,1,REGULAR,steal,,[],1630169,,,1610612754,9,2,2025-01-05T00:13:46Z,300000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT08M49.00S,2025-01-05T00:13:51.8Z,1,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,9,2,2025-01-05T00:13:55Z,310000,False,,,0,,A. Nembhard bad pass out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,bad pass,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,1628951.0,1.0,,,,,,,,,,,,,,,,,,
33,PT08M36.00S,2025-01-05T00:14:21.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201142,79.58278580814718,5.637254901960785,1610612756,9,2,2025-01-05T00:14:25Z,320000,False,-222.0,139.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,26.2,Missed,,,,,,,,,,,,,,,,
34,PT08M32.00S,2025-01-05T00:14:25.3Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,9,2,2025-01-05T00:14:25Z,330000,False,,,0,,R. Dunn REBOUND (Off:1 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,,,
35,PT08M30.00S,2025-01-05T00:14:25.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203078,80.23981603153744,94.11764705882352,1610612756,9,5,2025-01-05T00:14:29Z,340000,False,221.0,133.0,1,right,B. Beal 25' 3PT  (5 PTS) (D. Booker 1 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,25.77,Made,,,,,5.0,D. Booker,1626164.0,1.0,,,,,,,,
37,PT08M14.00S,2025-01-05T00:14:42.1Z,1,REGULAR,2pt,Jump Shot,[],1630169,25.312089356110377,55.392156862745104,1610612754,11,5,2025-01-05T00:14:46Z,360000,False,-27.0,185.0,1,left,T. Haliburton 18' pullup Jump Shot (4 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,,,18.74,Made,,,,,4.0,,,,,,,,,,,
38,PT07M58.00S,2025-01-05T00:14:57.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.97043363994744,43.38235294117647,1610612756,11,7,2025-01-05T00:15:03Z,370000,False,-33.0,89.0,1,right,D. Booker 9' fadeaway Jump Shot (2 PTS) (M. Plumlee 1 AST),"[1626164, 203486]",1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,9.48,Made,,,,,2.0,M. Plumlee,203486.0,1.0,,,,,,,,
39,PT07M49.00S,2025-01-05T00:15:07.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627783,4.944152431011826,47.549019607843135,1610612754,13,7,2025-01-05T00:15:12Z,380000,False,12.0,-6.0,1,left,P. Siakam driving DUNK (2 PTS),[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,1.37,Made,,,,,2.0,,,,,,,,,,,
40,PT07M29.00S,2025-01-05T00:15:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,89.83245729303549,48.28431372549019,1610612756,13,9,2025-01-05T00:15:31Z,390000,False,-9.0,43.0,1,right,R. Dunn driving finger roll Layup (2 PTS) (B. Beal 1 AST),"[1642346, 203078]",1610612756.0,PHX,driving finger roll,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,4.39,Made,,,,,2.0,B. Beal,203078.0,1.0,,,,,,,,
42,PT07M16.00S,2025-01-05T00:15:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,50.0,1610612754,15,9,2025-01-05T00:19:49Z,410000,False,0.0,14.0,1,left,P. Siakam finger roll Layup (4 PTS) (M. Turner 1 AST),"[1627783, 1626167]",1610612754.0,IND,finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,1.37,Made,,,,,4.0,M. Turner,1626167.0,1.0,,,,,,,,
44,PT07M04.00S,2025-01-05T00:15:52.7Z,1,REGULAR,2pt,Jump Shot,[],201142,76.95466491458606,42.64705882352941,1610612756,15,11,2025-01-05T00:15:57Z,430000,False,-37.0,164.0,1,right,K. Durant 16' Jump Shot (2 PTS) (D. Booker 2 AST),"[201142, 1626164]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,16.82,Made,,,,,2.0,D. Booker,1626164.0,2.0,,,,,,,,
46,PT06M49.00S,2025-01-05T00:16:07.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,31.750985545335087,32.59803921568628,1610612754,15,11,2025-01-05T00:16:12Z,450000,False,87.0,246.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,26.09,Missed,,,,,,,,,,,,,,,,
47,PT06M45.00S,2025-01-05T00:16:11.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,15,11,2025-01-05T00:16:12Z,460000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,
48,PT06M35.00S,2025-01-05T00:16:21.1Z,1,REGULAR,2pt,Jump Shot,[],203078,89.17542706964521,29.901960784313726,1610612756,15,11,2025-01-05T00:20:26Z,470000,False,-100.0,49.0,1,right,MISS B. Beal 11' driving floating bank Shot,[203078],1610612756.0,PHX,driving floating bank,,,Beal,B. Beal,,,,,Mid-Range,8-16 Left,,,11.19,Missed,,,,,,,,,,,,,,,,
49,PT06M32.00S,2025-01-05T00:16:24.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,15,11,2025-01-05T00:16:27Z,480000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,
50,PT06M24.00S,2025-01-05T00:16:32.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,7.703679369250986,42.15686274509804,1610612754,15,11,2025-01-05T00:16:37Z,490000,False,39.0,20.0,1,left,MISS M. Turner Layup - blocked,"[1626167, 201142]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,4.4,Missed,,,,,,,,,,,Durant,201142.0,,,,
51,PT06M24.00S,2025-01-05T00:16:32.2Z,1,REGULAR,block,,[],201142,,,1610612754,15,11,2025-01-05T00:16:34Z,500000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT06M24.00S,2025-01-05T00:16:32.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,15,11,2025-01-05T00:16:37Z,510000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,50.0,,,,,,,,,,,,,,,
54,PT06M24.00S,2025-01-05T00:16:40.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,15,11,2025-01-05T00:16:40Z,530000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M24.00S,2025-01-05T00:19:17.2Z,1,REGULAR,substitution,out,[],203486,,,1610612754,15,11,2025-01-05T00:19:29Z,540000,False,,,0,,SUB out: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M24.00S,2025-01-05T00:19:17.2Z,1,REGULAR,substitution,in,[],1628960,,,1610612754,15,11,2025-01-05T00:19:29Z,550000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M15.00S,2025-01-05T00:19:57.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,12.171484888304862,30.88235294117647,1610612754,15,11,2025-01-05T00:20:05Z,560000,False,96.0,62.0,1,left,MISS P. Siakam 11' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,11.39,Missed,,,,,,,,,,,,,,,,
63,PT06M12.00S,2025-01-05T00:20:00.8Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,15,11,2025-01-05T00:21:51Z,570000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,8-16 Right,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,
64,PT05M53.00S,2025-01-05T00:20:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,93.77463863337714,52.450980392156865,1610612756,15,11,2025-01-05T00:20:22Z,580000,False,12.0,6.0,1,right,MISS R. Dunn cutting Layup - blocked,"[1642346, 1630169]",1610612756.0,PHX,cutting,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,1.37,Missed,,,,,,,,,,,Haliburton,1630169.0,,,,
65,PT05M53.00S,2025-01-05T00:20:18.8Z,1,REGULAR,block,,[],1630169,,,1610612756,15,11,2025-01-05T00:20:20Z,590000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT05M51.00S,2025-01-05T00:20:20.8Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,15,11,2025-01-05T00:23:31Z,600000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,,,
67,PT05M49.00S,2025-01-05T00:20:23.8Z,1,REGULAR,turnover,bad pass,[],1629614,,,1610612754,15,11,2025-01-05T00:20:26Z,610000,False,,,0,,A. Nembhard bad pass TURNOVER (2 TO),"[1629614, 203078]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,Beal,203078.0,,,,,,
68,PT05M49.00S,2025-01-05T00:20:23.8Z,1,REGULAR,steal,,[],203078,,,1610612756,15,11,2025-01-05T00:20:25Z,620000,False,,,0,,B. Beal STEAL (1 STL),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
69,PT05M45.00S,2025-01-05T00:20:27.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626164,69.59592641261499,72.05882352941177,1610612756,15,14,2025-01-05T00:20:32Z,630000,False,110.0,233.0,1,right,D. Booker 25' 3PT running (5 PTS) (R. Dunn 1 AST),"[1626164, 1642346]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,25.81,Made,,,,,5.0,R. Dunn,1642346.0,1.0,,,,,,,,
71,PT05M32.00S,2025-01-05T00:20:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630169,30.962549277266753,73.2843137254902,1610612754,18,14,2025-01-05T00:20:44Z,650000,False,-116.0,239.0,1,left,T. Haliburton 26' 3PT step back (7 PTS) (B. Mathurin 1 AST),"[1630169, 1631097]",1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,26.54,Made,,,,,7.0,B. Mathurin,1631097.0,1.0,,,,,,,,
73,PT05M15.00S,2025-01-05T00:20:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,91.80354796320631,47.05882352941176,1610612756,18,16,2025-01-05T00:24:27Z,670000,False,-15.0,25.0,1,right,R. Dunn cutting finger roll Layup (4 PTS) (K. Durant 2 AST),"[1642346, 201142]",1610612756.0,PHX,cutting finger roll,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,2.86,Made,,,,,4.0,K. Durant,201142.0,2.0,,,,,,,,
75,PT05M04.00S,2025-01-05T00:21:07.4Z,1,REGULAR,2pt,Jump Shot,[],1626167,23.47240473061761,50.49019607843137,1610612754,20,16,2025-01-05T00:21:11Z,690000,False,-2.0,168.0,1,left,M. Turner 16' Jump Shot (7 PTS) (A. Nembhard 2 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,16.81,Made,,,,,7.0,A. Nembhard,1629614.0,2.0,,,,,,,,
77,PT04M45.00S,2025-01-05T00:21:29.1Z,1,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612756,20,16,2025-01-05T00:21:37Z,710000,False,,,0,,G. Allen lost ball out-of-bounds TURNOVER (1 TO),[1628960],1610612756.0,PHX,lost ball,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,200832.0,1.0,,,,,,,,,,,,,,,,,,
78,PT04M45.00S,2025-01-05T00:21:33.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,20,16,2025-01-05T00:21:38Z,720000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04M45.00S,2025-01-05T00:21:33.3Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,20,16,2025-01-05T00:21:38Z,730000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M36.00S,2025-01-05T00:21:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630167,10.33180026281209,49.01960784313725,1610612754,20,16,2025-01-05T00:22:01Z,740000,False,5.0,45.0,1,left,MISS O. Toppin cutting Layup - blocked,"[1630167, 1628960]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,4.49,Missed,,,,,,,,,,,Allen,1628960.0,,,,
81,PT04M36.00S,2025-01-05T00:21:53.3Z,1,REGULAR,block,,[],1628960,,,1610612754,20,16,2025-01-05T00:21:54Z,750000,False,,,0,,G. Allen BLOCK (1 BLK),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M34.00S,2025-01-05T00:21:55.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,20,16,2025-01-05T00:21:58Z,760000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
83,PT04M31.00S,2025-01-05T00:21:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612756,20,16,2025-01-05T00:22:07Z,770000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Durant 2 FT),"[1631097, 201142]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Durant,201142.0
