actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
437,PT04M04.00S,2024-11-10T23:42:54.6Z,3,REGULAR,3pt,Jump Shot,[],1641716,29.6484888304862,72.30392156862744,1610612754,83,81,2024-11-10T23:42:58Z,4290000,False,-112.0,226.0,1,left,J. Walker 25' 3PT  (6 PTS) (Q. Jackson 1 AST),"[1641716, 1631245]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,25.22,Made,,,,,6.0,Q. Jackson,1631245.0,1.0,,,,,,,,,,
439,PT04M01.00S,2024-11-10T23:43:01.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,83,81,2024-11-10T23:43:01Z,4310000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M46.00S,2024-11-10T23:46:13.1Z,3,REGULAR,3pt,Jump Shot,[],1628969,94.95729303547962,3.1862745098039214,1610612752,83,81,2024-11-10T23:46:21Z,4330000,False,-234.0,-5.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
442,PT03M42.00S,2024-11-10T23:46:17.1Z,3,REGULAR,rebound,defensive,[],1631245,,,1610612754,83,81,2024-11-10T23:46:17Z,4340000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:1),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Left Corner 3,24+ Left,,,441.0,1.0,1.0,0.0,,,,,,,,,,,,,,
443,PT03M37.00S,2024-11-10T23:46:22.0Z,3,REGULAR,turnover,bad pass,[],1630169,,,1610612754,83,81,2024-11-10T23:46:25Z,4350000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1628404]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,Hart,1628404.0
444,PT03M37.00S,2024-11-10T23:46:22.0Z,3,REGULAR,steal,,[],1628404,,,1610612752,83,81,2024-11-10T23:46:23Z,4360000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
445,PT03M28.00S,2024-11-10T23:46:31.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630579,93.51182654402102,50.245098039215684,1610612752,83,83,2024-11-10T23:46:34Z,4370000,False,1.0,8.0,1,right,J. Sims DUNK (2 PTS) (M. Bridges 3 AST),"[1630579, 1628969]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,2.0,M. Bridges,1628969.0,3.0,,,,,,,,,,
447,PT03M20.00S,2024-11-10T23:46:38.5Z,3,REGULAR,3pt,Jump Shot,[],1641716,29.77989487516426,70.58823529411765,1610612754,83,83,2024-11-10T23:46:42Z,4390000,False,-103.0,227.0,1,left,MISS J. Walker 24' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
448,PT03M18.00S,2024-11-10T23:46:40.5Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612752,83,83,2024-11-10T23:46:42Z,4400000,False,,,0,,J. Hart REBOUND (Off:1 Def:6),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,447.0,7.0,6.0,1.0,,,,,,,,,,,,,,
449,PT03M13.00S,2024-11-10T23:46:45.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628404,93.77463863337714,50.98039215686274,1610612752,83,85,2024-11-10T23:46:50Z,4410000,False,5.0,6.0,1,right,J. Hart running DUNK (12 PTS),[1628404],1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,12.0,,,,,,,,,,,,,
450,PT02M55.00S,2024-11-10T23:47:03.8Z,3,REGULAR,3pt,Jump Shot,[],1630169,32.14520367936925,13.725490196078432,1610612754,83,85,2024-11-10T23:47:07Z,4420000,False,181.0,250.0,1,left,MISS T. Haliburton 30' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,30.86,Missed,,,,,,,,,,,,,,,,,,
451,PT02M52.00S,2024-11-10T23:47:06.8Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,83,85,2024-11-10T23:47:07Z,4430000,False,,,0,,J. Brunson REBOUND (Off:0 Def:5),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,450.0,5.0,5.0,0.0,,,,,,,,,,,,,,
452,PT02M38.00S,2024-11-10T23:47:20.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,92.46057818659659,53.18627450980392,1610612752,83,87,2024-11-10T23:48:39Z,4440000,False,16.0,18.0,1,right,J. Hart cutting Layup (14 PTS) (M. Bridges 4 AST),"[1628404, 1628969]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.43,Made,,,,,14.0,M. Bridges,1628969.0,4.0,,,,,,,,,,
454,PT02M38.00S,2024-11-10T23:47:25.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,83,87,2024-11-10T23:47:25Z,4460000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M38.00S,2024-11-10T23:48:28.0Z,3,REGULAR,substitution,out,[],1631097,,,1610612754,83,87,2024-11-10T23:48:49Z,4470000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M38.00S,2024-11-10T23:48:28.0Z,3,REGULAR,substitution,out,[],1642402,,,1610612754,83,87,2024-11-10T23:48:49Z,4480000,False,,,0,,SUB out: E. Freeman,[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M38.00S,2024-11-10T23:48:28.0Z,3,REGULAR,substitution,in,[],1627783,,,1610612754,83,87,2024-11-10T23:48:49Z,4490000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M38.00S,2024-11-10T23:48:28.0Z,3,REGULAR,substitution,in,[],1626167,,,1610612754,83,87,2024-11-10T23:48:49Z,4500000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M24.00S,2024-11-10T23:49:21.1Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630579,,,1610612754,83,87,2024-11-10T23:49:27Z,4510000,False,,,0,,J. Sims defensive-3-second technical FOUL (1 Tech),[1630579],1610612752.0,NYK,defensive-3-second,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1179.0,,,1.0,1.0,,,,,
460,PT02M24.00S,2024-11-10T23:49:37.0Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,84,87,2024-11-10T23:49:37Z,4520000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (21 PTS),[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
461,PT02M24.00S,2024-11-10T23:49:37.7Z,3,REGULAR,substitution,out,[],1631245,,,1610612754,84,87,2024-11-10T23:49:54Z,4530000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M24.00S,2024-11-10T23:49:37.7Z,3,REGULAR,substitution,out,[],1628404,,,1610612754,84,87,2024-11-10T23:49:54Z,4540000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M24.00S,2024-11-10T23:49:37.7Z,3,REGULAR,substitution,out,[],1630579,,,1610612754,84,87,2024-11-10T23:49:54Z,4550000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M24.00S,2024-11-10T23:49:37.7Z,3,REGULAR,substitution,in,[],204456,,,1610612754,84,87,2024-11-10T23:49:54Z,4560000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M24.00S,2024-11-10T23:49:37.7Z,3,REGULAR,substitution,in,[],1626157,,,1610612754,84,87,2024-11-10T23:49:54Z,4570000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M24.00S,2024-11-10T23:49:37.7Z,3,REGULAR,substitution,in,[],1628384,,,1610612754,84,87,2024-11-10T23:49:54Z,4580000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M13.00S,2024-11-10T23:50:19.9Z,3,REGULAR,3pt,Jump Shot,[],1641716,11.645860709592641,3.1862745098039214,1610612754,84,87,2024-11-10T23:50:23Z,4600000,False,234.0,57.0,1,left,MISS J. Walker 24' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Right Corner 3,24+ Right,24.09,Missed,,,,,,,,,,,,,,,,,,
469,PT02M10.00S,2024-11-10T23:50:22.9Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,84,87,2024-11-10T23:50:23Z,4610000,False,,,0,,J. Brunson REBOUND (Off:0 Def:6),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,,,468.0,6.0,6.0,0.0,,,,,,,,,,,,,,
470,PT01M58.00S,2024-11-10T23:50:34.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,87.86136662286465,41.42156862745098,1610612752,84,87,2024-11-10T23:50:40Z,4620000,False,-43.0,62.0,1,right,MISS O. Anunoby 7' driving floating Shot,[1628384],1610612752.0,NYK,driving floating,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
471,PT01M55.00S,2024-11-10T23:50:37.5Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612752,84,87,2024-11-10T23:50:40Z,4630000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,470.0,3.0,2.0,1.0,,,,,,,,,,,,,,
472,PT01M55.00S,2024-11-10T23:50:37.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,94.40999984741211,50.0,1610612752,84,89,2024-11-10T23:50:37Z,4640000,False,0.0,0.0,1,right,O. Anunoby tip Layup (21 PTS),[1628384],1610612752.0,NYK,tip,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,21.0,,,,,,,,,,,,,
473,PT01M46.00S,2024-11-10T23:50:45.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,13.485545335085414,47.30392156862745,1610612754,86,89,2024-11-10T23:50:48Z,4650000,False,13.0,74.0,1,left,T. McConnell 7' pullup Jump Shot (4 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,7.55,Made,,,,,4.0,,,,,,,,,,,,,
474,PT01M30.00S,2024-11-10T23:51:04.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612752,86,89,2024-11-10T23:51:09Z,4660000,False,,,0,,P. Siakam personal FOUL (2 PF) (Anunoby 2 FT),"[1627783, 1628384]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1179.0,,,2.0,0.0,Anunoby,1628384.0,,,
476,PT01M30.00S,2024-11-10T23:51:29.9Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,86,90,2024-11-10T23:51:30Z,4680000,False,,,0,,O. Anunoby Free Throw 1 of 2 (22 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
477,PT01M30.00S,2024-11-10T23:51:30.4Z,3,REGULAR,substitution,out,[],1630169,,,1610612752,86,90,2024-11-10T23:51:32Z,4690000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M30.00S,2024-11-10T23:51:30.4Z,3,REGULAR,substitution,in,[],1631097,,,1610612752,86,90,2024-11-10T23:51:32Z,4700000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT01M30.00S,2024-11-10T23:51:47.2Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,86,91,2024-11-10T23:51:47Z,4710000,False,,,0,,O. Anunoby Free Throw 2 of 2 (23 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
480,PT01M18.00S,2024-11-10T23:52:01.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612754,86,91,2024-11-10T23:52:07Z,4720000,False,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Turner 2 FT),"[1628384, 1626167]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1155.0,,,2.0,0.0,Turner,1626167.0,,,
482,PT01M18.00S,2024-11-10T23:52:29.2Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,87,91,2024-11-10T23:52:29Z,4740000,False,,,0,,M. Turner Free Throw 1 of 2 (16 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
483,PT01M18.00S,2024-11-10T23:52:44.2Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,88,91,2024-11-10T23:52:44Z,4750000,False,,,0,,M. Turner Free Throw 2 of 2 (17 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
484,PT00M54.90S,2024-11-10T23:53:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,82.86793692509855,39.21568627450981,1610612752,88,91,2024-11-10T23:53:15Z,4760000,False,-54.0,109.0,1,right,MISS K. Towns 12' turnaround fadeaway Shot,[1626157],1610612752.0,NYK,turnaround fadeaway,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,12.12,Missed,,,,,,,,,,,,,,,,,,
485,PT00M51.30S,2024-11-10T23:53:12.4Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,88,91,2024-11-10T23:53:15Z,4770000,False,,,0,,M. Turner REBOUND (Off:0 Def:6),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,484.0,6.0,6.0,0.0,,,,,,,,,,,,,,
486,PT00M34.50S,2024-11-10T23:53:29.3Z,3,REGULAR,3pt,Jump Shot,[],1626167,33.459264126149804,36.51960784313725,1610612754,88,91,2024-11-10T23:53:34Z,4780000,False,67.0,262.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
487,PT00M32.00S,2024-11-10T23:53:31.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,88,91,2024-11-10T23:53:34Z,4790000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,486.0,,,,,,,,,,,,,,,,,
489,PT00M17.00S,2024-11-10T23:54:00.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612752,88,91,2024-11-10T23:54:08Z,4810000,False,,,0,,T. McConnell personal FOUL (1 PF) (Brunson 2 FT),"[204456, 1628973]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1179.0,,,1.0,1.0,Brunson,1628973.0,,,
491,PT00M17.00S,2024-11-10T23:54:32.8Z,3,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,88,92,2024-11-10T23:54:32Z,4830000,False,,,0,,J. Brunson Free Throw 1 of 2 (20 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
492,PT00M17.00S,2024-11-10T23:54:33.4Z,3,REGULAR,substitution,out,[],1641716,,,1610612752,88,92,2024-11-10T23:54:37Z,4840000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M17.00S,2024-11-10T23:54:33.4Z,3,REGULAR,substitution,in,[],1630169,,,1610612752,88,92,2024-11-10T23:54:37Z,4850000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT00M17.00S,2024-11-10T23:54:56.5Z,3,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,88,93,2024-11-10T23:54:56Z,4860000,False,,,0,,J. Brunson Free Throw 2 of 2 (21 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
495,PT00M02.60S,2024-11-10T23:55:16.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626157,,,1610612754,88,93,2024-11-10T23:55:24Z,4870000,False,,,0,,K. Towns personal FOUL (3 PF) (Haliburton 2 FT),"[1626157, 1630169]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627524.0,,,3.0,1.0,Haliburton,1630169.0,,,
497,PT00M02.60S,2024-11-10T23:55:42.7Z,3,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,89,93,2024-11-10T23:55:42Z,4890000,False,,,0,,T. Haliburton Free Throw 1 of 2 (22 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
498,PT00M02.60S,2024-11-10T23:55:43.3Z,3,REGULAR,substitution,out,[],1631097,,,1610612754,89,93,2024-11-10T23:55:46Z,4900000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M02.60S,2024-11-10T23:55:43.3Z,3,REGULAR,substitution,in,[],1641716,,,1610612754,89,93,2024-11-10T23:55:46Z,4910000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M02.60S,2024-11-10T23:56:00.9Z,3,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,90,93,2024-11-10T23:56:00Z,4920000,False,,,0,,T. Haliburton Free Throw 2 of 2 (23 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
501,PT00M02.60S,2024-11-10T23:56:15.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626167,,,1610612752,90,93,2024-11-10T23:56:23Z,4930000,False,,,0,,M. Turner personal FOUL (2 PF) (Towns 2 FT),"[1626167, 1626157]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627524.0,,,2.0,0.0,Towns,1626157.0,,,
503,PT00M02.60S,2024-11-10T23:56:50.1Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,90,93,2024-11-10T23:56:50Z,4950000,False,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
504,PT00M02.60S,2024-11-10T23:56:50.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,90,93,2024-11-10T23:56:50Z,4960000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,,,
505,PT00M02.60S,2024-11-10T23:56:50.7Z,3,REGULAR,substitution,out,[],1628973,,,1610612752,90,93,2024-11-10T23:56:57Z,4970000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT00M02.60S,2024-11-10T23:56:50.7Z,3,REGULAR,substitution,in,[],1628404,,,1610612752,90,93,2024-11-10T23:56:57Z,4980000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT00M02.60S,2024-11-10T23:57:13.7Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,90,94,2024-11-10T23:57:13Z,4990000,False,,,0,,K. Towns Free Throw 2 of 2 (21 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
508,PT00M01.70S,2024-11-10T23:57:24.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612754,90,94,2024-11-10T23:57:29Z,5000000,False,,,0,,O. Anunoby personal FOUL (3 PF) (Siakam 2 FT),"[1628384, 1627783]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1155.0,,,3.0,0.0,Siakam,1627783.0,,,
510,PT00M01.70S,2024-11-10T23:57:56.0Z,3,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,91,94,2024-11-10T23:57:56Z,5020000,False,,,0,,P. Siakam Free Throw 1 of 2 (10 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
511,PT00M01.70S,2024-11-10T23:58:01.5Z,3,REGULAR,substitution,out,[],1630169,,,1610612754,91,94,2024-11-10T23:58:08Z,5030000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M01.70S,2024-11-10T23:58:01.5Z,3,REGULAR,substitution,out,[],1630540,,,1610612754,91,94,2024-11-10T23:58:08Z,5040000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M01.70S,2024-11-10T23:58:01.5Z,3,REGULAR,substitution,in,[],1631245,,,1610612754,91,94,2024-11-10T23:58:08Z,5050000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT00M01.70S,2024-11-10T23:58:01.5Z,3,REGULAR,substitution,in,[],1628973,,,1610612754,91,94,2024-11-10T23:58:08Z,5060000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M01.70S,2024-11-10T23:58:17.9Z,3,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,92,94,2024-11-10T23:58:17Z,5070000,False,,,0,,P. Siakam Free Throw 2 of 2 (11 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
516,PT00M00.30S,2024-11-10T23:58:30.3Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612752,92,94,2024-11-10T23:58:42Z,5080000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1641716]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Walker,1641716.0
517,PT00M00.30S,2024-11-10T23:58:30.3Z,3,REGULAR,steal,,[],1641716,,,1610612754,92,94,2024-11-10T23:58:32Z,5090000,False,,,0,,J. Walker STEAL (2 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
518,PT00M00.00S,2024-11-10T23:58:34.1Z,3,REGULAR,period,end,[],0,,,1610612754,92,94,2024-11-10T23:58:34Z,5100000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2024-11-11T00:00:37.9Z,4,REGULAR,substitution,out,['startperiod'],1631245,,,1610612754,92,94,2024-11-11T00:01:00Z,5110000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2024-11-11T00:00:37.9Z,4,REGULAR,substitution,out,['startperiod'],1628973,,,1610612754,92,94,2024-11-11T00:01:00Z,5120000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-11-11T00:00:37.9Z,4,REGULAR,substitution,in,['startperiod'],1631097,,,1610612754,92,94,2024-11-11T00:01:00Z,5130000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2024-11-11T00:00:37.9Z,4,REGULAR,substitution,in,['startperiod'],1630540,,,1610612754,92,94,2024-11-11T00:01:00Z,5140000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-11-11T00:01:19.6Z,4,REGULAR,period,start,[],0,,,1610612752,92,94,2024-11-11T00:01:19Z,5150000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
